00007ff843894c30 (__DATA,__data) non-external _C
00007ff802d45c7c (__TEXT,__text) external _acl_set_permset_mask_np
00007ff802d4589a (__TEXT,__text) external _acl_set_qualifier
00007ff802d458df (__TEXT,__text) external _acl_set_tag_type
00007ff802d1367e (__TEXT,__text) external _acl_size
00007ff802d464ee (__TEXT,__text) external _acl_to_text
00007ff802d4558a (__TEXT,__text) external _acl_valid
00007ff802d455bc (__TEXT,__text) external _acl_valid_fd_np
00007ff802d455d2 (__TEXT,__text) external _acl_valid_file_np
00007ff802d455e8 (__TEXT,__text) external _acl_valid_link
00007ff802d3e628 (__TEXT,__text) non-external _addToMP
00007ff802d58e7c (__TEXT,__text) non-external _addcmd
00007ff802d60121 (__TEXT,__text) external _addr2ascii
00007ff843896758 (__DATA,__bss) non-external _addr2ascii.staticbuf
00007ff802d1c5c3 (__TEXT,__text) non-external _advance_directory
00007ff802d81cd2 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff802d81cd2 (__TEXT,__text) non-external _advance_directory.cold.1
00007ff802d33dbf (__TEXT,__text) external _alarm
00007ff802d4d8b2 (__TEXT,__text) non-external _alloc_segs
00007ff802d804da (__TEXT,__text) external _alphasort
00007ff802d30825 (__TEXT,__text) external _alphasort$INODE64
00007ff802d867c0 (__TEXT,__const) non-external _ambig
00007ff802d04fbc (__TEXT,__text) non-external _arc4_init
00007ff802d8244e (__TEXT,__text) non-external _arc4_init.cold.1
00007ff802d120c8 (__TEXT,__text) external _arc4random
00007ff802d54097 (__TEXT,__text) external _arc4random_addrandom
00007ff802d04f94 (__TEXT,__text) external _arc4random_buf
00007ff802d34b81 (__TEXT,__text) external _arc4random_stir
00007ff802d18070 (__TEXT,__text) external _arc4random_uniform
00007ff8438968b0 (__DATA,__bss) non-external _arg_type_queue
00007ff802d78626 (__TEXT,__text) non-external (was a private external) _arrayfree
00007ff802d3794c (__TEXT,__text) non-external _arrayget
00007ff802d601c7 (__TEXT,__text) external _ascii2addr
00007ff802d31c0b (__TEXT,__text) external _asctime
00007ff802d261bc (__TEXT,__text) external _asctime_r
00007ff802d86580 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff802d86560 (__TEXT,__const) non-external _asctime_r.wday_name
                 (undefined) external _asl_append (from libsystem_asl)
                 (undefined) external _asl_get (from libsystem_asl)
                 (undefined) external _asl_match (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_next (from libsystem_asl)
                 (undefined) external _asl_open (from libsystem_asl)
                 (undefined) external _asl_release (from libsystem_asl)
                 (undefined) external _asl_send (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asl_set_query (from libsystem_asl)
00007ff802d12ef9 (__TEXT,__text) external _asprintf
00007ff802d62bce (__TEXT,__text) external _asprintf_l
00007ff802d4728d (__TEXT,__text) external _asxprintf
00007ff802d47a94 (__TEXT,__text) external _asxprintf_exec
00007ff802d78dbd (__TEXT,__text) external _at_quick_exit
00007ff802d2d02e (__TEXT,__text) external _atexit
00007ff802d2f006 (__TEXT,__text) external _atexit_b
00007ff8436b90b0 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff802d0b1e7 (__TEXT,__text) non-external _atexit_register
00007ff802d835cb (__TEXT,__text) non-external _atexit_register.cold.1
00007ff802d3aa3e (__TEXT,__text) external _atof
00007ff802d27cc9 (__TEXT,__text) external _atof_l
00007ff802d12607 (__TEXT,__text) external _atoi
00007ff802d718c7 (__TEXT,__text) external _atoi_l
00007ff802d1ab3b (__TEXT,__text) external _atol
00007ff802d718db (__TEXT,__text) external _atol_l
00007ff802d13cae (__TEXT,__text) external _atoll
00007ff802d718ef (__TEXT,__text) external _atoll_l
00007ff802d137d9 (__TEXT,__text) external _backtrace
00007ff802d3ed18 (__TEXT,__text) external _backtrace_async
00007ff802d3ed7b (__TEXT,__text) external _backtrace_from_fp
00007ff843894890 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff802d1a6e2 (__TEXT,__text) external _backtrace_image_offsets
00007ff802d3ecf0 (__TEXT,__text) external _backtrace_set_pcs_func
00007ff802d18eab (__TEXT,__text) external _backtrace_symbols
00007ff802d3edd0 (__TEXT,__text) external _backtrace_symbols_fd
00007ff802d1a685 (__TEXT,__text) external _basename
00007ff8436b9910 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff802d19e9c (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff802d0506e (__TEXT,__text) external _bcopy
00007ff802d3e91a (__TEXT,__text) non-external _bitCountMP
00007ff802d81cae (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff802d863e0 (__TEXT,__const) non-external _blanks
00007ff802d864b0 (__TEXT,__const) non-external _blanks
00007ff843894ec0 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff802d41354 (__TEXT,__text) non-external _both_ftw
00007ff802d80f5c (__TEXT,__text) non-external _both_ftw
00007ff843895f90 (__DATA,__bss) non-external _brapreg
00007ff802d3bee2 (__TEXT,__text) external _brk
00007ff802d3befa (__TEXT,__text) external _bsd_signal
00007ff802d0be3e (__TEXT,__text) external _bsearch
00007ff802d15368 (__TEXT,__text) external _bsearch_b
00007ff802d4ca59 (__TEXT,__text) non-external _bt_broot
00007ff802d4c7c8 (__TEXT,__text) non-external _bt_page
00007ff802d4cb9a (__TEXT,__text) non-external _bt_preserve
00007ff802d4cbd7 (__TEXT,__text) non-external _bt_psplit
00007ff802d4c6ec (__TEXT,__text) non-external _bt_root
00007ff802d4c966 (__TEXT,__text) non-external _bt_rroot
00007ff802d3b30f (__TEXT,__text) external _btowc
00007ff802d3b337 (__TEXT,__text) external _btowc_l
00007ff843895d90 (__DATA,__bss) non-external _buf_asctime
00007ff802d65628 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff802d842d8 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff802d842b0 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff802d62aee (__TEXT,__text) external _catclose
00007ff802d8624c (__TEXT,__const) non-external _categories.rel
00007ff802d627d5 (__TEXT,__text) external _catgets
00007ff802d62118 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff802d59207 (__TEXT,__text) external _cfgetispeed
00007ff802d27d61 (__TEXT,__text) external _cfgetospeed
00007ff802d59239 (__TEXT,__text) external _cfmakeraw
00007ff802d5921d (__TEXT,__text) external _cfsetispeed
00007ff802d59211 (__TEXT,__text) external _cfsetospeed
00007ff802d59229 (__TEXT,__text) external _cfsetspeed
00007ff802d55e2c (__TEXT,__text) external _cgetcap
00007ff802d56739 (__TEXT,__text) external _cgetclose
00007ff802d55eba (__TEXT,__text) external _cgetent
00007ff802d566e8 (__TEXT,__text) external _cgetfirst
00007ff802d56691 (__TEXT,__text) external _cgetmatch
00007ff802d56776 (__TEXT,__text) external _cgetnext
00007ff802d56e7f (__TEXT,__text) external _cgetnum
00007ff802d55da8 (__TEXT,__text) external _cgetset
00007ff802d56b45 (__TEXT,__text) external _cgetstr
00007ff802d56d98 (__TEXT,__text) external _cgetustr
00007ff802d5b137 (__TEXT,__text) non-external _chainsearch
00007ff802d86140 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff802d30dc7 (__TEXT,__text) non-external _check_env_var
00007ff802d1da00 (__TEXT,__text) non-external _chmodx1
00007ff802d1d9d9 (__TEXT,__text) external _chmodx_np
00007ff802d1dc0a (__TEXT,__text) non-external _chmodx_syscall
00007ff802d62c64 (__TEXT,__text) external _clearerr
00007ff802d62c84 (__TEXT,__text) external _clearerr_unlocked
00007ff802d2cfdc (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff802d3bd3c (__TEXT,__text) external _clock_getres
00007ff802d13ed2 (__TEXT,__text) external _clock_gettime
00007ff802d04e14 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8436bb2d0 (__DATA_DIRTY,__common) external _clock_port
00007ff8436bb280 (__DATA_DIRTY,__common) external _clock_sem
00007ff802d3bdb4 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff802d1c916 (__TEXT,__text) non-external _close_directory
00007ff802d0bafb (__TEXT,__text) external _closedir
00007ff840085a20 (__DATA_CONST,__const) non-external _cnames
00007ff802d4ebd9 (__TEXT,__text) non-external _collect_data
00007ff802d4ed97 (__TEXT,__text) non-external _collect_key
00007ff802d86700 (__TEXT,__const) non-external _command_substitution_str
00007ff802d30c20 (__TEXT,__text) external _compat_mode
00007ff802d0ad98 (__TEXT,__text) external _confstr
00007ff843895e58 (__DATA,__bss) non-external _constdatablock
00007ff802d477fb (__TEXT,__text) external _copy_printf_domain
00007ff802d34d52 (__TEXT,__text) external _creat
00007ff802d493b5 (__TEXT,__text) external _creat$NOCANCEL
00007ff802d3ef0a (__TEXT,__text) external _crypt
00007ff843895e40 (__DATA,__bss) non-external _cryptresult
                 (undefined) external _csops (from libsystem_kernel)
00007ff802d54104 (__TEXT,__text) external _ctermid
00007ff843894c68 (__DATA,__data) non-external _ctermid.def
00007ff802d5412e (__TEXT,__text) external _ctermid_r
00007ff802d31bf0 (__TEXT,__text) external _ctime
00007ff802d2618b (__TEXT,__text) external _ctime_r
00007ff843894d00 (__DATA,__data) non-external _current_categories
00007ff802d27d6b (__TEXT,__text) non-external _currentlocale
00007ff8436b9800 (__DATA_DIRTY,__bss) non-external _currentlocale.current_locale_string
00007ff843895ff0 (__DATA,__bss) non-external _curshell
00007ff802d7f69d (__TEXT,__text) external _daemon
00007ff802d5414f (__TEXT,__text) external _daemon$1050
00007ff8438948f8 (__DATA,__data) non-external _dash_prefix
00007ff8436bb248 (__DATA_DIRTY,__common) external _daylight
00007ff802d50d8f (__TEXT,__text) external _dbm_clearerr
00007ff802d50c7f (__TEXT,__text) external _dbm_close
00007ff802d50d1f (__TEXT,__text) external _dbm_delete
00007ff802d50da5 (__TEXT,__text) external _dbm_dirfno
00007ff802d50d7f (__TEXT,__text) external _dbm_error
00007ff802d50c87 (__TEXT,__text) external _dbm_fetch
00007ff802d50cc3 (__TEXT,__text) external _dbm_firstkey
00007ff802d50cf1 (__TEXT,__text) external _dbm_nextkey
00007ff802d50bb4 (__TEXT,__text) external _dbm_open
00007ff802d50d4a (__TEXT,__text) external _dbm_store
00007ff802d4d28b (__TEXT,__text) external _dbopen
00007ff843896658 (__DATA,__bss) non-external _dbp
00007ff843895fb0 (__DATA,__bss) non-external _decpreg
00007ff802d86870 (__TEXT,__const) non-external _degrees
00007ff802d5aef0 (__TEXT,__text) non-external _destruct_collate
00007ff802d74848 (__TEXT,__text) non-external _destruct_ctype
00007ff802d5d372 (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff802d4552d (__TEXT,__text) non-external _destruct_locale
00007ff802d39e67 (__TEXT,__text) external _devname
00007ff843895d30 (__DATA,__bss) non-external _devname.buf
00007ff802d39eb8 (__TEXT,__text) external _devname_r
00007ff802d33c82 (__TEXT,__text) external _difftime
00007ff802d43b06 (__TEXT,__text) external _digittoint
00007ff802d43d85 (__TEXT,__text) external _digittoint_l
00007ff802d3440a (__TEXT,__text) external _dirfd
00007ff802d36834 (__TEXT,__text) external _dirname
00007ff843895dd8 (__DATA,__bss) non-external _dirname.dname
00007ff802d2cbcb (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff802d30bf1 (__TEXT,__text) external _div
00007ff843894b20 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff802d5a13f (__TEXT,__text) non-external _do_hvis
00007ff802d5a23c (__TEXT,__text) non-external _do_mvis
00007ff802d2b68f (__TEXT,__text) non-external _do_svis
00007ff802d52a58 (__TEXT,__text) non-external _dorounding
00007ff802d34ea9 (__TEXT,__text) external _dprintf
00007ff802d62c8e (__TEXT,__text) external _dprintf_l
00007ff802d2f85b (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff802d199bc (__TEXT,__text) external _duplocale
00007ff802d4732d (__TEXT,__text) external _dxprintf
00007ff802d47b3e (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_get_program_min_os_version (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff802d74249 (__TEXT,__text) external _ecvt
00007ff843896720 (__DATA,__bss) non-external _empty
00007ff843896730 (__DATA,__bss) non-external _empty
00007ff843896744 (__DATA,__bss) non-external _empty
00007ff802d3fb72 (__TEXT,__text) external _encrypt
00007ff802d429fa (__TEXT,__text) non-external _end_asl
00007ff802d42a2a (__TEXT,__text) non-external _end_file
00007ff843894e58 (__DATA,__data) non-external _end_ptr
00007ff802d40f0d (__TEXT,__text) external _endttyent
00007ff802d41233 (__TEXT,__text) external _endusershell
00007ff802d79019 (__TEXT,__text) external _endutxent
00007ff802d42884 (__TEXT,__text) external _endutxent_wtmp
00007ff802d71903 (__TEXT,__text) external _environ_lock_np
00007ff8436bb178 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff802d71919 (__TEXT,__text) external _environ_unlock_np
00007ff802d11642 (__TEXT,__text) non-external _eofread
00007ff802d1164a (__TEXT,__text) non-external _eofread
00007ff802d542c6 (__TEXT,__text) external _erand48
00007ff802d8261b (__TEXT,__text) external _err
00007ff802d573ac (__TEXT,__text) non-external _err_aborted
00007ff802d544c2 (__TEXT,__text) external _err_set_exit
00007ff802d544fe (__TEXT,__text) external _err_set_exit_b
00007ff802d544a6 (__TEXT,__text) external _err_set_file
00007ff802d8279d (__TEXT,__text) external _errc
00007ff802d82807 (__TEXT,__text) external _errx
00007ff802d85c50 (__TEXT,__const) non-external _escape
00007ff802d54540 (__TEXT,__text) external _execl
00007ff802d5468a (__TEXT,__text) external _execle
00007ff802d547df (__TEXT,__text) external _execlp
00007ff802d54967 (__TEXT,__text) external _execv
00007ff802d5499c (__TEXT,__text) external _execvP
00007ff802d549d5 (__TEXT,__text) non-external _execvPe
00007ff802d85d50 (__TEXT,__const) non-external _execvPe_err_preamble
00007ff802d85d60 (__TEXT,__const) non-external _execvPe_err_trailer
                 (undefined) external _execve (from libsystem_kernel)
00007ff802d54917 (__TEXT,__text) external _execvp
00007ff802d2ed04 (__TEXT,__text) external _exit
00007ff802d46ba1 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff802d63356 (__TEXT,__text) external _f_prealloc
00007ff802d3ce0b (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff802d1dcbc (__TEXT,__text) external _fchmodx_np
00007ff802d1dce2 (__TEXT,__text) non-external _fchmodx_syscall
00007ff802d258a8 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff802d74428 (__TEXT,__text) external _fcvt
00007ff802d540a3 (__TEXT,__text) external _fdclosedir
00007ff802d306ad (__TEXT,__text) external _fdopen
00007ff802d285bd (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff802d7fc80 (__TEXT,__text) external _fdopendir
00007ff802d3062c (__TEXT,__text) external _fdopendir$INODE64
00007ff802d80416 (__TEXT,__text) external _fdscandir
00007ff802d58603 (__TEXT,__text) external _fdscandir$INODE64
00007ff802d8165d (__TEXT,__text) external _fdscandir_b
00007ff802d76b6b (__TEXT,__text) external _fdscandir_b$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff802d3ac1a (__TEXT,__text) external _feof
00007ff802d62d24 (__TEXT,__text) external _feof_unlocked
00007ff802d33d94 (__TEXT,__text) external _ferror
00007ff802d62d33 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff802d50b3a (__TEXT,__text) non-external _fetch_bitmap
00007ff802d41834 (__TEXT,__text) external _fflagstostr
00007ff802d153de (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff802d3442c (__TEXT,__text) external _fgetc
00007ff802d3938d (__TEXT,__text) external _fgetln
00007ff802d62d6c (__TEXT,__text) external _fgetpos
00007ff802d487d9 (__TEXT,__text) external _fgetrune
00007ff8438965ec (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff802d25758 (__TEXT,__text) external _fgets
00007ff802d62d91 (__TEXT,__text) external _fgetwc
00007ff802d62eb0 (__TEXT,__text) external _fgetwc_l
00007ff802d62fca (__TEXT,__text) external _fgetwln
00007ff802d62f18 (__TEXT,__text) external _fgetwln_l
00007ff802d631c5 (__TEXT,__text) external _fgetws
00007ff802d62ff2 (__TEXT,__text) external _fgetws_l
00007ff8436b8aa8 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff802d1a607 (__TEXT,__text) external _fileno
00007ff802d631ed (__TEXT,__text) external _fileno_unlocked
00007ff802d1343d (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff802d1d949 (__TEXT,__text) external _filesec_dup
00007ff802d137a5 (__TEXT,__text) external _filesec_free
00007ff802d13470 (__TEXT,__text) external _filesec_get_property
00007ff802d13238 (__TEXT,__text) external _filesec_init
00007ff802d402e4 (__TEXT,__text) external _filesec_query_property
00007ff802d13260 (__TEXT,__text) external _filesec_set_property
00007ff802d3afcc (__TEXT,__text) external _filesec_unset_property
00007ff802d1a7c2 (__TEXT,__text) non-external _find_temp_path
00007ff802d2ea48 (__TEXT,__text) non-external _first_wday_of
00007ff802d845a0 (__TEXT,__const) non-external _fiveToThe1000
00007ff802d15436 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff802d4e078 (__TEXT,__text) non-external _flush_meta
00007ff802d7863c (__TEXT,__text) non-external _flush_queues
                 (undefined) external _fma (from libsystem_m)
00007ff802d70cff (__TEXT,__text) external _fmemopen
00007ff802d70f86 (__TEXT,__text) non-external _fmemopen_close
00007ff802d70e77 (__TEXT,__text) non-external _fmemopen_read
00007ff802d70f32 (__TEXT,__text) non-external _fmemopen_seek
00007ff802d70ec2 (__TEXT,__text) non-external _fmemopen_write
00007ff8400855c0 (__DATA_CONST,__const) non-external _fmt_padding
00007ff802d30188 (__TEXT,__text) external _fmtcheck
00007ff802d54cf0 (__TEXT,__text) external _fmtmsg
00007ff802d3127f (__TEXT,__text) external _fnmatch
00007ff802d15902 (__TEXT,__text) external _fopen
00007ff802d7f53c (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff802d2a989 (__TEXT,__text) external _fork
00007ff802d2a661 (__TEXT,__text) external _forkpty
00007ff802d39090 (__TEXT,__text) external _fparseln
00007ff802d8585c (__TEXT,__const) non-external _fparseln.dstr
00007ff802d17a10 (__TEXT,__text) external _fprintf
00007ff802d633eb (__TEXT,__text) external _fprintf_l
00007ff843894a58 (__DATA,__data) non-external _fptr
00007ff802d63481 (__TEXT,__text) external _fpurge
00007ff802d3a4fd (__TEXT,__text) external _fputc
00007ff802d48959 (__TEXT,__text) external _fputrune
00007ff8438965f4 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff802d341ed (__TEXT,__text) external _fputs
00007ff802d635ba (__TEXT,__text) external _fputwc
00007ff802d6361d (__TEXT,__text) external _fputwc_l
00007ff802d637db (__TEXT,__text) external _fputws
00007ff802d6368d (__TEXT,__text) external _fputws_l
00007ff802d1a54c (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff802d47645 (__TEXT,__text) external _free_printf_comp
00007ff802d47898 (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff802d19e24 (__TEXT,__text) external _freelocale
00007ff802d6395a (__TEXT,__text) external _freopen
00007ff802d63ca3 (__TEXT,__text) external _fscanf
00007ff802d63db6 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff802d19f47 (__TEXT,__text) external _fseek
00007ff802d19fab (__TEXT,__text) external _fseeko
00007ff802d63ecc (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff802d3ec30 (__TEXT,__text) external _fstatvfs
00007ff802d4871d (__TEXT,__text) external _fstatx64_np
00007ff802d813c6 (__TEXT,__text) external _fstatx_np
00007ff802d1dc6b (__TEXT,__text) external _fstatx_np$INODE64
00007ff802d1dca4 (__TEXT,__text) non-external _fstatx_syscall
00007ff802d1dcb0 (__TEXT,__text) non-external _fstatx_syscall
00007ff843894b80 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff802d49122 (__TEXT,__text) external _fsync_volume_np
00007ff802d1a5ad (__TEXT,__text) external _ftell
00007ff802d1a3eb (__TEXT,__text) external _ftello
00007ff802d6edbb (__TEXT,__text) external _ftime
00007ff802d55b97 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff802d62b9a (__TEXT,__text) external _ftrylockfile
00007ff802d16f43 (__TEXT,__text) non-external _fts_alloc
00007ff802d16fd7 (__TEXT,__text) non-external _fts_alloc
00007ff802d1ac0e (__TEXT,__text) non-external _fts_build
00007ff802d1b8fe (__TEXT,__text) non-external _fts_build
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.1
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.2
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.2
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.3
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.3
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.4
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.4
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.5
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.5
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.6
00007ff802d81cd2 (__TEXT,__text) non-external _fts_build.cold.6
00007ff802d80dfb (__TEXT,__text) external _fts_children
00007ff802d404d7 (__TEXT,__text) external _fts_children$INODE64
00007ff802d807d0 (__TEXT,__text) external _fts_close
00007ff802d17908 (__TEXT,__text) external _fts_close$INODE64
00007ff802d40424 (__TEXT,__text) non-external _fts_fchdir
00007ff802d403f0 (__TEXT,__text) non-external _fts_free
00007ff802d40440 (__TEXT,__text) non-external _fts_load
00007ff802d80d44 (__TEXT,__text) non-external _fts_load
00007ff802d806b8 (__TEXT,__text) external _fts_open
00007ff802d168d8 (__TEXT,__text) external _fts_open$INODE64
00007ff802d80734 (__TEXT,__text) external _fts_open_b
00007ff802d40354 (__TEXT,__text) external _fts_open_b$INODE64
00007ff802d16ed2 (__TEXT,__text) non-external _fts_palloc
00007ff802d808da (__TEXT,__text) external _fts_read
00007ff802d1749e (__TEXT,__text) external _fts_read$INODE64
00007ff802d1c648 (__TEXT,__text) non-external _fts_safe_changedir
00007ff802d1c7b0 (__TEXT,__text) non-external _fts_safe_changedir
00007ff802d80dd9 (__TEXT,__text) external _fts_set
00007ff802d278c1 (__TEXT,__text) external _fts_set$INODE64
00007ff802d40624 (__TEXT,__text) non-external _fts_sort
00007ff802d1706b (__TEXT,__text) non-external _fts_stat2
00007ff802d1726b (__TEXT,__text) non-external _fts_stat2
00007ff802d80f48 (__TEXT,__text) external _ftw
00007ff802d41340 (__TEXT,__text) external _ftw$INODE64
00007ff802d488d2 (__TEXT,__text) external _fungetrune
00007ff8438965f0 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff802d155cc (__TEXT,__text) external _funlockfile
00007ff802d2cf3e (__TEXT,__text) external _funopen
00007ff802d63edb (__TEXT,__text) external _fwide
00007ff802d63f34 (__TEXT,__text) external _fwprintf
00007ff802d63ff2 (__TEXT,__text) external _fwprintf_l
00007ff802d27ad4 (__TEXT,__text) external _fwrite
00007ff802d64088 (__TEXT,__text) external _fwscanf
00007ff802d64146 (__TEXT,__text) external _fwscanf_l
00007ff802d473cc (__TEXT,__text) external _fxprintf
00007ff802d47be8 (__TEXT,__text) external _fxprintf_exec
00007ff843894730 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff802d5731f (__TEXT,__text) non-external _g_opendir
00007ff802d7fb7f (__TEXT,__text) non-external _g_opendir
00007ff802d5728f (__TEXT,__text) non-external _g_stat
00007ff802d7faef (__TEXT,__text) non-external _g_stat
00007ff802d74437 (__TEXT,__text) external _gcvt
00007ff802d18e57 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8436b9940 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff8436b8968 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff802d3db10 (__TEXT,__text) non-external _generalSlowpath
00007ff802d81ae7 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff802d81c22 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff802d81c45 (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff802d81c68 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff802d81c8b (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff802d81b0a (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff802d81b2d (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff802d81b50 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff802d81b73 (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff802d81b96 (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff802d81bb9 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff802d81bdc (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff802d81bff (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff802d42a65 (__TEXT,__text) non-external _get_asl
00007ff843896078 (__DATA,__bss) non-external _get_asl.utx
00007ff8438965d4 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8438965e8 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8438965d8 (__DATA,__bss) non-external _get_clock.last
00007ff802d42da1 (__TEXT,__text) non-external _get_file
00007ff8438962f8 (__DATA,__bss) non-external _get_file.ux
00007ff802d301fd (__TEXT,__text) non-external _get_next_format
00007ff802d3034c (__TEXT,__text) non-external _get_next_format_from_precision
00007ff802d302fc (__TEXT,__text) non-external _get_next_format_from_width
00007ff802d749ac (__TEXT,__text) non-external _getargs
00007ff802d75ec6 (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff802d611e5 (__TEXT,__text) non-external _getbits
00007ff802d8630c (__TEXT,__const) non-external _getbits.digits
00007ff802d55be0 (__TEXT,__text) external _getbsize
00007ff843895df0 (__DATA,__bss) non-external _getbsize.header
