00007ff802954960 (__TEXT,__text) external _APL_dgemm
00007ff80287b170 (__TEXT,__text) external _ccopy_
00007ff80287b184 (__TEXT,__text) external _cdotc
00007ff80299b762 (__TEXT,__text) external _cdotc$NEWLAPACK
00007ff8029fa41f (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
00007ff80287b184 (__TEXT,__text) external _cdotc_
00007ff80287b1a6 (__TEXT,__text) external _cdotu
00007ff80299b784 (__TEXT,__text) external _cdotu$NEWLAPACK
00007ff8029fa444 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
00007ff80287b1a6 (__TEXT,__text) external _cdotu_
00007ff80287997e (__TEXT,__text) external _cgbmv
00007ff8028be793 (__TEXT,__text) external _cgbmv$NEWLAPACK
00007ff8029eb5b7 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
00007ff80287997e (__TEXT,__text) external _cgbmv_
00007ff802876f6b (__TEXT,__text) external _cgemm
00007ff8029581c4 (__TEXT,__text) external _cgemm$NEWLAPACK
00007ff8029f3e93 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
00007ff802876f6b (__TEXT,__text) external _cgemm_
00007ff8028798bc (__TEXT,__text) external _cgemv
00007ff8028be47d (__TEXT,__text) external _cgemv$NEWLAPACK
00007ff8029eb2bd (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
00007ff8028798bc (__TEXT,__text) external _cgemv_
00007ff80287a29b (__TEXT,__text) external _cgerc
00007ff8028be9c3 (__TEXT,__text) external _cgerc$NEWLAPACK
00007ff8029eb7df (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
00007ff80287a29b (__TEXT,__text) external _cgerc_
00007ff80287a2e2 (__TEXT,__text) external _cgeru
00007ff8028bea4d (__TEXT,__text) external _cgeru$NEWLAPACK
00007ff8029eb865 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
00007ff80287a2e2 (__TEXT,__text) external _cgeru_
00007ff802879aec (__TEXT,__text) external _chbmv
00007ff8028bead7 (__TEXT,__text) external _chbmv$NEWLAPACK
00007ff8029eb8eb (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
00007ff802879aec (__TEXT,__text) external _chbmv_
00007ff802877090 (__TEXT,__text) external _chemm
00007ff80295840a (__TEXT,__text) external _chemm$NEWLAPACK
00007ff8029f40cb (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
00007ff802877090 (__TEXT,__text) external _chemm_
00007ff802879a59 (__TEXT,__text) external _chemv
00007ff8028bec01 (__TEXT,__text) external _chemv$NEWLAPACK
00007ff8029eba0b (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
00007ff802879a59 (__TEXT,__text) external _chemv_
00007ff80287a329 (__TEXT,__text) external _cher
00007ff8028bed23 (__TEXT,__text) external _cher$NEWLAPACK
00007ff8029ebb2b (__TEXT,__text) external _cher$NEWLAPACK$ILP64
00007ff80287a399 (__TEXT,__text) external _cher2
00007ff8028bedff (__TEXT,__text) external _cher2$NEWLAPACK
00007ff8029ebc0d (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
00007ff80287a399 (__TEXT,__text) external _cher2_
00007ff8028776d5 (__TEXT,__text) external _cher2k
00007ff802958796 (__TEXT,__text) external _cher2k$NEWLAPACK
00007ff8029f444f (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
00007ff8028776d5 (__TEXT,__text) external _cher2k_
00007ff80287a329 (__TEXT,__text) external _cher_
00007ff8028774ee (__TEXT,__text) external _cherk
00007ff8029585ae (__TEXT,__text) external _cherk$NEWLAPACK
00007ff8029f4269 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
00007ff8028774ee (__TEXT,__text) external _cherk_
00007ff802879b83 (__TEXT,__text) external _chpmv
00007ff8028bef13 (__TEXT,__text) external _chpmv$NEWLAPACK
00007ff8029ebd1f (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
00007ff802879b83 (__TEXT,__text) external _chpmv_
00007ff80287a425 (__TEXT,__text) external _chpr
00007ff8028bf00f (__TEXT,__text) external _chpr$NEWLAPACK
00007ff8029ebe1b (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
00007ff80287a48c (__TEXT,__text) external _chpr2
00007ff8028bf0d5 (__TEXT,__text) external _chpr2$NEWLAPACK
00007ff8029ebee3 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
00007ff80287a48c (__TEXT,__text) external _chpr2_
00007ff80287a425 (__TEXT,__text) external _chpr_
00007ff80287b1c8 (__TEXT,__text) external _crotg
00007ff80299b8ce (__TEXT,__text) external _crotg$NEWLAPACK
00007ff8029fa5aa (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
00007ff80287b1c8 (__TEXT,__text) external _crotg_
00007ff80287b1d5 (__TEXT,__text) external _cscal
00007ff80299b954 (__TEXT,__text) external _cscal$NEWLAPACK
00007ff8029fa63a (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
00007ff80287b1d5 (__TEXT,__text) external _cscal_
00007ff80287b1e6 (__TEXT,__text) external _csrot
00007ff80299b87e (__TEXT,__text) external _csrot$NEWLAPACK
00007ff8029fa556 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
00007ff80287b1e6 (__TEXT,__text) external _csrot_
00007ff80287b207 (__TEXT,__text) external _csscal
00007ff80299b970 (__TEXT,__text) external _csscal$NEWLAPACK
00007ff8029fa65a (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
00007ff80287b207 (__TEXT,__text) external _csscal_
00007ff80287b221 (__TEXT,__text) external _cswap
00007ff80299b9c0 (__TEXT,__text) external _cswap$NEWLAPACK
00007ff8029fa6b4 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
00007ff80287b221 (__TEXT,__text) external _cswap_
00007ff802877164 (__TEXT,__text) external _csymm
00007ff802958b40 (__TEXT,__text) external _csymm$NEWLAPACK
00007ff8029f47ed (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
00007ff802877164 (__TEXT,__text) external _csymm_
00007ff8028777d8 (__TEXT,__text) external _csyr2k
00007ff802959248 (__TEXT,__text) external _csyr2k$NEWLAPACK
00007ff8029f4ee5 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
00007ff8028777d8 (__TEXT,__text) external _csyr2k_
00007ff8028775e4 (__TEXT,__text) external _csyrk
00007ff802958e9a (__TEXT,__text) external _csyrk$NEWLAPACK
00007ff8029f4b3f (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
00007ff8028775e4 (__TEXT,__text) external _csyrk_
00007ff802879d22 (__TEXT,__text) external _ctbmv
00007ff8028bfaa1 (__TEXT,__text) external _ctbmv$NEWLAPACK
00007ff8029ec8a3 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
00007ff802879d22 (__TEXT,__text) external _ctbmv_
00007ff80287a06e (__TEXT,__text) external _ctbsv
00007ff8028bfef3 (__TEXT,__text) external _ctbsv$NEWLAPACK
00007ff8029eccf1 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
00007ff80287a06e (__TEXT,__text) external _ctbsv_
00007ff802879e43 (__TEXT,__text) external _ctpmv
00007ff8028c0319 (__TEXT,__text) external _ctpmv$NEWLAPACK
00007ff8029ed119 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
00007ff802879e43 (__TEXT,__text) external _ctpmv_
00007ff80287a18f (__TEXT,__text) external _ctpsv
00007ff8028c0715 (__TEXT,__text) external _ctpsv$NEWLAPACK
00007ff8029ed51d (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
00007ff80287a18f (__TEXT,__text) external _ctpsv_
00007ff802877238 (__TEXT,__text) external _ctrmm
00007ff8029596e0 (__TEXT,__text) external _ctrmm$NEWLAPACK
00007ff8029f5379 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
00007ff802877238 (__TEXT,__text) external _ctrmm_
00007ff802879c03 (__TEXT,__text) external _ctrmv
00007ff8028c0b37 (__TEXT,__text) external _ctrmv$NEWLAPACK
00007ff8029ed92e (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
00007ff802879c03 (__TEXT,__text) external _ctrmv_
00007ff802877393 (__TEXT,__text) external _ctrsm
00007ff802959c2a (__TEXT,__text) external _ctrsm$NEWLAPACK
00007ff8029f58c7 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
00007ff802877393 (__TEXT,__text) external _ctrsm_
00007ff802879f4f (__TEXT,__text) external _ctrsv
00007ff8028c0f7f (__TEXT,__text) external _ctrsv$NEWLAPACK
00007ff8029edd52 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
00007ff802879f4f (__TEXT,__text) external _ctrsv_
00007ff80287b276 (__TEXT,__text) external _dasum
00007ff80299b5e4 (__TEXT,__text) external _dasum$NEWLAPACK
00007ff8029fa277 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
00007ff80287b276 (__TEXT,__text) external _dasum_
00007ff80299b696 (__TEXT,__text) external _daxpby$NEWLAPACK
00007ff8029fa33c (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
00007ff80287b284 (__TEXT,__text) external _daxpy
00007ff80299b62e (__TEXT,__text) external _daxpy$NEWLAPACK
00007ff8029fa2ca (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
00007ff80287b284 (__TEXT,__text) external _daxpy_
00007ff802876266 (__TEXT,__text) external _dcabs1
00007ff802876266 (__TEXT,__text) external _dcabs1_
00007ff80287b2a7 (__TEXT,__text) external _dcopy
00007ff80299b70d (__TEXT,__text) external _dcopy$NEWLAPACK
00007ff8029fa3c0 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
00007ff80287b2a7 (__TEXT,__text) external _dcopy_
00007ff80287b2bb (__TEXT,__text) external _ddot
00007ff80299b751 (__TEXT,__text) external _ddot$NEWLAPACK
00007ff8029fa40c (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
00007ff80287b2bb (__TEXT,__text) external _ddot_
00007ff802878e26 (__TEXT,__text) external _dgbmv
00007ff8028be6c8 (__TEXT,__text) external _dgbmv$NEWLAPACK
00007ff8029eb4f1 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
00007ff802878e26 (__TEXT,__text) external _dgbmv_
00007ff8028cd4c8 (__TEXT,__text) external _dgeCopy
00007ff8028ea5a2 (__TEXT,__text) external _dgePack_A_NoTran
00007ff8028ea45a (__TEXT,__text) external _dgePack_A_Tran
00007ff8028ea859 (__TEXT,__text) external _dgePack_B_NoTran
00007ff8028ea6e9 (__TEXT,__text) external _dgePack_B_Tran
00007ff8028cd488 (__TEXT,__text) external _dgeSetZero
00007ff802876922 (__TEXT,__text) external _dgemm
00007ff8029580b6 (__TEXT,__text) external _dgemm$NEWLAPACK
00007ff8029f3d8e (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
00007ff802876922 (__TEXT,__text) external _dgemm_
00007ff802878d85 (__TEXT,__text) external _dgemv
00007ff8028be3d9 (__TEXT,__text) external _dgemv$NEWLAPACK
00007ff8029eb21b (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
00007ff802878d85 (__TEXT,__text) external _dgemv_
00007ff8028796a8 (__TEXT,__text) external _dger
00007ff8028be984 (__TEXT,__text) external _dger$NEWLAPACK
00007ff8029eb7a1 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
00007ff8028796a8 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff80287b2cc (__TEXT,__text) external _dnrm2
00007ff80299b818 (__TEXT,__text) external _dnrm2$NEWLAPACK
00007ff8029fa4e6 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
00007ff80287b2cc (__TEXT,__text) external _dnrm2_
00007ff802a2f432 (__TEXT,__text) external _double_general_add
00007ff802a38890 (__TEXT,__text) external _double_general_add_scalar
00007ff802a322bc (__TEXT,__text) external _double_general_elementwise_product
00007ff802a36b53 (__TEXT,__text) external _double_general_permute_cols
00007ff802a369db (__TEXT,__text) external _double_general_permute_rows
00007ff802a3c4e0 (__TEXT,__text) external _double_general_product_scalar
00007ff802a325ed (__TEXT,__text) external _double_general_splat
00007ff802a31ca2 (__TEXT,__text) external _double_general_sub_scalar
00007ff802a36933 (__TEXT,__text) external _double_general_transpose
00007ff802a39102 (__TEXT,__text) external _double_inner_product_scalar
00007ff802a340ed (__TEXT,__text) external _double_outer_product_scalar
00007ff80287b2da (__TEXT,__text) external _drot
00007ff80299b860 (__TEXT,__text) external _drot$NEWLAPACK
00007ff8029fa536 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
00007ff80287b2da (__TEXT,__text) external _drot_
00007ff80287b2fb (__TEXT,__text) external _drotg
00007ff80299b8c4 (__TEXT,__text) external _drotg$NEWLAPACK
00007ff8029fa5a0 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
00007ff80287b2fb (__TEXT,__text) external _drotg_
00007ff80287b308 (__TEXT,__text) external _drotm
00007ff80299b8f3 (__TEXT,__text) external _drotm$NEWLAPACK
00007ff8029fa5d1 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
00007ff80287b308 (__TEXT,__text) external _drotm_
00007ff80287b31c (__TEXT,__text) external _drotmg
00007ff80299b915 (__TEXT,__text) external _drotmg$NEWLAPACK
00007ff8029fa5f5 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
00007ff80287b31c (__TEXT,__text) external _drotmg_
00007ff802878f7d (__TEXT,__text) external _dsbmv
00007ff8028bf264 (__TEXT,__text) external _dsbmv$NEWLAPACK
00007ff8029ec072 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
00007ff802878f7d (__TEXT,__text) external _dsbmv_
00007ff80287b330 (__TEXT,__text) external _dscal
00007ff80299b93d (__TEXT,__text) external _dscal$NEWLAPACK
00007ff8029fa620 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
00007ff80287b330 (__TEXT,__text) external _dscal_
00007ff80287b379 (__TEXT,__text) external _dsdot
00007ff80299b559 (__TEXT,__text) external _dsdot$NEWLAPACK
00007ff8029fa1d0 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
00007ff80287b379 (__TEXT,__text) external _dsdot_
00007ff802879012 (__TEXT,__text) external _dspmv
00007ff8028bf375 (__TEXT,__text) external _dspmv$NEWLAPACK
00007ff8029ec17f (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
00007ff802879012 (__TEXT,__text) external _dspmv_
00007ff8028797de (__TEXT,__text) external _dspr
00007ff8028bf456 (__TEXT,__text) external _dspr$NEWLAPACK
00007ff8029ec25f (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
00007ff802879845 (__TEXT,__text) external _dspr2
00007ff8028bf52e (__TEXT,__text) external _dspr2$NEWLAPACK
00007ff8029ec337 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
00007ff802879845 (__TEXT,__text) external _dspr2_
00007ff8028797de (__TEXT,__text) external _dspr_
00007ff80287b34a (__TEXT,__text) external _dswap
00007ff80299b9af (__TEXT,__text) external _dswap$NEWLAPACK
00007ff8029fa6a1 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
00007ff80287b34a (__TEXT,__text) external _dswap_
00007ff802876a32 (__TEXT,__text) external _dsymm
00007ff802958a6c (__TEXT,__text) external _dsymm$NEWLAPACK
00007ff8029f471c (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
00007ff802876a32 (__TEXT,__text) external _dsymm_
00007ff802878ef3 (__TEXT,__text) external _dsymv
00007ff8028bf62b (__TEXT,__text) external _dsymv$NEWLAPACK
00007ff8029ec430 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
00007ff802878ef3 (__TEXT,__text) external _dsymv_
00007ff8028796ed (__TEXT,__text) external _dsyr
00007ff8028bf721 (__TEXT,__text) external _dsyr$NEWLAPACK
00007ff8029ec526 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
00007ff80287975d (__TEXT,__text) external _dsyr2
00007ff8028bf80e (__TEXT,__text) external _dsyr2$NEWLAPACK
00007ff8029ec614 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
00007ff80287975d (__TEXT,__text) external _dsyr2_
00007ff802876e81 (__TEXT,__text) external _dsyr2k
00007ff802959160 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00007ff8029f4e00 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
00007ff802876e81 (__TEXT,__text) external _dsyr2k_
00007ff8028796ed (__TEXT,__text) external _dsyr_
00007ff802876da4 (__TEXT,__text) external _dsyrk
00007ff802958dbf (__TEXT,__text) external _dsyrk$NEWLAPACK
00007ff8029f4a65 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
00007ff802876da4 (__TEXT,__text) external _dsyrk_
00007ff80287919b (__TEXT,__text) external _dtbmv
00007ff8028bf997 (__TEXT,__text) external _dtbmv$NEWLAPACK
00007ff8029ec79a (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
00007ff80287919b (__TEXT,__text) external _dtbmv_
00007ff8028794a6 (__TEXT,__text) external _dtbsv
00007ff8028bfde9 (__TEXT,__text) external _dtbsv$NEWLAPACK
00007ff8029ecbe8 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
00007ff8028794a6 (__TEXT,__text) external _dtbsv_
00007ff8028792a7 (__TEXT,__text) external _dtpmv
00007ff8028c0225 (__TEXT,__text) external _dtpmv$NEWLAPACK
00007ff8029ed023 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
00007ff8028792a7 (__TEXT,__text) external _dtpmv_
00007ff8028795b2 (__TEXT,__text) external _dtpsv
00007ff8028c0621 (__TEXT,__text) external _dtpsv$NEWLAPACK
00007ff8029ed427 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
00007ff8028795b2 (__TEXT,__text) external _dtpsv_
00007ff8028cd5bd (__TEXT,__text) external _dtrCopyLower
00007ff8028cd577 (__TEXT,__text) external _dtrSetZeroLower
00007ff802876b08 (__TEXT,__text) external _dtrmm
00007ff802959594 (__TEXT,__text) external _dtrmm$NEWLAPACK
00007ff8029f522c (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
00007ff802876b08 (__TEXT,__text) external _dtrmm_
00007ff802879092 (__TEXT,__text) external _dtrmv
00007ff8028c0a30 (__TEXT,__text) external _dtrmv$NEWLAPACK
00007ff8029ed830 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
00007ff802879092 (__TEXT,__text) external _dtrmv_
00007ff802876c56 (__TEXT,__text) external _dtrsm
00007ff802959ade (__TEXT,__text) external _dtrsm$NEWLAPACK
00007ff8029f577a (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
00007ff802876c56 (__TEXT,__text) external _dtrsm_
00007ff80287939d (__TEXT,__text) external _dtrsv
00007ff8028c0e78 (__TEXT,__text) external _dtrsv$NEWLAPACK
00007ff8029edc54 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
00007ff80287939d (__TEXT,__text) external _dtrsv_
00007ff80287b4c1 (__TEXT,__text) external _dzasum
00007ff80299b600 (__TEXT,__text) external _dzasum$NEWLAPACK
00007ff8029fa297 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
00007ff80287b4c1 (__TEXT,__text) external _dzasum_
00007ff80287b4cf (__TEXT,__text) external _dznrm2
00007ff80299b834 (__TEXT,__text) external _dznrm2$NEWLAPACK
00007ff8029fa506 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
00007ff80287b4cf (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff802a312f0 (__TEXT,__text) external _float_general_add
00007ff802a31b41 (__TEXT,__text) external _float_general_add_scalar
00007ff802a31f93 (__TEXT,__text) external _float_general_elementwise_product
00007ff802a30fe8 (__TEXT,__text) external _float_general_permute_cols
00007ff802a30e70 (__TEXT,__text) external _float_general_permute_rows
00007ff802a3297c (__TEXT,__text) external _float_general_product_scalar
00007ff802a3329f (__TEXT,__text) external _float_general_splat
00007ff802a32698 (__TEXT,__text) external _float_general_sub_scalar
00007ff802a30dc8 (__TEXT,__text) external _float_general_transpose
00007ff802a38619 (__TEXT,__text) external _float_inner_product_scalar
00007ff802a31110 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8028731f0 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff80287b235 (__TEXT,__text) external _icamax
00007ff80299b5a0 (__TEXT,__text) external _icamax$NEWLAPACK
00007ff8029fa225 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
00007ff80287b235 (__TEXT,__text) external _icamax_
00007ff80287b35e (__TEXT,__text) external _idamax
00007ff80299b585 (__TEXT,__text) external _idamax$NEWLAPACK
00007ff8029fa204 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
00007ff80287b35e (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff80287b38a (__TEXT,__text) external _isamax
00007ff80299b56a (__TEXT,__text) external _isamax$NEWLAPACK
00007ff8029fa1e3 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
00007ff80287b38a (__TEXT,__text) external _isamax_
00007ff80287b4dd (__TEXT,__text) external _izamax
00007ff80299b5bb (__TEXT,__text) external _izamax$NEWLAPACK
00007ff8029fa246 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
00007ff80287b4dd (__TEXT,__text) external _izamax_
00007ff8028734c4 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff80287b3a5 (__TEXT,__text) external _sasum
00007ff80299b5d6 (__TEXT,__text) external _sasum$NEWLAPACK
00007ff8029fa267 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
00007ff80287b3a5 (__TEXT,__text) external _sasum_
00007ff80299b670 (__TEXT,__text) external _saxpby$NEWLAPACK
00007ff8029fa313 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
00007ff80287b3b8 (__TEXT,__text) external _saxpy
00007ff80299b60e (__TEXT,__text) external _saxpy$NEWLAPACK
00007ff8029fa2a7 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
00007ff80287b3b8 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff80287b250 (__TEXT,__text) external _scasum
00007ff80299b5f2 (__TEXT,__text) external _scasum$NEWLAPACK
00007ff8029fa287 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
00007ff80287b250 (__TEXT,__text) external _scasum_
00007ff80287b263 (__TEXT,__text) external _scnrm2
00007ff80299b826 (__TEXT,__text) external _scnrm2$NEWLAPACK
00007ff8029fa4f6 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
00007ff80287b263 (__TEXT,__text) external _scnrm2_
00007ff80287b3db (__TEXT,__text) external _scopy
00007ff80299b6fc (__TEXT,__text) external _scopy$NEWLAPACK
00007ff8029fa3ad (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
00007ff80287b3db (__TEXT,__text) external _scopy_
00007ff80287b3ef (__TEXT,__text) external _sdot
00007ff80299b740 (__TEXT,__text) external _sdot$NEWLAPACK
00007ff8029fa3f9 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
00007ff80287b3ef (__TEXT,__text) external _sdot_
00007ff80287b405 (__TEXT,__text) external _sdsdot
00007ff80299b7ea (__TEXT,__text) external _sdsdot$NEWLAPACK
00007ff8029fa4b3 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
00007ff80287b405 (__TEXT,__text) external _sdsdot_
00007ff8028782ef (__TEXT,__text) external _sgbmv
00007ff8028be5fd (__TEXT,__text) external _sgbmv$NEWLAPACK
00007ff8029eb42b (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
00007ff8028782ef (__TEXT,__text) external _sgbmv_
00007ff8028cd808 (__TEXT,__text) external _sgeCopy
00007ff802919314 (__TEXT,__text) external _sgePack_A_NoTran
00007ff80291945b (__TEXT,__text) external _sgePack_A_Tran
00007ff80291952f (__TEXT,__text) external _sgePack_B_NoTran
00007ff8029196a4 (__TEXT,__text) external _sgePack_B_Tran
00007ff8028cd7c8 (__TEXT,__text) external _sgeSetZero
00007ff8028762d9 (__TEXT,__text) external _sgemm
00007ff802957fa8 (__TEXT,__text) external _sgemm$NEWLAPACK
00007ff8029f3c89 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
00007ff8028762d9 (__TEXT,__text) external _sgemm_
00007ff802878249 (__TEXT,__text) external _sgemv
00007ff8028be335 (__TEXT,__text) external _sgemv$NEWLAPACK
00007ff8029eb179 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
00007ff802878249 (__TEXT,__text) external _sgemv_
00007ff802878b71 (__TEXT,__text) external _sger
00007ff8028be945 (__TEXT,__text) external _sger$NEWLAPACK
00007ff8029eb763 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
00007ff802878b71 (__TEXT,__text) external _sger_
00007ff80287b42a (__TEXT,__text) external _snrm2
00007ff80299b80a (__TEXT,__text) external _snrm2$NEWLAPACK
00007ff8029fa4d6 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
00007ff80287b42a (__TEXT,__text) external _snrm2_
00007ff80287b43d (__TEXT,__text) external _srot
00007ff80299b842 (__TEXT,__text) external _srot$NEWLAPACK
00007ff8029fa516 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
00007ff80287b43d (__TEXT,__text) external _srot_
00007ff80287b45e (__TEXT,__text) external _srotg
00007ff80299b8ba (__TEXT,__text) external _srotg$NEWLAPACK
00007ff8029fa596 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
00007ff80287b45e (__TEXT,__text) external _srotg_
00007ff80287b46b (__TEXT,__text) external _srotm
00007ff80299b8e2 (__TEXT,__text) external _srotm$NEWLAPACK
00007ff8029fa5be (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
00007ff80287b46b (__TEXT,__text) external _srotm_
00007ff80287b47f (__TEXT,__text) external _srotmg
00007ff80299b904 (__TEXT,__text) external _srotmg$NEWLAPACK
00007ff8029fa5e4 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
00007ff80287b47f (__TEXT,__text) external _srotmg_
00007ff802878446 (__TEXT,__text) external _ssbmv
00007ff8028bf1d1 (__TEXT,__text) external _ssbmv$NEWLAPACK
00007ff8029ebfe1 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
00007ff802878446 (__TEXT,__text) external _ssbmv_
00007ff80287b493 (__TEXT,__text) external _sscal
00007ff80299b926 (__TEXT,__text) external _sscal$NEWLAPACK
00007ff8029fa606 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
00007ff80287b493 (__TEXT,__text) external _sscal_
00007ff8028784db (__TEXT,__text) external _sspmv
00007ff8028bf2f7 (__TEXT,__text) external _sspmv$NEWLAPACK
