00007ffd1e516968 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd1e4b0724 (__TEXT,__text) non-external _aeaInputStreamAuthenticatePadding
00007ffd1e4af7d1 (__TEXT,__text) non-external _aeaInputStreamCancel
00007ffd1e4af805 (__TEXT,__text) non-external _aeaInputStreamClose
00007ffd1e4af9c5 (__TEXT,__text) non-external _aeaInputStreamDecryptSegment
00007ffd1e4aff69 (__TEXT,__text) non-external _aeaInputStreamLoadSegment
00007ffd1e4af5c2 (__TEXT,__text) non-external _aeaInputStreamRead
00007ffd1e4b928c (__TEXT,__text) non-external _aeaKeychainCreateAttributes
00007ffd1e528630 (__TEXT,__cstring) non-external _aeaKeychainCreateAttributes.hex
00007ffd1e4a831d (__TEXT,__text) non-external (was a private external) _aeaMagicInit
00007ffd1e4b2f98 (__TEXT,__text) non-external _aeaOutputStreamAbort
00007ffd1e4b2fb4 (__TEXT,__text) non-external _aeaOutputStreamClose
00007ffd1e4b37fa (__TEXT,__text) non-external _aeaOutputStreamCloseAndUpdateContext
00007ffd1e4b3cce (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffd1e4b1879 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffd1e4b1d44 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffd1e4b2d38 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffd1e4b2696 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffd1e4c4f2b (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffd1e4a8068 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffd1e4a8343 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffd1e4b597e (__TEXT,__text) non-external _afStreamCancel
00007ffd1e4b57e2 (__TEXT,__text) non-external _afStreamClose
00007ffd1e4b5ca9 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffd1e4b5990 (__TEXT,__text) non-external _afStreamWrite
00007ffd1e5186a1 (__TEXT,__text) non-external _afscStreamCancel
00007ffd1e518147 (__TEXT,__text) non-external _afscStreamClose
00007ffd1e518acd (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffd1e515e12 (__TEXT,__text) non-external _afscStreamOpen
00007ffd1e5186b3 (__TEXT,__text) non-external _afscStreamWrite
00007ffd1e49a842 (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd1e49b2f5 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd1e4a6a8c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd1e508c87 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd1e508c4c (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd1e508c06 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd1e49e0bf (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd1e4dbb8d (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd1e505669 (__TEXT,__text) non-external _append_field
00007ffd1e5020ac (__TEXT,__text) non-external _applyEntryAttributes
00007ffd1e4db594 (__TEXT,__text) non-external _applyYEC
00007ffd1e4d631b (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd1e4d65f7 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd1e4a3653 (__TEXT,__text) non-external _asyncContext
00007ffd1e4c1f26 (__TEXT,__text) non-external _asyncContext
00007ffd1e4a395a (__TEXT,__text) non-external _asyncProgress
00007ffd1e4c2248 (__TEXT,__text) non-external _asyncProgress
00007ffd1e4a3942 (__TEXT,__text) non-external _asyncSelect
00007ffd1e4cb321 (__TEXT,__text) non-external _bestMatchInRange
00007ffd1e4de5b9 (__TEXT,__text) non-external _blockGetFromCache
00007ffd1e4de46d (__TEXT,__text) non-external _blockReader
00007ffd1e4de6ee (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd1e4e49c1 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd1e4e531a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd1e4e4819 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd1e4e4c0c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd1e4e4c7a (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd1e4e42d6 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd1e4e4110 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd1e4e462d (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd1e4e47b2 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd1e522b24 (__TEXT,__text) non-external _cacheData
00007ffd1e4b17bf (__TEXT,__text) non-external _cacheFlush
00007ffd1e4b16aa (__TEXT,__text) non-external _cachePageEvict
00007ffd1e4b13b6 (__TEXT,__text) non-external _cachePageGet
00007ffd1e4b1507 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd1e4a2b98 (__TEXT,__text) non-external _cancelProc
00007ffd1e4ce144 (__TEXT,__text) non-external _cancelProc
00007ffd1e4d9eb4 (__TEXT,__text) non-external _cancelProc
00007ffd1e4ef868 (__TEXT,__text) non-external _cancelProc
00007ffd1e4f242f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffd1e4c9a00 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd1e4ebee4 (__TEXT,__text) non-external _chunkAppendHole
00007ffd1e4d38b4 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd1e4d31d1 (__TEXT,__text) non-external _chunkAsyncClose
00007ffd1e4d355b (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd1e4d38d4 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd1e4d36fb (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd1e4ebeb6 (__TEXT,__text) non-external _chunkDestroy
00007ffd1e4ea0a3 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd1e4ea097 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd1e4cc5fb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd1e4a17e6 (__TEXT,__text) non-external _closeProc
00007ffd1e4cd7fe (__TEXT,__text) non-external _closeProc
00007ffd1e4d742b (__TEXT,__text) non-external _closeProc
00007ffd1e4edbad (__TEXT,__text) non-external _closeProc
00007ffd1e4a1a96 (__TEXT,__text) non-external _closeWithStateProc
00007ffd1e4cd889 (__TEXT,__text) non-external _closeWithStateProc
00007ffd1e4d8a1b (__TEXT,__text) non-external _closeWithStateProc
00007ffd1e4edc6f (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd1e5027e6 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd1e4fdc4c (__TEXT,__text) non-external _cmpNodesProc
00007ffd1e49dbaf (__TEXT,__text) non-external _cmpRange
00007ffd1e4a1238 (__TEXT,__text) non-external _cmp_entries_clc
00007ffd1e4a120b (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd1e4a12ba (__TEXT,__text) non-external _cmp_entries_offset
00007ffd1e4a1265 (__TEXT,__text) non-external _cmp_entries_slc
00007ffd1e4fb467 (__TEXT,__text) non-external _cmp_keys
00007ffd1e4ed944 (__TEXT,__text) non-external _cmp_markers
00007ffd1e49a850 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd1e49a820 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd1e49a7e7 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd1e49a468 (__TEXT,__text) non-external _compare_digest_tasks
00007ffd1e498880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd1e49b2da (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd1e49b30d (__TEXT,__text) non-external _compare_forks_by_position
00007ffd1e4c2469 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd1e4c2402 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd1e4c244d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd1e4c2477 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd1e4c245b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd1e4a4a4f (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd1e50fbc1 (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd1e4d529f (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd1e4d5203 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd1e5200cc (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd1e4e249f (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd1e4dd6a6 (__TEXT,__text) non-external _convertStreamAbort
00007ffd1e4dd910 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd1e4dc52b (__TEXT,__text) non-external _convertStreamClose
00007ffd1e4ddb69 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd1e4dd878 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd1e4dd7d5 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd1e4dd268 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd1e4dc5c2 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd1e4ea0bc (__TEXT,__text) non-external _convert_block_controls
00007ffd1e4e9f29 (__TEXT,__text) non-external _convert_internal_controls
00007ffd1e4d59a1 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd1e4d5d53 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd1e4b78fe (__TEXT,__text) non-external _copyStream
00007ffd1e4fbc16 (__TEXT,__text) non-external _create
00007ffd1e4dc33b (__TEXT,__text) non-external _createErrorContextKey
00007ffd1e4dbdfd (__TEXT,__text) non-external (was a private external) _createThread
00007ffd1e4bbbef (__TEXT,__text) non-external _ctrl_reader_get
00007ffd1e4c06b8 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd1e513e51 (__TEXT,__text) non-external _decodeStreamAbort
00007ffd1e513e74 (__TEXT,__text) non-external _decodeStreamClose
00007ffd1e51334c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd1e513211 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd1e513c7f (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd1e51312a (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd1e513780 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd1e513069 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd1e5171ba (__TEXT,__text) non-external _decompressToData
00007ffd1e49c9cc (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd1e49c46d (__TEXT,__text) non-external _decryptAsyncClose
00007ffd1e49c66c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd1e49c9de (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd1e49c7bb (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd1e4e33bf (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd1e4e3241 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd1e4e33cc (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd1e4e33d9 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd1e4bdbb5 (__TEXT,__text) non-external _ecc65537Inv
00007ffd1e4bd79b (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd1e4bda48 (__TEXT,__text) non-external _ecc65537Solve
00007ffd1e4bd80c (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd1e510a9b (__TEXT,__text) non-external _encodeEntry
00007ffd1e510bfc (__TEXT,__text) non-external _encodeYOPEntry
00007ffd1e511c2d (__TEXT,__text) non-external _encoderStreamAbort
00007ffd1e511a5a (__TEXT,__text) non-external _encoderStreamClose
00007ffd1e511dd4 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd1e511c4a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd1e4db6f1 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd1e50fb8d (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd1e4f1764 (__TEXT,__text) non-external _entryMessage
00007ffd1e501e5e (__TEXT,__text) non-external _entryRelease
00007ffd1e50fb74 (__TEXT,__text) non-external _entryVectorCmp
00007ffd1e4d6c15 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd1e4d6d39 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd1e4fc9eb (__TEXT,__text) non-external _expandDirThreadProc
00007ffd1e501e41 (__TEXT,__text) non-external _extractStreamAbort
00007ffd1e4ffa30 (__TEXT,__text) non-external _extractStreamClose
00007ffd1e5029c4 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd1e502a9d (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd1e50264b (__TEXT,__text) non-external _extractStreamStateFail
00007ffd1e501680 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd1e50092a (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd1e4f2045 (__TEXT,__text) non-external _extractThread
00007ffd1e501fd5 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd1e4fe996 (__TEXT,__text) non-external _extractThreadProc
00007ffd1e502735 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd1e4f1ba1 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd1e4f19b4 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd1e4f1bab (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd1e4f1c27 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd1e4b505f (__TEXT,__text) non-external _findFirst
00007ffd1e4ea5af (__TEXT,__text) non-external _fingerprint_consumer
00007ffd1e4ea265 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd1e4b64e6 (__TEXT,__text) non-external _flushBuf
00007ffd1e512077 (__TEXT,__text) non-external _flushOBuf
00007ffd1e519354 (__TEXT,__text) non-external _flushOBuf
00007ffd1e4d02b5 (__TEXT,__text) non-external _flushToResourceFork
00007ffd1e5121b7 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd1e4c8050 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd1e4e6120 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd1e4b6887 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd43487350 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00007ffd1e4eccf0 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd1e522d4a (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffd1e4d6940 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd1e512df9 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd1e4bdd76 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd1e4d4f8d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd1e4dc2e9 (__TEXT,__text) non-external _getErrorContextKey
00007ffd43487340 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd1e4e8490 (__TEXT,__text) non-external _getFieldBlob
00007ffd1e4d61e9 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd1e4d616b (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd1e4d671a (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd1e504252 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd1e4d68ac (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd1e4d60e3 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd1e4d69cf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd1e4d69e5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd1e4d6a73 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd1e4d6698 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd1e521e85 (__TEXT,__text) non-external _getFreeCachePos
00007ffd1e4fd875 (__TEXT,__text) non-external _getPath
00007ffd1e4cae48 (__TEXT,__text) non-external _getProfile
00007ffd1e4d4f59 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd1e4d565d (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd1e4f2496 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd1e4d71aa (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd1e51ff5f (__TEXT,__text) non-external _graisAbort
00007ffd1e51e3c9 (__TEXT,__text) non-external _graisClose
00007ffd1e51fb73 (__TEXT,__text) non-external _graisPRead
00007ffd1e51fb4b (__TEXT,__text) non-external _graisRead
00007ffd1e51ff19 (__TEXT,__text) non-external _graisSeek
00007ffd1e4fc942 (__TEXT,__text) non-external _increaseCapacity
00007ffd1e4c9c40 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd1e51276e (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd1e50319c (__TEXT,__text) non-external _init_blob_with_magic
00007ffd1e4de801 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd1e4de87a (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd1e4dea3f (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd1e4d56fe (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd1e508b2c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd1e4dc12e (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd1e522cac (__TEXT,__text) non-external _joinThread.cold.1
00007ffd1e51bc7b (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd1e51bd1c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd1e4db7be (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd1e5132a5 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd1e4ec06a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd1e5077d8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd1e5194ff (__TEXT,__text) non-external _loadChunkOffsets
00007ffd1e516ac4 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd1e4f20ad (__TEXT,__text) non-external _loadRemainingRange
00007ffd1e4f22d3 (__TEXT,__text) non-external _loadTempSegment
00007ffd1e4f1cb7 (__TEXT,__text) non-external _loadThread
00007ffd1e4dff8d (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd1e4d33e1 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd1e4d50ba (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd1e4c68b5 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd1e4c68a8 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd1e4c68ea (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd1e4c68c7 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd1e4c6941 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd1e4c6a9e (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd1e4c6a91 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd1e4c6ab0 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd1e512dd6 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd1e512998 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffd1e4bf9d7 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd1e522743 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd1e4fd1fe (__TEXT,__text) non-external _normalize
00007ffd1e4d5146 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd1e4f252a (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd1e536e60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd1e537400 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd1e4a4c5c (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd1e4e00da (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd1e4d5585 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd1e4a5ac4 (__TEXT,__text) non-external _pcRead
00007ffd1e4a4ecc (__TEXT,__text) non-external _pcWrite
00007ffd1e49b5e3 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd1e49b459 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd1e49b3e8 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd1e49b339 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd1e49b3d3 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd1e49b548 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd1e49b533 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd1e4ea6b0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd1e522cde (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd1e4ea998 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd1e4ea823 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd1e4e5cf4 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd1e49cf16 (__TEXT,__text) non-external _processClusterHeader
00007ffd1e4c190b (__TEXT,__text) non-external _processEntry
00007ffd1e4d9ec6 (__TEXT,__text) non-external _processEntry
00007ffd1e49c9e7 (__TEXT,__text) non-external _processMagic
00007ffd1e49d7c8 (__TEXT,__text) non-external _processPadding
00007ffd1e49caf2 (__TEXT,__text) non-external _processPrologue
00007ffd1e49da85 (__TEXT,__text) non-external _processSegment
00007ffd1e4e2ff2 (__TEXT,__text) non-external _processSegment
