00007ff8400f6df0 (__DATA,__data) external _NDR_record
00007ff8010cd874 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff8400f6d90 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8010d8c40 (__TEXT,__text) external _mach_timebase_info
00007ff8400f6f78 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff8010ca2bc (__TEXT,__text) external _mach_timebase_info_trap
00007ff8010dc720 (__TEXT,__text) external _mach_vm_allocate
00007ff8010e696e (__TEXT,__text) external _mach_vm_behavior_set
00007ff8010e666f (__TEXT,__text) external _mach_vm_copy
00007ff8010dc7a7 (__TEXT,__text) external _mach_vm_deallocate
00007ff8010e7b5c (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff8010e7ca9 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff8010e82e7 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
00007ff8010e7f59 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff8010e61c0 (__TEXT,__text) external _mach_vm_inherit
00007ff8010e6bd6 (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8010dc8a7 (__TEXT,__text) external _mach_vm_map
00007ff8010e6883 (__TEXT,__text) external _mach_vm_msync
00007ff8010e7686 (__TEXT,__text) external _mach_vm_page_info
00007ff8010e6e77 (__TEXT,__text) external _mach_vm_page_query
00007ff8010e788b (__TEXT,__text) external _mach_vm_page_range_query
00007ff8010dc814 (__TEXT,__text) external _mach_vm_protect
00007ff8010dcd15 (__TEXT,__text) external _mach_vm_purgable_control
00007ff8010e7df4 (__TEXT,__text) external _mach_vm_range_create
00007ff8010dcac9 (__TEXT,__text) external _mach_vm_read
00007ff8010e63f1 (__TEXT,__text) external _mach_vm_read_list
00007ff8010e675a (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8010dcd85 (__TEXT,__text) external _mach_vm_reallocate
00007ff8010d1246 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
00007ff8010d1273 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
00007ff8010d10f3 (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00007ff8010d1040 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff8010d0f4a (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff8010d0a4c (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff8010d1049 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff8010d1195 (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00007ff8010d1067 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff8010d0afa (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff8010d0ba5 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff8010d0d93 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff8010d0be8 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff8010d0fa0 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8010ca274 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
00007ff8010e71e3 (__TEXT,__text) external _mach_vm_region
00007ff8010e6fbf (__TEXT,__text) external _mach_vm_region_recurse
00007ff8010dc99b (__TEXT,__text) external _mach_vm_remap
00007ff8010dca32 (__TEXT,__text) external _mach_vm_remap_new
00007ff8010dcd64 (__TEXT,__text) external _mach_vm_tag_describe
00007ff8010dcd5f (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff8010df993 (__TEXT,__text) external _mach_vm_wire
00007ff8010e656f (__TEXT,__text) external _mach_vm_write
00007ff8010f49d3 (__TEXT,__text) external _mach_voucher_attr_command
00007ff8010cff20 (__TEXT,__text) external _mach_voucher_deallocate
00007ff8010f4c22 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8010f47e4 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8010f440e (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8010dc6c2 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8010ca28c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8010ca2c8 (__TEXT,__text) external _mach_wait_until
00007ff8010e1abd (__TEXT,__text) external _mach_zone_force_gc
00007ff8010e286a (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8010e271b (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8010e193b (__TEXT,__text) external _mach_zone_info
00007ff8010e2529 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8010e23bb (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8010ca238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8010ca22c (__TEXT,__text) external _macx_backing_store_suspend
00007ff8010ca208 (__TEXT,__text) external _macx_swapoff
00007ff8010ca1fc (__TEXT,__text) external _macx_swapon
00007ff8010ca220 (__TEXT,__text) external _macx_triggers
00007ff8010cc864 (__TEXT,__text) external _madvise
00007ff8400f6f58 (__DATA,__bss) non-external _master_host_port
00007ff8010cd355 (__TEXT,__text) non-external _memcpy
00007ff8010cc87c (__TEXT,__text) external _memorystatus_control
00007ff8010cc894 (__TEXT,__text) external _memorystatus_get_level
00007ff8010cd363 (__TEXT,__text) non-external _memset
00007ff8010cffac (__TEXT,__text) external _mig_allocate
00007ff8010d0183 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8010dc342 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8010cfff4 (__TEXT,__text) external _mig_deallocate
00007ff8010d0116 (__TEXT,__text) external _mig_get_reply_port
00007ff8010dc31c (__TEXT,__text) external _mig_get_special_reply_port
00007ff8010d01ea (__TEXT,__text) external _mig_put_reply_port
00007ff8010d00db (__TEXT,__text) external _mig_reply_setup
00007ff8010d01eb (__TEXT,__text) external _mig_strncpy
00007ff8010d021e (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8010cc8ac (__TEXT,__text) external _mincore
00007ff8010cc8c4 (__TEXT,__text) external _minherit
00007ff8010ca2ec (__TEXT,__text) external _mk_timer_arm
00007ff8010ca304 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8010ca2f8 (__TEXT,__text) external _mk_timer_cancel
00007ff8010ca2d4 (__TEXT,__text) external _mk_timer_create
00007ff8010ca2e0 (__TEXT,__text) external _mk_timer_destroy
00007ff8010cc8dc (__TEXT,__text) external _mkdir
00007ff8010cc8f4 (__TEXT,__text) external _mkdirat
00007ff8010cc90c (__TEXT,__text) external _mkfifo
00007ff8010cc924 (__TEXT,__text) external _mkfifoat
00007ff8010cc93c (__TEXT,__text) external _mknod
00007ff8010cc954 (__TEXT,__text) external _mknodat
00007ff8010cc96c (__TEXT,__text) external _mlock
00007ff8010cc984 (__TEXT,__text) external _mlockall
00007ff8010d89b4 (__TEXT,__text) external _mmap
00007ff8010cc99c (__TEXT,__text) external _mount
00007ff8010cb194 (__TEXT,__text) external _mprotect
00007ff8010cc9b4 (__TEXT,__text) external _mremap_encrypted
00007ff8010d031c (__TEXT,__text) external _msg_receive
00007ff8010d0310 (__TEXT,__text) external _msg_rpc
00007ff8010d0316 (__TEXT,__text) external _msg_send
00007ff8010cb1ac (__TEXT,__text) external _msgctl
00007ff8010cc9cc (__TEXT,__text) external _msgget
00007ff8010cc9e4 (__TEXT,__text) external _msgrcv
00007ff8010cb1c4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8010cc9fc (__TEXT,__text) external _msgsnd
00007ff8010cb1dc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8010cb1f4 (__TEXT,__text) external _msgsys
00007ff8010cb20c (__TEXT,__text) external _msync
00007ff8010cb224 (__TEXT,__text) external _msync$NOCANCEL
00007ff8010cca14 (__TEXT,__text) external _munlock
00007ff8010cca2c (__TEXT,__text) external _munlockall
00007ff8010dd24e (__TEXT,__text) external _munmap
00007ff8010cca44 (__TEXT,__text) external _necp_client_action
00007ff8010cca5c (__TEXT,__text) external _necp_match_policy
00007ff8010cca74 (__TEXT,__text) external _necp_open
00007ff8010cca8c (__TEXT,__text) external _necp_session_action
00007ff8010ccaa4 (__TEXT,__text) external _necp_session_open
00007ff8010ccabc (__TEXT,__text) external _net_qos_guideline
00007ff8010ccad4 (__TEXT,__text) external _netagent_trigger
00007ff8010e9c13 (__TEXT,__text) external _netname_check_in
00007ff8010ea033 (__TEXT,__text) external _netname_check_out
00007ff8010e9dbf (__TEXT,__text) external _netname_look_up
00007ff8010ea1d5 (__TEXT,__text) external _netname_version
00007ff8010d28ae (__TEXT,__text) external _nfsclnt
00007ff8010ccaec (__TEXT,__text) external _nfssvc
00007ff8400f6de0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400f6dd8 (__DATA,__data) external _normal_boost_assertion_token
00007ff8010ccb04 (__TEXT,__text) external _ntp_adjtime
00007ff8010ccb1c (__TEXT,__text) external _ntp_gettime
00007ff8010ccb34 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8010da5dc (__TEXT,__text) external _open
00007ff8010d2916 (__TEXT,__text) external _open$NOCANCEL
00007ff8010db2b0 (__TEXT,__text) external _open_dprotected_np
00007ff8010da69b (__TEXT,__text) external _openat
00007ff8010d29d5 (__TEXT,__text) external _openat$NOCANCEL
00007ff8010db463 (__TEXT,__text) external _openat_authenticated_np
00007ff8010db389 (__TEXT,__text) external _openat_dprotected_np
00007ff8010ccb4c (__TEXT,__text) external _openbyid_np
00007ff8010ce25c (__TEXT,__text) external _os_buflet_get_data_address
00007ff8010ce243 (__TEXT,__text) external _os_buflet_get_data_length
00007ff8010ce261 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8010ce23f (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8010ce253 (__TEXT,__text) external _os_buflet_get_object_address
00007ff8010ce258 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8010ce24d (__TEXT,__text) external _os_buflet_set_data_length
00007ff8010ce247 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8010d682a (__TEXT,__text) external _os_channel_advance_slot
00007ff8010d70a9 (__TEXT,__text) external _os_channel_attr_clone
00007ff8010d7064 (__TEXT,__text) external _os_channel_attr_create
00007ff8010d7268 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8010d73cc (__TEXT,__text) external _os_channel_attr_get
00007ff8010d7524 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8010d72b6 (__TEXT,__text) external _os_channel_attr_set
00007ff8010d716f (__TEXT,__text) external _os_channel_attr_set_key
00007ff8010d67f2 (__TEXT,__text) external _os_channel_available_slot_count
00007ff8010d8602 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8010d80e7 (__TEXT,__text) external _os_channel_buflet_free
00007ff8010d85dd (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8010d6554 (__TEXT,__text) external _os_channel_create
00007ff8010d5b4e (__TEXT,__text) external _os_channel_create_extended
00007ff8010d6690 (__TEXT,__text) external _os_channel_destroy
00007ff8010d8558 (__TEXT,__text) external _os_channel_event_free
00007ff8010dc049 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8010dbfbf (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8010d6df3 (__TEXT,__text) external _os_channel_flow_admissible
00007ff8010d6f1c (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff8010d6f1f (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00007ff8010d6dd8 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8010d6563 (__TEXT,__text) external _os_channel_get_fd
00007ff8010d855d (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8010d822b (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8010d6879 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8010d6d77 (__TEXT,__text) external _os_channel_get_stats_region
00007ff8010d87bf (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00007ff8010d633a (__TEXT,__text) non-external _os_channel_info2attr
00007ff8010d645c (__TEXT,__text) non-external _os_channel_init_ring
00007ff8010d66ee (__TEXT,__text) external _os_channel_is_defunct
00007ff8010d78da (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff8010d757a (__TEXT,__text) external _os_channel_packet_alloc
00007ff8010d7581 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff8010d78e4 (__TEXT,__text) external _os_channel_packet_free
00007ff8010d7c7f (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8010d67d1 (__TEXT,__text) external _os_channel_pending
00007ff8010d7eee (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff8010d6566 (__TEXT,__text) external _os_channel_read_attr
00007ff8010d664f (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8010d66fb (__TEXT,__text) external _os_channel_ring_id
00007ff8010d67e9 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8010d67e0 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8010d6783 (__TEXT,__text) external _os_channel_rx_ring
00007ff8010d6bad (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8010d7a2e (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8010d7b55 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8010d6c8f (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8010d6671 (__TEXT,__text) external _os_channel_sync
00007ff8010d6748 (__TEXT,__text) external _os_channel_tx_ring
00007ff8010d65a6 (__TEXT,__text) external _os_channel_write_attr
00007ff8010ce212 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8010ca330 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8010daed7 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8010dafdf (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8010ccb64 (__TEXT,__text) external _os_fault_with_payload
00007ff8010ce20d (__TEXT,__text) external _os_inet_checksum
00007ff8010d5231 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff8010d524b (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff8010d92cd (__TEXT,__text) external _os_nexus_attr_clone
00007ff8010d9288 (__TEXT,__text) external _os_nexus_attr_create
00007ff8010d94a2 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8010d946c (__TEXT,__text) external _os_nexus_attr_get
00007ff8010d932b (__TEXT,__text) external _os_nexus_attr_set
00007ff8010d9bc6 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8010d9874 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8010d9895 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8010d94b5 (__TEXT,__text) external _os_nexus_controller_create
00007ff8010d9868 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8010da0c0 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8010d9889 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8010d954e (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8010d9e44 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8010d99da (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8010d9551 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8010d9dcf (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8010d9974 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8010da532 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00007ff8010da3bb (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff8010ce156 (__TEXT,__text) external _os_packet_add_buflet
00007ff8010cdb5f (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff8010cdc0c (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8010ce1cb (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8010ce04c (__TEXT,__text) external _os_packet_finalize
00007ff8010ce1ea (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8010ce002 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8010cda7b (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8010cdffa (__TEXT,__text) external _os_packet_get_data_length
00007ff8010cdc5d (__TEXT,__text) external _os_packet_get_expire_time
00007ff8010cdcb5 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8010cdb92 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8010cdc4d (__TEXT,__text) external _os_packet_get_group_end
00007ff8010cdc2a (__TEXT,__text) external _os_packet_get_group_start
00007ff8010cd89b (__TEXT,__text) external _os_packet_get_headroom
00007ff8010cdb6d (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8010cdfa7 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8010cd8ce (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8010cd8fd (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8010cd8ba (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8010cd8e5 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8010ce01c (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8010cde3e (__TEXT,__text) external _os_packet_get_packetid
00007ff8010ce043 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8010cd9f4 (__TEXT,__text) external _os_packet_get_service_class
00007ff8010cdd0f (__TEXT,__text) external _os_packet_get_token
00007ff8010ce265 (__TEXT,__text) external _os_packet_get_trace_id
00007ff8010cdac1 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8010cd956 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8010cd91a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8010cd938 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8010cdfd7 (__TEXT,__text) external _os_packet_get_truncated
00007ff8010cdf3e (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8010cdf46 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8010cdf1b (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8010cdf8b (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8010ce1ae (__TEXT,__text) external _os_packet_increment_use_count
00007ff8010cdf4c (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8010cda71 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8010cdc86 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8010cdcdd (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8010cdbcf (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8010cdc3a (__TEXT,__text) external _os_packet_set_group_end
00007ff8010cdc17 (__TEXT,__text) external _os_packet_set_group_start
00007ff8010cd885 (__TEXT,__text) external _os_packet_set_headroom
00007ff8010cdb47 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8010cdfb6 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8010cdfe7 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8010cd8c3 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8010cd8f2 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8010cd8a4 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8010cd8da (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8010cdeae (__TEXT,__text) external _os_packet_set_packetid
00007ff8010ce2ab (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8010cd974 (__TEXT,__text) external _os_packet_set_service_class
00007ff8010cdd9f (__TEXT,__text) external _os_packet_set_token
00007ff8010ce26d (__TEXT,__text) external _os_packet_set_trace_id
00007ff8010cda9c (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8010cd965 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8010cd947 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8010cd90b (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8010cd929 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8010ce2b6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8010ce1f3 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff8010cdeff (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8010cdf9a (__TEXT,__text) external _os_packet_set_wake_flag
00007ff8010ce275 (__TEXT,__text) external _os_packet_trace_event
00007ff8010d0a47 (__TEXT,__text) external _os_proc_available_memory
00007ff8010f4e33 (__TEXT,__text) external _panic
00007ff8010d0284 (__TEXT,__text) external _panic_init
00007ff8010ccb7c (__TEXT,__text) external _panic_with_data
00007ff8010ccb94 (__TEXT,__text) external _pathconf
00007ff8010ccbac (__TEXT,__text) external _peeloff
00007ff8010ca1e4 (__TEXT,__text) external _pid_for_task
00007ff8010ccbc4 (__TEXT,__text) external _pid_hibernate
00007ff8010ccbdc (__TEXT,__text) external _pid_resume
00007ff8010d884d (__TEXT,__text) external _pid_shutdown_networking
00007ff8010ccbf4 (__TEXT,__text) external _pid_shutdown_sockets
00007ff8010ccc0c (__TEXT,__text) external _pid_suspend
00007ff8010cb3ec (__TEXT,__text) external _pipe
00007ff8010ccc24 (__TEXT,__text) external _pivot_root
00007ff8010ccc3c (__TEXT,__text) external _poll
00007ff8010cb408 (__TEXT,__text) external _poll$NOCANCEL
00007ff8010cd7da (__TEXT,__text) non-external _port_for_id_internal
00007ff8010d028c (__TEXT,__text) external _port_obj_init
00007ff8400f6fc0 (__DATA,__common) external _port_obj_table
00007ff8400f6dc8 (__DATA,__data) external _port_obj_table_size
00007ff8010cc864 (__TEXT,__text) external _posix_madvise
00007ff8010d4fd5 (__TEXT,__text) external _posix_spawn
00007ff8010d3dee (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8010d425e (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8010d4361 (__TEXT,__text) external _posix_spawn_file_actions_addchdir
00007ff8010d435c (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8010d4168 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8010d41d5 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8010d4402 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
00007ff8010d43fd (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8010d42ef (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8010d4033 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8010d3ff6 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8010d3f8e (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff8010d3758 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8010d3d35 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8010d49e6 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8010d49b2 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8010d39d6 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8010d397a (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8010d44b1 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8010d3911 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8010d463b (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8010d3a37 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8010d3946 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8010d3a51 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8010d392c (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8010d3960 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8010d365e (__TEXT,__text) external _posix_spawnattr_init
00007ff8010d3d51 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8010d4d86 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff8010d4eb9 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
00007ff8010d3d88 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8010d3d6d (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8010d3da4 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8010d4b7b (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8010d49ce (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8010d4e77 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8010d4c64 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8010d4c9f (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8010d4515 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8010d4ed4 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8010f50d0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8010d4e98 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff8010d4fb9 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8010d4d10 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8010d4b49 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8010d4ad3 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8010d4afb (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8010d4a02 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8010d4aab (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8010d3d1d (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8010d4e56 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8010d4608 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8010d498b (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8010d4590 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8010d3c4e (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8010d4e34 (__TEXT,__text) external _posix_spawnattr_set_telemetry_np
00007ff8010d44fd (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8010d4bb1 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8010d3c15 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff8010d3b3d (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8010d3f5b (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8010d3ab7 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8010d48d5 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8010d4494 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8010d446f (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8010d3bf0 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8010d3f27 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8010d38f9 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8010d44d4 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8010d46df (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8010d4b62 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8010d3bc0 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8010d3a85 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8010d3bd8 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
