00000001803d7514 (__TEXT,__text) external _NSAddImage
00000001803e0334 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh
00000001803f5714 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.1
00000001803f573c (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5eraseEh.cold.2
00000001803e09f8 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE5mergeEh
00000001803df604 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi
00000001803f55ac (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.1
00000001803f55d4 (__TEXT,__text) non-external __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EE6insertEhOi.cold.2
00000001803dfb48 (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EEC2ERKS6_PNS_9AllocatorE
00000001803df78c (__TEXT,__text) non-external (was a private external) __ZN3lsl5BTreeIiNSt3__14lessIiEELb0EE8NodeCoreILj62ELj20EEC2EhPNS_9AllocatorE
00000001803ea9c8 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cC1Ev
00000001803eaa40 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclENSt3__14spanISt4byteLm18446744073709551615EEE
00000001803ea9ec (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32cclEj
00000001803ea9e0 (__TEXT,__text) non-external (was a private external) __ZN3lsl6CRC32ccvjEv
00000001803dff90 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEm
00000001803f56ec (__TEXT,__text) non-external __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE12reserveExactEm.cold.1
00000001803e0bb0 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE4swapERS5_
00000001803dfe58 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE6resizeEm
00000001803dff4c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEE7reserveEm
00000001803e0c00 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIN5dyld45Atlas6Mapper7MappingEEC2ERKS5_RNS_9AllocatorE
00000001803e5a60 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE12reserveExactEm
00000001803f5c14 (__TEXT,__text) non-external __ZN3lsl6VectorINS_4UUIDEE12reserveExactEm.cold.1
00000001803e5928 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE6resizeEm
00000001803e5a1c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_4UUIDEE7reserveEm
00000001803f0098 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_9Allocator6BufferEE12reserveExactEm
00000001803f6094 (__TEXT,__text) non-external __ZN3lsl6VectorINS_9Allocator6BufferEE12reserveExactEm.cold.1
00000001803f0b5c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_9Allocator6BufferEE6resizeEm
00000001803f0cb0 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorINS_9Allocator6BufferEE7reserveEm
00000001803dee2c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE12reserveExactEm
00000001803f5584 (__TEXT,__text) non-external __ZN3lsl6VectorIPKcE12reserveExactEm.cold.1
00000001803decf4 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE6resizeEm
00000001803dede8 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIPKcE7reserveEm
00000001803e6b68 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE12reserveExactEm
00000001803f5d7c (__TEXT,__text) non-external __ZN3lsl6VectorIcE12reserveExactEm.cold.1
00000001803dec10 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE6resizeEm
00000001803ddefc (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIcE7reserveEm
00000001803e0d98 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE12reserveExactEm
00000001803f5764 (__TEXT,__text) non-external __ZN3lsl6VectorIiE12reserveExactEm.cold.1
00000001803e0c60 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE6resizeEm
00000001803e0d54 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIiE7reserveEm
00000001803deb4c (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE12reserveExactEm
00000001803f555c (__TEXT,__text) non-external __ZN3lsl6VectorIjE12reserveExactEm.cold.1
00000001803dea14 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE6resizeEm
00000001803deb08 (__TEXT,__text) non-external (was a private external) __ZN3lsl6VectorIjE7reserveEm
00000001803f6b48 (__TEXT,__const) non-external __ZN3lsl8CRC32cSW12sCRC32cTableE
00000001803eab98 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjNSt3__14spanISt4byteLm18446744073709551615EEE
00000001803eaa98 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjh
00000001803eab00 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjj
00000001803eaab4 (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjt
00000001803eab4c (__TEXT,__text) non-external (was a private external) __ZN3lsl8CRC32cSW8checksumEjy
00000001803d89f0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeSharedIN5dyld45Atlas6MapperEJRS0_RNS_6VectorINS4_7MappingEEEEEENS_9SharedPtrIT_EEDpOT0_
00000001803e7e18 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld411FileManagerEJRS0_DnEEENS_9UniquePtrIT_EEDpOT0_
00000001803ddfa4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEERyyEEENS_9UniquePtrIT_EEDpOT0_
00000001803daac8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas11SharedCacheEJRS0_NS2_10FileRecordERNS_9SharedPtrINS3_6MapperEEEybEEENS_9UniquePtrIT_EEDpOT0_
00000001803e73a0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRNS_18EphemeralAllocatorERNS2_11FileManagerEbRNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00000001803dbdfc (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRS0_RNS2_11FileManagerEbEEENS_9UniquePtrIT_EEDpOT0_
00000001803dbe70 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas15ProcessSnapshotEJRS0_RNS2_11FileManagerEbRNSt3__14spanISt4byteLm18446744073709551615EEEEEENS_9UniquePtrIT_EEDpOT0_
00000001803db12c (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas17SharedCacheLocalsEJRNS_9SharedPtrINS3_6MapperEEERbEEENS_9UniquePtrIT_EEDpOT0_
00000001803ddd14 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas5ImageEJS4_EEENS_9UniquePtrIT_EEDpOT0_
00000001803e70ac (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator10makeUniqueIN5dyld45Atlas7ProcessEJRS0_RNS2_11FileManagerERjRPiEEENS_9UniquePtrIT_EEDpOT0_
00000001803f0998 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator12writeProtectEb
00000001803edfa8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator13aligned_allocEmm
00000001803edeb8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator15allocate_bufferEmmPPS0_
00000001803ee0cc (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator16defaultAllocatorEv
00000001803edf54 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator17deallocate_bufferEPvmm
00000001803edc08 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator17vm_allocate_bytesEmi
00000001803f5fe0 (__TEXT,__text) non-external __ZN3lsl9Allocator17vm_allocate_bytesEmi.cold.1
00000001803ee130 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator19concurrentAllocatorEv
00000001803eddd0 (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator4freeEPv
00000001803edf9c (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6mallocEm
00000001803ee07c (__TEXT,__text) non-external (was a private external) __ZN3lsl9Allocator6strdupEPKc
00000001803e0b58 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2EPS3_
00000001803e0e5c (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEC2ERKS4_
00000001803def80 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEED2Ev
00000001803ddf40 (__TEXT,__text) non-external (was a private external) __ZN3lsl9SharedPtrIN5dyld45Atlas6MapperEEaSERKS4_
00000001803ecaa8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIKcED2Ev
00000001803e7e78 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEE7releaseEv
00000001803e7eb8 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEEC2IS2_EEPT_
00000001803e7ef4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld411FileManagerEED2Ev
00000001803e2100 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEEC2IS3_EEPT_
00000001803e1fc4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas11SharedCacheEED2Ev
00000001803e725c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEE7releaseEv
00000001803e231c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEEC2IS3_EEPT_
00000001803e2178 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas15ProcessSnapshotEED2Ev
00000001803e213c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEEC2IS3_EEPT_
00000001803e8128 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas17SharedCacheLocalsEED2Ev
00000001803e5e34 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEEC2IS3_EEPT_
00000001803e5e70 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas5ImageEED2Ev
00000001803e7128 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEE7releaseEv
00000001803e80ec (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEEC2IS3_EEPT_
00000001803e809c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIN5dyld45Atlas7ProcessEED2Ev
00000001803eca6c (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEEC2IS6_EEPT_
00000001803e7f48 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrINS_10OrderedMapIyNS_4UUIDENSt3__14lessIyEEEEED2Ev
00000001803defcc (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrISt4byteED2Ev
00000001803ed8c4 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIcEC2IcEEPT_
00000001803ed880 (__TEXT,__text) non-external (was a private external) __ZN3lsl9UniquePtrIcED2Ev
00000001dbe70580 (__AUTH,__data) non-external __ZN3lslL9sCRC32cSWE
00000001803eb064 (__TEXT,__text) non-external (was a private external) __ZN5dyld311GradedArchs12forCurrentOSEbb
00000001803f6f48 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs14arm64e_keysoffE
00000001803f6f78 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs17arm64e_keysoff_pbE
00000001803f6fa8 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs6arm64eE
00000001803f6fd8 (__TEXT,__const) non-external (was a private external) __ZN5dyld311GradedArchs9arm64e_pbE
00000001803eabc8 (__TEXT,__text) non-external (was a private external) __ZN5dyld34openEPKcii
00000001803eac48 (__TEXT,__text) non-external (was a private external) __ZN5dyld37FatFile9isFatFileEPKv
00000001d4412868 (__DATA_CONST,__const) non-external (was a private external) __ZN5dyld39MachOFile12_s_archInfosE
00000001803d60d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile15currentPlatformEv
00000001803eb09c (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile19cpuTypeFromArchNameEPKcPiS3_
00000001803eb398 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile7isMachOEPKv
00000001803eafc0 (__TEXT,__text) non-external (was a private external) __ZN5dyld39MachOFile8archNameEjj
00000001803ec4c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4openEi
00000001803f5e54 (__TEXT,__text) non-external __ZN5dyld410FileRecord4openEi.cold.1
00000001803ec280 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord4swapERS0_
00000001803ec488 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecord5closeEv
00000001803ec3cc (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordC1EOS0_
00000001803ec418 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD1Ev
00000001803ec444 (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordD2Ev
00000001803ec41c (__TEXT,__text) non-external (was a private external) __ZN5dyld410FileRecordaSEOS0_
00000001803eb864 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager17fileRecordForPathEPKc
00000001803eb90c (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager31fileRecordForVolumeUUIDAndObjIDERKN3lsl4UUIDEy
00000001803ec150 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathERKN3lsl4UUIDEy
00000001803ec1d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManager7getPathEyy
00000001803eb860 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC1ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00000001803eb7f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld411FileManagerC2ERN3lsl9AllocatorEPKNS_15SyscallDelegateE
00000001803dad4c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache12forEachImageEU13block_pointerFvPNS0_5ImageEE
00000001803daeac (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache17withImageForIndexEjU13block_pointerFvPNS0_5ImageEE
00000001803daa34 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache19createForFileRecordERN3lsl9AllocatorEONS_10FileRecordE
00000001803db300 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache23forEachSubcache4RosettaEU13block_pointerFvPKvmE
00000001803db1a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE
00000001803f5254 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE.cold.1
00000001803da6a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_E
00000001803db190 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache3pinEv
00000001803db198 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache5unpinEv
00000001803da3f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb
00000001803f5228 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERN3lsl9AllocatorEONS_10FileRecordERNS2_9SharedPtrINS0_6MapperEEEyb.cold.1
00000001803dd274 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE
00000001803f5438 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE.cold.1
00000001803f5464 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE.cold.2
00000001803f5490 (__TEXT,__text) non-external __ZN5dyld45Atlas15ProcessSnapshot10Serializer11deserializeENSt3__14spanISt4byteLm18446744073709551615EEE.cold.3
00000001803dddc8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot10Serializer18readMappedFileInfoERNSt3__14spanISt4byteLm18446744073709551615EEERyRN3lsl4UUIDERNS_10FileRecordE
00000001803ddbe4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11sharedCacheEv
00000001803dc6d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEE
00000001803dd7f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEE
00000001803ddbec (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot8addImageEONS0_5ImageE
00000001803dd7f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE
00000001803dcfac (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEb
00000001803dd058 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE
00000001803da2c4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas17SharedCacheLocalsC2ERN3lsl9SharedPtrINS0_6MapperEEEb
00000001803d9a38 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image11pointerSizeEv
00000001803d9c64 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE
00000001803d9a60 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE
00000001803da0c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE
00000001803d9d78 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE
00000001803d95e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image4swapERS1_
00000001803d7f18 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6BitmapC2ERN3lsl9AllocatorERNSt3__14spanISt4byteLm18446744073709551615EEE
00000001803d8c00 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDEPKv
00000001803d7fec (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper20mapperForSharedCacheERN3lsl9AllocatorERNS_10FileRecordEPKv
00000001803d8a58 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper26mapperForSharedCacheLocalsERN3lsl9AllocatorERNS_10FileRecordE
00000001803d9480 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper3pinEv
00000001803f51d0 (__TEXT,__text) non-external __ZN5dyld45Atlas6Mapper3pinEv.cold.1
00000001803d9588 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper5unpinEv
00000001803f51fc (__TEXT,__text) non-external __ZN5dyld45Atlas6Mapper5unpinEv.cold.1
00000001803e1074 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerI17dyld_cache_headerE4swapERS4_
00000001803e0f64 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerI17dyld_cache_headerED2Ev
00000001803de1a4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEE4swapERS5_
00000001803e0e94 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEED2Ev
00000001803e0fcc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIhE4swapERS3_
00000001803e0efc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIhED2Ev
00000001803d9264 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD2Ev
00000001803f5178 (__TEXT,__text) non-external __ZN5dyld45Atlas6MapperD2Ev.cold.1
00000001803db504 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process11getSnapshotEPi
00000001803dbef4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process18setupNotificationsEPi
00000001803f5330 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.1
00000001803f535c (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.2
00000001803f5388 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.3
00000001803db9e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process18synthesizeSnapshotEPi
00000001803dc0d0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process19handleNotificationsEv
00000001803dca50 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE
00000001803db7b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process21teardownNotificationsEv
00000001803f5280 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.1
00000001803f52ac (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.2
00000001803f52d8 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.3
00000001803f5304 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.4
00000001803dcca8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process22unregisterEventHandlerEj
00000001803dc4a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE
00000001803db6f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC1ERN3lsl9AllocatorERNS_11FileManagerEjPi
00000001803db444 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC2ERN3lsl9AllocatorERNS_11FileManagerEjPi
00000001803db9e0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD1Ev
00000001803db6fc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD2Ev
00000001803e6d7c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils16concatenatePathsEPcPKcm
00000001803e6d04 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Utils7strrstrEPKcS2_
00000001dbe70538 (__AUTH,__dyld4) non-external (was a private external) __ZN5dyld45gDyldE
00000001803e6ebc (__TEXT,__text) non-external __ZN5dyld4L21finalizeListTLV_thunkEPv
00000001803d6650 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
00000001803d56ec (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
00000001803f5154 (__TEXT,__text) non-external __ZNK11Diagnostics13assertNoErrorEv.cold.1
00000001803d5dd4 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00000001803d5d90 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
00000001803e8b68 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
00000001803e8af8 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
00000001803f4980 (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
00000001803edda4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18AllocationMetadata4typeEv
00000001803edccc (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator15allocated_bytesEv
00000001803edcd4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator18vm_allocated_bytesEv
00000001803edcf8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl18EphemeralAllocator5ownedEPKvm
00000001803f08e4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19ConcurrentAllocator15allocated_bytesEv
00000001803f084c (__TEXT,__text) non-external (was a private external) __ZNK3lsl19ConcurrentAllocator18vm_allocated_bytesEv
00000001803f079c (__TEXT,__text) non-external (was a private external) __ZNK3lsl19ConcurrentAllocator5ownedEPKvm
00000001803ee1bc (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator15allocated_bytesEv
00000001803f0f70 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE15allocated_bytesEv
00000001803f0f78 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE18vm_allocated_bytesEv
00000001803f0f60 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EE5ownedEPKvm
00000001803f0270 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator17vm_allocate_flagsEv
00000001803ee1c8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl19PersistentAllocator18vm_allocated_bytesEv
