00000001c25b2f00 (__TEXT,__text) external _CGLGetCurrentContext
00000001c25b17d4 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001c25abc6c (__TEXT,__text) external _glSecondaryColor3bv
00000001c25b17f8 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001c25abc88 (__TEXT,__text) external _glSecondaryColor3d
00000001c25b1814 (__TEXT,__text) external _glSecondaryColor3dEXT
00000001c25abca0 (__TEXT,__text) external _glSecondaryColor3dv
00000001c25b182c (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001c25abcbc (__TEXT,__text) external _glSecondaryColor3f
00000001c25b1848 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001c25abcd4 (__TEXT,__text) external _glSecondaryColor3fv
00000001c25b1860 (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001c25abcf0 (__TEXT,__text) external _glSecondaryColor3i
00000001c25b187c (__TEXT,__text) external _glSecondaryColor3iEXT
00000001c25abd14 (__TEXT,__text) external _glSecondaryColor3iv
00000001c25b18a0 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001c25abd30 (__TEXT,__text) external _glSecondaryColor3s
00000001c25b18bc (__TEXT,__text) external _glSecondaryColor3sEXT
00000001c25abd54 (__TEXT,__text) external _glSecondaryColor3sv
00000001c25b18e0 (__TEXT,__text) external _glSecondaryColor3svEXT
00000001c25abd70 (__TEXT,__text) external _glSecondaryColor3ub
00000001c25b18fc (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001c25abd94 (__TEXT,__text) external _glSecondaryColor3ubv
00000001c25b1920 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001c25abdb0 (__TEXT,__text) external _glSecondaryColor3ui
00000001c25b193c (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001c25abdd4 (__TEXT,__text) external _glSecondaryColor3uiv
00000001c25b1960 (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001c25abdf0 (__TEXT,__text) external _glSecondaryColor3us
00000001c25b197c (__TEXT,__text) external _glSecondaryColor3usEXT
00000001c25abe14 (__TEXT,__text) external _glSecondaryColor3usv
00000001c25b19a0 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001c25abe30 (__TEXT,__text) external _glSecondaryColorPointer
00000001c25b19bc (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001c25aa388 (__TEXT,__text) external _glSelectBuffer
00000001c25ab318 (__TEXT,__text) external _glSeparableFilter2D
00000001c25b2980 (__TEXT,__text) external _glSetFenceAPPLE
00000001c25aa3a8 (__TEXT,__text) external _glShadeModel
00000001c25aec28 (__TEXT,__text) external _glShaderBinary
00000001c25ac9a8 (__TEXT,__text) external _glShaderSource
00000001c25b0e5c (__TEXT,__text) external _glShaderSourceARB
00000001c25aa3c4 (__TEXT,__text) external _glStencilFunc
00000001c25acfbc (__TEXT,__text) external _glStencilFuncSeparate
00000001c25b2dd0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001c25aa3e8 (__TEXT,__text) external _glStencilMask
00000001c25ad00c (__TEXT,__text) external _glStencilMaskSeparate
00000001c25aa404 (__TEXT,__text) external _glStencilOp
00000001c25acfe4 (__TEXT,__text) external _glStencilOpSeparate
00000001c25b2da8 (__TEXT,__text) external _glStencilOpSeparateATI
00000001c25b2c00 (__TEXT,__text) external _glSwapAPPLE
00000001c25b29b8 (__TEXT,__text) external _glTestFenceAPPLE
00000001c25b29f0 (__TEXT,__text) external _glTestObjectAPPLE
00000001c25adea4 (__TEXT,__text) external _glTexBuffer
00000001c25aa428 (__TEXT,__text) external _glTexCoord1d
00000001c25aa440 (__TEXT,__text) external _glTexCoord1dv
00000001c25aa45c (__TEXT,__text) external _glTexCoord1f
00000001c25aa474 (__TEXT,__text) external _glTexCoord1fv
00000001c25aa490 (__TEXT,__text) external _glTexCoord1i
00000001c25aa4ac (__TEXT,__text) external _glTexCoord1iv
00000001c25aa4c8 (__TEXT,__text) external _glTexCoord1s
00000001c25aa4e4 (__TEXT,__text) external _glTexCoord1sv
00000001c25aa500 (__TEXT,__text) external _glTexCoord2d
00000001c25aa518 (__TEXT,__text) external _glTexCoord2dv
00000001c25aa534 (__TEXT,__text) external _glTexCoord2f
00000001c25aa54c (__TEXT,__text) external _glTexCoord2fv
00000001c25aa568 (__TEXT,__text) external _glTexCoord2i
00000001c25aa588 (__TEXT,__text) external _glTexCoord2iv
00000001c25aa5a4 (__TEXT,__text) external _glTexCoord2s
00000001c25aa5c4 (__TEXT,__text) external _glTexCoord2sv
00000001c25aa5e0 (__TEXT,__text) external _glTexCoord3d
00000001c25aa5f8 (__TEXT,__text) external _glTexCoord3dv
00000001c25aa614 (__TEXT,__text) external _glTexCoord3f
00000001c25aa62c (__TEXT,__text) external _glTexCoord3fv
00000001c25aa648 (__TEXT,__text) external _glTexCoord3i
00000001c25aa66c (__TEXT,__text) external _glTexCoord3iv
00000001c25aa688 (__TEXT,__text) external _glTexCoord3s
00000001c25aa6ac (__TEXT,__text) external _glTexCoord3sv
00000001c25aa6c8 (__TEXT,__text) external _glTexCoord4d
00000001c25aa6e0 (__TEXT,__text) external _glTexCoord4dv
00000001c25aa6fc (__TEXT,__text) external _glTexCoord4f
00000001c25aa714 (__TEXT,__text) external _glTexCoord4fv
00000001c25aa730 (__TEXT,__text) external _glTexCoord4i
00000001c25aa758 (__TEXT,__text) external _glTexCoord4iv
00000001c25aa774 (__TEXT,__text) external _glTexCoord4s
00000001c25aa79c (__TEXT,__text) external _glTexCoord4sv
00000001c25aa7b8 (__TEXT,__text) external _glTexCoordPointer
00000001c25aa7e0 (__TEXT,__text) external _glTexEnvf
00000001c25aa800 (__TEXT,__text) external _glTexEnvfv
00000001c25aa824 (__TEXT,__text) external _glTexEnvi
00000001c25aa848 (__TEXT,__text) external _glTexEnviv
00000001c25aa86c (__TEXT,__text) external _glTexGend
00000001c25aa88c (__TEXT,__text) external _glTexGendv
00000001c25aa8b0 (__TEXT,__text) external _glTexGenf
00000001c25aa8d0 (__TEXT,__text) external _glTexGenfv
00000001c25aa8f4 (__TEXT,__text) external _glTexGeni
00000001c25aa918 (__TEXT,__text) external _glTexGeniv
00000001c25aa93c (__TEXT,__text) external _glTexImage1D
00000001c25aa994 (__TEXT,__text) external _glTexImage2D
00000001c25ae0ac (__TEXT,__text) external _glTexImage2DMultisample
00000001c25aaeb0 (__TEXT,__text) external _glTexImage3D
00000001c25ae0dc (__TEXT,__text) external _glTexImage3DMultisample
00000001c25adbcc (__TEXT,__text) external _glTexParameterIiv
00000001c25b25ac (__TEXT,__text) external _glTexParameterIivEXT
00000001c25adbf0 (__TEXT,__text) external _glTexParameterIuiv
00000001c25b25d0 (__TEXT,__text) external _glTexParameterIuivEXT
00000001c25aa9f4 (__TEXT,__text) external _glTexParameterf
00000001c25aaa14 (__TEXT,__text) external _glTexParameterfv
00000001c25aaa38 (__TEXT,__text) external _glTexParameteri
00000001c25aaa5c (__TEXT,__text) external _glTexParameteriv
00000001c25b1614 (__TEXT,__text) external _glTexStorage1D
00000001c25b163c (__TEXT,__text) external _glTexStorage2D
00000001c25b1668 (__TEXT,__text) external _glTexStorage3D
00000001c25aaa80 (__TEXT,__text) external _glTexSubImage1D
00000001c25aaab4 (__TEXT,__text) external _glTexSubImage2D
00000001c25aaef8 (__TEXT,__text) external _glTexSubImage3D
00000001c25b2e80 (__TEXT,__text) external _glTextureBarrierNV
00000001c25b28f8 (__TEXT,__text) external _glTextureRangeAPPLE
00000001c25ad664 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001c25b1fa0 (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001c25aab14 (__TEXT,__text) external _glTranslated
00000001c25aab2c (__TEXT,__text) external _glTranslatef
00000001c25ae5f8 (__TEXT,__text) external _glUniform1d
00000001c25ae668 (__TEXT,__text) external _glUniform1dv
00000001c25acac8 (__TEXT,__text) external _glUniform1f
00000001c25b0f2c (__TEXT,__text) external _glUniform1fARB
00000001c25acbd0 (__TEXT,__text) external _glUniform1fv
00000001c25b1034 (__TEXT,__text) external _glUniform1fvARB
00000001c25acb38 (__TEXT,__text) external _glUniform1i
00000001c25b0f9c (__TEXT,__text) external _glUniform1iARB
00000001c25acc60 (__TEXT,__text) external _glUniform1iv
00000001c25b10c4 (__TEXT,__text) external _glUniform1ivARB
00000001c25adaa4 (__TEXT,__text) external _glUniform1ui
00000001c25b23cc (__TEXT,__text) external _glUniform1uiEXT
00000001c25adb3c (__TEXT,__text) external _glUniform1uiv
00000001c25b2464 (__TEXT,__text) external _glUniform1uivEXT
00000001c25ae614 (__TEXT,__text) external _glUniform2d
00000001c25ae68c (__TEXT,__text) external _glUniform2dv
00000001c25acae4 (__TEXT,__text) external _glUniform2f
00000001c25b0f48 (__TEXT,__text) external _glUniform2fARB
00000001c25acbf4 (__TEXT,__text) external _glUniform2fv
00000001c25b1058 (__TEXT,__text) external _glUniform2fvARB
00000001c25acb58 (__TEXT,__text) external _glUniform2i
00000001c25b0fbc (__TEXT,__text) external _glUniform2iARB
00000001c25acc84 (__TEXT,__text) external _glUniform2iv
00000001c25b10e8 (__TEXT,__text) external _glUniform2ivARB
00000001c25adac4 (__TEXT,__text) external _glUniform2ui
00000001c25b23ec (__TEXT,__text) external _glUniform2uiEXT
00000001c25adb60 (__TEXT,__text) external _glUniform2uiv
00000001c25b2488 (__TEXT,__text) external _glUniform2uivEXT
00000001c25ae630 (__TEXT,__text) external _glUniform3d
00000001c25ae6b0 (__TEXT,__text) external _glUniform3dv
00000001c25acb00 (__TEXT,__text) external _glUniform3f
00000001c25b0f64 (__TEXT,__text) external _glUniform3fARB
00000001c25acc18 (__TEXT,__text) external _glUniform3fv
00000001c25b107c (__TEXT,__text) external _glUniform3fvARB
00000001c25acb7c (__TEXT,__text) external _glUniform3i
00000001c25b0fe0 (__TEXT,__text) external _glUniform3iARB
00000001c25acca8 (__TEXT,__text) external _glUniform3iv
00000001c25b110c (__TEXT,__text) external _glUniform3ivARB
00000001c25adae8 (__TEXT,__text) external _glUniform3ui
00000001c25b2410 (__TEXT,__text) external _glUniform3uiEXT
00000001c25adb84 (__TEXT,__text) external _glUniform3uiv
00000001c25b24ac (__TEXT,__text) external _glUniform3uivEXT
00000001c25ae64c (__TEXT,__text) external _glUniform4d
00000001c25ae6d4 (__TEXT,__text) external _glUniform4dv
00000001c25acb1c (__TEXT,__text) external _glUniform4f
00000001c25b0f80 (__TEXT,__text) external _glUniform4fARB
00000001c25acc3c (__TEXT,__text) external _glUniform4fv
00000001c25b10a0 (__TEXT,__text) external _glUniform4fvARB
00000001c25acba4 (__TEXT,__text) external _glUniform4i
00000001c25b1008 (__TEXT,__text) external _glUniform4iARB
00000001c25acccc (__TEXT,__text) external _glUniform4iv
00000001c25b1130 (__TEXT,__text) external _glUniform4ivARB
00000001c25adb10 (__TEXT,__text) external _glUniform4ui
00000001c25b2438 (__TEXT,__text) external _glUniform4uiEXT
00000001c25adba8 (__TEXT,__text) external _glUniform4uiv
00000001c25b24d0 (__TEXT,__text) external _glUniform4uivEXT
00000001c25ade2c (__TEXT,__text) external _glUniformBlockBinding
00000001c25b2044 (__TEXT,__text) external _glUniformBufferEXT
00000001c25ae6f8 (__TEXT,__text) external _glUniformMatrix2dv
00000001c25accf0 (__TEXT,__text) external _glUniformMatrix2fv
00000001c25b1154 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001c25ae770 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001c25ad04c (__TEXT,__text) external _glUniformMatrix2x3fv
00000001c25ae7c0 (__TEXT,__text) external _glUniformMatrix2x4dv
00000001c25ad09c (__TEXT,__text) external _glUniformMatrix2x4fv
00000001c25ae720 (__TEXT,__text) external _glUniformMatrix3dv
00000001c25acd18 (__TEXT,__text) external _glUniformMatrix3fv
00000001c25b117c (__TEXT,__text) external _glUniformMatrix3fvARB
00000001c25ae798 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001c25ad074 (__TEXT,__text) external _glUniformMatrix3x2fv
00000001c25ae810 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001c25ad0ec (__TEXT,__text) external _glUniformMatrix3x4fv
00000001c25ae748 (__TEXT,__text) external _glUniformMatrix4dv
00000001c25acd40 (__TEXT,__text) external _glUniformMatrix4fv
00000001c25b11a4 (__TEXT,__text) external _glUniformMatrix4fvARB
00000001c25ae7e8 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001c25ad0c4 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001c25ae838 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001c25ad114 (__TEXT,__text) external _glUniformMatrix4x3fv
00000001c25ae958 (__TEXT,__text) external _glUniformSubroutinesuiv
00000001c25b16b8 (__TEXT,__text) external _glUnlockArraysEXT
00000001c25ac330 (__TEXT,__text) external _glUnmapBuffer
00000001c25b0d84 (__TEXT,__text) external _glUnmapBufferARB
00000001c25aca68 (__TEXT,__text) external _glUseProgram
00000001c25b0ef4 (__TEXT,__text) external _glUseProgramObjectARB
00000001c25aed24 (__TEXT,__text) external _glUseProgramStages
00000001c25acaa8 (__TEXT,__text) external _glValidateProgram
00000001c25b0f10 (__TEXT,__text) external _glValidateProgramARB
00000001c25aee28 (__TEXT,__text) external _glValidateProgramPipeline
00000001c25aab44 (__TEXT,__text) external _glVertex2d
00000001c25aab5c (__TEXT,__text) external _glVertex2dv
00000001c25aab78 (__TEXT,__text) external _glVertex2f
00000001c25aab90 (__TEXT,__text) external _glVertex2fv
00000001c25aabac (__TEXT,__text) external _glVertex2i
00000001c25aabcc (__TEXT,__text) external _glVertex2iv
00000001c25aabe8 (__TEXT,__text) external _glVertex2s
00000001c25aac08 (__TEXT,__text) external _glVertex2sv
00000001c25aac24 (__TEXT,__text) external _glVertex3d
00000001c25aac3c (__TEXT,__text) external _glVertex3dv
00000001c25aac58 (__TEXT,__text) external _glVertex3f
00000001c25aac70 (__TEXT,__text) external _glVertex3fv
00000001c25aac8c (__TEXT,__text) external _glVertex3i
00000001c25aacb0 (__TEXT,__text) external _glVertex3iv
00000001c25aaccc (__TEXT,__text) external _glVertex3s
00000001c25aacf0 (__TEXT,__text) external _glVertex3sv
00000001c25aad0c (__TEXT,__text) external _glVertex4d
00000001c25aad24 (__TEXT,__text) external _glVertex4dv
00000001c25aad40 (__TEXT,__text) external _glVertex4f
00000001c25aad58 (__TEXT,__text) external _glVertex4fv
00000001c25aad74 (__TEXT,__text) external _glVertex4i
00000001c25aad9c (__TEXT,__text) external _glVertex4iv
00000001c25aadb8 (__TEXT,__text) external _glVertex4s
00000001c25aade0 (__TEXT,__text) external _glVertex4sv
00000001c25b2a70 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001c25b2a30 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001c25ac3b4 (__TEXT,__text) external _glVertexAttrib1d
00000001c25af9a4 (__TEXT,__text) external _glVertexAttrib1dARB
00000001c25ac3d0 (__TEXT,__text) external _glVertexAttrib1dv
00000001c25afb4c (__TEXT,__text) external _glVertexAttrib1dvARB
00000001c25ac3f0 (__TEXT,__text) external _glVertexAttrib1f
00000001c25af988 (__TEXT,__text) external _glVertexAttrib1fARB
00000001c25ac40c (__TEXT,__text) external _glVertexAttrib1fv
00000001c25afb2c (__TEXT,__text) external _glVertexAttrib1fvARB
00000001c25ac42c (__TEXT,__text) external _glVertexAttrib1s
00000001c25af968 (__TEXT,__text) external _glVertexAttrib1sARB
00000001c25ac44c (__TEXT,__text) external _glVertexAttrib1sv
00000001c25afb0c (__TEXT,__text) external _glVertexAttrib1svARB
00000001c25ac46c (__TEXT,__text) external _glVertexAttrib2d
00000001c25afa00 (__TEXT,__text) external _glVertexAttrib2dARB
00000001c25ac488 (__TEXT,__text) external _glVertexAttrib2dv
00000001c25afbac (__TEXT,__text) external _glVertexAttrib2dvARB
00000001c25ac4a8 (__TEXT,__text) external _glVertexAttrib2f
00000001c25af9e4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001c25ac4c4 (__TEXT,__text) external _glVertexAttrib2fv
00000001c25afb8c (__TEXT,__text) external _glVertexAttrib2fvARB
00000001c25ac4e4 (__TEXT,__text) external _glVertexAttrib2s
00000001c25af9c0 (__TEXT,__text) external _glVertexAttrib2sARB
00000001c25ac508 (__TEXT,__text) external _glVertexAttrib2sv
00000001c25afb6c (__TEXT,__text) external _glVertexAttrib2svARB
00000001c25ac528 (__TEXT,__text) external _glVertexAttrib3d
00000001c25afa60 (__TEXT,__text) external _glVertexAttrib3dARB
00000001c25ac544 (__TEXT,__text) external _glVertexAttrib3dv
00000001c25afc0c (__TEXT,__text) external _glVertexAttrib3dvARB
00000001c25ac564 (__TEXT,__text) external _glVertexAttrib3f
00000001c25afa44 (__TEXT,__text) external _glVertexAttrib3fARB
00000001c25ac580 (__TEXT,__text) external _glVertexAttrib3fv
00000001c25afbec (__TEXT,__text) external _glVertexAttrib3fvARB
00000001c25ac5a0 (__TEXT,__text) external _glVertexAttrib3s
00000001c25afa1c (__TEXT,__text) external _glVertexAttrib3sARB
00000001c25ac5c8 (__TEXT,__text) external _glVertexAttrib3sv
00000001c25afbcc (__TEXT,__text) external _glVertexAttrib3svARB
00000001c25ac5e8 (__TEXT,__text) external _glVertexAttrib4Nbv
00000001c25afd2c (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001c25ac608 (__TEXT,__text) external _glVertexAttrib4Niv
00000001c25afd6c (__TEXT,__text) external _glVertexAttrib4NivARB
00000001c25ac628 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001c25afd4c (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001c25ac648 (__TEXT,__text) external _glVertexAttrib4Nub
00000001c25afae0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001c25ac674 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001c25afd8c (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001c25ac694 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001c25afdcc (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001c25ac6b4 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001c25afdac (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001c25ac6d4 (__TEXT,__text) external _glVertexAttrib4bv
00000001c25afc2c (__TEXT,__text) external _glVertexAttrib4bvARB
00000001c25ac6f4 (__TEXT,__text) external _glVertexAttrib4d
00000001c25afac4 (__TEXT,__text) external _glVertexAttrib4dARB
00000001c25ac710 (__TEXT,__text) external _glVertexAttrib4dv
00000001c25afd0c (__TEXT,__text) external _glVertexAttrib4dvARB
00000001c25ac730 (__TEXT,__text) external _glVertexAttrib4f
00000001c25afaa8 (__TEXT,__text) external _glVertexAttrib4fARB
00000001c25ac74c (__TEXT,__text) external _glVertexAttrib4fv
00000001c25afcec (__TEXT,__text) external _glVertexAttrib4fvARB
00000001c25ac76c (__TEXT,__text) external _glVertexAttrib4iv
00000001c25afc6c (__TEXT,__text) external _glVertexAttrib4ivARB
00000001c25ac78c (__TEXT,__text) external _glVertexAttrib4s
00000001c25afa7c (__TEXT,__text) external _glVertexAttrib4sARB
00000001c25ac7b8 (__TEXT,__text) external _glVertexAttrib4sv
00000001c25afc4c (__TEXT,__text) external _glVertexAttrib4svARB
00000001c25ac7d8 (__TEXT,__text) external _glVertexAttrib4ubv
00000001c25afc8c (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001c25ac7f8 (__TEXT,__text) external _glVertexAttrib4uiv
00000001c25afccc (__TEXT,__text) external _glVertexAttrib4uivARB
00000001c25ac818 (__TEXT,__text) external _glVertexAttrib4usv
00000001c25afcac (__TEXT,__text) external _glVertexAttrib4usvARB
00000001c25ae594 (__TEXT,__text) external _glVertexAttribDivisor
00000001c25b13e0 (__TEXT,__text) external _glVertexAttribDivisorARB
00000001c25ad78c (__TEXT,__text) external _glVertexAttribI1i
00000001c25b20a8 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001c25ad8bc (__TEXT,__text) external _glVertexAttribI1iv
00000001c25b21d8 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001c25ad824 (__TEXT,__text) external _glVertexAttribI1ui
00000001c25b2140 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001c25ad93c (__TEXT,__text) external _glVertexAttribI1uiv
00000001c25b2258 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001c25ad7ac (__TEXT,__text) external _glVertexAttribI2i
00000001c25b20c8 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001c25ad8dc (__TEXT,__text) external _glVertexAttribI2iv
00000001c25b21f8 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001c25ad844 (__TEXT,__text) external _glVertexAttribI2ui
00000001c25b2160 (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001c25ad95c (__TEXT,__text) external _glVertexAttribI2uiv
00000001c25b2278 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001c25ad7d0 (__TEXT,__text) external _glVertexAttribI3i
00000001c25b20ec (__TEXT,__text) external _glVertexAttribI3iEXT
00000001c25ad8fc (__TEXT,__text) external _glVertexAttribI3iv
00000001c25b2218 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001c25ad868 (__TEXT,__text) external _glVertexAttribI3ui
00000001c25b2184 (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001c25ad97c (__TEXT,__text) external _glVertexAttribI3uiv
00000001c25b2298 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001c25ad9bc (__TEXT,__text) external _glVertexAttribI4bv
00000001c25b22d8 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001c25ad7f8 (__TEXT,__text) external _glVertexAttribI4i
00000001c25b2114 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001c25ad91c (__TEXT,__text) external _glVertexAttribI4iv
00000001c25b2238 (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001c25ad9dc (__TEXT,__text) external _glVertexAttribI4sv
00000001c25b22f8 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001c25ad9fc (__TEXT,__text) external _glVertexAttribI4ubv
00000001c25b2318 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001c25ad890 (__TEXT,__text) external _glVertexAttribI4ui
00000001c25b21ac (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001c25ad99c (__TEXT,__text) external _glVertexAttribI4uiv
00000001c25b22b8 (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001c25ada1c (__TEXT,__text) external _glVertexAttribI4usv
00000001c25b2338 (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001c25ad718 (__TEXT,__text) external _glVertexAttribIPointer
00000001c25b2358 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001c25af654 (__TEXT,__text) external _glVertexAttribL1d
00000001c25af6c4 (__TEXT,__text) external _glVertexAttribL1dv
00000001c25af670 (__TEXT,__text) external _glVertexAttribL2d
00000001c25af6e4 (__TEXT,__text) external _glVertexAttribL2dv
00000001c25af68c (__TEXT,__text) external _glVertexAttribL3d
00000001c25af704 (__TEXT,__text) external _glVertexAttribL3dv
00000001c25af6a8 (__TEXT,__text) external _glVertexAttribL4d
00000001c25af724 (__TEXT,__text) external _glVertexAttribL4dv
00000001c25af744 (__TEXT,__text) external _glVertexAttribLPointer
00000001c25ae454 (__TEXT,__text) external _glVertexAttribP1ui
00000001c25ae4f4 (__TEXT,__text) external _glVertexAttribP1uiv
00000001c25ae47c (__TEXT,__text) external _glVertexAttribP2ui
00000001c25ae51c (__TEXT,__text) external _glVertexAttribP2uiv
00000001c25ae4a4 (__TEXT,__text) external _glVertexAttribP3ui
00000001c25ae544 (__TEXT,__text) external _glVertexAttribP3uiv
00000001c25ae4cc (__TEXT,__text) external _glVertexAttribP4ui
00000001c25ae56c (__TEXT,__text) external _glVertexAttribP4uiv
00000001c25ac838 (__TEXT,__text) external _glVertexAttribPointer
00000001c25afdec (__TEXT,__text) external _glVertexAttribPointerARB
00000001c25b026c (__TEXT,__text) external _glVertexBlendARB
00000001c25b2cf4 (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001c25aadfc (__TEXT,__text) external _glVertexPointer
00000001c25aae24 (__TEXT,__text) external _glViewport
00000001c25af794 (__TEXT,__text) external _glViewportArrayv
00000001c25af7b8 (__TEXT,__text) external _glViewportIndexedf
00000001c25af7d4 (__TEXT,__text) external _glViewportIndexedfv
00000001c25ae03c (__TEXT,__text) external _glWaitSync
00000001c25b0244 (__TEXT,__text) external _glWeightPointerARB
00000001c25b0144 (__TEXT,__text) external _glWeightbvARB
00000001c25b01c4 (__TEXT,__text) external _glWeightdvARB
00000001c25b01a4 (__TEXT,__text) external _glWeightfvARB
00000001c25b0184 (__TEXT,__text) external _glWeightivARB
00000001c25b0164 (__TEXT,__text) external _glWeightsvARB
00000001c25b01e4 (__TEXT,__text) external _glWeightubvARB
00000001c25b0224 (__TEXT,__text) external _glWeightuivARB
00000001c25b0204 (__TEXT,__text) external _glWeightusvARB
00000001c25abf50 (__TEXT,__text) external _glWindowPos2d
00000001c25b09a4 (__TEXT,__text) external _glWindowPos2dARB
00000001c25abf68 (__TEXT,__text) external _glWindowPos2dv
00000001c25b09bc (__TEXT,__text) external _glWindowPos2dvARB
00000001c25abf84 (__TEXT,__text) external _glWindowPos2f
00000001c25b09d8 (__TEXT,__text) external _glWindowPos2fARB
00000001c25abf9c (__TEXT,__text) external _glWindowPos2fv
00000001c25b09f0 (__TEXT,__text) external _glWindowPos2fvARB
00000001c25abfb8 (__TEXT,__text) external _glWindowPos2i
00000001c25b0a0c (__TEXT,__text) external _glWindowPos2iARB
00000001c25abfd8 (__TEXT,__text) external _glWindowPos2iv
00000001c25b0a2c (__TEXT,__text) external _glWindowPos2ivARB
00000001c25abff4 (__TEXT,__text) external _glWindowPos2s
00000001c25b0a48 (__TEXT,__text) external _glWindowPos2sARB
00000001c25ac014 (__TEXT,__text) external _glWindowPos2sv
00000001c25b0a68 (__TEXT,__text) external _glWindowPos2svARB
00000001c25ac030 (__TEXT,__text) external _glWindowPos3d
00000001c25b0a84 (__TEXT,__text) external _glWindowPos3dARB
00000001c25ac048 (__TEXT,__text) external _glWindowPos3dv
00000001c25b0a9c (__TEXT,__text) external _glWindowPos3dvARB
00000001c25ac064 (__TEXT,__text) external _glWindowPos3f
00000001c25b0ab8 (__TEXT,__text) external _glWindowPos3fARB
00000001c25ac07c (__TEXT,__text) external _glWindowPos3fv
00000001c25b0ad0 (__TEXT,__text) external _glWindowPos3fvARB
00000001c25ac098 (__TEXT,__text) external _glWindowPos3i
00000001c25b0aec (__TEXT,__text) external _glWindowPos3iARB
00000001c25ac0bc (__TEXT,__text) external _glWindowPos3iv
00000001c25b0b10 (__TEXT,__text) external _glWindowPos3ivARB
00000001c25ac0d8 (__TEXT,__text) external _glWindowPos3s
00000001c25b0b2c (__TEXT,__text) external _glWindowPos3sARB
00000001c25ac0fc (__TEXT,__text) external _glWindowPos3sv
00000001c25b0b50 (__TEXT,__text) external _glWindowPos3svARB
00000001eb18f160 (__DATA_DIRTY,__common) external _gll_noop
