0000000182765150 (__DATA,__data) non-external _C
00000001806530a8 (__TEXT,__text) non-external _generalSlowpath.cold.2
00000001806530d4 (__TEXT,__text) non-external _generalSlowpath.cold.3
0000000180653100 (__TEXT,__text) non-external _generalSlowpath.cold.4
000000018065312c (__TEXT,__text) non-external _generalSlowpath.cold.5
0000000180653158 (__TEXT,__text) non-external _generalSlowpath.cold.6
0000000180653184 (__TEXT,__text) non-external _generalSlowpath.cold.7
00000001806531b0 (__TEXT,__text) non-external _generalSlowpath.cold.8
00000001806531dc (__TEXT,__text) non-external _generalSlowpath.cold.9
0000000182766dcc (__DATA,__bss) non-external _get_clock.adjustment
0000000182766de0 (__DATA,__bss) non-external _get_clock.clock_seq
0000000182766dd0 (__DATA,__bss) non-external _get_clock.last
0000000180609b14 (__TEXT,__text) non-external _get_next_format
0000000180609ca8 (__TEXT,__text) non-external _get_next_format_from_precision
0000000180609c48 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
000000018060b320 (__TEXT,__text) external _getbsize
0000000182766ea0 (__DATA,__bss) non-external _getbsize.header
000000018061f1ac (__TEXT,__text) external _getc
000000018061f210 (__TEXT,__text) external _getc_unlocked
000000018061f23c (__TEXT,__text) external _getchar
000000018061f2a8 (__TEXT,__text) external _getchar_unlocked
000000018060cc64 (__TEXT,__text) external _getcwd
00000001805f8c34 (__TEXT,__text) external _getdate
0000000182766d80 (__DATA,__bss) non-external _getdate.tm
0000000182771b00 (__DATA,__common) external _getdate_err
000000018061f2e0 (__TEXT,__text) external _getdelim
00000001805f10c4 (__TEXT,__text) external _getdiskbyname
0000000182766c88 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
000000018060b62c (__TEXT,__text) non-external _getent
0000000180638d20 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00000001805fb6a8 (__TEXT,__text) external _gethostid
000000018060cc6c (__TEXT,__text) external _gethostname
000000018061f59c (__TEXT,__text) external _getline
00000001805f3914 (__TEXT,__text) external _getloadavg
000000018060cd7c (__TEXT,__text) external _getmntinfo
0000000182766ee8 (__DATA,__bss) non-external _getmntinfo.vars
000000018060cdb4 (__TEXT,__text) non-external _getmntinfo_internal
000000018060ce80 (__TEXT,__text) external _getmntinfo_r_np
000000018060e548 (__TEXT,__text) external _getmode
0000000180630ed8 (__TEXT,__text) non-external _getoffset
0000000180638d80 (__TEXT,__text) external _getopt
0000000182765dc0 (__DATA,__data) non-external _getopt.place
0000000180639008 (__TEXT,__text) non-external _getopt_internal
00000001806545c8 (__TEXT,__text) non-external _getopt_internal.cold.1
0000000182765dc8 (__DATA,__data) non-external _getopt_internal.posixly_correct
0000000180639000 (__TEXT,__text) external _getopt_long
0000000180639644 (__TEXT,__text) external _getopt_long_only
000000018060cee8 (__TEXT,__text) external _getpagesize
0000000182766f00 (__DATA,__bss) non-external _getpagesize.value
000000018060cf88 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
000000018060d014 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
0000000180630f28 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
000000018061f5a8 (__TEXT,__text) external _gets
0000000180656510 (__TEXT,__const) non-external _gets.w
0000000182768978 (__DATA,__bss) non-external _gets.warned
0000000180631364 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
0000000180639aac (__TEXT,__text) external _getsubopt
00000001805faea8 (__TEXT,__text) external _gettimeofday
0000000182766e44 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
0000000182766e48 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
0000000182766e40 (__DATA,__bss) non-external _gettimeofday.validtz
00000001805f3b40 (__TEXT,__text) external _getttyent
0000000182766cd8 (__DATA,__bss) non-external _getttyent.line
0000000180746df0 (__DATA_CONST,__const) non-external _getttyent.nonexistent
0000000182766c98 (__DATA,__bss) non-external _getttyent.tty
00000001805f39e4 (__TEXT,__text) external _getttynam
00000001805f1740 (__TEXT,__text) non-external _gettype
00000001805f42e4 (__TEXT,__text) external _getusershell
00000001805f458c (__TEXT,__text) external _getvfsbyname
000000018061f690 (__TEXT,__text) external _getw
000000018061f6d0 (__TEXT,__text) external _getwc
000000018061f6f4 (__TEXT,__text) external _getwc_l
000000018061f6f8 (__TEXT,__text) external _getwchar
000000018061f728 (__TEXT,__text) external _getwchar_l
00000001805fb734 (__TEXT,__text) external _getwd
0000000180630e28 (__TEXT,__text) non-external _getzname
0000000180656754 (__TEXT,__const) non-external _gmt
0000000180631494 (__TEXT,__text) non-external _gmt_init
0000000182765d58 (__DATA,__data) non-external _gmt_once
00000001806304e8 (__TEXT,__text) external _gmtime
000000018276d290 (__DATA,__bss) non-external _gmtime_key
000000018276d28c (__DATA,__bss) non-external _gmtime_key_error
00000001806305bc (__TEXT,__text) non-external _gmtime_key_init
0000000182765d48 (__DATA,__data) non-external _gmtime_once
0000000180630688 (__TEXT,__text) external _gmtime_r
000000018062f9d8 (__TEXT,__text) non-external _gmtload
000000018276d2d0 (__DATA,__bss) non-external _gmtmem
0000000180630600 (__TEXT,__text) non-external _gmtsub
000000018065688d (__TEXT,__const) non-external _gnuoptchar
0000000182766ec8 (__DATA,__bss) non-external _gottoprec
000000018063ff8c (__TEXT,__text) external _grantpt
0000000180626840 (__TEXT,__text) non-external _grouping_init
000000018062b440 (__TEXT,__text) non-external _grouping_init
0000000180626a30 (__TEXT,__text) non-external _grouping_print
000000018062b6a4 (__TEXT,__text) non-external _grouping_print
0000000180601c4c (__TEXT,__text) non-external _hash4
00000001806007d8 (__TEXT,__text) non-external _hash_access
00000001805fffbc (__TEXT,__text) non-external _hash_close
000000018063e4a4 (__TEXT,__text) external _hash_create
0000000180600000 (__TEXT,__text) non-external _hash_delete
000000018063e514 (__TEXT,__text) external _hash_destroy
0000000180600084 (__TEXT,__text) non-external _hash_fd
00000001806000bc (__TEXT,__text) non-external _hash_get
000000018063e780 (__TEXT,__text) external _hash_purge
0000000180600124 (__TEXT,__text) non-external _hash_put
000000018063e5f0 (__TEXT,__text) external _hash_search
00000001806001b0 (__TEXT,__text) non-external _hash_seq
000000018063e808 (__TEXT,__text) external _hash_stats
00000001806003f8 (__TEXT,__text) non-external _hash_sync
000000018063e700 (__TEXT,__text) external _hash_traverse
0000000180639c20 (__TEXT,__text) external _hcreate
00000001805ffea4 (__TEXT,__text) non-external _hdestroy
0000000180639cf0 (__TEXT,__text) external _hdestroy
0000000180639e3c (__TEXT,__text) external _heapsort
0000000180640700 (__TEXT,__text) external _heapsort_b
0000000180655528 (__TEXT,__const) non-external _hexdigit
0000000180659106 (__TEXT,__cstring) non-external _hexlist
0000000182766d40 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
0000000180639d70 (__TEXT,__text) external _hsearch
0000000182771a88 (__DATA,__bss) non-external _htable
0000000182771a90 (__DATA,__bss) non-external _htablesize
0000000180656878 (__TEXT,__const) non-external _illoptchar
000000018065692e (__TEXT,__const) non-external _illoptstring
000000018063a0cc (__TEXT,__text) external _imaxabs
000000018063a0d8 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00000001805efe30 (__TEXT,__text) non-external _infinity
00000001805effd4 (__TEXT,__text) non-external _initMPFromDigits
0000000180655628 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00000001805f4328 (__TEXT,__text) non-external _initshells
000000018063d100 (__TEXT,__text) external _initstate
000000018063aa38 (__TEXT,__text) non-external _insertionsort
0000000180641a98 (__TEXT,__text) non-external _insertionsort
000000018063a104 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00000001805f5564 (__TEXT,__text) external _isalnum
00000001805f5dec (__TEXT,__text) external _isalnum_l
00000001805f55dc (__TEXT,__text) external _isalpha
00000001805f5e68 (__TEXT,__text) external _isalpha_l
00000001805f5558 (__TEXT,__text) external _isascii
000000018060d030 (__TEXT,__text) external _isatty
00000001805f564c (__TEXT,__text) external _isblank
00000001805f5edc (__TEXT,__text) external _isblank_l
00000001805f56bc (__TEXT,__text) external _iscntrl
00000001805f5f50 (__TEXT,__text) external _iscntrl_l
00000001805f572c (__TEXT,__text) external _isdigit
00000001805f5fc4 (__TEXT,__text) external _isdigit_l
00000001805f5754 (__TEXT,__text) external _isgraph
00000001805f6038 (__TEXT,__text) external _isgraph_l
00000001805f5af0 (__TEXT,__text) external _ishexnumber
00000001805f60ac (__TEXT,__text) external _ishexnumber_l
00000001805f5b60 (__TEXT,__text) external _isideogram
00000001805f6120 (__TEXT,__text) external _isideogram_l
00000001805f57c4 (__TEXT,__text) external _islower
00000001805f6194 (__TEXT,__text) external _islower_l
00000001805f5bd0 (__TEXT,__text) external _isnumber
00000001805f6208 (__TEXT,__text) external _isnumber_l
00000001805f5c40 (__TEXT,__text) external _isphonogram
00000001805f627c (__TEXT,__text) external _isphonogram_l
00000001805f5834 (__TEXT,__text) external _isprint
00000001805f62f0 (__TEXT,__text) external _isprint_l
00000001805f58a4 (__TEXT,__text) external _ispunct
00000001805f6364 (__TEXT,__text) external _ispunct_l
00000001805f5cb0 (__TEXT,__text) external _isrune
00000001805f63d8 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00000001805f5914 (__TEXT,__text) external _isspace
00000001805f645c (__TEXT,__text) external _isspace_l
00000001805f5d24 (__TEXT,__text) external _isspecial
00000001805f64d0 (__TEXT,__text) external _isspecial_l
0000000180610f84 (__TEXT,__text) non-external _istrsenvisx
0000000180653f24 (__TEXT,__text) non-external _istrsenvisx.cold.1
0000000180653f50 (__TEXT,__text) non-external _istrsenvisx.cold.2
0000000180653f7c (__TEXT,__text) non-external _istrsenvisx.cold.3
0000000180653fa8 (__TEXT,__text) non-external _istrsenvisx.cold.4
0000000180611600 (__TEXT,__text) non-external _istrsenvisxl
00000001805f5984 (__TEXT,__text) external _isupper
00000001805f6544 (__TEXT,__text) external _isupper_l
00000001805f667c (__TEXT,__text) external _iswalnum
00000001805f6bbc (__TEXT,__text) external _iswalnum_l
00000001805f66f4 (__TEXT,__text) external _iswalpha
00000001805f6c38 (__TEXT,__text) external _iswalpha_l
00000001805f7204 (__TEXT,__text) external _iswascii
00000001805f7194 (__TEXT,__text) external _iswblank
00000001805f74b4 (__TEXT,__text) external _iswblank_l
00000001805f6764 (__TEXT,__text) external _iswcntrl
00000001805f6cac (__TEXT,__text) external _iswcntrl_l
00000001805f67d4 (__TEXT,__text) external _iswctype
00000001805f6d20 (__TEXT,__text) external _iswctype_l
00000001805f6854 (__TEXT,__text) external _iswdigit
00000001805f6db4 (__TEXT,__text) external _iswdigit_l
00000001805f687c (__TEXT,__text) external _iswgraph
00000001805f6e28 (__TEXT,__text) external _iswgraph_l
00000001805f7210 (__TEXT,__text) external _iswhexnumber
00000001805f7528 (__TEXT,__text) external _iswhexnumber_l
00000001805f7280 (__TEXT,__text) external _iswideogram
00000001805f759c (__TEXT,__text) external _iswideogram_l
00000001805f68ec (__TEXT,__text) external _iswlower
00000001805f6e9c (__TEXT,__text) external _iswlower_l
00000001805f72f0 (__TEXT,__text) external _iswnumber
00000001805f7610 (__TEXT,__text) external _iswnumber_l
00000001805f7360 (__TEXT,__text) external _iswphonogram
00000001805f7684 (__TEXT,__text) external _iswphonogram_l
00000001805f695c (__TEXT,__text) external _iswprint
00000001805f6f10 (__TEXT,__text) external _iswprint_l
00000001805f69cc (__TEXT,__text) external _iswpunct
00000001805f6f84 (__TEXT,__text) external _iswpunct_l
00000001805f73d0 (__TEXT,__text) external _iswrune
00000001805f76f8 (__TEXT,__text) external _iswrune_l
00000001805f6a3c (__TEXT,__text) external _iswspace
00000001805f6ff8 (__TEXT,__text) external _iswspace_l
00000001805f7444 (__TEXT,__text) external _iswspecial
00000001805f777c (__TEXT,__text) external _iswspecial_l
00000001805f6aac (__TEXT,__text) external _iswupper
00000001805f706c (__TEXT,__text) external _iswupper_l
00000001805f6b1c (__TEXT,__text) external _iswxdigit
00000001805f70e0 (__TEXT,__text) external _iswxdigit_l
00000001805f59f4 (__TEXT,__text) external _isxdigit
00000001805f65b8 (__TEXT,__text) external _isxdigit_l
000000018060d0f4 (__TEXT,__text) external _jrand48
0000000180747048 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00000001805fb77c (__TEXT,__text) external _killpg
000000018064017c (__TEXT,__text) external _l64a
0000000182771ae0 (__DATA,__bss) non-external _l64a.buf
000000018063a128 (__TEXT,__text) external _labs
0000000180613448 (__TEXT,__text) non-external _largesearch
0000000182771a38 (__DATA,__bss) non-external _last_default_tzload_mtimespec
0000000182765c08 (__DATA,__data) non-external _lastglue
00000001805f05dc (__TEXT,__text) external _lchflags
00000001805f0624 (__TEXT,__text) external _lchmod
0000000182768a14 (__DATA,__bss) non-external _lcl_TZname
0000000182768a10 (__DATA,__bss) non-external _lcl_is_set
0000000182765c60 (__DATA,__data) non-external (was a private external) _lcl_rwlock
0000000182768b18 (__DATA,__bss) non-external _lclmem
000000018060d138 (__TEXT,__text) external _lcong48
000000018063a134 (__TEXT,__text) external _ldiv
000000018063a230 (__TEXT,__text) external _lfind
0000000180622280 (__TEXT,__text) non-external _lflush
000000018061b0d4 (__TEXT,__text) external _link_addr
000000018061b290 (__TEXT,__text) external _link_ntoa
000000018276713c (__DATA,__bss) non-external _link_ntoa.obuf
000000018063a160 (__TEXT,__text) external _llabs
000000018063a16c (__TEXT,__text) external _lldiv
000000018061b7c8 (__TEXT,__text) non-external _loadCat
0000000180617970 (__TEXT,__text) non-external _loadlocale
0000000180615ee0 (__TEXT,__text) external _localeconv
0000000180615d80 (__TEXT,__text) external _localeconv_l
0000000180653fd4 (__TEXT,__text) non-external _localeconv_l.cold.1
0000000180653ff0 (__TEXT,__text) non-external _localeconv_l.cold.2
000000018063035c (__TEXT,__text) external _localtime
000000018276d288 (__DATA,__bss) non-external _localtime_key
000000018276d280 (__DATA,__bss) non-external _localtime_key_error
0000000180630440 (__TEXT,__text) non-external _localtime_key_init
0000000182765d38 (__DATA,__data) non-external _localtime_once
0000000180630484 (__TEXT,__text) external _localtime_r
000000018065140c (__TEXT,__text) external _lockf
000000018060d17c (__TEXT,__text) external _lockf$NOCANCEL
00000001805f9e14 (__TEXT,__text) external _login_tty
000000018060d274 (__TEXT,__text) external _lrand48
000000018063a198 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00000001805f0670 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
0000000180746e48 (__DATA_CONST,__const) non-external _mapping
0000000180615f84 (__TEXT,__text) external _mblen
0000000180615f04 (__TEXT,__text) external _mblen_l
0000000180616054 (__TEXT,__text) external _mbrlen
0000000180616004 (__TEXT,__text) external _mbrlen_l
00000001806160e8 (__TEXT,__text) external _mbrtowc
00000001806160a8 (__TEXT,__text) external _mbrtowc_l
0000000180616160 (__TEXT,__text) external _mbsinit
000000018061612c (__TEXT,__text) external _mbsinit_l
00000001806161d8 (__TEXT,__text) external _mbsnrtowcs
0000000180616198 (__TEXT,__text) external _mbsnrtowcs_l
00000001806163a0 (__TEXT,__text) external _mbsrtowcs
0000000180616354 (__TEXT,__text) external _mbsrtowcs_l
0000000180616498 (__TEXT,__text) external _mbstowcs
00000001806163f0 (__TEXT,__text) external _mbstowcs_l
00000001806165b4 (__TEXT,__text) external _mbtowc
0000000180616540 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
0000000180634a7c (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
0000000180646590 (__TEXT,__text) external _memset_s
000000018061b0b8 (__TEXT,__text) non-external _memstream_close
000000018061b024 (__TEXT,__text) non-external _memstream_seek
0000000180654038 (__TEXT,__text) non-external _memstream_seek.cold.1
0000000180654064 (__TEXT,__text) non-external _memstream_seek.cold.2
000000018061aee0 (__TEXT,__text) non-external _memstream_update
000000018065400c (__TEXT,__text) non-external _memstream_update.cold.1
000000018061af18 (__TEXT,__text) non-external _memstream_write
000000018063a2a8 (__TEXT,__text) external _mergesort
0000000180641258 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
000000018062006c (__TEXT,__text) external _mkdtemp
00000001806200f8 (__TEXT,__text) external _mkdtempat_np
000000018061ff88 (__TEXT,__text) external _mkostemp
000000018061fad4 (__TEXT,__text) external _mkostemps
000000018061fe64 (__TEXT,__text) external _mkostempsat_np
00000001805fa2d4 (__TEXT,__text) external _mkpath_np
00000001805fa2e8 (__TEXT,__text) external _mkpathat_np
0000000180620010 (__TEXT,__text) external _mkstemp
0000000180620258 (__TEXT,__text) external _mkstemp_dprotected_np
000000018061fedc (__TEXT,__text) external _mkstemps
000000018061ff38 (__TEXT,__text) external _mkstempsat_np
0000000180620200 (__TEXT,__text) external _mktemp
0000000180630a74 (__TEXT,__text) external _mktime
0000000180656760 (__TEXT,__const) non-external _mon_lengths
00000001805f5540 (__TEXT,__text) external _monaddition
00000001805f5550 (__TEXT,__text) external _moncontrol
00000001805f5554 (__TEXT,__text) external _moncount
00000001805f5538 (__TEXT,__text) external _moninit
00000001805f554c (__TEXT,__text) external _monitor
00000001805f5548 (__TEXT,__text) external _monoutput
00000001805f5544 (__TEXT,__text) external _monreset
00000001805f553c (__TEXT,__text) external _monstartup
000000018061d1ac (__TEXT,__text) non-external _moreglue
0000000180603800 (__TEXT,__text) non-external _mpool_bkt
0000000180603ad8 (__TEXT,__text) external _mpool_close
0000000180603748 (__TEXT,__text) external _mpool_filter
00000001806038ec (__TEXT,__text) external _mpool_get
0000000180603758 (__TEXT,__text) external _mpool_new
00000001806537d8 (__TEXT,__text) non-external _mpool_new.cold.1
000000018060365c (__TEXT,__text) external _mpool_open
0000000180603abc (__TEXT,__text) external _mpool_put
0000000180603b34 (__TEXT,__text) external _mpool_sync
0000000180603bac (__TEXT,__text) non-external _mpool_write
000000018060d2a8 (__TEXT,__text) external _mrand48
00000001805fbb74 (__TEXT,__text) non-external _mswap
00000001805f0184 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00000001806516b4 (__TEXT,__text) external _nanosleep
00000001805f4734 (__TEXT,__text) external _nanosleep$NOCANCEL
0000000182766f68 (__DATA,__bss) non-external _new_categories
00000001805f9408 (__TEXT,__text) external _new_printf_comp
00000001805f97f8 (__TEXT,__text) external _new_printf_domain
00000001805f7c2c (__TEXT,__text) external _newlocale
0000000182765df8 (__DATA,__data) non-external _next
000000018060a598 (__TEXT,__text) non-external _nextcomp
0000000182766e78 (__DATA,__bss) non-external _nextcomp.lmsgverb
0000000182766e98 (__DATA,__bss) non-external _nextcomp.state
000000018061696c (__TEXT,__text) external _nextwctype
00000001806167e0 (__TEXT,__text) external _nextwctype_l
00000001805f4d84 (__TEXT,__text) external _nftw
000000018060d2dc (__TEXT,__text) external _nice
0000000180616dd0 (__TEXT,__text) external _nl_langinfo
0000000180616990 (__TEXT,__text) external _nl_langinfo_l
0000000182766f60 (__DATA,__bss) non-external _nl_langinfo_l.csym
00000001806568e1 (__TEXT,__const) non-external _noarg
00000001806564f0 (__TEXT,__const) non-external _nogrouping
0000000182765dcc (__DATA,__data) non-external _nonopt_end
0000000182765dd0 (__DATA,__data) non-external _nonopt_start
000000018060d39c (__TEXT,__text) external _nrand48
00000001805fd1b8 (__TEXT,__text) non-external _nroot
000000018276581c (__DATA,__data) non-external _numempty
0000000180656030 (__TEXT,__const) non-external _nv
00000001806117a4 (__TEXT,__text) external _nvis
0000000182765ef0 (__DATA,__data) external _off32
0000000182765f48 (__DATA,__data) external _off64
0000000180630694 (__TEXT,__text) external _offtime
0000000180746e30 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
000000018061adb4 (__TEXT,__text) external _open_memstream
00000001805f89c0 (__TEXT,__text) external _open_with_subsystem
000000018062e29c (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
000000018060d3e0 (__TEXT,__text) external _opendir
000000018060d9bc (__TEXT,__text) non-external _opendir_compar
0000000182771bc0 (__DATA,__common) external _optarg
0000000182765db8 (__DATA,__data) external _opterr
0000000182765dbc (__DATA,__data) external _optind
0000000182771bbc (__DATA,__common) external _optopt
0000000182771bb8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
0000000182766e58 (__DATA,__bss) non-external _p5s
0000000180656545 (__TEXT,__const) non-external _padchar
0000000182766c92 (__DATA,__bss) non-external _parse_error
00000001806396ec (__TEXT,__text) non-external _parse_long_options
0000000182766c90 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
0000000180651504 (__TEXT,__text) external _pause
000000018060d9d0 (__TEXT,__text) external _pause$NOCANCEL
000000018060dd50 (__TEXT,__text) external _pclose
000000018063964c (__TEXT,__text) non-external _permute_args
00000001806540bc (__TEXT,__text) external _perror
0000000182766ed0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
0000000182765dd8 (__DATA,__data) non-external _place
000000018060da08 (__TEXT,__text) external _popen
0000000180651b38 (__TEXT,__text) external _popen$DARWIN_EXTSN
0000000180630bc4 (__TEXT,__text) external _posix2time
000000018063ff60 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00000001805faf90 (__TEXT,__text) external _posix_spawnp
0000000180655b88 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
0000000180655760 (__TEXT,__const) non-external _powersOf10_Float
0000000180655650 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
0000000180621d24 (__TEXT,__text) external _printf
0000000180621d80 (__TEXT,__text) external _printf_l
000000018060a2f8 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
000000018060de4c (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
000000018063ff98 (__TEXT,__text) external _ptsname
0000000180654610 (__TEXT,__text) non-external _ptsname.cold.1
000000018065462c (__TEXT,__text) non-external _ptsname.cold.2
0000000182771ad8 (__DATA,__bss) non-external _ptsname_buffer_specific_key
0000000182771ad0 (__DATA,__bss) non-external _ptsname_once
000000018064004c (__TEXT,__text) non-external _ptsname_once_init
0000000180654648 (__TEXT,__text) non-external _ptsname_once_init.cold.1
0000000180640088 (__TEXT,__text) external _ptsname_r
0000000180621dc0 (__TEXT,__text) external _putc
0000000180621e4c (__TEXT,__text) external _putc_unlocked
0000000180621e90 (__TEXT,__text) external _putchar
0000000180621f24 (__TEXT,__text) external _putchar_unlocked
000000018063ab78 (__TEXT,__text) external _putenv
0000000180602578 (__TEXT,__text) non-external _putpair
0000000180621f74 (__TEXT,__text) external _puts
0000000180622050 (__TEXT,__text) external _putw
00000001806220c0 (__TEXT,__text) external _putwc
00000001806220e4 (__TEXT,__text) external _putwc_l
00000001806220e8 (__TEXT,__text) external _putwchar
0000000180622118 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
000000018063ac14 (__TEXT,__text) external _qsort
0000000180640674 (__TEXT,__text) external _qsort_b
000000018063b700 (__TEXT,__text) external _qsort_r
00000001805f8278 (__TEXT,__text) external _querylocale
000000018063c398 (__TEXT,__text) non-external _r_sort_a
0000000182771aa4 (__DATA,__bss) non-external _r_sort_a.bmin
0000000182771a98 (__DATA,__bss) non-external _r_sort_a.count
0000000182771aa0 (__DATA,__bss) non-external _r_sort_a.nc
0000000182771aa8 (__DATA,__bss) non-external _r_sort_a_count
000000018063c918 (__TEXT,__text) non-external _r_sort_b
0000000182771ac4 (__DATA,__bss) non-external _r_sort_b.bmin
0000000182771ab8 (__DATA,__bss) non-external _r_sort_b.count
0000000182771ac0 (__DATA,__bss) non-external _r_sort_b.nc
0000000182771ab0 (__DATA,__bss) non-external _r_sort_b_count
000000018063ccc4 (__TEXT,__text) non-external _r_sort_count_allocate
0000000182765de8 (__DATA,__data) non-external _r_sort_count_control
000000018063c2b0 (__TEXT,__text) external _radixsort
00000001805fa2f0 (__TEXT,__text) external _raise
