00000001e9e4afd8 (__DATA,__data) non-external _.compoundliteral
00000001ee114fc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001ee115830 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e600d940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3914
00000001e600d700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001e600d720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3625
00000001e600d740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001ee114eb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ee1152f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.218
00000001ee1159d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.3294
00000001e600d760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3682
00000001e600d780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3628
00000001ee115170 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.141
00000001ee1151a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.142
00000001e6000f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ee115c40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3558
00000001ee115690 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.492
00000001ee1151d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee114e40 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee115750 (__AUTH_CONST,__const) non-external ___block_literal_global.2525
00000001ee115470 (__AUTH_CONST,__const) non-external ___block_literal_global.306
00000001ee1159b0 (__AUTH_CONST,__const) non-external ___block_literal_global.3293
00000001ee115d90 (__AUTH_CONST,__const) non-external ___block_literal_global.3649
00000001ee114fa0 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001ee114e60 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001ee115490 (__AUTH_CONST,__const) non-external ___block_literal_global.8.292
0000000184930904 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000184930698 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000184930aac (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
000000018493e648 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
0000000184934688 (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000018493257c (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000184940c2c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
000000018492f8b0 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000184933a2c (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000184933480 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018493a08c (__TEXT,__text) non-external ___compile_block_invoke
0000000184939fec (__TEXT,__text) non-external ___compile_block_invoke.4
0000000184926828 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
000000018493a410 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
00000001849323c4 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
000000018493e2f4 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
000000018493e2ec (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000184931f08 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000184932370 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
000000018493d6f0 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00000001849468c4 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
0000000184932de4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000184934154 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184946ae8 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
000000018493a430 (__TEXT,__text) non-external ___copy_helper_block_8_32b
00000001849403a4 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00000001849469dc (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
0000000184939f98 (__TEXT,__text) non-external ___copy_helper_block_8_32r
000000018493a9d4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
000000018493c52c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000184945320 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00000001849403f4 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00000001849304c0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
000000018493d5a8 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
000000018493d684 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
000000018492fd30 (__TEXT,__text) non-external ___cse_multiple_block_invoke
000000018494358c (__TEXT,__text) non-external ___current_location_block_invoke
00000001849224f8 (__TEXT,__text) non-external ___define_action_block_invoke
0000000184944dd4 (__TEXT,__text) non-external ___define_action_block_invoke.136
0000000184929190 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000184927fd8 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018494234c (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000184942a50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000184923cc4 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000184935e64 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000184923b34 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000184942440 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00000001849419c4 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
000000018493d1c0 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
000000018493a424 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
0000000184940360 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
000000018494698c (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000184939f8c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
000000018493a990 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
000000018493c4dc (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00000001849452b8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
000000018492f91c (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
000000018493d76c (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
000000018493e99c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
000000018493c18c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
000000018493c228 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
000000018493bf44 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
000000018493bf9c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
000000018493b654 (__TEXT,__text) non-external ___emit_string_table_block_invoke
000000018493b6ec (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184946cac (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00000001849316f4 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000184936dd0 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
000000018493fc24 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000184932f64 (__TEXT,__text) non-external ___factor_block_invoke
000000018493f2e4 (__TEXT,__text) non-external ___factor_policy_block_invoke
000000018494274c (__TEXT,__text) non-external ___format_error_block_invoke
00000001849463f4 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000184927d9c (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
000000018492dfbc (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000184944d5c (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000184944a08 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00000001849428d0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
000000018493ed38 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
000000018493c998 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
000000018493b8e8 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
000000018493c8a8 (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
0000000184940f70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00000001849327d8 (__TEXT,__text) non-external ___reorder_block_invoke
0000000184932edc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000184941174 (__TEXT,__text) non-external ___reorder_policy_block_invoke
000000018493d25c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
000000018493d2d0 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
00000001849324b4 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000184939798 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000184939d68 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
000000018493ff1c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00000001849342a4 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
000000018493ad04 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
000000018492e498 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
000000018493dd18 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000184928c74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
000000018493dd08 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000184927ddc (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018493670c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
000000018492ceec (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00000001849366fc (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
000000018492bd90 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
000000018493e5a8 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000184924d00 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
000000018492716c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000184932418 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000184932288 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
000000018493a60c (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000184935a54 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000018493fe68 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00000001849409a0 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000184921d14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
000000018492db14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000184943078 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000184941b34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018494304c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000184941bdc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000184943024 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000184941c84 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000184942f80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000184941d2c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000184942f14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000184936c0c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000184941dd4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000184942ea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
0000000184941e7c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
0000000184941f1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
0000000184941ffc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00000001849422d4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
0000000184942aa8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00000001849366b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000184928d2c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000184928f9c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00000001849414a0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000184941af8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000184941b0c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000184941b20 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
000000018493ec90 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00000001849413a0 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
000000018493f8b8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
000000018493f930 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
000000018493f800 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
000000018493f878 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000184942d4c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000184942c04 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
000000018494659c (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184946abc (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00000001849467e8 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000184946e00 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
0000000184946d78 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
000000018493fb24 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000018493e750 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000184921934 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e9e4acb8 (__DATA,__data) non-external __address_family_aliases_
0000000184936bd4 (__TEXT,__text) non-external __buffer_close
0000000184936b24 (__TEXT,__text) non-external __buffer_read
0000000184936ab4 (__TEXT,__text) non-external __buffer_seek
00000001849273bc (__TEXT,__text) non-external __calculate_graft_position
000000018493f234 (__TEXT,__text) non-external __condition_list_diff
00000001e9e53e68 (__DATA,__data) non-external __csop_aliases_
00000001e9e4e768 (__DATA,__data) non-external __csr_aliases_
0000000184921258 (__TEXT,__text) non-external __define_list
0000000184921430 (__TEXT,__text) non-external __define_symbol
00000001e9e54568 (__DATA,__data) non-external __errno_value_aliases_
00000001e9e52828 (__DATA,__data) non-external __fcntl_command_aliases_
00000001849279a0 (__TEXT,__text) non-external __flatten
0000000184935c70 (__TEXT,__text) non-external __free_error_pool
00000001e9e4b048 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e9e4e848 (__DATA,__data) non-external __host_special_port_aliases_
00000001e9e4bf48 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e9e542d8 (__DATA,__data) non-external __iopolicy_policy_aliases_
00000001e9e54298 (__DATA,__data) non-external __iopolicy_scope_aliases_
00000001e9e54198 (__DATA,__data) non-external __iopolicy_type_aliases_
00000001e9e53f98 (__DATA,__data) non-external __kas_info_aliases_
00000001e9e53fe8 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e9e54048 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e9e50e68 (__DATA,__data) non-external __machtrap_aliases_
00000001849212a8 (__TEXT,__text) non-external __make_list_v
0000000184936f1c (__TEXT,__text) non-external __mbuf_close
000000018494014c (__TEXT,__text) non-external __mbuf_read
00000001849400ec (__TEXT,__text) non-external __mbuf_seek
0000000184936e78 (__TEXT,__text) non-external __mbuf_write
00000001e9e53b48 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e9e51258 (__DATA,__data) non-external __mig_routine_aliases_
00000001e9e53948 (__DATA,__data) non-external __necp_client_action_aliases_
0000000184932e78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000184921a34 (__TEXT,__text) non-external __parse_file
00000001e9e4f118 (__DATA,__data) non-external __persona_aliases_
000000018493cab8 (__TEXT,__text) non-external __prepare_instructions
00000001e9e4e2d8 (__DATA,__data) non-external __privilege_aliases_
0000000184935824 (__TEXT,__text) non-external __push_match_byteset_instr
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
0000000184930dec (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000184924ae8 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00000001849345a0 (__TEXT,__text) non-external __sb_condition_traverse_filters
000000018493a694 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184926dac (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
000000018493a440 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000018492c1d4 (__TEXT,__text) non-external __sb_fsa_serialize
000000018493ef84 (__TEXT,__text) non-external __sb_instr_error_with_formatv
000000018492b998 (__TEXT,__text) non-external __sb_pattern_is_literal
000000018493a298 (__TEXT,__text) non-external __sb_realloc_vector_typed
0000000184945bf4 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
000000018492bda0 (__TEXT,__text) non-external __sb_value_is_equivalent
000000018493de80 (__TEXT,__text) non-external __sb_value_matches_subset
000000018494002c (__TEXT,__text) non-external __set_modifier_string
00000001e9e4ea18 (__DATA,__data) non-external __signal_aliases_
00000001e9e52d38 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e9e533d8 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e9e4af78 (__DATA,__data) non-external __socket_type_aliases_
00000001e9e4f198 (__DATA,__data) non-external __syscall_aliases_
00000001e9e53dc8 (__DATA,__data) non-external __task_special_port_aliases_
00000001e9e4ee38 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e9e4ef48 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000184928ee8 (__TEXT,__text) non-external _all_args_pass_test
000000018491ae5c (__TEXT,__text) non-external _alloc_cellseg
000000018492a50c (__TEXT,__text) non-external _alloc_literal
00000001849232d8 (__TEXT,__text) non-external _arg_is_condition
0000000184942fa8 (__TEXT,__text) non-external _arg_is_message_filter
0000000184928fec (__TEXT,__text) non-external _arg_is_modifier
0000000184923354 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000184925290 (__TEXT,__text) non-external _assert_is_mutable
000000018493e55c (__TEXT,__text) non-external _assert_is_mutable.374
0000000184937b84 (__TEXT,__text) non-external _atom2str
0000000184947654 (__TEXT,__text) non-external _atom2str.cold.1
0000000184947680 (__TEXT,__text) non-external _atom2str.cold.2
00000001849476ac (__TEXT,__text) non-external _atom2str.cold.3
00000001849476d8 (__TEXT,__text) non-external _atom2str.cold.4
0000000184947704 (__TEXT,__text) non-external _atom2str.cold.5
0000000184947730 (__TEXT,__text) non-external _atom2str.cold.6
000000018494775c (__TEXT,__text) non-external _atom2str.cold.7
0000000184947788 (__TEXT,__text) non-external _atom2str.cold.8
000000018491d2d8 (__TEXT,__text) non-external _backchar
000000018492241c (__TEXT,__text) non-external _backtrace_pop
00000001849475a4 (__TEXT,__text) non-external _backtrace_pop.cold.1
000000018491ba88 (__TEXT,__text) non-external _backtrace_push
000000018493abec (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
000000018492f390 (__TEXT,__text) non-external _can_combine_conjunction
000000018492f2dc (__TEXT,__text) non-external _can_combine_disjunction
0000000184930628 (__TEXT,__text) non-external _candidate_list_lookup
00000001849310c4 (__TEXT,__text) non-external _candidate_list_remove
0000000184933c4c (__TEXT,__text) non-external _candidate_set_release
0000000184923210 (__TEXT,__text) non-external _car
0000000184923274 (__TEXT,__text) non-external _cdr
0000000184934368 (__TEXT,__text) non-external _check_dependencies
0000000184940a50 (__TEXT,__text) non-external _check_instruction
0000000184940b7c (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00000001849457b8 (__TEXT,__text) non-external _collect_filters_into_syscallmask
000000018493fa1c (__TEXT,__text) non-external _combine_conditions
0000000184917bdc (__TEXT,__text) non-external _compile
00000001849241dc (__TEXT,__text) non-external _compute_cost_estimate
0000000184923ec0 (__TEXT,__text) non-external _compute_hash
000000018493db78 (__TEXT,__text) non-external _compute_hash.278
0000000184927ee0 (__TEXT,__text) non-external _condition_free_callback
000000018494125c (__TEXT,__text) non-external _condition_has_nested_condition_list
000000018493dd48 (__TEXT,__text) non-external _condition_is_subset_of_all
000000018493ddbc (__TEXT,__text) non-external _condition_is_subset_of_any
0000000184933520 (__TEXT,__text) non-external _condition_with_patterns_combined
00000001849398e8 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
000000018492ac28 (__TEXT,__text) non-external _construct_automaton
0000000184933dc4 (__TEXT,__text) non-external _create_pattern_disjunctions
000000018492fa48 (__TEXT,__text) non-external _cse
000000018492fdb8 (__TEXT,__text) non-external _cse_inferior_list
000000018492fc4c (__TEXT,__text) non-external _cse_multiple
0000000184931908 (__TEXT,__text) non-external _dce
00000001849256f0 (__TEXT,__text) non-external _decorate_condition
0000000184921dac (__TEXT,__text) non-external _decorate_operation
000000018493ef30 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001ee113870 (__AUTH_CONST,__const) non-external _dispatch_table
000000018492da78 (__TEXT,__text) non-external _dump_stack_restore
000000018492da00 (__TEXT,__text) non-external _dump_stack_stash
000000018493d4f4 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
000000018493179c (__TEXT,__text) non-external _eliminate_dead_code
000000018493e8e8 (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000184935714 (__TEXT,__text) non-external _emit
000000018493bcec (__TEXT,__text) non-external _emit_bitmask
0000000184936ff8 (__TEXT,__text) non-external _emit_buffer
000000018493498c (__TEXT,__text) non-external _emit_instruction
000000018493c29c (__TEXT,__text) non-external _emit_modifier_descriptor
000000018493bc2c (__TEXT,__text) non-external _emit_network
000000018493baa8 (__TEXT,__text) non-external _emit_pattern
000000018493bb0c (__TEXT,__text) non-external _emit_regex
000000018493b53c (__TEXT,__text) non-external _emit_string_table
000000018493b984 (__TEXT,__text) non-external _emit_string_table_reference
000000018493b460 (__TEXT,__text) non-external _emit_variable_names
000000018494361c (__TEXT,__text) non-external _enable_profile_flag
000000018493538c (__TEXT,__text) non-external _encode_address
000000018492a59c (__TEXT,__text) non-external _end_expression
0000000184920844 (__TEXT,__text) non-external _eqv
0000000184931344 (__TEXT,__text) non-external _expand_logical_conditions
000000018493fb78 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000184943388 (__TEXT,__text) non-external _extends_builtin
000000018493f118 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
000000018491b258 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e6001268 (__DATA_CONST,__const) non-external _filter_info
000000018491b1bc (__TEXT,__text) non-external _find_consecutive_cells
000000018491e5e8 (__TEXT,__text) non-external _find_slot_in_env
000000018492aa14 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00000001849424f8 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000018491a1c0 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e9e4ab70 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000184921f48 (__TEXT,__text) non-external _gc
00000001849211e8 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000184921400 (__TEXT,__text) non-external (was a private external) _gc_unprotect
000000018494754c (__TEXT,__text) non-external _gc_unprotect.cold.1
00000001849454d0 (__TEXT,__text) non-external _generate_syscallmask
0000000184920704 (__TEXT,__text) non-external (was a private external) _gensym
0000000184947520 (__TEXT,__text) non-external _gensym.cold.1
000000018491b358 (__TEXT,__text) non-external _get_cell
00000001849356a0 (__TEXT,__text) non-external _get_current_data_address
000000018491d134 (__TEXT,__text) non-external _inchar
00000001849483e5 (__TEXT,__const) non-external _init_scm
00000001849392d0 (__TEXT,__text) non-external _inspect_iterate_items
0000000184920208 (__TEXT,__text) non-external _is_any
0000000184937154 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000184927ecc (__TEXT,__text) non-external (was a private external) _is_character
00000001849371e0 (__TEXT,__text) non-external (was a private external) _is_closure
0000000184937208 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000184937230 (__TEXT,__text) non-external (was a private external) _is_environment
00000001849371b8 (__TEXT,__text) non-external (was a private external) _is_foreign
00000001849371cc (__TEXT,__text) non-external (was a private external) _is_foreign_block
000000018492579c (__TEXT,__text) non-external (was a private external) _is_foreign_object
00000001849429ec (__TEXT,__text) non-external _is_implicit_source_name
000000018492340c (__TEXT,__text) non-external (was a private external) _is_integer
00000001849371f4 (__TEXT,__text) non-external (was a private external) _is_macro
0000000184923a94 (__TEXT,__text) non-external _is_nonneg
00000001849384d4 (__TEXT,__text) non-external _is_num_integer
00000001849207ec (__TEXT,__text) non-external (was a private external) _is_number
000000018491f2a0 (__TEXT,__text) non-external (was a private external) _is_pair
