00000001d65327c8 (__DATA,__data) non-external _.compoundliteral
0000000182ee8ef4 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000182ee88fc (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000182ef0144 (__TEXT,__text) non-external ___compile_block_invoke
0000000182ef00a4 (__TEXT,__text) non-external ___compile_block_invoke.4
0000000182edb500 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
0000000182ef7274 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000182ee7840 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000182ef7e0c (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000182ef7e14 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000182ee6e70 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000182ee77ec (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000182ef1d1c (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000182ee8270 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000182ee9604 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000182ef07a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000182ef24e4 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000182eefe34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000182ef1100 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000182ef105c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000182ef6a3c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00000001d6539ce8 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
0000000182ef2534 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000182ee5524 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000182ef1bbc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000182ef1cb0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000182ee4d8c (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000182ed73bc (__TEXT,__text) non-external ___define_action_block_invoke
0000000182ef4a1c (__TEXT,__text) non-external ___define_action_block_invoke.116
0000000182eddf28 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000182edccc0 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
0000000182ef2c80 (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000182ef2e64 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000182ed8b14 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000182eec178 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000182ed8984 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000182ef262c (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000182ef0794 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000182ef24a0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000182eefe28 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000182ef10bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000182ef100c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000182ef69d4 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000182ee4970 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000182ef1d94 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
0000000182ef1f28 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000182ef0cb0 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000182ef0d4c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.101
0000000182eea4ac (__TEXT,__text) non-external ___emit_profile_block_invoke
0000000182ef09ac (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
0000000182ef0a04 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.85
0000000182ef07b0 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000182ee66e4 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000182eed158 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000182ef6d84 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000182ee83d8 (__TEXT,__text) non-external ___factor_block_invoke
0000000182ef2214 (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000182ef60e8 (__TEXT,__text) non-external ___generate_mach_kernel_endpoint_syscallmask_block_invoke
0000000182ef61ac (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000182ef6788 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000182ef1454 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
0000000182edca84 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000182ef60c4 (__TEXT,__text) non-external ___message_filter_has_operation_block_invoke
0000000182ee2e54 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000182ef49a4 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000182ef14b4 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000182ee7c44 (__TEXT,__text) non-external ___reorder_block_invoke
0000000182ee8350 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000182ef1a24 (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000182ef1628 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000182ef169c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.28
0000000182ee7930 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000182eef648 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000182eefc18 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
0000000182eeff34 (__TEXT,__text) non-external ___sandbox_register_sync_root_block_invoke
0000000182ee9768 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000182ef5cac (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
0000000182ee32b0 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000182ef7d30 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000182edd868 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000182ef7d20 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000182edcac8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
0000000182eecb08 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000182ee1dc4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
0000000182eecaf8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000182ee0bd0 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000182ef6854 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000182ed9c78 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000182edbe34 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000182ee7894 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000182ee7704 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000182ef740c (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000182eebd80 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000182ef06e0 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
0000000182ed6b78 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000182ee2994 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000182ef3298 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000182ef2838 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
0000000182ef326c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000182ef28e0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000182ef31c4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000182ef2988 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000182ef2a28 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000182ef2c08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000182ef2ebc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000182eed020 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000182eec93c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000182edd918 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000182edda10 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000182ef2760 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000182ef2778 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000182ef2790 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000182ef32cc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000182ef23a0 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000182ef619c (__TEXT,__text) non-external ___sb_transform_syscallmask_has_migroutine_index_by_id_block_invoke
0000000182ef5014 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000182ef508c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000182ef3160 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000182ef3018 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000182ef6c70 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000182ed67ac (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001d65324a8 (__DATA,__data) non-external __address_family_aliases_
0000000182ef1574 (__TEXT,__text) non-external __annotate_instruction_order
0000000182eecfec (__TEXT,__text) non-external __buffer_close
0000000182eecf10 (__TEXT,__text) non-external __buffer_read
0000000182eecea0 (__TEXT,__text) non-external __buffer_seek
0000000182edc084 (__TEXT,__text) non-external __calculate_graft_position
0000000182ef2164 (__TEXT,__text) non-external __condition_list_diff
00000001d6534988 (__DATA,__data) non-external __csr_aliases_
0000000182ef38ec (__TEXT,__text) non-external __define_filter
0000000182ed60c0 (__TEXT,__text) non-external __define_list
0000000182ed62a4 (__TEXT,__text) non-external __define_symbol
00000001d6531dd8 (__DATA,__data) non-external __errno_value_aliases_
00000001d6538988 (__DATA,__data) non-external __fcntl_command_aliases_
0000000182edc658 (__TEXT,__text) non-external __flatten
0000000182eebf94 (__TEXT,__text) non-external __free_error_pool
00000001d6532838 (__DATA,__data) non-external __fsctl_command_aliases_
00000001d6534a58 (__DATA,__data) non-external __host_special_port_aliases_
00000001d6533418 (__DATA,__data) non-external __ioctl_command_aliases_
00000001d6536ee8 (__DATA,__data) non-external __machtrap_aliases_
0000000182ed6110 (__TEXT,__text) non-external __make_list_v
00000001d6539b28 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001d65372a8 (__DATA,__data) non-external __mig_routine_aliases_
0000000182f19970 (__TEXT,__const) non-external __migroutine_idx_to_msgid_
00000001d65399b8 (__DATA,__data) non-external __necp_client_action_aliases_
0000000182ee82ec (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000182ed68ac (__TEXT,__text) non-external __parse_file
00000001d6535248 (__DATA,__data) non-external __persona_aliases_
00000001d65344c8 (__DATA,__data) non-external __privilege_aliases_
0000000182eeba54 (__TEXT,__text) non-external __push_match_byteset_instr
0000000182ed35c4 (__TEXT,__text) non-external __s_return
0000000182ee5de4 (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000182ed9a5c (__TEXT,__text) non-external __sb_condition_pattern_of_type
0000000182ee9a60 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000182ef74d4 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000182edba54 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000182ef7288 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000182ee0ff0 (__TEXT,__text) non-external __sb_fsa_serialize
0000000182ef5960 (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000182ee07a8 (__TEXT,__text) non-external __sb_pattern_is_literal
0000000182ecef40 (__TEXT,__text) non-external __sb_realloc_vector
0000000182ef5728 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000182ee0be0 (__TEXT,__text) non-external __sb_value_is_equivalent
0000000182ef68fc (__TEXT,__text) non-external __set_modifier_string
00000001d6534bf8 (__DATA,__data) non-external __signal_aliases_
00000001d6538e18 (__DATA,__data) non-external __socket_option_level_aliases_
00000001d65394b8 (__DATA,__data) non-external __socket_option_name_aliases_
00000001d6532768 (__DATA,__data) non-external __socket_type_aliases_
00000001d65352c8 (__DATA,__data) non-external __syscall_aliases_
00000001d6534f68 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001d6535078 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000182edd968 (__TEXT,__text) non-external _all_args_pass_test
0000000182ecfbb0 (__TEXT,__text) non-external _alloc_cellseg
0000000182edf304 (__TEXT,__text) non-external _alloc_literal
0000000182ed815c (__TEXT,__text) non-external _arg_is_condition
0000000182ef31f0 (__TEXT,__text) non-external _arg_is_message_filter
0000000182eddd7c (__TEXT,__text) non-external _arg_is_modifier
0000000182ed81d8 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000182eda194 (__TEXT,__text) non-external _assert_is_mutable
0000000182ef67fc (__TEXT,__text) non-external _assert_is_mutable.608
0000000182eeddd4 (__TEXT,__text) non-external _atom2str
0000000182ef82c8 (__TEXT,__text) non-external _atom2str.cold.1
0000000182ef82f4 (__TEXT,__text) non-external _atom2str.cold.2
0000000182ef8320 (__TEXT,__text) non-external _atom2str.cold.3
0000000182ef834c (__TEXT,__text) non-external _atom2str.cold.4
0000000182ef8378 (__TEXT,__text) non-external _atom2str.cold.5
0000000182ef83a4 (__TEXT,__text) non-external _atom2str.cold.6
0000000182ef83d0 (__TEXT,__text) non-external _atom2str.cold.7
0000000182ef83fc (__TEXT,__text) non-external _atom2str.cold.8
0000000182ed2040 (__TEXT,__text) non-external _backchar
0000000182ed72e0 (__TEXT,__text) non-external _backtrace_pop
0000000182ef8218 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000182ed0808 (__TEXT,__text) non-external _backtrace_push
0000000182ef5be0 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bsearch_b (from libSystem)
0000000182eed2b8 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
0000000182eed2ec (__TEXT,__text) non-external (was a private external) _bt_pointer_col
0000000182eed2e0 (__TEXT,__text) non-external (was a private external) _bt_pointer_line
0000000182eed2c4 (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
0000000182ee43b8 (__TEXT,__text) non-external _can_combine_conjunction
0000000182ee4304 (__TEXT,__text) non-external _can_combine_disjunction
0000000182ee60ac (__TEXT,__text) non-external _candidate_list_remove
0000000182ee9118 (__TEXT,__text) non-external _candidate_set_release
0000000182ed8094 (__TEXT,__text) non-external _car
0000000182ed80f8 (__TEXT,__text) non-external _cdr
0000000182ee982c (__TEXT,__text) non-external _check_dependencies
0000000182ef7f6c (__TEXT,__text) non-external _check_instruction
0000000182ef8094 (__TEXT,__text) non-external _check_policy
0000000182ef6220 (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000182ef6b68 (__TEXT,__text) non-external _combine_conditions
0000000182eccb14 (__TEXT,__text) non-external _compile
0000000182ed9004 (__TEXT,__text) non-external _compute_cost_estimate
0000000182ed8ca8 (__TEXT,__text) non-external _compute_hash
0000000182ef7b28 (__TEXT,__text) non-external _compute_hash.2253
0000000182edcbc8 (__TEXT,__text) non-external _condition_free_callback
0000000182ee89a0 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000182eef79c (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000182edfa50 (__TEXT,__text) non-external _construct_automaton
0000000182ee9294 (__TEXT,__text) non-external _create_pattern_disjunctions
0000000182ee4aa4 (__TEXT,__text) non-external _cse
0000000182ee4e14 (__TEXT,__text) non-external _cse_inferior_list
0000000182ee4ca8 (__TEXT,__text) non-external _cse_multiple
0000000182ee68c8 (__TEXT,__text) non-external _dce
0000000182eda5f8 (__TEXT,__text) non-external _decorate_condition
0000000182ed6c98 (__TEXT,__text) non-external _decorate_operation
0000000182ef590c (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001da503858 (__AUTH_CONST,__const) non-external _dispatch_table
0000000182ee291c (__TEXT,__text) non-external _dump_stack_restore
0000000182ee28a4 (__TEXT,__text) non-external _dump_stack_stash
0000000182ef1b08 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
0000000182ee678c (__TEXT,__text) non-external _eliminate_dead_code
0000000182ef1e78 (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000182eeb878 (__TEXT,__text) non-external _emit
0000000182eea53c (__TEXT,__text) non-external _emit_instruction
0000000182ef0dc0 (__TEXT,__text) non-external _emit_modifier_descriptor
0000000182eebc78 (__TEXT,__text) non-external _emit_string
0000000182eeb43c (__TEXT,__text) non-external _encode_address
0000000182edf38c (__TEXT,__text) non-external _end_expression
0000000182ed5794 (__TEXT,__text) non-external _eqv
0000000182ee632c (__TEXT,__text) non-external _expand_logical_conditions
0000000182ef6cd8 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000182ef2048 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _fileport_makeport (from libSystem)
0000000182ecffbc (__TEXT,__text) non-external (was a private external) _fill_vector
00000001d19cc5a8 (__DATA_CONST,__const) non-external _filter_info
0000000182ecff28 (__TEXT,__text) non-external _find_consecutive_cells
0000000182ed3614 (__TEXT,__text) non-external _find_slot_in_env
0000000182edf810 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000182ecedd0 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000182f1a24c (__TEXT,__const) non-external _gLatinCaseFold
0000000182f1a44c (__TEXT,__const) non-external _gLowerCaseTable
0000000182ed6dec (__TEXT,__text) non-external _gc
0000000182ed6050 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000182ed6274 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000182ef81ec (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000182ef5cf4 (__TEXT,__text) non-external _generate_syscallmask
0000000182ed5654 (__TEXT,__text) non-external (was a private external) _gensym
0000000182ef81c0 (__TEXT,__text) non-external _gensym.cold.1
0000000182ed00c8 (__TEXT,__text) non-external _get_cell
0000000182eeb804 (__TEXT,__text) non-external _get_current_data_address
0000000182ed1e9c (__TEXT,__text) non-external _inchar
0000000182f0b1e8 (__TEXT,__const) non-external _init_scm
0000000182eef168 (__TEXT,__text) non-external _inspect_iterate_items
0000000182ed527c (__TEXT,__text) non-external _is_any
0000000182eed2a4 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000182edcbb4 (__TEXT,__text) non-external (was a private external) _is_character
0000000182eed348 (__TEXT,__text) non-external (was a private external) _is_closure
0000000182eed370 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000182eed398 (__TEXT,__text) non-external (was a private external) _is_environment
0000000182eed320 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000182eed334 (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000182eda6a4 (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000182ed8290 (__TEXT,__text) non-external (was a private external) _is_integer
0000000182eed35c (__TEXT,__text) non-external (was a private external) _is_macro
0000000182ed88e4 (__TEXT,__text) non-external _is_nonneg
0000000182eee3a8 (__TEXT,__text) non-external _is_num_integer
0000000182ed573c (__TEXT,__text) non-external (was a private external) _is_number
0000000182ed41d8 (__TEXT,__text) non-external (was a private external) _is_pair
0000000182eed2f8 (__TEXT,__text) non-external (was a private external) _is_port
0000000182ee2178 (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000182eed30c (__TEXT,__text) non-external (was a private external) _is_proc
0000000182eed384 (__TEXT,__text) non-external (was a private external) _is_promise
0000000182ed88d0 (__TEXT,__text) non-external (was a private external) _is_string
0000000182ed8b00 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000182ef61cc (__TEXT,__text) non-external _is_unmodified_allow_instruction
0000000182eed200 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000182ed8298 (__TEXT,__text) non-external (was a private external) _ivalue
0000000182edc8d4 (__TEXT,__text) non-external _list_cost_estimate
0000000182edcaec (__TEXT,__text) non-external _list_star
0000000182ef7088 (__TEXT,__text) non-external _lookup_filter_info
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
0000000182ed7130 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000182ed338c (__TEXT,__text) non-external _mk_atom
0000000182ee2038 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000182ed63d0 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000182ed6418 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000182eda668 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000182ed6cf8 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000182ed3f94 (__TEXT,__text) non-external _mk_sharp_const
0000000182eed0bc (__TEXT,__text) non-external _mk_sharp_integer
0000000182ed03c0 (__TEXT,__text) non-external (was a private external) _mk_string
0000000182ed017c (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000182ecfd74 (__TEXT,__text) non-external _mk_vector
0000000182ef8244 (__TEXT,__text) non-external _mk_vector.cold.1
00000001d19cc268 (__DATA_CONST,__const) non-external _modifier_info
0000000182ee21cc (__TEXT,__text) non-external _move_to_next_node
0000000182ef36ac (__TEXT,__text) non-external _msgfilter_free_callback
0000000182ee4728 (__TEXT,__text) non-external _negate_instruction
00000001d19cc508 (__DATA_CONST,__const) non-external _network_filter_constants
0000000182ed0018 (__TEXT,__text) non-external _new_frame_in_env
0000000182ed04c0 (__TEXT,__text) non-external _new_slot_spec_in_env
0000000182ed5750 (__TEXT,__text) non-external _num_eq
0000000182edcb68 (__TEXT,__text) non-external _num_ge
0000000182ee209c (__TEXT,__text) non-external _num_gt
0000000182eed25c (__TEXT,__text) non-external _num_le
0000000182eed214 (__TEXT,__text) non-external _num_lt
00000001d91cd548 (__DATA_DIRTY,__bss) non-external _num_one
00000001d91cd538 (__DATA_DIRTY,__bss) non-external _num_zero
0000000182eda6b8 (__TEXT,__text) non-external (was a private external) _objvalue
0000000182ed0290 (__TEXT,__text) non-external _oblist_add_by_name
0000000182ed01d4 (__TEXT,__text) non-external _oblist_find_by_name
0000000182edf418 (__TEXT,__text) non-external _op_concat
0000000182edf97c (__TEXT,__text) non-external _operand_release
0000000182ef46e8 (__TEXT,__text) non-external _operation_expand
00000001d19cd860 (__DATA_CONST,__const) non-external _operation_info
00000001d19cd280 (__DATA_CONST,__const) non-external _operation_names
0000000182edf21c (__TEXT,__text) non-external _operator_precedence
0000000182ed0c5c (__TEXT,__text) non-external _opexe_0
0000000182ef8270 (__TEXT,__text) non-external _opexe_0.cold.1
0000000182ef829c (__TEXT,__text) non-external _opexe_0.cold.2
0000000182ed36dc (__TEXT,__text) non-external _opexe_1
0000000182ed41ec (__TEXT,__text) non-external _opexe_2
0000000182ed5284 (__TEXT,__text) non-external _opexe_3
0000000182ed5914 (__TEXT,__text) non-external _opexe_4
0000000182ed20d4 (__TEXT,__text) non-external _opexe_5
