00007ff841cdf250 (__DATA,__data) non-external _.compoundliteral
00007ff840524820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3277
00007ff8405182f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.99
00007ff840518100 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840518830 (__DATA_CONST,__const) non-external ___block_literal_global.254
00007ff840523f70 (__DATA_CONST,__const) non-external ___block_literal_global.2760
00007ff8405246b0 (__DATA_CONST,__const) non-external ___block_literal_global.3073
00007ff8405248b0 (__DATA_CONST,__const) non-external ___block_literal_global.3268
00007ff8405182a0 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff840519940 (__DATA_CONST,__const) non-external ___block_literal_global.565
00007ff840518140 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff840518890 (__DATA_CONST,__const) non-external ___block_literal_global.7.248
                 (undefined) external ___bzero (from libSystem)
00007ff803a0c4be (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803a0c264 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803a0c63d (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803a0fe61 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803a0dec5 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803a1aa62 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803a0fd90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803a1efe0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803a0b43d (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803a0f2f9 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803a0ed2a (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803a15bd5 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803a15b56 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803a02458 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803a091e8 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803a0dd3a (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803a18730 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803a1873e (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803a0d92a (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803a0dd0a (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803a1826b (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803a0e5d2 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803a0f9a7 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803a15d9c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff803a1a3c8 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803a15aec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff803a162c3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff803a179c9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff803a1de18 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841ce7250 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff803a1a43a (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803a0c0c6 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803a0cabf (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803a12d82 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803a0b918 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff8039fe56d (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803a1db9c (__TEXT,__text) non-external ___define_action_block_invoke.121
00007ff803a04bcc (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803a03a2d (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803a1c51b (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803a1c7fd (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8039ffbab (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803a11df5 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff8039ffa1e (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803a1b7a0 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803a15db3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff803a1a400 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803a15b03 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff803a162fb (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff803a17a13 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff803a1de86 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803a0b575 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803a182cb (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803a18f1a (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803a176d8 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803a1775d (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff803a10688 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff803a17410 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803a1744a (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.68
00007ff803a16c04 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803a0d279 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803a0d1e2 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803a19c9b (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803a0e704 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803a195f6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803a1c848 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803a1e50c (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803a1e4a2 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803a1e4d7 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803a1e130 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803a17d57 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff803a17dac (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke_2
00007ff803a03804 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803a09964 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803a1db2f (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803a1c9c5 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803a17dea (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803a0e0d6 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803a0e683 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803a1ae8b (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803a17f25 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803a17f78 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.20
00007ff803a0de0d (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803a153bf (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803a158f7 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803a1aca3 (__TEXT,__text) non-external ___sb_analyze_check_delegation_profile_block_invoke
00007ff803a0fad1 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803a165a9 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803a09d66 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803a186f0 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803a04539 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803a186d8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803a03857 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803a127d8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803a08a36 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803a127c4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803a07928 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803a18dc6 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803a00a2c (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803a02c3c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803a0dd73 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803a0dc49 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803a15f48 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803a11a48 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803a19e2f (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff8039fdd73 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803a09556 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803a1bf56 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803a1cc17 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803a1bfce (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803a1cbfc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803a1c046 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803a1cb7c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803a1c258 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803a1c2f7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803a1c4ca (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803a12c93 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803a1cabb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803a125ef (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803a045cc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803a0468c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803a1bbbf (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803a1bbd9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803a1bbf3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803a1bede (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803a1afd1 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803a19aae (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803a19b03 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803a19a2d (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803a19a86 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803a1cb3f (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803a1cb06 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803a19bc0 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803a1ad0b (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff8039fd9df (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841cdef30 (__DATA,__data) non-external __address_family_aliases_
00007ff803a17e88 (__TEXT,__text) non-external __annotate_instruction_order
00007ff803a12c62 (__TEXT,__text) non-external __buffer_close
00007ff803a12bad (__TEXT,__text) non-external __buffer_read
00007ff803a12b51 (__TEXT,__text) non-external __buffer_seek
00007ff803a02eb6 (__TEXT,__text) non-external __calculate_graft_position
00007ff803a19583 (__TEXT,__text) non-external __condition_list_diff
00007ff841ce6a60 (__DATA,__data) non-external __csop_aliases_
00007ff841ce1590 (__DATA,__data) non-external __csr_aliases_
00007ff803a1cc5f (__TEXT,__text) non-external __define_filter
00007ff8039fd35e (__TEXT,__text) non-external __define_list
00007ff8039fd5a2 (__TEXT,__text) non-external __define_symbol
00007ff841ce6b80 (__DATA,__data) non-external __errno_value_aliases_
00007ff841ce5540 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803a03478 (__TEXT,__text) non-external __flatten
00007ff803a11c51 (__TEXT,__text) non-external __free_error_pool
00007ff841cdf2c0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841ce1660 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841ce0010 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841ce3be0 (__DATA,__data) non-external __machtrap_aliases_
00007ff8039fd422 (__TEXT,__text) non-external __make_list_v
00007ff803a12e59 (__TEXT,__text) non-external __mbuf_close
00007ff803a1a179 (__TEXT,__text) non-external __mbuf_read
00007ff803a1a265 (__TEXT,__text) non-external __mbuf_seek
00007ff803a12ddb (__TEXT,__text) non-external __mbuf_write
00007ff841ce67b0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841ce3fc0 (__DATA,__data) non-external __mig_routine_aliases_
00007ff841ce65f0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803a0e635 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff8039fdaba (__TEXT,__text) non-external __parse_file
00007ff841ce1ee0 (__DATA,__data) non-external __persona_aliases_
00007ff803a16998 (__TEXT,__text) non-external __populate_atom_tables_profile
00007ff841ce1130 (__DATA,__data) non-external __privilege_aliases_
00007ff803a1173e (__TEXT,__text) non-external __push_match_byteset_instr
00007ff8039fa7f8 (__TEXT,__text) non-external __s_return
00007ff803a0c905 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803a0082e (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803a0fdbe (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803a15fc1 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803a02929 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803a15dcf (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803a07d5c (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803a192c4 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803a075b4 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff8039f6468 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803a1e93f (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803a07940 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803a1874c (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803a1a04d (__TEXT,__text) non-external __set_modifier_string
00007ff841ce1810 (__DATA,__data) non-external __signal_aliases_
00007ff841ce5a20 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841ce60c0 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841cdf1f0 (__DATA,__data) non-external __socket_type_aliases_
00007ff841ce1f60 (__DATA,__data) non-external __syscall_aliases_
00007ff841ce69c0 (__DATA,__data) non-external __task_special_port_aliases_
00007ff841ce1c00 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841ce1d10 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803a04604 (__TEXT,__text) non-external _all_args_pass_test
00007ff8039f7061 (__TEXT,__text) non-external _alloc_cellseg
00007ff803a06236 (__TEXT,__text) non-external _alloc_literal
00007ff8039ff2aa (__TEXT,__text) non-external _arg_is_condition
00007ff803a1cb97 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803a04a47 (__TEXT,__text) non-external _arg_is_modifier
00007ff8039ff31a (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff803a00eb8 (__TEXT,__text) non-external _assert_is_mutable
00007ff803a18d90 (__TEXT,__text) non-external _assert_is_mutable.321
00007ff803a139a4 (__TEXT,__text) non-external _atom2str
00007ff803a1f0ff (__TEXT,__text) non-external _atom2str.cold.1
00007ff803a1f122 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803a1f145 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803a1f168 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803a1f18b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803a1f1ae (__TEXT,__text) non-external _atom2str.cold.6
00007ff803a1f1d1 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803a1f1f4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff8039f94e3 (__TEXT,__text) non-external _backchar
00007ff8039fe4b1 (__TEXT,__text) non-external _backtrace_pop
00007ff803a1f073 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8039f7bc4 (__TEXT,__text) non-external _backtrace_push
00007ff803a1648f (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff803a0aff0 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803a0af7d (__TEXT,__text) non-external _can_combine_disjunction
00007ff803a0c223 (__TEXT,__text) non-external _candidate_list_lookup
00007ff803a0cc4f (__TEXT,__text) non-external _candidate_list_remove
00007ff803a0f4e9 (__TEXT,__text) non-external _candidate_set_release
00007ff8039ff20f (__TEXT,__text) non-external _car
00007ff8039ff25e (__TEXT,__text) non-external _cdr
00007ff803a0fb8a (__TEXT,__text) non-external _check_dependencies
00007ff803a1a8d2 (__TEXT,__text) non-external _check_instruction
00007ff803a1a9ce (__TEXT,__text) non-external _check_policy
00007ff803a1e526 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff8039f3fbe (__TEXT,__text) non-external _compile
00007ff8039fffa4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff8039ffd53 (__TEXT,__text) non-external _compute_hash
00007ff803a18593 (__TEXT,__text) non-external _compute_hash.234
00007ff803a03940 (__TEXT,__text) non-external _condition_free_callback
00007ff803a0edab (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803a154cd (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803a06921 (__TEXT,__text) non-external _construct_automaton
00007ff803a0f62e (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803a0b679 (__TEXT,__text) non-external _cse
00007ff803a0b98d (__TEXT,__text) non-external _cse_inferior_list
00007ff803a0b83d (__TEXT,__text) non-external _cse_multiple
00007ff803a0d453 (__TEXT,__text) non-external _dce
00007ff803a0129e (__TEXT,__text) non-external _decorate_condition
00007ff8039fde68 (__TEXT,__text) non-external _decorate_operation
00007ff803a1b29f (__TEXT,__text) non-external _define_action
00007ff803a1b700 (__TEXT,__text) non-external _define_combination_filter
00007ff803a1920f (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840516ad0 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803a094dc (__TEXT,__text) non-external _dump_stack_restore
00007ff803a0945a (__TEXT,__text) non-external _dump_stack_stash
00007ff803a181d9 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803a0d30d (__TEXT,__text) non-external _eliminate_dead_code
00007ff803a18e7f (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803a1153f (__TEXT,__text) non-external _emit
00007ff803a16b4d (__TEXT,__text) non-external _emit_atom_table
00007ff803a171e4 (__TEXT,__text) non-external _emit_bitmask
00007ff803a10716 (__TEXT,__text) non-external _emit_instruction
00007ff803a177b9 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803a1714d (__TEXT,__text) non-external _emit_network
00007ff803a16e6b (__TEXT,__text) non-external _emit_pattern
00007ff803a16f92 (__TEXT,__text) non-external _emit_regex
00007ff803a1193e (__TEXT,__text) non-external _emit_string
00007ff803a16a8b (__TEXT,__text) non-external _emit_variable_names
00007ff803a111b4 (__TEXT,__text) non-external _encode_address
00007ff803a062bf (__TEXT,__text) non-external _end_expression
00007ff8039fc9f4 (__TEXT,__text) non-external _eqv
00007ff803a0ce55 (__TEXT,__text) non-external _expand_logical_conditions
00007ff803a19c0c (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff803a1949e (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff8039f73f3 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840518d80 (__DATA_CONST,__const) non-external _filter_info
00007ff8039f735e (__TEXT,__text) non-external _find_consecutive_cells
00007ff8039fa85c (__TEXT,__text) non-external _find_slot_in_env
00007ff803a06720 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8039f6314 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8039fdf9f (__TEXT,__text) non-external _gc
00007ff8039fd2f1 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff8039fd570 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff803a1f02d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff803a1e165 (__TEXT,__text) non-external _generate_syscallmask
00007ff8039fc8a8 (__TEXT,__text) non-external (was a private external) _gensym
00007ff803a1f00a (__TEXT,__text) non-external _gensym.cold.1
00007ff8039f74fe (__TEXT,__text) non-external _get_cell
00007ff803a114e6 (__TEXT,__text) non-external _get_current_data_address
00007ff8039f9360 (__TEXT,__text) non-external _inchar
00007ff803a328e0 (__TEXT,__const) non-external _init_scm
00007ff803a14f38 (__TEXT,__text) non-external _inspect_iterate_items
00007ff8039fc472 (__TEXT,__text) non-external _is_any
00007ff803a12f1e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803a03922 (__TEXT,__text) non-external (was a private external) _is_character
00007ff803a12faf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803a12fd5 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff803a12ffb (__TEXT,__text) non-external (was a private external) _is_environment
00007ff803a12f88 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff803a12f9b (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803a01322 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8039ff3b5 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803a12fc2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff8039ff994 (__TEXT,__text) non-external _is_nonneg
00007ff803a14299 (__TEXT,__text) non-external _is_num_integer
00007ff8039fc996 (__TEXT,__text) non-external (was a private external) _is_number
00007ff8039fb4d2 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff803a12f5f (__TEXT,__text) non-external (was a private external) _is_port
00007ff803a08dcc (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff803a12f75 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803a12fe8 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff8039ff980 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8039ffb97 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff803a12e7f (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8039ff3c2 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803a03678 (__TEXT,__text) non-external _list_cost_estimate
00007ff803a03874 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff8039fe303 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
