                 (undefined) external _AnalyticsSendEventLazy (from CoreAnalytics)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CONTAINER_PERSONA_PRIMARY (from libSystem)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_BMStoreConfig (from BiomeStorage)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOutputStream (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSessionConfiguration (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
0000000257908318 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC20PegasusConfiguration14ConfigInternal
000000022f1de026 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 20PegasusConfiguration9RequestorOSHAASQ
000000022f1a954c (__TEXT,__text) non-external _block_copy_helper
000000022f1c881c (__TEXT,__text) non-external _block_copy_helper
000000022f1d2edc (__TEXT,__text) non-external _block_copy_helper
000000022f1c8aec (__TEXT,__text) non-external _block_copy_helper.16
000000022f1c8ae8 (__TEXT,__text) non-external _block_copy_helper.9
0000000259605320 (__AUTH_CONST,__const) non-external _block_descriptor
0000000259606b48 (__AUTH_CONST,__const) non-external _block_descriptor
00000002596072c0 (__AUTH_CONST,__const) non-external _block_descriptor
0000000259606b98 (__AUTH_CONST,__const) non-external _block_descriptor.11
0000000259606be8 (__AUTH_CONST,__const) non-external _block_descriptor.18
000000022f1a955c (__TEXT,__text) non-external _block_destroy_helper
000000022f1c882c (__TEXT,__text) non-external _block_destroy_helper
000000022f1d2eec (__TEXT,__text) non-external _block_destroy_helper
000000022f1c8af4 (__TEXT,__text) non-external _block_destroy_helper.10
000000022f1c8afc (__TEXT,__text) non-external _block_destroy_helper.17
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _confstr (from libSystem)
                 (undefined) external _container_copy_sandbox_token (from libSystem)
                 (undefined) external _container_error_copy_unlocalized_description (from libSystem)
                 (undefined) external _container_get_path (from libSystem)
                 (undefined) external _container_query_create (from libSystem)
                 (undefined) external _container_query_free (from libSystem)
                 (undefined) external _container_query_get_last_error (from libSystem)
                 (undefined) external _container_query_get_single_result (from libSystem)
                 (undefined) external _container_query_operation_set_flags (from libSystem)
                 (undefined) external _container_query_set_class (from libSystem)
                 (undefined) external _container_query_set_group_identifiers (from libSystem)
                 (undefined) external _container_query_set_persona_unique_string (from libSystem)
000000022f1d2ef4 (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_conditional
000000022f1c8834 (__TEXT,__text) non-external (was a private external) _dynamic_cast_existential_1_unconditional
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kSecPolicyNameAppleParsecService (from Security)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _nw_activity_complete_with_reason (from Network)
                 (undefined) external _nw_activity_create (from Network)
                 (undefined) external _nw_activity_is_activated (from Network)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
000000022f1a336c (__TEXT,__text) non-external _objectdestroy.50Tm
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _rootless_check_datavault_flag (from libSystem)
                 (undefined) external _rootless_convert_to_datavault (from libSystem)
                 (undefined) external _rootless_mkdir_datavault (from libSystem)
                 (undefined) external _sandbox_extension_consume (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_allocateGenericClassMetadata (from libswiftCore)
                 (undefined) external _swift_allocateGenericValueMetadata (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeBackToFront (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeFrontToBack (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_conformsToProtocol2 (from libswiftCore)
                 (undefined) external _swift_continuation_await (from libswift_Concurrency)
                 (undefined) external _swift_continuation_init (from libswift_Concurrency)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deallocPartialClassInstance (from libswiftCore)
                 (undefined) external _swift_defaultActor_deallocate (from libswift_Concurrency)
                 (undefined) external _swift_defaultActor_destroy (from libswift_Concurrency)
                 (undefined) external _swift_defaultActor_initialize (from libswift_Concurrency)
                 (undefined) external _swift_deletedAsyncMethodErrorTu (from libswift_Concurrency)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_dynamicCastClass (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClass (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getDynamicType (from libswiftCore)
                 (undefined) external _swift_getEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getMetatypeMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getSingletonMetadata (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_initStaticObject (from libswiftCore)
                 (undefined) external _swift_initStructMetadata (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_lookUpClassMethod (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_release_n (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_retain_n (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_storeEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_task_alloc (from libswift_Concurrency)
                 (undefined) external _swift_task_create (from libswift_Concurrency)
                 (undefined) external _swift_task_dealloc (from libswift_Concurrency)
                 (undefined) external _swift_task_switch (from libswift_Concurrency)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakAssign (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakDestroy (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakInit (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakLoadStrong (from libswiftCore)
                 (undefined) external _swift_updateClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_weakAssign (from libswiftCore)
                 (undefined) external _swift_weakDestroy (from libswiftCore)
                 (undefined) external _swift_weakInit (from libswiftCore)
                 (undefined) external _swift_weakLoadStrong (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
000000022f1dd810 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration0A14ConfigDelegateP
000000022f1de75c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration0A26ConfigContainerURLResolverP
000000022f1de2a8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration11NetworkTaskP
000000022f1de362 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration12SpanProtocolP
000000022f1de7d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration13ConfigFactoryP
000000022f1dde00 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration13ConfigFetcherP
000000022f1ddc24 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration13URLDataSourceP
000000022f1de38a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration15ActivityAdopterP
000000022f1ddf16 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration15ContextProtocolP
000000022f1ddda4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration16ConfigControllerP
000000022f1ddfd4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration17LifetimeTrackableP
000000022f1de08e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration18OSVariantInspectorP
000000022f1de116 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration19ActivityDescriptionP
000000022f1de1ba (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration19TransactionActivityP
000000022f1dddd0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration20ConfigAccessProviderP
000000022f1de6b8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration20DiskOperationMetricsP
000000022f1de188 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration21CoreAnalyticsActivityP
000000022f1dde2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration21NetworkRequestFactoryP
000000022f1de3c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration22ActivityMonitorAdopterP
000000022f1de4c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration22ResourceAccessProviderP
000000022f1ddb72 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration22SubActivityDescriptionP
000000022f1de3fa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration23ActivityMonitorDelegateP
000000022f1de25c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration23CrashSimulationActivityP
000000022f1de154 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration23__CoreAnalyticsActivityP
000000022f1ddc4e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration24URLDataSourceConvertibleP
000000022f1de1ea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration25__CrashSimulationActivityP
000000022f1de220 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration31OptionalCrashSimulationActivityP
000000022f1de7b4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s20PegasusConfiguration6ConfigP
000000022f1ddb5c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $sSY
000000022f1ddc06 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss12CaseIterableP
000000022f1de290 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 14ParentActivity_____Qz 20PegasusConfiguration22SubActivityDescriptionP
000000022f1dd87c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 20PegasusConfiguration13ConfigFactory_p
000000022f1dd96a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 20PegasusConfiguration6Config_p
000000022f1de3b6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 8Activity_____Qz 20PegasusConfiguration15ActivityAdopterP
000000022f1de146 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 8RawValueSYQz
000000022f1dd8f0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic BD
000000022f1dde96 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDyS2SG
000000022f1dda64 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDyS2SGSg
000000022f1de562 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSo8NSObjectCG
000000022f1de8b0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSo8NSObjectCGSg
000000022f1dde8a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____G 10Foundation12URLQueryItemV
000000022f1de43a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____G 20PegasusConfiguration15ActivityMonitorC13WeakReferenceC
000000022f1dda84 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSypG
000000022f1de078 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy__________G 20PegasusConfiguration24FeedbackStreamDescriptorO AA05BiomeD6ConfigV
000000022f1de830 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____ypG s11AnyHashableV
000000022f1ddb30 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS
000000022f1ddacc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS3key_yp5valuet
000000022f1de640 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS4path_t
000000022f1de03a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS7message_t
000000022f1ddb2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SSSg
000000022f1dde9e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySSG
000000022f1ddf62 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayScCySb_____GG s5NeverO
000000022f1de7a6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySsG
000000022f1ddbf4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration0A10ClientNameO
000000022f1de0da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration20Useragentpb_ClientIDO
000000022f1de61c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration21DataVaultStorageClassO
000000022f1de34a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration24FeedbackStreamDescriptorO
000000022f1ddf04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 20PegasusConfiguration26KnownAggregationRecipeNameO
000000022f1de576 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pG s7CVarArgP
000000022f1de8c6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pGSg s7CVarArgP
000000022f1de8d4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayyXlG
000000022f1ddac4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayypG
000000022f1dd918 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb
000000022f1ddf86 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScCySb_____G s5NeverO
000000022f1ddcc6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScCy___________pG 20PegasusConfiguration19URLDataSourceOutputV s5ErrorP
000000022f1dd996 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScPSg
000000022f1dd8f4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScTy___________pGSg 20PegasusConfiguration12ConfigResultV s5ErrorP
000000022f1dd908 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScTyyt_____GSg s5NeverO
000000022f1ddf74 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScTyyt______pGSg s5ErrorP
000000022f1ddb20 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sd
000000022f1ddb24 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SdSg
000000022f1ddaf0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si
000000022f1de0fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si______t 21InternalSwiftProtobuf8_NameMapV0D11DescriptionO
000000022f1ddc94 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So12NSURLSessionC
000000022f1ddd3e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13BMStoreConfigC
000000022f1dd868 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13NSFileManagerC
000000022f1dda8e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13NSURLResponseCSg
000000022f1de930 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14NSUserDefaultsC
000000022f1de81a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14NSUserDefaultsCSg
000000022f1de2f8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14OS_nw_activity_p
000000022f1de2e0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14OS_nw_activity_pSg
000000022f1de8dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So17OS_os_transaction_pSg
000000022f1de800 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectC
000000022f1dda18 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectCSg
000000022f1de894 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So9OS_os_logC
000000022f1ddc1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Spy_____G So16os_unfair_lock_sV
000000022f1de6a8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Ss_Ss7userdirt
000000022f1dd954 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Su
000000022f1dde84 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation13URLComponentsV
000000022f1de634 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation3URLV
000000022f1ddc88 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DataV
000000022f1ddb1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DateV
000000022f1de5dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4UUIDV
000000022f1ddbee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A10ClientNameO
000000022f1de034 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A15ConfigPathErrorO
000000022f1dd844 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A16ConfigControllerC
000000022f1ddaea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A16ConfigFetchErrorO
000000022f1dd958 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A25ConfigControllerInternalsV
000000022f1de756 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0A26ConfigContainerURLProviderV
000000022f1ddbc4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0B7ContextV
000000022f1de088 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0B7LoggingC
000000022f1dde5c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration0B7ManagerC
000000022f1de726 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration10ClientTypeO
000000022f1de2da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration11NetworkSpanC
000000022f1de750 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration11SessionTypeO
000000022f1de87a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration12ActivitySpanC
000000022f1de8a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration12ActivitySpanC0C4Data33_55A9FB28F9AE96D475E543700B8EFF43LLV
000000022f1dd95e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration12ConfigResultV
000000022f1ddf42 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration13ConfigContextV
000000022f1de6f6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration13DiskWriteSpanC
000000022f1de874 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration14AtomicPropertyC
000000022f1de814 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration14ConfigInternalC
000000022f1de710 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration14DiskWriteErrorO
000000022f1dd84a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15ActivityMonitorC
000000022f1de446 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15ActivityMonitorC13WeakReferenceC
000000022f1dd83e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15LocalCachePathsV
000000022f1dd8aa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC
000000022f1ddfbe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC0C5ErrorO
000000022f1ddf56 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC5State33_3A4A10173630CF733A77E96DD0593E7ALLV
000000022f1ddf5c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration15TaskCoordinatorC6Status33_3A4A10173630CF733A77E96DD0593E7ALLO
000000022f1ddd38 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17BiomeStreamConfigV
000000022f1dda56 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17ConfigFetchReasonO
000000022f1ddee2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17DeviceContextUtilV
000000022f1de6fc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration17DiskWriteActivityO
000000022f1de63a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration18DataVaultPathErrorO
000000022f1de508 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration18ResourceAccessSpanC
000000022f1ddb14 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19ConfigFetchThrottle33_D758D9336EA834F15B14E3FC78D6A6C8LLV
000000022f1dd8b6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19ConfigUsageReporter33_D758D9336EA834F15B14E3FC78D6A6C8LLC
000000022f1dd946 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19ConfigUsageReporter33_D758D9336EA834F15B14E3FC78D6A6C8LLC5StateC
000000022f1de79a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19DataWarehouseConfigV
000000022f1de7a0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19DataWarehouseConfigV7ContextV
000000022f1de5d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FederatedIdentifierV
000000022f1de5e2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FederatedIdentifierV10CodingKeys33_D82AAE62AA41801EAC09AF9206AC6A29LLO
000000022f1de072 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FeedbackStoreConfigV
000000022f1de35c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19FeedbackStreamErrorO
000000022f1ddc82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration19URLDataSourceOutputV
000000022f1dd8b0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration20ConfigTaskController33_D758D9336EA834F15B14E3FC78D6A6C8LLC
000000022f1ddc8e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration20URLSessionDataSource33_EEAC374B6C6B78E84C914C3750C38BD0LLC
000000022f1de0cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration20Useragentpb_ClientIDO
000000022f1de80e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration21ConfigFactoryInternalC
000000022f1de62e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration21DataVaultPathProviderV
