00007fff6e81f5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6e8302d0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource12DataServicedEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e83035e (__TEXT,__text) external __ZN25IODataQueueDispatchSource13Create_InvokeE5IORPCPFiyP15IODispatchQueuePPS_E
00007fff6e830242 (__TEXT,__text) external __ZN25IODataQueueDispatchSource13DataAvailableEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e821570 (__TEXT,__text) external __ZN25IODataQueueDispatchSource15IsDataAvailableEv
00007fff6e82144e (__TEXT,__text) external __ZN25IODataQueueDispatchSource16SendDataServicedEv
00007fff6e8213ec (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CheckForWork_ImplE5IORPCb
00007fff6e830510 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17CopyMemory_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP18IOMemoryDescriptorE
00007fff6e8213f8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17SendDataAvailableEv
00007fff6e830702 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007fff6e830768 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007fff6e8216a8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DequeueWithCoalesceEPbU13block_pointerFvPKvmE
00007fff6e821830 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19EnqueueWithCoalesceEjPbU13block_pointerFvPvmE
00007fff6e830630 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007fff6e830696 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007fff6e82fbc6 (__TEXT,__text) external __ZN25IODataQueueDispatchSource22SetDataServicedHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e830080 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23CopyDataServicedHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e82fa90 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23SetDataAvailableHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e82febe (__TEXT,__text) external __ZN25IODataQueueDispatchSource24CopyDataAvailableHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e8214b2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007fff6e830484 (__TEXT,__text) external __ZN25IODataQueueDispatchSource29SetDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007fff6e8305d0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30CopyDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007fff6e8303f8 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30SetDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007fff6e830570 (__TEXT,__text) external __ZN25IODataQueueDispatchSource31CopyDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00007fff6e82158e (__TEXT,__text) external __ZN25IODataQueueDispatchSource4PeekEU13block_pointerFvPKvmE
00007fff6e8214c2 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
00007fff6e821268 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
00007fff6e8395f9 (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
00007fff6e83961a (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
00007fff6e82f954 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
00007fff6e821668 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
00007fff6e8217f0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
00007fff6e82f896 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
00007fff6e82f8a0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
00007fff6e830caa (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
00007fff6e830dc0 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
00007fff6e831a18 (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e820ba0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007fff6e83176a (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
00007fff6e831bb2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
00007fff6e820954 (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
00007fff6e8318f4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
00007fff6e820c1e (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
00007fff6e831b4e (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
00007fff6e8316b0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007fff6e820c60 (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
00007fff6e831c80 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
00007fff6e83173c (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
00007fff6e831d0e (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
00007fff6e820998 (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007fff6e820914 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
00007fff6e8208ca (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
00007fff6e82089c (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
00007fff6e83956d (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_.cold.1
00007fff6e8315b8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
00007fff6e8315c2 (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
00007fff6e831dae (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
00007fff6e831e42 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
00007fff6e835618 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
00007fff6e8358c4 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
00007fff6e837fc8 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
00007fff6e83805c (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
00007fff6e82e8ce (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass3NewEP8OSObject
00007fff6e82e962 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass8DispatchE5IORPC
00007fff6e82f86e (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass3NewEP8OSObject
00007fff6e82f932 (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass8DispatchE5IORPC
00007fff6e831590 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass3NewEP8OSObject
00007fff6e831748 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass8DispatchE5IORPC
00007fff6e834fc2 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e820dc6 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE
00007fff6e834e76 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Create_CallEP12OSDictionaryyP15IODispatchQueuePPS_
00007fff6e835386 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource13Create_InvokeE5IORPCPFiP12OSDictionaryyP15IODispatchQueuePPS_E
00007fff6e820e44 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17CheckForWork_ImplE5IORPCb
00007fff6e835424 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00007fff6e835186 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20CopyNextNotificationEPyPP9IOServiceS0_PFiP15OSMetaClassBase5IORPCE
00007fff6e820e50 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE
00007fff6e8350f8 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource24ServiceNotificationReadyEP8OSActionPFiP15OSMetaClassBase5IORPCE
00007fff6e835582 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource27CopyNextNotification_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyPP9IOServiceS3_E
00007fff6e820d26 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00007fff6e8354b0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00007fff6e835516 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00007fff6e820ce6 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4freeEv
00007fff6e820c9c (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4initEv
00007fff6e820c66 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_
00007fff6e839590 (__TEXT,__text) non-external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_.cold.1
00007fff6e834db8 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource8DispatchE5IORPC
00007fff6e834dc2 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource9_DispatchEPS_5IORPC
00007fff6e836a62 (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion8DispatchE5IORPC
00007fff6e836aac (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion9_DispatchEPS_5IORPC
00007fff6e834d90 (__TEXT,__text) external __ZN44IOServiceNotificationDispatchSourceMetaClass3NewEP8OSObject
00007fff6e834e54 (__TEXT,__text) external __ZN44IOServiceNotificationDispatchSourceMetaClass8DispatchE5IORPC
00007fff6e836a3a (__TEXT,__text) external __ZN47OSAction_IOUserClient_KernelCompletionMetaClass3NewEP8OSObject
00007fff6e836ace (__TEXT,__text) external __ZN47OSAction_IOUserClient_KernelCompletionMetaClass8DispatchE5IORPC
00007fff6e83889e (__TEXT,__text) external __ZN47OSAction__IOBlockStorageDevice_KernelCompletion8DispatchE5IORPC
00007fff6e8388e8 (__TEXT,__text) external __ZN47OSAction__IOBlockStorageDevice_KernelCompletion9_DispatchEPS_5IORPC
00007fff6e838876 (__TEXT,__text) external __ZN56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass3NewEP8OSObject
00007fff6e83890a (__TEXT,__text) external __ZN56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass8DispatchE5IORPC
00007fff6e82692a (__TEXT,__text) external __ZN6OSData11appendBytesEPKS_
00007fff6e826920 (__TEXT,__text) external __ZN6OSData11appendBytesEPKvm
00007fff6e82682a (__TEXT,__text) external __ZN6OSData12withCapacityEj
00007fff6e826842 (__TEXT,__text) external __ZN6OSData15withBytesNoCopyEPvm
00007fff6e8267e2 (__TEXT,__text) external __ZN6OSData4freeEv
00007fff6e82684c (__TEXT,__text) external __ZN6OSData8withDataEPKS_
00007fff6e82687e (__TEXT,__text) external __ZN6OSData8withDataEPKS_mm
00007fff6e826838 (__TEXT,__text) external __ZN6OSData9withBytesEPKvm
00007fff6e82625e (__TEXT,__text) external __ZN7OSArray11withObjectsEPPK8OSObjectjj
00007fff6e8263ca (__TEXT,__text) external __ZN7OSArray12removeObjectEj
00007fff6e826254 (__TEXT,__text) external __ZN7OSArray12withCapacityEj
00007fff6e8263b8 (__TEXT,__text) external __ZN7OSArray13replaceObjectEjPK15OSMetaClassBase
00007fff6e826166 (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
00007fff6e826176 (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
00007fff6e826206 (__TEXT,__text) external __ZN7OSArray4freeEv
00007fff6e82631c (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
00007fff6e8262cc (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
00007fff6e8263aa (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
00007fff6e8262e2 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
00007fff6e8372fc (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00007fff6e821f96 (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00007fff6e821f5c (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00007fff6e8396ea (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00007fff6e837640 (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00007fff6e8372c0 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00007fff6e821f74 (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00007fff6e821d9e (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00007fff6e837440 (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00007fff6e8376e2 (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00007fff6e822054 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00007fff6e839730 (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00007fff6e821e3c (__TEXT,__text) external __ZN8OSAction4freeEv
00007fff6e8396a4 (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007fff6e821ebe (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007fff6e8396c7 (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007fff6e821d8e (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007fff6e837588 (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007fff6e82200a (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007fff6e83970d (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007fff6e837268 (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007fff6e821fae (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007fff6e837272 (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007fff6e826ace (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007fff6e826ae4 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007fff6e826c2e (__TEXT,__text) external __ZN8OSNumber4freeEv
00007fff6e837a64 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007fff6e837c02 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007fff6e837dc0 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007fff6e837e82 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007fff6e8202a2 (__TEXT,__text) external __ZN8OSObject4freeEv
00007fff6e820292 (__TEXT,__text) external __ZN8OSObject4initEv
00007fff6e8379d6 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007fff6e837a20 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007fff6e826980 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007fff6e82695c (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007fff6e82699a (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007fff6e82696e (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007fff6e826a86 (__TEXT,__text) external __ZN8OSString4freeEv
00007fff6e822714 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007fff6e8347b2 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007fff6e822a1e (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007fff6e8397bc (__TEXT,__text) non-external __ZN9IOService11Create_ImplEPS_PKcPS0_.cold.1
00007fff6e8397df (__TEXT,__text) non-external __ZN9IOService11Create_ImplEPS_PKcPS0_.cold.2
00007fff6e832cd8 (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007fff6e832c4e (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007fff6e8331c6 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007fff6e832e0a (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007fff6e833f74 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007fff6e833cb0 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007fff6e833b46 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007fff6e833772 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007fff6e833932 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007fff6e834908 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007fff6e83361a (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007fff6e82289a (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007fff6e833e12 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007fff6e834c4e (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007fff6e832ed6 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007fff6e8332fc (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007fff6e83465a (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007fff6e8228d2 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007fff6e83487a (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007fff6e834bea (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007fff6e832db8 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007fff6e834b46 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007fff6e8349d8 (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007fff6e834a54 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007fff6e822924 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007fff6e834486 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007fff6e83498c (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007fff6e834b98 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007fff6e8226c4 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007fff6e832d62 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007fff6e834d20 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007fff6e8211ea (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007fff6e821232 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007fff6e834ca0 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007fff6e821012 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007fff6e8210ee (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007fff6e8395d6 (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007fff6e8211ba (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007fff6e8211d2 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007fff6e82113c (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007fff6e821184 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007fff6e833090 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007fff6e8202d4 (__TEXT,__text) external __ZN9IOService4freeEv
00007fff6e822506 (__TEXT,__text) external __ZN9IOService4initEv
00007fff6e839799 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007fff6e832f5a (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007fff6e834144 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007fff6e83347e (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007fff6e832a10 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007fff6e822752 (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007fff6e83432e (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007fff6e832a1a (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007fff6e826ccc (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007fff6e825980 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007fff6e825990 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6e825a8a (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007fff6e825f54 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6e825d48 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007fff6e825a6e (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007fff6e825e2c (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007fff6e825f44 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007fff6e8259a0 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007fff6e8259e2 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007fff6e825e38 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007fff6e830c7e (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007fff6e81ddca (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007fff6e81dd6c (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007fff6e81d630 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007fff6e81dd72 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007fff6e81ddbe (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007fff6e831564 (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007fff6e8307d4 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007fff6e831d82 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007fff6e8355ec (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007fff6e836af0 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007fff6e83892c (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007fff6e82690e (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007fff6e8268ce (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007fff6e8266d2 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007fff6e826700 (__TEXT,__text) external __ZNK6OSData9getLengthEv
