00007ff8400abd80 (__DATA,__data) non-external _C
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800b5f99e (__TEXT,__text) external _fgetc
00007ff800b5fa4e (__TEXT,__text) external _fgetln
00007ff800b5fbde (__TEXT,__text) external _fgetpos
00007ff800b5fc03 (__TEXT,__text) external _fgets
00007ff800b5fd51 (__TEXT,__text) external _fgetwc
00007ff800b5fe7a (__TEXT,__text) external _fgetwc_l
00007ff800b5ff9a (__TEXT,__text) external _fgetwln
00007ff800b5fee5 (__TEXT,__text) external _fgetwln_l
00007ff800b601a0 (__TEXT,__text) external _fgetws
00007ff800b5ffc2 (__TEXT,__text) external _fgetws_l
00007ff8400acaa8 (__DATA,__data) non-external _filelist_lock
00007ff800b601c8 (__TEXT,__text) external _fileno
00007ff800b601ec (__TEXT,__text) external _fileno_unlocked
00007ff800b630f9 (__TEXT,__text) non-external _find_temp_path
00007ff800b7bd4c (__TEXT,__text) non-external _first_wday_of
00007ff800b9f430 (__TEXT,__const) non-external _fiveToThe1000
00007ff800b5f162 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800b43a26 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff800b7e973 (__TEXT,__text) external _fmemopen
00007ff800b7ec05 (__TEXT,__text) non-external _fmemopen_close
00007ff800b7eaf2 (__TEXT,__text) non-external _fmemopen_read
00007ff800b7ebab (__TEXT,__text) non-external _fmemopen_seek
00007ff800b7eb3c (__TEXT,__text) non-external _fmemopen_write
00007ff840076b00 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800b4cdb4 (__TEXT,__text) external _fmtcheck
00007ff800b4d364 (__TEXT,__text) external _fmtmsg
00007ff800b4d8df (__TEXT,__text) external _fnmatch
00007ff800b60719 (__TEXT,__text) external _fopen
00007ff800b9c362 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800b3e310 (__TEXT,__text) external _fork
00007ff800b60816 (__TEXT,__text) external _fprintf
00007ff800b608da (__TEXT,__text) external _fprintf_l
00007ff8400acd08 (__DATA,__data) non-external _fptr
00007ff800b60976 (__TEXT,__text) external _fpurge
00007ff800b609f4 (__TEXT,__text) external _fputc
00007ff800b60a5b (__TEXT,__text) external _fputs
00007ff800b60bc8 (__TEXT,__text) external _fputwc
00007ff800b60c2e (__TEXT,__text) external _fputwc_l
00007ff800b60e03 (__TEXT,__text) external _fputws
00007ff800b60ca1 (__TEXT,__text) external _fputws_l
00007ff800b60fb2 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800b3ca1c (__TEXT,__text) external _free_printf_comp
00007ff800b3cd8a (__TEXT,__text) external _free_printf_domain
00007ff800b3b321 (__TEXT,__text) external _freelocale
00007ff800b61241 (__TEXT,__text) external _freopen
00007ff800b61590 (__TEXT,__text) external _fscanf
00007ff800b616aa (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800b617c7 (__TEXT,__text) external _fseek
00007ff800b61c62 (__TEXT,__text) external _fseeko
00007ff800b61cc6 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800b34a3c (__TEXT,__text) external _fstatvfs
00007ff8400ab720 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800b3ea47 (__TEXT,__text) external _fsync_volume_np
00007ff800b61cd5 (__TEXT,__text) external _ftell
00007ff800b61cdf (__TEXT,__text) external _ftello
00007ff800b7620d (__TEXT,__text) external _ftime
00007ff800b4ea70 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800b5f198 (__TEXT,__text) external _ftrylockfile
00007ff800b3742b (__TEXT,__text) non-external _fts_alloc
00007ff800b364e8 (__TEXT,__text) non-external _fts_build
00007ff800b9d6c7 (__TEXT,__text) non-external _fts_build.cold.1
00007ff800b9d6c7 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800b9d6c7 (__TEXT,__text) non-external _fts_build.cold.3
00007ff800b9d6c7 (__TEXT,__text) non-external _fts_build.cold.4
00007ff800b9d6c7 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800b9d6c7 (__TEXT,__text) non-external _fts_build.cold.6
00007ff800b3726f (__TEXT,__text) external _fts_children
00007ff800b35d80 (__TEXT,__text) external _fts_close
00007ff800b35ebc (__TEXT,__text) non-external _fts_fchdir
00007ff800b35e88 (__TEXT,__text) non-external _fts_free
00007ff800b371b8 (__TEXT,__text) non-external _fts_load
00007ff800b359c4 (__TEXT,__text) external _fts_open
00007ff800b35ce4 (__TEXT,__text) external _fts_open_b
00007ff800b373ba (__TEXT,__text) non-external _fts_palloc
00007ff800b35ed6 (__TEXT,__text) external _fts_read
00007ff800b36322 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800b3724c (__TEXT,__text) external _fts_set
00007ff800b374bc (__TEXT,__text) non-external _fts_sort
00007ff800b375d7 (__TEXT,__text) non-external _fts_stat2
00007ff800b38970 (__TEXT,__text) external _ftw
00007ff800b5f1cc (__TEXT,__text) external _funlockfile
00007ff800b61eaa (__TEXT,__text) external _funopen
00007ff800b6231f (__TEXT,__text) external _fwide
00007ff800b6237c (__TEXT,__text) external _fwprintf
00007ff800b62440 (__TEXT,__text) external _fwprintf_l
00007ff800b624dc (__TEXT,__text) external _fwrite
00007ff800b625ee (__TEXT,__text) external _fwscanf
00007ff800b626b2 (__TEXT,__text) external _fwscanf_l
00007ff800b3c777 (__TEXT,__text) external _fxprintf
00007ff800b3d22e (__TEXT,__text) external _fxprintf_exec
00007ff8400ace58 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800b8809a (__TEXT,__text) external _gcvt
00007ff800b4b004 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400add88 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400ac360 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800b33710 (__TEXT,__text) non-external _generalSlowpath
00007ff800b9d4dd (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800b9d618 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800b9d63b (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800b9d65e (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800b9d681 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800b9d500 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800b9d523 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800b9d546 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800b9d569 (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800b9d58c (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800b9d5af (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800b9d5d2 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800b9d5f5 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff8400add04 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8400add18 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8400add08 (__DATA,__bss) non-external _get_clock.last
00007ff800b4ce29 (__TEXT,__text) non-external _get_next_format
00007ff800b4cf74 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800b4cf22 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800b4eae2 (__TEXT,__text) external _getbsize
00007ff8400adde0 (__DATA,__bss) non-external _getbsize.header
00007ff800b6274e (__TEXT,__text) external _getc
00007ff800b62795 (__TEXT,__text) external _getc_unlocked
00007ff800b627bb (__TEXT,__text) external _getchar
00007ff800b62806 (__TEXT,__text) external _getchar_unlocked
00007ff800b505b7 (__TEXT,__text) external _getcwd
00007ff800b3c0a4 (__TEXT,__text) external _getdate
00007ff8400adcb8 (__DATA,__bss) non-external _getdate.tm
00007ff8400b8a98 (__DATA,__common) external _getdate_err
00007ff800b62836 (__TEXT,__text) external _getdelim
00007ff800b352f7 (__TEXT,__text) external _getdiskbyname
00007ff8400adbc0 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800b4edde (__TEXT,__text) non-external _getent
00007ff800b7ff40 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800b3ec20 (__TEXT,__text) external _gethostid
00007ff800b505c6 (__TEXT,__text) external _gethostname
00007ff800b62ae7 (__TEXT,__text) external _getline
00007ff800b37a78 (__TEXT,__text) external _getloadavg
00007ff800b506d2 (__TEXT,__text) external _getmntinfo
00007ff8400ade28 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800b506f8 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800b507b4 (__TEXT,__text) external _getmntinfo_r_np
00007ff800b51c90 (__TEXT,__text) external _getmode
00007ff800b78553 (__TEXT,__text) non-external _getoffset
00007ff800b7ff8d (__TEXT,__text) external _getopt
00007ff8400acca8 (__DATA,__data) non-external _getopt.place
00007ff800b801d0 (__TEXT,__text) non-external _getopt_internal
00007ff800b9ead2 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8400accb0 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800b801c0 (__TEXT,__text) external _getopt_long
00007ff800b807c2 (__TEXT,__text) external _getopt_long_only
00007ff800b5080c (__TEXT,__text) external _getpagesize
00007ff8400ade40 (__DATA,__bss) non-external _getpagesize.value
00007ff800b50885 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800b508f9 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800b78584 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800b62af9 (__TEXT,__text) external _gets
00007ff800ba0ae0 (__TEXT,__const) non-external _gets.w
00007ff8400af8c8 (__DATA,__bss) non-external _gets.warned
00007ff800b7897c (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800b80c05 (__TEXT,__text) external _getsubopt
00007ff800b3e3e0 (__TEXT,__text) external _gettimeofday
00007ff8400add7c (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400add80 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400add78 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800b37ca3 (__TEXT,__text) external _getttyent
00007ff8400adc10 (__DATA,__bss) non-external _getttyent.line
00007ff840076318 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8400adbd0 (__DATA,__bss) non-external _getttyent.tty
00007ff800b37b49 (__TEXT,__text) external _getttynam
00007ff800b35960 (__TEXT,__text) non-external _gettype
00007ff800b383cc (__TEXT,__text) external _getusershell
00007ff800b38689 (__TEXT,__text) external _getvfsbyname
00007ff800b62bae (__TEXT,__text) external _getw
00007ff800b62be9 (__TEXT,__text) external _getwc
00007ff800b62c11 (__TEXT,__text) external _getwc_l
00007ff800b62c1b (__TEXT,__text) external _getwchar
00007ff800b62c4d (__TEXT,__text) external _getwchar_l
00007ff800b3ec91 (__TEXT,__text) external _getwd
00007ff800b784d3 (__TEXT,__text) non-external _getzname
00007ff800ba0db4 (__TEXT,__const) non-external _gmt
00007ff800b78a91 (__TEXT,__text) non-external _gmt_init
00007ff8400acc40 (__DATA,__data) non-external _gmt_once
00007ff800b77d91 (__TEXT,__text) external _gmtime
00007ff8400b4218 (__DATA,__bss) non-external _gmtime_key
00007ff8400b4214 (__DATA,__bss) non-external _gmtime_key_error
00007ff800b77e2f (__TEXT,__text) non-external _gmtime_key_init
00007ff8400acc30 (__DATA,__data) non-external _gmtime_once
00007ff800b77eb7 (__TEXT,__text) external _gmtime_r
00007ff800b7735f (__TEXT,__text) non-external _gmtload
00007ff8400b4258 (__DATA,__bss) non-external _gmtmem
00007ff800b77e53 (__TEXT,__text) non-external _gmtsub
00007ff800ba0f50 (__TEXT,__const) non-external _gnuoptchar
00007ff8400ade08 (__DATA,__bss) non-external _gottoprec
00007ff800b87c53 (__TEXT,__text) external _grantpt
00007ff800b6b908 (__TEXT,__text) non-external _grouping_init
00007ff800b7244e (__TEXT,__text) non-external _grouping_init
00007ff800b6baaf (__TEXT,__text) non-external _grouping_print
00007ff800b72690 (__TEXT,__text) non-external _grouping_print
00007ff8400b8a78 (__DATA,__bss) non-external _handlers
00007ff800b4500c (__TEXT,__text) non-external _hash4
00007ff800b43bdf (__TEXT,__text) non-external _hash_access
00007ff800b4347b (__TEXT,__text) non-external _hash_close
00007ff800b86514 (__TEXT,__text) external _hash_create
00007ff800b434ac (__TEXT,__text) non-external _hash_delete
00007ff800b8659c (__TEXT,__text) external _hash_destroy
00007ff800b43509 (__TEXT,__text) non-external _hash_fd
00007ff800b43538 (__TEXT,__text) non-external _hash_get
00007ff800b867e2 (__TEXT,__text) external _hash_purge
00007ff800b4357d (__TEXT,__text) non-external _hash_put
00007ff800b86666 (__TEXT,__text) external _hash_search
00007ff800b435e4 (__TEXT,__text) non-external _hash_seq
00007ff800b86856 (__TEXT,__text) external _hash_stats
00007ff800b4383f (__TEXT,__text) non-external _hash_sync
00007ff800b86778 (__TEXT,__text) external _hash_traverse
00007ff800b80d30 (__TEXT,__text) external _hcreate
00007ff800b43361 (__TEXT,__text) non-external _hdestroy
00007ff800b80dfe (__TEXT,__text) external _hdestroy
00007ff800b80f2f (__TEXT,__text) external _heapsort
00007ff800b88308 (__TEXT,__text) external _heapsort_b
00007ff800b9f220 (__TEXT,__const) non-external _hexdigit
00007ff800ba3a00 (__TEXT,__cstring) non-external _hexlist
00007ff8400adc78 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800b80e7a (__TEXT,__text) external _hsearch
00007ff8400b8a10 (__DATA,__bss) non-external _htable
00007ff8400b8a18 (__DATA,__bss) non-external _htablesize
00007ff800ba0f30 (__TEXT,__const) non-external _illoptchar
00007ff800ba1020 (__TEXT,__const) non-external _illoptstring
00007ff800b811b1 (__TEXT,__text) external _imaxabs
00007ff800b811c1 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800b33fe4 (__TEXT,__text) non-external _infinity
00007ff800b342d0 (__TEXT,__text) non-external _initMPFromDigits
00007ff800b9f320 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800b38400 (__TEXT,__text) non-external _initshells
00007ff800b85191 (__TEXT,__text) external _initstate
00007ff800b81bbe (__TEXT,__text) non-external _insertionsort
00007ff800b89e9e (__TEXT,__text) non-external _insertionsort
00007ff800b811f0 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800b394e6 (__TEXT,__text) external _isalnum
00007ff800b39c37 (__TEXT,__text) external _isalnum_l
00007ff800b3954a (__TEXT,__text) external _isalpha
00007ff800b39c9b (__TEXT,__text) external _isalpha_l
00007ff800b394d5 (__TEXT,__text) external _isascii
00007ff800b50907 (__TEXT,__text) external _isatty
00007ff800b395a8 (__TEXT,__text) external _isblank
00007ff800b39cf9 (__TEXT,__text) external _isblank_l
00007ff800b39606 (__TEXT,__text) external _iscntrl
00007ff800b39d57 (__TEXT,__text) external _iscntrl_l
00007ff800b39664 (__TEXT,__text) external _isdigit
00007ff800b39db5 (__TEXT,__text) external _isdigit_l
00007ff800b39687 (__TEXT,__text) external _isgraph
00007ff800b39e13 (__TEXT,__text) external _isgraph_l
00007ff800b399b8 (__TEXT,__text) external _ishexnumber
00007ff800b39e71 (__TEXT,__text) external _ishexnumber_l
00007ff800b39a16 (__TEXT,__text) external _isideogram
00007ff800b39ecf (__TEXT,__text) external _isideogram_l
00007ff800b396e5 (__TEXT,__text) external _islower
00007ff800b39f2d (__TEXT,__text) external _islower_l
00007ff800b39a74 (__TEXT,__text) external _isnumber
00007ff800b39f8b (__TEXT,__text) external _isnumber_l
00007ff800b39ad2 (__TEXT,__text) external _isphonogram
00007ff800b39fe9 (__TEXT,__text) external _isphonogram_l
00007ff800b39743 (__TEXT,__text) external _isprint
00007ff800b3a047 (__TEXT,__text) external _isprint_l
00007ff800b397a1 (__TEXT,__text) external _ispunct
00007ff800b3a0a5 (__TEXT,__text) external _ispunct_l
00007ff800b39b30 (__TEXT,__text) external _isrune
00007ff800b3a103 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800b397ff (__TEXT,__text) external _isspace
00007ff800b3a16c (__TEXT,__text) external _isspace_l
00007ff800b39b92 (__TEXT,__text) external _isspecial
00007ff800b3a1ca (__TEXT,__text) external _isspecial_l
00007ff800b544cb (__TEXT,__text) non-external _istrsenvisx
00007ff800b9e484 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800b9e4a7 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800b9e4ca (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800b9e4ed (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800b54c7c (__TEXT,__text) non-external _istrsenvisxl
00007ff800b3985d (__TEXT,__text) external _isupper
00007ff800b3a228 (__TEXT,__text) external _isupper_l
00007ff800b3a330 (__TEXT,__text) external _iswalnum
00007ff800b3a7bc (__TEXT,__text) external _iswalnum_l
00007ff800b3a394 (__TEXT,__text) external _iswalpha
00007ff800b3a820 (__TEXT,__text) external _iswalpha_l
00007ff800b3acd9 (__TEXT,__text) external _iswascii
00007ff800b3ac7b (__TEXT,__text) external _iswblank
00007ff800b3af22 (__TEXT,__text) external _iswblank_l
00007ff800b3a3f2 (__TEXT,__text) external _iswcntrl
00007ff800b3a87e (__TEXT,__text) external _iswcntrl_l
00007ff800b3a450 (__TEXT,__text) external _iswctype
00007ff800b3a8dc (__TEXT,__text) external _iswctype_l
00007ff800b3a4ba (__TEXT,__text) external _iswdigit
00007ff800b3a94d (__TEXT,__text) external _iswdigit_l
00007ff800b3a4dd (__TEXT,__text) external _iswgraph
00007ff800b3a9ab (__TEXT,__text) external _iswgraph_l
00007ff800b3acea (__TEXT,__text) external _iswhexnumber
00007ff800b3af80 (__TEXT,__text) external _iswhexnumber_l
00007ff800b3ad48 (__TEXT,__text) external _iswideogram
00007ff800b3afde (__TEXT,__text) external _iswideogram_l
00007ff800b3a53b (__TEXT,__text) external _iswlower
00007ff800b3aa09 (__TEXT,__text) external _iswlower_l
00007ff800b3ada6 (__TEXT,__text) external _iswnumber
00007ff800b3b03c (__TEXT,__text) external _iswnumber_l
00007ff800b3ae04 (__TEXT,__text) external _iswphonogram
00007ff800b3b09a (__TEXT,__text) external _iswphonogram_l
00007ff800b3a599 (__TEXT,__text) external _iswprint
00007ff800b3aa67 (__TEXT,__text) external _iswprint_l
00007ff800b3a5f7 (__TEXT,__text) external _iswpunct
00007ff800b3aac5 (__TEXT,__text) external _iswpunct_l
00007ff800b3ae62 (__TEXT,__text) external _iswrune
00007ff800b3b0f8 (__TEXT,__text) external _iswrune_l
00007ff800b3a655 (__TEXT,__text) external _iswspace
00007ff800b3ab23 (__TEXT,__text) external _iswspace_l
00007ff800b3aec4 (__TEXT,__text) external _iswspecial
00007ff800b3b161 (__TEXT,__text) external _iswspecial_l
00007ff800b3a6b3 (__TEXT,__text) external _iswupper
00007ff800b3ab81 (__TEXT,__text) external _iswupper_l
00007ff800b3a711 (__TEXT,__text) external _iswxdigit
00007ff800b3abdf (__TEXT,__text) external _iswxdigit_l
00007ff800b398bb (__TEXT,__text) external _isxdigit
00007ff800b3a286 (__TEXT,__text) external _isxdigit_l
00007ff800b509a1 (__TEXT,__text) external _jrand48
00007ff840076610 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800b3ecc9 (__TEXT,__text) external _killpg
00007ff800b87e42 (__TEXT,__text) external _l64a
00007ff8400b8a68 (__DATA,__bss) non-external _l64a.buf
00007ff800b81219 (__TEXT,__text) external _labs
00007ff800b56b9f (__TEXT,__text) non-external _largesearch
00007ff8400b89c0 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8400acae8 (__DATA,__data) non-external _lastglue
00007ff800b3488c (__TEXT,__text) external _lchflags
00007ff800b348c6 (__TEXT,__text) external _lchmod
00007ff8400af9a0 (__DATA,__bss) non-external _lcl_TZname
00007ff8400af990 (__DATA,__bss) non-external _lcl_is_set
00007ff8400acb40 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400afaa0 (__DATA,__bss) non-external _lclmem
00007ff800b509e1 (__TEXT,__text) external _lcong48
00007ff800b81229 (__TEXT,__text) external _ldiv
00007ff800b81306 (__TEXT,__text) external _lfind
00007ff800b6594d (__TEXT,__text) non-external _lflush
00007ff8400b8aa8 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff800b3eaa2 (__TEXT,__text) external _libc_set_introspection_hooks
00007ff800b9d6ff (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff800b9d720 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff800b9d741 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff800b9d762 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff800b5e3cc (__TEXT,__text) external _link_addr
00007ff800b5e550 (__TEXT,__text) external _link_ntoa
00007ff8400ae090 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800b81258 (__TEXT,__text) external _llabs
00007ff800b81268 (__TEXT,__text) external _lldiv
00007ff800b5ea96 (__TEXT,__text) non-external _loadCat
00007ff800b5af44 (__TEXT,__text) non-external _loadlocale
00007ff800b59551 (__TEXT,__text) external _localeconv
00007ff800b593bb (__TEXT,__text) external _localeconv_l
00007ff800b9e533 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800b9e545 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800b77c4f (__TEXT,__text) external _localtime
00007ff8400b4210 (__DATA,__bss) non-external _localtime_key
00007ff8400b4208 (__DATA,__bss) non-external _localtime_key_error
00007ff800b77d1e (__TEXT,__text) non-external _localtime_key_init
00007ff8400acc20 (__DATA,__data) non-external _localtime_once
00007ff800b77d42 (__TEXT,__text) external _localtime_r
00007ff800b9b8dc (__TEXT,__text) external _lockf
00007ff800b50a24 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800b3d4e5 (__TEXT,__text) external _login_tty
00007ff800b56c01 (__TEXT,__text) non-external _lookup_substsearch
00007ff800b9e510 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800b50af4 (__TEXT,__text) external _lrand48
00007ff800b81297 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800b3490b (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840076380 (__DATA_CONST,__const) non-external _mapping
00007ff800b595fd (__TEXT,__text) external _mblen
00007ff800b59579 (__TEXT,__text) external _mblen_l
00007ff800b596ce (__TEXT,__text) external _mbrlen
00007ff800b59685 (__TEXT,__text) external _mbrlen_l
00007ff800b59765 (__TEXT,__text) external _mbrtowc
00007ff800b59720 (__TEXT,__text) external _mbrtowc_l
00007ff800b597de (__TEXT,__text) external _mbsinit
00007ff800b597ab (__TEXT,__text) external _mbsinit_l
00007ff800b5985b (__TEXT,__text) external _mbsnrtowcs
00007ff800b59816 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800b599f2 (__TEXT,__text) external _mbsrtowcs
00007ff800b599a7 (__TEXT,__text) external _mbsrtowcs_l
00007ff800b59af1 (__TEXT,__text) external _mbstowcs
00007ff800b59a46 (__TEXT,__text) external _mbstowcs_l
00007ff800b59c31 (__TEXT,__text) external _mbtowc
00007ff800b59ba1 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800b7c04d (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800b8efaf (__TEXT,__text) external _memset_s
00007ff800b5e3bd (__TEXT,__text) non-external _memstream_close
00007ff800b5e331 (__TEXT,__text) non-external _memstream_seek
00007ff800b9e578 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800b9e59b (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800b5e219 (__TEXT,__text) non-external _memstream_update
00007ff800b9e557 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800b5e246 (__TEXT,__text) non-external _memstream_write
00007ff800b81358 (__TEXT,__text) external _mergesort
00007ff800b8960f (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800b63570 (__TEXT,__text) external _mkdtemp
00007ff800b635df (__TEXT,__text) external _mkdtempat_np
00007ff800b634b5 (__TEXT,__text) external _mkostemp
00007ff800b63091 (__TEXT,__text) external _mkostemps
00007ff800b633c9 (__TEXT,__text) external _mkostempsat_np
00007ff800b3d995 (__TEXT,__text) external _mkpath_np
00007ff800b3d9ab (__TEXT,__text) external _mkpathat_np
00007ff800b63523 (__TEXT,__text) external _mkstemp
00007ff800b6370b (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800b63425 (__TEXT,__text) external _mkstemps
00007ff800b63472 (__TEXT,__text) external _mkstempsat_np
00007ff800b636c9 (__TEXT,__text) external _mktemp
00007ff800b7820b (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff800ba0dc0 (__TEXT,__const) non-external _mon_lengths
00007ff800b394b1 (__TEXT,__text) external _monaddition
00007ff800b394c9 (__TEXT,__text) external _moncontrol
00007ff800b394cf (__TEXT,__text) external _moncount
00007ff800b394a5 (__TEXT,__text) external _moninit
00007ff800b394c3 (__TEXT,__text) external _monitor
00007ff800b394bd (__TEXT,__text) external _monoutput
00007ff800b394b7 (__TEXT,__text) external _monreset
00007ff800b394ab (__TEXT,__text) external _monstartup
00007ff800b6045e (__TEXT,__text) non-external _moreglue
00007ff800b468d0 (__TEXT,__text) non-external _mpool_bkt
00007ff800b46b42 (__TEXT,__text) external _mpool_close
00007ff800b46821 (__TEXT,__text) external _mpool_filter
00007ff800b4699d (__TEXT,__text) external _mpool_get
00007ff800b4683c (__TEXT,__text) external _mpool_new
00007ff800b9dbd9 (__TEXT,__text) non-external _mpool_new.cold.1
