00007ff84391b6b0 (__DATA,__data) external _NDR_record
00007ff802e06b11 (__TEXT,__text) external _mach_ports_register
00007ff802e1106b (__TEXT,__text) non-external _mach_ports_register_legacy
00007ff802e00a54 (__TEXT,__text) external _mach_reply_port
00007ff802e0f70e (__TEXT,__text) external _mach_right_recv_construct
00007ff802e0f7bb (__TEXT,__text) external _mach_right_recv_destruct
00007ff802e0f81c (__TEXT,__text) external _mach_right_send_create
00007ff802e0f8f9 (__TEXT,__text) external _mach_right_send_once_consume
00007ff802e0f8ab (__TEXT,__text) external _mach_right_send_once_create
00007ff802e044d6 (__TEXT,__text) external _mach_right_send_release
00007ff802e0f85e (__TEXT,__text) external _mach_right_send_retain
00007ff802e18c4e (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
00007ff802e18cdf (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00007ff802e11033 (__TEXT,__text) external _mach_task_is_self
00007ff802e0f709 (__TEXT,__text) external _mach_task_self
00007ff8436e4ad8 (__DATA_DIRTY,__common) external _mach_task_self_
00007ff802e0d712 (__TEXT,__text) external _mach_task_special_port_description
00007ff84008fd50 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00007ff802e0d7d8 (__TEXT,__text) external _mach_task_special_port_for_id
00007ff84391b5f0 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
00007ff802e055ca (__TEXT,__text) external _mach_thread_self
00007ff802e0d728 (__TEXT,__text) external _mach_thread_special_port_description
00007ff84008fdb0 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00007ff802e0d7e9 (__TEXT,__text) external _mach_thread_special_port_for_id
00007ff84391b650 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff802e00e5c (__TEXT,__text) external _mach_timebase_info
00007ff8436e4a50 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
00007ff802e00c10 (__TEXT,__text) external _mach_timebase_info_trap
00007ff802e02702 (__TEXT,__text) external _mach_vm_allocate
00007ff802e20c1e (__TEXT,__text) external _mach_vm_behavior_set
00007ff802e06ecf (__TEXT,__text) external _mach_vm_copy
00007ff802e02105 (__TEXT,__text) external _mach_vm_deallocate
00007ff802e2180d (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff802e21948 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff802e21f25 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
00007ff802e21bcf (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff802e2068d (__TEXT,__text) external _mach_vm_inherit
00007ff802e20d0b (__TEXT,__text) external _mach_vm_machine_attribute
00007ff802e008a9 (__TEXT,__text) external _mach_vm_map
00007ff802e20b33 (__TEXT,__text) external _mach_vm_msync
00007ff802e21368 (__TEXT,__text) external _mach_vm_page_info
00007ff802e20fa6 (__TEXT,__text) external _mach_vm_page_query
00007ff802e21542 (__TEXT,__text) external _mach_vm_page_range_query
00007ff802e03afa (__TEXT,__text) external _mach_vm_protect
00007ff802e03813 (__TEXT,__text) external _mach_vm_purgable_control
00007ff802e21a7e (__TEXT,__text) external _mach_vm_range_create
00007ff802e18eff (__TEXT,__text) external _mach_vm_read
00007ff802e208b5 (__TEXT,__text) external _mach_vm_read_list
00007ff802e0998e (__TEXT,__text) external _mach_vm_read_overwrite
00007ff802e19007 (__TEXT,__text) external _mach_vm_reallocate
00007ff802e10152 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
00007ff802e1017f (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
00007ff802e1000e (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00007ff802e0ff63 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff802e0fe6d (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff802e0f97a (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff802e0ff6c (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff802e100a8 (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00007ff802e0ff8a (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff802e0fa28 (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff802e0fac8 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff802e0fcb6 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff802e0fb0b (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff802e0fec3 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff802e00bc8 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
00007ff802e045ae (__TEXT,__text) external _mach_vm_region
00007ff802e09755 (__TEXT,__text) external _mach_vm_region_recurse
00007ff802e18dd1 (__TEXT,__text) external _mach_vm_remap
00007ff802e18e68 (__TEXT,__text) external _mach_vm_remap_new
00007ff802e18fe6 (__TEXT,__text) external _mach_vm_tag_describe
00007ff802e18fe1 (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff802e1b6d9 (__TEXT,__text) external _mach_vm_wire
00007ff802e20a33 (__TEXT,__text) external _mach_vm_write
00007ff802e047c4 (__TEXT,__text) external _mach_voucher_attr_command
00007ff802e0203d (__TEXT,__text) external _mach_voucher_deallocate
00007ff802e2b3ed (__TEXT,__text) external _mach_voucher_debug_info
00007ff802e2b218 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff802e093a2 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff802e02bbc (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff802e00be0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff802e00c1c (__TEXT,__text) external _mach_wait_until
00007ff802e1ce48 (__TEXT,__text) external _mach_zone_force_gc
00007ff802e1dad8 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff802e1d9b2 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff802e1ccef (__TEXT,__text) external _mach_zone_info
00007ff802e1d827 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff802e1d6b9 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff802e00b8c (__TEXT,__text) external _macx_backing_store_recovery
00007ff802e00b80 (__TEXT,__text) external _macx_backing_store_suspend
00007ff802e00b5c (__TEXT,__text) external _macx_swapoff
00007ff802e00b50 (__TEXT,__text) external _macx_swapon
00007ff802e00b74 (__TEXT,__text) external _macx_triggers
00007ff802e02e70 (__TEXT,__text) external _madvise
00007ff84391b72c (__DATA,__bss) non-external _master_host_port
00007ff802e00dc5 (__TEXT,__text) non-external _memcpy
00007ff802e00dc5 (__TEXT,__text) non-external _memmove
00007ff802e07dc0 (__TEXT,__text) external _memorystatus_control
00007ff802e0bf78 (__TEXT,__text) external _memorystatus_get_level
00007ff802e0f2cd (__TEXT,__text) external _mig_allocate
00007ff802e032c0 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff802e18bfa (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff802e053a1 (__TEXT,__text) external _mig_deallocate
00007ff802e00dd3 (__TEXT,__text) external _mig_get_reply_port
00007ff802e01f10 (__TEXT,__text) external _mig_get_special_reply_port
00007ff802e04dbb (__TEXT,__text) external _mig_put_reply_port
00007ff802e04570 (__TEXT,__text) external _mig_reply_setup
00007ff802e04df0 (__TEXT,__text) external _mig_strncpy
00007ff802e01f37 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff802e0bf90 (__TEXT,__text) external _mincore
00007ff802e0bfa8 (__TEXT,__text) external _minherit
00007ff802e00c40 (__TEXT,__text) external _mk_timer_arm
00007ff802e00c58 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff802e00c4c (__TEXT,__text) external _mk_timer_cancel
00007ff802e00c28 (__TEXT,__text) external _mk_timer_create
00007ff802e00c34 (__TEXT,__text) external _mk_timer_destroy
00007ff802e020f0 (__TEXT,__text) external _mkdir
00007ff802e03910 (__TEXT,__text) external _mkdirat
00007ff802e0bfc0 (__TEXT,__text) external _mkfifo
00007ff802e0bfd8 (__TEXT,__text) external _mkfifoat
00007ff802e0bff0 (__TEXT,__text) external _mknod
00007ff802e0c008 (__TEXT,__text) external _mknodat
00007ff802e08994 (__TEXT,__text) external _mlock
00007ff802e0c020 (__TEXT,__text) external _mlockall
00007ff802e015f8 (__TEXT,__text) external _mmap
00007ff802e0aa38 (__TEXT,__text) external _mount
00007ff802e03b6c (__TEXT,__text) external _mprotect
00007ff802e0c038 (__TEXT,__text) external _mremap_encrypted
00007ff802e0f3d1 (__TEXT,__text) external _msg_receive
00007ff802e0f3c5 (__TEXT,__text) external _msg_rpc
00007ff802e0f3cb (__TEXT,__text) external _msg_send
00007ff802e0b590 (__TEXT,__text) external _msgctl
00007ff802e0c050 (__TEXT,__text) external _msgget
00007ff802e0c068 (__TEXT,__text) external _msgrcv
00007ff802e0b5a8 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff802e0c080 (__TEXT,__text) external _msgsnd
00007ff802e0b5c0 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff802e0b5d8 (__TEXT,__text) external _msgsys
00007ff802e05ab4 (__TEXT,__text) external _msync
00007ff802e0b5f0 (__TEXT,__text) external _msync$NOCANCEL
00007ff802e089ac (__TEXT,__text) external _munlock
00007ff802e0c098 (__TEXT,__text) external _munlockall
00007ff802e03886 (__TEXT,__text) external _munmap
00007ff802e03dfc (__TEXT,__text) external _necp_client_action
00007ff802e09960 (__TEXT,__text) external _necp_match_policy
00007ff802e03dcc (__TEXT,__text) external _necp_open
00007ff802e0c0b0 (__TEXT,__text) external _necp_session_action
00007ff802e0c0c8 (__TEXT,__text) external _necp_session_open
00007ff802e0c0e0 (__TEXT,__text) external _net_qos_guideline
00007ff802e0c0f8 (__TEXT,__text) external _netagent_trigger
00007ff802e2366c (__TEXT,__text) external _netname_check_in
00007ff802e23a21 (__TEXT,__text) external _netname_check_out
00007ff802e237ea (__TEXT,__text) external _netname_look_up
00007ff802e23b98 (__TEXT,__text) external _netname_version
00007ff802e11238 (__TEXT,__text) external _nfsclnt
00007ff802e0c110 (__TEXT,__text) external _nfssvc
00007ff84391b6a0 (__DATA,__data) external _non_boost_assertion_token
00007ff84391b698 (__DATA,__data) external _normal_boost_assertion_token
00007ff802e0c128 (__TEXT,__text) external _ntp_adjtime
00007ff802e0c140 (__TEXT,__text) external _ntp_gettime
00007ff802e0c158 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff802e0a1cc (__TEXT,__text) external _open
00007ff802e112a0 (__TEXT,__text) external _open$NOCANCEL
00007ff802e051df (__TEXT,__text) external _open_dprotected_np
00007ff802e176c8 (__TEXT,__text) external _openat
00007ff802e11535 (__TEXT,__text) external _openat$NOCANCEL
00007ff802e1813c (__TEXT,__text) external _openat_authenticated_np
00007ff802e18069 (__TEXT,__text) external _openat_dprotected_np
00007ff802e0c170 (__TEXT,__text) external _openbyid_np
00007ff802e0e1ce (__TEXT,__text) external _os_buflet_get_data_address
00007ff802e0e1b5 (__TEXT,__text) external _os_buflet_get_data_length
00007ff802e0e1d3 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff802e0e1b1 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff802e0e1c5 (__TEXT,__text) external _os_buflet_get_object_address
00007ff802e0e1ca (__TEXT,__text) external _os_buflet_get_object_limit
00007ff802e0e1bf (__TEXT,__text) external _os_buflet_set_data_length
00007ff802e0e1b9 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff802e13f26 (__TEXT,__text) external _os_channel_advance_slot
00007ff802e147a5 (__TEXT,__text) external _os_channel_attr_clone
00007ff802e14760 (__TEXT,__text) external _os_channel_attr_create
00007ff802e14964 (__TEXT,__text) external _os_channel_attr_destroy
00007ff802e14ac8 (__TEXT,__text) external _os_channel_attr_get
00007ff802e14c20 (__TEXT,__text) external _os_channel_attr_get_key
00007ff802e149b2 (__TEXT,__text) external _os_channel_attr_set
00007ff802e1486b (__TEXT,__text) external _os_channel_attr_set_key
00007ff802e13eee (__TEXT,__text) external _os_channel_available_slot_count
00007ff802e15cfe (__TEXT,__text) external _os_channel_buflet_alloc
00007ff802e157e3 (__TEXT,__text) external _os_channel_buflet_free
00007ff802e15cd9 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff802e13c4f (__TEXT,__text) external _os_channel_create
00007ff802e13273 (__TEXT,__text) external _os_channel_create_extended
00007ff802e13d8b (__TEXT,__text) external _os_channel_destroy
00007ff802e15c54 (__TEXT,__text) external _os_channel_event_free
00007ff802e18b79 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff802e18aef (__TEXT,__text) external _os_channel_event_get_next_event
00007ff802e144ef (__TEXT,__text) external _os_channel_flow_admissible
00007ff802e14618 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff802e1461b (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00007ff802e144d4 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff802e13c5e (__TEXT,__text) external _os_channel_get_fd
00007ff802e15c59 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff802e15927 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff802e13f75 (__TEXT,__text) external _os_channel_get_next_slot
00007ff802e14473 (__TEXT,__text) external _os_channel_get_stats_region
00007ff802e15ebb (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00007ff802e13a35 (__TEXT,__text) non-external _os_channel_info2attr
00007ff802e13b57 (__TEXT,__text) non-external _os_channel_init_ring
00007ff802e13de9 (__TEXT,__text) external _os_channel_is_defunct
00007ff802e14fd6 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff802e14c76 (__TEXT,__text) external _os_channel_packet_alloc
00007ff802e14c7d (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff802e14fe0 (__TEXT,__text) external _os_channel_packet_free
00007ff802e1537b (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff802e13ecd (__TEXT,__text) external _os_channel_pending
00007ff802e155ea (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff802e13c61 (__TEXT,__text) external _os_channel_read_attr
00007ff802e13d4a (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff802e13df6 (__TEXT,__text) external _os_channel_ring_id
00007ff802e13ee5 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff802e13edc (__TEXT,__text) external _os_channel_ring_sync_time
00007ff802e13e7f (__TEXT,__text) external _os_channel_rx_ring
00007ff802e142a9 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff802e1512a (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff802e15251 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff802e1438b (__TEXT,__text) external _os_channel_slot_get_packet
00007ff802e13d6c (__TEXT,__text) external _os_channel_sync
00007ff802e13e44 (__TEXT,__text) external _os_channel_tx_ring
00007ff802e13ca1 (__TEXT,__text) external _os_channel_write_attr
00007ff802e0e184 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff802e0abf0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff802e17c8e (__TEXT,__text) external _os_cpu_in_cksum
00007ff802e17d96 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff802e0c188 (__TEXT,__text) external _os_fault_with_payload
00007ff802e0e17f (__TEXT,__text) external _os_inet_checksum
00007ff802e12fa3 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff802e12fbd (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff802e165cf (__TEXT,__text) external _os_nexus_attr_clone
00007ff802e1658a (__TEXT,__text) external _os_nexus_attr_create
00007ff802e167a2 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff802e1676c (__TEXT,__text) external _os_nexus_attr_get
00007ff802e1662d (__TEXT,__text) external _os_nexus_attr_set
00007ff802e16dc7 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff802e16b0e (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff802e16b2f (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff802e167b5 (__TEXT,__text) external _os_nexus_controller_create
00007ff802e16b02 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff802e1724e (__TEXT,__text) external _os_nexus_controller_destroy
00007ff802e16b23 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff802e16848 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff802e17001 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff802e16c55 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff802e1684b (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff802e16f93 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff802e16bfb (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff802e17637 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00007ff802e174d6 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff802e0e0c8 (__TEXT,__text) external _os_packet_add_buflet
00007ff802e0dad4 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff802e0db81 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff802e0e13d (__TEXT,__text) external _os_packet_decrement_use_count
00007ff802e0dfc1 (__TEXT,__text) external _os_packet_finalize
00007ff802e0e15c (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff802e0df77 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff802e0d9f0 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff802e0df6f (__TEXT,__text) external _os_packet_get_data_length
00007ff802e0dbd2 (__TEXT,__text) external _os_packet_get_expire_time
00007ff802e0dc2a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff802e0db07 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff802e0dbc2 (__TEXT,__text) external _os_packet_get_group_end
00007ff802e0db9f (__TEXT,__text) external _os_packet_get_group_start
00007ff802e0d810 (__TEXT,__text) external _os_packet_get_headroom
00007ff802e0dae2 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff802e0df1c (__TEXT,__text) external _os_packet_get_keep_alive
00007ff802e0d843 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff802e0d872 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff802e0d82f (__TEXT,__text) external _os_packet_get_link_header_length
00007ff802e0d85a (__TEXT,__text) external _os_packet_get_link_multicast
00007ff802e0df91 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff802e0ddb3 (__TEXT,__text) external _os_packet_get_packetid
00007ff802e0dfb8 (__TEXT,__text) external _os_packet_get_segment_count
00007ff802e0d969 (__TEXT,__text) external _os_packet_get_service_class
00007ff802e0dc84 (__TEXT,__text) external _os_packet_get_token
00007ff802e0e1d7 (__TEXT,__text) external _os_packet_get_trace_id
00007ff802e0da36 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff802e0d8cb (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff802e0d88f (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff802e0d8ad (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff802e0df4c (__TEXT,__text) external _os_packet_get_truncated
00007ff802e0deb3 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff802e0debb (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff802e0de90 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff802e0df00 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff802e0e120 (__TEXT,__text) external _os_packet_increment_use_count
00007ff802e0dec1 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff802e0d9e6 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff802e0dbfb (__TEXT,__text) external _os_packet_set_expire_time
00007ff802e0dc52 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff802e0db44 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff802e0dbaf (__TEXT,__text) external _os_packet_set_group_end
00007ff802e0db8c (__TEXT,__text) external _os_packet_set_group_start
00007ff802e0d7fa (__TEXT,__text) external _os_packet_set_headroom
00007ff802e0dabc (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff802e0df2b (__TEXT,__text) external _os_packet_set_keep_alive
00007ff802e0df5c (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff802e0d838 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff802e0d867 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff802e0d819 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff802e0d84f (__TEXT,__text) external _os_packet_set_link_multicast
00007ff802e0de23 (__TEXT,__text) external _os_packet_set_packetid
00007ff802e0e21d (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff802e0d8e9 (__TEXT,__text) external _os_packet_set_service_class
00007ff802e0dd14 (__TEXT,__text) external _os_packet_set_token
00007ff802e0e1df (__TEXT,__text) external _os_packet_set_trace_id
00007ff802e0da11 (__TEXT,__text) external _os_packet_set_traffic_class
00007ff802e0d8da (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff802e0d8bc (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff802e0d880 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff802e0d89e (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff802e0e228 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff802e0e165 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff802e0de74 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff802e0df0f (__TEXT,__text) external _os_packet_set_wake_flag
00007ff802e0e1e7 (__TEXT,__text) external _os_packet_trace_event
00007ff802e0f975 (__TEXT,__text) external _os_proc_available_memory
00007ff802e2b5ec (__TEXT,__text) external _panic
00007ff802e0f34d (__TEXT,__text) external _panic_init
00007ff802e0c1a0 (__TEXT,__text) external _panic_with_data
00007ff802e07334 (__TEXT,__text) external _pathconf
00007ff802e0c1b8 (__TEXT,__text) external _peeloff
00007ff802e00b38 (__TEXT,__text) external _pid_for_task
00007ff802e0c1d0 (__TEXT,__text) external _pid_hibernate
00007ff802e0c1e8 (__TEXT,__text) external _pid_resume
00007ff802e15f41 (__TEXT,__text) external _pid_shutdown_networking
00007ff802e0c200 (__TEXT,__text) external _pid_shutdown_sockets
00007ff802e0c218 (__TEXT,__text) external _pid_suspend
00007ff802e05acc (__TEXT,__text) external _pipe
00007ff802e0c230 (__TEXT,__text) external _pivot_root
00007ff802e07880 (__TEXT,__text) external _poll
00007ff802e0b6f8 (__TEXT,__text) external _poll$NOCANCEL
00007ff802e0d74f (__TEXT,__text) non-external _port_for_id_internal
00007ff802e0f355 (__TEXT,__text) external _port_obj_init
00007ff84391b6f8 (__DATA,__common) external _port_obj_table
00007ff84391b688 (__DATA,__data) external _port_obj_table_size
00007ff802e02e70 (__TEXT,__text) external _posix_madvise
00007ff802e06336 (__TEXT,__text) external _posix_spawn
00007ff802e0a042 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff802e12520 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff802e125b7 (__TEXT,__text) external _posix_spawn_file_actions_addchdir
00007ff802e125b2 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff802e0ab4a (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff802e05e73 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff802e12658 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
00007ff802e12653 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff802e0aadd (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff802e0a40e (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff802e067e9 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff802e05e2b (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff84391b748 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff802e06648 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff802e1248d (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff802e1293d (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff802e12909 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff802e1220e (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff802e121b2 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff802e126e3 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff802e12149 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff802e06089 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff802e1226f (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff802e1217e (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff802e12289 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff802e12164 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff802e12198 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff802e05f63 (__TEXT,__text) external _posix_spawnattr_init
00007ff802e124a9 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff802e12d6b (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff802e12e86 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
00007ff802e124e0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff802e124c5 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff802e124fc (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff802e12ab3 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff802e12925 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff802e12e44 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff802e12b73 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff802e12bfd (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff802e1271f (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff802e12ea1 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff802e2b910 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff802e12e65 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff802e12f86 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff802e12cb3 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff802e12a81 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff802e12a0b (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff802e12a33 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff802e12959 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff802e129e3 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff802e12475 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff802e12e23 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff802e12812 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff802e128e2 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff802e1279a (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff802e123ce (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff802e12e01 (__TEXT,__text) external _posix_spawnattr_set_telemetry_np
00007ff802e12707 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
