                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812c9ab83 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
00007ff812c9b717 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007ff812c9b6bb (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff812c91540 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff812c9b79f (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff812c9154b (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff812c91556 (__TEXT,__text) external _krb5_auth_con_initivector
00007ff812c9155e (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff812c9b60c (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff812c9b664 (__TEXT,__text) external _krb5_auth_con_setports
00007ff812c9b69e (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff812c91566 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff812c9156e (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff812c91576 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff812c9546f (__TEXT,__text) external _krb5_build_principal
00007ff812c9157e (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff812c9534e (__TEXT,__text) external _krb5_build_principal_ext
00007ff812c91589 (__TEXT,__text) external _krb5_build_principal_va
00007ff812c91594 (__TEXT,__text) external _krb5_c_block_size
00007ff812c9159c (__TEXT,__text) external _krb5_c_checksum_length
00007ff812c9c9d3 (__TEXT,__text) external _krb5_c_decrypt
00007ff812c9cae5 (__TEXT,__text) external _krb5_c_encrypt
00007ff812c9cc0b (__TEXT,__text) external _krb5_c_encrypt_length
00007ff812c915a4 (__TEXT,__text) external _krb5_c_enctype_compare
00007ff812c915ac (__TEXT,__text) external _krb5_c_free_state
00007ff812c915b4 (__TEXT,__text) external _krb5_c_init_state
00007ff812c915bc (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff812c915c4 (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff812c915cc (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff812c915d4 (__TEXT,__text) external _krb5_c_make_checksum
00007ff812c915dc (__TEXT,__text) external _krb5_c_make_random_key
00007ff812c915e4 (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff812c915ec (__TEXT,__text) external _krb5_c_random_make_octets
00007ff812c915f4 (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff812c915fc (__TEXT,__text) external _krb5_c_random_seed
00007ff812c9c7ba (__TEXT,__text) external _krb5_c_string_to_key
00007ff812c91604 (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff812c9160c (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff812c91614 (__TEXT,__text) external _krb5_c_valid_enctype
00007ff812c9161c (__TEXT,__text) external _krb5_c_verify_checksum
00007ff812c91624 (__TEXT,__text) external _krb5_calculate_checksum
00007ff812c9a444 (__TEXT,__text) external _krb5_cc_cache_match
00007ff812c9a357 (__TEXT,__text) external _krb5_cc_close
00007ff812c9162c (__TEXT,__text) external _krb5_cc_copy_creds
00007ff812c9a1a4 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff812c9a5ee (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff812c9a40f (__TEXT,__text) external _krb5_cc_gen_new
00007ff812c9a375 (__TEXT,__text) external _krb5_cc_get_config
00007ff812c9a361 (__TEXT,__text) external _krb5_cc_get_name
00007ff812c9a2c8 (__TEXT,__text) external _krb5_cc_get_principal
00007ff812c9a36b (__TEXT,__text) external _krb5_cc_get_type
00007ff812c9a215 (__TEXT,__text) external _krb5_cc_initialize
00007ff812c91637 (__TEXT,__text) external _krb5_cc_last_change_time
00007ff812c9163f (__TEXT,__text) external _krb5_cc_lock
00007ff812c91647 (__TEXT,__text) external _krb5_cc_move
00007ff812c9a3ca (__TEXT,__text) external _krb5_cc_new_unique
00007ff812c9a56c (__TEXT,__text) external _krb5_cc_next_cred
00007ff812c91652 (__TEXT,__text) external _krb5_cc_remove_cred
00007ff812c9a1d5 (__TEXT,__text) external _krb5_cc_resolve
00007ff812c9a452 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff812c9165a (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff812c91662 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff812c9a256 (__TEXT,__text) external _krb5_cc_store_cred
00007ff812c9166a (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff812c91672 (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff812c9167a (__TEXT,__text) external _krb5_cccol_lock
00007ff812c91682 (__TEXT,__text) external _krb5_cccol_unlock
00007ff812c9ccae (__TEXT,__text) external _krb5_change_password
00007ff812c9168a (__TEXT,__text) external _krb5_checksum_size
00007ff812c91692 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff812c9169a (__TEXT,__text) external _krb5_copy_addresses
00007ff812c916a2 (__TEXT,__text) external _krb5_copy_authdata
00007ff812c916aa (__TEXT,__text) external _krb5_copy_authenticator
00007ff812c916b2 (__TEXT,__text) external _krb5_copy_checksum
00007ff812c916ba (__TEXT,__text) external _krb5_copy_context
00007ff812c9a7a9 (__TEXT,__text) external _krb5_copy_creds
00007ff812c9498a (__TEXT,__text) external _krb5_copy_data
00007ff812c941c0 (__TEXT,__text) external _krb5_copy_keyblock
00007ff812c9416c (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff812c955fd (__TEXT,__text) external _krb5_copy_principal
00007ff812c916c2 (__TEXT,__text) external _krb5_copy_ticket
00007ff812c9a650 (__TEXT,__text) external _krb5_decode_ticket
00007ff812c916ca (__TEXT,__text) external _krb5_decrypt
00007ff812c916d2 (__TEXT,__text) external _krb5_deltat_to_string
00007ff812c916da (__TEXT,__text) external _krb5_eblock_enctype
00007ff812c916e2 (__TEXT,__text) external _krb5_encrypt
00007ff812c916ea (__TEXT,__text) external _krb5_encrypt_size
00007ff812c94d1b (__TEXT,__text) external _krb5_enctype_to_string
00007ff812c916f2 (__TEXT,__text) external _krb5_finish_key
00007ff812c916fa (__TEXT,__text) external _krb5_finish_random_key
00007ff812c94d3c (__TEXT,__text) external _krb5_free_addresses
00007ff812c94605 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff812c94b5b (__TEXT,__text) external _krb5_free_authdata
00007ff812c91702 (__TEXT,__text) external _krb5_free_authenticator
00007ff812c9170a (__TEXT,__text) external _krb5_free_checksum
00007ff812c91712 (__TEXT,__text) external _krb5_free_checksum_contents
00007ff812c9171a (__TEXT,__text) external _krb5_free_cksumtypes
00007ff812c91722 (__TEXT,__text) external _krb5_free_config_files
00007ff812c94824 (__TEXT,__text) external _krb5_free_context
00007ff812c949dc (__TEXT,__text) external _krb5_free_cred_contents
00007ff812c94a59 (__TEXT,__text) external _krb5_free_creds
00007ff812c94956 (__TEXT,__text) external _krb5_free_data
00007ff812c946d0 (__TEXT,__text) external _krb5_free_data_contents
00007ff812c9568e (__TEXT,__text) external _krb5_free_default_realm
00007ff812c94a92 (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff812c94678 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff812c94644 (__TEXT,__text) external _krb5_free_keyblock
00007ff812c9490f (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff812c9b0ac (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff812c91068 (__TEXT,__text) external _krb5_free_krbhst
00007ff812c95641 (__TEXT,__text) external _krb5_free_principal
00007ff812c9172a (__TEXT,__text) external _krb5_free_tgt_creds
00007ff812c94ae3 (__TEXT,__text) external _krb5_free_ticket
00007ff812c955d1 (__TEXT,__text) external _krb5_free_unparsed_name
00007ff812c91732 (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff812c9a6d8 (__TEXT,__text) external _krb5_get_credentials
00007ff812c9173a (__TEXT,__text) external _krb5_get_credentials_renew
00007ff812c91745 (__TEXT,__text) external _krb5_get_credentials_validate
00007ff812c91750 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff812c95180 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff812c91758 (__TEXT,__text) external _krb5_get_in_tkt
00007ff812c91763 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff812c93d69 (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff812c9176e (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff812c93c5f (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff812c938b0 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff812c93900 (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff812c9385c (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff812c93a4b (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff812c939e4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff812c91779 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff812c93a0d (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff812c93988 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff812c91781 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff812c93a51 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff812c93893 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff812c939b6 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff812c9395a (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff812c9392c (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff812c93a6b (__TEXT,__text) external _krb5_get_init_creds_password
00007ff812c9105d (__TEXT,__text) external _krb5_get_krbhst
00007ff812c91789 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff812c91791 (__TEXT,__text) external _krb5_get_profile
00007ff812c91799 (__TEXT,__text) external _krb5_get_prompt_types
00007ff812c95760 (__TEXT,__text) external _krb5_get_realm_domain
00007ff812c94f33 (__TEXT,__text) external _krb5_get_renewed_creds
00007ff812c94d9c (__TEXT,__text) external _krb5_get_server_rcache
00007ff812c917a1 (__TEXT,__text) external _krb5_get_time_offsets
00007ff812c94ece (__TEXT,__text) external _krb5_get_validated_creds
00007ff84180f700 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff812c917a9 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff812c90d42 (__TEXT,__text) external _krb5_init_context
00007ff812c917b1 (__TEXT,__text) external _krb5_init_keyblock
00007ff812c917b9 (__TEXT,__text) external _krb5_init_random_key
00007ff812c947f8 (__TEXT,__text) external _krb5_init_secure_context
00007ff812c917c1 (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff812c917c9 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff812c917d1 (__TEXT,__text) external _krb5_is_config_principal
00007ff812c917d9 (__TEXT,__text) external _krb5_is_referral_realm
00007ff812c917e1 (__TEXT,__text) external _krb5_is_thread_safe
00007ff812c9b533 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff812c9b316 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff812c9b119 (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff812c9b3a6 (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff812c9b16f (__TEXT,__text) external _krb5_kt_get_entry
00007ff812c9b3f7 (__TEXT,__text) external _krb5_kt_get_name
00007ff812c9b5bc (__TEXT,__text) external _krb5_kt_get_type
00007ff8437aace0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff812c9b00a (__TEXT,__text) external _krb5_kt_next_entry
00007ff812c9b403 (__TEXT,__text) external _krb5_kt_read_service_key
00007ff812c9b4c3 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff812c9af94 (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff812c94ff3 (__TEXT,__text) external _krb5_kuserok
00007ff812c917e9 (__TEXT,__text) external _krb5_mk_1cred
00007ff812c917f4 (__TEXT,__text) external _krb5_mk_error
00007ff812c917ff (__TEXT,__text) external _krb5_mk_ncred
00007ff812c9c1c2 (__TEXT,__text) external _krb5_mk_priv
00007ff812c9180a (__TEXT,__text) external _krb5_mk_rep
00007ff812c9be13 (__TEXT,__text) external _krb5_mk_req
00007ff812c9bed2 (__TEXT,__text) external _krb5_mk_req_extended
00007ff812c9c277 (__TEXT,__text) external _krb5_mk_safe
00007ff812c94dab (__TEXT,__text) external _krb5_os_localaddr
00007ff812c952b4 (__TEXT,__text) external _krb5_parse_name
00007ff812c952c3 (__TEXT,__text) external _krb5_parse_name_flags
00007ff812c94c49 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff812c91815 (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff812c91820 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff812c9182b (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff812c91836 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff812c91841 (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff812c91849 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff812c91851 (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff812c91859 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff812c9c8db (__TEXT,__text) external _krb5_principal2salt
00007ff812c9573c (__TEXT,__text) external _krb5_principal_compare
00007ff812c91864 (__TEXT,__text) external _krb5_process_key
00007ff812c94ec3 (__TEXT,__text) external _krb5_prompter_posix
00007ff812c9186c (__TEXT,__text) external _krb5_random_key
00007ff812c91874 (__TEXT,__text) external _krb5_rd_cred
00007ff812c9187f (__TEXT,__text) external _krb5_rd_error
00007ff812c9bca9 (__TEXT,__text) external _krb5_rd_priv
00007ff812c9188a (__TEXT,__text) external _krb5_rd_rep
00007ff812c9b827 (__TEXT,__text) external _krb5_rd_req
00007ff812c9bd5e (__TEXT,__text) external _krb5_rd_safe
00007ff812c91895 (__TEXT,__text) external _krb5_read_password
00007ff812c9574e (__TEXT,__text) external _krb5_realm_compare
00007ff812c9bab4 (__TEXT,__text) external _krb5_recvauth
00007ff812c9bb8f (__TEXT,__text) external _krb5_recvauth_version
00007ff812c9189d (__TEXT,__text) external _krb5_salttype_to_string
00007ff812c9bfad (__TEXT,__text) external _krb5_sendauth
00007ff812c918a5 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff812c9c976 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff812c9c945 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff812c9c6ba (__TEXT,__text) external _krb5_set_password
00007ff812c9c5e8 (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff812c918ad (__TEXT,__text) external _krb5_set_principal_realm
00007ff812c94f98 (__TEXT,__text) external _krb5_set_real_time
00007ff812c956ba (__TEXT,__text) external _krb5_sname_to_principal
00007ff812c918b5 (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff812c94ea1 (__TEXT,__text) external _krb5_string_to_deltat
00007ff812c918bd (__TEXT,__text) external _krb5_string_to_enctype
00007ff812c9c885 (__TEXT,__text) external _krb5_string_to_key
00007ff812c918c5 (__TEXT,__text) external _krb5_string_to_salttype
00007ff812c9c32c (__TEXT,__text) external _krb5_string_to_timestamp
00007ff812c94c03 (__TEXT,__text) external _krb5_timeofday
00007ff812c918cd (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff812c918d5 (__TEXT,__text) external _krb5_timestamp_to_string
00007ff812c95590 (__TEXT,__text) external _krb5_unparse_name
00007ff812c918dd (__TEXT,__text) external _krb5_unparse_name_ext
00007ff812c918e8 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff812c918f3 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff812c94ba0 (__TEXT,__text) external _krb5_us_timeofday
00007ff8437aad30 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff812c9c9a7 (__TEXT,__text) external _krb5_use_enctype
00007ff812c918fe (__TEXT,__text) external _krb5_verify_checksum
00007ff812c93e74 (__TEXT,__text) external _krb5_verify_init_creds
00007ff812c93e4e (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff812c93e5b (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff812c91906 (__TEXT,__text) external _krb5int_accessor
00007ff812c91911 (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff812c91919 (__TEXT,__text) external _krb5int_gai_strerror
00007ff812c91921 (__TEXT,__text) external _krb5int_getaddrinfo
00007ff812c91929 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff812c91931 (__TEXT,__text) external _krb5int_init_context_kdc
00007ff812c9193c (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff812c91947 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff812c91952 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff812c9195d (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff812c91968 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff812c91973 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff8437aa430 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff812c9ab4f (__TEXT,__text) external _krb__get_srvtabname
00007ff812c9a89b (__TEXT,__text) external _krb_change_password
00007ff812c9a9a7 (__TEXT,__text) external _krb_check_auth
00007ff812c9aac9 (__TEXT,__text) external _krb_delete_cred
00007ff812c9aaf5 (__TEXT,__text) external _krb_get_admhst
00007ff812c9aa66 (__TEXT,__text) external _krb_get_cred
00007ff812c9a8b1 (__TEXT,__text) external _krb_get_err_text
00007ff812c9a8f0 (__TEXT,__text) external _krb_get_in_tkt
00007ff812c9a8fb (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff812c9ab00 (__TEXT,__text) external _krb_get_krbhst
00007ff812c9aaea (__TEXT,__text) external _krb_get_lrealm
00007ff812c9aabe (__TEXT,__text) external _krb_get_nth_cred
00007ff812c9aab6 (__TEXT,__text) external _krb_get_num_cred
00007ff812c9a906 (__TEXT,__text) external _krb_get_phost
00007ff812c9aadf (__TEXT,__text) external _krb_get_profile
00007ff812c9a93a (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff812c9a945 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff812c9a95b (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff812c9aa5b (__TEXT,__text) external _krb_get_tf_fullname
00007ff812c9aa50 (__TEXT,__text) external _krb_get_tf_realm
00007ff812c9a966 (__TEXT,__text) external _krb_get_ticket_for_service
00007ff812c9ab47 (__TEXT,__text) external _krb_life_to_time
00007ff812c9a9b2 (__TEXT,__text) external _krb_mk_auth
00007ff812c9a9bd (__TEXT,__text) external _krb_mk_err
00007ff812c9a9c5 (__TEXT,__text) external _krb_mk_priv
00007ff812c9a9cd (__TEXT,__text) external _krb_mk_req
00007ff812c9a9d8 (__TEXT,__text) external _krb_mk_req_creds
00007ff812c9a9eb (__TEXT,__text) external _krb_mk_safe
00007ff812c9a9fe (__TEXT,__text) external _krb_rd_err
00007ff812c9aa09 (__TEXT,__text) external _krb_rd_priv
00007ff812c9aa11 (__TEXT,__text) external _krb_rd_req
00007ff812c9aa1c (__TEXT,__text) external _krb_rd_req_int
00007ff812c9aa27 (__TEXT,__text) external _krb_rd_safe
00007ff812c9ab0b (__TEXT,__text) external _krb_realmofhost
00007ff812c9aa3a (__TEXT,__text) external _krb_recvauth
00007ff812c9aa45 (__TEXT,__text) external _krb_sendauth
00007ff812c9a9e3 (__TEXT,__text) external _krb_set_lifetime
00007ff812c9aaa5 (__TEXT,__text) external _krb_set_tkt_string
00007ff812c9ab3f (__TEXT,__text) external _krb_time_to_life
00007ff812c9a99f (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff812c95200 (__TEXT,__text) non-external _map_mit_principal
00007ff812c9bc74 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff812c93fa9 (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff812c9cd11 (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff8437aa490 (__DATA,__bss) non-external _mshim_ctx.key
00007ff8437aa488 (__DATA,__bss) non-external _mshim_ctx.once
00007ff812c93f43 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff812c93bbd (__TEXT,__text) non-external _mshim_gic_opt
00007ff812c94593 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff812c943db (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff812c9408f (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff812c94704 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff812c940fa (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff812c951af (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff812c945f3 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff812c9b903 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff812c90d6e (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff812c94055 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff812c9cd2d (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff812c94201 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007ff812c940c7 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
00007ff812c94136 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007ff812c947cb (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff8437aa478 (__DATA,__data) non-external _notify_token
00007ff84180f760 (__DATA_CONST,__const) non-external _oidsets
00007ff8437aa330 (__DATA,__data) non-external _prof_error_strings
00007ff812c98584 (__TEXT,__text) external _profile_abandon
00007ff812c99843 (__TEXT,__text) non-external (was a private external) _profile_add_node
00007ff812c994f4 (__TEXT,__text) external _profile_add_relation
00007ff812c992f0 (__TEXT,__text) external _profile_clear_relation
00007ff812c97617 (__TEXT,__text) non-external (was a private external) _profile_close_file
00007ff812c97660 (__TEXT,__text) external _profile_configuration_updated
00007ff812c98274 (__TEXT,__text) non-external (was a private external) _profile_copy
00007ff812c996bb (__TEXT,__text) non-external (was a private external) _profile_create_node
00007ff812c9791e (__TEXT,__text) non-external (was a private external) _profile_dereference_data
00007ff812c97586 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007ff812c97038 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
