00007ff840097028 (__DATA,__data) non-external _C
00007ff800a816a1 (__TEXT,__text) external _fputws_l
00007ff800a819b4 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800a5d56c (__TEXT,__text) external _free_printf_comp
00007ff800a5d90a (__TEXT,__text) external _free_printf_domain
00007ff800a5bcbc (__TEXT,__text) external _freelocale
00007ff800a81bed (__TEXT,__text) external _freopen
00007ff800a81f03 (__TEXT,__text) external _fscanf
00007ff800a81ff4 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800a820f7 (__TEXT,__text) external _fseek
00007ff800a8257b (__TEXT,__text) external _fseeko
00007ff800a825df (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800a5538d (__TEXT,__text) external _fstatvfs
00007ff8400969c0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800a5f5bb (__TEXT,__text) external _fsync_volume_np
00007ff800a825ee (__TEXT,__text) external _ftell
00007ff800a825f8 (__TEXT,__text) external _ftello
00007ff800a9698c (__TEXT,__text) external _ftime
00007ff800a6f464 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800a7fc8f (__TEXT,__text) external _ftrylockfile
00007ff800a57d8b (__TEXT,__text) non-external _fts_alloc
00007ff800a56e51 (__TEXT,__text) non-external _fts_build
00007ff800abd42b (__TEXT,__text) non-external _fts_build.cold.1
00007ff800abd440 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800abd455 (__TEXT,__text) non-external _fts_build.cold.3
00007ff800abd46a (__TEXT,__text) non-external _fts_build.cold.4
00007ff800abd47f (__TEXT,__text) non-external _fts_build.cold.5
00007ff800abd494 (__TEXT,__text) non-external _fts_build.cold.6
00007ff800a57bcf (__TEXT,__text) external _fts_children
00007ff800a566d0 (__TEXT,__text) external _fts_close
00007ff800a5680c (__TEXT,__text) non-external _fts_fchdir
00007ff800a567d8 (__TEXT,__text) non-external _fts_free
00007ff800a57b18 (__TEXT,__text) non-external _fts_load
00007ff800a56314 (__TEXT,__text) external _fts_open
00007ff800a56634 (__TEXT,__text) external _fts_open_b
00007ff800a57d1a (__TEXT,__text) non-external _fts_palloc
00007ff800a56826 (__TEXT,__text) external _fts_read
00007ff800a56c72 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800a57bac (__TEXT,__text) external _fts_set
00007ff800a57e1c (__TEXT,__text) non-external _fts_sort
00007ff800a57f37 (__TEXT,__text) non-external _fts_stat2
00007ff800a592b8 (__TEXT,__text) external _ftw
00007ff800a7fcc3 (__TEXT,__text) external _funlockfile
00007ff800a827c5 (__TEXT,__text) external _funopen
00007ff800a82c3e (__TEXT,__text) external _fwide
00007ff800a82c9b (__TEXT,__text) external _fwprintf
00007ff800a82d5f (__TEXT,__text) external _fwprintf_l
00007ff800a82dfb (__TEXT,__text) external _fwrite
00007ff800a82ed5 (__TEXT,__text) external _fwscanf
00007ff800a82f99 (__TEXT,__text) external _fwscanf_l
00007ff800a5d2c7 (__TEXT,__text) external _fxprintf
00007ff800a5dd96 (__TEXT,__text) external _fxprintf_exec
00007ff840096910 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800aa842b (__TEXT,__text) external _gcvt
00007ff800a6ba28 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff840099c28 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff840097610 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800a54148 (__TEXT,__text) non-external _generalSlowpath
00007ff800abd23e (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800abd379 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800abd39c (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800abd3bf (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800abd3e2 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800abd261 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800abd284 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800abd2a7 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800abd2ca (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800abd2ed (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800abd310 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800abd333 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800abd356 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff840099ba4 (__DATA,__bss) non-external _get_clock.adjustment
00007ff840099bb8 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff840099ba8 (__DATA,__bss) non-external _get_clock.last
00007ff800a6d835 (__TEXT,__text) non-external _get_next_format
00007ff800a6d95a (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800a6d908 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800a6f4d6 (__TEXT,__text) external _getbsize
00007ff840099c80 (__DATA,__bss) non-external _getbsize.header
00007ff800a83035 (__TEXT,__text) external _getc
00007ff800a8307c (__TEXT,__text) external _getc_unlocked
00007ff800a830a2 (__TEXT,__text) external _getchar
00007ff800a830ed (__TEXT,__text) external _getchar_unlocked
00007ff800a70fc6 (__TEXT,__text) external _getcwd
00007ff800a5cbf8 (__TEXT,__text) external _getdate
00007ff840099b58 (__DATA,__bss) non-external _getdate.tm
00007ff8400a4908 (__DATA,__common) external _getdate_err
00007ff800a8311d (__TEXT,__text) external _getdelim
00007ff800a55c47 (__TEXT,__text) external _getdiskbyname
00007ff840099a60 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800a6f7d2 (__TEXT,__text) non-external _getent
00007ff800aa07b3 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800a5f6cb (__TEXT,__text) external _gethostid
00007ff800a70fd5 (__TEXT,__text) external _gethostname
00007ff800a833ce (__TEXT,__text) external _getline
00007ff800a583d8 (__TEXT,__text) external _getloadavg
00007ff800a710e1 (__TEXT,__text) external _getmntinfo
00007ff840099cc8 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800a71107 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800a711c3 (__TEXT,__text) external _getmntinfo_r_np
00007ff800a72654 (__TEXT,__text) external _getmode
00007ff800a98d19 (__TEXT,__text) non-external _getoffset
00007ff800aa0800 (__TEXT,__text) external _getopt
00007ff840097e88 (__DATA,__data) non-external _getopt.place
00007ff800aa0a43 (__TEXT,__text) non-external _getopt_internal
00007ff800abe811 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff840097e90 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800aa0a33 (__TEXT,__text) external _getopt_long
00007ff800aa1026 (__TEXT,__text) external _getopt_long_only
00007ff800a7121b (__TEXT,__text) external _getpagesize
00007ff840099ce0 (__DATA,__bss) non-external _getpagesize.value
00007ff800a71294 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800a71308 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800a98d4a (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800a833e0 (__TEXT,__text) external _gets
00007ff800ac08f0 (__TEXT,__const) non-external _gets.w
00007ff84009b768 (__DATA,__bss) non-external _gets.warned
00007ff800a99142 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800aa1469 (__TEXT,__text) external _getsubopt
00007ff800a5ef48 (__TEXT,__text) external _gettimeofday
00007ff840099c1c (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff840099c20 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff840099c18 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800a58603 (__TEXT,__text) external _getttyent
00007ff840099ab0 (__DATA,__bss) non-external _getttyent.line
00007ff840067708 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff840099a70 (__DATA,__bss) non-external _getttyent.tty
00007ff800a584a9 (__TEXT,__text) external _getttynam
00007ff800a562b0 (__TEXT,__text) non-external _gettype
00007ff800a58d17 (__TEXT,__text) external _getusershell
00007ff800a58fd2 (__TEXT,__text) external _getvfsbyname
00007ff800a83495 (__TEXT,__text) external _getw
00007ff800a834d0 (__TEXT,__text) external _getwc
00007ff800a834f8 (__TEXT,__text) external _getwc_l
00007ff800a83502 (__TEXT,__text) external _getwchar
00007ff800a83534 (__TEXT,__text) external _getwchar_l
00007ff800a5f73c (__TEXT,__text) external _getwd
00007ff800a98c99 (__TEXT,__text) non-external _getzname
00007ff800ac0bc4 (__TEXT,__const) non-external _gmt
00007ff800a99254 (__TEXT,__text) non-external _gmt_init
00007ff840097e20 (__DATA,__data) non-external _gmt_once
00007ff800a98522 (__TEXT,__text) external _gmtime
00007ff8400a0098 (__DATA,__bss) non-external _gmtime_key
00007ff8400a0094 (__DATA,__bss) non-external _gmtime_key_error
00007ff800a985c0 (__TEXT,__text) non-external _gmtime_key_init
00007ff840097e10 (__DATA,__data) non-external _gmtime_once
00007ff800a98648 (__TEXT,__text) external _gmtime_r
00007ff800a97af4 (__TEXT,__text) non-external _gmtload
00007ff8400a00d8 (__DATA,__bss) non-external _gmtmem
00007ff800a985e4 (__TEXT,__text) non-external _gmtsub
00007ff800ac0d50 (__TEXT,__const) non-external _gnuoptchar
00007ff840099ca8 (__DATA,__bss) non-external _gottoprec
00007ff800aa7fe9 (__TEXT,__text) external _grantpt
00007ff800a8c08c (__TEXT,__text) non-external _grouping_init
00007ff800a92a49 (__TEXT,__text) non-external _grouping_init
00007ff800a8c233 (__TEXT,__text) non-external _grouping_print
00007ff800a92c90 (__TEXT,__text) non-external _grouping_print
00007ff800a65aec (__TEXT,__text) non-external _hash4
00007ff800a646ad (__TEXT,__text) non-external _hash_access
00007ff800a63f46 (__TEXT,__text) non-external _hash_close
00007ff800aa6861 (__TEXT,__text) external _hash_create
00007ff800a63f77 (__TEXT,__text) non-external _hash_delete
00007ff800aa68e9 (__TEXT,__text) external _hash_destroy
00007ff800a63fd4 (__TEXT,__text) non-external _hash_fd
00007ff800a64003 (__TEXT,__text) non-external _hash_get
00007ff800aa6b2f (__TEXT,__text) external _hash_purge
00007ff800a64048 (__TEXT,__text) non-external _hash_put
00007ff800aa69b3 (__TEXT,__text) external _hash_search
00007ff800a640af (__TEXT,__text) non-external _hash_seq
00007ff800aa6ba3 (__TEXT,__text) external _hash_stats
00007ff800a6430d (__TEXT,__text) non-external _hash_sync
00007ff800aa6ac5 (__TEXT,__text) external _hash_traverse
00007ff800aa1594 (__TEXT,__text) external _hcreate
00007ff800a63e2c (__TEXT,__text) non-external _hdestroy
00007ff800aa1662 (__TEXT,__text) external _hdestroy
00007ff800aa1784 (__TEXT,__text) external _heapsort
00007ff800aa8699 (__TEXT,__text) external _heapsort_b
00007ff800abef90 (__TEXT,__const) non-external _hexdigit
00007ff800ac36b0 (__TEXT,__cstring) non-external _hexlist
00007ff840099b18 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800aa16cf (__TEXT,__text) external _hsearch
00007ff8400a4890 (__DATA,__bss) non-external _htable
00007ff8400a4898 (__DATA,__bss) non-external _htablesize
00007ff800ac0d30 (__TEXT,__const) non-external _illoptchar
00007ff800ac0e20 (__TEXT,__const) non-external _illoptstring
00007ff800aa19f4 (__TEXT,__text) external _imaxabs
00007ff800aa1a04 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800a54a30 (__TEXT,__text) non-external _infinity
00007ff800a54c26 (__TEXT,__text) non-external _initMPFromDigits
00007ff800abf090 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800a58d4b (__TEXT,__text) non-external _initshells
00007ff800aa54ea (__TEXT,__text) external _initstate
00007ff800aa23a7 (__TEXT,__text) non-external _insertionsort
00007ff800aa9b74 (__TEXT,__text) non-external _insertionsort
00007ff800aa1a33 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800a59e64 (__TEXT,__text) external _isalnum
00007ff800a5a59b (__TEXT,__text) external _isalnum_l
00007ff800a59ec7 (__TEXT,__text) external _isalpha
00007ff800a5a5fe (__TEXT,__text) external _isalpha_l
00007ff800a59e53 (__TEXT,__text) external _isascii
00007ff800a71316 (__TEXT,__text) external _isatty
00007ff800a59f24 (__TEXT,__text) external _isblank
00007ff800a5a65b (__TEXT,__text) external _isblank_l
00007ff800a59f81 (__TEXT,__text) external _iscntrl
00007ff800a5a6b8 (__TEXT,__text) external _iscntrl_l
00007ff800a59fde (__TEXT,__text) external _isdigit
00007ff800a5a715 (__TEXT,__text) external _isdigit_l
00007ff800a5a001 (__TEXT,__text) external _isgraph
00007ff800a5a772 (__TEXT,__text) external _isgraph_l
00007ff800a5a323 (__TEXT,__text) external _ishexnumber
00007ff800a5a7cf (__TEXT,__text) external _ishexnumber_l
00007ff800a5a380 (__TEXT,__text) external _isideogram
00007ff800a5a82c (__TEXT,__text) external _isideogram_l
00007ff800a5a05e (__TEXT,__text) external _islower
00007ff800a5a889 (__TEXT,__text) external _islower_l
00007ff800a5a3dd (__TEXT,__text) external _isnumber
00007ff800a5a8e6 (__TEXT,__text) external _isnumber_l
00007ff800a5a43a (__TEXT,__text) external _isphonogram
00007ff800a5a943 (__TEXT,__text) external _isphonogram_l
00007ff800a5a0bb (__TEXT,__text) external _isprint
00007ff800a5a9a0 (__TEXT,__text) external _isprint_l
00007ff800a5a118 (__TEXT,__text) external _ispunct
00007ff800a5a9fd (__TEXT,__text) external _ispunct_l
00007ff800a5a497 (__TEXT,__text) external _isrune
00007ff800a5aa5a (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800a5a175 (__TEXT,__text) external _isspace
00007ff800a5aac2 (__TEXT,__text) external _isspace_l
00007ff800a5a4f8 (__TEXT,__text) external _isspecial
00007ff800a5ab1f (__TEXT,__text) external _isspecial_l
00007ff800a74eeb (__TEXT,__text) non-external _istrsenvisx
00007ff800abe1e4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800abe207 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800abe22a (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800abe24d (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800a756a0 (__TEXT,__text) non-external _istrsenvisxl
00007ff800a5a1d2 (__TEXT,__text) external _isupper
00007ff800a5ab7c (__TEXT,__text) external _isupper_l
00007ff800a5ac82 (__TEXT,__text) external _iswalnum
00007ff800a5b0fc (__TEXT,__text) external _iswalnum_l
00007ff800a5ace5 (__TEXT,__text) external _iswalpha
00007ff800a5b15f (__TEXT,__text) external _iswalpha_l
00007ff800a5b60c (__TEXT,__text) external _iswascii
00007ff800a5b5af (__TEXT,__text) external _iswblank
00007ff800a5b84f (__TEXT,__text) external _iswblank_l
00007ff800a5ad42 (__TEXT,__text) external _iswcntrl
00007ff800a5b1bc (__TEXT,__text) external _iswcntrl_l
00007ff800a5ad9f (__TEXT,__text) external _iswctype
00007ff800a5b219 (__TEXT,__text) external _iswctype_l
00007ff800a5ae08 (__TEXT,__text) external _iswdigit
00007ff800a5b289 (__TEXT,__text) external _iswdigit_l
00007ff800a5ae2b (__TEXT,__text) external _iswgraph
00007ff800a5b2e6 (__TEXT,__text) external _iswgraph_l
00007ff800a5b61d (__TEXT,__text) external _iswhexnumber
00007ff800a5b8ac (__TEXT,__text) external _iswhexnumber_l
00007ff800a5b67a (__TEXT,__text) external _iswideogram
00007ff800a5b909 (__TEXT,__text) external _iswideogram_l
00007ff800a5ae88 (__TEXT,__text) external _iswlower
00007ff800a5b343 (__TEXT,__text) external _iswlower_l
00007ff800a5b6d7 (__TEXT,__text) external _iswnumber
00007ff800a5b966 (__TEXT,__text) external _iswnumber_l
00007ff800a5b734 (__TEXT,__text) external _iswphonogram
00007ff800a5b9c3 (__TEXT,__text) external _iswphonogram_l
00007ff800a5aee5 (__TEXT,__text) external _iswprint
00007ff800a5b3a0 (__TEXT,__text) external _iswprint_l
00007ff800a5af42 (__TEXT,__text) external _iswpunct
00007ff800a5b3fd (__TEXT,__text) external _iswpunct_l
00007ff800a5b791 (__TEXT,__text) external _iswrune
00007ff800a5ba20 (__TEXT,__text) external _iswrune_l
00007ff800a5af9f (__TEXT,__text) external _iswspace
00007ff800a5b45a (__TEXT,__text) external _iswspace_l
00007ff800a5b7f2 (__TEXT,__text) external _iswspecial
00007ff800a5ba88 (__TEXT,__text) external _iswspecial_l
00007ff800a5affc (__TEXT,__text) external _iswupper
00007ff800a5b4b7 (__TEXT,__text) external _iswupper_l
00007ff800a5b059 (__TEXT,__text) external _iswxdigit
00007ff800a5b514 (__TEXT,__text) external _iswxdigit_l
00007ff800a5a22f (__TEXT,__text) external _isxdigit
00007ff800a5abd9 (__TEXT,__text) external _isxdigit_l
00007ff800a713b0 (__TEXT,__text) external _jrand48
00007ff840067a00 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800a5f774 (__TEXT,__text) external _killpg
00007ff800aa81d8 (__TEXT,__text) external _l64a
00007ff8400a48e8 (__DATA,__bss) non-external _l64a.buf
00007ff800aa1a5c (__TEXT,__text) external _labs
00007ff800a7716f (__TEXT,__text) non-external _largesearch
00007ff8400a4840 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff840097cc8 (__DATA,__data) non-external _lastglue
00007ff800a551dd (__TEXT,__text) external _lchflags
00007ff800a55217 (__TEXT,__text) external _lchmod
00007ff84009b820 (__DATA,__bss) non-external _lcl_TZname
00007ff84009b810 (__DATA,__bss) non-external _lcl_is_set
00007ff840097d20 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff84009b920 (__DATA,__bss) non-external _lclmem
00007ff800a713f0 (__TEXT,__text) external _lcong48
00007ff800aa1a6c (__TEXT,__text) external _ldiv
00007ff800aa1b49 (__TEXT,__text) external _lfind
00007ff800a86179 (__TEXT,__text) non-external _lflush
00007ff800a7eee4 (__TEXT,__text) external _link_addr
00007ff800a7f074 (__TEXT,__text) external _link_ntoa
00007ff840099f30 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800aa1a9b (__TEXT,__text) external _llabs
00007ff800aa1aab (__TEXT,__text) external _lldiv
00007ff800a7f5d1 (__TEXT,__text) non-external _loadCat
00007ff800a7bac1 (__TEXT,__text) non-external _loadlocale
00007ff800a7a043 (__TEXT,__text) external _localeconv
00007ff800a79ead (__TEXT,__text) external _localeconv_l
00007ff800abe270 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800abe282 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800a983e0 (__TEXT,__text) external _localtime
00007ff8400a0090 (__DATA,__bss) non-external _localtime_key
00007ff8400a0088 (__DATA,__bss) non-external _localtime_key_error
00007ff800a984af (__TEXT,__text) non-external _localtime_key_init
00007ff840097e00 (__DATA,__data) non-external _localtime_once
00007ff800a984d3 (__TEXT,__text) external _localtime_r
00007ff800abb688 (__TEXT,__text) external _lockf
00007ff800a71434 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800a5e04d (__TEXT,__text) external _login_tty
00007ff800a71504 (__TEXT,__text) external _lrand48
00007ff800aa1ada (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800a5525c (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840067770 (__DATA_CONST,__const) non-external _mapping
00007ff800a7a0ef (__TEXT,__text) external _mblen
00007ff800a7a06b (__TEXT,__text) external _mblen_l
00007ff800a7a1c0 (__TEXT,__text) external _mbrlen
00007ff800a7a177 (__TEXT,__text) external _mbrlen_l
00007ff800a7a257 (__TEXT,__text) external _mbrtowc
00007ff800a7a212 (__TEXT,__text) external _mbrtowc_l
00007ff800a7a2d0 (__TEXT,__text) external _mbsinit
00007ff800a7a29d (__TEXT,__text) external _mbsinit_l
00007ff800a7a34d (__TEXT,__text) external _mbsnrtowcs
00007ff800a7a308 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800a7a4e3 (__TEXT,__text) external _mbsrtowcs
00007ff800a7a498 (__TEXT,__text) external _mbsrtowcs_l
00007ff800a7a5e2 (__TEXT,__text) external _mbstowcs
00007ff800a7a537 (__TEXT,__text) external _mbstowcs_l
00007ff800a7a722 (__TEXT,__text) external _mbtowc
00007ff800a7a692 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800a9c997 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800aaeb1b (__TEXT,__text) external _memset_s
00007ff800a7eed7 (__TEXT,__text) non-external _memstream_close
00007ff800a7ee4b (__TEXT,__text) non-external _memstream_seek
00007ff800abe2b5 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800abe2d8 (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800a7ed33 (__TEXT,__text) non-external _memstream_update
00007ff800abe294 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800a7ed60 (__TEXT,__text) non-external _memstream_write
00007ff800aa1b9b (__TEXT,__text) external _mergesort
00007ff800aa933c (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800a83d72 (__TEXT,__text) external _mkdtemp
00007ff800a83de3 (__TEXT,__text) external _mkdtempat_np
00007ff800a83cb7 (__TEXT,__text) external _mkostemp
00007ff800a83896 (__TEXT,__text) external _mkostemps
00007ff800a83bcb (__TEXT,__text) external _mkostempsat_np
00007ff800a5e4fd (__TEXT,__text) external _mkpath_np
00007ff800a5e513 (__TEXT,__text) external _mkpathat_np
00007ff800a83d25 (__TEXT,__text) external _mkstemp
00007ff800a83f0f (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800a83c27 (__TEXT,__text) external _mkstemps
00007ff800a83c74 (__TEXT,__text) external _mkstempsat_np
00007ff800a83ecd (__TEXT,__text) external _mktemp
00007ff800a9899e (__TEXT,__text) external _mktime
00007ff800ac0bd0 (__TEXT,__const) non-external _mon_lengths
00007ff800a59e2f (__TEXT,__text) external _monaddition
00007ff800a59e47 (__TEXT,__text) external _moncontrol
00007ff800a59e4d (__TEXT,__text) external _moncount
00007ff800a59e23 (__TEXT,__text) external _moninit
00007ff800a59e41 (__TEXT,__text) external _monitor
00007ff800a59e3b (__TEXT,__text) external _monoutput
00007ff800a59e35 (__TEXT,__text) external _monreset
00007ff800a59e29 (__TEXT,__text) external _monstartup
00007ff800a80eb3 (__TEXT,__text) non-external _moreglue
00007ff800a673a4 (__TEXT,__text) non-external _mpool_bkt
00007ff800a67617 (__TEXT,__text) external _mpool_close
00007ff800a672f5 (__TEXT,__text) external _mpool_filter
00007ff800a67470 (__TEXT,__text) external _mpool_get
00007ff800a67310 (__TEXT,__text) external _mpool_new
00007ff800abd939 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800a671fc (__TEXT,__text) external _mpool_open
00007ff800a67602 (__TEXT,__text) external _mpool_put
00007ff800a67661 (__TEXT,__text) external _mpool_sync
00007ff800a676cc (__TEXT,__text) non-external _mpool_write
00007ff800a71535 (__TEXT,__text) external _mrand48
00007ff800a5fb30 (__TEXT,__text) non-external _mswap
00007ff800a54d92 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800abb886 (__TEXT,__text) external _nanosleep
00007ff800a5912f (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff840099d50 (__DATA,__bss) non-external _new_categories
00007ff800a5d5e1 (__TEXT,__text) external _new_printf_comp
00007ff800a5d92c (__TEXT,__text) external _new_printf_domain
00007ff800a5bd4b (__TEXT,__text) external _newlocale
00007ff840097ec0 (__DATA,__data) non-external _next
00007ff800a6e25e (__TEXT,__text) non-external _nextcomp
00007ff840099c50 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff840099c70 (__DATA,__bss) non-external _nextcomp.state
00007ff800a7ab74 (__TEXT,__text) external _nextwctype
00007ff800a7aa33 (__TEXT,__text) external _nextwctype_l
00007ff800a59770 (__TEXT,__text) external _nftw
00007ff800a71564 (__TEXT,__text) external _nice
00007ff800a7aff4 (__TEXT,__text) external _nl_langinfo
00007ff800a7ab9c (__TEXT,__text) external _nl_langinfo_l
00007ff840099d40 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800ac0dc0 (__TEXT,__const) non-external _noarg
00007ff800ac08b0 (__TEXT,__const) non-external _nogrouping
00007ff840097e94 (__DATA,__data) non-external _nonopt_end
00007ff840097e98 (__DATA,__data) non-external _nonopt_start
00007ff800a715e4 (__TEXT,__text) external _nrand48
00007ff800a611d8 (__TEXT,__text) non-external _nroot
00007ff8400976fc (__DATA,__data) non-external _numempty
00007ff800ac0380 (__TEXT,__const) non-external _nv
00007ff800a75807 (__TEXT,__text) external _nvis
00007ff840097fd0 (__DATA,__data) external _off32
00007ff840098030 (__DATA,__data) external _off64
00007ff800a98657 (__TEXT,__text) external _offtime
00007ff840067750 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800a7ec27 (__TEXT,__text) external _open_memstream
00007ff800a5c968 (__TEXT,__text) external _open_with_subsystem
00007ff800a963b2 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800a7162e (__TEXT,__text) external _opendir
00007ff800a71bca (__TEXT,__text) non-external _opendir_compar
00007ff8400a49d0 (__DATA,__common) external _optarg
00007ff840097e80 (__DATA,__data) external _opterr
00007ff840097e84 (__DATA,__data) external _optind
00007ff8400a49cc (__DATA,__common) external _optopt
00007ff8400a49c8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
