000000025ff386e4 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
000000025feef63c (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000025ff10b70 (__TEXT,__text) non-external _chunkAppendHole
000000025fef94f0 (__TEXT,__text) non-external _chunkAsyncCancel
000000025fef8db4 (__TEXT,__text) non-external _chunkAsyncClose
000000025fef9148 (__TEXT,__text) non-external _chunkAsyncGetRange
000000025fef9514 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000025fef9320 (__TEXT,__text) non-external _chunkAsyncProcess
000000025ff10b24 (__TEXT,__text) non-external _chunkDestroy
000000025ff0ef1c (__TEXT,__text) non-external _chunk_compare_by_position
000000025ff0ef0c (__TEXT,__text) non-external _chunk_compare_by_rating
000000025fef2388 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000025fec89c0 (__TEXT,__text) non-external _closeProc
000000025fef3724 (__TEXT,__text) non-external _closeProc
000000025fefd248 (__TEXT,__text) non-external _closeProc
000000025ff12b34 (__TEXT,__text) non-external _closeProc
000000025fec8cac (__TEXT,__text) non-external _closeWithStateProc
000000025fef37c0 (__TEXT,__text) non-external _closeWithStateProc
000000025fefe598 (__TEXT,__text) non-external _closeWithStateProc
000000025ff12bf0 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000025ff25908 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000025ff21768 (__TEXT,__text) non-external _cmpNodesProc
000000025fec540c (__TEXT,__text) non-external _cmpRange
000000025fec8428 (__TEXT,__text) non-external _cmp_entries_clc
000000025fec83f4 (__TEXT,__text) non-external _cmp_entries_hlc
000000025fec84c0 (__TEXT,__text) non-external _cmp_entries_offset
000000025fec845c (__TEXT,__text) non-external _cmp_entries_slc
000000025ff1eea0 (__TEXT,__text) non-external _cmp_keys
000000025ff128a4 (__TEXT,__text) non-external _cmp_markers
000000025fec22ec (__TEXT,__text) non-external _compare_copy_fork_3
000000025fec229c (__TEXT,__text) non-external _compare_copy_fork_4
000000025fec2244 (__TEXT,__text) non-external _compare_copy_fork_5
000000025fec1ea0 (__TEXT,__text) non-external _compare_digest_tasks
000000025fec042c (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
000000025fec2cfc (__TEXT,__text) non-external _compare_forks_by_extent
000000025fec2d38 (__TEXT,__text) non-external _compare_forks_by_position
000000025fee8564 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000025fee8508 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000025fee8554 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000025fee856c (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000025fee855c (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000025fecba60 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000025ff323c8 (__TEXT,__text) non-external _computePatchesWorkerProc
000000025fefae90 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000025fefadcc (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000025ff41c0c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000025ff0750c (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000025ff02d08 (__TEXT,__text) non-external _convertStreamAbort
000000025ff02fc0 (__TEXT,__text) non-external _convertStreamBeginBlob
000000025ff01c1c (__TEXT,__text) non-external _convertStreamClose
000000025ff031e8 (__TEXT,__text) non-external _convertStreamEndBlob
000000025ff02f28 (__TEXT,__text) non-external _convertStreamEndEntry
000000025ff02e60 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000025ff028d0 (__TEXT,__text) non-external _convertStreamWriteBlob
000000025ff01cb8 (__TEXT,__text) non-external _convertStreamWriteHeader
000000025ff0ef34 (__TEXT,__text) non-external _convert_block_controls
000000025ff0ed9c (__TEXT,__text) non-external _convert_internal_controls
000000025fefb5dc (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000025fefb9e4 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000025fede5b8 (__TEXT,__text) non-external _copyStream
000000025ff1f794 (__TEXT,__text) non-external _create
000000025ff019fc (__TEXT,__text) non-external _createErrorContextKey
000000025ff01420 (__TEXT,__text) non-external (was a private external) _createThread
000000025fee21d0 (__TEXT,__text) non-external _ctrl_reader_get
000000025fee6870 (__TEXT,__text) non-external _currentWriteBufferFull
000000025ff36708 (__TEXT,__text) non-external _decodeStreamAbort
000000025ff36724 (__TEXT,__text) non-external _decodeStreamClose
000000025ff357e4 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000025ff35b7c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000025ff35a04 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000025ff36504 (__TEXT,__text) non-external _decodeStreamReadBlob
000000025ff358d4 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000025ff35fe4 (__TEXT,__text) non-external _decodeStreamReadHeader
000000025ff35728 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000025ff38f34 (__TEXT,__text) non-external _decompressToData
000000025fec42dc (__TEXT,__text) non-external _decryptAsyncCancel
000000025fec3d50 (__TEXT,__text) non-external _decryptAsyncClose
000000025fec3f30 (__TEXT,__text) non-external _decryptAsyncGetRange
000000025fec42f0 (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000025fec4088 (__TEXT,__text) non-external _decryptAsyncProcess
000000025ff08350 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000025ff081cc (__TEXT,__text) non-external _decryptToFileAsyncClose
000000025ff08358 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000025ff08360 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000025fee3f18 (__TEXT,__text) non-external _ecc65537Inv
000000025fee3af0 (__TEXT,__text) non-external _ecc65537PolyEval
000000025fee3d88 (__TEXT,__text) non-external _ecc65537Solve
000000025fee3b6c (__TEXT,__text) non-external _ecc65537Triangulate
000000025ff33160 (__TEXT,__text) non-external _encodeEntry
000000025ff332e4 (__TEXT,__text) non-external _encodeYOPEntry
000000025ff3436c (__TEXT,__text) non-external _encoderStreamAbort
000000025ff341a4 (__TEXT,__text) non-external _encoderStreamClose
000000025ff3452c (__TEXT,__text) non-external _encoderStreamWriteBlob
000000025ff34388 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000025ff00c94 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000025ff32398 (__TEXT,__text) non-external _entryIndexCmpHLC
000000025ff1605c (__TEXT,__text) non-external _entryMessage
000000025ff24fec (__TEXT,__text) non-external _entryRelease
000000025ff3237c (__TEXT,__text) non-external _entryVectorCmp
000000025fefc9c0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000025fefcb28 (__TEXT,__text) non-external _enumerateTree_rec
000000025ff20414 (__TEXT,__text) non-external _expandDirThreadProc
000000025ff24fcc (__TEXT,__text) non-external _extractStreamAbort
000000025ff2313c (__TEXT,__text) non-external _extractStreamClose
000000025ff25b18 (__TEXT,__text) non-external _extractStreamEntryEnd
000000025ff25bf4 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000025ff25760 (__TEXT,__text) non-external _extractStreamStateFail
000000025ff248d8 (__TEXT,__text) non-external _extractStreamWriteBlob
000000025ff23df4 (__TEXT,__text) non-external _extractStreamWriteHeader
000000025ff16960 (__TEXT,__text) non-external _extractThread
000000025ff25168 (__TEXT,__text) non-external _extractThreadFailEntry
000000025ff22334 (__TEXT,__text) non-external _extractThreadProc
000000025ff25840 (__TEXT,__text) non-external _extractThreadSendCommand
000000025ff164b0 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000025ff162e0 (__TEXT,__text) non-external _extractToDirAsyncClose
000000025ff164b4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000025ff16548 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000025fedbce8 (__TEXT,__text) non-external _findFirst
000000025ff0f3bc (__TEXT,__text) non-external _fingerprint_consumer
000000025ff0f0c4 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000025fedd208 (__TEXT,__text) non-external _flushBuf
000000025ff347cc (__TEXT,__text) non-external _flushOBuf
000000025ff3aeac (__TEXT,__text) non-external _flushOBuf
000000025fef60b0 (__TEXT,__text) non-external _flushToResourceFork
000000025ff34940 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000025feede78 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000025ff0b0d0 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000025fedd5a0 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000002778636f8 (__DATA,__bss) non-external _gErrorContextKey
000000025ff11d40 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000025fefc6b8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000025ff35504 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000025fee40cc (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000025fefaa88 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000025ff01994 (__TEXT,__text) non-external _getErrorContextKey
00000002778636e8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000025ff0d468 (__TEXT,__text) non-external _getFieldBlob
000000025fefbe9c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000025fefbe10 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000025fefc48c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000025ff27260 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000025fefc628 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000025fefbd80 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000025fefc758 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000025fefc768 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000025fefc814 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000025fefc3b4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000025ff43900 (__TEXT,__text) non-external _getFreeCachePos
000000025feccab4 (__TEXT,__text) non-external _getHeader
000000025ff21318 (__TEXT,__text) non-external _getPath
000000025fef09bc (__TEXT,__text) non-external _getProfile
000000025fefaa40 (__TEXT,__text) non-external (was a private external) _getRealTime
000000025fefb25c (__TEXT,__text) non-external (was a private external) _getTempDir
000000025ff16dcc (__TEXT,__text) non-external _getTempSegmentFilename
000000025fefcfc0 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000025ff41a94 (__TEXT,__text) non-external _graisAbort
000000025ff400e8 (__TEXT,__text) non-external _graisClose
000000025ff416b8 (__TEXT,__text) non-external _graisPRead
000000025ff4169c (__TEXT,__text) non-external _graisRead
000000025ff41a48 (__TEXT,__text) non-external _graisSeek
000000025ff2035c (__TEXT,__text) non-external _increaseCapacity
000000025feef8d8 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000025ff34eac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000025ff2634c (__TEXT,__text) non-external _init_blob_with_magic
000000025ff03f68 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
000000025ff03ff4 (__TEXT,__text) non-external (was a private external) _io_preallocate
000000025ff041cc (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000025fefb314 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000025ff2bc18 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000025ff01780 (__TEXT,__text) non-external (was a private external) _joinThread
000000025ff3d8e4 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000025ff3d99c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000025ff00dbc (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000025ff35abc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000025ff10d14 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000025ff2aa8c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000025ff3b0a4 (__TEXT,__text) non-external _loadChunkOffsets
000000025ff3885c (__TEXT,__text) non-external _loadDecmpfsXattr
000000025ff169d4 (__TEXT,__text) non-external _loadRemainingRange
000000025ff16bf4 (__TEXT,__text) non-external _loadTempSegment
000000025ff165f0 (__TEXT,__text) non-external _loadThread
000000025ff05698 (__TEXT,__text) non-external (was a private external) _load_variants
000000025fef8fb0 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000025fefac00 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000025feec700 (__TEXT,__text) non-external _memoryInputStreamCancel
000000025feec6e4 (__TEXT,__text) non-external _memoryInputStreamClose
000000025feec734 (__TEXT,__text) non-external _memoryInputStreamPRead
000000025feec714 (__TEXT,__text) non-external _memoryInputStreamRead
000000025feec7ac (__TEXT,__text) non-external _memoryInputStreamSeek
000000025feec938 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000025feec91c (__TEXT,__text) non-external _memoryOutputStreamClose
000000025feec94c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000025ff354cc (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000025ff350c4 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000025ff44238 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000025ff20c4c (__TEXT,__text) non-external _normalize
000000025fefacc0 (__TEXT,__text) non-external (was a private external) _normalizePath
000000025ff16e74 (__TEXT,__text) non-external _notifySegmentAvailable
000000025ff58b28 (__TEXT,__const) non-external _old_resource_fork_map
000000025ff590e0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000025fecbc70 (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000025ff05818 (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000025fefb170 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000025fecca08 (__TEXT,__text) non-external _pcRead
000000025fecbed4 (__TEXT,__text) non-external _pcWrite
000000025fec3034 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
000000025fec2e78 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000025fec2e04 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000025fec2d64 (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000025fec2df4 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000025fec2f7c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
000000025fec2f6c (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000025ff0f4d4 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000025ff44798 (__TEXT,__text) non-external _pc_log_error.cold.1
000000025ff0f700 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000025ff0f5e8 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000025ff0ad00 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
000000025fec4810 (__TEXT,__text) non-external _processClusterHeader
000000025fee7a94 (__TEXT,__text) non-external _processEntry
000000025feff88c (__TEXT,__text) non-external _processEntry
000000025fec42fc (__TEXT,__text) non-external _processMagic
000000025fec4f98 (__TEXT,__text) non-external _processPadding
000000025fec4438 (__TEXT,__text) non-external _processPrologue
000000025fec52c4 (__TEXT,__text) non-external _processSegment
000000025ff07fcc (__TEXT,__text) non-external _processSegment
000000025ff15da4 (__TEXT,__text) non-external _processSegment
000000025fedf42c (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000025ff34fc8 (__TEXT,__text) non-external (was a private external) _pushControls
000000025ff34f38 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000025fec5424 (__TEXT,__text) non-external _pushPaddingRange
000000025fec3c28 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000025fef117c (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
000000025fee2abc (__TEXT,__text) non-external _randomAccessWorkerProc
000000025fefa47c (__TEXT,__text) non-external _rangeCmp
000000025fef59b0 (__TEXT,__text) non-external _rangeInputStreamCancel
000000025fef597c (__TEXT,__text) non-external _rangeInputStreamClose
000000025fef59d4 (__TEXT,__text) non-external _rangeInputStreamRead
000000025fec0990 (__TEXT,__text) non-external _rawimg_add_fork
000000025fec0b28 (__TEXT,__text) non-external _rawimg_add_volume
000000025fec06a8 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
000000025fec27a4 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
000000025fec0444 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
000000025fec1d0c (__TEXT,__text) non-external _rawimg_digest_worker
000000025fee4f38 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00000002729c46e0 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
000000025fec1c8c (__TEXT,__text) non-external _rawimg_free_chunks
000000025fec0ff8 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
000000025fec23a0 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
000000025fec1ed0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
000000025fec04c8 (__TEXT,__text) non-external (was a private external) _rawimg_show
000000025fec0b30 (__TEXT,__text) non-external _rawimg_verify
000000025fece2ac (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000025ff41ea0 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000025fefa9e0 (__TEXT,__text) non-external (was a private external) _reallocToFit
000000025ff264f4 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000025ff0b7e0 (__TEXT,__text) non-external _remap_page
000000025fefce9c (__TEXT,__text) non-external _removeEntryProc
000000025fefca9c (__TEXT,__text) non-external (was a private external) _removeFile
000000025fefcf50 (__TEXT,__text) non-external _removeLeaveDirProc
000000025fee7a30 (__TEXT,__text) non-external _removeStreamAbort
000000025fee7304 (__TEXT,__text) non-external _removeStreamClose
000000025fee7a1c (__TEXT,__text) non-external _removeStreamWriteBlob
000000025fee75ec (__TEXT,__text) non-external _removeStreamWriteHeader
000000025fefce50 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000025ff34eb8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000025ff396b4 (__TEXT,__text) non-external _resizeResourceFork
000000025ff08d14 (__TEXT,__text) non-external _resizeStream
000000025ff38a24 (__TEXT,__text) non-external _resourceForkSize
000000025ff01314 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
000000025ff17064 (__TEXT,__text) non-external _retireEntryRange
000000025ff255d0 (__TEXT,__text) non-external _retireThreadEnqueue
000000025ff21e00 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000025ff0ecd0 (__TEXT,__text) non-external _sanitize_internal_controls
000000025ff012a0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000025fef240c (__TEXT,__text) non-external _seekTo
000000025ff05630 (__TEXT,__text) non-external _segment_find
000000025fee67e4 (__TEXT,__text) non-external _sendEOF
000000025ff02d24 (__TEXT,__text) non-external _sendHeader
000000025fed351c (__TEXT,__text) non-external _sendMessage
000000025ff41ab8 (__TEXT,__text) non-external _sendMessage
000000025fee2950 (__TEXT,__text) non-external _sequentialReaderProc
000000025fee29ec (__TEXT,__text) non-external _sequentialWriterProc
000000025fefab48 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000025ff4eae8 (__TEXT,__cstring) non-external _serializeHexString.digit
000000025ff0d9b0 (__TEXT,__text) non-external _setFieldBlob
000000025fefbf24 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000025fefc55c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000025ff00d48 (__TEXT,__text) non-external _setThreadErrorContext
000000025ff3a954 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000025ff07ac0 (__TEXT,__text) non-external _setupContext
000000025ff150e4 (__TEXT,__text) non-external _setupContext
000000025fefab08 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000025fefab94 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000025fed7878 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000025fec54cc (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000025fefbe8c (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000025fefcfb8 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000025ff1e4f8 (__TEXT,__text) non-external _stateAppendEntry
000000025ff314bc (__TEXT,__text) non-external _stateCollectorStreamClose
000000025ff31f1c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
