00000001a0e0eff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001dbe06d30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00000001dbe06dd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00000001dbe06948 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00000001dbe06970 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00000001dbe06c90 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPLog
00000001dbe06e70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigration
00000001dbe06fb0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00000001dbe06f60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00000001dbe06b00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00000001dbe069c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00000001a0e02610 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0301c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e04484 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e06954 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e09f08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0a964 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0da58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0e4ec (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0ebd0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0f5c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a0e0262c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e044a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e06974 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e09f24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e0a97c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e0da78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e0e504 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e0ebec (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e0f5e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a0e02710 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
00000001a0e02640 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e044c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e06994 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e09f44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e0da98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a0e0265c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e044d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e09f58 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e0dab8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a0e02670 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e044f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e09f78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e0dad4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a0e02688 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a0e04508 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a0e09f98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a0e02694 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001a0e09fa4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001a0e026b4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001a0e026d8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001a0e026f8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001d5614e28 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
00000001a0e138a8 (__TEXT,__const) external _SystemPolicyVersionNumber
00000001a0e13878 (__TEXT,__const) external _SystemPolicyVersionString
00000001a0e07f14 (__TEXT,__text) external _URLisDirectory
00000001a0e0ef78 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00000001a0e12044 (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dea08d70 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00000001a0e13768 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00000001a0e12ca0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00000001a0e13788 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00000001a0e12d80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00000001a0e132b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00000001a0e13738 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
00000001a0e12e60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00000001a0e12cc0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00000001a0e12ac8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00000001a0e131f0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00000001a0e12f60 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
00000001a0e12918 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00000001a0e12df8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00000001a0e13330 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001a0e135f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00000001d5615ae0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001d5614fe8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d5615b80 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001d5615920 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001d56162a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001d5615018 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00000001d5616b40 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00000001a0e12a60 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00000001a0e137a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00000001a0e12bf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00000001a0e12d98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00000001a0e13750 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
00000001a0e12ae8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00000001a0e133e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00000001a0e137f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00000001a0e12e80 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00000001a0e13110 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00000001a0e12cd8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00000001a0e13398 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00000001a0e12f28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00000001a0e13208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00000001a0e12f78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00000001a0e12930 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00000001a0e136e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00000001a0e13610 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00000001a0e12b90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00000001a0e12a10 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001d5615320 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001d5616d58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001d56157c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001d5615af8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001d5615388 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001d56164e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001d5616df8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001d5615b98 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001d5616208 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001d5615938 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001d5616480 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001d5615d50 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001d56162c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001d56160e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001d5615030 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001d5616cb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001d5616b58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00000001d5615780 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00000001d56151f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001d5616dc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001d56158b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001d5615b40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001d5615450 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001d5616930 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001d5616e40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001d5615ca0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001d5615a40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001d56163e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001d5616168 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001d5615158 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001d5616d20 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001d5616c40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00000001d56152f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001d5614fc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d56154b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d56161e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001d5615d28 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001d5615d98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001d5614f60 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d56156d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d5616200 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001d5615d48 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001d5616010 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001d5614f98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d5614fe0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d5614fa8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d5615ac8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001d5615b68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001d5615908 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001d5616290 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001d5615000 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001d5616b28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPProvenanceMetadata
00000001dea09d38 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AKELData
00000001dea0a878 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AMFI
00000001dea0a008 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001dea0a998 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001dea0a908 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001dea09f78 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_BundleData
00000001dea0a128 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001dea0a518 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_MIS
00000001dea09e58 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001dea0a6c8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001dea0aa28 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001dea0a248 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001dea0a3f8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001dea0a098 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001dea09dc8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001dea0a638 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001dea0a2d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001dea0a488 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001dea0a368 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001dea09c18 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001dea0a1b8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPLog
00000001dea0a5a8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigration
00000001dea0a7e8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001dea0a758 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPProvenanceMetadata
00000001dea09ee8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPProvenanceTracking
00000001dea09ca8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001d5614f38 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001d5614f50 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001d5614f40 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d5614f48 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d5614f28 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001d5614f30 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001dea09cf0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AKELData
00000001dea0a830 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AMFI
00000001dea09fc0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001dea0a950 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001dea0a8c0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001dea09f30 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_BundleData
00000001dea0a0e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001dea0a4d0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_MIS
00000001dea09e10 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001dea0a680 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001dea0a9e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001dea0a200 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001dea0a3b0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001dea0a050 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001dea09d80 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001dea0a5f0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001dea0a290 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001dea0a440 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001dea0a320 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001dea09bd0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001dea0a170 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPLog
00000001dea0a560 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001dea0a7a0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001dea0a710 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00000001dea09ea0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00000001dea09c60 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001d98e46e8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001d98e4808 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001d98e4748 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d98e47a8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d98e4620 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001d98e4680 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001d98e4240 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001d98e4258 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001d98e4248 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001d98e4250 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00000001a0e0c76c (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00000001a0e0c5f8 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00000001a0e046ac (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00000001a0e04610 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00000001a0e04574 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00000001a0e047e4 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00000001a0e04748 (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00000001a0e093ac (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00000001a0dfe0e4 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00000001a0e04870 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00000001a0e111b4 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00000001a0dfe71c (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00000001a0dfd770 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00000001a0dfdabc (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.3
00000001a0e0f8a4 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00000001a0e0f964 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00000001a0e05e3c (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00000001a0e0e0b0 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00000001a0e0e1d4 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00000001a0e0f714 (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00000001a0e06fc4 (__TEXT,__text) non-external ___43-[SPExecutionPolicy legacyExecutionHistory]_block_invoke
00000001a0e05e58 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00000001a0e074e4 (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00000001a0dff290 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00000001a0e07030 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
