00007ffc425a9560 (__DATA_DIRTY,__common) external _AfterColour
00007ffc42bd8a10 (__DATA,__common) external __ZN4llvm25MachineBlockPlacementPass3KeyE
00007ffc0b348fd6 (__TEXT,__text) external __ZN4llvm25MergeBlockIntoPredecessorEPNS_10BasicBlockEPNS_14DomTreeUpdaterEPNS_8LoopInfoEPNS_16MemorySSAUpdaterEPNS_23MemoryDependenceResultsEb
00007ffc0b98dd16 (__TEXT,__text) external __ZN4llvm25MergedLoadStoreMotionPass13printPipelineERNS_11raw_ostreamENS_12function_refIFNS_9StringRefES4_EEE
00007ffc0b04e782 (__TEXT,__text) external __ZN4llvm25MergedLoadStoreMotionPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b89d5ce (__TEXT,__text) external __ZN4llvm25ModuleMemorySanitizerPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0b8a86a4 (__TEXT,__text) external __ZN4llvm25ModuleThreadSanitizerPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0b68e9c0 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator12visitPHINodeERNS_7PHINodeE
00007ffc0b68e7e8 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator13visitCallBaseERNS_8CallBaseE
00007ffc0a246366 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator13visitLoadInstERNS_8LoadInstE
00007ffc0b68e67c (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator15visitAllocaInstERNS_10AllocaInstE
00007ffc0b68f876 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator15visitSelectInstERNS_10SelectInstE
00007ffc0b68e458 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator16visitGEPOperatorERNS_11GEPOperatorE
00007ffc0a246372 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator16visitInstructionERNS_11InstructionE
00007ffc0a24635c (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator17visitIntToPtrInstERNS_12IntToPtrInstE
00007ffc0a246350 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator21visitExtractValueInstERNS_16ExtractValueInstE
00007ffc0a246346 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator23visitExtractElementInstERNS_18ExtractElementInstE
00007ffc0b68ced2 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator7computeEPNS_5ValueE
00007ffc0b68e250 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluator8compute_EPNS_5ValueE
00007ffc0b68cec8 (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluatorC1ERKNS_10DataLayoutEPKNS_17TargetLibraryInfoERNS_11LLVMContextENS_14ObjectSizeOptsE
00007ffc0b68e0ae (__TEXT,__text) external __ZN4llvm25ObjectSizeOffsetEvaluatorC2ERKNS_10DataLayoutEPKNS_17TargetLibraryInfoERNS_11LLVMContextENS_14ObjectSizeOptsE
00007ffc0a274498 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter10invalidateERNS_8FunctionERKNS_17PreservedAnalysesERNS_15AnalysisManagerIS1_JEE11InvalidatorE
00007ffc0a27450e (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter14computeHotnessEPKNS_5ValueE
00007ffc0a27452a (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter14computeHotnessERNS_28DiagnosticInfoIROptimizationE
00007ffc0b69a608 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitter4emitERNS_30DiagnosticInfoOptimizationBaseE
00007ffc0a27448e (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitterC1EPKNS_8FunctionE
00007ffc0a2741e8 (__TEXT,__text) external __ZN4llvm25OptimizationRemarkEmitterC2EPKNS_8FunctionE
00007ffc42bb0fb8 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE3KeyE
00007ffc0a144d72 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE3runERS6_RNS1_IS6_JEEE
00007ffc0b65a16c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6Result10invalidateERS6_RKNS_17PreservedAnalysesERNS1_IS6_JEE11InvalidatorE
00007ffc0a144cb0 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6ResultC1ERKS5_
00007ffc0a144c90 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6ResultC2ERKS5_
00007ffc0a144d68 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEEC1ERKS5_
00007ffc0a144d5e (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEEC2ERKS5_
00007ffc42bb0fb0 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE3KeyE
00007ffc0a144c6a (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE3runERS5_RNS1_IS5_JS6_EEES6_
00007ffc0a1448de (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6Result10invalidateERS5_RKNS_17PreservedAnalysesERNS1_IS5_JS6_EE11InvalidatorE
00007ffc0a1448be (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6ResultC1ERKS3_
00007ffc0a14489e (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6ResultC2ERKS3_
00007ffc0a144c60 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EEC1ERKS3_
00007ffc0a144c56 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EEC2ERKS3_
00007ffc42bb1138 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE3KeyE
00007ffc0a7cbb34 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE3runERS4_RNS1_IS4_JEEE
00007ffc0a7cb816 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6Result10invalidateERS4_RKNS_17PreservedAnalysesERNS1_IS4_JEE11InvalidatorE
00007ffc0a7cb7f6 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6ResultC1ERKS3_
00007ffc0a7cb7d6 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6ResultC2ERKS3_
00007ffc0a7cbb2a (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEEC1ERKS3_
00007ffc0a7cbb20 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEEC2ERKS3_
00007ffc42bb1008 (__DATA,__data) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE3KeyE
00007ffc0a22b1ee (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE3runERS4_RNS1_IS4_JS6_EEES6_
00007ffc0b68628c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6Result10invalidateERS4_RKNS_17PreservedAnalysesERNS1_IS4_JS6_EE11InvalidatorE
00007ffc0a22b12c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6ResultC1ERKS3_
00007ffc0a22b10c (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEE6ResultC2ERKS3_
00007ffc0a22b1e4 (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEC1ERKS3_
00007ffc0a22b1da (__TEXT,__text) weak external __ZN4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_8FunctionEJEEENS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEC2ERKS3_
00007ffc4259e050 (__DATA_DIRTY,__common) external __ZN4llvm25PartialUnrollingThresholdE
00007ffc0a600d72 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo14doFinalizationERNS_6ModuleE
00007ffc0a600f80 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo15getRegUsageInfoERKNS_8FunctionE
00007ffc0a600bf6 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo16doInitializationERNS_6ModuleE
00007ffc0a600bec (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo16setTargetMachineERKNS_17LLVMTargetMachineE
00007ffc0a600ec0 (__TEXT,__text) external __ZN4llvm25PhysicalRegisterUsageInfo23storeUpdateRegUsageInfoERKNS_8FunctionENS_8ArrayRefIjEE
00007ffc42bd8bf0 (__DATA,__common) external __ZN4llvm25PhysicalRegisterUsageInfo2IDE
00007ffc42bd87b8 (__DATA,__common) external __ZN4llvm25PostDominatorTreeAnalysis3KeyE
00007ffc0a27703a (__TEXT,__text) external __ZN4llvm25PostDominatorTreeAnalysis3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0b405f90 (__TEXT,__text) external __ZN4llvm25PredicateInfoVerifierPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc0a2d8440 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution11getAsAddRecEPNS_5ValueE
00007ffc0b6a5292 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution12addPredicateERKNS_13SCEVPredicateE
00007ffc0a2d83c2 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution13hasNoOverflowEPNS_5ValueENS_17SCEVWrapPredicate18IncrementWrapFlagsE
00007ffc0b6a53fa (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution13setNoOverflowEPNS_5ValueENS_17SCEVWrapPredicate18IncrementWrapFlagsE
00007ffc0a2d82ee (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution16updateGenerationEv
00007ffc0a2d821a (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution21getBackedgeTakenCountEv
00007ffc0a2d80d8 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolution7getSCEVEPNS_5ValueE
00007ffc0a2d8800 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC1ERKS0_
00007ffc0a2d80ce (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC1ERNS_15ScalarEvolutionERNS_4LoopE
00007ffc0a2d8568 (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC2ERKS0_
00007ffc0a2d7e8e (__TEXT,__text) external __ZN4llvm25PredicatedScalarEvolutionC2ERNS_15ScalarEvolutionERNS_4LoopE
00007ffc0a277c66 (__TEXT,__text) external __ZN4llvm25ProfileSummaryPrinterPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc42bd8938 (__DATA,__common) external __ZN4llvm25RegUsageInfoCollectorPass3KeyE
00007ffc4259df80 (__DATA_DIRTY,__common) external __ZN4llvm25RequireAndPreserveDomTreeE
00007ffc0a1e9ed5 (__TEXT,__text) external __ZN4llvm25SimplifyInsertElementInstEPNS_5ValueES1_S1_RKNS_13SimplifyQueryE
00007ffc0a1ea8c0 (__TEXT,__text) external __ZN4llvm25SimplifyShuffleVectorInstEPNS_5ValueES1_NS_8ArrayRefIiEEPNS_4TypeERKNS_13SimplifyQueryE
00007ffc0bae1d86 (__TEXT,__text) external __ZN4llvm25SplitBlockAndInsertIfThenEPNS_5ValueEPNS_11InstructionEbPNS_6MDNodeEPNS_13DominatorTreeEPNS_8LoopInfoEPNS_10BasicBlockE
00007ffc0bae1da4 (__TEXT,__text) external __ZN4llvm25SplitBlockAndInsertIfThenEPNS_5ValueEPNS_11InstructionEbPNS_6MDNodeEPNS_14DomTreeUpdaterEPNS_8LoopInfoEPNS_10BasicBlockE
00007ffc42bd8818 (__DATA,__common) external __ZN4llvm25StackSafetyGlobalAnalysis3KeyE
00007ffc0b6ad07c (__TEXT,__text) external __ZN4llvm25StackSafetyGlobalAnalysis3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc0b830c1a (__TEXT,__text) external __ZN4llvm25SubsumingPositionIteratorC1ERKNS_10IRPositionE
00007ffc0b830682 (__TEXT,__text) external __ZN4llvm25SubsumingPositionIteratorC2ERKNS_10IRPositionE
00007ffc42bd9448 (__DATA,__common) external __ZN4llvm25SymbolRemappingParseError2IDE
00007ffc42bd89d0 (__DATA,__common) external __ZN4llvm25TwoAddressInstructionPass3KeyE
00007ffc0a6edadc (__TEXT,__text) external __ZN4llvm25UpgradeFunctionAttributesERNS_8FunctionE
00007ffc0a22115b (__TEXT,__text) external __ZN4llvm25canReplacePointersIfEqualEPNS_5ValueES1_RKNS_10DataLayoutEPNS_11InstructionE
00007ffc0b66e0e5 (__TEXT,__text) external __ZN4llvm25canSimplifyInvokeNoUnwindEPKNS_8FunctionE
00007ffc0a3612a8 (__TEXT,__text) external __ZN4llvm25checkBitcodeCompatibilityERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_
00007ffc0a360500 (__TEXT,__text) external __ZN4llvm25checkBitcodeCompatibilityERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_i
00007ffc0aee987d (__TEXT,__text) external __ZN4llvm25collectPGOFuncNameStringsENS_8ArrayRefINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEEbRS7_
00007ffc0aee9a1f (__TEXT,__text) external __ZN4llvm25collectPGOFuncNameStringsENS_8ArrayRefIPNS_14GlobalVariableEEERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEEb
00007ffc0a3e1894 (__TEXT,__text) external __ZN4llvm25createCFGuardDispatchPassEv
00007ffc0b896ff9 (__TEXT,__text) external __ZN4llvm25createCGProfileLegacyPassEv
00007ffc0b65c321 (__TEXT,__text) external __ZN4llvm25createCallGraphViewerPassEv
00007ffc0a17ca39 (__TEXT,__text) external __ZN4llvm25createDelinearizationPassEv
00007ffc0b85fd77 (__TEXT,__text) external __ZN4llvm25createGlobalOptimizerPassEv
00007ffc0b708ad5 (__TEXT,__text) external __ZN4llvm25createJMCInstrumenterPassEv
00007ffc0b982668 (__TEXT,__text) external __ZN4llvm25createLoopInterchangePassEv
00007ffc0b9837ad (__TEXT,__text) external __ZN4llvm25createLoopPredicationPassEv
00007ffc0b9848ac (__TEXT,__text) external __ZN4llvm25createLoopSimplifyCFGPassEv
00007ffc0b729ac0 (__TEXT,__text) external __ZN4llvm25createMachineOutlinerPassEb
00007ffc0a5594e1 (__TEXT,__text) external __ZN4llvm25createMachineVerifierPassERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
00007ffc0b3f0637 (__TEXT,__text) external __ZN4llvm25createMemCpyLoopKnownSizeEPNS_11InstructionEPNS_5ValueES3_PNS_11ConstantIntENS_5AlignES6_bbbRKNS_19TargetTransformInfoENS_8OptionalIjEE
00007ffc0b98def0 (__TEXT,__text) external __ZN4llvm25createNaryReassociatePassEv
00007ffc0a588976 (__TEXT,__text) external __ZN4llvm25createObfuscateModulePassEv
00007ffc0b8d0f00 (__TEXT,__text) external __ZN4llvm25createObjCARCContractPassEv
00007ffc0b957117 (__TEXT,__text) external __ZN4llvm25createPGOFuncNameMetadataERNS_8FunctionENS_9StringRefE
00007ffc0b8779f5 (__TEXT,__text) external __ZN4llvm25createPartialInliningPassEv
00007ffc0b063128 (__TEXT,__text) external __ZN4llvm25createPlaceSafepointsPassEv
00007ffc0a5a03ce (__TEXT,__text) external __ZN4llvm25createPseudoProbeInserterEv
00007ffc0b74489e (__TEXT,__text) external __ZN4llvm25createRegAllocScoringPassEv
00007ffc0b8a801b (__TEXT,__text) external __ZN4llvm25createSoftPointerAuthPassEv
00007ffc0b8cd243 (__TEXT,__text) external __ZN4llvm25createWasmDwoObjectWriterENSt3__110unique_ptrINS_24MCWasmObjectTargetWriterENS0_14default_deleteIS2_EEEERNS_17raw_pwrite_streamES7_
00007ffc0b8cea4a (__TEXT,__text) external __ZN4llvm25createWinCOFFObjectWriterENSt3__110unique_ptrINS_27MCWinCOFFObjectTargetWriterENS0_14default_deleteIS2_EEEERNS_17raw_pwrite_streamE
00007ffc0baec155 (__TEXT,__text) external __ZN4llvm25expandRemainderUpTo32BitsEPNS_14BinaryOperatorE
00007ffc0baec3c4 (__TEXT,__text) external __ZN4llvm25expandRemainderUpTo64BitsEPNS_14BinaryOperatorE
00007ffc0b401883 (__TEXT,__text) external __ZN4llvm25filterDeadComdatFunctionsERNS_15SmallVectorImplIPNS_8FunctionEEE
00007ffc0a21feb6 (__TEXT,__text) external __ZN4llvm25findAvailablePtrLoadStoreERKNS_14MemoryLocationEPNS_4TypeEbPNS_10BasicBlockERNS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEEjPNS_9AAResultsEPbPj
00007ffc0b3e5ab0 (__TEXT,__text) external __ZN4llvm25findDefsUsedOutsideOfLoopEPNS_4LoopE
00007ffc0a23a71f (__TEXT,__text) external __ZN4llvm25findStringMetadataForLoopEPKNS_4LoopENS_9StringRefE
00007ffc0b645529 (__TEXT,__text) external __ZN4llvm25getAAResultsAnalysisUsageERNS_13AnalysisUsageE
00007ffc0acc2c94 (__TEXT,__text) external __ZN4llvm25getAddressSanitizerParamsERKNS_6TripleEibPyPiPb
00007ffc0b7a1c37 (__TEXT,__text) external __ZN4llvm25getConstrainedIntrinsicIDERKNS_11InstructionE
00007ffc0a312fac (__TEXT,__text) external __ZN4llvm25getGuaranteedNonPoisonOpsEPKNS_11InstructionERNS_15SmallPtrSetImplIPKNS_5ValueEEEb
00007ffc0a3169ca (__TEXT,__text) external __ZN4llvm25getInverseMinMaxIntrinsicEj
00007ffc0baef6a9 (__TEXT,__text) external __ZN4llvm25getLoopEstimatedTripCountEPNS_4LoopEPj
00007ffc0aeeaf78 (__TEXT,__text) external __ZN4llvm25getNumValueKindsInstrProfEPKv
00007ffc0aeeafa6 (__TEXT,__text) external __ZN4llvm25getNumValueSitesInstrProfEPKvj
00007ffc0b89f15d (__TEXT,__text) external __ZN4llvm25getOrCreateFunctionComdatERNS_8FunctionERNS_6TripleE
00007ffc0b3c34e9 (__TEXT,__text) external __ZN4llvm25inferAttributesFromOthersERNS_8FunctionE
00007ffc0aab8572 (__TEXT,__text) external __ZN4llvm25initializeBarrierNoopPassERNS_12PassRegistryE
00007ffc0aabea00 (__TEXT,__text) external __ZN4llvm25initializeCrossDSOCFIPassERNS_12PassRegistryE
00007ffc0b703658 (__TEXT,__text) external __ZN4llvm25initializeEdgeBundlesPassERNS_12PassRegistryE
00007ffc0a456d74 (__TEXT,__text) external __ZN4llvm25initializeGlobalMergePassERNS_12PassRegistryE
00007ffc0aae9cb0 (__TEXT,__text) external __ZN4llvm25initializeGlobalSplitPassERNS_12PassRegistryE
00007ffc0b7074a0 (__TEXT,__text) external __ZN4llvm25initializeIfConverterPassERNS_12PassRegistryE
00007ffc0ad3f0af (__TEXT,__text) external __ZN4llvm25initializeInstrumentationERNS_12PassRegistryE
00007ffc0b67f434 (__TEXT,__text) external __ZN4llvm25initializeLazyBFIPassPassERNS_12PassRegistryE
00007ffc0b67f0fb (__TEXT,__text) external __ZN4llvm25initializeLazyBPIPassPassERNS_12PassRegistryE
00007ffc0a4bc29e (__TEXT,__text) external __ZN4llvm25initializeLowerEmuTLSPassERNS_12PassRegistryE
00007ffc0b7261d2 (__TEXT,__text) external __ZN4llvm25initializeMachineLICMPassERNS_12PassRegistryE
00007ffc0b3ff428 (__TEXT,__text) external __ZN4llvm25initializeMetaRenamerPassERNS_12PassRegistryE
00007ffc0a624521 (__TEXT,__text) external __ZN4llvm25initializeSlotIndexesPassERNS_12PassRegistryE
00007ffc0a3121b7 (__TEXT,__text) external __ZN4llvm25isGuaranteedNotToBePoisonEPKNS_5ValueEPNS_15AssumptionCacheEPKNS_11InstructionEPKNS_13DominatorTreeEj
00007ffc0a1022bd (__TEXT,__text) external __ZN4llvm25isIdentifiedFunctionLocalEPKNS_5ValueE
00007ffc0a311193 (__TEXT,__text) external __ZN4llvm25isOverflowIntrinsicNoWrapEPKNS_16WithOverflowInstERKNS_13DominatorTreeE
00007ffc0b7bc3ab (__TEXT,__text) external __ZN4llvm25isStatepointDirectiveAttrENS_9AttributeE
00007ffc0baa73b4 (__TEXT,__text) external __ZN4llvm25llvm_unreachable_internalEPKcS1_j
00007ffc0b6b8319 (__TEXT,__text) external __ZN4llvm25onlyUsedByLifetimeMarkersEPKNS_5ValueE
00007ffc0b6e18ad (__TEXT,__text) external __ZN4llvm25parseSummaryIndexAssemblyENS_15MemoryBufferRefERNS_12SMDiagnosticE
00007ffc0b35fc9c (__TEXT,__text) external __ZN4llvm25promoteCallWithIfThenElseERNS_8CallBaseEPNS_8FunctionEPNS_6MDNodeE
00007ffc0b369a45 (__TEXT,__text) external __ZN4llvm25remapInstructionsInBlocksERKNS_15SmallVectorImplIPNS_10BasicBlockEEERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS9_NS_3sys10SmartMutexILb0EEEEEEE
00007ffc0a221659 (__TEXT,__text) external __ZN4llvm25replaceSymbolicStrideSCEVERNS_25PredicatedScalarEvolutionERKNS_8DenseMapIPKNS_5ValueEPS3_NS_12DenseMapInfoIS5_vEENS_6detail12DenseMapPairIS5_S6_EEEES6_
00007ffc0aad3410 (__TEXT,__text) external __ZN4llvm25runFunctionSpecializationERNS_6ModuleERKNS_10DataLayoutENSt3__18functionIFRNS_17TargetLibraryInfoERNS_8FunctionEEEENS6_IFRNS_19TargetTransformInfoESA_EEENS6_IFRNS_15AssumptionCacheESA_EEENS_12function_refIFNS_20AnalysisResultsForFnESA_EEE
00007ffc0baef758 (__TEXT,__text) external __ZN4llvm25setLoopEstimatedTripCountEPNS_4LoopEjj
00007ffc0b7bab2c (__TEXT,__text) external __ZN4llvm25shouldPrintBeforeSomePassEv
00007ffc0badfe15 (__TEXT,__text) external __ZN4llvm25simplifyRetainedKnowledgeEPNS_10AssumeInstENS_17RetainedKnowledgeEPNS_15AssumptionCacheEPNS_13DominatorTreeE
00007ffc0b78a510 (__TEXT,__text) external __ZN4llvm26AbstractSlotTrackerStorageD0Ev
00007ffc0b78a50a (__TEXT,__text) external __ZN4llvm26AbstractSlotTrackerStorageD1Ev
00007ffc0a6a3fac (__TEXT,__text) external __ZN4llvm26AbstractSlotTrackerStorageD2Ev
00007ffc0a12a6f0 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase11packageLoopERNS0_8LoopDataE
00007ffc0a12abe8 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase11unwrapLoopsEv
00007ffc0a129cc2 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase12Distribution3addERKNS0_9BlockNodeEyNS0_6Weight8DistTypeE
00007ffc0a129d2e (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase12Distribution9normalizeEv
00007ffc0a12c002 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase12setBlockFreqERKNS0_9BlockNodeEy
00007ffc0a12a74a (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase14distributeMassERKNS0_9BlockNodeEPNS0_8LoopDataERNS0_12DistributionE
00007ffc0a12af92 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase15finalizeMetricsEv
00007ffc0b64dea0 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase15isIrrLoopHeaderERKNS0_9BlockNodeE
00007ffc0a12a516 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase16computeLoopScaleERNS0_8LoopDataE
00007ffc0b64e350 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase18analyzeIrreducibleERKNS_10bfi_detail16IrreducibleGraphEPNS0_8LoopDataENSt3__115__list_iteratorIS5_PvEE
00007ffc0b64eaf2 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase20adjustLoopHeaderMassERNS0_8LoopDataE
00007ffc0a12a486 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase23addLoopSuccessorsToDistEPKNS0_8LoopDataERS1_RNS0_12DistributionE
00007ffc0b64ea44 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase25updateLoopWithIrreducibleERNS0_8LoopDataE
00007ffc0b64ecce (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase27distributeIrrLoopHeaderMassERNS0_12DistributionE
00007ffc0a12a07e (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase5clearEv
00007ffc0a12a1b6 (__TEXT,__text) external __ZN4llvm26BlockFrequencyInfoImplBase9addToDistERNS0_12DistributionEPKNS0_8LoopDataERKNS0_9BlockNodeES8_y
00007ffc0a14839c (__TEXT,__text) external __ZN4llvm26CGSCCToFunctionPassAdaptor3runERNS_13LazyCallGraph3SCCERNS_15AnalysisManagerIS2_JRS1_EEES5_RNS_17CGSCCUpdateResultE
00007ffc0a5a130c (__TEXT,__text) external __ZN4llvm26CallEntryPseudoSourceValueC1EjRKNS_15TargetInstrInfoE
00007ffc0a5a12d6 (__TEXT,__text) external __ZN4llvm26CallEntryPseudoSourceValueC2EjRKNS_15TargetInstrInfoE
