00007ffc131f3e5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc13180663 (__TEXT,__text) non-external _asyncContext
00007ffc1319f10d (__TEXT,__text) non-external _asyncContext
00007ffc13180969 (__TEXT,__text) non-external _asyncProgress
00007ffc1319f42e (__TEXT,__text) non-external _asyncProgress
00007ffc13180951 (__TEXT,__text) non-external _asyncSelect
00007ffc131a8615 (__TEXT,__text) non-external _bestMatchInRange
00007ffc131bbccb (__TEXT,__text) non-external _blockGetFromCache
00007ffc131bbb7f (__TEXT,__text) non-external _blockReader
00007ffc131bbe1d (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffc131c186d (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffc131c217d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffc131c2af4 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffc131c1fd9 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffc131c23e6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffc131c2454 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffc131c1a86 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffc131c18c0 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffc131c1df0 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc131c1f7a (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc132001f2 (__TEXT,__text) non-external _cacheData
00007ffc1318e8b2 (__TEXT,__text) non-external _cacheFlush
00007ffc1318e792 (__TEXT,__text) non-external _cachePageEvict
00007ffc1318e49e (__TEXT,__text) non-external _cachePageGet
00007ffc1318e5f9 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffc1317fbb4 (__TEXT,__text) non-external _cancelProc
00007ffc131ab436 (__TEXT,__text) non-external _cancelProc
00007ffc131b7452 (__TEXT,__text) non-external _cancelProc
00007ffc131cd4c0 (__TEXT,__text) non-external _cancelProc
00007ffc131d01c1 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffc131a6c4a (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc131c976b (__TEXT,__text) non-external _chunkAppendHole
00007ffc131b0ccc (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc131b05c3 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc131b0950 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc131b0cec (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc131b0af3 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc131c973d (__TEXT,__text) non-external _chunkDestroy
00007ffc131c7938 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc131c792c (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc131a98eb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc1317e77f (__TEXT,__text) non-external _closeProc
00007ffc131aaae4 (__TEXT,__text) non-external _closeProc
00007ffc131b488e (__TEXT,__text) non-external _closeProc
00007ffc131cb801 (__TEXT,__text) non-external _closeProc
00007ffc1317ea30 (__TEXT,__text) non-external _closeWithStateProc
00007ffc131aab6f (__TEXT,__text) non-external _closeWithStateProc
00007ffc131b5ef9 (__TEXT,__text) non-external _closeWithStateProc
00007ffc131cb8c3 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc131e07fd (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc131dbc14 (__TEXT,__text) non-external _cmpNodesProc
00007ffc1317ab1a (__TEXT,__text) non-external _cmpRange
00007ffc1317e1c7 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc1317e19a (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc1317e248 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc1317e1f4 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc131d92d3 (__TEXT,__text) non-external _cmp_keys
00007ffc131cb598 (__TEXT,__text) non-external _cmp_markers
00007ffc1317780e (__TEXT,__text) non-external _compare_copy_fork_3
00007ffc131777de (__TEXT,__text) non-external _compare_copy_fork_4
00007ffc1317779f (__TEXT,__text) non-external _compare_copy_fork_5
00007ffc13177433 (__TEXT,__text) non-external _compare_digest_tasks
00007ffc13175830 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffc1317821f (__TEXT,__text) non-external _compare_forks_by_extent
00007ffc13178258 (__TEXT,__text) non-external _compare_forks_by_position
00007ffc1319f64d (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc1319f5e6 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc1319f631 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc1319f65b (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc1319f63f (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc13181a21 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc131edc3b (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc131b273b (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc131b269b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc131fd796 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc131bfbe5 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffc131bad7c (__TEXT,__text) non-external _convertStreamAbort
00007ffc131bafe6 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc131b9bb0 (__TEXT,__text) non-external _convertStreamClose
00007ffc131bb24a (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc131baf4b (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc131baeae (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc131ba8ec (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc131b9c47 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc131c7951 (__TEXT,__text) non-external _convert_block_controls
00007ffc131c77cf (__TEXT,__text) non-external _convert_internal_controls
00007ffc131b2dda (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc131b3183 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc13194a87 (__TEXT,__text) non-external _copyStream
00007ffc131d9aa6 (__TEXT,__text) non-external _create
00007ffc131b99b6 (__TEXT,__text) non-external _createErrorContextKey
00007ffc131b942b (__TEXT,__text) non-external (was a private external) _createThread
00007ffc13198c6e (__TEXT,__text) non-external _ctrl_reader_get
00007ffc1319d872 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc131f20a7 (__TEXT,__text) non-external _decodeStreamAbort
00007ffc131f20ca (__TEXT,__text) non-external _decodeStreamClose
00007ffc131f1214 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc131f1531 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc131f13f6 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc131f1edf (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc131f12eb (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc131f19d7 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc131f1175 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc131f46a1 (__TEXT,__text) non-external _decompressToData
00007ffc13179928 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc131793ce (__TEXT,__text) non-external _decryptAsyncClose
00007ffc131795cd (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc1317993a (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc1317971a (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc131c0b22 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc131c09a4 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc131c0b2f (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc131c0b3c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc1319adce (__TEXT,__text) non-external _ecc65537Inv
00007ffc1319a9db (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc1319ac66 (__TEXT,__text) non-external _ecc65537Solve
00007ffc1319aa44 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc131eeb19 (__TEXT,__text) non-external _encodeEntry
00007ffc131eec7a (__TEXT,__text) non-external _encodeYOPEntry
00007ffc131efca7 (__TEXT,__text) non-external _encoderStreamAbort
00007ffc131efad4 (__TEXT,__text) non-external _encoderStreamClose
00007ffc131efe48 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc131efcc4 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc131b8c7d (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc131edc07 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc131cf4c6 (__TEXT,__text) non-external _entryMessage
00007ffc131dfe79 (__TEXT,__text) non-external _entryRelease
00007ffc131edbee (__TEXT,__text) non-external _entryVectorCmp
00007ffc131b4060 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc131b4184 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc131da905 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc131dfe5c (__TEXT,__text) non-external _extractStreamAbort
00007ffc131dd9a8 (__TEXT,__text) non-external _extractStreamClose
00007ffc131e0a21 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc131e0afa (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc131e0662 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc131df655 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc131de8f9 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc131cfdaf (__TEXT,__text) non-external _extractThread
00007ffc131dffec (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc131dc8e8 (__TEXT,__text) non-external _extractThreadProc
00007ffc131e074c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc131cf90a (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc131cf71d (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc131cf914 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc131cf990 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc13192193 (__TEXT,__text) non-external _findFirst
00007ffc131c7abd (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc1319367d (__TEXT,__text) non-external _flushBuf
00007ffc131f00ee (__TEXT,__text) non-external _flushOBuf
00007ffc131f68cb (__TEXT,__text) non-external _flushOBuf
00007ffc131ad62f (__TEXT,__text) non-external _flushToResourceFork
00007ffc131f022b (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc131f0804 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffc131c38fb (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc13193a14 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc4180cdd0 (__DATA,__bss) non-external _gErrorContextKey
00007ffc131ca88c (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc131b3d8e (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc131f0ed8 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc1319af90 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc131b240d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc131b9964 (__TEXT,__text) non-external _getErrorContextKey
00007ffc4180cdc0 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc131c5c64 (__TEXT,__text) non-external _getFieldBlob
00007ffc131b361a (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc131b3599 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc131b3b71 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc131e2154 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc131b3d05 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc131b3511 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc131b3e1f (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc131b3e35 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc131b3ec3 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc131b3aef (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc131ff586 (__TEXT,__text) non-external _getFreeCachePos
00007ffc13182b53 (__TEXT,__text) non-external _getHeader
00007ffc131db836 (__TEXT,__text) non-external _getPath
00007ffc131a8146 (__TEXT,__text) non-external _getProfile
00007ffc131b23d9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc131b2a9a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc131d022e (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc131b4601 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc131fd617 (__TEXT,__text) non-external _graisAbort
00007ffc131fb9f7 (__TEXT,__text) non-external _graisClose
00007ffc131fd215 (__TEXT,__text) non-external _graisPRead
00007ffc131fd1ed (__TEXT,__text) non-external _graisRead
00007ffc131fd5d1 (__TEXT,__text) non-external _graisSeek
00007ffc131da85c (__TEXT,__text) non-external _increaseCapacity
00007ffc131a6ea0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc131f07f0 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc131e1234 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc131bbf30 (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffc131bc0f5 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffc131b2b2f (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc131e6acc (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc131b975c (__TEXT,__text) non-external (was a private external) _joinThread
00007ffc131f9240 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffc131f92e1 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc131b8d4a (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc131f148a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc131c98f4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc131e57ac (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc131f6a6e (__TEXT,__text) non-external _loadChunkOffsets
00007ffc131f3fba (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc131cfe17 (__TEXT,__text) non-external _loadRemainingRange
00007ffc131d005e (__TEXT,__text) non-external _loadTempSegment
00007ffc131cfa20 (__TEXT,__text) non-external _loadThread
00007ffc131bd6cd (__TEXT,__text) non-external (was a private external) _load_variants
00007ffc131b07d3 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc131b253a (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc131a3b3a (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc131a3b2d (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc131a3b6f (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc131a3b4c (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc131a3bc6 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc131a3d1d (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc131a3d10 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc131a3d2f (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc131f0eb5 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc131f0a4b (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc131ffe1c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc131db1b5 (__TEXT,__text) non-external _normalize
00007ffc131b25c6 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc131d02c2 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc13213e50 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc132143a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc13181c1d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc131bd81a (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffc131b29ca (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc13182ac9 (__TEXT,__text) non-external _pcRead
00007ffc13181e8d (__TEXT,__text) non-external _pcWrite
00007ffc13178534 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffc131783aa (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc13178339 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc1317828a (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffc13178324 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc13178499 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffc13178484 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffc131c7f10 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc1320037e (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc131c81f8 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffc131c8083 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffc131c34ef (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffc13179e72 (__TEXT,__text) non-external _processClusterHeader
00007ffc1319eaf1 (__TEXT,__text) non-external _processEntry
00007ffc131b7464 (__TEXT,__text) non-external _processEntry
00007ffc13179943 (__TEXT,__text) non-external _processMagic
00007ffc1317a72e (__TEXT,__text) non-external _processPadding
00007ffc13179a4e (__TEXT,__text) non-external _processPrologue
00007ffc1317a9ec (__TEXT,__text) non-external _processSegment
00007ffc131c0752 (__TEXT,__text) non-external _processSegment
00007ffc131cf18d (__TEXT,__text) non-external _processSegment
00007ffc131959d7 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc131f090a (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc131f0895 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc1317ab35 (__TEXT,__text) non-external _pushPaddingRange
00007ffc13179273 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc131a882f (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffc13199672 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc131b1e2d (__TEXT,__text) non-external _rangeCmp
00007ffc131acf66 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc131acf43 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc131acf83 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc13175dc5 (__TEXT,__text) non-external _rawimg_add_fork
00007ffc13175f60 (__TEXT,__text) non-external _rawimg_add_volume
00007ffc13175aa6 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffc13177c87 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffc13175843 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffc131772b7 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffc1319be80 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffc13177243 (__TEXT,__text) non-external _rawimg_free_chunks
00007ffc1317645f (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffc1317785e (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffc13177456 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffc131758b6 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffc13175f68 (__TEXT,__text) non-external _rawimg_verify
00007ffc13184358 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc131fda58 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc131b2380 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc131e13cc (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc13213cc0 (__TEXT,__const) non-external _reltable.rawimg_force_in_place
00007ffc131c3f89 (__TEXT,__text) non-external _remap_page
00007ffc131b44ff (__TEXT,__text) non-external _removeEntryProc
00007ffc131b411c (__TEXT,__text) non-external (was a private external) _removeFile
