000000020c0bce38 (__TEXT,__text) external _AAAFSCGetMetadata
000000020c0c5ac4 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000020c08c0a0 (__TEXT,__text) non-external _convertStreamAbort
000000020c08c358 (__TEXT,__text) non-external _convertStreamBeginBlob
000000020c08afb8 (__TEXT,__text) non-external _convertStreamClose
000000020c08c58c (__TEXT,__text) non-external _convertStreamEndBlob
000000020c08c2c0 (__TEXT,__text) non-external _convertStreamEndEntry
000000020c08c1f8 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000020c08bc6c (__TEXT,__text) non-external _convertStreamWriteBlob
000000020c08b054 (__TEXT,__text) non-external _convertStreamWriteHeader
000000020c093f54 (__TEXT,__text) non-external _convert_block_controls
000000020c093db0 (__TEXT,__text) non-external _convert_internal_controls
000000020c084bb0 (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000020c084fb8 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000020c06b658 (__TEXT,__text) non-external _copyStream
000000020c0a4040 (__TEXT,__text) non-external _create
000000020c08ad98 (__TEXT,__text) non-external _createErrorContextKey
000000020c08a7c8 (__TEXT,__text) non-external (was a private external) _createThread
000000020c070d44 (__TEXT,__text) non-external _currentWriteBufferFull
000000020c0bade8 (__TEXT,__text) non-external _decodeStreamAbort
000000020c0bae04 (__TEXT,__text) non-external _decodeStreamClose
000000020c0b9ef0 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000020c0ba274 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000020c0ba0f8 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000020c0babdc (__TEXT,__text) non-external _decodeStreamReadBlob
000000020c0b9fd4 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000020c0ba6cc (__TEXT,__text) non-external _decodeStreamReadHeader
000000020c0b9e34 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000020c0bd6c4 (__TEXT,__text) non-external _decompressToData
000000020c052cf0 (__TEXT,__text) non-external _decryptAsyncCancel
000000020c052760 (__TEXT,__text) non-external _decryptAsyncClose
000000020c052944 (__TEXT,__text) non-external _decryptAsyncGetRange
000000020c052d04 (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000020c052a9c (__TEXT,__text) non-external _decryptAsyncProcess
000000020c08df54 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000020c08ddd0 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000020c08df5c (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000020c08df64 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000020c06f324 (__TEXT,__text) non-external _ecc65537Inv
000000020c06ef10 (__TEXT,__text) non-external _ecc65537PolyEval
000000020c06f19c (__TEXT,__text) non-external _ecc65537Solve
000000020c06ef8c (__TEXT,__text) non-external _ecc65537Triangulate
000000020c0b7818 (__TEXT,__text) non-external _encodeEntry
000000020c0b79b4 (__TEXT,__text) non-external _encodeYOPEntry
000000020c0b8a4c (__TEXT,__text) non-external _encoderStreamAbort
000000020c0b8884 (__TEXT,__text) non-external _encoderStreamClose
000000020c0b8c00 (__TEXT,__text) non-external _encoderStreamWriteBlob
000000020c0b8a68 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000020c08a170 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000020c0b6e1c (__TEXT,__text) non-external _entryIndexCmpHLC
000000020c09a590 (__TEXT,__text) non-external _entryMessage
000000020c0a998c (__TEXT,__text) non-external _entryRelease
000000020c0b6e00 (__TEXT,__text) non-external _entryVectorCmp
000000020c085f8c (__TEXT,__text) non-external (was a private external) _enumerateTree
000000020c0860f4 (__TEXT,__text) non-external _enumerateTree_rec
000000020c0a4d18 (__TEXT,__text) non-external _expandDirThreadProc
000000020c0a996c (__TEXT,__text) non-external _extractStreamAbort
000000020c0a7adc (__TEXT,__text) non-external _extractStreamClose
000000020c0aa4b8 (__TEXT,__text) non-external _extractStreamEntryEnd
000000020c0aa598 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000020c0aa0f8 (__TEXT,__text) non-external _extractStreamStateFail
000000020c0a9284 (__TEXT,__text) non-external _extractStreamWriteBlob
000000020c0a87c8 (__TEXT,__text) non-external _extractStreamWriteHeader
000000020c09ae68 (__TEXT,__text) non-external _extractThread
000000020c0a9b08 (__TEXT,__text) non-external _extractThreadFailEntry
000000020c0a6cb0 (__TEXT,__text) non-external _extractThreadProc
000000020c0aa1d8 (__TEXT,__text) non-external _extractThreadSendCommand
000000020c09a9c0 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000020c09a7f0 (__TEXT,__text) non-external _extractToDirAsyncClose
000000020c09a9c4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000020c09aa58 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000020c069270 (__TEXT,__text) non-external _findFirst
000000020c094090 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000020c06a2b0 (__TEXT,__text) non-external _flushBuf
000000020c0b8eac (__TEXT,__text) non-external _flushOBuf
000000020c0bf66c (__TEXT,__text) non-external _flushOBuf
000000020c07f5cc (__TEXT,__text) non-external _flushToResourceFork
000000020c0b9014 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
000000020c0b958c (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000020c06a654 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
000000021b0b1080 (__DATA,__bss) non-external _gErrorContextKey
000000020c096964 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000020c085c84 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000020c0b9c0c (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000020c06f4dc (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000020c0840ec (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000020c08ad30 (__TEXT,__text) non-external _getErrorContextKey
000000021b0b1070 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000020c0923b8 (__TEXT,__text) non-external _getFieldBlob
000000020c085470 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000020c0853e4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000020c085a58 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000020c0abbdc (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000020c085bf4 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000020c085354 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000020c085d24 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000020c085d34 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000020c085de0 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000020c085980 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000020c0c7804 (__TEXT,__text) non-external _getFreeCachePos
000000020c05b574 (__TEXT,__text) non-external _getHeader
000000020c0a5c60 (__TEXT,__text) non-external _getPath
000000020c0840a4 (__TEXT,__text) non-external (was a private external) _getRealTime
000000020c08482c (__TEXT,__text) non-external (was a private external) _getTempDir
000000020c09b2f8 (__TEXT,__text) non-external _getTempSegmentFilename
000000020c086588 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000020c0c5940 (__TEXT,__text) non-external _graisAbort
000000020c0c3e80 (__TEXT,__text) non-external _graisClose
000000020c0c5554 (__TEXT,__text) non-external _graisPRead
000000020c0c5538 (__TEXT,__text) non-external _graisRead
000000020c0c58f4 (__TEXT,__text) non-external _graisSeek
000000020c0a4c48 (__TEXT,__text) non-external _increaseCapacity
000000020c078c0c (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000020c0b9580 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000020c0aacdc (__TEXT,__text) non-external _init_blob_with_magic
000000020c0848d8 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000020c0b059c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000020c08ab28 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000020c08a298 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000020c0ba1b4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000020c095c14 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000020c0af3bc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000020c0bf874 (__TEXT,__text) non-external _loadChunkOffsets
000000020c0bcfb0 (__TEXT,__text) non-external _loadDecmpfsXattr
000000020c09aedc (__TEXT,__text) non-external _loadRemainingRange
000000020c09b118 (__TEXT,__text) non-external _loadTempSegment
000000020c09ab00 (__TEXT,__text) non-external _loadThread
000000020c0825c0 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000020c084218 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000020c076cd0 (__TEXT,__text) non-external _memoryInputStreamCancel
000000020c076cb4 (__TEXT,__text) non-external _memoryInputStreamClose
000000020c076d04 (__TEXT,__text) non-external _memoryInputStreamPRead
000000020c076ce4 (__TEXT,__text) non-external _memoryInputStreamRead
000000020c076d84 (__TEXT,__text) non-external _memoryInputStreamSeek
000000020c076f10 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000020c076ef4 (__TEXT,__text) non-external _memoryOutputStreamClose
000000020c076f24 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000020c0b9bd4 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000020c0b97c8 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000020c0c8104 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000020c0a5578 (__TEXT,__text) non-external _normalize
000000020c0842d8 (__TEXT,__text) non-external (was a private external) _normalizePath
000000020c09b3a0 (__TEXT,__text) non-external _notifySegmentAvailable
000000020c0dacb0 (__TEXT,__const) non-external _old_resource_fork_map
000000020c0db260 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000020c05a71c (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000020c084744 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000020c05b4c8 (__TEXT,__text) non-external _pcRead
000000020c05a980 (__TEXT,__text) non-external _pcWrite
000000020c0519dc (__TEXT,__text) non-external (was a private external) _pc_array_append
000000020c051968 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000020c051958 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000020c0944f0 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000020c0c8568 (__TEXT,__text) non-external _pc_log_error.cold.1
000000020c094604 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
000000020c090930 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
000000020c053208 (__TEXT,__text) non-external _processClusterHeader
000000020c071fa4 (__TEXT,__text) non-external _processEntry
000000020c088e90 (__TEXT,__text) non-external _processEntry
000000020c052d10 (__TEXT,__text) non-external _processMagic
000000020c05398c (__TEXT,__text) non-external _processPadding
000000020c052e4c (__TEXT,__text) non-external _processPrologue
000000020c053cdc (__TEXT,__text) non-external _processSegment
000000020c08dbcc (__TEXT,__text) non-external _processSegment
000000020c09a2c8 (__TEXT,__text) non-external _processSegment
000000020c06c4c8 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000020c0b96cc (__TEXT,__text) non-external (was a private external) _pushControls
000000020c0b963c (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000020c053e3c (__TEXT,__text) non-external _pushPaddingRange
000000020c052640 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000020c07a520 (__TEXT,__text) non-external _quicksort64
000000020c06df28 (__TEXT,__text) non-external _randomAccessWorkerProc
000000020c083a80 (__TEXT,__text) non-external _rangeCmp
000000020c07eec8 (__TEXT,__text) non-external _rangeInputStreamCancel
000000020c07ee94 (__TEXT,__text) non-external _rangeInputStreamClose
000000020c07eeec (__TEXT,__text) non-external _rangeInputStreamRead
000000020c05c498 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000020c0c5d70 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000020c084044 (__TEXT,__text) non-external (was a private external) _reallocToFit
000000020c0aae7c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000020c086464 (__TEXT,__text) non-external _removeEntryProc
000000020c086068 (__TEXT,__text) non-external (was a private external) _removeFile
000000020c086518 (__TEXT,__text) non-external _removeLeaveDirProc
000000020c071f40 (__TEXT,__text) non-external _removeStreamAbort
000000020c0717f4 (__TEXT,__text) non-external _removeStreamClose
000000020c071f2c (__TEXT,__text) non-external _removeStreamWriteBlob
000000020c071b00 (__TEXT,__text) non-external _removeStreamWriteHeader
000000020c086418 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000020c0b95bc (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000020c0bde68 (__TEXT,__text) non-external _resizeResourceFork
000000020c08e924 (__TEXT,__text) non-external _resizeStream
000000020c0bd174 (__TEXT,__text) non-external _resourceForkSize
000000020c09b6cc (__TEXT,__text) non-external _retireEntryRange
000000020c0a9f70 (__TEXT,__text) non-external _retireThreadEnqueue
000000020c0a678c (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000020c093ce4 (__TEXT,__text) non-external _sanitize_internal_controls
000000020c07b7d4 (__TEXT,__text) non-external _seekTo
000000020c070cb8 (__TEXT,__text) non-external _sendEOF
000000020c08c0bc (__TEXT,__text) non-external _sendHeader
000000020c061788 (__TEXT,__text) non-external _sendMessage
000000020c0c5964 (__TEXT,__text) non-external _sendMessage
000000020c06ddbc (__TEXT,__text) non-external _sequentialReaderProc
000000020c06de58 (__TEXT,__text) non-external _sequentialWriterProc
000000020c0d1674 (__TEXT,__cstring) non-external _serializeHexString.digit
000000020c092900 (__TEXT,__text) non-external _setFieldBlob
000000020c0854f8 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000020c085b28 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000020c08a224 (__TEXT,__text) non-external _setThreadErrorContext
000000020c0bf164 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000020c08d6c4 (__TEXT,__text) non-external _setupContext
000000020c099600 (__TEXT,__text) non-external _setupContext
000000020c08416c (__TEXT,__text) non-external (was a private external) _sha1ToString
000000020c0841ac (__TEXT,__text) non-external (was a private external) _sha1cmp
000000020c065ba4 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000020c053ed8 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000020c085460 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000020c086580 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000020c0a2d68 (__TEXT,__text) non-external _stateAppendEntry
000000020c0b5ff8 (__TEXT,__text) non-external _stateCollectorStreamClose
000000020c0b69ac (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000020c0b6014 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000020c0b3c9c (__TEXT,__text) non-external _stateComputePatches
000000020c0a26c0 (__TEXT,__text) non-external _stateConcatPath
000000020c0a00d8 (__TEXT,__text) non-external _stateDestroy
000000020c0b5ed4 (__TEXT,__text) non-external _stateDestroy
000000020c0b4020 (__TEXT,__text) non-external _stateGenerateArchive
000000020c0a26e0 (__TEXT,__text) non-external _stateGetEntryData
000000020c0b745c (__TEXT,__text) non-external _stateLoadEntryHeader
000000020c0a28d0 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000020c083ad4 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000020c0c7e34 (__TEXT,__text) non-external _storeCachePos
000000020c0bf228 (__TEXT,__text) non-external _storeChunkOffsets
000000020c084a60 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000020c081bfc (__TEXT,__text) non-external _streamAbort
000000020c0950e4 (__TEXT,__text) non-external _streamAbort
000000020c081a94 (__TEXT,__text) non-external _streamClose
000000020c094d98 (__TEXT,__text) non-external _streamClose
000000020c0642d0 (__TEXT,__text) non-external _streamConsumerProc
000000020c0958a4 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000020c081c20 (__TEXT,__text) non-external _streamPRead
000000020c095108 (__TEXT,__text) non-external _streamPWrite
000000020c082b40 (__TEXT,__text) non-external _streamProc
000000020c0c4d48 (__TEXT,__text) non-external _streamProc
000000020c082020 (__TEXT,__text) non-external _streamRead
000000020c082040 (__TEXT,__text) non-external _streamSeek
000000020c0643b4 (__TEXT,__text) non-external _streamThreadProc
000000020c064220 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000020c077740 (__TEXT,__text) non-external _stringTableIndexCompareProc
000000020c077268 (__TEXT,__text) non-external _stringTableReserve
000000020c0bc784 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
000000020c0b76e4 (__TEXT,__text) non-external _subArchiveCreate
000000020c0b7cb8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000020c0b0630 (__TEXT,__text) non-external _tarParseInt
000000020c08e298 (__TEXT,__text) non-external _tempStreamCancel
000000020c08e1ec (__TEXT,__text) non-external _tempStreamClose
000000020c08e2dc (__TEXT,__text) non-external _tempStreamPRead
000000020c08e534 (__TEXT,__text) non-external _tempStreamPWrite
000000020c08e2ac (__TEXT,__text) non-external _tempStreamRead
000000020c08e4a4 (__TEXT,__text) non-external _tempStreamSeek
000000020c08e7a0 (__TEXT,__text) non-external _tempStreamTruncate
000000020c08e504 (__TEXT,__text) non-external _tempStreamWrite
000000020c07e214 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000020c07df30 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000020c0c235c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000020c08aae4 (__TEXT,__text) non-external _threadWrapperProc
000000020c0689ac (__TEXT,__text) non-external _treeAdd
000000020c06826c (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000020c0685c4 (__TEXT,__text) non-external _treeRebalance
000000020c0694e4 (__TEXT,__text) non-external _treeRotateLeft
000000020c069380 (__TEXT,__text) non-external _treeRotateRight
000000020c068868 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000020c09b0b4 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000020c084d54 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000020c0876b8 (__TEXT,__text) non-external _updateFromHeader
000000020c08a730 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000020c08a770 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000020c0ac814 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000020c0616d0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000020c060b34 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000020c061464 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000020c060e98 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000020c08d950 (__TEXT,__text) non-external _verifySegment
000000020c09a040 (__TEXT,__text) non-external _verifySegment
000000020c0c5b00 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000020c0a29cc (__TEXT,__text) non-external _workerApplyAttr
000000020c0616e4 (__TEXT,__text) non-external _workerDataFree
000000020c0a2c58 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000020c0a2b48 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000020c071f54 (__TEXT,__text) non-external _workerDestroy
000000020c0a2650 (__TEXT,__text) non-external _workerDestroy
000000020c051e90 (__TEXT,__text) non-external _workerProc
000000020c06063c (__TEXT,__text) non-external _workerProc
000000020c0716f8 (__TEXT,__text) non-external _workerProc
000000020c083ec8 (__TEXT,__text) non-external _workerProc
000000020c0a01a0 (__TEXT,__text) non-external _workerProc
000000020c0c4be4 (__TEXT,__text) non-external _workerProc
000000020c0a2a9c (__TEXT,__text) non-external _workerReserve
000000020c0a2788 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000020c08894c (__TEXT,__text) non-external _writeBlobProc
000000020c0883bc (__TEXT,__text) non-external _writeHeaderProc
000000020c0b8f50 (__TEXT,__text) non-external _writeOBuf
000000020c057b9c (__TEXT,__text) non-external _writeProc
000000020c07ce0c (__TEXT,__text) non-external _writeProc
000000020c097c38 (__TEXT,__text) non-external _writeProc
000000020c094a38 (__TEXT,__text) non-external _writerProc
000000020c0c5f5c (__TEXT,__text) non-external (was a private external) _writerProc
