0000000213fa9a94 (__TEXT,__text) non-external +[NSDateFormatter(StocksUI) su_localizedYearFormat]
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftPrivate_BiomeStreams (from libswiftPrivate_BiomeStreams)
000000021ccbc8a8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftPrivate_BiomeStreams_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftQuartzCore (from libswiftQuartzCore)
000000021ccbc800 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftQuartzCore_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftSafariServices (from libswiftSafariServices)
000000021ccbc898 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftSafariServices_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUIKit (from libswiftUIKit)
000000021ccbc7e0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUIKit_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
000000021ccbc828 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftWebKit (from libswiftWebKit)
000000021ccbc870 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftWebKit_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
000000021ccbc7d0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftXPC_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
000000021ccbc820 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftos_$_StocksUI
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
000000021ccbc848 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftsimd_$_StocksUI
0000000213fb9e44 (__TEXT,__text) non-external __swift_stdlib_malloc_size
0000000213ff9cfc (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002141390c0 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002141f9d2c (__TEXT,__text) non-external __swift_stdlib_malloc_size
0000000214201768 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002142d6288 (__TEXT,__text) non-external __swift_stdlib_malloc_size
00000002143759f8 (__TEXT,__text) non-external __swift_stdlib_malloc_size
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
                 (undefined) external __swift_stdlib_strtod_clocale (from libswiftCore)
000000021449c324 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10Foundation3URLV8StocksUIE5ParamOSHADSQ
0000000214498eda (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10StocksCore10ChartRangeO5TeaUI27SegmentedControlSegmentType0aF00E10Foundation12Identifiable
0000000214498ed2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 10StocksCore10ChartRangeO5TeaUI27SegmentedControlSegmentType0aF0SQ
000000021449ba78 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE3PPTV20ExtendedLaunchTargetOAA8SettableADSQ
000000021449ba6a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE3PPTV20ExtendedLaunchTargetOSHADSQ
000000021449b958 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7OptionsV9HierarchyOAA8SettableADSQ
000000021449b94a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7OptionsV9HierarchyOSHADSQ
000000021449bcba (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV0e2ToC6FadeInV0aD0011CubicTimingB0AdK0kB0
000000021449bcb2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV0e2ToC7ScaleUpV0aD0012SpringTimingB0AdK0kB0
000000021449bcda (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV10Page2MovesV0aD0012SpringTimingB0AdK0jB0
000000021449bcea (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV11DismissFadeV0aD0011CubicTimingB0AdK0jB0
000000021449bce2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV12Page2FadeInsV0aD0011CubicTimingB0AdK0kB0
000000021449bcd2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV14AppIconFadeOutV0aD0011CubicTimingB0AdK0lB0
000000021449bcca (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV14SpinnerFadeOutV0aD0011CubicTimingB0AdK0kB0
000000021449bcc2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 11TeaSettings0B0C8StocksUIE7WelcomeV10AnimationsV23ActivityIndicatorFadeInV0aD0011CubicTimingB0AdK0lB0
000000021449cbe0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 12NewsArticles27ArticleViewerViewControllerC5TeaUI21StackNavigatingRouter06StocksH03ActAdEP_AD8Activity
000000021449bb02 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI013StockListMoveC17BlueprintModifierV03TeaB00fG4TypeAA10DescriptorAdEP_0H10Foundation12Identifiable
000000021449bb0a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI013StockListMoveC17BlueprintModifierV03TeaB00fG4TypeAA5ModelAdEP_AD9Modelable
000000021449bafa (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI013StockListMoveC17BlueprintModifierV03TeaB00fG4TypeAAs23CustomStringConvertible
000000021449bb18 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI013StockListMoveC17BlueprintModifierV6ErrorsOSHAASQ
0000000214498f8c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI015StockListRemoveC17BlueprintModifierV03TeaB00fG4TypeAA10DescriptorAdEP_0H10Foundation12Identifiable
0000000214498f94 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI015StockListRemoveC17BlueprintModifierV03TeaB00fG4TypeAA5ModelAdEP_AD9Modelable
0000000214498f84 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI015StockListRemoveC17BlueprintModifierV03TeaB00fG4TypeAAs23CustomStringConvertible
0000000214498fcc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI015StockListRemoveC17BlueprintModifierV6ErrorsOSHAASQ
000000021449df16 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI032TickerBlueprintViewSupplementaryE8ProviderC03TeaB00defeG4TypeAA10DescriptorAdEP_0H10Foundation12Identifiable
000000021449df26 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI032TickerBlueprintViewSupplementaryE8ProviderC03TeaB00defeG4TypeAA11LayoutModelAdEP_AD0dj10AttributesI0
000000021449df1e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI032TickerBlueprintViewSupplementaryE8ProviderC03TeaB00defeG4TypeAA16LayoutDescriptorAdEP_AD0dj10AttributesI0
000000021449df2e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI032TickerBlueprintViewSupplementaryE8ProviderC03TeaB00defeG4TypeAA5ModelAdEP_AD9Modelable
000000021449cd8a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockFeedBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA10DescriptorAdEP_0I10Foundation12Identifiable
000000021449cd9a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockFeedBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA11LayoutModelAdEP_AD0ek10AttributesJ0
000000021449cd92 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockFeedBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA16LayoutDescriptorAdEP_AD0ek10AttributesJ0
000000021449cda2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockFeedBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA5ModelAdEP_AD9Modelable
0000000214498b0a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockListBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA10DescriptorAdEP_0I10Foundation12Identifiable
0000000214498b1a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockListBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA11LayoutModelAdEP_AD0ek10AttributesJ0
0000000214498b12 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockListBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA16LayoutDescriptorAdEP_AD0ek10AttributesJ0
0000000214498b22 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI035StockListBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA5ModelAdEP_AD9Modelable
000000021449a32c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI036ForYouFeedBlueprintViewSupplementaryG8ProviderC03TeaB00fghgI4TypeAA10DescriptorAdEP_0J10Foundation12Identifiable
000000021449a33c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI036ForYouFeedBlueprintViewSupplementaryG8ProviderC03TeaB00fghgI4TypeAA11LayoutModelAdEP_AD0fl10AttributesK0
000000021449a334 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI036ForYouFeedBlueprintViewSupplementaryG8ProviderC03TeaB00fghgI4TypeAA16LayoutDescriptorAdEP_AD0fl10AttributesK0
000000021449a344 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI036ForYouFeedBlueprintViewSupplementaryG8ProviderC03TeaB00fghgI4TypeAA5ModelAdEP_AD9Modelable
000000021449cb5c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI037StockSearchBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA10DescriptorAdEP_0I10Foundation12Identifiable
000000021449cb6c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI037StockSearchBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA11LayoutModelAdEP_AD0ek10AttributesJ0
000000021449cb64 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI037StockSearchBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA16LayoutDescriptorAdEP_AD0ek10AttributesJ0
000000021449cb74 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI037StockSearchBlueprintViewSupplementaryF8ProviderC03TeaB00efgfH4TypeAA5ModelAdEP_AD9Modelable
0000000214499e22 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV12NewsArticles011NowPlayableD0AaD0cH0
0000000214499e12 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV12NewsArticles0C8PlayableAA13TeaFoundation12Identifiable
0000000214499e0a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV12NewsArticles0C8PlayableAASQ
0000000214499e2a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV13TeaFoundation16ShortDescribableAAs23CustomStringConvertible
0000000214499eca (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV5FlagsVs10SetAlgebraAASQ
0000000214499ed2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV5FlagsVs10SetAlgebraAAs25ExpressibleByArrayLiteral
0000000214499eec (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV5FlagsVs9OptionSetAASY
0000000214499ef4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackV5FlagsVs9OptionSetAAs0G7Algebra
0000000214499e1a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A10AudioTrackVSHAASQ
00000002144a03dc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A12ActivityTypeO03TeaB00cD0AASY
00000002144a03d4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A12ActivityTypeOSHAASQ
000000021449efba (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A16ActivityUserInfoV10CodingKeys33_32117D05E2369409AE77371DCDCBDEF2LLOSHAASQ
000000021449efca (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A16ActivityUserInfoV10CodingKeys33_32117D05E2369409AE77371DCDCBDEF2LLOs0F3KeyAAs23CustomStringConvertible
000000021449efc2 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A16ActivityUserInfoV10CodingKeys33_32117D05E2369409AE77371DCDCBDEF2LLOs0F3KeyAAs28CustomDebugStringConvertible
000000021449cbca (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A16SearchURLHandlerC03TeaB005UIAppD4TypeAA0E10Foundation0dG0
00000002144a1c68 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A17ArticleURLHandlerC03TeaB005UIAppD4TypeAA0E10Foundation0dG0
00000002144a1c0c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A18AudioPlaybackQueueC12NewsArticles0cdE0AA8PlayableAdEP_AD0cH0
00000002144a17e8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A18V1SymbolURLHandlerC03TeaB005UIAppE4TypeAA0F10Foundation0eH0
000000021449deb6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A24EngagementEventProcessorC0A9Analytics0acdE4TypeAA03AppF00deG0
000000021449ef84 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A24V2UserActivitySerializerC03TeaB00deF0AA3ActAdEP_AD0E0
000000021449ceb8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A26V2UserActivityDeserializerC03TeaB00deF0AA3ActAdEP_AD0E0
00000002144a03e4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO03TeaB00C0AA0c4TypeE0AdEP_AD0cE0
00000002144a0416 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO7OptionsVs10SetAlgebraAASQ
00000002144a041e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO7OptionsVs10SetAlgebraAAs25ExpressibleByArrayLiteral
00000002144a0400 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO7OptionsVs9OptionSetAASY
00000002144a0408 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO7OptionsVs9OptionSetAAs0F7Algebra
00000002144a055c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO9StockFeedO6SeriesV10CodingKeys33_B1390D4FCAB337B1FBC94C7C1BBC7F83LLOSHAASQ
00000002144a056c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO9StockFeedO6SeriesV10CodingKeys33_B1390D4FCAB337B1FBC94C7C1BBC7F83LLOs0G3KeyAAs23CustomStringConvertible
00000002144a0564 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI0A8ActivityO9StockFeedO6SeriesV10CodingKeys33_B1390D4FCAB337B1FBC94C7C1BBC7F83LLOs0G3KeyAAs28CustomDebugStringConvertible
000000021449dd56 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10LightThemeV8NewsFeed21ColorPaletteProvidingAA03TeaB007DynamicghI0
00000002144a1d90 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10NewsSourceOSHAASQ
00000002144a1804 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10TickerViewC03TeaB08ReusableAaD8Editable
00000002144998e8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10TipsModuleC11TeaSettings9UpdatableAaD12Configurable
000000021449d1d0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10WatchStateO10CodingKeysOSHAASQ
000000021449d1e8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10WatchStateO10CodingKeysOs0E3KeyAAs23CustomStringConvertible
000000021449d1e0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10WatchStateO10CodingKeysOs0E3KeyAAs28CustomDebugStringConvertible
000000021449d1d8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI10WatchStateO13DecodingErrorOSHAASQ
000000021449c1ee (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11PlacardViewC03TeaB08ReusableAaD8Editable
00000002144a1fb4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11RouteOptionOSHAASQ
000000021449f4a0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11TickerModelO03TeaB09ModelableAA0E10Foundation8Diffable
000000021449f4a8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11TickerModelO03TeaB09ModelableAaD14Impressionable
000000021449f490 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11TickerModelO13TeaFoundation8DiffableAASH
000000021449f498 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11TickerModelO13TeaFoundation8DiffableAaD12Identifiable
000000021449f488 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI11TickerModelOSHAASQ
000000021449c1f6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI12ThemingStyleOSHAASQ
000000021449b700 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13EmptyListViewC03TeaB08ReusableAaD8Editable
000000021449b8a4 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13ForYouSectionVSTAA8IteratorST_St
000000021449b86a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13ForYouSectionVSlAA11SubSequenceSl_Sl
000000021449b85a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13ForYouSectionVSlAA5IndexSl_SL
000000021449b862 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13ForYouSectionVSlAA7IndicesSl_Sl
000000021449b852 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13ForYouSectionVSlAAST
000000021449c308 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13StockFeedPageV03TeaB00E4TypeAA0E6MarkerAdEP_SQ
000000021449c300 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13StockFeedPageV03TeaB00E4TypeAA0F10Foundation8Diffable
000000021449c2f0 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13StockFeedPageV13TeaFoundation8DiffableAASH
000000021449c2f8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13StockFeedPageV13TeaFoundation8DiffableAaD12Identifiable
000000021449c2e8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13StockFeedPageVSHAASQ
00000002144a0160 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13StockFeedPoolV04NewsD00dE4TypeAA0D5GroupAdEP_AD0dhG0
000000021449ec4a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI13TipInteractorC11TeaSettings9UpdatableAaD12Configurable
00000002144a1e56 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14CellAutomationV10CodingKeys33_79D2613C4A2458319AEC9D34380E0ED0LLOyx_GSHAASQ
00000002144a1e66 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14CellAutomationV10CodingKeys33_79D2613C4A2458319AEC9D34380E0ED0LLOyx_Gs0E3KeyAAs23CustomStringConvertible
00000002144a1e5e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14CellAutomationV10CodingKeys33_79D2613C4A2458319AEC9D34380E0ED0LLOyx_Gs0E3KeyAAs28CustomDebugStringConvertible
00000002144a1e42 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14CellAutomationVyxG03TeaB00D4TypeAASE
00000002144a1e3a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14CellAutomationVyxG03TeaB00D4TypeAASe
0000000214498e7a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14ForYouFeedPoolV04NewsE00eF4TypeAA0E5GroupAdEP_AD0eiH0
000000021449c9fc (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14PriceViewModelV10CodingKeys33_D5F15CB074D68DF66CFD6FC1F6E1F1ECLLOSHAASQ
000000021449ca0c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14PriceViewModelV10CodingKeys33_D5F15CB074D68DF66CFD6FC1F6E1F1ECLLOs0F3KeyAAs23CustomStringConvertible
000000021449ca04 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14PriceViewModelV10CodingKeys33_D5F15CB074D68DF66CFD6FC1F6E1F1ECLLOs0F3KeyAAs28CustomDebugStringConvertible
0000000214498d30 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14ScrollPositionO10CodingKeys33_8EDAFC1B08247EEDA62D68309C868206LLOSHAASQ
0000000214498d48 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14ScrollPositionO10CodingKeys33_8EDAFC1B08247EEDA62D68309C868206LLOs0E3KeyAAs23CustomStringConvertible
0000000214498d40 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14ScrollPositionO10CodingKeys33_8EDAFC1B08247EEDA62D68309C868206LLOs0E3KeyAAs28CustomDebugStringConvertible
0000000214498d38 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14ScrollPositionO10CodingType33_8EDAFC1B08247EEDA62D68309C868206LLOSHAASQ
00000002144a02ce (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00D9GroupableAA13TeaFoundation12Identifiable
00000002144a02c6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00D9GroupableAASQ
00000002144a02be (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00D9GroupableAaD0dE10Debuggable
00000002144a0274 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00dE4TypeAA13TeaFoundation16ShortDescribable
00000002144a0284 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00dE4TypeAA4KindAdEP_SE
00000002144a028c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00dE4TypeAA4KindAdEP_SH
00000002144a0294 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00dE4TypeAA4KindAdEP_SY
00000002144a027c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00dE4TypeAA4KindAdEP_Se
00000002144a026c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO04NewsD00dE4TypeAaD0D9Groupable
00000002144a02b6 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedGroupO13TeaFoundation16ShortDescribableAAs23CustomStringConvertible
000000021449fc88 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedModelO03TeaB010ExpandableAA0F10Foundation12Identifiable
000000021449fc78 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedModelO03TeaB09ModelableAA0F10Foundation8Diffable
000000021449fc80 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedModelO03TeaB09ModelableAaD14Impressionable
000000021449fc68 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedModelO13TeaFoundation8DiffableAASH
000000021449fc70 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedModelO13TeaFoundation8DiffableAaD12Identifiable
000000021449fc60 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockFeedModelOSHAASQ
000000021449c438 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockListModelO03TeaB09ModelableAA0F10Foundation8Diffable
000000021449c440 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockListModelO03TeaB09ModelableAaD14Impressionable
000000021449c428 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockListModelO13TeaFoundation8DiffableAASH
000000021449c430 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockListModelO13TeaFoundation8DiffableAaD12Identifiable
000000021449c420 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockListModelOSHAASQ
00000002144a065c (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockTitleViewC03TeaB08ReusableAaD8Editable
000000021449d1a8 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14StockViewModelVs12IdentifiableAA2IDsADP_SH
00000002144a057a (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI14WatchlistStateOSHAASQ
00000002144a031e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI15ForYouFeedGroupO04NewsE00E9GroupableAA13TeaFoundation12Identifiable
00000002144a0316 (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI15ForYouFeedGroupO04NewsE00E9GroupableAASQ
00000002144a030e (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI15ForYouFeedGroupO04NewsE00E9GroupableAaD0eF10Debuggable
00000002144a02de (__TEXT,__swift5_typeref) non-external (was a private external) _associated conformance 8StocksUI15ForYouFeedGroupO04NewsE00eF4TypeAA13TeaFoundation16ShortDescribable
