00007ff808f90120 (__TEXT,__const) non-external _A1_Table
00007ff808754c80 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To420Yp8_CbCr8
00007ff8087580e0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp16
00007ff808744190 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp8
00007ff8087471a0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp8_AA8
00007ff80875b670 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
00007ff8087427a0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422YpCbYpCr8
00007ff8087575d0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444AYpCbCr16
00007ff808749500 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444AYpCbCr8
00007ff80874e770 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CbYpCrA8
00007ff808759150 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CrYpCb10
00007ff80874c120 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CrYpCb8
00007ff80854f1b0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888ToARGB16U
00007ff80854f4b0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888ToRGB16U
00007ff808555670 (__TEXT,__text) non-external (was a private external) _sConvert_ARGBFFFFtoARGB8888_dithered
00007ff80854dc70 (__TEXT,__text) non-external (was a private external) _sConvert_BGRA16UtoRGB16U
00007ff80855ae60 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorLookup
00007ff80855b0c0 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorLookupForOrderedDithering
00007ff80855a980 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorTable
00007ff8085417f0 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16S
00007ff808557d00 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16S_preCV
00007ff808541810 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16U
00007ff808559000 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16U_preCV
00007ff808559a90 (__TEXT,__text) non-external (was a private external) _sConvert_Indexed1toPlanar8
00007ff808559bb0 (__TEXT,__text) non-external (was a private external) _sConvert_Indexed1toPlanar8_ExpandTable
00007ff808541830 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanar8
00007ff808546f20 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanar8_preCV
00007ff808541840 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanarF
00007ff808546210 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanarF_preCV
00007ff80866f450 (__TEXT,__text) non-external _sConvert_Planar16Q12toPlanarN
00007ff8084b6000 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16UtoARGB16U
00007ff808555a30 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16UtoPlanar8_dithered
00007ff80854e1f0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16UtoRGB16U
00007ff808559970 (__TEXT,__text) non-external (was a private external) _sConvert_Planar1toPlanar8
00007ff808f8ada0 (__TEXT,__const) non-external _sConvert_Planar1toPlanar8.table
00007ff808545950 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8To16U_preCV
00007ff808541780 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8to16U
00007ff80855b7b0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherAtkinson
00007ff80855b620 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherFloydSteinberg
00007ff80855b370 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherNone
00007ff80855b440 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherOrdered
00007ff808541820 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar16F
00007ff808546e30 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar16F_preCV
00007ff808559f50 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar1_DitherAtkinson
00007ff808559e00 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar1_DitherFloydSteinberg
00007ff808559c60 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar1_DitherOrdered
00007ff80855a3b0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar2_DitherAtkinson
00007ff80855a250 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar2_DitherFloydSteinberg
00007ff80855a0b0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar2_DitherOrdered
00007ff80855a820 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar4_DitherAtkinson
00007ff80855a6d0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar4_DitherFloydSteinberg
00007ff80855a540 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar4_DitherOrdered
00007ff8085417c0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanarF
00007ff80866eb80 (__TEXT,__text) non-external _sConvert_Planar8toPlanarN
00007ff808541850 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar16F
00007ff808546800 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar16F_preCV
00007ff8085417d0 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar8
00007ff808554c30 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar8_dithered
00007ff80866fdb0 (__TEXT,__text) non-external _sConvert_PlanarFtoPlanarN
00007ff80866f2e0 (__TEXT,__text) non-external _sConvert_PlanarNtoPlanar16Q12
00007ff80866ea10 (__TEXT,__text) non-external _sConvert_PlanarNtoPlanar8
00007ff80866fc10 (__TEXT,__text) non-external _sConvert_PlanarNtoPlanarF
00007ff80855cef0 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UToARGB2101010
00007ff80854f2f0 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UToARGB8888
00007ff80854aa40 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoARGB16U
00007ff80854cc50 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoBGRA16U
00007ff808555d30 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoRGB888_dithered
00007ff80854bb20 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoRGBA16U
00007ff808544100 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toARGB1555
00007ff808543120 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toBGRA8888
00007ff808543360 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toRGB888
00007ff808544820 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toRGBA5551
00007ff808542ef0 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toRGBA8888
00007ff80855c970 (__TEXT,__text) non-external (was a private external) _sConvert_RGB888ToARGB2101010
00007ff80854dbf0 (__TEXT,__text) non-external (was a private external) _sConvert_RGBA16UtoRGB16U
00007ff8085437d0 (__TEXT,__text) non-external (was a private external) _sConvert_RGBA5551toRGB565
00007ff80855dcb0 (__TEXT,__text) non-external (was a private external) _sConvert_RGBFFFToARGB2101010
00007ff808554dc0 (__TEXT,__text) non-external (was a private external) _sConvert_RGBFFFtoRGB888_dithered
00007ff808762580 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo420Yp10_CbCr10
00007ff808764ef0 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo422CbYpCrYp10
00007ff808761010 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo422Yp10_CbCr10
00007ff808760210 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo444Yp10_CbCr10
00007ff808764300 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo444YpCbCr10
00007ff8086c90b0 (__TEXT,__text) non-external (was a private external) _sConvolve16F
00007ff8084efd60 (__TEXT,__text) non-external (was a private external) _sConvolve16U
00007ff8085a00b0 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Box_ARGB8888
00007ff80859fe40 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Box_Planar8
00007ff8085a1510 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Box_PlanarF
00007ff80859b2b0 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Float
00007ff808599610 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Integer
00007ff8085a0de0 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Tent_ARGB8888
00007ff8085a0b20 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Tent_Planar8
00007ff808597420 (__TEXT,__text) non-external (was a private external) _sConvolve_ARGB8888
00007ff808598410 (__TEXT,__text) non-external (was a private external) _sConvolve_ARGB8888_MultiKernel
00007ff808597cc0 (__TEXT,__text) non-external (was a private external) _sConvolve_ARGBFFFF
00007ff808598e20 (__TEXT,__text) non-external (was a private external) _sConvolve_ARGBFFFF_MultiKernel
00007ff808596440 (__TEXT,__text) non-external (was a private external) _sConvolve_Planar8
00007ff8085969d0 (__TEXT,__text) non-external (was a private external) _sConvolve_PlanarF
00007ff80876b4f0 (__TEXT,__text) non-external (was a private external) _sExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
00007ff80876aec0 (__TEXT,__text) non-external (was a private external) _sExtract_444YpCbCrA10To420Yp10_CbCr10
00007ff80876a470 (__TEXT,__text) non-external (was a private external) _sExtract_444YpCbCrA8To420Yp8_CbCr8
00007ff808544f10 (__TEXT,__text) non-external (was a private external) _sFillBy16
00007ff8085474d0 (__TEXT,__text) non-external (was a private external) _sFlattenARGB8888ToRGB888
00007ff808547d20 (__TEXT,__text) non-external (was a private external) _sFlattenARGBFFFFToRGBFFF
00007ff808547a60 (__TEXT,__text) non-external (was a private external) _sFlattenBGRA8888ToRGB888
00007ff808548dd0 (__TEXT,__text) non-external (was a private external) _sFlattenBGRAFFFFToRGBFFF
00007ff8085477a0 (__TEXT,__text) non-external (was a private external) _sFlattenRGBA8888ToRGB888
00007ff8085486a0 (__TEXT,__text) non-external (was a private external) _sFlattenRGBAFFFFToRGBFFF
00007ff808551e50 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGB16Q12
00007ff808551770 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGB16U
00007ff80854f8c0 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGB8888
00007ff808552300 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGBFFFF
00007ff8085520b0 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBA16Q12
00007ff808551ae0 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBA16U
00007ff8084b1cf0 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBA8888
00007ff808552a30 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBAFFFF
00007ff8085a18c0 (__TEXT,__text) non-external (was a private external) _sFloatConvolveARGB8888
00007ff808553bc0 (__TEXT,__text) non-external (was a private external) _sFloatPixelTo32BitPixel
00007ff808611f10 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_ARGB16U
00007ff808611710 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_ARGB8888
00007ff808610ef0 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_Planar16U
00007ff8086106c0 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_Planar8
00007ff808612320 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_ARGB16U
00007ff808611b20 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_ARGB8888
00007ff808611300 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_Planar16U
00007ff808610ae0 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_Planar8
00007ff808670550 (__TEXT,__text) non-external (was a private external) _sFullPrecisionGamma_PlanarF
00007ff808629f10 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_ARGB16F
00007ff808627160 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_CbCr16F
00007ff808628970 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_CbCrF
00007ff808624ba0 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_Planar16F
00007ff8086f3710 (__TEXT,__text) non-external (was a private external) _sHorizontal_Reflect_Planar_UInt16
00007ff8086ea7c0 (__TEXT,__text) non-external (was a private external) _sHorizontal_Shear_CbCr16S
00007ff80863e830 (__TEXT,__text) non-external (was a private external) _sLinearTransform_16Q12to8
00007ff80863b560 (__TEXT,__text) non-external (was a private external) _sLinearTransform_16Uto8
00007ff80863d770 (__TEXT,__text) non-external (was a private external) _sLinearTransform_16UtoF
00007ff808639150 (__TEXT,__text) non-external (was a private external) _sLinearTransform_8to16Q12
00007ff80863c6e0 (__TEXT,__text) non-external (was a private external) _sLinearTransform_8to16U
00007ff80863a1f0 (__TEXT,__text) non-external (was a private external) _sLinearTransform_8toF
00007ff808640260 (__TEXT,__text) non-external (was a private external) _sLinearTransform_Fto16U
00007ff80863f9d0 (__TEXT,__text) non-external (was a private external) _sLinearTransform_Fto8
00007ff808673f80 (__TEXT,__text) non-external (was a private external) _sLookupTable_Planar8toPlanar128
00007ff808673e80 (__TEXT,__text) non-external (was a private external) _sLookupTable_Planar8toPlanar96
00007ff808482290 (__TEXT,__text) non-external (was a private external) _sMultidimensionalTable_Create
00007ff808544f80 (__TEXT,__text) non-external (was a private external) _sPermuteChannels_ARGB8888
00007ff8086f2f20 (__TEXT,__text) non-external (was a private external) _sPerspectiveWarp_Planar16F
00007ff8086f2700 (__TEXT,__text) non-external (was a private external) _sPerspectiveWarp_Planar16U
00007ff8086f2c80 (__TEXT,__text) non-external _sPerspectiveWarp_Planar16U_Nearest
00007ff8086f1f50 (__TEXT,__text) non-external (was a private external) _sPerspectiveWarp_Planar8
00007ff808672080 (__TEXT,__text) non-external (was a private external) _sPiecewiseGamma_Planar16Q12
00007ff808671ef0 (__TEXT,__text) non-external (was a private external) _sPiecewiseGamma_Planar16to8
00007ff808673cb0 (__TEXT,__text) non-external (was a private external) _sPiecewisePolynomial_Planar8toPlanarF
00007ff8086723a0 (__TEXT,__text) non-external (was a private external) _sPiecewisePolynomial_PlanarF
00007ff8086746b0 (__TEXT,__text) non-external (was a private external) _sPiecewiseRational_PlanarF
00007ff80850e2b0 (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendDarken_RGBA8888
00007ff80850de30 (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendLighten_RGBA8888
00007ff80850d590 (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendMultiply_RGBA8888
00007ff80850da70 (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendScreen_RGBA8888
00007ff80850e730 (__TEXT,__text) non-external (was a private external) _sPremultiplyData_RGBA16F
00007ff8085426e0 (__TEXT,__text) non-external (was a private external) _sRGB565toARGB8888
00007ff808541e20 (__TEXT,__text) non-external (was a private external) _sRGBA5551toRGBA8888
00007ff8086c8d70 (__TEXT,__text) non-external _sRemap_Image8U_NN_ind
00007ff8086c55e0 (__TEXT,__text) non-external _sRemap_Image8U_fp16
00007ff808652170 (__TEXT,__text) non-external (was a private external) _sRotate_90_ARGB_16U
00007ff80864d230 (__TEXT,__text) non-external (was a private external) _sRotate_90_Planar_UInt16
00007ff80864bb40 (__TEXT,__text) non-external (was a private external) _sRotate_90_Planar_UInt8
00007ff808549520 (__TEXT,__text) non-external (was a private external) _sSelectChannels_ARGB8888
00007ff80854a2c0 (__TEXT,__text) non-external (was a private external) _sSelectChannels_ARGBFFFF
00007ff8084edac0 (__TEXT,__text) non-external (was a private external) _sSepConvolve16F
00007ff8084eee50 (__TEXT,__text) non-external (was a private external) _sSepConvolve8
00007ff8084f2680 (__TEXT,__text) non-external (was a private external) _sSepConvolve8to16S
00007ff8084f11d0 (__TEXT,__text) non-external (was a private external) _sSepConvolve8to16U
00007ff8084f4d10 (__TEXT,__text) non-external (was a private external) _sSepConvolveARGB8
00007ff8084ec780 (__TEXT,__text) non-external (was a private external) _sSepConvolveF
00007ff8086721e0 (__TEXT,__text) non-external (was a private external) _sSymmetricPiecewiseGamma_Planar16Q12
00007ff8086731b0 (__TEXT,__text) non-external (was a private external) _sSymmetricPiecewisePolynomial_PlanarF
00007ff808556960 (__TEXT,__text) non-external (was a private external) _sTableLookUp_ARGB_8888
00007ff808557290 (__TEXT,__text) non-external (was a private external) _sTableLookUp_Planar_UInt8
00007ff80859ec10 (__TEXT,__text) non-external (was a private external) _sTentConvolve_ARGB8888
00007ff80859e380 (__TEXT,__text) non-external (was a private external) _sTentConvolve_Planar8
00007ff808789cf0 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_Planar16Q12
00007ff808789a30 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_PlanarF
00007ff80878ab00 (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_Planar16Q12
00007ff80878a090 (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_PlanarF
00007ff80878b300 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_Planar16Q12
00007ff80878af00 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_PlanarF
00007ff8087888d0 (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_Planar16Q12
00007ff808788700 (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_PlanarF
00007ff8087893f0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_Planar16Q12
00007ff808789210 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_PlanarF
00007ff8087897f0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_Planar16Q12
00007ff808789630 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_PlanarF
00007ff808788cb0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_Planar16Q12
00007ff808788ae0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_PlanarF
00007ff808789030 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_Planar16Q12
00007ff808788ea0 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_PlanarF
00007ff80850ef00 (__TEXT,__text) non-external (was a private external) _sUnpremultiplyData_RGBA16F
00007ff808633690 (__TEXT,__text) non-external (was a private external) _sVerticalShear_ARGB16F
00007ff80862e060 (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCr16F
00007ff808630ce0 (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCrF
00007ff80862b910 (__TEXT,__text) non-external (was a private external) _sVerticalShear_Planar16F
00007ff8086ef960 (__TEXT,__text) non-external (was a private external) _sVertical_Scale_XRGB2101010W
00007ff8086e7b30 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_ARGB_8888
00007ff8086ec370 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16S
00007ff8086e4770 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_Float
00007ff8086edf20 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_XRGB2101010W
                 (undefined) external _scalb (from libSystem)
00007ff808f8ad20 (__TEXT,__const) non-external (was a private external) _selectMapTable16
00007ff808f8ace0 (__TEXT,__const) non-external (was a private external) _selectMapTable8_new
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
00007ff808fa20d0 (__TEXT,__const) non-external _sobel1_D
00007ff808fb5040 (__TEXT,__const) non-external _sobel1_D
00007ff808fb5b30 (__TEXT,__const) non-external _sobel1_D
00007ff808fbc580 (__TEXT,__const) non-external _sobel1_D
00007ff808fc4160 (__TEXT,__const) non-external _sobel1_D
00007ff808fa20f4 (__TEXT,__const) non-external _sobel1_S
00007ff808fb5064 (__TEXT,__const) non-external _sobel1_S
00007ff808fb5b54 (__TEXT,__const) non-external _sobel1_S
00007ff808fbc5a4 (__TEXT,__const) non-external _sobel1_S
00007ff808fc4184 (__TEXT,__const) non-external _sobel1_S
00007ff808fa20d6 (__TEXT,__const) non-external _sobel3_D
00007ff808fb5046 (__TEXT,__const) non-external _sobel3_D
00007ff808fb5b36 (__TEXT,__const) non-external _sobel3_D
00007ff808fbc586 (__TEXT,__const) non-external _sobel3_D
00007ff808fc4166 (__TEXT,__const) non-external _sobel3_D
00007ff808fa20fa (__TEXT,__const) non-external _sobel3_S
00007ff808fb506a (__TEXT,__const) non-external _sobel3_S
00007ff808fb5b5a (__TEXT,__const) non-external _sobel3_S
00007ff808fbc5aa (__TEXT,__const) non-external _sobel3_S
00007ff808fc418a (__TEXT,__const) non-external _sobel3_S
00007ff808fa20dc (__TEXT,__const) non-external _sobel5_D
00007ff808fb504c (__TEXT,__const) non-external _sobel5_D
00007ff808fb5b3c (__TEXT,__const) non-external _sobel5_D
00007ff808fbc58c (__TEXT,__const) non-external _sobel5_D
00007ff808fc416c (__TEXT,__const) non-external _sobel5_D
00007ff808fa2100 (__TEXT,__const) non-external _sobel5_S
00007ff808fb5070 (__TEXT,__const) non-external _sobel5_S
00007ff808fb5b60 (__TEXT,__const) non-external _sobel5_S
00007ff808fbc5b0 (__TEXT,__const) non-external _sobel5_S
00007ff808fc4190 (__TEXT,__const) non-external _sobel5_S
00007ff808fa20e6 (__TEXT,__const) non-external _sobel7_D
00007ff808fb5056 (__TEXT,__const) non-external _sobel7_D
00007ff808fb5b46 (__TEXT,__const) non-external _sobel7_D
00007ff808fbc596 (__TEXT,__const) non-external _sobel7_D
00007ff808fc4176 (__TEXT,__const) non-external _sobel7_D
00007ff808fa210a (__TEXT,__const) non-external _sobel7_S
00007ff808fb507a (__TEXT,__const) non-external _sobel7_S
00007ff808fb5b6a (__TEXT,__const) non-external _sobel7_S
00007ff808fbc5ba (__TEXT,__const) non-external _sobel7_S
00007ff808fc419a (__TEXT,__const) non-external _sobel7_S
                 (undefined) external _strcmp (from libSystem)
00007ff808472d90 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
00007ff808ad8930 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
00007ff808c49760 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
00007ff808db3140 (__TEXT,__text) non-external _symmetricPiecewiseGamma_pixelBlock
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _tan (from libSystem)
00007ff808f077a0 (__TEXT,__const) non-external (was a private external) _u16_reciprocal_table
00007ff808f97e40 (__TEXT,__const) non-external (was a private external) _uniformBlueNoise
00007ff808563070 (__TEXT,__text) non-external (was a private external) _vARGB1555toARGB8888
00007ff80856b3a0 (__TEXT,__text) non-external (was a private external) _vARGB1555toPlanar8
00007ff808569520 (__TEXT,__text) non-external (was a private external) _vARGB8888toARGB1555
00007ff808567cc0 (__TEXT,__text) non-external (was a private external) _vARGB8888toRGB565
00007ff808c98fe0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_avx
00007ff808e1a590 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_avx2
00007ff8089c84e0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_avx512
00007ff808b2fcf0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_sse4_1
00007ff80885a9d0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_8888_CV_vec
00007ff808c99730 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_avx
00007ff808e1ade0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_avx2
00007ff8089c92c0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_avx512
00007ff808b30510 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_sse4_1
00007ff80885b1f0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_ARGB_FFFF_CV_vec
00007ff808ca31e0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_avx
00007ff808e23730 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_avx2
00007ff8089d2a60 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_avx512
00007ff808b3ae90 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_sse4_1
00007ff808865b70 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_8888_CV_vec
00007ff808ca3450 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_avx
00007ff808e23aa0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_avx2
00007ff8089d2ef0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_avx512
00007ff808b3b120 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_sse4_1
00007ff808865e00 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_ARGB_FFFF_CV_vec
00007ff808ca26c0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_avx
00007ff808e230a0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_avx2
00007ff8089d21e0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_avx512
00007ff808b3a320 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_sse4_1
00007ff808865000 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_Planar8_CV_vec
00007ff808ca2cd0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_avx
00007ff808e233e0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_avx2
00007ff8089d2630 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_avx512
00007ff808b3a990 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_sse4_1
00007ff808865670 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Non2Pre_PlanarF_CV_vec
00007ff808c98d20 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_avx
00007ff808e1a330 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_avx2
00007ff8089c81d0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_avx512
00007ff808b2fa00 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_sse4_1
00007ff80885a6e0 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_Float_CV_vec
00007ff808c98800 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_avx
00007ff808e19b90 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_avx2
00007ff8089c7670 (__TEXT,__text) non-external (was a private external) _vAlpha_Blend_Planar_UInt8_CV_avx512
