00007ff8400b8d80 (__DATA,__data) external _NDR_record
00007ff800bdbaf7 (__TEXT,__text) external _mach_vm_region
00007ff800bdb8d3 (__TEXT,__text) external _mach_vm_region_recurse
00007ff800bd15ba (__TEXT,__text) external _mach_vm_remap
00007ff800bd1648 (__TEXT,__text) external _mach_vm_remap_new
00007ff800bd444d (__TEXT,__text) external _mach_vm_wire
00007ff800bdae83 (__TEXT,__text) external _mach_vm_write
00007ff800be895f (__TEXT,__text) external _mach_voucher_attr_command
00007ff800bc536d (__TEXT,__text) external _mach_voucher_deallocate
00007ff800be8ba4 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800be877f (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800be83cd (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800bd12ef (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800bbf280 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800bbf2bc (__TEXT,__text) external _mach_wait_until
00007ff800bd656c (__TEXT,__text) external _mach_zone_force_gc
00007ff800bd7335 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800bd71e6 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800bd63ea (__TEXT,__text) external _mach_zone_info
00007ff800bd6ff4 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800bd6e86 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800bbf238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800bbf22c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800bbf208 (__TEXT,__text) external _macx_swapoff
00007ff800bbf1fc (__TEXT,__text) external _macx_swapon
00007ff800bbf220 (__TEXT,__text) external _macx_triggers
00007ff800bc17fc (__TEXT,__text) external _madvise
00007ff8400b8de0 (__DATA,__bss) non-external _master_host_port
00007ff800bc22ed (__TEXT,__text) non-external _memcpy
00007ff800bc1814 (__TEXT,__text) external _memorystatus_control
00007ff800bc182c (__TEXT,__text) external _memorystatus_get_level
00007ff800bc22fb (__TEXT,__text) non-external _memset
00007ff800bc53f9 (__TEXT,__text) external _mig_allocate
00007ff800bc55bf (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800bd0f75 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800bc5441 (__TEXT,__text) external _mig_deallocate
00007ff800bc5552 (__TEXT,__text) external _mig_get_reply_port
00007ff800bd0f4f (__TEXT,__text) external _mig_get_special_reply_port
00007ff800bc5626 (__TEXT,__text) external _mig_put_reply_port
00007ff800bc551f (__TEXT,__text) external _mig_reply_setup
00007ff800bc5627 (__TEXT,__text) external _mig_strncpy
00007ff800bc565a (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800bc1844 (__TEXT,__text) external _mincore
00007ff800bc185c (__TEXT,__text) external _minherit
00007ff800bbf2e0 (__TEXT,__text) external _mk_timer_arm
00007ff800bbf2f8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800bbf2ec (__TEXT,__text) external _mk_timer_cancel
00007ff800bbf2c8 (__TEXT,__text) external _mk_timer_create
00007ff800bbf2d4 (__TEXT,__text) external _mk_timer_destroy
00007ff800bc1874 (__TEXT,__text) external _mkdir
00007ff800bc188c (__TEXT,__text) external _mkdirat
00007ff800bc18a4 (__TEXT,__text) external _mkfifo
00007ff800bc18bc (__TEXT,__text) external _mkfifoat
00007ff800bc18d4 (__TEXT,__text) external _mknod
00007ff800bc18ec (__TEXT,__text) external _mknodat
00007ff800bc1904 (__TEXT,__text) external _mlock
00007ff800bc191c (__TEXT,__text) external _mlockall
00007ff800bcd79d (__TEXT,__text) external _mmap
00007ff800bc1934 (__TEXT,__text) external _mount
00007ff800bc0174 (__TEXT,__text) external _mprotect
00007ff800bc194c (__TEXT,__text) external _mremap_encrypted
00007ff800bc57a0 (__TEXT,__text) external _msg_receive
00007ff800bc5794 (__TEXT,__text) external _msg_rpc
00007ff800bc579a (__TEXT,__text) external _msg_send
00007ff800bc018c (__TEXT,__text) external _msgctl
00007ff800bc1964 (__TEXT,__text) external _msgget
00007ff800bc197c (__TEXT,__text) external _msgrcv
00007ff800bc01a4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800bc1994 (__TEXT,__text) external _msgsnd
00007ff800bc01bc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800bc01d4 (__TEXT,__text) external _msgsys
00007ff800bc01ec (__TEXT,__text) external _msync
00007ff800bc0204 (__TEXT,__text) external _msync$NOCANCEL
00007ff800bc19ac (__TEXT,__text) external _munlock
00007ff800bc19c4 (__TEXT,__text) external _munlockall
00007ff800bd1d4c (__TEXT,__text) external _munmap
00007ff800bc19dc (__TEXT,__text) external _necp_client_action
00007ff800bc19f4 (__TEXT,__text) external _necp_match_policy
00007ff800bc1a0c (__TEXT,__text) external _necp_open
00007ff800bc1a24 (__TEXT,__text) external _necp_session_action
00007ff800bc1a3c (__TEXT,__text) external _necp_session_open
00007ff800bc1a54 (__TEXT,__text) external _net_qos_guideline
00007ff800bc1a6c (__TEXT,__text) external _netagent_trigger
00007ff800bddfbb (__TEXT,__text) external _netname_check_in
00007ff800bde3db (__TEXT,__text) external _netname_check_out
00007ff800bde167 (__TEXT,__text) external _netname_look_up
00007ff800bde57d (__TEXT,__text) external _netname_version
00007ff800bc781d (__TEXT,__text) external _nfsclnt
00007ff800bc1a84 (__TEXT,__text) external _nfssvc
00007ff8400b8d70 (__DATA,__data) external _non_boost_assertion_token
00007ff8400b8d68 (__DATA,__data) external _normal_boost_assertion_token
00007ff800bc1a9c (__TEXT,__text) external _ntp_adjtime
00007ff800bc1ab4 (__TEXT,__text) external _ntp_gettime
00007ff800bc1acc (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800bcf1be (__TEXT,__text) external _open
00007ff800bc7885 (__TEXT,__text) external _open$NOCANCEL
00007ff800bcfe75 (__TEXT,__text) external _open_dprotected_np
00007ff800bcf27d (__TEXT,__text) external _openat
00007ff800bc7944 (__TEXT,__text) external _openat$NOCANCEL
00007ff800bd0028 (__TEXT,__text) external _openat_authenticated_np
00007ff800bcff4e (__TEXT,__text) external _openat_dprotected_np
00007ff800bc1ae4 (__TEXT,__text) external _openbyid_np
00007ff800bc3932 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800bc3919 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800bc3937 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800bc3915 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800bc3929 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800bc392e (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800bc3923 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800bc391d (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800bcb3d6 (__TEXT,__text) external _os_channel_advance_slot
00007ff800bcbd11 (__TEXT,__text) external _os_channel_attr_clone
00007ff800bcbccc (__TEXT,__text) external _os_channel_attr_create
00007ff800bcbecf (__TEXT,__text) external _os_channel_attr_destroy
00007ff800bcc040 (__TEXT,__text) external _os_channel_attr_get
00007ff800bcc1a4 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800bcbf1d (__TEXT,__text) external _os_channel_attr_set
00007ff800bcbdd7 (__TEXT,__text) external _os_channel_attr_set_key
00007ff800bcb39e (__TEXT,__text) external _os_channel_available_slot_count
00007ff800bcd428 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800bcce7c (__TEXT,__text) external _os_channel_buflet_free
00007ff800bcd403 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800bcb10c (__TEXT,__text) external _os_channel_create
00007ff800bca6ce (__TEXT,__text) external _os_channel_create_extended
00007ff800bcb248 (__TEXT,__text) external _os_channel_destroy
00007ff800bcd37d (__TEXT,__text) external _os_channel_event_free
00007ff800bd0c7c (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800bd0bd3 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800bcba07 (__TEXT,__text) external _os_channel_flow_admissible
00007ff800bcbb6a (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800bcb9ec (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800bcb11b (__TEXT,__text) external _os_channel_get_fd
00007ff800bcd382 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800bccfca (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800bcb427 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800bcb98a (__TEXT,__text) external _os_channel_get_stats_region
00007ff800bcaed5 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800bcb011 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800bcb2a6 (__TEXT,__text) external _os_channel_is_defunct
00007ff800bcc5e6 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800bcc201 (__TEXT,__text) external _os_channel_packet_alloc
00007ff800bcc208 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800bcc5f0 (__TEXT,__text) external _os_channel_packet_free
00007ff800bcc9a5 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800bcb37d (__TEXT,__text) external _os_channel_pending
00007ff800bccc3c (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800bcb11e (__TEXT,__text) external _os_channel_read_attr
00007ff800bcb207 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800bcb2b3 (__TEXT,__text) external _os_channel_ring_id
00007ff800bcb395 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800bcb38c (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800bcb335 (__TEXT,__text) external _os_channel_rx_ring
00007ff800bcb794 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800bcc73b (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800bcc866 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800bcb874 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800bcb229 (__TEXT,__text) external _os_channel_sync
00007ff800bcb300 (__TEXT,__text) external _os_channel_tx_ring
00007ff800bcb15e (__TEXT,__text) external _os_channel_write_attr
00007ff800bc38e8 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800bbf310 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800bcfaaa (__TEXT,__text) external _os_cpu_in_cksum
00007ff800bcfba2 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800bc1afc (__TEXT,__text) external _os_fault_with_payload
00007ff800bc38e3 (__TEXT,__text) external _os_inet_checksum
00007ff800bce0af (__TEXT,__text) external _os_nexus_attr_clone
00007ff800bce06a (__TEXT,__text) external _os_nexus_attr_create
00007ff800bce348 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800bce228 (__TEXT,__text) external _os_nexus_attr_get
00007ff800bce10b (__TEXT,__text) external _os_nexus_attr_set
00007ff800bcea2c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800bce6ea (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800bce70b (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800bce35b (__TEXT,__text) external _os_nexus_controller_create
00007ff800bce6de (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800bced43 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800bce6ff (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800bce3f4 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800bcebdb (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800bce850 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800bce3f7 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800bceb66 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800bce7ea (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800bcf03e (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800bc37c2 (__TEXT,__text) external _os_packet_add_buflet
00007ff800bc2e00 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800bc2ef5 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800bc3859 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800bc363f (__TEXT,__text) external _os_packet_finalize
00007ff800bc3878 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800bc357d (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800bc2cd5 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800bc3575 (__TEXT,__text) external _os_packet_get_data_length
00007ff800bc2fd6 (__TEXT,__text) external _os_packet_get_expire_time
00007ff800bc3076 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800bc2e7b (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800bc2fa2 (__TEXT,__text) external _os_packet_get_group_end
00007ff800bc2f37 (__TEXT,__text) external _os_packet_get_group_start
00007ff800bc288b (__TEXT,__text) external _os_packet_get_headroom
00007ff800bc2e32 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800bc34b5 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800bc2952 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800bc2a11 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800bc28f6 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800bc29b1 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800bc35a9 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800bc3289 (__TEXT,__text) external _os_packet_get_packetid
00007ff800bc3612 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800bc2c29 (__TEXT,__text) external _os_packet_get_service_class
00007ff800bc3118 (__TEXT,__text) external _os_packet_get_token
00007ff800bc393b (__TEXT,__text) external _os_packet_get_trace_id
00007ff800bc2d3d (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800bc2b42 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800bc2a76 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800bc2adc (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800bc350a (__TEXT,__text) external _os_packet_get_truncated
00007ff800bc3434 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800bc343c (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800bc33dc (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800bc34a6 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800bc383c (__TEXT,__text) external _os_packet_increment_use_count
00007ff800bc3442 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800bc2ca7 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800bc3023 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800bc30c2 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800bc2eb8 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800bc2f6b (__TEXT,__text) external _os_packet_set_group_end
00007ff800bc2f00 (__TEXT,__text) external _os_packet_set_group_start
00007ff800bc284d (__TEXT,__text) external _os_packet_set_headroom
00007ff800bc2dc4 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800bc34c4 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800bc353e (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800bc2923 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800bc29e2 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800bc28b8 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800bc2982 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800bc3315 (__TEXT,__text) external _os_packet_set_packetid
00007ff800bc39d5 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800bc2ba8 (__TEXT,__text) external _os_packet_set_service_class
00007ff800bc31c6 (__TEXT,__text) external _os_packet_set_token
00007ff800bc394f (__TEXT,__text) external _os_packet_set_trace_id
00007ff800bc2d1a (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800bc2b75 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800bc2b0f (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800bc2a43 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800bc2aa9 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800bc3a04 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800bc38a5 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800bc338a (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800bc397b (__TEXT,__text) external _os_packet_trace_event
00007ff800bc5ef1 (__TEXT,__text) external _os_proc_available_memory
00007ff800bc56bf (__TEXT,__text) external _panic
00007ff800bc56b8 (__TEXT,__text) external _panic_init
00007ff800bc1b14 (__TEXT,__text) external _panic_with_data
00007ff800bc1b2c (__TEXT,__text) external _pathconf
00007ff800bc1b44 (__TEXT,__text) external _peeloff
00007ff800bbf1e4 (__TEXT,__text) external _pid_for_task
00007ff800bc1b5c (__TEXT,__text) external _pid_hibernate
00007ff800bc1b74 (__TEXT,__text) external _pid_resume
00007ff800bcd65b (__TEXT,__text) external _pid_shutdown_networking
00007ff800bc1b8c (__TEXT,__text) external _pid_shutdown_sockets
00007ff800bc1ba4 (__TEXT,__text) external _pid_suspend
00007ff800bc039c (__TEXT,__text) external _pipe
00007ff800bc1bbc (__TEXT,__text) external _pivot_root
00007ff800bc2819 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800bc2833 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800bc1bd4 (__TEXT,__text) external _poll
00007ff800bc03b8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800bc276e (__TEXT,__text) non-external _port_for_id_internal
00007ff800bc5710 (__TEXT,__text) external _port_obj_init
00007ff8400b8e58 (__DATA,__common) external _port_obj_table
00007ff8400b8d58 (__DATA,__data) external _port_obj_table_size
00007ff800bc17fc (__TEXT,__text) external _posix_madvise
00007ff800bc9b82 (__TEXT,__text) external _posix_spawn
00007ff800bc89f4 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800bc8e6e (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800bc8f62 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800bc8d7b (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800bc8de8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800bc8ff3 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800bc8ef5 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800bc8c4b (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800bc8c0e (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800bc8bab (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800bc8386 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800bc893b (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800bc962b (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800bc95f7 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800bc85fb (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800bc85a8 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800bc90a2 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800bc853f (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800bc922c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800bc865c (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800bc8574 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800bc8676 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800bc855a (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800bc858e (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800bc8293 (__TEXT,__text) external _posix_spawnattr_init
00007ff800bc8957 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800bc99bc (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800bc898e (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800bc8973 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800bc89aa (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800bc97ba (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800bc9613 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800bc9a8b (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800bc989a (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800bc98d5 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800bc9106 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800bc9acd (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800be8ff8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800bc9aac (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800bc9b66 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800bc9946 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800bc9788 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800bc9712 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800bc973a (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800bc9647 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800bc96ea (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800bc8923 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800bc9a6a (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800bc91f9 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800bc95d8 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800bc9181 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800bc884a (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800bc90ee (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800bc97e8 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800bc882e (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800bc8759 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800bc8b78 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800bc86dc (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800bc9524 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800bc9085 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800bc9060 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800bc880c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800bc8b44 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800bc8527 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800bc90c5 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800bc9300 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800bc97a1 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800bc87dc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800bc86aa (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800bc87f4 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800bc8690 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800bc86c2 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800bc89cb (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800bc1bec (__TEXT,__text) external _pread
00007ff800bc03e8 (__TEXT,__text) external _pread$NOCANCEL
00007ff800bc1c04 (__TEXT,__text) external _preadv
00007ff800bc0400 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800bc7b1b (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800bc7070 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800bc734c (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800bc699b (__TEXT,__text) external _proc_clear_dirty
00007ff800bc7259 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800bc67b0 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800bc724c (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800bc7254 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800bc7399 (__TEXT,__text) external _proc_disable_apptype
00007ff800bc6d66 (__TEXT,__text) external _proc_disable_cpumon
00007ff800bc6f9f (__TEXT,__text) external _proc_disable_wakemon
00007ff800bc70c6 (__TEXT,__text) external _proc_donate_importance_boost
00007ff800bc73f9 (__TEXT,__text) external _proc_enable_apptype
00007ff800bc6c74 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800bc6940 (__TEXT,__text) external _proc_get_dirty
00007ff800bc6f38 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800bc7120 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800bc71d8 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800bc6650 (__TEXT,__text) external _proc_kmsgbuf
00007ff800bc6839 (__TEXT,__text) external _proc_libversion
00007ff800bc6fe1 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800bc6fc8 (__TEXT,__text) external _proc_list_uptrs
00007ff800bc62b6 (__TEXT,__text) external _proc_listallpids
00007ff800bc6320 (__TEXT,__text) external _proc_listchildpids
00007ff800bc63bc (__TEXT,__text) external _proc_listcoalitions
00007ff800bc62eb (__TEXT,__text) external _proc_listpgrppids
00007ff800bc628b (__TEXT,__text) external _proc_listpids
00007ff800bd009a (__TEXT,__text) external _proc_listpidspath
00007ff800bc64cc (__TEXT,__text) external _proc_name
00007ff800bc63e7 (__TEXT,__text) external _proc_pid_rusage
00007ff800bc6491 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800bc6448 (__TEXT,__text) external _proc_pidfdinfo
00007ff800bc646d (__TEXT,__text) external _proc_pidfileportinfo
00007ff800bc6355 (__TEXT,__text) external _proc_pidinfo
00007ff800bc637a (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800bc667b (__TEXT,__text) external _proc_pidpath
00007ff800bc670f (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800bc659c (__TEXT,__text) external _proc_regionfilename
00007ff800bc7061 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800bc6d31 (__TEXT,__text) external _proc_resume_cpumon
00007ff800bc1c1c (__TEXT,__text) external _proc_rlimit_control
00007ff800bc6ce6 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800bc6c2a (__TEXT,__text) external _proc_set_cpumon_params
00007ff800bc6db1 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800bc7508 (__TEXT,__text) external _proc_set_csm
00007ff800bc72fc (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800bc68f6 (__TEXT,__text) external _proc_set_dirty
00007ff800bc745c (__TEXT,__text) external _proc_set_no_smt
00007ff800bc72af (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800bc6f76 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800bc6f12 (__TEXT,__text) external _proc_set_wakemon_params
00007ff800bc6ffa (__TEXT,__text) external _proc_setcpu_percentage
00007ff800bc6852 (__TEXT,__text) external _proc_setpcontrol
