                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000191ed8e64 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000191ece1d4 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
0000000191ed9bd8 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
0000000191ece1dc (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
0000000191ece1e4 (__TEXT,__text) external _krb5_auth_con_initivector
0000000191ece1ec (__TEXT,__text) external _krb5_auth_con_set_checksum_func
0000000191ed9978 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
0000000191ed9a00 (__TEXT,__text) external _krb5_auth_con_setports
0000000191ed9a70 (__TEXT,__text) external _krb5_auth_con_setrcache
0000000191ece1f4 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
0000000191ece1fc (__TEXT,__text) external _krb5_auth_con_setsendsubkey
0000000191ece204 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
0000000191ed2ab0 (__TEXT,__text) external _krb5_build_principal
0000000191ece20c (__TEXT,__text) external _krb5_build_principal_alloc_va
0000000191ed29f0 (__TEXT,__text) external _krb5_build_principal_ext
0000000191ece214 (__TEXT,__text) external _krb5_build_principal_va
0000000191ece21c (__TEXT,__text) external _krb5_c_block_size
0000000191ece224 (__TEXT,__text) external _krb5_c_checksum_length
0000000191edb0e4 (__TEXT,__text) external _krb5_c_decrypt
0000000191edb224 (__TEXT,__text) external _krb5_c_encrypt
0000000191edb36c (__TEXT,__text) external _krb5_c_encrypt_length
0000000191ece22c (__TEXT,__text) external _krb5_c_enctype_compare
0000000191ece234 (__TEXT,__text) external _krb5_c_free_state
0000000191ece23c (__TEXT,__text) external _krb5_c_init_state
0000000191ece244 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
0000000191ece24c (__TEXT,__text) external _krb5_c_is_keyed_cksum
0000000191ece254 (__TEXT,__text) external _krb5_c_keyed_checksum_types
0000000191ece25c (__TEXT,__text) external _krb5_c_make_checksum
0000000191ece264 (__TEXT,__text) external _krb5_c_make_random_key
0000000191ece26c (__TEXT,__text) external _krb5_c_random_add_entropy
0000000191ece274 (__TEXT,__text) external _krb5_c_random_make_octets
0000000191ece27c (__TEXT,__text) external _krb5_c_random_os_entropy
0000000191ece284 (__TEXT,__text) external _krb5_c_random_seed
0000000191edade0 (__TEXT,__text) external _krb5_c_string_to_key
0000000191ece28c (__TEXT,__text) external _krb5_c_string_to_key_with_params
0000000191ece294 (__TEXT,__text) external _krb5_c_valid_cksumtype
0000000191ece29c (__TEXT,__text) external _krb5_c_valid_enctype
0000000191ece2a4 (__TEXT,__text) external _krb5_c_verify_checksum
0000000191ece2ac (__TEXT,__text) external _krb5_calculate_checksum
0000000191ed8660 (__TEXT,__text) external _krb5_cc_cache_match
0000000191ed851c (__TEXT,__text) external _krb5_cc_close
0000000191ece2b4 (__TEXT,__text) external _krb5_cc_copy_creds
0000000191ed829c (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
0000000191ed8824 (__TEXT,__text) external _krb5_cc_end_seq_get
0000000191ed85fc (__TEXT,__text) external _krb5_cc_gen_new
0000000191ed8528 (__TEXT,__text) external _krb5_cc_get_config
0000000191ed8520 (__TEXT,__text) external _krb5_cc_get_name
0000000191ed846c (__TEXT,__text) external _krb5_cc_get_principal
0000000191ed8524 (__TEXT,__text) external _krb5_cc_get_type
0000000191ed8364 (__TEXT,__text) external _krb5_cc_initialize
0000000191ece2c0 (__TEXT,__text) external _krb5_cc_last_change_time
0000000191ece2c8 (__TEXT,__text) external _krb5_cc_lock
0000000191ece2d0 (__TEXT,__text) external _krb5_cc_move
0000000191ed8588 (__TEXT,__text) external _krb5_cc_new_unique
0000000191ed877c (__TEXT,__text) external _krb5_cc_next_cred
0000000191ece2dc (__TEXT,__text) external _krb5_cc_remove_cred
0000000191ed82f8 (__TEXT,__text) external _krb5_cc_resolve
0000000191ed8668 (__TEXT,__text) external _krb5_cc_retrieve_cred
0000000191ece2e4 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
0000000191ece2ec (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
0000000191ed83d0 (__TEXT,__text) external _krb5_cc_store_cred
0000000191ece2f4 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
0000000191ece2fc (__TEXT,__text) external _krb5_cccol_last_change_time
0000000191ece304 (__TEXT,__text) external _krb5_cccol_lock
0000000191ece30c (__TEXT,__text) external _krb5_cccol_unlock
0000000191edb42c (__TEXT,__text) external _krb5_change_password
0000000191ece314 (__TEXT,__text) external _krb5_checksum_size
0000000191ece31c (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
0000000191ece324 (__TEXT,__text) external _krb5_copy_addresses
0000000191ece32c (__TEXT,__text) external _krb5_copy_authdata
0000000191ece334 (__TEXT,__text) external _krb5_copy_authenticator
0000000191ece33c (__TEXT,__text) external _krb5_copy_checksum
0000000191ece344 (__TEXT,__text) external _krb5_copy_context
0000000191ed8a60 (__TEXT,__text) external _krb5_copy_creds
0000000191ed1d30 (__TEXT,__text) external _krb5_copy_data
0000000191ed13a0 (__TEXT,__text) external _krb5_copy_keyblock
0000000191ed132c (__TEXT,__text) external _krb5_copy_keyblock_contents
0000000191ed2c30 (__TEXT,__text) external _krb5_copy_principal
0000000191ece34c (__TEXT,__text) external _krb5_copy_ticket
0000000191ed88bc (__TEXT,__text) external _krb5_decode_ticket
0000000191ece354 (__TEXT,__text) external _krb5_decrypt
0000000191ece35c (__TEXT,__text) external _krb5_deltat_to_string
0000000191ece364 (__TEXT,__text) external _krb5_eblock_enctype
0000000191ece36c (__TEXT,__text) external _krb5_encrypt
0000000191ece374 (__TEXT,__text) external _krb5_encrypt_size
0000000191ed21dc (__TEXT,__text) external _krb5_enctype_to_string
0000000191ece37c (__TEXT,__text) external _krb5_finish_key
0000000191ece384 (__TEXT,__text) external _krb5_finish_random_key
0000000191ed2218 (__TEXT,__text) external _krb5_free_addresses
0000000191ed180c (__TEXT,__text) external _krb5_free_ap_rep_enc_part
0000000191ed1fa0 (__TEXT,__text) external _krb5_free_authdata
0000000191ece38c (__TEXT,__text) external _krb5_free_authenticator
0000000191ece394 (__TEXT,__text) external _krb5_free_checksum
0000000191ece39c (__TEXT,__text) external _krb5_free_checksum_contents
0000000191ece3a4 (__TEXT,__text) external _krb5_free_cksumtypes
0000000191ece3ac (__TEXT,__text) external _krb5_free_config_files
0000000191ed1b1c (__TEXT,__text) external _krb5_free_context
0000000191ed1d98 (__TEXT,__text) external _krb5_free_cred_contents
0000000191ed1e28 (__TEXT,__text) external _krb5_free_creds
0000000191ed1cd4 (__TEXT,__text) external _krb5_free_data
0000000191ed1950 (__TEXT,__text) external _krb5_free_data_contents
0000000191ed2d14 (__TEXT,__text) external _krb5_free_default_realm
0000000191ed1e8c (__TEXT,__text) external _krb5_free_enc_tkt_part
0000000191ed18d0 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
0000000191ed1874 (__TEXT,__text) external _krb5_free_keyblock
0000000191ed1c78 (__TEXT,__text) external _krb5_free_keyblock_contents
0000000191ed92f8 (__TEXT,__text) external _krb5_free_keytab_entry_contents
0000000191ecdd14 (__TEXT,__text) external _krb5_free_krbhst
0000000191ed2c94 (__TEXT,__text) external _krb5_free_principal
0000000191ece3b4 (__TEXT,__text) external _krb5_free_tgt_creds
0000000191ed1ef4 (__TEXT,__text) external _krb5_free_ticket
0000000191ed2bdc (__TEXT,__text) external _krb5_free_unparsed_name
0000000191ece3bc (__TEXT,__text) external _krb5_fwd_tgt_creds
0000000191ed8968 (__TEXT,__text) external _krb5_get_credentials
0000000191ece3c4 (__TEXT,__text) external _krb5_get_credentials_renew
0000000191ece3cc (__TEXT,__text) external _krb5_get_credentials_validate
0000000191ece3d4 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
0000000191ed27ac (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
0000000191ece3dc (__TEXT,__text) external _krb5_get_in_tkt
0000000191ece3e8 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
0000000191ed0e84 (__TEXT,__text) external _krb5_get_in_tkt_with_password
0000000191ece3f4 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
0000000191ed0d80 (__TEXT,__text) external _krb5_get_init_creds_keytab
0000000191ed0874 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
0000000191ed08e8 (__TEXT,__text) external _krb5_get_init_creds_opt_free
0000000191ed07ec (__TEXT,__text) external _krb5_get_init_creds_opt_init
0000000191ed0b38 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
0000000191ed0a88 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
0000000191ece400 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
0000000191ed0ad4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
0000000191ed09e0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
0000000191ece408 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
0000000191ed0b3c (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
0000000191ed083c (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
0000000191ed0a34 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
0000000191ed098c (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
0000000191ed093c (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
0000000191ed0b70 (__TEXT,__text) external _krb5_get_init_creds_password
0000000191ecdd08 (__TEXT,__text) external _krb5_get_krbhst
0000000191ece410 (__TEXT,__text) external _krb5_get_permitted_enctypes
0000000191ece418 (__TEXT,__text) external _krb5_get_profile
0000000191ece420 (__TEXT,__text) external _krb5_get_prompt_types
0000000191ed2e24 (__TEXT,__text) external _krb5_get_realm_domain
0000000191ed246c (__TEXT,__text) external _krb5_get_renewed_creds
0000000191ed2290 (__TEXT,__text) external _krb5_get_server_rcache
0000000191ece428 (__TEXT,__text) external _krb5_get_time_offsets
0000000191ed23e4 (__TEXT,__text) external _krb5_get_validated_creds
00000001e4399cb8 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
0000000191ece430 (__TEXT,__text) external _krb5_gss_use_kdc_context
0000000191ecda14 (__TEXT,__text) external _krb5_init_context
0000000191ece438 (__TEXT,__text) external _krb5_init_keyblock
0000000191ece440 (__TEXT,__text) external _krb5_init_random_key
0000000191ed1ac8 (__TEXT,__text) external _krb5_init_secure_context
0000000191ece448 (__TEXT,__text) external _krb5_ipc_client_clear_target
0000000191ece450 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
0000000191ece458 (__TEXT,__text) external _krb5_is_config_principal
0000000191ece460 (__TEXT,__text) external _krb5_is_referral_realm
0000000191ece468 (__TEXT,__text) external _krb5_is_thread_safe
0000000191ed9874 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
0000000191ed95c0 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
0000000191ed937c (__TEXT,__text) external _krb5_kt_end_seq_get
0000000191ed9680 (__TEXT,__text) non-external _krb5_kt_free_entry
0000000191ed93f0 (__TEXT,__text) external _krb5_kt_get_entry
0000000191ed96e8 (__TEXT,__text) external _krb5_kt_get_name
0000000191ed9908 (__TEXT,__text) external _krb5_kt_get_type
00000001e7cabf20 (__DATA,__bss) non-external _krb5_kt_get_type.name
0000000191ed9230 (__TEXT,__text) external _krb5_kt_next_entry
0000000191ed96f0 (__TEXT,__text) external _krb5_kt_read_service_key
0000000191ed97f0 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
0000000191ed9198 (__TEXT,__text) external _krb5_kt_start_seq_get
0000000191ed2598 (__TEXT,__text) external _krb5_kuserok
0000000191ece470 (__TEXT,__text) external _krb5_mk_1cred
0000000191ece478 (__TEXT,__text) external _krb5_mk_error
0000000191ece480 (__TEXT,__text) external _krb5_mk_ncred
0000000191eda710 (__TEXT,__text) external _krb5_mk_priv
0000000191ece488 (__TEXT,__text) external _krb5_mk_rep
0000000191eda33c (__TEXT,__text) external _krb5_mk_req
0000000191eda420 (__TEXT,__text) external _krb5_mk_req_extended
0000000191eda7d8 (__TEXT,__text) external _krb5_mk_safe
0000000191ed229c (__TEXT,__text) external _krb5_os_localaddr
0000000191ed2930 (__TEXT,__text) external _krb5_parse_name
0000000191ed293c (__TEXT,__text) external _krb5_parse_name_flags
0000000191ed20d4 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
0000000191ece490 (__TEXT,__text) external _krb5_pkinit_get_client_cert
0000000191ece498 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
0000000191ece4a0 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
0000000191ece4a8 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
0000000191ece4b0 (__TEXT,__text) external _krb5_pkinit_have_client_cert
0000000191ece4b8 (__TEXT,__text) external _krb5_pkinit_release_cert
0000000191ece4c0 (__TEXT,__text) external _krb5_pkinit_release_cert_db
0000000191ece4c8 (__TEXT,__text) external _krb5_pkinit_set_client_cert
0000000191edaf5c (__TEXT,__text) external _krb5_principal2salt
0000000191ed2e0c (__TEXT,__text) external _krb5_principal_compare
0000000191ece4d0 (__TEXT,__text) external _krb5_process_key
0000000191ed23dc (__TEXT,__text) external _krb5_prompter_posix
0000000191ece4d8 (__TEXT,__text) external _krb5_random_key
0000000191ece4e0 (__TEXT,__text) external _krb5_rd_cred
0000000191ece4e8 (__TEXT,__text) external _krb5_rd_error
0000000191eda1ac (__TEXT,__text) external _krb5_rd_priv
0000000191ece4f0 (__TEXT,__text) external _krb5_rd_rep
0000000191ed9c78 (__TEXT,__text) external _krb5_rd_req
0000000191eda274 (__TEXT,__text) external _krb5_rd_safe
0000000191ece4f8 (__TEXT,__text) external _krb5_read_password
0000000191ed2e18 (__TEXT,__text) external _krb5_realm_compare
0000000191ed9f5c (__TEXT,__text) external _krb5_recvauth
0000000191eda054 (__TEXT,__text) external _krb5_recvauth_version
0000000191ece500 (__TEXT,__text) external _krb5_salttype_to_string
0000000191eda528 (__TEXT,__text) external _krb5_sendauth
0000000191ece508 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
0000000191edb03c (__TEXT,__text) external _krb5_set_default_tgs_enctypes
0000000191edafe0 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
0000000191edacb8 (__TEXT,__text) external _krb5_set_password
0000000191edabc0 (__TEXT,__text) external _krb5_set_password_using_ccache
0000000191ece510 (__TEXT,__text) external _krb5_set_principal_realm
0000000191ed24f4 (__TEXT,__text) external _krb5_set_real_time
0000000191ed2d68 (__TEXT,__text) external _krb5_sname_to_principal
0000000191ece518 (__TEXT,__text) external _krb5_string_to_cksumtype
0000000191ed239c (__TEXT,__text) external _krb5_string_to_deltat
0000000191ece520 (__TEXT,__text) external _krb5_string_to_enctype
0000000191edaed8 (__TEXT,__text) external _krb5_string_to_key
0000000191ece528 (__TEXT,__text) external _krb5_string_to_salttype
0000000191eda8a0 (__TEXT,__text) external _krb5_string_to_timestamp
00000001e4399e80 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
0000000191ed2078 (__TEXT,__text) external _krb5_timeofday
0000000191ece530 (__TEXT,__text) external _krb5_timestamp_to_sfstring
0000000191ece538 (__TEXT,__text) external _krb5_timestamp_to_string
0000000191ed2b70 (__TEXT,__text) external _krb5_unparse_name
0000000191ece540 (__TEXT,__text) external _krb5_unparse_name_ext
0000000191ece548 (__TEXT,__text) external _krb5_unparse_name_flags
0000000191ece550 (__TEXT,__text) external _krb5_unparse_name_flags_ext
0000000191ed1ffc (__TEXT,__text) external _krb5_us_timeofday
00000001e7cabf70 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
0000000191edb098 (__TEXT,__text) external _krb5_use_enctype
0000000191ece558 (__TEXT,__text) external _krb5_verify_checksum
0000000191ed0f8c (__TEXT,__text) external _krb5_verify_init_creds
0000000191ed0f68 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
0000000191ed0f70 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
0000000191ece560 (__TEXT,__text) external _krb5int_accessor
0000000191ece56c (__TEXT,__text) external _krb5int_freeaddrinfo
0000000191ece574 (__TEXT,__text) external _krb5int_gai_strerror
0000000191ece57c (__TEXT,__text) external _krb5int_getaddrinfo
0000000191ece584 (__TEXT,__text) external _krb5int_gmt_mktime
0000000191ece58c (__TEXT,__text) external _krb5int_init_context_kdc
0000000191ece594 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
0000000191ece59c (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
0000000191ece5a4 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
0000000191ece5ac (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
0000000191ece5b4 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
0000000191ece5bc (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001e7cab688 (__DATA,__data) non-external _krb5int_profile_shared_data
0000000191ed8e14 (__TEXT,__text) external _krb__get_srvtabname
0000000191ed8b58 (__TEXT,__text) external _krb_change_password
0000000191ed8c78 (__TEXT,__text) external _krb_check_auth
0000000191ed8d84 (__TEXT,__text) external _krb_delete_cred
0000000191ed8da4 (__TEXT,__text) external _krb_get_admhst
0000000191ed8d10 (__TEXT,__text) external _krb_get_cred
0000000191ed8b68 (__TEXT,__text) external _krb_get_err_text
0000000191ed8bc0 (__TEXT,__text) external _krb_get_in_tkt
0000000191ed8bc8 (__TEXT,__text) external _krb_get_in_tkt_creds
0000000191ed8dac (__TEXT,__text) external _krb_get_krbhst
0000000191ed8d9c (__TEXT,__text) external _krb_get_lrealm
0000000191ed8d7c (__TEXT,__text) external _krb_get_nth_cred
0000000191ed8d74 (__TEXT,__text) external _krb_get_num_cred
0000000191ed8bd0 (__TEXT,__text) external _krb_get_phost
0000000191ed8d94 (__TEXT,__text) external _krb_get_profile
0000000191ed8c20 (__TEXT,__text) external _krb_get_pw_in_tkt
0000000191ed8c28 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
0000000191ed8c38 (__TEXT,__text) external _krb_get_svc_in_tkt
0000000191ed8d08 (__TEXT,__text) external _krb_get_tf_fullname
0000000191ed8d00 (__TEXT,__text) external _krb_get_tf_realm
0000000191ed8c40 (__TEXT,__text) external _krb_get_ticket_for_service
0000000191ed8e0c (__TEXT,__text) external _krb_life_to_time
0000000191ed8c80 (__TEXT,__text) external _krb_mk_auth
0000000191ed8c88 (__TEXT,__text) external _krb_mk_err
0000000191ed8c90 (__TEXT,__text) external _krb_mk_priv
0000000191ed8c98 (__TEXT,__text) external _krb_mk_req
0000000191ed8ca0 (__TEXT,__text) external _krb_mk_req_creds
0000000191ed8cb0 (__TEXT,__text) external _krb_mk_safe
0000000191ed8cc0 (__TEXT,__text) external _krb_rd_err
0000000191ed8cc8 (__TEXT,__text) external _krb_rd_priv
0000000191ed8cd0 (__TEXT,__text) external _krb_rd_req
0000000191ed8cd8 (__TEXT,__text) external _krb_rd_req_int
0000000191ed8ce0 (__TEXT,__text) external _krb_rd_safe
0000000191ed8db4 (__TEXT,__text) external _krb_realmofhost
0000000191ed8cf0 (__TEXT,__text) external _krb_recvauth
0000000191ed8cf8 (__TEXT,__text) external _krb_sendauth
0000000191ed8ca8 (__TEXT,__text) external _krb_set_lifetime
0000000191ed8d68 (__TEXT,__text) external _krb_set_tkt_string
0000000191ed8e04 (__TEXT,__text) external _krb_time_to_life
0000000191ed8c70 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000191ed2870 (__TEXT,__text) non-external _map_mit_principal
0000000191eda160 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
0000000191ed10e0 (__TEXT,__text) non-external (was a private external) _mshim_ctx
0000000191edb4bc (__TEXT,__text) non-external _mshim_ctx.cold.1
00000001e7cab6e8 (__DATA,__bss) non-external _mshim_ctx.key
00000001e7cab6e0 (__DATA,__bss) non-external _mshim_ctx.once
0000000191ed1050 (__TEXT,__text) non-external (was a private external) _mshim_failure
0000000191ed0cc0 (__TEXT,__text) non-external _mshim_gic_opt
0000000191ed1784 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
0000000191ed15c8 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
0000000191ed11f8 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
0000000191ed199c (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
0000000191ed1284 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
0000000191ed2808 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
0000000191ed17f8 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
0000000191ed9d7c (__TEXT,__text) non-external _mshim_hticket2mticket
0000000191ecda68 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
0000000191ed11ac (__TEXT,__text) non-external (was a private external) _mshim_malloc
0000000191edb4e4 (__TEXT,__text) non-external _mshim_malloc.cold.1
0000000191ed1400 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
0000000191ed1240 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
0000000191ed12dc (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
0000000191ed1a90 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001e7cab6d0 (__DATA,__data) non-external _notify_token
00000001e4399d28 (__DATA_CONST,__const) non-external _oidsets
00000001e7cab588 (__DATA,__data) non-external _prof_error_strings
0000000191ed6318 (__TEXT,__text) external _profile_abandon
0000000191ed7858 (__TEXT,__text) non-external (was a private external) _profile_add_node
0000000191ed7448 (__TEXT,__text) external _profile_add_relation
0000000191ed722c (__TEXT,__text) external _profile_clear_relation
0000000191ed51c8 (__TEXT,__text) non-external (was a private external) _profile_close_file
0000000191ed5228 (__TEXT,__text) external _profile_configuration_updated
0000000191ed5f90 (__TEXT,__text) non-external (was a private external) _profile_copy
0000000191ed7670 (__TEXT,__text) non-external (was a private external) _profile_create_node
0000000191ed552c (__TEXT,__text) non-external (was a private external) _profile_dereference_data
0000000191ed5118 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
0000000191ed4bac (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
0000000191ed79d0 (__TEXT,__text) non-external (was a private external) _profile_find_node
0000000191ed7b04 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
0000000191ed7b6c (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
0000000191ed6274 (__TEXT,__text) external _profile_flush
0000000191ed5294 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
0000000191ed5234 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
0000000191ed54b0 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
