000000018012f860 (__TEXT,__text) non-external K256
0000000180135104 (__TEXT,__text) non-external __ZN5dyld46Loader17beginInitializersERNS_12RuntimeStateE.cold.1
00000001800d3768 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader18expandAtLoaderPathERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEPKS0_bPc
00000001800d2004 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader19makeDyldCacheLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEjPKN6mach_o6LayoutE
00000001800d8b84 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader21indexOfUnzipperedTwinERKNS_12RuntimeStateEt
00000001801353c4 (__TEXT,__text) non-external __ZN5dyld46Loader21indexOfUnzipperedTwinERKNS_12RuntimeStateEt.cold.1
00000001800d3984 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader22expandAtExecutablePathERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsEbPc
00000001800d238c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader24forEachResolvedAtPathVarERNS_12RuntimeStateEPKcRKNS0_11LoadOptionsENS_13ProcessConfig13PathOverrides4TypeERbU13block_pointerFvS4_SA_SB_E
00000001800d903c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader26getOnDiskBinarySliceOffsetERNS_12RuntimeStateEPKN5dyld313MachOAnalyzerEPKc
00000001800d8320 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader27applyInterposingToDyldCacheERNS_12RuntimeStateE
00000001800d3874 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader34expandAndNormalizeAtExecutablePathEPKcS2_Pc
00000001800d1ac4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader8leafNameEPKc
00000001800d26d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9getLoaderER11DiagnosticsRNS_12RuntimeStateEPKcRKNS0_11LoadOptionsE
00000001800d81cc (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9interposeERNS_12RuntimeStateEmPKS0_
00000001800d1b8c (__TEXT,__text) non-external (was a private external) __ZN5dyld46Loader9uuidToStrEPhPc
00000001800dbfd8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46LoaderC2ERKNS0_14InitialOptionsEbbbb
00000001800c7f54 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper14garbageCollectEv
00000001800c7dd4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper16markDependentsOfEPKNS_6LoaderE
00000001800c8028 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper18finalizeDeadImagesEv
00000001800c7ef4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper26markDependentOfInUseImagesEv
00000001800c7cfc (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper32markDirectlyDlopenedImagesAsUsedEv
00000001800c7d68 (__TEXT,__text) non-external (was a private external) __ZN5dyld46Reaper34markDynamicNeverUnloadImagesAsUsedEv
00000001800c0090 (__TEXT,__text) non-external (was a private external) __ZN5dyld47consoleEPKcz
00000001800be500 (__TEXT,__text) non-external __ZN5dyld4L10prepareSimERNS_12RuntimeStateEPKc
00000001800d9698 (__TEXT,__text) non-external __ZN5dyld4L11fixupPage64EPvPK12mwl_info_hdrPK30dyld_chained_starts_in_segmentjb
00000001800d9754 (__TEXT,__text) non-external __ZN5dyld4L11signPointerEyPvbt11ptrauth_key
0000000180135448 (__TEXT,__text) non-external __ZN5dyld4L11signPointerEyPvbt11ptrauth_key.cold.1
00000001d70b20b0 (__DATA,__bss) non-external __ZN5dyld4L12error_stringE
00000001800d97f8 (__TEXT,__text) non-external __ZN5dyld4L12fixupChain32EPjPK12mwl_info_hdrPK30dyld_chained_starts_in_segmentPKj
00000001800bf024 (__TEXT,__text) non-external __ZN5dyld4L12opendir_fakeEPKc
00000001800d4588 (__TEXT,__text) non-external __ZN5dyld4L13getUuidFromFdERNS_12RuntimeStateEiyPc
0000000180102988 (__TEXT,__text) non-external __ZN5dyld4L14recordFromInfoERN3lsl9AllocatorERNS_11FileManagerERKNS_23ExternallyViewableState9ImageInfoE
00000001800d9558 (__TEXT,__text) non-external __ZN5dyld4L15fixupPageAuth64EPvPK12mwl_info_hdrPK30dyld_chained_starts_in_segmentjb
00000001800f48c4 (__TEXT,__text) non-external __ZN5dyld4L16handleFromLoaderEPKNS_6LoaderEb
00000001801374e0 (__TEXT,__text) non-external __ZN5dyld4L16handleFromLoaderEPKNS_6LoaderEb.cold.1
00000001800bef78 (__TEXT,__text) non-external __ZN5dyld4L18getcwd_sans_mallocEPcm
00000001800f6ce0 (__TEXT,__text) non-external __ZN5dyld4L20findCacheInDirAndMapERNS_12RuntimeStateEPKhPKcRm
00000001800befb4 (__TEXT,__text) non-external __ZN5dyld4L20realpath_sans_mallocEPKcPc
00000001daaae900 (__DATA_CONST,__const) non-external __ZN5dyld4L21dataConstApps_iOS15_0E
00000001800d92b4 (__TEXT,__text) non-external __ZN5dyld4L24dyld_map_with_linking_npEPK10mwl_regionjPK12mwl_info_hdrj
000000018013541c (__TEXT,__text) non-external __ZN5dyld4L24dyld_map_with_linking_npEPK10mwl_regionjPK12mwl_info_hdrj.cold.1
00000001800d4db4 (__TEXT,__text) non-external __ZN5dyld4L25setUpPageInLinkingRegionsERNS_12RuntimeStateEPKNS_6LoaderEmttbRKN5dyld35ArrayINS_18PageInLinkingRangeEEERKNS6_IPKvEE
00000001801351b4 (__TEXT,__text) non-external __ZN5dyld4L25setUpPageInLinkingRegionsERNS_12RuntimeStateEPKNS_6LoaderEmttbRKN5dyld35ArrayINS_18PageInLinkingRangeEEERKNS6_IPKvEE.cold.1
00000001daaae380 (__DATA_CONST,__const) non-external __ZN5dyld4L27dataConstApps_iOS14_5_arm64E
00000001800fde7c (__TEXT,__text) non-external __ZN5dyld4L28writeObjCDataStructHashTableERNS_12RuntimeStateENS_12PrebuiltObjC14ObjCStructKindERN5dyld35ArrayINS2_18ObjCOptimizerImageEEERNS4_17OverflowSafeArrayIhLm4294967295EEERKNS4_3MapIPKcNS_6Loader10BindTargetENS4_11HashCStringENS4_12EqualCStringEEERNS4_8MultiMapISE_SG_NS4_16HashCStringMultiENS4_17EqualCStringMultiEEE
00000001801380d4 (__TEXT,__text) non-external __ZN5dyld4L28writeObjCDataStructHashTableERNS_12RuntimeStateENS_12PrebuiltObjC14ObjCStructKindERN5dyld35ArrayINS2_18ObjCOptimizerImageEEERNS4_17OverflowSafeArrayIhLm4294967295EEERKNS4_3MapIPKcNS_6Loader10BindTargetENS4_11HashCStringENS4_12EqualCStringEEERNS4_8MultiMapISE_SG_NS4_16HashCStringMultiENS4_17EqualCStringMultiEEE.cold.1
0000000180138100 (__TEXT,__text) non-external __ZN5dyld4L28writeObjCDataStructHashTableERNS_12RuntimeStateENS_12PrebuiltObjC14ObjCStructKindERN5dyld35ArrayINS2_18ObjCOptimizerImageEEERNS4_17OverflowSafeArrayIhLm4294967295EEERKNS4_3MapIPKcNS_6Loader10BindTargetENS4_11HashCStringENS4_12EqualCStringEEERNS4_8MultiMapISE_SG_NS4_16HashCStringMultiENS4_17EqualCStringMultiEEE.cold.2
000000018013812c (__TEXT,__text) non-external __ZN5dyld4L28writeObjCDataStructHashTableERNS_12RuntimeStateENS_12PrebuiltObjC14ObjCStructKindERN5dyld35ArrayINS2_18ObjCOptimizerImageEEERNS4_17OverflowSafeArrayIhLm4294967295EEERKNS4_3MapIPKcNS_6Loader10BindTargetENS4_11HashCStringENS4_12EqualCStringEEERNS4_8MultiMapISE_SG_NS4_16HashCStringMultiENS4_17EqualCStringMultiEEE.cold.3
0000000180138158 (__TEXT,__text) non-external __ZN5dyld4L28writeObjCDataStructHashTableERNS_12RuntimeStateENS_12PrebuiltObjC14ObjCStructKindERN5dyld35ArrayINS2_18ObjCOptimizerImageEEERNS4_17OverflowSafeArrayIhLm4294967295EEERKNS4_3MapIPKcNS_6Loader10BindTargetENS4_11HashCStringENS4_12EqualCStringEEERNS4_8MultiMapISE_SG_NS4_16HashCStringMultiENS4_17EqualCStringMultiEEE.cold.4
00000001daaae8f0 (__DATA_CONST,__const) non-external __ZN5dyld4L29dataConstApps_macos11_5_arm64E
00000001800bf06c (__TEXT,__text) non-external __ZN5dyld4L29sim_notifyMonitorOfMainCalledEv
00000001daaae4a8 (__DATA_CONST,__const) non-external __ZN5dyld4L34dataConstApps_iOS14_5_Intune_arm64E
00000001800bf02c (__TEXT,__text) non-external __ZN5dyld4L35sim_coresymbolication_load_notifierEPvyPKcPK11mach_header
00000001800bf07c (__TEXT,__text) non-external __ZN5dyld4L35sim_notifyMonitorOfImageListChangesEbjPPK11mach_headerPPKc
00000001800bf04c (__TEXT,__text) non-external __ZN5dyld4L37sim_coresymbolication_unload_notifierEPvyPKcPK11mach_header
00000001800bf09c (__TEXT,__text) non-external __ZN5dyld4L41sim_notifyMonitorOfDyldBeforeInitializersEv
00000001800bd328 (__TEXT,__text) non-external __ZN5dyld4L7prepareERNS_4APIsEPKN5dyld313MachOAnalyzerE
00000001800beff4 (__TEXT,__text) non-external __ZN5dyld4L8sim_vlogEPKcPc
00000001800bee5c (__TEXT,__text) non-external __ZN5dyld4L9fake_mainEiPKPKcS3_S3_
00000001800f0d00 (__TEXT,__text) non-external __ZN5dyld4L9nameMatchEPKcS1_
00000001daaaddd8 (__DATA_CONST,__const) non-external __ZN5dyld4L9sSysCallsE
000000018011806c (__TEXT,__text) non-external (was a private external) __ZN6mach_o11SymbolTableC1ERKNS_6LayoutE
000000018011a8f0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk10strideSizeEt
000000018013a330 (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk10strideSizeEt.cold.1
000000018011a5dc (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEyPvbth
000000018013a280 (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEyPvbth.cold.1
000000018011a5b0 (__TEXT,__text) non-external (was a private external) __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e7keyNameEh
000000018013a254 (__TEXT,__text) non-external __ZN6mach_o25ChainedFixupPointerOnDisk6Arm64e7keyNameEh.cold.1
00000001801181b8 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6FixupsC1ERKNS_6LayoutE
0000000180118024 (__TEXT,__text) non-external (was a private external) __ZN6mach_o6LayoutC1ENS_12MachOFileRefENSt3__14spanINS_13SegmentLayoutELm18446744073709551615EEERKNS_14LinkeditLayoutE
00000001800e5098 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable14imageHasClientEjj
00000001800e5044 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable20patchableExportCountEj
00000001800e5130 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable22forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
00000001800e5864 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable30forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800e5460 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable32forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800e5210 (__TEXT,__text) non-external (was a private external) __ZNK10PatchTable34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
00000001801244f4 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics12errorMessageEv
00000001800b9378 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
000000018013a514 (__TEXT,__text) non-external __ZNK11Diagnostics13assertNoErrorEv.cold.1
00000001800becd8 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics16errorMessageCStrEv
00000001801244e4 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics7noErrorEv
00000001800b9d0c (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics8hasErrorEv
00000001800e50b8 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV214imageHasClientEjj
00000001800e514c (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV222forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
00000001800e5b64 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV231clientsExportsForImageAndClientEjj
00000001800e548c (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV232forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800e523c (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV234forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
00000001800e5888 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV330forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800e5a14 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV430forEachPatchableGOTUseOfExportEjjU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800e5694 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV432forEachPatchableCacheUseOfExportEjjyU13block_pointerFyjEU13block_pointerFvyN5dyld39MachOFile15PointerMetaDataEybE
00000001800e5370 (__TEXT,__text) non-external (was a private external) __ZNK12PatchTableV434forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE
000000018010e9c0 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList10numMethodsEv
0000000180139ddc (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList10numMethodsEv.cold.1
000000018010e9f4 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList19usesRelativeOffsetsEv
0000000180139e08 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList19usesRelativeOffsetsEv.cold.1
000000018010ea2c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj
0000000180139e34 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj.cold.1
0000000180139e60 (__TEXT,__text) non-external __ZNK12objc_visitor10MethodList9getMethodERKNS_7VisitorEj.cold.2
000000018010ed48 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList12numProtocolsERKNS_7VisitorE
0000000180139f94 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList12numProtocolsERKNS_7VisitorE.cold.1
000000018010ed9c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy
0000000180139fc0 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.1
0000000180139fec (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.2
000000018013a018 (__TEXT,__text) non-external __ZNK12objc_visitor12ProtocolList16getProtocolFieldERKNS_7VisitorEy.cold.3
000000018010ee40 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor12ProtocolList4dumpERKNS_7VisitorE
000000018010e414 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class11isRootClassERKNS_7VisitorE
000000018010e334 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class12getClassDataERKNS_7VisitorE
000000018010e5a8 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class12getVMAddressEv
000000018010e4bc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class13getNameVMAddrERKNS_7VisitorE
000000018010e1bc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class13isSwiftLegacyERKNS_7VisitorE
000000018010e2ac (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class13isSwiftStableERKNS_7VisitorE
000000018010e530 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class14getBaseMethodsERKNS_7VisitorE
000000018010e244 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class15swiftClassFlagsERKNS_7VisitorE
000000018010e10c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class18getSuperclassFieldERKNS_7VisitorE
000000018010e174 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class37isUnfixedBackwardDeployingStableSwiftERKNS_7VisitorE
000000018010e0a0 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class6getISAERKNS_7VisitorERb
000000018010e448 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor5Class7getNameERKNS_7VisitorE
000000018010ead8 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE
0000000180139e8c (__TEXT,__text) non-external __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE.cold.1
0000000180139eb8 (__TEXT,__text) non-external __ZNK12objc_visitor6Method12getNameFieldERKNS_7VisitorE.cold.2
000000018010ec0c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method13getNameVMAddrERKNS_7VisitorE
0000000180139f10 (__TEXT,__text) non-external __ZNK12objc_visitor6Method13getNameVMAddrERKNS_7VisitorE.cold.1
000000018010ecb8 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method19getNameSelRefVMAddrERKNS_7VisitorE
0000000180139f3c (__TEXT,__text) non-external __ZNK12objc_visitor6Method19getNameSelRefVMAddrERKNS_7VisitorE.cold.1
0000000180139f68 (__TEXT,__text) non-external __ZNK12objc_visitor6Method19getNameSelRefVMAddrERKNS_7VisitorE.cold.2
000000018010eb60 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor6Method7getNameERKNS_7VisitorE
0000000180139ee4 (__TEXT,__text) non-external __ZNK12objc_visitor6Method7getNameERKNS_7VisitorE.cold.1
000000018010ef94 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor19findObjCDataSectionEPKc
000000018010f710 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFv9VMAddressS1_PKcE
000000018010f654 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFvRN16metadata_visitor13ResolvedValueEE
000000018013a0c8 (__TEXT,__text) non-external __ZNK12objc_visitor7Visitor24forEachSelectorReferenceEU13block_pointerFvRN16metadata_visitor13ResolvedValueEE.cold.1
000000018010e620 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Category15getClassMethodsERKNS_7VisitorE
000000018010e5b0 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Category18getInstanceMethodsERKNS_7VisitorE
000000018010e690 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol12getISAVMAddrERKNS_7VisitorE
000000018010e9bc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol12getVMAddressEv
000000018010e788 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol13getNameVMAddrERKNS_7VisitorE
000000018010e86c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol15getClassMethodsERKNS_7VisitorE
000000018010e7fc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol18getInstanceMethodsERKNS_7VisitorE
000000018010e94c (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol23getOptionalClassMethodsERKNS_7VisitorE
000000018010e8dc (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol26getOptionalInstanceMethodsERKNS_7VisitorE
000000018010e714 (__TEXT,__text) non-external (was a private external) __ZNK12objc_visitor8Protocol7getNameERKNS_7VisitorE
00000001800fc17c (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh
0000000180137970 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001800fc2a0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh
00000001801379f4 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001800fc3c4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable18getPotentialTargetI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
0000000180137a78 (__TEXT,__text) non-external __ZNK14SwiftHashTable18getPotentialTargetI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
00000001800cf164 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI39SwiftTypeProtocolConformanceLocationKeyEEjRKT_PKh
00000001800cf214 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI43SwiftMetadataProtocolConformanceLocationKeyEEjRKT_PKh
00000001800cf2c4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable4hashI44SwiftForeignTypeProtocolConformanceLookupKeyEEjRKT_PKh
00000001800cf1e0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI39SwiftTypeProtocolConformanceLocationKeyS1_EEbRKT0_RKT_PKh
00000001800cf290 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI43SwiftMetadataProtocolConformanceLocationKeyS1_EEbRKT0_RKT_PKh
00000001800cf33c (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable5equalI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEbRKT0_RKT_PKh
00000001800fc1d8 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh
000000018013799c (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
00000001801379c8 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI39SwiftTypeProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
00000001800fc2fc (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh
0000000180137a20 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.1
0000000180137a4c (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI43SwiftMetadataProtocolConformanceLocationKeyS1_EEjRKT_PKh.cold.2
00000001800fc420 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh
0000000180137aa4 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.1
0000000180137ad0 (__TEXT,__text) non-external __ZNK14SwiftHashTable8getIndexI44SwiftForeignTypeProtocolConformanceLookupKey46SwiftForeignTypeProtocolConformanceLocationKeyEEjRKT_PKh.cold.2
00000001800cf200 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI39SwiftTypeProtocolConformanceLocationKeyEEhRKT_PKh
00000001800cf2b0 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI43SwiftMetadataProtocolConformanceLocationKeyEEhRKT_PKh
00000001800cf3a4 (__TEXT,__text) non-external (was a private external) __ZNK14SwiftHashTable9checkbyteI44SwiftForeignTypeProtocolConformanceLookupKeyEEhRKT_PKh
000000018010cab4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10mappedSizeEv
000000018010db54 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10oldObjcOptEv
000000018010ce10 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache10patchTableEv
000000018010c6cc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache11imagesCountEv
000000018010dcfc (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache11objcOptPtrsEv
000000018010c3e4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachCacheEU13block_pointerFvPKS_RbE
000000018010c7b4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachDylibEU13block_pointerFvPKN5dyld313MachOAnalyzerEPKcjyyRbE
000000018010c6e8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachImageEU13block_pointerFvPK11mach_headerPKcE
000000018010c350 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE
00000001800b9b78 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12hasImagePathEPKcRj
000000018010c6b0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache12numSubCachesEv
000000018010ca40 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13addressInTextEyPj
000000018010c228 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache13forEachRegionEU13block_pointerFvPKvyyjjyRbE
000000018010c870 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16getImageFromPathEPKc
000000018010ded4 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16objcHeaderInfoROEv
000000018010df28 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16objcHeaderInfoRWEv
000000018010ce28 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache16patchInfoVersionEv
000000018010caa8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache17unslidLoadAddressEv
000000018010dfd0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache18objcClassHashTableEv
000000018010cc78 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache19findLaunchLoaderSetEPKc
000000018010c968 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache19getIndexedImagePathEj
000000018010c934 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache20getIndexedImageEntryEj
000000018010c8ec (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache20getIndexedImageEntryEjRyS0_
000000018010e024 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache21objcProtocolHashTableEv
000000018010df7c (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache21objcSelectorHashTableEv
000000018010ce54 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache22forEachPatchableExportEjU13block_pointerFvjPKc9PatchKindE
000000018010c998 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache23forEachImageTextSegmentEU13block_pointerFvyyPKhPKcRbE
000000018010cbc8 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache24findMachHeaderImageIndexEPK11mach_headerRj
000000018010cfd0 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache24shouldPatchClientOfImageEjj
