00000001811c0ff8 (__TEXT,__text) external _APL_dgemm
00000001813da988 (__TEXT,__text) external _cdotu$NEWLAPACK
00000001814c57f4 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180ea07e0 (__TEXT,__text) external _cdotu_
0000000180e9eb3c (__TEXT,__text) external _cgbmv
0000000180efe114 (__TEXT,__text) external _cgbmv$NEWLAPACK
00000001814bab68 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180e9eb3c (__TEXT,__text) external _cgbmv_
0000000180e9baa0 (__TEXT,__text) external _cgemm
000000018121fd74 (__TEXT,__text) external _cgemm$NEWLAPACK
00000001814c23e0 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180e9baa0 (__TEXT,__text) external _cgemm_
0000000180e9ea60 (__TEXT,__text) external _cgemv
0000000180efdd8c (__TEXT,__text) external _cgemv$NEWLAPACK
00000001814ba7f8 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180e9ea60 (__TEXT,__text) external _cgemv_
0000000180e9f5ac (__TEXT,__text) external _cgerc
0000000180efe34c (__TEXT,__text) external _cgerc$NEWLAPACK
00000001814bad90 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180e9f5ac (__TEXT,__text) external _cgerc_
0000000180e9f610 (__TEXT,__text) external _cgeru
0000000180efe40c (__TEXT,__text) external _cgeru$NEWLAPACK
00000001814bae48 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180e9f610 (__TEXT,__text) external _cgeru_
0000000180e9ecdc (__TEXT,__text) external _chbmv
0000000180efe4cc (__TEXT,__text) external _chbmv$NEWLAPACK
00000001814baf00 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180e9ecdc (__TEXT,__text) external _chbmv_
0000000180e9bbe8 (__TEXT,__text) external _chemm
000000018121fffc (__TEXT,__text) external _chemm$NEWLAPACK
00000001814c2658 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180e9bbe8 (__TEXT,__text) external _chemm_
0000000180e9ec2c (__TEXT,__text) external _chemv
0000000180efe63c (__TEXT,__text) external _chemv$NEWLAPACK
00000001814bb068 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180e9ec2c (__TEXT,__text) external _chemv_
0000000180e9f674 (__TEXT,__text) external _cher
0000000180efe794 (__TEXT,__text) external _cher$NEWLAPACK
00000001814bb1c0 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180e9f704 (__TEXT,__text) external _cher2
0000000180efe8bc (__TEXT,__text) external _cher2$NEWLAPACK
00000001814bb2e8 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180e9f704 (__TEXT,__text) external _cher2_
0000000180e9c314 (__TEXT,__text) external _cher2k
000000018122041c (__TEXT,__text) external _cher2k$NEWLAPACK
00000001814c2a70 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180e9c314 (__TEXT,__text) external _cher2k_
0000000180e9f674 (__TEXT,__text) external _cher_
0000000180e9c100 (__TEXT,__text) external _cherk
00000001812201ec (__TEXT,__text) external _cherk$NEWLAPACK
00000001814c2840 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180e9c100 (__TEXT,__text) external _cherk_
0000000180e9ed98 (__TEXT,__text) external _chpmv
0000000180efea14 (__TEXT,__text) external _chpmv$NEWLAPACK
00000001814bb438 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180e9ed98 (__TEXT,__text) external _chpmv_
0000000180e9f7b4 (__TEXT,__text) external _chpr
0000000180efeb64 (__TEXT,__text) external _chpr$NEWLAPACK
00000001814bb580 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180e9f840 (__TEXT,__text) external _chpr2
0000000180efec84 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001814bb6a0 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180e9f840 (__TEXT,__text) external _chpr2_
0000000180e9f7b4 (__TEXT,__text) external _chpr_
0000000180ea0808 (__TEXT,__text) external _crotg
00000001813daabc (__TEXT,__text) external _crotg$NEWLAPACK
00000001814c5928 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180ea0808 (__TEXT,__text) external _crotg_
0000000180ea0824 (__TEXT,__text) external _cscal
00000001813dab2c (__TEXT,__text) external _cscal$NEWLAPACK
00000001814c5998 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180ea0824 (__TEXT,__text) external _cscal_
0000000180ea0848 (__TEXT,__text) external _csrot
00000001813daa84 (__TEXT,__text) external _csrot$NEWLAPACK
00000001814c58f0 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180ea0848 (__TEXT,__text) external _csrot_
0000000180ea0878 (__TEXT,__text) external _csscal
00000001813dab44 (__TEXT,__text) external _csscal$NEWLAPACK
00000001814c59b0 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180ea0878 (__TEXT,__text) external _csscal_
0000000180ea08a8 (__TEXT,__text) external _cswap
00000001813dab94 (__TEXT,__text) external _cswap$NEWLAPACK
00000001814c5a00 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180ea08a8 (__TEXT,__text) external _cswap_
0000000180e9bce4 (__TEXT,__text) external _csymm
0000000181220884 (__TEXT,__text) external _csymm$NEWLAPACK
00000001814c2ec0 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180e9bce4 (__TEXT,__text) external _csymm_
0000000180e9c434 (__TEXT,__text) external _csyr2k
00000001812210bc (__TEXT,__text) external _csyr2k$NEWLAPACK
00000001814c36e8 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180e9c434 (__TEXT,__text) external _csyr2k_
0000000180e9c208 (__TEXT,__text) external _csyrk
0000000181220c84 (__TEXT,__text) external _csyrk$NEWLAPACK
00000001814c32b8 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180e9c208 (__TEXT,__text) external _csyrk_
0000000180e9ef80 (__TEXT,__text) external _ctbmv
0000000180eff93c (__TEXT,__text) external _ctbmv$NEWLAPACK
00000001814bc348 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180e9ef80 (__TEXT,__text) external _ctbmv_
0000000180e9f334 (__TEXT,__text) external _ctbsv
0000000180effe2c (__TEXT,__text) external _ctbsv$NEWLAPACK
00000001814bc828 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180e9f334 (__TEXT,__text) external _ctbsv_
0000000180e9f0c8 (__TEXT,__text) external _ctpmv
0000000180f00314 (__TEXT,__text) external _ctpmv$NEWLAPACK
00000001814bcd08 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180e9f0c8 (__TEXT,__text) external _ctpmv_
0000000180e9f47c (__TEXT,__text) external _ctpsv
0000000180f007f4 (__TEXT,__text) external _ctpsv$NEWLAPACK
00000001814bd1e8 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180e9f47c (__TEXT,__text) external _ctpsv_
0000000180e9bde0 (__TEXT,__text) external _ctrmm
0000000181221604 (__TEXT,__text) external _ctrmm$NEWLAPACK
00000001814c3c20 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180e9bde0 (__TEXT,__text) external _ctrmm_
0000000180e9ee44 (__TEXT,__text) external _ctrmv
0000000180f00cc4 (__TEXT,__text) external _ctrmv$NEWLAPACK
00000001814bd6b8 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180e9ee44 (__TEXT,__text) external _ctrmv_
0000000180e9bf70 (__TEXT,__text) external _ctrsm
0000000181221c34 (__TEXT,__text) external _ctrsm$NEWLAPACK
00000001814c4238 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180e9bf70 (__TEXT,__text) external _ctrsm_
0000000180e9f1f8 (__TEXT,__text) external _ctrsv
0000000180f01184 (__TEXT,__text) external _ctrsv$NEWLAPACK
00000001814bdb78 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180e9f1f8 (__TEXT,__text) external _ctrsv_
0000000180ea0958 (__TEXT,__text) external _dasum
00000001813da80c (__TEXT,__text) external _dasum$NEWLAPACK
00000001814c5678 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180ea0958 (__TEXT,__text) external _dasum_
00000001813da8bc (__TEXT,__text) external _daxpby$NEWLAPACK
00000001814c5728 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180ea0964 (__TEXT,__text) external _daxpy
00000001813da854 (__TEXT,__text) external _daxpy$NEWLAPACK
00000001814c56c0 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180ea0964 (__TEXT,__text) external _daxpy_
0000000180e9abe8 (__TEXT,__text) external _dcabs1
0000000180e9abe8 (__TEXT,__text) external _dcabs1_
0000000180ea09a0 (__TEXT,__text) external _dcopy
00000001813da910 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001814c577c (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180ea09a0 (__TEXT,__text) external _dcopy_
0000000180ea09c8 (__TEXT,__text) external _ddot
00000001813da950 (__TEXT,__text) external _ddot$NEWLAPACK
00000001814c57bc (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180ea09c8 (__TEXT,__text) external _ddot_
0000000180e9ddf0 (__TEXT,__text) external _dgbmv
0000000180efe028 (__TEXT,__text) external _dgbmv$NEWLAPACK
00000001814baa84 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180e9ddf0 (__TEXT,__text) external _dgbmv_
0000000180f0b438 (__TEXT,__text) external _dgeCopy
00000001813e572c (__TEXT,__text) external _dgePack_A_NoTran
00000001813e57f4 (__TEXT,__text) external _dgePack_A_Tran
00000001813e555c (__TEXT,__text) external _dgePack_B_NoTran
00000001813e567c (__TEXT,__text) external _dgePack_B_Tran
0000000180f0b3e0 (__TEXT,__text) external _dgeSetZero
0000000180e9b394 (__TEXT,__text) external _dgemm
000000018121fc40 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001814c22b4 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180e9b394 (__TEXT,__text) external _dgemm_
0000000180e9dd30 (__TEXT,__text) external _dgemv
0000000180efdcbc (__TEXT,__text) external _dgemv$NEWLAPACK
00000001814ba72c (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180e9dd30 (__TEXT,__text) external _dgemv_
0000000180e9e7c8 (__TEXT,__text) external _dger
0000000180efe31c (__TEXT,__text) external _dger$NEWLAPACK
00000001814bad60 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180e9e7c8 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
0000000180ea09d8 (__TEXT,__text) external _dnrm2
00000001813daa30 (__TEXT,__text) external _dnrm2$NEWLAPACK
00000001814c589c (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180ea09d8 (__TEXT,__text) external _dnrm2_
00000001814f2a60 (__TEXT,__text) external _double_general_add
0000000181510200 (__TEXT,__text) external _double_general_add_scalar
00000001814fdf00 (__TEXT,__text) external _double_general_elementwise_product
000000018150ce34 (__TEXT,__text) external _double_general_permute_cols
000000018150cce4 (__TEXT,__text) external _double_general_permute_rows
00000001815150c8 (__TEXT,__text) external _double_general_product_scalar
00000001814fe2c0 (__TEXT,__text) external _double_general_splat
00000001814fd80c (__TEXT,__text) external _double_general_sub_scalar
000000018150cc0c (__TEXT,__text) external _double_general_transpose
0000000181510b0c (__TEXT,__text) external _double_inner_product_scalar
0000000181509dc0 (__TEXT,__text) external _double_outer_product_scalar
0000000180ea09e4 (__TEXT,__text) external _drot
00000001813daa6c (__TEXT,__text) external _drot$NEWLAPACK
00000001814c58d8 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180ea09e4 (__TEXT,__text) external _drot_
0000000180ea0a14 (__TEXT,__text) external _drotg
00000001813daab8 (__TEXT,__text) external _drotg$NEWLAPACK
00000001814c5924 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180ea0a14 (__TEXT,__text) external _drotg_
0000000180ea0a30 (__TEXT,__text) external _drotm
00000001813daad4 (__TEXT,__text) external _drotm$NEWLAPACK
00000001814c5940 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180ea0a30 (__TEXT,__text) external _drotm_
0000000180ea0a58 (__TEXT,__text) external _drotmg
00000001813daaf0 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001814c595c (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180ea0a58 (__TEXT,__text) external _drotmg_
0000000180e9df70 (__TEXT,__text) external _dsbmv
0000000180efee84 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001814bb89c (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180e9df70 (__TEXT,__text) external _dsbmv_
0000000180ea0a7c (__TEXT,__text) external _dscal
00000001813dab14 (__TEXT,__text) external _dscal$NEWLAPACK
00000001814c5980 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180ea0a7c (__TEXT,__text) external _dscal_
0000000180ea0b14 (__TEXT,__text) external _dsdot
00000001813da6f0 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001814c555c (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180ea0b14 (__TEXT,__text) external _dsdot_
0000000180e9e020 (__TEXT,__text) external _dspmv
0000000180efeff4 (__TEXT,__text) external _dspmv$NEWLAPACK
00000001814bba08 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180e9e020 (__TEXT,__text) external _dspmv_
0000000180e9e944 (__TEXT,__text) external _dspr
0000000180eff134 (__TEXT,__text) external _dspr$NEWLAPACK
00000001814bbb48 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180e9e9d0 (__TEXT,__text) external _dspr2
0000000180eff258 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001814bbc6c (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180e9e9d0 (__TEXT,__text) external _dspr2_
0000000180e9e944 (__TEXT,__text) external _dspr_
0000000180ea0aac (__TEXT,__text) external _dswap
00000001813dab84 (__TEXT,__text) external _dswap$NEWLAPACK
00000001814c59f0 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180ea0aac (__TEXT,__text) external _dswap_
0000000180e9b4b8 (__TEXT,__text) external _dsymm
0000000181220780 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001814c2dc0 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180e9b4b8 (__TEXT,__text) external _dsymm_
0000000180e9decc (__TEXT,__text) external _dsymv
0000000180eff3a0 (__TEXT,__text) external _dsymv$NEWLAPACK
00000001814bbdb4 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180e9decc (__TEXT,__text) external _dsymv_
0000000180e9e818 (__TEXT,__text) external _dsyr
0000000180eff4e8 (__TEXT,__text) external _dsyr$NEWLAPACK
00000001814bbefc (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180e9e8a8 (__TEXT,__text) external _dsyr2
0000000180eff628 (__TEXT,__text) external _dsyr2$NEWLAPACK
00000001814bc03c (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180e9e8a8 (__TEXT,__text) external _dsyr2_
0000000180e9b99c (__TEXT,__text) external _dsyr2k
0000000181220fa8 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00000001814c35d8 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180e9b99c (__TEXT,__text) external _dsyr2k_
0000000180e9e818 (__TEXT,__text) external _dsyr_
0000000180e9b8a4 (__TEXT,__text) external _dsyrk
0000000181220b7c (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001814c31b0 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180e9b8a4 (__TEXT,__text) external _dsyrk_
0000000180e9e1ec (__TEXT,__text) external _dtbmv
0000000180eff808 (__TEXT,__text) external _dtbmv$NEWLAPACK
00000001814bc218 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180e9e1ec (__TEXT,__text) external _dtbmv_
0000000180e9e570 (__TEXT,__text) external _dtbsv
0000000180effcf8 (__TEXT,__text) external _dtbsv$NEWLAPACK
00000001814bc6f8 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180e9e570 (__TEXT,__text) external _dtbsv_
0000000180e9e324 (__TEXT,__text) external _dtpmv
0000000180f001e4 (__TEXT,__text) external _dtpmv$NEWLAPACK
00000001814bcbd8 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180e9e324 (__TEXT,__text) external _dtpmv_
0000000180e9e6a8 (__TEXT,__text) external _dtpsv
0000000180f006c4 (__TEXT,__text) external _dtpsv$NEWLAPACK
00000001814bd0b8 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180e9e6a8 (__TEXT,__text) external _dtpsv_
0000000180f0b574 (__TEXT,__text) external _dtrCopyLower
0000000180f0b514 (__TEXT,__text) external _dtrSetZeroLower
0000000180e9b5ac (__TEXT,__text) external _dtrmm
0000000181221478 (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001814c3a98 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180e9b5ac (__TEXT,__text) external _dtrmm_
0000000180e9e0c0 (__TEXT,__text) external _dtrmv
0000000180f00b9c (__TEXT,__text) external _dtrmv$NEWLAPACK
00000001814bd590 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180e9e0c0 (__TEXT,__text) external _dtrmv_
0000000180e9b728 (__TEXT,__text) external _dtrsm
0000000181221aa8 (__TEXT,__text) external _dtrsm$NEWLAPACK
00000001814c40b0 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180e9b728 (__TEXT,__text) external _dtrsm_
0000000180e9e444 (__TEXT,__text) external _dtrsv
0000000180f0105c (__TEXT,__text) external _dtrsv$NEWLAPACK
00000001814bda50 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180e9e444 (__TEXT,__text) external _dtrsv_
0000000180ea0d64 (__TEXT,__text) external _dzasum
00000001813da824 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001814c5690 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180ea0d64 (__TEXT,__text) external _dzasum_
0000000180ea0d70 (__TEXT,__text) external _dznrm2
00000001813daa48 (__TEXT,__text) external _dznrm2$NEWLAPACK
00000001814c58b4 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180ea0d70 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001814fce50 (__TEXT,__text) external _float_general_add
00000001814fd66c (__TEXT,__text) external _float_general_add_scalar
00000001814fdb40 (__TEXT,__text) external _float_general_elementwise_product
00000001814fcb7c (__TEXT,__text) external _float_general_permute_cols
00000001814fca2c (__TEXT,__text) external _float_general_permute_rows
00000001814fe6c4 (__TEXT,__text) external _float_general_product_scalar
000000018150842c (__TEXT,__text) external _float_general_splat
00000001814fe390 (__TEXT,__text) external _float_general_sub_scalar
00000001814fc954 (__TEXT,__text) external _float_general_transpose
000000018150fbf4 (__TEXT,__text) external _float_inner_product_scalar
00000001814fcc98 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180e9a2b0 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180ea08d0 (__TEXT,__text) external _icamax
00000001813da780 (__TEXT,__text) external _icamax$NEWLAPACK
00000001814c55ec (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180ea08d0 (__TEXT,__text) external _icamax_
0000000180ea0ad4 (__TEXT,__text) external _idamax
00000001813da740 (__TEXT,__text) external _idamax$NEWLAPACK
00000001814c55ac (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180ea0ad4 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180ea0b24 (__TEXT,__text) external _isamax
00000001813da700 (__TEXT,__text) external _isamax$NEWLAPACK
00000001814c556c (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180ea0b24 (__TEXT,__text) external _isamax_
0000000180ea0d7c (__TEXT,__text) external _izamax
00000001813da7c0 (__TEXT,__text) external _izamax$NEWLAPACK
00000001814c562c (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180ea0d7c (__TEXT,__text) external _izamax_
0000000180e9a2e8 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180ea0b64 (__TEXT,__text) external _sasum
00000001813da800 (__TEXT,__text) external _sasum$NEWLAPACK
00000001814c566c (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180ea0b64 (__TEXT,__text) external _sasum_
00000001813da898 (__TEXT,__text) external _saxpby$NEWLAPACK
00000001814c5704 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180ea0b88 (__TEXT,__text) external _saxpy
00000001813da830 (__TEXT,__text) external _saxpy$NEWLAPACK
00000001814c569c (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180ea0b88 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180ea0910 (__TEXT,__text) external _scasum
00000001813da818 (__TEXT,__text) external _scasum$NEWLAPACK
00000001814c5684 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180ea0910 (__TEXT,__text) external _scasum_
0000000180ea0934 (__TEXT,__text) external _scnrm2
00000001813daa3c (__TEXT,__text) external _scnrm2$NEWLAPACK
00000001814c58a8 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180ea0934 (__TEXT,__text) external _scnrm2_
0000000180ea0bc4 (__TEXT,__text) external _scopy
00000001813da900 (__TEXT,__text) external _scopy$NEWLAPACK
00000001814c576c (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180ea0bc4 (__TEXT,__text) external _scopy_
0000000180ea0bec (__TEXT,__text) external _sdot
00000001813da940 (__TEXT,__text) external _sdot$NEWLAPACK
00000001814c57ac (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180ea0bec (__TEXT,__text) external _sdot_
0000000180ea0c14 (__TEXT,__text) external _sdsdot
00000001813daa00 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001814c586c (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180ea0c14 (__TEXT,__text) external _sdsdot_
0000000180e9d0c0 (__TEXT,__text) external _sgbmv
0000000180efdf3c (__TEXT,__text) external _sgbmv$NEWLAPACK
00000001814ba9a0 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180e9d0c0 (__TEXT,__text) external _sgbmv_
0000000180f0b830 (__TEXT,__text) external _sgeCopy
00000001813ec8f0 (__TEXT,__text) external _sgePack_A_NoTran
00000001813eca84 (__TEXT,__text) external _sgePack_A_Tran
00000001813ec5c0 (__TEXT,__text) external _sgePack_B_NoTran
00000001813ec6fc (__TEXT,__text) external _sgePack_B_Tran
0000000180f0b7d8 (__TEXT,__text) external _sgeSetZero
0000000180e9ac88 (__TEXT,__text) external _sgemm
000000018121fb0c (__TEXT,__text) external _sgemm$NEWLAPACK
00000001814c2188 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180e9ac88 (__TEXT,__text) external _sgemm_
0000000180e9d000 (__TEXT,__text) external _sgemv
0000000180efdbec (__TEXT,__text) external _sgemv$NEWLAPACK
00000001814ba660 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180e9d000 (__TEXT,__text) external _sgemv_
0000000180e9da98 (__TEXT,__text) external _sger
0000000180efe2ec (__TEXT,__text) external _sger$NEWLAPACK
00000001814bad30 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180e9da98 (__TEXT,__text) external _sger_
0000000180ea0c50 (__TEXT,__text) external _snrm2
00000001813daa24 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001814c5890 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180ea0c50 (__TEXT,__text) external _snrm2_
0000000180ea0c74 (__TEXT,__text) external _srot
00000001813daa54 (__TEXT,__text) external _srot$NEWLAPACK
00000001814c58c0 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180ea0c74 (__TEXT,__text) external _srot_
0000000180ea0ca4 (__TEXT,__text) external _srotg
00000001813daab4 (__TEXT,__text) external _srotg$NEWLAPACK
00000001814c5920 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180ea0ca4 (__TEXT,__text) external _srotg_
0000000180ea0cc0 (__TEXT,__text) external _srotm
00000001813daac4 (__TEXT,__text) external _srotm$NEWLAPACK
00000001814c5930 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180ea0cc0 (__TEXT,__text) external _srotm_
0000000180ea0ce8 (__TEXT,__text) external _srotmg
00000001813daae4 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001814c5950 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180ea0ce8 (__TEXT,__text) external _srotmg_
0000000180e9d240 (__TEXT,__text) external _ssbmv
0000000180efedc4 (__TEXT,__text) external _ssbmv$NEWLAPACK
00000001814bb7e0 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180e9d240 (__TEXT,__text) external _ssbmv_
0000000180ea0d0c (__TEXT,__text) external _sscal
00000001813daafc (__TEXT,__text) external _sscal$NEWLAPACK
00000001814c5968 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180ea0d0c (__TEXT,__text) external _sscal_
0000000180e9d2f0 (__TEXT,__text) external _sspmv
0000000180efef44 (__TEXT,__text) external _sspmv$NEWLAPACK
00000001814bb958 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180e9d2f0 (__TEXT,__text) external _sspmv_
0000000180e9dc14 (__TEXT,__text) external _sspr
0000000180eff0a4 (__TEXT,__text) external _sspr$NEWLAPACK
00000001814bbab8 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180e9dca0 (__TEXT,__text) external _sspr2
0000000180eff1c4 (__TEXT,__text) external _sspr2$NEWLAPACK
00000001814bbbd8 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180e9dca0 (__TEXT,__text) external _sspr2_
