00007ff843464e40 (__DATA,__data) non-external _.compoundliteral
00007ff8406a4e58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3104
00007ff8406a5098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3349
00007ff840698988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.444
00007ff840698a28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff8406a51e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406a5208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406a5228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3484
00007ff8406a5248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406a5268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406a5288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff840697ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840697f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.29
00007ff840698670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.296
00007ff8406989a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.445
00007ff8406a52a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406a52c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406a52e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff840699840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.631
00007ff8406a5308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406a5328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3483
00007ff840698310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406a5348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67.3404
00007ff840698340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69.142
00007ff8406a58d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3702
00007ff8406a5368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3410
00007ff840698100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406a5388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3412
00007ff8406a53a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff840697f70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff8406999a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2522
00007ff8406986b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.293
00007ff8406a4e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3106
00007ff8406a5008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3335
00007ff840697fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.48
00007ff840698b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.504
00007ff840698370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8406a53c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3467
00007ff8406a53e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406983a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff8406983d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff840698400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ff840698180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406984c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.206
00007ff8406a57f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3657
00007ff8406a58f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3714
00007ff840697eb0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840698630 (__DATA_CONST,__const) non-external ___block_literal_global.299
00007ff8406a4dd8 (__DATA_CONST,__const) non-external ___block_literal_global.3097
00007ff8406a5668 (__DATA_CONST,__const) non-external ___block_literal_global.3436
00007ff8406a5888 (__DATA_CONST,__const) non-external ___block_literal_global.3648
00007ff8406980e0 (__DATA_CONST,__const) non-external ___block_literal_global.52
00007ff840699860 (__DATA_CONST,__const) non-external ___block_literal_global.630
00007ff840697ef0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff840698690 (__DATA_CONST,__const) non-external ___block_literal_global.7.292
                 (undefined) external ___bzero (from libSystem)
00007ff803d32489 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803d3222f (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803d325f8 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803d3b5c3 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00007ff803d3b6bc (__TEXT,__text) non-external ___check_cycles1_block_invoke.4
00007ff803d3b6f6 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
00007ff803d420ef (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff803d35db8 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803d33e22 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803d41eef (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803d35cf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803d481a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803d3139f (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803d35261 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803d34c91 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803d3b2b8 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803d3b239 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803d28850 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803d2f420 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803d33ca8 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803d3f3ac (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803d3f3ba (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803d338a8 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803d33c78 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803d3ea36 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803d476aa (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff803d3452d (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803d35910 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803d47841 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff803d3b8f4 (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff803d4040c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803d4773e (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff803d3b1d3 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff803d3bdf4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff803d3db75 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff803d460c8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff803d41843 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803d32091 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803d32a6a (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803d3830d (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803d31883 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff803d44de2 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff803d24923 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803d45e54 (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff803d2ae74 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803d29e11 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803d444e9 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803d44b4d (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803d25fdc (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803d37496 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803d25e4e (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803d445d6 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff803d43028 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803d3e6dd (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff803d3b90b (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff803d40444 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803d47788 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff803d3b1ea (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff803d3be2c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff803d3dbbf (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff803d46136 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803d314cc (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803d3ea96 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803d3fba8 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803d3d884 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803d3d909 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.81
00007ff803d3d648 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803d3d682 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.68
00007ff803d3cdfe (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff803d3ce86 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803d479e5 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff803d3321d (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803d33186 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803d4106f (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803d34674 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803d407c6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803d44898 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803d46705 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803d4669b (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803d466d0 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803d463db (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803d47298 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff803d29be4 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803d2fbd1 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803d45de5 (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803d45d6f (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff803d44a15 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803d3fee4 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff803d3df85 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803d3d08f (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff803d3deaa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff803d40537 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff803d3402c (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803d345f1 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803d42341 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803d3e774 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803d3e7c7 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.22
00007ff803d33d76 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803d3aaa3 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803d3afdb (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803d412b6 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff803d35a3a (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803d3c0a7 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803d30051 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803d3f370 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803d2a9b9 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803d3f358 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803d29c37 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803d37cc4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803d2ec82 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803d37cb0 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803d2db44 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803d3fa4a (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803d26e18 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803d29034 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803d33ce5 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803d33bbb (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803d3ba97 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803d370d7 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803d411fc (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff803d41cbf (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff803d241a3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803d2f77e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803d44dc7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803d43b86 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803d44da8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803d43bfe (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803d44d8d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803d43c76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803d44d0d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803d43cee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803d44cb3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803d3814b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803d43d66 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803d44c59 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff803d4404f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff803d440ee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff803d441ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff803d44498 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff803d44b98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff803d37c79 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803d2aa44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803d2acab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803d42bcb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803d43447 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803d43460 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803d43479 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803d3fe61 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff803d4250a (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803d40e83 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803d40ed8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803d40dfb (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803d40e54 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803d44c1c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803d44be3 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff803d473e9 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff803d47828 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803d4761a (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff803d47afe (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff803d47a8b (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff803d40f92 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803d421c1 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff803d23e0f (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff843464b20 (__DATA,__data) non-external __address_family_aliases_
00007ff803d38121 (__TEXT,__text) non-external __buffer_close
00007ff803d3806c (__TEXT,__text) non-external __buffer_read
00007ff803d38010 (__TEXT,__text) non-external __buffer_seek
00007ff803d292a7 (__TEXT,__text) non-external __calculate_graft_position
00007ff803d40753 (__TEXT,__text) non-external __condition_list_diff
00007ff84346d8a0 (__DATA,__data) non-external __csop_aliases_
00007ff8434682c0 (__DATA,__data) non-external __csr_aliases_
00007ff803d44e72 (__TEXT,__text) non-external __define_filter
00007ff803d23797 (__TEXT,__text) non-external __define_list
00007ff803d239d6 (__TEXT,__text) non-external __define_symbol
00007ff84346db50 (__DATA,__data) non-external __errno_value_aliases_
00007ff84346c2e0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803d29868 (__TEXT,__text) non-external __flatten
00007ff803d372e9 (__TEXT,__text) non-external __free_error_pool
00007ff843464eb0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff8434683a0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff843465d30 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff84346d9c0 (__DATA,__data) non-external __kas_info_aliases_
00007ff84346da10 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff84346da70 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff84346a970 (__DATA,__data) non-external __machtrap_aliases_
00007ff803d2385a (__TEXT,__text) non-external __make_list_v
00007ff803d383f0 (__TEXT,__text) non-external __mbuf_close
00007ff803d41624 (__TEXT,__text) non-external __mbuf_read
00007ff803d416ec (__TEXT,__text) non-external __mbuf_seek
00007ff803d38372 (__TEXT,__text) non-external __mbuf_write
00007ff84346d5c0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff84346ad50 (__DATA,__data) non-external __mig_routine_aliases_
00007ff84346d3d0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803d345ab (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff803d23ef2 (__TEXT,__text) non-external __parse_file
00007ff843468c50 (__DATA,__data) non-external __persona_aliases_
00007ff803d3e059 (__TEXT,__text) non-external __prepare_instructions
00007ff843467e60 (__DATA,__data) non-external __privilege_aliases_
00007ff803d36ece (__TEXT,__text) non-external __push_match_byteset_instr
00007ff803d20c1c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff803d328ae (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803d26c2a (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803d35d1e (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803d3bb09 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803d28d21 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803d3b927 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803d2df84 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803d4023c (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803d2d810 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff803d1c868 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803d46b1e (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803d2db60 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803d3f3c8 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803d414ed (__TEXT,__text) non-external __set_modifier_string
00007ff843468570 (__DATA,__data) non-external __signal_aliases_
00007ff84346c7e0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff84346ce80 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff843464de0 (__DATA,__data) non-external __socket_type_aliases_
00007ff843468cd0 (__DATA,__data) non-external __syscall_aliases_
00007ff84346d800 (__DATA,__data) non-external __task_special_port_aliases_
00007ff843468970 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff843468a80 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803d2ac21 (__TEXT,__text) non-external _all_args_pass_test
00007ff803d1d458 (__TEXT,__text) non-external _alloc_cellseg
00007ff803d2c4d2 (__TEXT,__text) non-external _alloc_literal
00007ff803d3ed8b (__TEXT,__text) non-external _allocate_branch_list
00007ff803d256d7 (__TEXT,__text) non-external _arg_is_condition
00007ff803d44d28 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803d2ace4 (__TEXT,__text) non-external _arg_is_modifier
00007ff803d25747 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff803d27298 (__TEXT,__text) non-external _assert_is_mutable
00007ff803d3fa10 (__TEXT,__text) non-external _assert_is_mutable.363
00007ff803d3907e (__TEXT,__text) non-external _atom2str
00007ff803d482bf (__TEXT,__text) non-external _atom2str.cold.1
00007ff803d482e2 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803d48305 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803d48328 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803d4834b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803d4836e (__TEXT,__text) non-external _atom2str.cold.6
00007ff803d48391 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803d483b4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff803d1f8ff (__TEXT,__text) non-external _backchar
00007ff803d24866 (__TEXT,__text) non-external _backtrace_pop
00007ff803d48233 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803d1dfce (__TEXT,__text) non-external _backtrace_push
00007ff803d3bfc1 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff803d30f72 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803d30eff (__TEXT,__text) non-external _can_combine_disjunction
00007ff803d321ee (__TEXT,__text) non-external _candidate_list_lookup
00007ff803d32bfa (__TEXT,__text) non-external _candidate_list_remove
00007ff803d35452 (__TEXT,__text) non-external _candidate_set_release
00007ff803d2562f (__TEXT,__text) non-external _car
00007ff803d2567e (__TEXT,__text) non-external _cdr
00007ff803d3b33c (__TEXT,__text) non-external _check_cycles1
00007ff803d3b62c (__TEXT,__text) non-external _check_cycles_policy
00007ff803d35aed (__TEXT,__text) non-external _check_dependencies
00007ff803d41d5f (__TEXT,__text) non-external _check_instruction
00007ff803d41e5b (__TEXT,__text) non-external _check_policy
00007ff803d4671f (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff803d1a115 (__TEXT,__text) non-external _compile
00007ff803d263cc (__TEXT,__text) non-external _compute_cost_estimate
00007ff803d26163 (__TEXT,__text) non-external _compute_hash
00007ff803d3f215 (__TEXT,__text) non-external _compute_hash.278
00007ff803d29d24 (__TEXT,__text) non-external _condition_free_callback
00007ff803d4240b (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff803d34d0f (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803d3abb1 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803d2cb9e (__TEXT,__text) non-external _construct_automaton
00007ff803d35592 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803d315d0 (__TEXT,__text) non-external _cse
00007ff803d31904 (__TEXT,__text) non-external _cse_inferior_list
00007ff803d317a4 (__TEXT,__text) non-external _cse_multiple
00007ff803d333f1 (__TEXT,__text) non-external _dce
00007ff803d27682 (__TEXT,__text) non-external _decorate_condition
00007ff803d24218 (__TEXT,__text) non-external _decorate_operation
00007ff803d42f88 (__TEXT,__text) non-external _define_combination_filter
00007ff803d40187 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840696880 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803d2f70d (__TEXT,__text) non-external _dump_stack_restore
00007ff803d2f68b (__TEXT,__text) non-external _dump_stack_stash
00007ff803d3e9a0 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff803d332ab (__TEXT,__text) non-external _eliminate_dead_code
00007ff803d3fb0d (__TEXT,__text) non-external _eliminate_dead_code_policy
