
/Volumes/macOS Mojave/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000002b568 (__DATA,__data) external _NDR_record
000000000000a37d (__TEXT,__text) external _os_packet_get_flow_uuid
000000000000a335 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000000009d5d (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000009e20 (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000000009cff (__TEXT,__text) external _os_packet_get_link_header_offset
0000000000009dbe (__TEXT,__text) external _os_packet_get_link_multicast
0000000000009e8f (__TEXT,__text) external _os_packet_get_network_header_offset
000000000000a45e (__TEXT,__text) external _os_packet_get_next_buflet
000000000000a129 (__TEXT,__text) external _os_packet_get_service_class
000000000000a24c (__TEXT,__text) external _os_packet_get_traffic_class
0000000000009ef9 (__TEXT,__text) external _os_packet_get_transport_header_offset
000000000000a01d (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000000009f57 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000009fba (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000000000a3bd (__TEXT,__text) external _os_packet_set_flow_uuid
000000000000a2fb (__TEXT,__text) external _os_packet_set_inet_checksum
0000000000009d2d (__TEXT,__text) external _os_packet_set_link_broadcast
0000000000009df0 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000000009cc3 (__TEXT,__text) external _os_packet_set_link_header_offset
0000000000009d8e (__TEXT,__text) external _os_packet_set_link_multicast
0000000000009e53 (__TEXT,__text) external _os_packet_set_network_header_offset
000000000000a080 (__TEXT,__text) external _os_packet_set_service_class
000000000000a1cb (__TEXT,__text) external _os_packet_set_traffic_class
0000000000009ebd (__TEXT,__text) external _os_packet_set_transport_header_offset
000000000000a050 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000009fed (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000000009f27 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000000009f8a (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000018961 (__TEXT,__text) external _panic
000000000001895a (__TEXT,__text) external _panic_init
000000000001ff4c (__TEXT,__text) external _pathconf
000000000001ff64 (__TEXT,__text) external _peeloff
00000000000012c4 (__TEXT,__text) external _pid_for_task
000000000001ff7c (__TEXT,__text) external _pid_hibernate
000000000001ff94 (__TEXT,__text) external _pid_resume
000000000001c232 (__TEXT,__text) external _pid_shutdown_networking
000000000001ffac (__TEXT,__text) external _pid_shutdown_sockets
000000000001ffc4 (__TEXT,__text) external _pid_suspend
0000000000005de8 (__TEXT,__text) external _pipe
0000000000009c8f (__TEXT,__text) external _pkt_subtype_assert_fail
0000000000009ca9 (__TEXT,__text) external _pkt_type_assert_fail
0000000000009360 (__TEXT,__text) external _poll
000000000001f51c (__TEXT,__text) external _poll$NOCANCEL
0000000000009c1a (__TEXT,__text) non-external _port_for_id_internal
00000000000189d2 (__TEXT,__text) external _port_obj_init
000000000002b640 (__DATA,__common) external _port_obj_table
000000000002b570 (__DATA,__data) external _port_obj_table_size
0000000000003124 (__TEXT,__text) external _posix_madvise
000000000000605d (__TEXT,__text) external _posix_spawn
0000000000008cbc (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000009774 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000000005e43 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000000000096f9 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000000008fd6 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000000006315 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000000005e04 (__TEXT,__text) external _posix_spawn_file_actions_init
000000000000627d (__TEXT,__text) external _posix_spawnattr_destroy
000000000001a269 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000000001a234 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000000019ddb (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000019eb0 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000019d72 (__TEXT,__text) external _posix_spawnattr_getflags
0000000000019f90 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000000019e17 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000000019da7 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000019e31 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000019d8d (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000019dc1 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000000005f59 (__TEXT,__text) external _posix_spawnattr_init
0000000000019ff1 (__TEXT,__text) non-external _posix_spawnattr_macpolicyinfo_lookup
000000000001a250 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000019f14 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
000000000001a3bb (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000000001a326 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000000001a35b (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000000001a285 (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000000001a2f1 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000000001a215 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000019efc (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000008c89 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00000000000090ad (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000000001a18c (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000019e93 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000000008f89 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000000000097f0 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000000006015 (__TEXT,__text) external _posix_spawnattr_setflags
0000000000019ed3 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
000000000001a056 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000019e63 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000000019e4b (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000000019e7b (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000000005ffb (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000000005fe1 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000000008fad (__TEXT,__text) external _posix_spawnattr_setspecialport_np
000000000000421c (__TEXT,__text) external _pread
000000000001f534 (__TEXT,__text) external _pread$NOCANCEL
0000000000019894 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000019579 (__TEXT,__text) external _proc_clear_cpulimits
00000000000196c6 (__TEXT,__text) external _proc_clear_delayidlesleep
00000000000192b0 (__TEXT,__text) external _proc_clear_dirty
0000000000019607 (__TEXT,__text) external _proc_clear_vmpressure
0000000000007795 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000783e (__TEXT,__text) external _proc_denap_assertion_complete
0000000000019701 (__TEXT,__text) external _proc_disable_apptype
00000000000089e8 (__TEXT,__text) external _proc_disable_cpumon
0000000000006d69 (__TEXT,__text) external _proc_disable_wakemon
00000000000195bf (__TEXT,__text) external _proc_donate_importance_boost
0000000000019751 (__TEXT,__text) external _proc_enable_apptype
0000000000006be9 (__TEXT,__text) external _proc_get_cpumon_params
0000000000019262 (__TEXT,__text) external _proc_get_dirty
00000000000194a0 (__TEXT,__text) external _proc_get_wakemon_params
000000000000779d (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000000007843 (__TEXT,__text) external _proc_importance_assertion_complete
000000000001921b (__TEXT,__text) external _proc_kmsgbuf
0000000000019249 (__TEXT,__text) external _proc_libversion
00000000000194f9 (__TEXT,__text) external _proc_list_dynkqueueids
00000000000194dd (__TEXT,__text) external _proc_list_uptrs
0000000000018fd1 (__TEXT,__text) external _proc_listallpids
0000000000019041 (__TEXT,__text) external _proc_listchildpids
00000000000190ba (__TEXT,__text) external _proc_listcoalitions
0000000000019009 (__TEXT,__text) external _proc_listpgrppids
0000000000007027 (__TEXT,__text) external _proc_listpids
000000000001e3e4 (__TEXT,__text) external _proc_listpidspath
0000000000004730 (__TEXT,__text) external _proc_name
0000000000006e64 (__TEXT,__text) external _proc_pid_rusage
0000000000019172 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000019129 (__TEXT,__text) external _proc_pidfdinfo
000000000001914e (__TEXT,__text) external _proc_pidfileportinfo
0000000000001f91 (__TEXT,__text) external _proc_pidinfo
0000000000019079 (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000005744 (__TEXT,__text) external _proc_pidpath
00000000000191b3 (__TEXT,__text) external _proc_regionfilename
000000000001956a (__TEXT,__text) external _proc_reset_footprint_interval
0000000000019333 (__TEXT,__text) external _proc_resume_cpumon
000000000000393c (__TEXT,__text) external _proc_rlimit_control
0000000000006e19 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000000003951 (__TEXT,__text) external _proc_set_cpumon_params
000000000001936a (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000000019688 (__TEXT,__text) external _proc_set_delayidlesleep
000000000000383e (__TEXT,__text) external _proc_set_dirty
000000000001964d (__TEXT,__text) external _proc_set_owner_vmpressure
0000000000006dc1 (__TEXT,__text) external _proc_set_wakemon_defaults
000000000001947b (__TEXT,__text) external _proc_set_wakemon_params
0000000000019515 (__TEXT,__text) external _proc_setcpu_percentage
0000000000003215 (__TEXT,__text) external _proc_setpcontrol
00000000000190e8 (__TEXT,__text) external _proc_setthread_cpupercent
00000000000197a1 (__TEXT,__text) external _proc_suppress
00000000000192e8 (__TEXT,__text) external _proc_terminate
000000000001ffdc (__TEXT,__text) external _proc_trace_log
0000000000001dc5 (__TEXT,__text) external _proc_track_dirty
000000000001919a (__TEXT,__text) external _proc_udata_info
000000000001fff4 (__TEXT,__text) external _proc_uuid_policy
0000000000012e7d (__TEXT,__text) external _processor_assign
0000000000012d4d (__TEXT,__text) external _processor_control
0000000000012acb (__TEXT,__text) external _processor_exit
0000000000012f67 (__TEXT,__text) external _processor_get_assignment
0000000000012b93 (__TEXT,__text) external _processor_info
000000000000de3e (__TEXT,__text) external _processor_set_create
000000000000dd45 (__TEXT,__text) external _processor_set_default
000000000001208a (__TEXT,__text) external _processor_set_destroy
0000000000012876 (__TEXT,__text) external _processor_set_info
0000000000012152 (__TEXT,__text) external _processor_set_max_priority
00000000000125fb (__TEXT,__text) external _processor_set_policy_control
0000000000012307 (__TEXT,__text) external _processor_set_policy_disable
000000000001222e (__TEXT,__text) external _processor_set_policy_enable
0000000000012739 (__TEXT,__text) external _processor_set_stack_usage
0000000000011f10 (__TEXT,__text) external _processor_set_statistics
00000000000123e3 (__TEXT,__text) external _processor_set_tasks
00000000000124ef (__TEXT,__text) external _processor_set_threads
0000000000012a03 (__TEXT,__text) external _processor_start
000000000001c3c7 (__TEXT,__text) external _pselect
000000000001c575 (__TEXT,__text) external _pselect$1050
00000000000074b1 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000018c6d (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
000000000001c690 (__TEXT,__text) external _pselect$NOCANCEL
0000000000002130 (__TEXT,__text) external _pthread_getugid_np
000000000000556c (__TEXT,__text) external _pthread_setugid_np
0000000000006360 (__TEXT,__text) external _ptrace
0000000000006b70 (__TEXT,__text) external _pwrite
000000000001f5f4 (__TEXT,__text) external _pwrite$NOCANCEL
000000000001892e (__TEXT,__text) external _quota
0000000000005554 (__TEXT,__text) external _quotactl
0000000000002ee4 (__TEXT,__text) external _read
00000000000021b0 (__TEXT,__text) external _read$NOCANCEL
00000000000030f4 (__TEXT,__text) external _readlink
000000000002000c (__TEXT,__text) external _readlinkat
0000000000020024 (__TEXT,__text) external _readv
000000000001f60c (__TEXT,__text) external _readv$NOCANCEL
0000000000005f49 (__TEXT,__text) non-external (was a private external) _realloc
0000000000009824 (__TEXT,__text) non-external (was a private external) _reallocf
000000000001615b (__TEXT,__text) external _reboot
0000000000016162 (__TEXT,__text) external _reboot_np
0000000000004464 (__TEXT,__text) external _recvfrom
0000000000006704 (__TEXT,__text) external _recvfrom$NOCANCEL
000000000000677c (__TEXT,__text) external _recvmsg
000000000001f63c (__TEXT,__text) external _recvmsg$NOCANCEL
000000000002003c (__TEXT,__text) external _recvmsg_x
0000000000004f9c (__TEXT,__text) external _removexattr
0000000000004fb1 (__TEXT,__text) external _rename
0000000000019d6d (__TEXT,__text) external _rename_ext
00000000000180e9 (__TEXT,__text) external _renameat
0000000000019d1a (__TEXT,__text) external _renameatx_np
0000000000019d39 (__TEXT,__text) external _renamex_np
0000000000020054 (__TEXT,__text) external _revoke
0000000000005d51 (__TEXT,__text) external _rmdir
000000000002006c (__TEXT,__text) external _searchfs
0000000000004409 (__TEXT,__text) external _select
0000000000007745 (__TEXT,__text) external _select$1050
000000000000860c (__TEXT,__text) external _select$DARWIN_EXTSN
00000000000066ec (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000000000066c9 (__TEXT,__text) external _select$NOCANCEL
0000000000006508 (__TEXT,__text) external _sem_close
000000000001c1f0 (__TEXT,__text) external _sem_destroy
000000000001c206 (__TEXT,__text) external _sem_getvalue
000000000001c21c (__TEXT,__text) external _sem_init
00000000000064f0 (__TEXT,__text) external _sem_open
0000000000020084 (__TEXT,__text) external _sem_post
000000000002009c (__TEXT,__text) external _sem_trywait
00000000000200b4 (__TEXT,__text) external _sem_unlink
00000000000200cc (__TEXT,__text) external _sem_wait
000000000001f684 (__TEXT,__text) external _sem_wait$NOCANCEL
000000000000196f (__TEXT,__text) external _semaphore_create
0000000000004e4b (__TEXT,__text) external _semaphore_destroy
0000000000004e05 (__TEXT,__text) external _semaphore_signal
0000000000018a0e (__TEXT,__text) external _semaphore_signal_all
0000000000001234 (__TEXT,__text) external _semaphore_signal_all_trap
0000000000018a13 (__TEXT,__text) external _semaphore_signal_thread
0000000000001240 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000001228 (__TEXT,__text) external _semaphore_signal_trap
0000000000004df9 (__TEXT,__text) external _semaphore_timedwait
0000000000018a1d (__TEXT,__text) external _semaphore_timedwait_signal
0000000000001270 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000001264 (__TEXT,__text) external _semaphore_timedwait_trap
0000000000005b2d (__TEXT,__text) external _semaphore_wait
0000000000018a18 (__TEXT,__text) external _semaphore_wait_signal
0000000000001258 (__TEXT,__text) external _semaphore_wait_signal_trap
000000000000124c (__TEXT,__text) external _semaphore_wait_trap
000000000001f69c (__TEXT,__text) external _semctl
00000000000200e4 (__TEXT,__text) external _semget
00000000000200fc (__TEXT,__text) external _semop
000000000001f6b4 (__TEXT,__text) external _semsys
0000000000020114 (__TEXT,__text) external _sendfile
0000000000006764 (__TEXT,__text) external _sendmsg
000000000000671c (__TEXT,__text) external _sendmsg$NOCANCEL
000000000002012c (__TEXT,__text) external _sendmsg_x
000000000000444c (__TEXT,__text) external _sendto
00000000000066b4 (__TEXT,__text) external _sendto$NOCANCEL
0000000000007730 (__TEXT,__text) external _setattrlist
0000000000020144 (__TEXT,__text) external _setattrlistat
000000000001ede9 (__TEXT,__text) external _setaudit
000000000002015c (__TEXT,__text) external _setaudit_addr
0000000000020174 (__TEXT,__text) external _setauid
0000000000005b64 (__TEXT,__text) external _setegid
0000000000005b4c (__TEXT,__text) external _seteuid
0000000000005130 (__TEXT,__text) external _setgid
000000000002018c (__TEXT,__text) external _setgroups
0000000000003901 (__TEXT,__text) external _setiopolicy_np
0000000000007cdc (__TEXT,__text) external _setitimer
0000000000008e20 (__TEXT,__text) external _setpgid
0000000000003260 (__TEXT,__text) external _setpriority
00000000000201a4 (__TEXT,__text) external _setprivexec
0000000000018944 (__TEXT,__text) external _setquota
000000000001f6cc (__TEXT,__text) external _setregid
000000000001f6e4 (__TEXT,__text) external _setreuid
00000000000043d1 (__TEXT,__text) external _setrlimit
000000000001f6fc (__TEXT,__text) external _setsgroups_np
00000000000055cc (__TEXT,__text) external _setsid
0000000000006684 (__TEXT,__text) external _setsockopt
0000000000005148 (__TEXT,__text) external _setuid
000000000001f744 (__TEXT,__text) external _setwgroups_np
0000000000004ff0 (__TEXT,__text) external _setxattr
000000000001a61d (__TEXT,__text) external _sfi_get_class_offtime
000000000001a647 (__TEXT,__text) external _sfi_process_get_flags
000000000001a633 (__TEXT,__text) external _sfi_process_set_flags
00000000000067c1 (__TEXT,__text) external _sfi_set_class_offtime
0000000000002954 (__TEXT,__text) external _shm_open
00000000000201bc (__TEXT,__text) external _shm_unlink
00000000000201d4 (__TEXT,__text) external _shmat
000000000001f7a4 (__TEXT,__text) external _shmctl
00000000000201ec (__TEXT,__text) external _shmdt
0000000000020204 (__TEXT,__text) external _shmget
000000000001f7bc (__TEXT,__text) external _shmsys
0000000000006734 (__TEXT,__text) external _shutdown
000000000002021c (__TEXT,__text) external _sigpending
0000000000007288 (__TEXT,__text) external _sigprocmask
000000000001d254 (__TEXT,__text) external _sigsuspend
0000000000005105 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000000000043a4 (__TEXT,__text) external _socket
0000000000020234 (__TEXT,__text) external _socket_delegate
00000000000043bc (__TEXT,__text) external _socketpair
000000000001a422 (__TEXT,__text) external _stackshot_capture_with_config
000000000001a3d4 (__TEXT,__text) external _stackshot_config_create
000000000001a51e (__TEXT,__text) external _stackshot_config_dealloc
000000000001a4d3 (__TEXT,__text) external _stackshot_config_dealloc_buffer
000000000001a480 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
000000000001a48d (__TEXT,__text) external _stackshot_config_get_stackshot_size
000000000001a4ba (__TEXT,__text) external _stackshot_config_set_delta_timestamp
000000000001a411 (__TEXT,__text) external _stackshot_config_set_flags
000000000001a401 (__TEXT,__text) external _stackshot_config_set_pid
000000000001a4a2 (__TEXT,__text) external _stackshot_config_set_size_hint
0000000000008e50 (__TEXT,__text) external _stat
0000000000002ecc (__TEXT,__text) external _stat$INODE64
0000000000002ecc (__TEXT,__text) external _stat64
000000000002024c (__TEXT,__text) external _statfs
0000000000003ab4 (__TEXT,__text) external _statfs$INODE64
0000000000003ab4 (__TEXT,__text) external _statfs64
00000000000013df (__TEXT,__text) non-external (was a private external) _strcmp
0000000000009088 (__TEXT,__text) non-external (was a private external) _strlcpy
00000000000047c9 (__TEXT,__text) non-external (was a private external) _strlen
0000000000020264 (__TEXT,__text) external _swapon
0000000000001324 (__TEXT,__text) external _swtch
0000000000001318 (__TEXT,__text) external _swtch_pri
00000000000076b8 (__TEXT,__text) external _symlink
000000000002027c (__TEXT,__text) external _symlinkat
0000000000020294 (__TEXT,__text) external _sync
0000000000005584 (__TEXT,__text) external _syscall
0000000000001330 (__TEXT,__text) external _syscall_thread_switch
000000000001a609 (__TEXT,__text) external _system_get_sfi_window
00000000000202ac (__TEXT,__text) external _system_override
00000000000067ed (__TEXT,__text) external _system_set_sfi_window
00000000000148ec (__TEXT,__text) external _task_assign
00000000000149d6 (__TEXT,__text) external _task_assign_default
00000000000135be (__TEXT,__text) external _task_create
00000000000012b8 (__TEXT,__text) external _task_for_pid
00000000000156f3 (__TEXT,__text) external _task_generate_corpse
0000000000014aaf (__TEXT,__text) external _task_get_assignment
0000000000015ae2 (__TEXT,__text) external _task_get_dyld_image_infos
00000000000144a4 (__TEXT,__text) external _task_get_emulation_vector
0000000000008a33 (__TEXT,__text) external _task_get_exception_ports
00000000000153fd (__TEXT,__text) external _task_get_mach_voucher
0000000000001e2d (__TEXT,__text) external _task_get_special_port
0000000000014d35 (__TEXT,__text) external _task_get_state
000000000000242f (__TEXT,__text) external _task_info
0000000000015fe1 (__TEXT,__text) external _task_inspect
00000000000157ec (__TEXT,__text) external _task_map_corpse_info
0000000000015eda (__TEXT,__text) external _task_map_corpse_info_64
00000000000012ac (__TEXT,__text) external _task_name_for_pid
0000000000014283 (__TEXT,__text) external _task_policy
0000000000014002 (__TEXT,__text) external _task_policy_get
00000000000057c5 (__TEXT,__text) external _task_policy_set
00000000000152e4 (__TEXT,__text) external _task_purgable_info
0000000000015dd9 (__TEXT,__text) external _task_register_dyld_get_process_state
00000000000158f2 (__TEXT,__text) external _task_register_dyld_image_infos
0000000000015cff (__TEXT,__text) external _task_register_dyld_set_dyld_state
0000000000015bfb (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000000013870 (__TEXT,__text) external _task_resume
000000000001521c (__TEXT,__text) external _task_resume2
00000000000141aa (__TEXT,__text) external _task_sample
0000000000018a3b (__TEXT,__text) external _task_self_
00000000000011f8 (__TEXT,__text) external _task_self_trap
00000000000143c7 (__TEXT,__text) external _task_set_emulation
00000000000145c1 (__TEXT,__text) external _task_set_emulation_vector
0000000000007aef (__TEXT,__text) external _task_set_exception_ports
0000000000007f79 (__TEXT,__text) external _task_set_info
0000000000015507 (__TEXT,__text) external _task_set_mach_voucher
000000000001502b (__TEXT,__text) external _task_set_phys_footprint_limit
0000000000014ba8 (__TEXT,__text) external _task_set_policy
000000000001eb29 (__TEXT,__text) external _task_set_port_space
00000000000146b9 (__TEXT,__text) external _task_set_ras_pc
0000000000001ffc (__TEXT,__text) external _task_set_special_port
0000000000014ee0 (__TEXT,__text) external _task_set_state
00000000000137a8 (__TEXT,__text) external _task_suspend
0000000000015123 (__TEXT,__text) external _task_suspend2
0000000000013bb6 (__TEXT,__text) external _task_swap_exception_ports
00000000000155e0 (__TEXT,__text) external _task_swap_mach_voucher
00000000000136e0 (__TEXT,__text) external _task_terminate
0000000000004479 (__TEXT,__text) external _task_threads
00000000000159ea (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000000014797 (__TEXT,__text) external _task_zone_info
000000000001a56a (__TEXT,__text) external _terminate_with_payload
0000000000007f41 (__TEXT,__text) external _terminate_with_reason
0000000000016800 (__TEXT,__text) external _thread_abort
00000000000168c8 (__TEXT,__text) external _thread_abort_safely
0000000000017064 (__TEXT,__text) external _thread_assign
000000000001713d (__TEXT,__text) external _thread_assign_default
0000000000013938 (__TEXT,__text) external _thread_create
0000000000013a31 (__TEXT,__text) external _thread_create_running
0000000000016990 (__TEXT,__text) external _thread_depress_abort
0000000000003bf1 (__TEXT,__text) external _thread_destruct_special_reply_port
0000000000017205 (__TEXT,__text) external _thread_get_assignment
000000000000683f (__TEXT,__text) external _thread_get_exception_ports
000000000001746f (__TEXT,__text) external _thread_get_mach_voucher
0000000000019a85 (__TEXT,__text) external _thread_get_register_pointer_values
0000000000016a58 (__TEXT,__text) external _thread_get_special_port
00000000000012e8 (__TEXT,__text) external _thread_get_special_reply_port
0000000000004585 (__TEXT,__text) external _thread_get_state
0000000000005b91 (__TEXT,__text) external _thread_info
000000000000651d (__TEXT,__text) external _thread_policy
0000000000005227 (__TEXT,__text) external _thread_policy_get
00000000000053cf (__TEXT,__text) external _thread_policy_set
0000000000016738 (__TEXT,__text) external _thread_resume
0000000000016eb2 (__TEXT,__text) external _thread_sample
00000000000011ec (__TEXT,__text) external _thread_self_trap
00000000000202c4 (__TEXT,__text) external _thread_selfcounts
0000000000006a7f (__TEXT,__text) external _thread_set_exception_ports
0000000000017579 (__TEXT,__text) external _thread_set_mach_voucher
0000000000019a59 (__TEXT,__text) external _thread_set_policy
0000000000016b62 (__TEXT,__text) external _thread_set_special_port
0000000000016525 (__TEXT,__text) external _thread_set_state
0000000000016670 (__TEXT,__text) external _thread_suspend
0000000000016c4c (__TEXT,__text) external _thread_swap_exception_ports
0000000000017652 (__TEXT,__text) external _thread_swap_mach_voucher
0000000000007281 (__TEXT,__text) external _thread_switch
0000000000016167 (__TEXT,__text) external _thread_terminate
000000000000bb2a (__TEXT,__text) external _thread_wire
0000000000020540 (__TEXT,__const) non-external _times_now
00000000000202dc (__TEXT,__text) external _truncate
0000000000004bb4 (__TEXT,__text) external _umask
00000000000202f4 (__TEXT,__text) external _undelete
0000000000005175 (__TEXT,__text) external _unlink
0000000000006b85 (__TEXT,__text) external _unlinkat
00000000000096e4 (__TEXT,__text) external _unmount
000000000002030c (__TEXT,__text) external _usrctl
000000000001997e (__TEXT,__text) external _utimensat
00000000000095dc (__TEXT,__text) external _utimes
000000000001f864 (__TEXT,__text) external _vfork
0000000000020324 (__TEXT,__text) external _vfs_purge
0000000000003ac9 (__TEXT,__text) external _vm_allocate
000000000000bc14 (__TEXT,__text) external _vm_allocate_cpm
0000000000017cfb (__TEXT,__text) external _vm_behavior_set
0000000000003af8 (__TEXT,__text) external _vm_copy
0000000000003139 (__TEXT,__text) external _vm_deallocate
00000000000177f6 (__TEXT,__text) external _vm_inherit
000000000002b618 (__DATA,__common) external _vm_kernel_page_mask
000000000002b620 (__DATA,__common) external _vm_kernel_page_shift
000000000002b610 (__DATA,__common) external _vm_kernel_page_size
0000000000017ddc (__TEXT,__text) external _vm_machine_attribute
0000000000009375 (__TEXT,__text) external _vm_map
0000000000017ee2 (__TEXT,__text) external _vm_map_page_query
0000000000017c1a (__TEXT,__text) external _vm_msync
000000000002b630 (__DATA,__common) external _vm_page_mask
000000000002b638 (__DATA,__common) external _vm_page_shift
000000000002b628 (__DATA,__common) external _vm_page_size
000000000002033c (__TEXT,__text) external _vm_pressure_monitor
00000000000041cf (__TEXT,__text) external _vm_protect
0000000000004db1 (__TEXT,__text) external _vm_purgable_control
0000000000006382 (__TEXT,__text) external _vm_read
00000000000178d7 (__TEXT,__text) external _vm_read_list
0000000000017b18 (__TEXT,__text) external _vm_read_overwrite
00000000000032a5 (__TEXT,__text) external _vm_region_64
0000000000003474 (__TEXT,__text) external _vm_region_recurse_64
0000000000004011 (__TEXT,__text) external _vm_remap
000000000000ba37 (__TEXT,__text) external _vm_wire
0000000000017a26 (__TEXT,__text) external _vm_write
00000000000037e4 (__TEXT,__text) external _voucher_mach_msg_adopt
000000000000241c (__TEXT,__text) external _voucher_mach_msg_clear
00000000000037d1 (__TEXT,__text) external _voucher_mach_msg_revert
00000000000022a8 (__TEXT,__text) external _voucher_mach_msg_set
000000000002b5f8 (__DATA,__common) external _vprintf_stderr_func
0000000000009650 (__TEXT,__text) external _wait4
0000000000020354 (__TEXT,__text) external _waitevent
000000000002036c (__TEXT,__text) external _waitid
000000000001f8bc (__TEXT,__text) external _waitid$NOCANCEL
0000000000020384 (__TEXT,__text) external _watchevent
000000000001daee (__TEXT,__text) external _work_interval_copy_port
000000000001d735 (__TEXT,__text) external _work_interval_create
000000000001d9f0 (__TEXT,__text) external _work_interval_destroy
000000000001d875 (__TEXT,__text) external _work_interval_instance_alloc
000000000001d8b6 (__TEXT,__text) external _work_interval_instance_clear
000000000001d997 (__TEXT,__text) external _work_interval_instance_finish
000000000001d8cd (__TEXT,__text) external _work_interval_instance_free
000000000001d913 (__TEXT,__text) external _work_interval_instance_get_complexity
000000000001d8f5 (__TEXT,__text) external _work_interval_instance_get_deadline
000000000001d904 (__TEXT,__text) external _work_interval_instance_get_finish
000000000001d922 (__TEXT,__text) external _work_interval_instance_get_id
000000000001d8e6 (__TEXT,__text) external _work_interval_instance_get_start
000000000001d8e1 (__TEXT,__text) external _work_interval_instance_set_complexity
000000000001d8d7 (__TEXT,__text) external _work_interval_instance_set_deadline
000000000001d8dc (__TEXT,__text) external _work_interval_instance_set_finish
000000000001d8d2 (__TEXT,__text) external _work_interval_instance_set_start
000000000001d927 (__TEXT,__text) external _work_interval_instance_start
000000000001d95a (__TEXT,__text) external _work_interval_instance_update
000000000001da7e (__TEXT,__text) external _work_interval_join
000000000001dab4 (__TEXT,__text) external _work_interval_join_port
000000000001dade (__TEXT,__text) external _work_interval_leave
000000000001d7dd (__TEXT,__text) external _work_interval_notify
