00007ff80396f740 (__TEXT,__text) external _APL_dgemm
00007ff803898ca3 (__TEXT,__text) external _cdotc_
00007ff803898cc5 (__TEXT,__text) external _cdotu
00007ff8039b753e (__TEXT,__text) external _cdotu$NEWLAPACK
00007ff803a16880 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
00007ff803898cc5 (__TEXT,__text) external _cdotu_
00007ff8038973a1 (__TEXT,__text) external _cgbmv
00007ff8038db23c (__TEXT,__text) external _cgbmv$NEWLAPACK
00007ff803a06b8d (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
00007ff8038973a1 (__TEXT,__text) external _cgbmv_
00007ff803894760 (__TEXT,__text) external _cgemm
00007ff8039731f7 (__TEXT,__text) external _cgemm$NEWLAPACK
00007ff803a0fd12 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
00007ff803894760 (__TEXT,__text) external _cgemm_
00007ff8038972db (__TEXT,__text) external _cgemv
00007ff8038dae98 (__TEXT,__text) external _cgemv$NEWLAPACK
00007ff803a067eb (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
00007ff8038972db (__TEXT,__text) external _cgemv_
00007ff803897d3a (__TEXT,__text) external _cgerc
00007ff8038db4ce (__TEXT,__text) external _cgerc$NEWLAPACK
00007ff803a06e13 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
00007ff803897d3a (__TEXT,__text) external _cgerc_
00007ff803897d81 (__TEXT,__text) external _cgeru
00007ff8038db558 (__TEXT,__text) external _cgeru$NEWLAPACK
00007ff803a06e99 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
00007ff803897d81 (__TEXT,__text) external _cgeru_
00007ff80389750f (__TEXT,__text) external _chbmv
00007ff8038db5e2 (__TEXT,__text) external _chbmv$NEWLAPACK
00007ff803a06f1f (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
00007ff80389750f (__TEXT,__text) external _chbmv_
00007ff80389488a (__TEXT,__text) external _chemm
00007ff80397349d (__TEXT,__text) external _chemm$NEWLAPACK
00007ff803a0ffb6 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
00007ff80389488a (__TEXT,__text) external _chemm_
00007ff803897480 (__TEXT,__text) external _chemv
00007ff8038db74e (__TEXT,__text) external _chemv$NEWLAPACK
00007ff803a0707b (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
00007ff803897480 (__TEXT,__text) external _chemv_
00007ff803897dc8 (__TEXT,__text) external _cher
00007ff8038db894 (__TEXT,__text) external _cher$NEWLAPACK
00007ff803a071bb (__TEXT,__text) external _cher$NEWLAPACK$ILP64
00007ff803897e3c (__TEXT,__text) external _cher2
00007ff8038db980 (__TEXT,__text) external _cher2$NEWLAPACK
00007ff803a072a9 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
00007ff803897e3c (__TEXT,__text) external _cher2_
00007ff803894f39 (__TEXT,__text) external _cher2k
00007ff8039738af (__TEXT,__text) external _cher2k$NEWLAPACK
00007ff803a103ba (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
00007ff803894f39 (__TEXT,__text) external _cher2k_
00007ff803897dc8 (__TEXT,__text) external _cher_
00007ff803894d48 (__TEXT,__text) external _cherk
00007ff803973695 (__TEXT,__text) external _cherk$NEWLAPACK
00007ff803a101b0 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
00007ff803894d48 (__TEXT,__text) external _cherk_
00007ff8038975aa (__TEXT,__text) external _chpmv
00007ff8038dbaae (__TEXT,__text) external _chpmv$NEWLAPACK
00007ff803a073d1 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
00007ff8038975aa (__TEXT,__text) external _chpmv_
00007ff803897ec4 (__TEXT,__text) external _chpr
00007ff8038dbbd8 (__TEXT,__text) external _chpr$NEWLAPACK
00007ff803a074dd (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
00007ff803897f27 (__TEXT,__text) external _chpr2
00007ff8038dbc96 (__TEXT,__text) external _chpr2$NEWLAPACK
00007ff803a0759b (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
00007ff803897f27 (__TEXT,__text) external _chpr2_
00007ff803897ec4 (__TEXT,__text) external _chpr_
00007ff803898ce7 (__TEXT,__text) external _crotg
00007ff8039b76ce (__TEXT,__text) external _crotg$NEWLAPACK
00007ff803a16a2e (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
00007ff803898ce7 (__TEXT,__text) external _crotg_
00007ff803898cf4 (__TEXT,__text) external _cscal
00007ff8039b7754 (__TEXT,__text) external _cscal$NEWLAPACK
00007ff803a16abe (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
00007ff803898cf4 (__TEXT,__text) external _cscal_
00007ff803898d05 (__TEXT,__text) external _csrot
00007ff8039b767e (__TEXT,__text) external _csrot$NEWLAPACK
00007ff803a169da (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
00007ff803898d05 (__TEXT,__text) external _csrot_
00007ff803898d26 (__TEXT,__text) external _csscal
00007ff8039b7770 (__TEXT,__text) external _csscal$NEWLAPACK
00007ff803a16ade (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
00007ff803898d26 (__TEXT,__text) external _csscal_
00007ff803898d40 (__TEXT,__text) external _cswap
00007ff8039b77c0 (__TEXT,__text) external _cswap$NEWLAPACK
00007ff803a16b38 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
00007ff803898d40 (__TEXT,__text) external _cswap_
00007ff80389496b (__TEXT,__text) external _csymm
00007ff803973cff (__TEXT,__text) external _csymm$NEWLAPACK
00007ff803a107f8 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
00007ff80389496b (__TEXT,__text) external _csymm_
00007ff803895049 (__TEXT,__text) external _csyr2k
00007ff803974519 (__TEXT,__text) external _csyr2k$NEWLAPACK
00007ff803a10ffe (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
00007ff803895049 (__TEXT,__text) external _csyr2k_
00007ff803894e43 (__TEXT,__text) external _csyrk
00007ff8039740df (__TEXT,__text) external _csyrk$NEWLAPACK
00007ff803a10bd2 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
00007ff803894e43 (__TEXT,__text) external _csyrk_
00007ff80389775b (__TEXT,__text) external _ctbmv
00007ff8038dc740 (__TEXT,__text) external _ctbmv$NEWLAPACK
00007ff803a08025 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
00007ff80389775b (__TEXT,__text) external _ctbmv_
00007ff803897ae1 (__TEXT,__text) external _ctbsv
00007ff8038dcc0e (__TEXT,__text) external _ctbsv$NEWLAPACK
00007ff803a084e3 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
00007ff803897ae1 (__TEXT,__text) external _ctbsv_
00007ff803897892 (__TEXT,__text) external _ctpmv
00007ff8038dd09e (__TEXT,__text) external _ctpmv$NEWLAPACK
00007ff803a08969 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
00007ff803897892 (__TEXT,__text) external _ctpmv_
00007ff803897c18 (__TEXT,__text) external _ctpsv
00007ff8038dd4f2 (__TEXT,__text) external _ctpsv$NEWLAPACK
00007ff803a08db9 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
00007ff803897c18 (__TEXT,__text) external _ctpsv_
00007ff803894a4c (__TEXT,__text) external _ctrmm
00007ff803974a7d (__TEXT,__text) external _ctrmm$NEWLAPACK
00007ff803a11558 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
00007ff803894a4c (__TEXT,__text) external _ctrmm_
00007ff80389762e (__TEXT,__text) external _ctrmv
00007ff8038dd97c (__TEXT,__text) external _ctrmv$NEWLAPACK
00007ff803a09221 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
00007ff80389762e (__TEXT,__text) external _ctrmv_
00007ff803894bca (__TEXT,__text) external _ctrsm
00007ff8039750cd (__TEXT,__text) external _ctrsm$NEWLAPACK
00007ff803a11b7c (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
00007ff803894bca (__TEXT,__text) external _ctrsm_
00007ff8038979b4 (__TEXT,__text) external _ctrsv
00007ff8038dde3c (__TEXT,__text) external _ctrsv$NEWLAPACK
00007ff803a096a1 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
00007ff8038979b4 (__TEXT,__text) external _ctrsv_
00007ff803898dea (__TEXT,__text) external _dasum
00007ff8039b734a (__TEXT,__text) external _dasum$NEWLAPACK
00007ff803a1665e (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
00007ff803898dea (__TEXT,__text) external _dasum_
00007ff8039b7450 (__TEXT,__text) external _daxpby$NEWLAPACK
00007ff803a16778 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
00007ff803898df8 (__TEXT,__text) external _daxpy
00007ff8039b73e8 (__TEXT,__text) external _daxpy$NEWLAPACK
00007ff803a16706 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
00007ff803898df8 (__TEXT,__text) external _daxpy_
00007ff8038939de (__TEXT,__text) external _dcabs1
00007ff8038939de (__TEXT,__text) external _dcabs1_
00007ff803898e1b (__TEXT,__text) external _dcopy
00007ff8039b74c7 (__TEXT,__text) external _dcopy$NEWLAPACK
00007ff803a167fc (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
00007ff803898e1b (__TEXT,__text) external _dcopy_
00007ff803898e2f (__TEXT,__text) external _ddot
00007ff8039b750b (__TEXT,__text) external _ddot$NEWLAPACK
00007ff803a16848 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
00007ff803898e2f (__TEXT,__text) external _ddot_
00007ff8038967d1 (__TEXT,__text) external _dgbmv
00007ff8038db147 (__TEXT,__text) external _dgbmv$NEWLAPACK
00007ff803a06a95 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
00007ff8038967d1 (__TEXT,__text) external _dgbmv_
00007ff8038ea353 (__TEXT,__text) external _dgeCopy
00007ff803906909 (__TEXT,__text) external _dgePack_A_NoTran
00007ff80390679f (__TEXT,__text) external _dgePack_A_Tran
00007ff803906bf7 (__TEXT,__text) external _dgePack_B_NoTran
00007ff803906a72 (__TEXT,__text) external _dgePack_B_Tran
00007ff8038ea313 (__TEXT,__text) external _dgeSetZero
00007ff8038940aa (__TEXT,__text) external _dgemm
00007ff8039730b9 (__TEXT,__text) external _dgemm$NEWLAPACK
00007ff803a0fbdc (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
00007ff8038940aa (__TEXT,__text) external _dgemm_
00007ff803896718 (__TEXT,__text) external _dgemv
00007ff8038dadc1 (__TEXT,__text) external _dgemv$NEWLAPACK
00007ff803a0672b (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
00007ff803896718 (__TEXT,__text) external _dgemv_
00007ff8038970c7 (__TEXT,__text) external _dger
00007ff8038db48f (__TEXT,__text) external _dger$NEWLAPACK
00007ff803a06dd5 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
00007ff8038970c7 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff803898e40 (__TEXT,__text) external _dnrm2
00007ff8039b75f5 (__TEXT,__text) external _dnrm2$NEWLAPACK
00007ff803a16946 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
00007ff803898e40 (__TEXT,__text) external _dnrm2_
00007ff803a4f9a4 (__TEXT,__text) external _double_general_add
00007ff803a59857 (__TEXT,__text) external _double_general_add_scalar
00007ff803a52a76 (__TEXT,__text) external _double_general_elementwise_product
00007ff803a579b9 (__TEXT,__text) external _double_general_permute_cols
00007ff803a57841 (__TEXT,__text) external _double_general_permute_rows
00007ff803a5dbab (__TEXT,__text) external _double_general_product_scalar
00007ff803a52da7 (__TEXT,__text) external _double_general_splat
00007ff803a5245c (__TEXT,__text) external _double_general_sub_scalar
00007ff803a5777f (__TEXT,__text) external _double_general_transpose
00007ff803a5a17a (__TEXT,__text) external _double_inner_product_scalar
00007ff803a549f8 (__TEXT,__text) external _double_outer_product_scalar
00007ff803898e71 (__TEXT,__text) external _drot
00007ff8039b7660 (__TEXT,__text) external _drot$NEWLAPACK
00007ff803a169ba (__TEXT,__text) external _drot$NEWLAPACK$ILP64
00007ff803898e71 (__TEXT,__text) external _drot_
00007ff803898e92 (__TEXT,__text) external _drotg
00007ff8039b76c4 (__TEXT,__text) external _drotg$NEWLAPACK
00007ff803a16a24 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
00007ff803898e92 (__TEXT,__text) external _drotg_
00007ff803898e9f (__TEXT,__text) external _drotm
00007ff8039b76f3 (__TEXT,__text) external _drotm$NEWLAPACK
00007ff803a16a55 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
00007ff803898e9f (__TEXT,__text) external _drotm_
00007ff803898eb3 (__TEXT,__text) external _drotmg
00007ff8039b7715 (__TEXT,__text) external _drotmg$NEWLAPACK
00007ff803a16a79 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
00007ff803898eb3 (__TEXT,__text) external _drotmg_
00007ff803896930 (__TEXT,__text) external _dsbmv
00007ff8038dbe56 (__TEXT,__text) external _dsbmv$NEWLAPACK
00007ff803a07755 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
00007ff803896930 (__TEXT,__text) external _dsbmv_
00007ff803898ec7 (__TEXT,__text) external _dscal
00007ff8039b773d (__TEXT,__text) external _dscal$NEWLAPACK
00007ff803a16aa4 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
00007ff803898ec7 (__TEXT,__text) external _dscal_
00007ff803898f10 (__TEXT,__text) external _dsdot
00007ff8039b72bf (__TEXT,__text) external _dsdot$NEWLAPACK
00007ff803a165b7 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
00007ff803898f10 (__TEXT,__text) external _dsdot_
00007ff8038969c1 (__TEXT,__text) external _dspmv
00007ff8038dbf8b (__TEXT,__text) external _dspmv$NEWLAPACK
00007ff803a07885 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
00007ff8038969c1 (__TEXT,__text) external _dspmv_
00007ff803897205 (__TEXT,__text) external _dspr
00007ff8038dc06d (__TEXT,__text) external _dspr$NEWLAPACK
00007ff803a07966 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
00007ff803897268 (__TEXT,__text) external _dspr2
00007ff8038dc145 (__TEXT,__text) external _dspr2$NEWLAPACK
00007ff803a07a3d (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
00007ff803897268 (__TEXT,__text) external _dspr2_
00007ff803897205 (__TEXT,__text) external _dspr_
00007ff803898ee1 (__TEXT,__text) external _dswap
00007ff8039b77af (__TEXT,__text) external _dswap$NEWLAPACK
00007ff803a16b25 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
00007ff803898ee1 (__TEXT,__text) external _dswap_
00007ff8038941ca (__TEXT,__text) external _dsymm
00007ff803973c00 (__TEXT,__text) external _dsymm$NEWLAPACK
00007ff803a106f8 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
00007ff8038941ca (__TEXT,__text) external _dsymm_
00007ff8038968a2 (__TEXT,__text) external _dsymv
00007ff8038dc259 (__TEXT,__text) external _dsymv$NEWLAPACK
00007ff803a07b4d (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
00007ff8038968a2 (__TEXT,__text) external _dsymv_
00007ff80389710c (__TEXT,__text) external _dsyr
00007ff8038dc36a (__TEXT,__text) external _dsyr$NEWLAPACK
00007ff803a07c5c (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
00007ff803897180 (__TEXT,__text) external _dsyr2
00007ff8038dc467 (__TEXT,__text) external _dsyr2$NEWLAPACK
00007ff803a07d57 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
00007ff803897180 (__TEXT,__text) external _dsyr2_
00007ff803894669 (__TEXT,__text) external _dsyr2k
00007ff803974406 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00007ff803a10eee (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
00007ff803894669 (__TEXT,__text) external _dsyr2k_
00007ff80389710c (__TEXT,__text) external _dsyr_
00007ff803894587 (__TEXT,__text) external _dsyrk
00007ff803973feb (__TEXT,__text) external _dsyrk$NEWLAPACK
00007ff803a10ae2 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
00007ff803894587 (__TEXT,__text) external _dsyrk_
00007ff803896b54 (__TEXT,__text) external _dtbmv
00007ff8038dc617 (__TEXT,__text) external _dtbmv$NEWLAPACK
00007ff803a07f00 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
00007ff803896b54 (__TEXT,__text) external _dtbmv_
00007ff803896e99 (__TEXT,__text) external _dtbsv
00007ff8038dcae5 (__TEXT,__text) external _dtbsv$NEWLAPACK
00007ff803a083be (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
00007ff803896e99 (__TEXT,__text) external _dtbsv_
00007ff803896c76 (__TEXT,__text) external _dtpmv
00007ff8038dcf94 (__TEXT,__text) external _dtpmv$NEWLAPACK
00007ff803a08860 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
00007ff803896c76 (__TEXT,__text) external _dtpmv_
00007ff803896fbb (__TEXT,__text) external _dtpsv
00007ff8038dd3e8 (__TEXT,__text) external _dtpsv$NEWLAPACK
00007ff803a08cb0 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
00007ff803896fbb (__TEXT,__text) external _dtpsv_
00007ff8038ea481 (__TEXT,__text) external _dtrCopyLower
00007ff8038ea43b (__TEXT,__text) external _dtrSetZeroLower
00007ff8038942ad (__TEXT,__text) external _dtrmm
00007ff8039748f5 (__TEXT,__text) external _dtrmm$NEWLAPACK
00007ff803a113d6 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
00007ff8038942ad (__TEXT,__text) external _dtrmm_
00007ff803896a3d (__TEXT,__text) external _dtrmv
00007ff8038dd857 (__TEXT,__text) external _dtrmv$NEWLAPACK
00007ff803a0910c (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
00007ff803896a3d (__TEXT,__text) external _dtrmv_
00007ff80389441a (__TEXT,__text) external _dtrsm
00007ff803974f45 (__TEXT,__text) external _dtrsm$NEWLAPACK
00007ff803a119fa (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
00007ff80389441a (__TEXT,__text) external _dtrsm_
00007ff803896d82 (__TEXT,__text) external _dtrsv
00007ff8038ddd17 (__TEXT,__text) external _dtrsv$NEWLAPACK
00007ff803a0958c (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
00007ff803896d82 (__TEXT,__text) external _dtrsv_
00007ff80389907a (__TEXT,__text) external _dzasum
00007ff8039b73ba (__TEXT,__text) external _dzasum$NEWLAPACK
00007ff803a166d3 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
00007ff80389907a (__TEXT,__text) external _dzasum_
00007ff803899088 (__TEXT,__text) external _dznrm2
00007ff8039b7634 (__TEXT,__text) external _dznrm2$NEWLAPACK
00007ff803a1698a (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
00007ff803899088 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff803a51ab9 (__TEXT,__text) external _float_general_add
00007ff803a522fb (__TEXT,__text) external _float_general_add_scalar
00007ff803a5274d (__TEXT,__text) external _float_general_elementwise_product
00007ff803a517a3 (__TEXT,__text) external _float_general_permute_cols
00007ff803a5162b (__TEXT,__text) external _float_general_permute_rows
00007ff803a53136 (__TEXT,__text) external _float_general_product_scalar
00007ff803a53bfc (__TEXT,__text) external _float_general_splat
00007ff803a52e52 (__TEXT,__text) external _float_general_sub_scalar
00007ff803a51569 (__TEXT,__text) external _float_general_transpose
00007ff803a595fb (__TEXT,__text) external _float_inner_product_scalar
00007ff803a518d9 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80388b340 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff803898d54 (__TEXT,__text) external _icamax
00007ff8039b7306 (__TEXT,__text) external _icamax$NEWLAPACK
00007ff803a1660c (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
00007ff803898d54 (__TEXT,__text) external _icamax_
00007ff803898ef5 (__TEXT,__text) external _idamax
00007ff8039b72eb (__TEXT,__text) external _idamax$NEWLAPACK
00007ff803a165eb (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
00007ff803898ef5 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff803898f21 (__TEXT,__text) external _isamax
00007ff8039b72d0 (__TEXT,__text) external _isamax$NEWLAPACK
00007ff803a165ca (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
00007ff803898f21 (__TEXT,__text) external _isamax_
00007ff803899096 (__TEXT,__text) external _izamax
00007ff8039b7321 (__TEXT,__text) external _izamax$NEWLAPACK
00007ff803a1662d (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
00007ff803899096 (__TEXT,__text) external _izamax_
00007ff80388b624 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff803898f3c (__TEXT,__text) external _sasum
00007ff8039b733c (__TEXT,__text) external _sasum$NEWLAPACK
00007ff803a1664e (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
00007ff803898f3c (__TEXT,__text) external _sasum_
00007ff8039b742a (__TEXT,__text) external _saxpby$NEWLAPACK
00007ff803a1674f (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
00007ff803898f4f (__TEXT,__text) external _saxpy
00007ff8039b73c8 (__TEXT,__text) external _saxpy$NEWLAPACK
00007ff803a166e3 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
00007ff803898f4f (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff803898d6f (__TEXT,__text) external _scasum
00007ff8039b7358 (__TEXT,__text) external _scasum$NEWLAPACK
00007ff803a1666e (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
00007ff803898d6f (__TEXT,__text) external _scasum_
00007ff803898dd7 (__TEXT,__text) external _scnrm2
00007ff8039b7626 (__TEXT,__text) external _scnrm2$NEWLAPACK
00007ff803a1697a (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
00007ff803898dd7 (__TEXT,__text) external _scnrm2_
00007ff803898f72 (__TEXT,__text) external _scopy
00007ff8039b74b6 (__TEXT,__text) external _scopy$NEWLAPACK
00007ff803a167e9 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
00007ff803898f72 (__TEXT,__text) external _scopy_
00007ff803898f86 (__TEXT,__text) external _sdot
00007ff8039b74fa (__TEXT,__text) external _sdot$NEWLAPACK
00007ff803a16835 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
00007ff803898f86 (__TEXT,__text) external _sdot_
00007ff803898f9c (__TEXT,__text) external _sdsdot
00007ff8039b75a4 (__TEXT,__text) external _sdsdot$NEWLAPACK
00007ff803a168ef (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
00007ff803898f9c (__TEXT,__text) external _sdsdot_
00007ff803895c0e (__TEXT,__text) external _sgbmv
00007ff8038db052 (__TEXT,__text) external _sgbmv$NEWLAPACK
00007ff803a0699d (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
00007ff803895c0e (__TEXT,__text) external _sgbmv_
00007ff8038ea6ae (__TEXT,__text) external _sgeCopy
00007ff8039350fd (__TEXT,__text) external _sgePack_A_NoTran
00007ff803935266 (__TEXT,__text) external _sgePack_A_Tran
00007ff80393535c (__TEXT,__text) external _sgePack_B_NoTran
00007ff8039354e3 (__TEXT,__text) external _sgePack_B_Tran
00007ff8038ea66e (__TEXT,__text) external _sgeSetZero
00007ff8038939f4 (__TEXT,__text) external _sgemm
00007ff803972f7b (__TEXT,__text) external _sgemm$NEWLAPACK
00007ff803a0faa6 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
00007ff8038939f4 (__TEXT,__text) external _sgemm_
00007ff803895b50 (__TEXT,__text) external _sgemv
00007ff8038dacea (__TEXT,__text) external _sgemv$NEWLAPACK
00007ff803a0666b (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
00007ff803895b50 (__TEXT,__text) external _sgemv_
00007ff803896504 (__TEXT,__text) external _sger
00007ff8038db450 (__TEXT,__text) external _sger$NEWLAPACK
00007ff803a06d97 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
00007ff803896504 (__TEXT,__text) external _sger_
00007ff803898fc1 (__TEXT,__text) external _snrm2
00007ff8039b75c4 (__TEXT,__text) external _snrm2$NEWLAPACK
00007ff803a16912 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
00007ff803898fc1 (__TEXT,__text) external _snrm2_
00007ff803898ff6 (__TEXT,__text) external _srot
00007ff8039b7642 (__TEXT,__text) external _srot$NEWLAPACK
00007ff803a1699a (__TEXT,__text) external _srot$NEWLAPACK$ILP64
00007ff803898ff6 (__TEXT,__text) external _srot_
00007ff803899017 (__TEXT,__text) external _srotg
00007ff8039b76ba (__TEXT,__text) external _srotg$NEWLAPACK
00007ff803a16a1a (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
00007ff803899017 (__TEXT,__text) external _srotg_
00007ff803899024 (__TEXT,__text) external _srotm
00007ff8039b76e2 (__TEXT,__text) external _srotm$NEWLAPACK
00007ff803a16a42 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
00007ff803899024 (__TEXT,__text) external _srotm_
00007ff803899038 (__TEXT,__text) external _srotmg
00007ff8039b7704 (__TEXT,__text) external _srotmg$NEWLAPACK
00007ff803a16a68 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
00007ff803899038 (__TEXT,__text) external _srotmg_
00007ff803895d6d (__TEXT,__text) external _ssbmv
00007ff8038dbda4 (__TEXT,__text) external _ssbmv$NEWLAPACK
00007ff803a076a7 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
00007ff803895d6d (__TEXT,__text) external _ssbmv_
00007ff80389904c (__TEXT,__text) external _sscal
00007ff8039b7726 (__TEXT,__text) external _sscal$NEWLAPACK
00007ff803a16a8a (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
00007ff80389904c (__TEXT,__text) external _sscal_
00007ff803895dfe (__TEXT,__text) external _sspmv
00007ff8038dbf08 (__TEXT,__text) external _sspmv$NEWLAPACK
00007ff803a07803 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
00007ff803895dfe (__TEXT,__text) external _sspmv_
00007ff803896642 (__TEXT,__text) external _sspr
00007ff8038dc00e (__TEXT,__text) external _sspr$NEWLAPACK
00007ff803a07907 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
00007ff8038966a5 (__TEXT,__text) external _sspr2
00007ff8038dc0cc (__TEXT,__text) external _sspr2$NEWLAPACK
00007ff803a079c5 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
00007ff8038966a5 (__TEXT,__text) external _sspr2_
