00000001d9c584a4 (__TEXT,__text) non-external +[NFPromise new]
00000001e7b15118 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_16?08l
00000001f4a67b68 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e5_v8?0l
00000001f4a679b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e8_16?08l
00000001f4a67758 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e17_v16?0"NSError"8l
00000001f4a678c8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?08l
00000001f4a67a48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?0d8l
00000001f4a67838 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<?>8l
00000001f4a67928 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<v?>8l
00000001f4a67608 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f4a679e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"16?0?<v??<v?>?<v?"NSError">>8l
00000001f4a678f8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"816l
00000001f4a67aa8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8d16l
00000001f4a67868 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<?>16l
00000001f4a67958 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v?>16l
00000001f4a676b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f4a67a18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e83_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v??<v?>?<v?"NSError">>16l
00000001f4a67898 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_16?08l
00000001f4a67728 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_v16?08l
00000001f4a67be8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e30_v16?0"NSObject<OS_nw_path>"8l
00000001f4a67cc8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e17_v16?0"NSError"8l
00000001f4a67cf8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e5_v8?0l
00000001f4a67c98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e8_16?08l
00000001f4a67c38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e5_v8?0l
00000001f4a67b98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e23_v32?0Q816"NSError"24l
00000001f4a67988 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f4a67ad8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f4a67c68 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e14_v16?0?<v?>8l
00000001f4a67a78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e8_16?08l
00000001f4a67b38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48bs_e23_v32?0Q816"NSError"24l
00000001f4a677e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f4a67638 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e16_"NFPromise"8?0l
00000001f4a67668 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e8_16?08l
00000001f4a67b08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f4a677b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40bs48bs56bs_e8_v16?08l
00000001f4a67788 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48bs56bs_e5_v8?0l
00000001f4a675c8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f4a676e8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f4a67bc8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f4a67d28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f4a67d48 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f4a67818 (__AUTH_CONST,__const) non-external ___block_literal_global.28
00000001f4a675e8 (__AUTH_CONST,__const) non-external ___block_literal_global.3
00000001f4a67708 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f4a67698 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001f4a67c18 (__AUTH_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001d9c594d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001d9c5c194 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40b
00000001d9c5bfd0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001d9c55590 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001d9c59450 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001d9c5a824 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b
00000001d9c58b18 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b56b
00000001d9c5c060 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001d9c59d14 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001d9c58b80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001d9c58a6c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b
00000001d9c577ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001d9c5b0bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001d9c55598 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001d9c5c020 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001d9c59498 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001d9c57830 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001d9c58acc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001d9c5b0c8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001d9c58050 (__TEXT,__text) non-external ___zalgoIfMain_block_invoke
00000001d9c57fa0 (__TEXT,__text) non-external ___zalgo_block_invoke
                 (undefined) external __dispatch_main_q (from libSystem)
00000001d9c5d3ec (__TEXT,__text) non-external __getNSValueBytes
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_autorelease_frequency (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001ebee13c0 (__DATA,__data) external _kNFPromiseErrorDomain
00000001ebee13b0 (__DATA,__data) external _kNFPromiseSealingErrorCode
00000001ebee13b8 (__DATA,__data) external _kNFPromiseTimeoutErrorCode
00000001e7b15138 (__DATA_CONST,__const) external _kNFReachabilityChangedNotification
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _nw_path_get_status (from Network)
                 (undefined) external _nw_path_is_constrained (from Network)
                 (undefined) external _nw_path_is_equal (from Network)
                 (undefined) external _nw_path_is_expensive (from Network)
                 (undefined) external _nw_path_monitor_cancel (from Network)
                 (undefined) external _nw_path_monitor_create (from Network)
                 (undefined) external _nw_path_monitor_set_queue (from Network)
                 (undefined) external _nw_path_monitor_set_update_handler (from Network)
                 (undefined) external _nw_path_monitor_start (from Network)
                 (undefined) external _nw_path_uses_interface_type (from Network)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001d9c62340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001d9c62360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001d9c62380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_currentNetworkStatus
00000001d9c623a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_statusFromNetworkPath:
00000001d9c623c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateCurrentNetworkPath:
00000001d9c623e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001d9c62400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001d9c62420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allValues
00000001d9c62440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alwaysOn:always:
00000001d9c62460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001d9c62480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001d9c624a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001d9c624c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withError:
00000001d9c624e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withValue:
00000001d9c62500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:withValue:
00000001d9c62520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid
00000001d9c62540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid:
00000001d9c62560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attemptTriggersForCurrentEvent:
00000001d9c62580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$block
00000001d9c625a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001d9c625c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTry:withOwner:
00000001d9c625e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTryBlock
00000001d9c62600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001d9c62620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$children
00000001d9c62640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001d9c62660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001d9c62680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$constructor
00000001d9c626a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001d9c626c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
00000001d9c626e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001d9c62700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001d9c62720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001d9c62740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentNetworkPath
00000001d9c62760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataUsingEncoding:
00000001d9c62780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001d9c627a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deactivate
00000001d9c627c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001d9c627e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001d9c62800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001d9c62820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001d9c62840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegateProtocol
00000001d9c62860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$destinationState
00000001d9c62880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObject:forKey:
00000001d9c628a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001d9c628c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnter:withOwner:
00000001d9c628e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnterBlock
00000001d9c62900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExit:withOwner:
00000001d9c62920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExitBlock
00000001d9c62940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001d9c62960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error
00000001d9c62980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorOn:error:
00000001d9c629a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001d9c629c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$event
00000001d9c629e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$events
00000001d9c62a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exceptionWithName:reason:userInfo:
00000001d9c62a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fc_createStateMachineErrorForCode:userInfo:
00000001d9c62a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001d9c62a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireBlock
00000001d9c62a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnAny
00000001d9c62aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnce
00000001d9c62ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fired:withOwner:
00000001d9c62ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstly:
00000001d9c62b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fromState
00000001d9c62b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001d9c62b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleAlwaysTrigger:event:
00000001d9c62b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleOnceTrigger:event:
00000001d9c62b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handlers
00000001d9c62ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001d9c62bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hashTableWithOptions:
00000001d9c62be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
00000001d9c62c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initForReadingFromData:error:
00000001d9c62c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDelegate:delegateProtocol:options:
00000001d9c62c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDomain:code:userInfo:
00000001d9c62c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithError:
00000001d9c62c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithFormat:
00000001d9c62ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithKey:fireOnce:fireOnAny:events:block:
00000001d9c62cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOptions:
00000001d9c62ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithResolver:
00000001d9c62d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithStateMachine:event:fromState:toState:context:
00000001d9c62d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001d9c62d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValue:
00000001d9c62d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invokeWithTarget:
00000001d9c62d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
00000001d9c62da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001d9c62dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001d9c62de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$key
00000001d9c62e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001d9c62e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001d9c62e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$methodSignatureForSelector:
00000001d9c62e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
00000001d9c62e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:
00000001d9c62ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:withData:
00000001d9c62ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClasses:withData:
00000001d9c62ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001d9c62f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedInteger:
00000001d9c62f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objCType
00000001d9c62f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001d9c62f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$owner
00000001d9c62f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performWithLockSync:
00000001d9c62fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postNotificationName:object:
00000001d9c62fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$registerHandler:
00000001d9c62fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reject:
00000001d9c63000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
00000001d9c63020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObject:
00000001d9c63040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObjectForKey:
00000001d9c63060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolve:
00000001d9c63080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolveOn:reject:resolve:
00000001d9c630a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal
00000001d9c630c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal:error:resolution:
00000001d9c630e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$selector
00000001d9c63100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCanTryBlock:
00000001d9c63120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentNetworkPath:
00000001d9c63140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentReachabilityStatus:
00000001d9c63160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidEnterBlock:
00000001d9c63180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidExitBlock:
00000001d9c631a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setError:
00000001d9c631c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFireBlock:
00000001d9c631e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001d9c63200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSeal:
00000001d9c63220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setState:
00000001d9c63240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatus:
00000001d9c63260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatusToken:
00000001d9c63280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setValue:
00000001d9c632a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillEnterBlock:
00000001d9c632c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillExitBlock:
00000001d9c632e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObject:
00000001d9c63300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$state
00000001d9c63320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$states
00000001d9c63340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$status
00000001d9c63360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$statusToken
00000001d9c63380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001d9c633a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFileSystemRepresentation:length:
00000001d9c633c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001d9c633e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$then:
00000001d9c63400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$thenOn:then:
00000001d9c63420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeoutAfter:on:
00000001d9c63440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$toState
00000001d9c63460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerOnAnyEvent:block:
00000001d9c63480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggers
00000001d9c634a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001d9c634c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
00000001d9c634e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithBytes:objCType:
00000001d9c63500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnter:withOwner:
00000001d9c63520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnterBlock
00000001d9c63540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExit:withOwner:
00000001d9c63560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExitBlock
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_has_internal_content (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00000001ed0903e8 (__DATA_DIRTY,__bss) non-external _sharedInstance.onceToken
00000001ed0903e0 (__DATA_DIRTY,__bss) non-external _sharedInstance.s_reachability
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001d9c57f5c (__TEXT,__text) external _zalgo
00000001d9c5df14 (__TEXT,__text) non-external _zalgo.cold.1
00000001ed0903d8 (__DATA_DIRTY,__bss) non-external _zalgo.queue
00000001ed0903d0 (__DATA_DIRTY,__bss) non-external _zalgo.token
00000001d9c5800c (__TEXT,__text) external _zalgoIfMain
00000001d9c5df28 (__TEXT,__text) non-external _zalgoIfMain.cold.1
00000001ed0903c8 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.queue
00000001ed0903c0 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.token
