00000001a4329d90 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001d6de39e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00000001a431d2a4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a431dcbc (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a431f18c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a4321614 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a4324d0c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a4325754 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a43287c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a432929c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a4329968 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a432a360 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
00000001a431d2b8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a431f1b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a4321634 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a4324d2c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a432576c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a43287e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a432997c (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a432a378 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
00000001a431d3b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_10
00000001a431d2d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a431f1c4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a4324d48 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
00000001a431d2f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a4324d5c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
00000001a431d304 (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a4324d7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_4
00000001a431d310 (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a4324d9c (__TEXT,__text) non-external _OUTLINED_FUNCTION_5
00000001a431d32c (__TEXT,__text) non-external _OUTLINED_FUNCTION_6
00000001a431d350 (__TEXT,__text) non-external _OUTLINED_FUNCTION_7
00000001a431d370 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
00000001a431d390 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
00000001dcfd6ea8 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
00000001a432e6f0 (__TEXT,__const) external _SystemPolicyVersionNumber
00000001a432e6c0 (__TEXT,__const) external _SystemPolicyVersionString
00000001a4322c88 (__TEXT,__text) external _URLisDirectory
00000001a4329d10 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00000001a432ce5c (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dcfdccc8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00000001a432e5b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00000001a432dab8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00000001a432e5d0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00000001a432db98 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00000001a432e0e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00000001a432e580 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
00000001a432dc78 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00000001a432dad8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00000001a432d8e0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00000001a432e020 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00000001a432dd78 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
00000001a432d730 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00000001a432dc10 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00000001a432e160 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001a432e428 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00000001dcfd7d78 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001dcfd7068 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001dcfd7e60 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001dcfd7bb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001dcfd8618 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001dcfd7098 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00000001dcfd8fd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00000001a432d878 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00000001a432e5f0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00000001a432da08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00000001a432dbb0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00000001a432e598 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
00000001a432d900 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00000001a432e218 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00000001a432e640 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00000001a432dc98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00000001a432df28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00000001a432daf0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00000001a432e1c8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00000001a432dd40 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00000001a432e038 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00000001a432dd90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00000001a432d748 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00000001a432e530 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00000001a432e440 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00000001a432d9a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00000001a432d828 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001dcfd7430 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001dcfd92c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001dcfd7a18 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001dcfd7d90 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001dcfd7528 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001dcfd8978 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001dcfd93f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001dcfd7e78 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001dcfd8578 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001dcfd7bd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001dcfd88c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001dcfd8078 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001dcfd8630 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001dcfd8408 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001dcfd70b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001dcfd9190 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001dcfd8fe8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00000001dcfd7988 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00000001dcfd72b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001dcfd9328 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001dcfd7b00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001dcfd7dd8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001dcfd75f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001dcfd8dc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001dcfd9438 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001dcfd7f80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001dcfd7cd8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001dcfd8758 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001dcfd8490 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001dcfd71d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001dcfd91f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001dcfd90d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00000001dcfd73c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001dcfd7040 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001dcfd7658 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001dcfd8508 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001dcfd8008 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001dcfd80c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001dcfd6fe0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001dcfd7888 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001dcfd8528 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001dcfd8028 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001dcfd8338 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001dcfd7018 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001dcfd7060 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001dcfd7028 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001dcfd7d60 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001dcfd7e48 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001dcfd7ba0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001dcfd8600 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001dcfd7080 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001dcfd8fb8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPProvenanceMetadata
00000001dcfdc578 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AKELData
00000001dcfd9230 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AMFI
00000001dcfd7b58 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001dcfd9360 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001dcfdcd50 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001dcfdc698 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BundleData
00000001dcfdc800 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001dcfd87f0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_MIS
00000001dcfdc608 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001dcfdcba8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001dcfdcde0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001dcfdc8d8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001dcfdc9f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001dcfdc770 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001dcfd7498 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001dcfdcb60 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001dcfdc920 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001dcfdca88 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001dcfdc9b0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001dcfdc4e8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001dcfd7e00 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPLog
00000001dcfd8838 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigration
00000001dcfdcc80 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001dcfdcc38 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceMetadata
00000001dcfdc650 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceTracking
00000001dcfdc530 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001dcfd6fb8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001dcfd6fd0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001dcfd6fc0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001dcfd6fc8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001dcfd6fa8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001dcfd6fb0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001dcfd73e8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AKELData
00000001dcfdcd08 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AMFI
00000001dcfdc6e0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001dcfdcd98 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001dcfd9278 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001dcfd79d0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BundleData
00000001dcfdc7b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001dcfdcad0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_MIS
00000001dcfd74e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001dcfd8930 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001dcfd93a8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001dcfdc890 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001dcfd8530 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001dcfdc728 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001dcfdc5c0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001dcfd8880 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001dcfd8030 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001dcfdca40 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001dcfdc968 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001dcfdc4a0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001dcfdc848 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPLog
00000001dcfdcb18 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001dcfd9148 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001dcfdcbf0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00000001dcfd7940 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00000001dcfd7270 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001d597b6d0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001d597b7f0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001d597b730 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d597b790 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d597b608 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001d597b668 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001d597b230 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001d597b248 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001d597b238 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001d597b240 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00000001a43274d8 (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00000001a4327364 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00000001a431f370 (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00000001a431f2d4 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00000001a431f238 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00000001a431f4a8 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00000001a431f40c (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00000001a43241d4 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00000001a4318d54 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00000001a431f534 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00000001a432bea4 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00000001a431938c (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00000001a43183e0 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00000001a431872c (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.3
00000001a432a63c (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00000001a432a6fc (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00000001a4320b00 (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00000001a4328e60 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00000001a4328f84 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00000001a432a4ac (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00000001a4320b1c (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00000001a43220b0 (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00000001a4319f00 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00000001a4321bfc (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00000001a4319df0 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00000001a4320018 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00000001a4319d04 (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00000001a432a55c (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00000001a4321ce4 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00000001a4320ad8 (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00000001a432113c (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00000001a4321dd4 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00000001a4321fc0 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00000001a4321120 (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00000001a4320150 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00000001a43205fc (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00000001a4321018 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00000001a4321158 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00000001a4319edc (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00000001a432a57c (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
