                 (undefined) external _OBJC_CLASS_$_CATTransform (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DEExecutor (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DialogElement (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_PatternExecutionDialog (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationContext (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationPayload (from SiriKitInvocation)
0000000299162e68 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000026db663bc (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
000000026db664e4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
000000026db664f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
000000026db74950 (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
000000026db8abd4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
000000026db66504 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
000000026db74964 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
000000026db8abf0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
000000026db66514 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000026db74978 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000026db8ac08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000026db6653c (__TEXT,__text) non-external _OUTLINED_FUNCTION_94
000000026db7498c (__TEXT,__text) non-external _OUTLINED_FUNCTION_94
000000026db8ac20 (__TEXT,__text) non-external _OUTLINED_FUNCTION_94
000000026db66444 (__TEXT,__text) non-external _OUTLINED_FUNCTION_95
000000026db66558 (__TEXT,__text) non-external _OUTLINED_FUNCTION_95
000000026db74998 (__TEXT,__text) non-external _OUTLINED_FUNCTION_95
000000026db66574 (__TEXT,__text) non-external _OUTLINED_FUNCTION_96
000000026db749ac (__TEXT,__text) non-external _OUTLINED_FUNCTION_96
000000026db8ac38 (__TEXT,__text) non-external _OUTLINED_FUNCTION_96
000000026db662c8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_97
000000026db66580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_97
000000026db749c0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_97
000000026db44544 (__TEXT,__text) non-external _OUTLINED_FUNCTION_98
000000026db749d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_98
000000026db8ac44 (__TEXT,__text) non-external _OUTLINED_FUNCTION_98
000000026db6658c (__TEXT,__text) non-external _OUTLINED_FUNCTION_99
000000026db749e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_99
000000026db8ac50 (__TEXT,__text) non-external _OUTLINED_FUNCTION_99
000000026db95860 (__TEXT,__const) external _SiriSuggestionsSupportVersionNumber
000000026db95820 (__TEXT,__const) external _SiriSuggestionsSupportVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
0000000299162e00 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport10Connection
000000029dd4f6a8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport13XPCAccessList
0000000299d391c8 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029dd4e968 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029dd4e480 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029dd4ec58 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029dd4e9f8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport23InvocationContextHolder
0000000299d39218 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029dd4fc08 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport24NewUUIDRequestIdProvider
0000000299d39090 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029dd4fa80 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029dd4fb78 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029dd4e558 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029dd4e728 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
0000000299162db0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029dd4f0c8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029dd4e8b0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
0000000299162ee8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029dd4edc8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029dd4e158 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
0000000299d39180 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029dd4e7b8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport31SiriInvocationDispatcherFactory
000000029dd4e630 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029dd4eb60 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport32FlowSuggestionsDispatcherFactory
0000000299d390e0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
0000000299d39130 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029dd4fd90 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029dd4ed10 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029dd4eec0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029dd4ead0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029dd4e3a8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSuggestionsSupport8NoOpFlow
0000000299162d60 (__DATA_DIRTY,__objc_data) non-external __DATA__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
000000026db95580 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000026db95610 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029dd4f868 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport10Connection
000000029dd4f680 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport13XPCAccessList
000000029dd4f510 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029dd4e940 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029dd4e438 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029dd4ebf0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029dd4fc98 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029dd4e060 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029dd4f9b8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029dd4fb10 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029dd4e510 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029dd4e6c0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
000000029dd4f738 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029dd4f000 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029dd4e848 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
000000029dd4ef50 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029dd4eda0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029dd4e0d0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
000000029dd4f2c8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029dd4e5e8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029dd4e1e8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
000000029dd4e2b8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029dd4fd28 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029dd4ece8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029dd4ee58 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029dd4ea88 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029dd4f158 (__AUTH_CONST,__objc_const) non-external __IVARS__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
000000029dd4f820 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport10Connection
000000029dd4f638 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport13XPCAccessList
000000029dd4f4c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport18SiriHelpDispatcher
000000029dd4e8f8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport19ExecutionDispatcher
000000029dd4e3f0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport20InAppEventDispatcher
000000029dd4eba8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23InMemoryHintsStateStore
000000029dd4e9b0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23InvocationContextHolder
000000029dd4fc50 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport23StaticRequestIdProvider
000000029dd4fbc0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport24NewUUIDRequestIdProvider
000000029dd4e018 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport24SiriSuggestionsXPCClient
000000029dd4f960 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029dd4fac8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport25StatefulSuggestionsClient
000000029dd4e4c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport27DispatcherSuggestionService
000000029dd4e678 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28DispatchedServiceAPIProvider
000000029dd4f6f0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28EventDrivenSuggestionsClient
000000029dd4efb8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28StateStoreInteractionBuilder
000000029dd4e800 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport28TurnProtectedHintsStateStore
000000029dd4ef08 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport29EventDrivenInteractionBuilder
000000029dd4ed58 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport30InServiceSuggestionsDispatcher
000000029dd4e088 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport30SiriHelpResponseVersionInvoker
000000029dd4f270 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029dd4e770 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport31SiriInvocationDispatcherFactory
000000029dd4e5a0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport32DispatchSuggestionServiceFactory
000000029dd4eb18 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport32FlowSuggestionsDispatcherFactory
000000029dd4e1a0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework1Invoker
000000029dd4e270 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport33SiriHelpResponseFramework2Invoker
000000029dd4fce0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport34OfflineGenerationSuggestionsClient
000000029dd4eca0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport35InternalXPCSuggestionsLoggerFactory
000000029dd4ee10 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport35OfflineGenerationInteractionBuilder
000000029dd4ea40 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport36SiriHelpSuggestionsDispatcherFactory
000000029dd4e360 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSuggestionsSupport8NoOpFlow
000000029dd4f110 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC22SiriSuggestionsSupport28StateStoreInteractionBuilder19ContinuationCapture
000000029dd4f3e0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000026db95640 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000026db95730 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000026db95748 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXPCListenerDelegate
000000029dd4f428 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000029dd4f3d8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXPCListenerDelegate
000000029dd4f3c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXPCListenerDelegate
0000000290d28748 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
0000000290d28738 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXPCListenerDelegate
000000029747ac10 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
000000029747abb0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXPCListenerDelegate
000000029dd4f950 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService
000000029dd4f9a8 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC22SiriSuggestionsSupport25SiriSuggestionsXPCService.2
000000029dd4f260 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
000000029dd4f2b8 (__AUTH_CONST,__objc_const) non-external __PROTOCOLS__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate.2
000000026db95760 (__TEXT,__objc_methlist) non-external __PROTOCOL_INSTANCE_METHODS__TtP18SiriSuggestionsAPI15XPCClientBridge_
000000026db95790 (__TEXT,__objc_methlist) non-external __PROTOCOL_INSTANCE_METHODS__TtP18SiriSuggestionsAPI27SiriSuggestionsXPCInterface_
000000029dd4f3a8 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP18SiriSuggestionsAPI15XPCClientBridge_
000000029dd4f350 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES__TtP18SiriSuggestionsAPI27SiriSuggestionsXPCInterface_
000000029dd4f200 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP18SiriSuggestionsAPI15XPCClientBridge_
000000029dd4f1a0 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL__TtP18SiriSuggestionsAPI27SiriSuggestionsXPCInterface_
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
000000026db43d40 (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_1
000000026db43d40 (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_2
000000026db43d40 (__TEXT,__text) non-external ___swift_allocate_boxed_opaque_existential_2Tm
000000026db5722c (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
000000026db9b354 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b3a8 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b3dc (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b3e4 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b3ec (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b478 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b47c (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b4a8 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b4b4 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b4cc (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b4f0 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b4f8 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b558 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b568 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b5a8 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b5d8 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b62c (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
000000026db9b634 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b688 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b6b8 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b6c0 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b6c8 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b758 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b788 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b794 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b7a4 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b7b8 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b7c0 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b85c (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b87c (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b8cc (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b908 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db9b970 (__TEXT,__swift_as_ret) non-external ___swift_async_ret_functlets
000000026db43f78 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_0
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_0Tm
000000026db43f78 (__TEXT,__text) non-external (was a private external) ___swift_destroy_boxed_opaque_existential_1
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000026db743f0 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_1Tm
000000026db43f78 (__TEXT,__text) non-external ___swift_destroy_boxed_opaque_existential_2Tm
000000026db3d730 (__TEXT,__text) non-external (was a private external) ___swift_getEnumTagSinglePayload
000000026db524e4 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameAbstractV2
000000026db3d6e4 (__TEXT,__text) non-external (was a private external) ___swift_instantiateConcreteTypeFromMangledNameV2
000000026db52638 (__TEXT,__text) non-external (was a private external) ___swift_memcpy0_1
000000026db897a0 (__TEXT,__text) non-external (was a private external) ___swift_memcpy16_8
000000026db46138 (__TEXT,__text) non-external (was a private external) ___swift_memcpy1_1
000000026db46144 (__TEXT,__text) non-external (was a private external) ___swift_noop_void_return
000000026db44060 (__TEXT,__text) non-external (was a private external) ___swift_project_boxed_opaque_existential_1
000000026db43e40 (__TEXT,__text) non-external (was a private external) ___swift_project_value_buffer
000000026db95a70 (__TEXT,__const) non-external (was a private external) ___swift_reflection_version
000000026db4608c (__TEXT,__text) non-external (was a private external) ___swift_storeEnumTagSinglePayload
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) external __swiftEmptySetSingleton (from libswiftCore)
                 (undefined) external __swiftImmortalRefCount (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAVFoundation (from libswiftAVFoundation)
0000000290d285b8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAVFoundation_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAccelerate (from libswiftAccelerate)
0000000290d285a8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAccelerate_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAppleArchive (from libswiftAppleArchive)
0000000290d28610 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftAppleArchive_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCompression (from libswiftCompression)
0000000290d285b0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCompression_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreAudio (from libswiftCoreAudio)
0000000290d285c8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreAudio_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
0000000290d28560 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreFoundation_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreImage (from libswiftCoreImage)
0000000290d285d0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreImage_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreLocation (from libswiftCoreLocation)
0000000290d28598 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreLocation_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMIDI (from libswiftCoreMIDI)
0000000290d285d8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMIDI_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMedia (from libswiftCoreMedia)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreMediaIO (from libswiftCoreMediaIO)
0000000290d285f8 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMediaIO_$_SiriSuggestionsSupport
0000000290d285c0 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftCoreMedia_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
0000000290d28550 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftDispatch_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
0000000290d28558 (__DATA_CONST,__const) non-external (was a private external) __swift_FORCE_LOAD_$_swiftFoundation_$_SiriSuggestionsSupport
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
