00000001830146c8 (__DATA,__data) external _NDR_record
0000000180f01ed4 (__TEXT,__text) external _mach_vm_region_recurse
0000000180ef62d4 (__TEXT,__text) external _mach_vm_remap
0000000180ef6370 (__TEXT,__text) external _mach_vm_remap_new
0000000180ef6730 (__TEXT,__text) external _mach_vm_tag_describe
0000000180ef672c (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
0000000180ef993c (__TEXT,__text) external _mach_vm_wire
0000000180f0131c (__TEXT,__text) external _mach_vm_write
0000000180f110f4 (__TEXT,__text) external _mach_voucher_attr_command
0000000180ee7b18 (__TEXT,__text) external _mach_voucher_deallocate
0000000180f11354 (__TEXT,__text) external _mach_voucher_debug_info
0000000180f10ea0 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
0000000180f10a08 (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000180ef5edc (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000180edf57c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000180edf5b8 (__TEXT,__text) external _mach_wait_until
0000000180efc044 (__TEXT,__text) external _mach_zone_force_gc
0000000180efcf54 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180efcdc4 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000180efbe78 (__TEXT,__text) external _mach_zone_info
0000000180efcc18 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000180efcaa8 (__TEXT,__text) external _mach_zone_info_for_zone
0000000180edf528 (__TEXT,__text) external _macx_backing_store_recovery
0000000180edf51c (__TEXT,__text) external _macx_backing_store_suspend
0000000180edf4f8 (__TEXT,__text) external _macx_swapoff
0000000180edf4ec (__TEXT,__text) external _macx_swapon
0000000180edf510 (__TEXT,__text) external _macx_triggers
0000000180ee33dc (__TEXT,__text) external _madvise
0000000180ee4784 (__TEXT,__text) non-external _malloc
0000000180ee48b8 (__TEXT,__text) non-external _malloc_type_malloc
0000000180ee4960 (__TEXT,__text) non-external _malloc_type_realloc
0000000183014830 (__DATA,__bss) non-external _master_host_port
0000000180ee4a2c (__TEXT,__text) non-external _memcpy
0000000180ee3408 (__TEXT,__text) external _memorystatus_control
0000000180ee3434 (__TEXT,__text) external _memorystatus_get_level
0000000180ee7ba4 (__TEXT,__text) external _mig_allocate
0000000180ee7df8 (__TEXT,__text) external _mig_dealloc_reply_port
0000000180ef59a8 (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000180ee7c00 (__TEXT,__text) external _mig_deallocate
0000000180ee7d64 (__TEXT,__text) external _mig_get_reply_port
0000000180ef596c (__TEXT,__text) external _mig_get_special_reply_port
0000000180ee7e70 (__TEXT,__text) external _mig_put_reply_port
0000000180ee7d30 (__TEXT,__text) external _mig_reply_setup
0000000180ee7e74 (__TEXT,__text) external _mig_strncpy
0000000180ee7ec0 (__TEXT,__text) external _mig_strncpy_zerofill
0000000180ee3460 (__TEXT,__text) external _mincore
0000000180ee348c (__TEXT,__text) external _minherit
0000000180edf5dc (__TEXT,__text) external _mk_timer_arm
0000000180edf5f4 (__TEXT,__text) external _mk_timer_arm_leeway
0000000180edf5e8 (__TEXT,__text) external _mk_timer_cancel
0000000180edf5c4 (__TEXT,__text) external _mk_timer_create
0000000180edf5d0 (__TEXT,__text) external _mk_timer_destroy
0000000180ee34b8 (__TEXT,__text) external _mkdir
0000000180ee34e4 (__TEXT,__text) external _mkdirat
0000000180ee3510 (__TEXT,__text) external _mkfifo
0000000180ee353c (__TEXT,__text) external _mkfifoat
0000000180ee3568 (__TEXT,__text) external _mknod
0000000180ee3594 (__TEXT,__text) external _mknodat
0000000180ee35c0 (__TEXT,__text) external _mlock
0000000180ee35ec (__TEXT,__text) external _mlockall
0000000180ef1cc0 (__TEXT,__text) external _mmap
0000000180ee3618 (__TEXT,__text) external _mount
0000000180ee0a30 (__TEXT,__text) external _mprotect
0000000180ee3644 (__TEXT,__text) external _mremap_encrypted
0000000180ee802c (__TEXT,__text) external _msg_receive
0000000180ee801c (__TEXT,__text) external _msg_rpc
0000000180ee8024 (__TEXT,__text) external _msg_send
0000000180ee0a5c (__TEXT,__text) external _msgctl
0000000180ee3670 (__TEXT,__text) external _msgget
0000000180ee369c (__TEXT,__text) external _msgrcv
0000000180ee0a88 (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180ee36c8 (__TEXT,__text) external _msgsnd
0000000180ee0ab4 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180edf8b4 (__TEXT,__text) external _msgsys
0000000180ee0b0c (__TEXT,__text) external _msync
0000000180ee0b38 (__TEXT,__text) external _msync$NOCANCEL
0000000180ee36f4 (__TEXT,__text) external _munlock
0000000180ee3720 (__TEXT,__text) external _munlockall
0000000180ef6c0c (__TEXT,__text) external _munmap
0000000180ee374c (__TEXT,__text) external _necp_client_action
0000000180ee3778 (__TEXT,__text) external _necp_match_policy
0000000180ee37a4 (__TEXT,__text) external _necp_open
0000000180ee37d0 (__TEXT,__text) external _necp_session_action
0000000180ee37fc (__TEXT,__text) external _necp_session_open
0000000180ee3828 (__TEXT,__text) external _net_qos_guideline
0000000180ee3854 (__TEXT,__text) external _netagent_trigger
0000000180f04e9c (__TEXT,__text) external _netname_check_in
0000000180f0528c (__TEXT,__text) external _netname_check_out
0000000180f05040 (__TEXT,__text) external _netname_look_up
0000000180f0542c (__TEXT,__text) external _netname_version
0000000180eeac1c (__TEXT,__text) external _nfsclnt
0000000180ee3880 (__TEXT,__text) external _nfssvc
00000001830146b8 (__DATA,__data) external _non_boost_assertion_token
00000001830146b0 (__DATA,__data) external _normal_boost_assertion_token
0000000180ee38ac (__TEXT,__text) external _ntp_adjtime
0000000180ee38d8 (__TEXT,__text) external _ntp_gettime
0000000180ee3904 (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180ef3dd0 (__TEXT,__text) external _open
0000000180eeaca8 (__TEXT,__text) external _open$NOCANCEL
0000000180ef48ac (__TEXT,__text) external _open_dprotected_np
0000000180ef3e04 (__TEXT,__text) external _openat
0000000180eeacdc (__TEXT,__text) external _openat$NOCANCEL
0000000180ef4970 (__TEXT,__text) external _openat_authenticated_np
0000000180ef490c (__TEXT,__text) external _openat_dprotected_np
0000000180ee3930 (__TEXT,__text) external _openbyid_np
0000000180ee5d90 (__TEXT,__text) external _os_buflet_get_data_address
0000000180ee5d60 (__TEXT,__text) external _os_buflet_get_data_length
0000000180ee5d98 (__TEXT,__text) external _os_buflet_get_data_limit
0000000180ee5d58 (__TEXT,__text) external _os_buflet_get_data_offset
0000000180ee5d80 (__TEXT,__text) external _os_buflet_get_object_address
0000000180ee5d88 (__TEXT,__text) external _os_buflet_get_object_limit
0000000180ee5d74 (__TEXT,__text) external _os_buflet_set_data_length
0000000180ee5d68 (__TEXT,__text) external _os_buflet_set_data_offset
0000000180eef18c (__TEXT,__text) external _os_channel_advance_slot
0000000180eefd7c (__TEXT,__text) external _os_channel_attr_clone
0000000180eefce0 (__TEXT,__text) external _os_channel_attr_create
0000000180eeffa8 (__TEXT,__text) external _os_channel_attr_destroy
0000000180ef0204 (__TEXT,__text) external _os_channel_attr_get
0000000180ef03b0 (__TEXT,__text) external _os_channel_attr_get_key
0000000180ef0088 (__TEXT,__text) external _os_channel_attr_set
0000000180eefe10 (__TEXT,__text) external _os_channel_attr_set_key
0000000180eef134 (__TEXT,__text) external _os_channel_available_slot_count
0000000180ef1834 (__TEXT,__text) external _os_channel_buflet_alloc
0000000180ef124c (__TEXT,__text) external _os_channel_buflet_free
0000000180ef1800 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180eeed88 (__TEXT,__text) external _os_channel_create
0000000180eee3b0 (__TEXT,__text) external _os_channel_create_extended
0000000180eeef10 (__TEXT,__text) external _os_channel_destroy
0000000180ef1764 (__TEXT,__text) external _os_channel_event_free
0000000180ef5508 (__TEXT,__text) external _os_channel_event_get_event_data
0000000180ef5470 (__TEXT,__text) external _os_channel_event_get_next_event
0000000180eef924 (__TEXT,__text) external _os_channel_flow_admissible
0000000180eefafc (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000180eefb04 (__TEXT,__text) external _os_channel_flow_adv_get_feedback
0000000180eef900 (__TEXT,__text) external _os_channel_get_advisory_region
0000000180eeed98 (__TEXT,__text) external _os_channel_get_fd
0000000180ef1768 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180ef13dc (__TEXT,__text) external _os_channel_get_next_event_handle
0000000180eef218 (__TEXT,__text) external _os_channel_get_next_slot
0000000180eef890 (__TEXT,__text) external _os_channel_get_stats_region
0000000180ef1a5c (__TEXT,__text) external _os_channel_get_upp_buffer_stats
0000000180eeeb6c (__TEXT,__text) non-external _os_channel_info2attr
0000000180eeec74 (__TEXT,__text) non-external _os_channel_init_ring
0000000180eef004 (__TEXT,__text) external _os_channel_is_defunct
0000000180ef0834 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000180ef042c (__TEXT,__text) external _os_channel_packet_alloc
0000000180ef0434 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000180ef083c (__TEXT,__text) external _os_channel_packet_free
0000000180ef0ce0 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000180eef104 (__TEXT,__text) external _os_channel_pending
0000000180ef0fc4 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000180eeeda0 (__TEXT,__text) external _os_channel_read_attr
0000000180eeeec0 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180eef018 (__TEXT,__text) external _os_channel_ring_id
0000000180eef128 (__TEXT,__text) external _os_channel_ring_notify_time
0000000180eef11c (__TEXT,__text) external _os_channel_ring_sync_time
0000000180eef0a8 (__TEXT,__text) external _os_channel_rx_ring
0000000180eef604 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180ef09c4 (__TEXT,__text) external _os_channel_slot_attach_packet
0000000180ef0b50 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180eef740 (__TEXT,__text) external _os_channel_slot_get_packet
0000000180eeeee4 (__TEXT,__text) external _os_channel_sync
0000000180eef064 (__TEXT,__text) external _os_channel_tx_ring
0000000180eeedf4 (__TEXT,__text) external _os_channel_write_attr
0000000180ee5d1c (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180edf610 (__TEXT,__text) external _os_cpu_copy_in_cksum
0000000180ef47b8 (__TEXT,__text) external _os_cpu_in_cksum
0000000180edf000 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180ee395c (__TEXT,__text) external _os_fault_with_payload
0000000180ee5d18 (__TEXT,__text) external _os_inet_checksum
0000000180eedaac (__TEXT,__text) external _os_log_coprocessor_as_kernel
0000000180eedab0 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
0000000180ef276c (__TEXT,__text) external _os_nexus_attr_clone
0000000180ef26d0 (__TEXT,__text) external _os_nexus_attr_create
0000000180ef29e8 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180ef29b4 (__TEXT,__text) external _os_nexus_attr_get
0000000180ef27c8 (__TEXT,__text) external _os_nexus_attr_set
0000000180ef315c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180ef2e2c (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180ef2e4c (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180ef2a38 (__TEXT,__text) external _os_nexus_controller_create
0000000180ef2e20 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180ef37a0 (__TEXT,__text) external _os_nexus_controller_destroy
0000000180ef2e40 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180ef2b38 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180ef341c (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180ef2ff8 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180ef2b40 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180ef3380 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180ef2f78 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000180ef3d08 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
0000000180ef3b48 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000180ee5c40 (__TEXT,__text) external _os_packet_add_buflet
0000000180ee55d0 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180ee56d0 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000180ee5ccc (__TEXT,__text) external _os_packet_decrement_use_count
0000000180ee5b40 (__TEXT,__text) external _os_packet_finalize
0000000180ee5cf4 (__TEXT,__text) external _os_packet_get_aggregation_type
0000000180ee5aec (__TEXT,__text) external _os_packet_get_buflet_count
0000000180ee548c (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000180ee5ae0 (__TEXT,__text) external _os_packet_get_data_length
0000000180ee5724 (__TEXT,__text) external _os_packet_get_expire_time
0000000180ee5778 (__TEXT,__text) external _os_packet_get_expiry_action
0000000180ee5620 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180ee5714 (__TEXT,__text) external _os_packet_get_group_end
0000000180ee56f0 (__TEXT,__text) external _os_packet_get_group_start
0000000180ee5198 (__TEXT,__text) external _os_packet_get_headroom
0000000180ee55f0 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000180ee5a90 (__TEXT,__text) external _os_packet_get_keep_alive
0000000180ee51ec (__TEXT,__text) external _os_packet_get_link_broadcast
0000000180ee523c (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000180ee51c8 (__TEXT,__text) external _os_packet_get_link_header_length
0000000180ee5214 (__TEXT,__text) external _os_packet_get_link_multicast
0000000180ee5b04 (__TEXT,__text) external _os_packet_get_next_buflet
0000000180ee5910 (__TEXT,__text) external _os_packet_get_packetid
0000000180ee5b34 (__TEXT,__text) external _os_packet_get_segment_count
0000000180ee53b8 (__TEXT,__text) external _os_packet_get_service_class
0000000180ee57d4 (__TEXT,__text) external _os_packet_get_token
0000000180ee5da0 (__TEXT,__text) external _os_packet_get_trace_id
0000000180ee54e8 (__TEXT,__text) external _os_packet_get_traffic_class
0000000180ee52b4 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000180ee5264 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000180ee528c (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000180ee5abc (__TEXT,__text) external _os_packet_get_truncated
0000000180ee5a18 (__TEXT,__text) external _os_packet_get_vlan_id
0000000180ee5a20 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180ee59f0 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000180ee5a6c (__TEXT,__text) external _os_packet_get_wake_flag
0000000180ee5ca0 (__TEXT,__text) external _os_packet_increment_use_count
0000000180ee5a28 (__TEXT,__text) external _os_packet_set_app_metadata
0000000180ee547c (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180ee5754 (__TEXT,__text) external _os_packet_set_expire_time
0000000180ee57a8 (__TEXT,__text) external _os_packet_set_expiry_action
0000000180ee5678 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180ee5700 (__TEXT,__text) external _os_packet_set_group_end
0000000180ee56dc (__TEXT,__text) external _os_packet_set_group_start
0000000180ee5174 (__TEXT,__text) external _os_packet_set_headroom
0000000180ee55ac (__TEXT,__text) external _os_packet_set_inet_checksum
0000000180ee5aa0 (__TEXT,__text) external _os_packet_set_keep_alive
0000000180ee5acc (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180ee51d4 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180ee5224 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180ee51a4 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180ee51fc (__TEXT,__text) external _os_packet_set_link_multicast
0000000180ee597c (__TEXT,__text) external _os_packet_set_packetid
0000000180ee5e1c (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180ee52dc (__TEXT,__text) external _os_packet_set_service_class
0000000180ee587c (__TEXT,__text) external _os_packet_set_token
0000000180ee5dac (__TEXT,__text) external _os_packet_set_trace_id
0000000180ee54b8 (__TEXT,__text) external _os_packet_set_traffic_class
0000000180ee52c4 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180ee529c (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180ee524c (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000180ee5274 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000180ee5e2c (__TEXT,__text) external _os_packet_set_tso_flags
0000000180ee5d00 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180ee59d4 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000180ee5a7c (__TEXT,__text) external _os_packet_set_wake_flag
0000000180ee5db8 (__TEXT,__text) external _os_packet_trace_event
0000000180ee88ac (__TEXT,__text) external _os_proc_available_memory
0000000180ee7f44 (__TEXT,__text) external _panic
0000000180ee7f38 (__TEXT,__text) external _panic_init
0000000180ee3988 (__TEXT,__text) external _panic_with_data
0000000180ee39b4 (__TEXT,__text) external _pathconf
0000000180ee39e0 (__TEXT,__text) external _peeloff
0000000180edf4d4 (__TEXT,__text) external _pid_for_task
0000000180ee3a0c (__TEXT,__text) external _pid_hibernate
0000000180ee3a38 (__TEXT,__text) external _pid_resume
0000000180ef1af8 (__TEXT,__text) external _pid_shutdown_networking
0000000180ee3a64 (__TEXT,__text) external _pid_shutdown_sockets
0000000180ee3a90 (__TEXT,__text) external _pid_suspend
0000000180ee0e7c (__TEXT,__text) external _pipe
0000000180ee3abc (__TEXT,__text) external _pivot_root
0000000180ee3ae8 (__TEXT,__text) external _poll
0000000180ee0eb4 (__TEXT,__text) external _poll$NOCANCEL
0000000180ee509c (__TEXT,__text) non-external _port_for_id_internal
0000000180ee7f94 (__TEXT,__text) external _port_obj_init
0000000183014890 (__DATA,__common) external _port_obj_table
00000001830146a0 (__DATA,__data) external _port_obj_table_size
0000000180ee33dc (__TEXT,__text) external _posix_madvise
0000000180eed8d4 (__TEXT,__text) external _posix_spawn
0000000180eec4cc (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000180eec9f4 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000180eecb48 (__TEXT,__text) external _posix_spawn_file_actions_addchdir
0000000180eecb44 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
0000000180eec8a4 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180eec940 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000180eecc14 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
0000000180eecc10 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180eecaa8 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180eec73c (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000180eec6a8 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000180eec64c (__TEXT,__text) external _posix_spawn_file_actions_init
0000000180eebb28 (__TEXT,__text) external _posix_spawnattr_destroy
0000000180eec3ec (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180eed238 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000180eed1f4 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000180eebf64 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000180eebefc (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000180eeccf8 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180eebe6c (__TEXT,__text) external _posix_spawnattr_getflags
0000000180eeced0 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000180eebfd8 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180eebeb4 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000180eebffc (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000180eebe90 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000180eebed8 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000180eeba54 (__TEXT,__text) external _posix_spawnattr_init
0000000180eec414 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000180eed6c4 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000180eed7d8 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
0000000180eec45c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000180eec43c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000180eec47c (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000180eed404 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180eed218 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180eed798 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180eed510 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180eed570 (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000180eecd70 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180eed7f8 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180f121f0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180eed7b8 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000180eed8b4 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180eed610 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000180eed3c0 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000180eed324 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000180eed358 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000180eed25c (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000180eed2f4 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000180eec3cc (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180eed778 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000180eece98 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000180eed1c4 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180eece04 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
0000000180eec288 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000180eecd50 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000180eed45c (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000180eec24c (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000180eec130 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180eec614 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180eec088 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000180eed118 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000180eeccd8 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180eeccb0 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
0000000180eec21c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
0000000180eec5e0 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180eebe4c (__TEXT,__text) external _posix_spawnattr_setflags
0000000180eecd24 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180eecf94 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000180eed3e0 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000180eec1dc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180eec044 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000180eec1fc (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000180eec020 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180eec064 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180eec49c (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180ee3b14 (__TEXT,__text) external _pread
0000000180ee0f0c (__TEXT,__text) external _pread$NOCANCEL
0000000180ee3b40 (__TEXT,__text) external _preadv
0000000180ee0f38 (__TEXT,__text) external _preadv$NOCANCEL
0000000180eeae44 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000180eea2dc (__TEXT,__text) external _proc_clear_cpulimits
0000000180eea5f4 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000180ee9b20 (__TEXT,__text) external _proc_clear_dirty
0000000180eea4d4 (__TEXT,__text) external _proc_clear_vmpressure
0000000180ee9898 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180eea4c8 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180eea4d0 (__TEXT,__text) external _proc_denap_assertion_complete
0000000180eea654 (__TEXT,__text) external _proc_disable_apptype
0000000180ee9f8c (__TEXT,__text) external _proc_disable_cpumon
0000000180eea1f4 (__TEXT,__text) external _proc_disable_wakemon
0000000180eea33c (__TEXT,__text) external _proc_donate_importance_boost
0000000180eea6cc (__TEXT,__text) external _proc_enable_apptype
0000000180ee9ea0 (__TEXT,__text) external _proc_get_cpumon_params
0000000180ee9aa4 (__TEXT,__text) external _proc_get_dirty
0000000180eea170 (__TEXT,__text) external _proc_get_wakemon_params
0000000180eea394 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180eea450 (__TEXT,__text) external _proc_importance_assertion_complete
0000000180ee96d8 (__TEXT,__text) external _proc_kmsgbuf
0000000180ee9944 (__TEXT,__text) external _proc_libversion
0000000180eea244 (__TEXT,__text) external _proc_list_dynkqueueids
0000000180eea228 (__TEXT,__text) external _proc_list_uptrs
0000000180ee9260 (__TEXT,__text) external _proc_listallpids
0000000180ee92d8 (__TEXT,__text) external _proc_listchildpids
0000000180ee93a4 (__TEXT,__text) external _proc_listcoalitions
0000000180ee929c (__TEXT,__text) external _proc_listpgrppids
0000000180ee9228 (__TEXT,__text) external _proc_listpids
0000000180ef49d8 (__TEXT,__text) external _proc_listpidspath
0000000180ee9504 (__TEXT,__text) external _proc_name
0000000180ee93dc (__TEXT,__text) external _proc_pid_rusage
0000000180ee94b0 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000180ee9440 (__TEXT,__text) external _proc_pidfdinfo
0000000180ee9478 (__TEXT,__text) external _proc_pidfileportinfo
0000000180ee9314 (__TEXT,__text) external _proc_pidinfo
0000000180ee934c (__TEXT,__text) external _proc_pidoriginatorinfo
0000000180ee9710 (__TEXT,__text) external _proc_pidpath
0000000180ee97d0 (__TEXT,__text) external _proc_pidpath_audittoken
0000000180ee95dc (__TEXT,__text) external _proc_regionfilename
0000000180eea2d0 (__TEXT,__text) external _proc_reset_footprint_interval
0000000180ee9f6c (__TEXT,__text) external _proc_resume_cpumon
0000000180ee3b6c (__TEXT,__text) external _proc_rlimit_control
0000000180ee9f20 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000180ee9e54 (__TEXT,__text) external _proc_set_cpumon_params
0000000180ee9fd8 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000180eea814 (__TEXT,__text) external _proc_set_csm
0000000180eea594 (__TEXT,__text) external _proc_set_delayidlesleep
0000000180ee9a44 (__TEXT,__text) external _proc_set_dirty
0000000180eea74c (__TEXT,__text) external _proc_set_no_smt
0000000180eea534 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180eea1c0 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000180eea13c (__TEXT,__text) external _proc_set_wakemon_params
0000000180eea260 (__TEXT,__text) external _proc_setcpu_percentage
0000000180ee9964 (__TEXT,__text) external _proc_setpcontrol
0000000180ee93f8 (__TEXT,__text) external _proc_setthread_cpupercent
0000000180eea8d8 (__TEXT,__text) external _proc_setthread_csm
