00000001dbf4bf04 (__TEXT,__text) external _CGLGetCurrentContext
00000001dbf47b84 (__TEXT,__text) external _glSamplerParameterfv
00000001dbf47b28 (__TEXT,__text) external _glSamplerParameteri
00000001dbf47b48 (__TEXT,__text) external _glSamplerParameteriv
00000001dbf442ec (__TEXT,__text) external _glScaled
00000001dbf44300 (__TEXT,__text) external _glScalef
00000001dbf44314 (__TEXT,__text) external _glScissor
00000001dbf48e40 (__TEXT,__text) external _glScissorArrayv
00000001dbf48e60 (__TEXT,__text) external _glScissorIndexed
00000001dbf48e88 (__TEXT,__text) external _glScissorIndexedv
00000001dbf45944 (__TEXT,__text) external _glSecondaryColor3b
00000001dbf4aa74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001dbf45964 (__TEXT,__text) external _glSecondaryColor3bv
00000001dbf4aa94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001dbf4597c (__TEXT,__text) external _glSecondaryColor3d
00000001dbf4aaac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001dbf45990 (__TEXT,__text) external _glSecondaryColor3dv
00000001dbf4aac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001dbf459a8 (__TEXT,__text) external _glSecondaryColor3f
00000001dbf4aad8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001dbf459bc (__TEXT,__text) external _glSecondaryColor3fv
00000001dbf4aaec (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001dbf459d4 (__TEXT,__text) external _glSecondaryColor3i
00000001dbf4ab04 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001dbf459f4 (__TEXT,__text) external _glSecondaryColor3iv
00000001dbf4ab24 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001dbf45a0c (__TEXT,__text) external _glSecondaryColor3s
00000001dbf4ab3c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001dbf45a2c (__TEXT,__text) external _glSecondaryColor3sv
00000001dbf4ab5c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001dbf45a44 (__TEXT,__text) external _glSecondaryColor3ub
00000001dbf4ab74 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001dbf45a64 (__TEXT,__text) external _glSecondaryColor3ubv
00000001dbf4ab94 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001dbf45a7c (__TEXT,__text) external _glSecondaryColor3ui
00000001dbf4abac (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001dbf45a9c (__TEXT,__text) external _glSecondaryColor3uiv
00000001dbf4abcc (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001dbf45ab4 (__TEXT,__text) external _glSecondaryColor3us
00000001dbf4abe4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001dbf45ad4 (__TEXT,__text) external _glSecondaryColor3usv
00000001dbf4ac04 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001dbf45aec (__TEXT,__text) external _glSecondaryColorPointer
00000001dbf4ac1c (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001dbf44338 (__TEXT,__text) external _glSelectBuffer
00000001dbf4510c (__TEXT,__text) external _glSeparableFilter2D
00000001dbf4ba24 (__TEXT,__text) external _glSetFenceAPPLE
00000001dbf44354 (__TEXT,__text) external _glShadeModel
00000001dbf483b4 (__TEXT,__text) external _glShaderBinary
00000001dbf464fc (__TEXT,__text) external _glShaderSource
00000001dbf4a208 (__TEXT,__text) external _glShaderSourceARB
00000001dbf4436c (__TEXT,__text) external _glStencilFunc
00000001dbf46a68 (__TEXT,__text) external _glStencilFuncSeparate
00000001dbf4bdf0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001dbf4438c (__TEXT,__text) external _glStencilMask
00000001dbf46ab0 (__TEXT,__text) external _glStencilMaskSeparate
00000001dbf443a4 (__TEXT,__text) external _glStencilOp
00000001dbf46a8c (__TEXT,__text) external _glStencilOpSeparate
00000001dbf4bdcc (__TEXT,__text) external _glStencilOpSeparateATI
00000001dbf4bc54 (__TEXT,__text) external _glSwapAPPLE
00000001dbf4ba54 (__TEXT,__text) external _glTestFenceAPPLE
00000001dbf4ba84 (__TEXT,__text) external _glTestObjectAPPLE
00000001dbf477b0 (__TEXT,__text) external _glTexBuffer
00000001dbf443c4 (__TEXT,__text) external _glTexCoord1d
00000001dbf443d8 (__TEXT,__text) external _glTexCoord1dv
00000001dbf443f0 (__TEXT,__text) external _glTexCoord1f
00000001dbf44404 (__TEXT,__text) external _glTexCoord1fv
00000001dbf4441c (__TEXT,__text) external _glTexCoord1i
00000001dbf44434 (__TEXT,__text) external _glTexCoord1iv
00000001dbf4444c (__TEXT,__text) external _glTexCoord1s
00000001dbf44464 (__TEXT,__text) external _glTexCoord1sv
00000001dbf4447c (__TEXT,__text) external _glTexCoord2d
00000001dbf44490 (__TEXT,__text) external _glTexCoord2dv
00000001dbf444a8 (__TEXT,__text) external _glTexCoord2f
00000001dbf444bc (__TEXT,__text) external _glTexCoord2fv
00000001dbf444d4 (__TEXT,__text) external _glTexCoord2i
00000001dbf444f0 (__TEXT,__text) external _glTexCoord2iv
00000001dbf44508 (__TEXT,__text) external _glTexCoord2s
00000001dbf44524 (__TEXT,__text) external _glTexCoord2sv
00000001dbf4453c (__TEXT,__text) external _glTexCoord3d
00000001dbf44550 (__TEXT,__text) external _glTexCoord3dv
00000001dbf44568 (__TEXT,__text) external _glTexCoord3f
00000001dbf4457c (__TEXT,__text) external _glTexCoord3fv
00000001dbf44594 (__TEXT,__text) external _glTexCoord3i
00000001dbf445b4 (__TEXT,__text) external _glTexCoord3iv
00000001dbf445cc (__TEXT,__text) external _glTexCoord3s
00000001dbf445ec (__TEXT,__text) external _glTexCoord3sv
00000001dbf44604 (__TEXT,__text) external _glTexCoord4d
00000001dbf44618 (__TEXT,__text) external _glTexCoord4dv
00000001dbf44630 (__TEXT,__text) external _glTexCoord4f
00000001dbf44644 (__TEXT,__text) external _glTexCoord4fv
00000001dbf4465c (__TEXT,__text) external _glTexCoord4i
00000001dbf44680 (__TEXT,__text) external _glTexCoord4iv
00000001dbf44698 (__TEXT,__text) external _glTexCoord4s
00000001dbf446bc (__TEXT,__text) external _glTexCoord4sv
00000001dbf446d4 (__TEXT,__text) external _glTexCoordPointer
00000001dbf446f8 (__TEXT,__text) external _glTexEnvf
00000001dbf44714 (__TEXT,__text) external _glTexEnvfv
00000001dbf44734 (__TEXT,__text) external _glTexEnvi
00000001dbf44754 (__TEXT,__text) external _glTexEnviv
00000001dbf44774 (__TEXT,__text) external _glTexGend
00000001dbf44790 (__TEXT,__text) external _glTexGendv
00000001dbf447b0 (__TEXT,__text) external _glTexGenf
00000001dbf447cc (__TEXT,__text) external _glTexGenfv
00000001dbf447ec (__TEXT,__text) external _glTexGeni
00000001dbf4480c (__TEXT,__text) external _glTexGeniv
00000001dbf4482c (__TEXT,__text) external _glTexImage1D
00000001dbf44880 (__TEXT,__text) external _glTexImage2D
00000001dbf47980 (__TEXT,__text) external _glTexImage2DMultisample
00000001dbf44d04 (__TEXT,__text) external _glTexImage3D
00000001dbf479ac (__TEXT,__text) external _glTexImage3DMultisample
00000001dbf47524 (__TEXT,__text) external _glTexParameterIiv
00000001dbf4b6bc (__TEXT,__text) external _glTexParameterIivEXT
00000001dbf47544 (__TEXT,__text) external _glTexParameterIuiv
00000001dbf4b6dc (__TEXT,__text) external _glTexParameterIuivEXT
00000001dbf448dc (__TEXT,__text) external _glTexParameterf
00000001dbf448f8 (__TEXT,__text) external _glTexParameterfv
00000001dbf44918 (__TEXT,__text) external _glTexParameteri
00000001dbf44938 (__TEXT,__text) external _glTexParameteriv
00000001dbf4a8e4 (__TEXT,__text) external _glTexStorage1D
00000001dbf4a908 (__TEXT,__text) external _glTexStorage2D
00000001dbf4a930 (__TEXT,__text) external _glTexStorage3D
00000001dbf44958 (__TEXT,__text) external _glTexSubImage1D
00000001dbf44988 (__TEXT,__text) external _glTexSubImage2D
00000001dbf44d48 (__TEXT,__text) external _glTexSubImage3D
00000001dbf4be8c (__TEXT,__text) external _glTextureBarrierNV
00000001dbf4b9ac (__TEXT,__text) external _glTextureRangeAPPLE
00000001dbf47058 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001dbf4b15c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001dbf449e4 (__TEXT,__text) external _glTranslated
00000001dbf449f8 (__TEXT,__text) external _glTranslatef
00000001dbf47e38 (__TEXT,__text) external _glUniform1d
00000001dbf47e98 (__TEXT,__text) external _glUniform1dv
00000001dbf465fc (__TEXT,__text) external _glUniform1f
00000001dbf4a2bc (__TEXT,__text) external _glUniform1fARB
00000001dbf466e4 (__TEXT,__text) external _glUniform1fv
00000001dbf4a3a4 (__TEXT,__text) external _glUniform1fvARB
00000001dbf4665c (__TEXT,__text) external _glUniform1i
00000001dbf4a31c (__TEXT,__text) external _glUniform1iARB
00000001dbf46764 (__TEXT,__text) external _glUniform1iv
00000001dbf4a424 (__TEXT,__text) external _glUniform1ivARB
00000001dbf4741c (__TEXT,__text) external _glUniform1ui
00000001dbf4b510 (__TEXT,__text) external _glUniform1uiEXT
00000001dbf474a4 (__TEXT,__text) external _glUniform1uiv
00000001dbf4b598 (__TEXT,__text) external _glUniform1uivEXT
00000001dbf47e50 (__TEXT,__text) external _glUniform2d
00000001dbf47eb8 (__TEXT,__text) external _glUniform2dv
00000001dbf46614 (__TEXT,__text) external _glUniform2f
00000001dbf4a2d4 (__TEXT,__text) external _glUniform2fARB
00000001dbf46704 (__TEXT,__text) external _glUniform2fv
00000001dbf4a3c4 (__TEXT,__text) external _glUniform2fvARB
00000001dbf46678 (__TEXT,__text) external _glUniform2i
00000001dbf4a338 (__TEXT,__text) external _glUniform2iARB
00000001dbf46784 (__TEXT,__text) external _glUniform2iv
00000001dbf4a444 (__TEXT,__text) external _glUniform2ivARB
00000001dbf47438 (__TEXT,__text) external _glUniform2ui
00000001dbf4b52c (__TEXT,__text) external _glUniform2uiEXT
00000001dbf474c4 (__TEXT,__text) external _glUniform2uiv
00000001dbf4b5b8 (__TEXT,__text) external _glUniform2uivEXT
00000001dbf47e68 (__TEXT,__text) external _glUniform3d
00000001dbf47ed8 (__TEXT,__text) external _glUniform3dv
00000001dbf4662c (__TEXT,__text) external _glUniform3f
00000001dbf4a2ec (__TEXT,__text) external _glUniform3fARB
00000001dbf46724 (__TEXT,__text) external _glUniform3fv
00000001dbf4a3e4 (__TEXT,__text) external _glUniform3fvARB
00000001dbf46698 (__TEXT,__text) external _glUniform3i
00000001dbf4a358 (__TEXT,__text) external _glUniform3iARB
00000001dbf467a4 (__TEXT,__text) external _glUniform3iv
00000001dbf4a464 (__TEXT,__text) external _glUniform3ivARB
00000001dbf47458 (__TEXT,__text) external _glUniform3ui
00000001dbf4b54c (__TEXT,__text) external _glUniform3uiEXT
00000001dbf474e4 (__TEXT,__text) external _glUniform3uiv
00000001dbf4b5d8 (__TEXT,__text) external _glUniform3uivEXT
00000001dbf47e80 (__TEXT,__text) external _glUniform4d
00000001dbf47ef8 (__TEXT,__text) external _glUniform4dv
00000001dbf46644 (__TEXT,__text) external _glUniform4f
00000001dbf4a304 (__TEXT,__text) external _glUniform4fARB
00000001dbf46744 (__TEXT,__text) external _glUniform4fv
00000001dbf4a404 (__TEXT,__text) external _glUniform4fvARB
00000001dbf466bc (__TEXT,__text) external _glUniform4i
00000001dbf4a37c (__TEXT,__text) external _glUniform4iARB
00000001dbf467c4 (__TEXT,__text) external _glUniform4iv
00000001dbf4a484 (__TEXT,__text) external _glUniform4ivARB
00000001dbf4747c (__TEXT,__text) external _glUniform4ui
00000001dbf4b570 (__TEXT,__text) external _glUniform4uiEXT
00000001dbf47504 (__TEXT,__text) external _glUniform4uiv
00000001dbf4b5f8 (__TEXT,__text) external _glUniform4uivEXT
00000001dbf47744 (__TEXT,__text) external _glUniformBlockBinding
00000001dbf4b1f0 (__TEXT,__text) external _glUniformBufferEXT
00000001dbf47f18 (__TEXT,__text) external _glUniformMatrix2dv
00000001dbf467e4 (__TEXT,__text) external _glUniformMatrix2fv
00000001dbf4a4a4 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001dbf47f84 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001dbf46ae8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001dbf47fcc (__TEXT,__text) external _glUniformMatrix2x4dv
00000001dbf46b30 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001dbf47f3c (__TEXT,__text) external _glUniformMatrix3dv
00000001dbf46808 (__TEXT,__text) external _glUniformMatrix3fv
00000001dbf4a4c8 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001dbf47fa8 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001dbf46b0c (__TEXT,__text) external _glUniformMatrix3x2fv
00000001dbf48014 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001dbf46b78 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001dbf47f60 (__TEXT,__text) external _glUniformMatrix4dv
00000001dbf4682c (__TEXT,__text) external _glUniformMatrix4fv
00000001dbf4a4ec (__TEXT,__text) external _glUniformMatrix4fvARB
00000001dbf47ff0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001dbf46b54 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001dbf48038 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001dbf46b9c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001dbf4813c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001dbf4a978 (__TEXT,__text) external _glUnlockArraysEXT
00000001dbf45f4c (__TEXT,__text) external _glUnmapBuffer
00000001dbf4a14c (__TEXT,__text) external _glUnmapBufferARB
00000001dbf465a8 (__TEXT,__text) external _glUseProgram
00000001dbf4a28c (__TEXT,__text) external _glUseProgramObjectARB
00000001dbf48494 (__TEXT,__text) external _glUseProgramStages
00000001dbf465e0 (__TEXT,__text) external _glValidateProgram
00000001dbf4a2a4 (__TEXT,__text) external _glValidateProgramARB
00000001dbf48578 (__TEXT,__text) external _glValidateProgramPipeline
00000001dbf44a0c (__TEXT,__text) external _glVertex2d
00000001dbf44a20 (__TEXT,__text) external _glVertex2dv
00000001dbf44a38 (__TEXT,__text) external _glVertex2f
00000001dbf44a4c (__TEXT,__text) external _glVertex2fv
00000001dbf44a64 (__TEXT,__text) external _glVertex2i
00000001dbf44a80 (__TEXT,__text) external _glVertex2iv
00000001dbf44a98 (__TEXT,__text) external _glVertex2s
00000001dbf44ab4 (__TEXT,__text) external _glVertex2sv
00000001dbf44acc (__TEXT,__text) external _glVertex3d
00000001dbf44ae0 (__TEXT,__text) external _glVertex3dv
00000001dbf44af8 (__TEXT,__text) external _glVertex3f
00000001dbf44b0c (__TEXT,__text) external _glVertex3fv
00000001dbf44b24 (__TEXT,__text) external _glVertex3i
00000001dbf44b44 (__TEXT,__text) external _glVertex3iv
00000001dbf44b5c (__TEXT,__text) external _glVertex3s
00000001dbf44b7c (__TEXT,__text) external _glVertex3sv
00000001dbf44b94 (__TEXT,__text) external _glVertex4d
00000001dbf44ba8 (__TEXT,__text) external _glVertex4dv
00000001dbf44bc0 (__TEXT,__text) external _glVertex4f
00000001dbf44bd4 (__TEXT,__text) external _glVertex4fv
00000001dbf44bec (__TEXT,__text) external _glVertex4i
00000001dbf44c10 (__TEXT,__text) external _glVertex4iv
00000001dbf44c28 (__TEXT,__text) external _glVertex4s
00000001dbf44c4c (__TEXT,__text) external _glVertex4sv
00000001dbf4baf4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001dbf4babc (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001dbf45fc0 (__TEXT,__text) external _glVertexAttrib1d
00000001dbf48fbc (__TEXT,__text) external _glVertexAttrib1dARB
00000001dbf45fd8 (__TEXT,__text) external _glVertexAttrib1dv
00000001dbf49130 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001dbf45ff4 (__TEXT,__text) external _glVertexAttrib1f
00000001dbf48fa4 (__TEXT,__text) external _glVertexAttrib1fARB
00000001dbf4600c (__TEXT,__text) external _glVertexAttrib1fv
00000001dbf49114 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001dbf46028 (__TEXT,__text) external _glVertexAttrib1s
00000001dbf48f88 (__TEXT,__text) external _glVertexAttrib1sARB
00000001dbf46044 (__TEXT,__text) external _glVertexAttrib1sv
00000001dbf490f8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001dbf46060 (__TEXT,__text) external _glVertexAttrib2d
00000001dbf4900c (__TEXT,__text) external _glVertexAttrib2dARB
00000001dbf46078 (__TEXT,__text) external _glVertexAttrib2dv
00000001dbf49184 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001dbf46094 (__TEXT,__text) external _glVertexAttrib2f
00000001dbf48ff4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001dbf460ac (__TEXT,__text) external _glVertexAttrib2fv
00000001dbf49168 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001dbf460c8 (__TEXT,__text) external _glVertexAttrib2s
00000001dbf48fd4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001dbf460e8 (__TEXT,__text) external _glVertexAttrib2sv
00000001dbf4914c (__TEXT,__text) external _glVertexAttrib2svARB
00000001dbf46104 (__TEXT,__text) external _glVertexAttrib3d
00000001dbf49060 (__TEXT,__text) external _glVertexAttrib3dARB
00000001dbf4611c (__TEXT,__text) external _glVertexAttrib3dv
00000001dbf491d8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001dbf46138 (__TEXT,__text) external _glVertexAttrib3f
00000001dbf49048 (__TEXT,__text) external _glVertexAttrib3fARB
00000001dbf46150 (__TEXT,__text) external _glVertexAttrib3fv
00000001dbf491bc (__TEXT,__text) external _glVertexAttrib3fvARB
00000001dbf4616c (__TEXT,__text) external _glVertexAttrib3s
00000001dbf49024 (__TEXT,__text) external _glVertexAttrib3sARB
00000001dbf46190 (__TEXT,__text) external _glVertexAttrib3sv
00000001dbf491a0 (__TEXT,__text) external _glVertexAttrib3svARB
00000001dbf461ac (__TEXT,__text) external _glVertexAttrib4Nbv
00000001dbf492d4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001dbf461c8 (__TEXT,__text) external _glVertexAttrib4Niv
00000001dbf4930c (__TEXT,__text) external _glVertexAttrib4NivARB
00000001dbf461e4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001dbf492f0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001dbf46200 (__TEXT,__text) external _glVertexAttrib4Nub
00000001dbf490d0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001dbf46228 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001dbf49328 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001dbf46244 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001dbf49360 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001dbf46260 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001dbf49344 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001dbf4627c (__TEXT,__text) external _glVertexAttrib4bv
00000001dbf491f4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001dbf46298 (__TEXT,__text) external _glVertexAttrib4d
00000001dbf490b8 (__TEXT,__text) external _glVertexAttrib4dARB
00000001dbf462b0 (__TEXT,__text) external _glVertexAttrib4dv
00000001dbf492b8 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001dbf462cc (__TEXT,__text) external _glVertexAttrib4f
00000001dbf490a0 (__TEXT,__text) external _glVertexAttrib4fARB
00000001dbf462e4 (__TEXT,__text) external _glVertexAttrib4fv
00000001dbf4929c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001dbf46300 (__TEXT,__text) external _glVertexAttrib4iv
00000001dbf4922c (__TEXT,__text) external _glVertexAttrib4ivARB
00000001dbf4631c (__TEXT,__text) external _glVertexAttrib4s
00000001dbf49078 (__TEXT,__text) external _glVertexAttrib4sARB
00000001dbf46344 (__TEXT,__text) external _glVertexAttrib4sv
00000001dbf49210 (__TEXT,__text) external _glVertexAttrib4svARB
00000001dbf46360 (__TEXT,__text) external _glVertexAttrib4ubv
00000001dbf49248 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001dbf4637c (__TEXT,__text) external _glVertexAttrib4uiv
00000001dbf49280 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001dbf46398 (__TEXT,__text) external _glVertexAttrib4usv
00000001dbf49264 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001dbf47de0 (__TEXT,__text) external _glVertexAttribDivisor
00000001dbf4a6ec (__TEXT,__text) external _glVertexAttribDivisorARB
00000001dbf47160 (__TEXT,__text) external _glVertexAttribI1i
00000001dbf4b248 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001dbf47270 (__TEXT,__text) external _glVertexAttribI1iv
00000001dbf4b358 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001dbf471e8 (__TEXT,__text) external _glVertexAttribI1ui
00000001dbf4b2d0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001dbf472e0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001dbf4b3c8 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001dbf4717c (__TEXT,__text) external _glVertexAttribI2i
00000001dbf4b264 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001dbf4728c (__TEXT,__text) external _glVertexAttribI2iv
00000001dbf4b374 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001dbf47204 (__TEXT,__text) external _glVertexAttribI2ui
00000001dbf4b2ec (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001dbf472fc (__TEXT,__text) external _glVertexAttribI2uiv
00000001dbf4b3e4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001dbf4719c (__TEXT,__text) external _glVertexAttribI3i
00000001dbf4b284 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001dbf472a8 (__TEXT,__text) external _glVertexAttribI3iv
00000001dbf4b390 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001dbf47224 (__TEXT,__text) external _glVertexAttribI3ui
00000001dbf4b30c (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001dbf47318 (__TEXT,__text) external _glVertexAttribI3uiv
00000001dbf4b400 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001dbf47350 (__TEXT,__text) external _glVertexAttribI4bv
00000001dbf4b438 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001dbf471c0 (__TEXT,__text) external _glVertexAttribI4i
00000001dbf4b2a8 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001dbf472c4 (__TEXT,__text) external _glVertexAttribI4iv
00000001dbf4b3ac (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001dbf4736c (__TEXT,__text) external _glVertexAttribI4sv
00000001dbf4b454 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001dbf47388 (__TEXT,__text) external _glVertexAttribI4ubv
00000001dbf4b470 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001dbf47248 (__TEXT,__text) external _glVertexAttribI4ui
00000001dbf4b330 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001dbf47334 (__TEXT,__text) external _glVertexAttribI4uiv
00000001dbf4b41c (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001dbf473a4 (__TEXT,__text) external _glVertexAttribI4usv
00000001dbf4b48c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001dbf470f8 (__TEXT,__text) external _glVertexAttribIPointer
00000001dbf4b4a8 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001dbf48cd4 (__TEXT,__text) external _glVertexAttribL1d
00000001dbf48d34 (__TEXT,__text) external _glVertexAttribL1dv
00000001dbf48cec (__TEXT,__text) external _glVertexAttribL2d
00000001dbf48d50 (__TEXT,__text) external _glVertexAttribL2dv
00000001dbf48d04 (__TEXT,__text) external _glVertexAttribL3d
00000001dbf48d6c (__TEXT,__text) external _glVertexAttribL3dv
00000001dbf48d1c (__TEXT,__text) external _glVertexAttribL4d
00000001dbf48d88 (__TEXT,__text) external _glVertexAttribL4dv
00000001dbf48da4 (__TEXT,__text) external _glVertexAttribLPointer
00000001dbf47cc0 (__TEXT,__text) external _glVertexAttribP1ui
00000001dbf47d50 (__TEXT,__text) external _glVertexAttribP1uiv
00000001dbf47ce4 (__TEXT,__text) external _glVertexAttribP2ui
00000001dbf47d74 (__TEXT,__text) external _glVertexAttribP2uiv
00000001dbf47d08 (__TEXT,__text) external _glVertexAttribP3ui
00000001dbf47d98 (__TEXT,__text) external _glVertexAttribP3uiv
00000001dbf47d2c (__TEXT,__text) external _glVertexAttribP4ui
00000001dbf47dbc (__TEXT,__text) external _glVertexAttribP4uiv
00000001dbf463b4 (__TEXT,__text) external _glVertexAttribPointer
00000001dbf4937c (__TEXT,__text) external _glVertexAttribPointerARB
00000001dbf49778 (__TEXT,__text) external _glVertexBlendARB
00000001dbf4bd2c (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001dbf44c64 (__TEXT,__text) external _glVertexPointer
00000001dbf44c88 (__TEXT,__text) external _glViewport
00000001dbf48dec (__TEXT,__text) external _glViewportArrayv
00000001dbf48e0c (__TEXT,__text) external _glViewportIndexedf
00000001dbf48e24 (__TEXT,__text) external _glViewportIndexedfv
00000001dbf4791c (__TEXT,__text) external _glWaitSync
00000001dbf49754 (__TEXT,__text) external _glWeightPointerARB
00000001dbf49674 (__TEXT,__text) external _glWeightbvARB
00000001dbf496e4 (__TEXT,__text) external _glWeightdvARB
00000001dbf496c8 (__TEXT,__text) external _glWeightfvARB
00000001dbf496ac (__TEXT,__text) external _glWeightivARB
00000001dbf49690 (__TEXT,__text) external _glWeightsvARB
00000001dbf49700 (__TEXT,__text) external _glWeightubvARB
00000001dbf49738 (__TEXT,__text) external _glWeightuivARB
00000001dbf4971c (__TEXT,__text) external _glWeightusvARB
00000001dbf45bec (__TEXT,__text) external _glWindowPos2d
00000001dbf49dec (__TEXT,__text) external _glWindowPos2dARB
00000001dbf45c00 (__TEXT,__text) external _glWindowPos2dv
00000001dbf49e00 (__TEXT,__text) external _glWindowPos2dvARB
00000001dbf45c18 (__TEXT,__text) external _glWindowPos2f
00000001dbf49e18 (__TEXT,__text) external _glWindowPos2fARB
00000001dbf45c2c (__TEXT,__text) external _glWindowPos2fv
00000001dbf49e2c (__TEXT,__text) external _glWindowPos2fvARB
00000001dbf45c44 (__TEXT,__text) external _glWindowPos2i
00000001dbf49e44 (__TEXT,__text) external _glWindowPos2iARB
00000001dbf45c60 (__TEXT,__text) external _glWindowPos2iv
00000001dbf49e60 (__TEXT,__text) external _glWindowPos2ivARB
00000001dbf45c78 (__TEXT,__text) external _glWindowPos2s
00000001dbf49e78 (__TEXT,__text) external _glWindowPos2sARB
00000001dbf45c94 (__TEXT,__text) external _glWindowPos2sv
00000001dbf49e94 (__TEXT,__text) external _glWindowPos2svARB
00000001dbf45cac (__TEXT,__text) external _glWindowPos3d
00000001dbf49eac (__TEXT,__text) external _glWindowPos3dARB
00000001dbf45cc0 (__TEXT,__text) external _glWindowPos3dv
00000001dbf49ec0 (__TEXT,__text) external _glWindowPos3dvARB
00000001dbf45cd8 (__TEXT,__text) external _glWindowPos3f
00000001dbf49ed8 (__TEXT,__text) external _glWindowPos3fARB
00000001dbf45cec (__TEXT,__text) external _glWindowPos3fv
00000001dbf49eec (__TEXT,__text) external _glWindowPos3fvARB
00000001dbf45d04 (__TEXT,__text) external _glWindowPos3i
00000001dbf49f04 (__TEXT,__text) external _glWindowPos3iARB
00000001dbf45d24 (__TEXT,__text) external _glWindowPos3iv
00000001dbf49f24 (__TEXT,__text) external _glWindowPos3ivARB
