                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804e01e4 (__TEXT,__text) non-external _LI_get_thread_info
00000001ead947ac (__DATA,__bss) non-external _net_v6_count
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
                 (undefined) external _notify_get_state (from libsystem_notify)
                 (undefined) external _notify_peek (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
                 (undefined) external _notify_register_plain (from libsystem_notify)
0000000180503a44 (__TEXT,__text) external _ntohl
0000000180503a54 (__TEXT,__text) external _ntohs
00000001804f7ff0 (__TEXT,__text) non-external (was a private external) _od_debug_enabled
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
00000001edb4c180 (__AUTH,__data) non-external _ops
                 (undefined) external _os_activity_scope_enter (from libsystem_trace)
                 (undefined) external _os_activity_scope_leave (from libsystem_trace)
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_release (from libdispatch)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_variant_allows_internal_security_policies (from libsystem_darwin)
                 (undefined) external _os_variant_is_darwinos (from libsystem_darwin)
00000001804f6298 (__TEXT,__text) non-external _parse_compatibility_uuid
00000001ece984f0 (__DATA_DIRTY,__bss) non-external _path_check
                 (undefined) external _perror (from libsystem_c)
00000001804fee0c (__TEXT,__text) external _pmap_getmaps
00000001804ff038 (__TEXT,__text) external _pmap_getport
00000001804feee0 (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
00000001804ff190 (__TEXT,__text) external _pmap_rmtcall
00000001804fd9c8 (__TEXT,__text) external _pmap_set
00000001804fdb10 (__TEXT,__text) external _pmap_unset
00000001804ffac8 (__TEXT,__text) non-external (was a private external) _pmap_wakeup
00000001804f4678 (__TEXT,__text) external _prdb_end
00000001804f466c (__TEXT,__text) external _prdb_get
00000001804f4664 (__TEXT,__text) external _prdb_getbyname
00000001804f4674 (__TEXT,__text) external _prdb_set
                 (undefined) external _pthread_atfork (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _puts (from libsystem_c)
                 (undefined) external _qsort (from libsystem_c)
0000000180504374 (__TEXT,__text) external _rcmd
0000000180503a64 (__TEXT,__text) external _rcmd_af
00000001ead948e0 (__DATA,__bss) non-external _rcmd_af.canonnamebuf
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
                 (undefined) external _readdir_r (from libsystem_c)
00000001804fb228 (__TEXT,__text) non-external _readtcp
0000000180501328 (__TEXT,__text) non-external _readtcp
0000000180503164 (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libsystem_malloc)
                 (undefined) external _recv$NOCANCEL (from libsystem_c)
                 (undefined) external _recvfrom$NOCANCEL (from libsystem_kernel)
00000001805011dc (__TEXT,__text) non-external _rendezvous_abort
00000001805010b4 (__TEXT,__text) non-external _rendezvous_request
00000001805011d4 (__TEXT,__text) non-external _rendezvous_stat
00000001edb4c260 (__AUTH,__data) non-external _reply_dscrm
00000001804ec068 (__TEXT,__text) external _res_init
00000001804ec070 (__TEXT,__text) external _res_query
00000001804ec204 (__TEXT,__text) external _res_search
00000001804fd03c (__TEXT,__text) non-external _rfc6724_precedence
00000001804fd134 (__TEXT,__text) non-external _rfc6724_scope_sa
00000001ead94778 (__DATA,__bss) non-external _rootfs
00000001ead94770 (__DATA,__bss) non-external _rootfs_once
00000001ead94758 (__DATA,__common) external _rpc_createerr
00000001e6b2dd68 (__DATA_CONST,__const) non-external _rpc_errlist
0000000180504380 (__TEXT,__text) external _rresvport
0000000180504274 (__TEXT,__text) external _rresvport_af
00000001805049ec (__TEXT,__text) external _ruserok
00000001804e8998 (__TEXT,__text) non-external _search_addrinfo
00000001804f4dc0 (__TEXT,__text) non-external _search_alias_all
00000001804f4da8 (__TEXT,__text) non-external _search_alias_byname
00000001804f4b3c (__TEXT,__text) non-external _search_close
00000001804ea780 (__TEXT,__text) non-external _search_fs_all
00000001804f4f84 (__TEXT,__text) non-external _search_fs_byfile
00000001804f4f6c (__TEXT,__text) non-external _search_fs_byspec
00000001804de8c0 (__TEXT,__text) non-external _search_get_module
00000001804f4be4 (__TEXT,__text) non-external _search_group_all
00000001804e0870 (__TEXT,__text) non-external _search_group_bygid
00000001804e4e10 (__TEXT,__text) non-external _search_group_byname
00000001804f4bcc (__TEXT,__text) non-external _search_group_byuuid
00000001804e92bc (__TEXT,__text) non-external _search_groupist
00000001804f4dd8 (__TEXT,__text) non-external _search_host_all
00000001804e986c (__TEXT,__text) non-external _search_host_byaddr
00000001804e8238 (__TEXT,__text) non-external _search_host_byname
00000001804f4d18 (__TEXT,__text) non-external _search_in_netgroup
00000001804f4bac (__TEXT,__text) non-external _search_is_valid
00000001804de7fc (__TEXT,__text) non-external _search_item_byname
00000001804de7fc (__TEXT,__text) non-external _search_item_bynumber
00000001804e52fc (__TEXT,__text) non-external _search_item_byuuid
00000001804ea798 (__TEXT,__text) non-external _search_list
00000001804f4fcc (__TEXT,__text) non-external _search_mac_all
00000001804f4fb4 (__TEXT,__text) non-external _search_mac_bymac
00000001804f4f9c (__TEXT,__text) non-external _search_mac_byname
00000001804f4fe4 (__TEXT,__text) non-external _search_nameinfo
00000001804f4bfc (__TEXT,__text) non-external _search_netgroup_byname
00000001804f4e20 (__TEXT,__text) non-external _search_network_all
00000001804f4e08 (__TEXT,__text) non-external _search_network_byaddr
00000001804f4df0 (__TEXT,__text) non-external _search_network_byname
00000001804f4e80 (__TEXT,__text) non-external _search_protocol_all
00000001804f4e50 (__TEXT,__text) non-external _search_protocol_byname
00000001804f4e68 (__TEXT,__text) non-external _search_protocol_bynumber
00000001804f4f54 (__TEXT,__text) non-external _search_rpc_all
00000001804f4e98 (__TEXT,__text) non-external _search_rpc_byname
00000001804f4eb0 (__TEXT,__text) non-external _search_rpc_bynumber
00000001804f4e38 (__TEXT,__text) non-external _search_service_all
00000001804e3578 (__TEXT,__text) non-external _search_service_byname
00000001804ea3c8 (__TEXT,__text) non-external _search_service_byport
00000001804e8fd4 (__TEXT,__text) non-external (was a private external) _search_set_flags
00000001804f50e4 (__TEXT,__text) non-external _search_srv_byname
00000001804f4bb4 (__TEXT,__text) non-external _search_user_all
00000001804e34c0 (__TEXT,__text) non-external _search_user_byname
00000001804de7e4 (__TEXT,__text) non-external _search_user_byuid
00000001804e52e4 (__TEXT,__text) non-external _search_user_byuuid
00000001804e8910 (__TEXT,__text) non-external _search_wants_addrinfo
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _send$NOCANCEL (from libsystem_c)
                 (undefined) external _sendto$NOCANCEL (from libsystem_kernel)
00000001edb4c290 (__AUTH,__data) non-external _server_ops
0000000180502fac (__TEXT,__text) non-external _set_input_fragment
00000001804fc020 (__TEXT,__text) non-external (was a private external) _set_loopback_ifindex
00000001ead94310 (__DATA,__data) non-external _set_retry_timeout
00000001ead94320 (__DATA,__data) non-external _set_total_timeout
00000001804f7b10 (__TEXT,__text) external _setdomainname
                 (undefined) external _seteuid (from libsystem_kernel)
00000001804ea6b0 (__TEXT,__text) external _setfsent
00000001804f2a5c (__TEXT,__text) external _setgrent
00000001804f2ad8 (__TEXT,__text) external _setgroupent
00000001804f3530 (__TEXT,__text) external _sethostent
00000001804f38a0 (__TEXT,__text) external _setnetent
00000001804f2b84 (__TEXT,__text) external _setnetgrent
00000001804f29c8 (__TEXT,__text) external _setpassent
00000001804f3ae0 (__TEXT,__text) external _setprotoent
00000001804f294c (__TEXT,__text) external _setpwent
00000001804f3c28 (__TEXT,__text) external _setrpcent
00000001804f3998 (__TEXT,__text) external _setservent
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001804e1394 (__TEXT,__text) external _si_addrinfo
00000001804e1fb8 (__TEXT,__text) external _si_addrinfo_list
00000001804e8dd8 (__TEXT,__text) external _si_addrinfo_list_from_hostent
00000001804e2a4c (__TEXT,__text) external _si_addrinfo_v4
00000001804f5258 (__TEXT,__text) external _si_addrinfo_v4_mapped
00000001804e2410 (__TEXT,__text) external _si_addrinfo_v6
00000001804f5dc8 (__TEXT,__text) external _si_alias_all
00000001804f5dac (__TEXT,__text) external _si_alias_byname
00000001804e54b4 (__TEXT,__text) external _si_async_call
00000001804f60f0 (__TEXT,__text) external _si_async_cancel
00000001804e7ac0 (__TEXT,__text) external _si_async_handle_reply
00000001ead94848 (__DATA,__bss) non-external _si_async_worklist
00000001804e7b40 (__TEXT,__text) non-external _si_async_worklist_find_unit
00000001804e7998 (__TEXT,__text) non-external _si_async_workunit_release
00000001804e0090 (__TEXT,__text) non-external (was a private external) _si_cache_add_item
00000001804ecf90 (__TEXT,__text) non-external (was a private external) _si_cache_add_list
00000001ead947d8 (__DATA,__bss) non-external _si_compare_settings.0
00000001ead947d0 (__DATA,__bss) non-external _si_compare_settings.1
00000001ead947c8 (__DATA,__bss) non-external _si_compare_settings.2
00000001804fc090 (__TEXT,__text) external _si_destination_compare
0000000180505cf8 (__TEXT,__text) non-external _si_destination_compare.cold.1
0000000180505f4c (__TEXT,__text) non-external _si_destination_compare.cold.10
0000000180505f80 (__TEXT,__text) non-external _si_destination_compare.cold.11
0000000180505fb4 (__TEXT,__text) non-external _si_destination_compare.cold.12
0000000180505fe8 (__TEXT,__text) non-external _si_destination_compare.cold.13
000000018050601c (__TEXT,__text) non-external _si_destination_compare.cold.14
0000000180506050 (__TEXT,__text) non-external _si_destination_compare.cold.15
0000000180506084 (__TEXT,__text) non-external _si_destination_compare.cold.16
00000001805060b8 (__TEXT,__text) non-external _si_destination_compare.cold.17
00000001805060ec (__TEXT,__text) non-external _si_destination_compare.cold.18
0000000180506120 (__TEXT,__text) non-external _si_destination_compare.cold.19
0000000180505d68 (__TEXT,__text) non-external _si_destination_compare.cold.2
0000000180506154 (__TEXT,__text) non-external _si_destination_compare.cold.20
0000000180506188 (__TEXT,__text) non-external _si_destination_compare.cold.21
00000001805061bc (__TEXT,__text) non-external _si_destination_compare.cold.22
00000001805061f0 (__TEXT,__text) non-external _si_destination_compare.cold.23
0000000180506224 (__TEXT,__text) non-external _si_destination_compare.cold.24
0000000180506258 (__TEXT,__text) non-external _si_destination_compare.cold.25
000000018050628c (__TEXT,__text) non-external _si_destination_compare.cold.26
00000001805062c0 (__TEXT,__text) non-external _si_destination_compare.cold.27
0000000180506328 (__TEXT,__text) non-external _si_destination_compare.cold.28
0000000180506390 (__TEXT,__text) non-external _si_destination_compare.cold.29
0000000180505de0 (__TEXT,__text) non-external _si_destination_compare.cold.3
00000001805063f8 (__TEXT,__text) non-external _si_destination_compare.cold.30
0000000180506460 (__TEXT,__text) non-external _si_destination_compare.cold.31
00000001805064d0 (__TEXT,__text) non-external _si_destination_compare.cold.32
0000000180506504 (__TEXT,__text) non-external _si_destination_compare.cold.33
0000000180506538 (__TEXT,__text) non-external _si_destination_compare.cold.34
00000001805065cc (__TEXT,__text) non-external _si_destination_compare.cold.35
0000000180505e14 (__TEXT,__text) non-external _si_destination_compare.cold.4
0000000180505e48 (__TEXT,__text) non-external _si_destination_compare.cold.5
0000000180505e7c (__TEXT,__text) non-external _si_destination_compare.cold.6
0000000180505eb0 (__TEXT,__text) non-external _si_destination_compare.cold.7
0000000180505ee4 (__TEXT,__text) non-external _si_destination_compare.cold.8
0000000180505f18 (__TEXT,__text) non-external _si_destination_compare.cold.9
00000001804fd2b0 (__TEXT,__text) non-external _si_destination_compare_child_has_forked
00000001ead94220 (__DATA,__data) non-external _si_destination_compare_init.cache_init
00000001804fd218 (__TEXT,__text) non-external _si_destination_compare_init_once
00000001804fced0 (__TEXT,__text) external _si_destination_compare_no_dependencies
0000000180506660 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.1
00000001805066c8 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.2
0000000180506730 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.3
0000000180506798 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.4
0000000180506800 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.5
0000000180506894 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.6
00000001ead94210 (__DATA,__data) non-external _si_destination_compare_statistics.once
00000001804fbd84 (__TEXT,__text) non-external (was a private external) _si_destination_create_control_socket
0000000180505a00 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.1
0000000180505a78 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.2
0000000180505ae4 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.3
0000000180505b50 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.4
0000000180505bc0 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.5
0000000180505c38 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.6
0000000180505cb0 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.7
00000001804fd54c (__TEXT,__text) non-external _si_destination_fill_netsrc
0000000180506a24 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.1
0000000180506a6c (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.2
0000000180506a6c (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.3
0000000180506ab4 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.4
00000001ead94208 (__DATA,__data) non-external _si_destination_fill_netsrc.netsrc_sockfd
00000001ead94790 (__DATA,__bss) non-external _si_destination_fill_netsrc.version
00000001ead94200 (__DATA,__data) non-external _si_destination_log
00000001804fd2cc (__TEXT,__text) non-external _si_destination_lookup
0000000180506928 (__TEXT,__text) non-external _si_destination_lookup.cold.1
00000001805069ac (__TEXT,__text) non-external _si_destination_lookup.cold.2
00000001804ea764 (__TEXT,__text) external _si_fs_all
00000001804f5f88 (__TEXT,__text) external _si_fs_byfile
00000001804f5f6c (__TEXT,__text) external _si_fs_byspec
00000001804f5d58 (__TEXT,__text) external _si_group_all
00000001804e0854 (__TEXT,__text) external _si_group_bygid
00000001804e4df4 (__TEXT,__text) external _si_group_byname
00000001804f5d3c (__TEXT,__text) external _si_group_byuuid
00000001804e92a0 (__TEXT,__text) external _si_grouplist
00000001804f5de4 (__TEXT,__text) external _si_host_all
00000001804e9850 (__TEXT,__text) external _si_host_byaddr
00000001804e821c (__TEXT,__text) external _si_host_byname
00000001804f5d90 (__TEXT,__text) external _si_in_netgroup
00000001804e69c0 (__TEXT,__text) non-external (was a private external) _si_inet_config
00000001804e7da4 (__TEXT,__text) external _si_ipnode_byname
00000001804e5940 (__TEXT,__text) external _si_item_call
00000001804e03bc (__TEXT,__text) external _si_item_is_valid
00000001804e04e0 (__TEXT,__text) external _si_item_match
00000001804dea54 (__TEXT,__text) external _si_item_release
0000000180505714 (__TEXT,__text) non-external _si_item_release.cold.1
00000001804e0184 (__TEXT,__text) external _si_item_retain
0000000180505690 (__TEXT,__text) non-external _si_item_retain.cold.1
00000001804e2954 (__TEXT,__text) non-external _si_item_to_addrinfo
00000001804f3e78 (__TEXT,__text) non-external _si_libinfo_addrinfo_callback
00000001804f2880 (__TEXT,__text) non-external _si_libinfo_general_callback
00000001804ea5cc (__TEXT,__text) non-external _si_libinfo_nameinfo_callback
00000001804e2520 (__TEXT,__text) external _si_list_add
0000000180505690 (__TEXT,__text) non-external _si_list_add.cold.1
00000001804f5fa4 (__TEXT,__text) external _si_list_call
00000001804e25e8 (__TEXT,__text) external _si_list_concat
0000000180505690 (__TEXT,__text) non-external _si_list_concat.cold.1
00000001804eb910 (__TEXT,__text) external _si_list_next
00000001804e1e80 (__TEXT,__text) external _si_list_release
00000001805056e8 (__TEXT,__text) non-external _si_list_release.cold.1
00000001804e4d88 (__TEXT,__text) external _si_list_reset
00000001804f519c (__TEXT,__text) external _si_list_retain
00000001805056bc (__TEXT,__text) non-external _si_list_retain.cold.1
00000001804e28c0 (__TEXT,__text) non-external (was a private external) _si_list_to_addrinfo
00000001804f5e38 (__TEXT,__text) external _si_mac_all
00000001804f5e1c (__TEXT,__text) external _si_mac_bymac
00000001804f5e00 (__TEXT,__text) external _si_mac_byname
00000001804f5c68 (__TEXT,__text) non-external _si_mod_dlsym
00000001804f5d08 (__TEXT,__text) external _si_module_allows_caching
00000001804ecee0 (__TEXT,__text) non-external _si_module_cache_byname
00000001ee4fd980 (__AUTH_CONST,__const) non-external _si_module_cache_byname.cache_vtable
00000001804de43c (__TEXT,__text) non-external _si_module_config_modules_for_category
00000001804f5cf0 (__TEXT,__text) external _si_module_name
00000001804e7b9c (__TEXT,__text) external _si_module_release
00000001804f5cd4 (__TEXT,__text) external _si_module_retain
00000001804de54c (__TEXT,__text) non-external (was a private external) _si_module_static_cache
00000001ece98490 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.once
00000001ece984a0 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.si
00000001804ecf74 (__TEXT,__text) non-external (was a private external) _si_module_static_cache_file
00000001ece98440 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.once
00000001ece98410 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.si
00000001804fdc40 (__TEXT,__text) non-external (was a private external) _si_module_static_darwin_directory
0000000180506ae8 (__TEXT,__text) non-external _si_module_static_darwin_directory.cold.1
00000001ece980f8 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.darwin_directory_vtable
00000001ece98488 (__DATA_DIRTY,__bss) non-external _si_module_static_darwin_directory.once
00000001ece980c8 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.si
00000001804de568 (__TEXT,__text) non-external (was a private external) _si_module_static_ds
00000001805054c4 (__TEXT,__text) non-external _si_module_static_ds.cold.1
00000001ee4fdae8 (__AUTH_CONST,__const) non-external _si_module_static_ds.ds_vtable
00000001ece98480 (__DATA_DIRTY,__bss) non-external _si_module_static_ds.once
00000001ece98260 (__DATA_DIRTY,__data) non-external _si_module_static_ds.si
00000001804de728 (__TEXT,__text) non-external (was a private external) _si_module_static_file
00000001805054ec (__TEXT,__text) non-external _si_module_static_file.cold.1
00000001ee4fde70 (__AUTH_CONST,__const) non-external _si_module_static_file.file_vtable
00000001ece984e0 (__DATA_DIRTY,__bss) non-external _si_module_static_file.once
00000001ece98290 (__DATA_DIRTY,__data) non-external _si_module_static_file.si
00000001804de670 (__TEXT,__text) non-external (was a private external) _si_module_static_mdns
0000000180505668 (__TEXT,__text) non-external _si_module_static_mdns.cold.1
00000001ee4fdff8 (__AUTH_CONST,__const) non-external _si_module_static_mdns.mdns_vtable
00000001ece98478 (__DATA_DIRTY,__bss) non-external _si_module_static_mdns.once
00000001ece98098 (__DATA_DIRTY,__data) non-external _si_module_static_mdns.si
00000001804de0a8 (__TEXT,__text) non-external (was a private external) _si_module_static_search
000000018050567c (__TEXT,__text) non-external _si_module_static_search.cold.1
00000001ece984d8 (__DATA_DIRTY,__bss) non-external _si_module_static_search.once
00000001ead94828 (__DATA,__bss) non-external _si_module_static_search.result
00000001ee4fe180 (__AUTH_CONST,__const) non-external _si_module_static_search.search_vtable
00000001ece98068 (__DATA_DIRTY,__data) non-external _si_module_static_search.si
00000001804f5cfc (__TEXT,__text) external _si_module_vers
00000001804ddf78 (__TEXT,__text) external _si_module_with_name
00000001ece98340 (__DATA_DIRTY,__data) non-external _si_module_with_name.modules
00000001804f5b40 (__TEXT,__text) non-external (was a private external) _si_module_with_path
00000001804e43a0 (__TEXT,__text) external _si_nameinfo
00000001804f5d74 (__TEXT,__text) external _si_netgroup_byname
00000001804f5e8c (__TEXT,__text) external _si_network_all
00000001804f5e70 (__TEXT,__text) external _si_network_byaddr
00000001804f5e54 (__TEXT,__text) external _si_network_byname
00000001804f5efc (__TEXT,__text) external _si_protocol_all
00000001804f5ec4 (__TEXT,__text) external _si_protocol_byname
00000001804f5ee0 (__TEXT,__text) external _si_protocol_bynumber
00000001804f5f50 (__TEXT,__text) external _si_rpc_all
00000001804f5f18 (__TEXT,__text) external _si_rpc_byname
00000001804f5f34 (__TEXT,__text) external _si_rpc_bynumber
00000001804ddf40 (__TEXT,__text) external _si_search
00000001ece98470 (__DATA_DIRTY,__bss) non-external _si_search.search
00000001ece98408 (__DATA_DIRTY,__bss) non-external _si_search_cache_file.search
00000001ece98400 (__DATA_DIRTY,__bss) non-external _si_search_file.search
00000001804e8f74 (__TEXT,__text) external _si_search_module_set_flags
00000001804f5ea8 (__TEXT,__text) external _si_service_all
00000001804e355c (__TEXT,__text) external _si_service_byname
00000001804ea3ac (__TEXT,__text) external _si_service_byport
00000001804ddd24 (__TEXT,__text) external _si_set_nat64_v4_requires_synthesis
0000000180505740 (__TEXT,__text) non-external _si_set_nat64_v4_requires_synthesis.cold.1
00000001804ddd94 (__TEXT,__text) external _si_set_nat64_v4_synthesize
0000000180505774 (__TEXT,__text) non-external _si_set_nat64_v4_synthesize.cold.1
00000001804f51e8 (__TEXT,__text) external _si_set_path_check
00000001805057a8 (__TEXT,__text) non-external _si_set_path_check.cold.1
00000001804f532c (__TEXT,__text) external _si_srv_byname
00000001804f615c (__TEXT,__text) external _si_standardize_mac_address
00000001804f5d20 (__TEXT,__text) external _si_user_all
00000001804e34a4 (__TEXT,__text) external _si_user_byname
00000001804de7c8 (__TEXT,__text) external _si_user_byuid
00000001804e52c8 (__TEXT,__text) external _si_user_byuuid
00000001804f5348 (__TEXT,__text) external _si_wants_addrinfo
                 (undefined) external _sigblock (from libsystem_c)
                 (undefined) external _sigsetmask (from libsystem_c)
0000000180502f38 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _sprintf (from libsystem_c)
                 (undefined) external _sscanf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _statfs (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strdup (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncasecmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strndup (from libsystem_c)
                 (undefined) external _strnstr (from libsystem_c)
                 (undefined) external _strrchr (from libsystem_c)
                 (undefined) external _strtol (from libsystem_c)
                 (undefined) external _strtoll (from libsystem_c)
00000001ead946d8 (__DATA,__common) external _svc_fdset
00000001805008f8 (__TEXT,__text) external _svc_getreq
0000000180500944 (__TEXT,__text) external _svc_getreqset
00000001ead948d8 (__DATA,__bss) non-external _svc_head
00000001ead94350 (__DATA,__data) non-external (was a private external) _svc_maxfd
00000001805004c4 (__TEXT,__text) external _svc_register
0000000180506b44 (__TEXT,__text) external _svc_run
0000000180500650 (__TEXT,__text) external _svc_sendreply
00000001805005b4 (__TEXT,__text) external _svc_unregister
00000001ee4fe888 (__AUTH_CONST,__const) non-external _svcauthsw
00000001805007ac (__TEXT,__text) external _svcerr_auth
00000001805006fc (__TEXT,__text) external _svcerr_decode
00000001805006a4 (__TEXT,__text) external _svcerr_noproc
0000000180500848 (__TEXT,__text) external _svcerr_noprog
000000018050089c (__TEXT,__text) external _svcerr_progvers
0000000180500754 (__TEXT,__text) external _svcerr_systemerr
00000001805007f8 (__TEXT,__text) external _svcerr_weakauth
00000001805010b0 (__TEXT,__text) external _svcfd_create
0000000180500dfc (__TEXT,__text) external _svcraw_create
0000000180500eb0 (__TEXT,__text) non-external _svcraw_destroy
0000000180500ea0 (__TEXT,__text) non-external _svcraw_freeargs
0000000180500e90 (__TEXT,__text) non-external _svcraw_getargs
0000000180500e88 (__TEXT,__text) non-external _svcraw_recv
0000000180500e98 (__TEXT,__text) non-external _svcraw_reply
0000000180500ea8 (__TEXT,__text) non-external _svcraw_stat
0000000180500eb4 (__TEXT,__text) external _svctcp_create
0000000180501164 (__TEXT,__text) non-external _svctcp_destroy
00000001805015e0 (__TEXT,__text) non-external _svctcp_freeargs
0000000180501580 (__TEXT,__text) non-external _svctcp_getargs
00000001edb4c2f0 (__AUTH,__data) non-external _svctcp_op
00000001805014e0 (__TEXT,__text) non-external _svctcp_recv
00000001edb4c2c0 (__AUTH,__data) non-external _svctcp_rendezvous_op
0000000180501598 (__TEXT,__text) non-external _svctcp_reply
0000000180501540 (__TEXT,__text) non-external _svctcp_stat
00000001805015fc (__TEXT,__text) external _svcudp_bufcreate
0000000180501830 (__TEXT,__text) external _svcudp_create
0000000180501c58 (__TEXT,__text) non-external _svcudp_destroy
0000000180501c3c (__TEXT,__text) non-external _svcudp_freeargs
00000001805019d0 (__TEXT,__text) non-external _svcudp_getargs
00000001edb4c320 (__AUTH,__data) non-external _svcudp_op
000000018050183c (__TEXT,__text) non-external _svcudp_recv
00000001805019e8 (__TEXT,__text) non-external _svcudp_reply
00000001805019c8 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libsystem_c)
                 (undefined) external _sysctl (from libsystem_c)
00000001edb4c200 (__AUTH,__data) non-external _tcp_ops
                 (undefined) external _time (from libsystem_c)
00000001edb4c230 (__AUTH,__data) non-external _udp_ops
00000001ead94330 (__DATA,__data) non-external _unset_retry_timeout
00000001ead94340 (__DATA,__data) non-external _unset_total_timeout
00000001804e905c (__TEXT,__text) external _user_from_uid
00000001ead947f0 (__DATA,__bss) non-external _user_from_uid.buf
                 (undefined) external _uuid_copy (from libsystem_c)
                 (undefined) external _uuid_parse (from libsystem_c)
                 (undefined) external _uuid_unparse_upper (from libsystem_c)
                 (undefined) external _vasprintf (from libsystem_c)
00000001ead94358 (__DATA,__data) non-external _wait_per_try
                 (undefined) external _warnx (from libsystem_c)
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
00000001804fb384 (__TEXT,__text) non-external _writetcp
000000018050146c (__TEXT,__text) non-external _writetcp
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00000001804fffe4 (__TEXT,__text) non-external (was a private external) _xdr_accepted_reply
00000001805025d0 (__TEXT,__text) external _xdr_array
00000001804f9e0c (__TEXT,__text) external _xdr_authunix_parms
00000001804e3110 (__TEXT,__text) external _xdr_bool
00000001805020c4 (__TEXT,__text) external _xdr_bytes
00000001805001a8 (__TEXT,__text) external _xdr_callhdr
00000001804ffbb0 (__TEXT,__text) external _xdr_callmsg
0000000180502030 (__TEXT,__text) external _xdr_char
00000001804fffdc (__TEXT,__text) external _xdr_des_block
00000001804f7b80 (__TEXT,__text) external _xdr_domainname
0000000180502818 (__TEXT,__text) external _xdr_double
00000001805020c0 (__TEXT,__text) external _xdr_enum
