00000001dbaa5f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001dba9e2c4 (__TEXT,__text) external _glRotated
00000001dba9e2d8 (__TEXT,__text) external _glRotatef
00000001dba9f8b4 (__TEXT,__text) external _glSampleCoverage
00000001dbaa3da0 (__TEXT,__text) external _glSampleCoverageARB
00000001dbaa19fc (__TEXT,__text) external _glSampleMaski
00000001dbaa5ee0 (__TEXT,__text) external _glSamplePass
00000001dbaa5edc (__TEXT,__text) external _glSamplePassARB
00000001dbaa1ba4 (__TEXT,__text) external _glSamplerParameterIiv
00000001dbaa1bc4 (__TEXT,__text) external _glSamplerParameterIuiv
00000001dbaa1b68 (__TEXT,__text) external _glSamplerParameterf
00000001dbaa1b84 (__TEXT,__text) external _glSamplerParameterfv
00000001dbaa1b28 (__TEXT,__text) external _glSamplerParameteri
00000001dbaa1b48 (__TEXT,__text) external _glSamplerParameteriv
00000001dba9e2ec (__TEXT,__text) external _glScaled
00000001dba9e300 (__TEXT,__text) external _glScalef
00000001dba9e314 (__TEXT,__text) external _glScissor
00000001dbaa2e40 (__TEXT,__text) external _glScissorArrayv
00000001dbaa2e60 (__TEXT,__text) external _glScissorIndexed
00000001dbaa2e88 (__TEXT,__text) external _glScissorIndexedv
00000001dba9f944 (__TEXT,__text) external _glSecondaryColor3b
00000001dbaa4a74 (__TEXT,__text) external _glSecondaryColor3bEXT
00000001dba9f964 (__TEXT,__text) external _glSecondaryColor3bv
00000001dbaa4a94 (__TEXT,__text) external _glSecondaryColor3bvEXT
00000001dba9f97c (__TEXT,__text) external _glSecondaryColor3d
00000001dbaa4aac (__TEXT,__text) external _glSecondaryColor3dEXT
00000001dba9f990 (__TEXT,__text) external _glSecondaryColor3dv
00000001dbaa4ac0 (__TEXT,__text) external _glSecondaryColor3dvEXT
00000001dba9f9a8 (__TEXT,__text) external _glSecondaryColor3f
00000001dbaa4ad8 (__TEXT,__text) external _glSecondaryColor3fEXT
00000001dba9f9bc (__TEXT,__text) external _glSecondaryColor3fv
00000001dbaa4aec (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001dba9f9d4 (__TEXT,__text) external _glSecondaryColor3i
00000001dbaa4b04 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001dba9f9f4 (__TEXT,__text) external _glSecondaryColor3iv
00000001dbaa4b24 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001dba9fa0c (__TEXT,__text) external _glSecondaryColor3s
00000001dbaa4b3c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001dba9fa2c (__TEXT,__text) external _glSecondaryColor3sv
00000001dbaa4b5c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001dba9fa44 (__TEXT,__text) external _glSecondaryColor3ub
00000001dbaa4b74 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001dba9fa64 (__TEXT,__text) external _glSecondaryColor3ubv
00000001dbaa4b94 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001dba9fa7c (__TEXT,__text) external _glSecondaryColor3ui
00000001dbaa4bac (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001dba9fa9c (__TEXT,__text) external _glSecondaryColor3uiv
00000001dbaa4bcc (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001dba9fab4 (__TEXT,__text) external _glSecondaryColor3us
00000001dbaa4be4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001dba9fad4 (__TEXT,__text) external _glSecondaryColor3usv
00000001dbaa4c04 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001dba9faec (__TEXT,__text) external _glSecondaryColorPointer
00000001dbaa4c1c (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001dba9e338 (__TEXT,__text) external _glSelectBuffer
00000001dba9f10c (__TEXT,__text) external _glSeparableFilter2D
00000001dbaa5a24 (__TEXT,__text) external _glSetFenceAPPLE
00000001dba9e354 (__TEXT,__text) external _glShadeModel
00000001dbaa23b4 (__TEXT,__text) external _glShaderBinary
00000001dbaa04fc (__TEXT,__text) external _glShaderSource
00000001dbaa4208 (__TEXT,__text) external _glShaderSourceARB
00000001dba9e36c (__TEXT,__text) external _glStencilFunc
00000001dbaa0a68 (__TEXT,__text) external _glStencilFuncSeparate
00000001dbaa5df0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001dba9e38c (__TEXT,__text) external _glStencilMask
00000001dbaa0ab0 (__TEXT,__text) external _glStencilMaskSeparate
00000001dba9e3a4 (__TEXT,__text) external _glStencilOp
00000001dbaa0a8c (__TEXT,__text) external _glStencilOpSeparate
00000001dbaa5dcc (__TEXT,__text) external _glStencilOpSeparateATI
00000001dbaa5c54 (__TEXT,__text) external _glSwapAPPLE
00000001dbaa5a54 (__TEXT,__text) external _glTestFenceAPPLE
00000001dbaa5a84 (__TEXT,__text) external _glTestObjectAPPLE
00000001dbaa17b0 (__TEXT,__text) external _glTexBuffer
00000001dba9e3c4 (__TEXT,__text) external _glTexCoord1d
00000001dba9e3d8 (__TEXT,__text) external _glTexCoord1dv
00000001dba9e3f0 (__TEXT,__text) external _glTexCoord1f
00000001dba9e404 (__TEXT,__text) external _glTexCoord1fv
00000001dba9e41c (__TEXT,__text) external _glTexCoord1i
00000001dba9e434 (__TEXT,__text) external _glTexCoord1iv
00000001dba9e44c (__TEXT,__text) external _glTexCoord1s
00000001dba9e464 (__TEXT,__text) external _glTexCoord1sv
00000001dba9e47c (__TEXT,__text) external _glTexCoord2d
00000001dba9e490 (__TEXT,__text) external _glTexCoord2dv
00000001dba9e4a8 (__TEXT,__text) external _glTexCoord2f
00000001dba9e4bc (__TEXT,__text) external _glTexCoord2fv
00000001dba9e4d4 (__TEXT,__text) external _glTexCoord2i
00000001dba9e4f0 (__TEXT,__text) external _glTexCoord2iv
00000001dba9e508 (__TEXT,__text) external _glTexCoord2s
00000001dba9e524 (__TEXT,__text) external _glTexCoord2sv
00000001dba9e53c (__TEXT,__text) external _glTexCoord3d
00000001dba9e550 (__TEXT,__text) external _glTexCoord3dv
00000001dba9e568 (__TEXT,__text) external _glTexCoord3f
00000001dba9e57c (__TEXT,__text) external _glTexCoord3fv
00000001dba9e594 (__TEXT,__text) external _glTexCoord3i
00000001dba9e5b4 (__TEXT,__text) external _glTexCoord3iv
00000001dba9e5cc (__TEXT,__text) external _glTexCoord3s
00000001dba9e5ec (__TEXT,__text) external _glTexCoord3sv
00000001dba9e604 (__TEXT,__text) external _glTexCoord4d
00000001dba9e618 (__TEXT,__text) external _glTexCoord4dv
00000001dba9e630 (__TEXT,__text) external _glTexCoord4f
00000001dba9e644 (__TEXT,__text) external _glTexCoord4fv
00000001dba9e65c (__TEXT,__text) external _glTexCoord4i
00000001dba9e680 (__TEXT,__text) external _glTexCoord4iv
00000001dba9e698 (__TEXT,__text) external _glTexCoord4s
00000001dba9e6bc (__TEXT,__text) external _glTexCoord4sv
00000001dba9e6d4 (__TEXT,__text) external _glTexCoordPointer
00000001dba9e6f8 (__TEXT,__text) external _glTexEnvf
00000001dba9e714 (__TEXT,__text) external _glTexEnvfv
00000001dba9e734 (__TEXT,__text) external _glTexEnvi
00000001dba9e754 (__TEXT,__text) external _glTexEnviv
00000001dba9e774 (__TEXT,__text) external _glTexGend
00000001dba9e790 (__TEXT,__text) external _glTexGendv
00000001dba9e7b0 (__TEXT,__text) external _glTexGenf
00000001dba9e7cc (__TEXT,__text) external _glTexGenfv
00000001dba9e7ec (__TEXT,__text) external _glTexGeni
00000001dba9e80c (__TEXT,__text) external _glTexGeniv
00000001dba9e82c (__TEXT,__text) external _glTexImage1D
00000001dba9e880 (__TEXT,__text) external _glTexImage2D
00000001dbaa1980 (__TEXT,__text) external _glTexImage2DMultisample
00000001dba9ed04 (__TEXT,__text) external _glTexImage3D
00000001dbaa19ac (__TEXT,__text) external _glTexImage3DMultisample
00000001dbaa1524 (__TEXT,__text) external _glTexParameterIiv
00000001dbaa56bc (__TEXT,__text) external _glTexParameterIivEXT
00000001dbaa1544 (__TEXT,__text) external _glTexParameterIuiv
00000001dbaa56dc (__TEXT,__text) external _glTexParameterIuivEXT
00000001dba9e8dc (__TEXT,__text) external _glTexParameterf
00000001dba9e8f8 (__TEXT,__text) external _glTexParameterfv
00000001dba9e918 (__TEXT,__text) external _glTexParameteri
00000001dba9e938 (__TEXT,__text) external _glTexParameteriv
00000001dbaa48e4 (__TEXT,__text) external _glTexStorage1D
00000001dbaa4908 (__TEXT,__text) external _glTexStorage2D
00000001dbaa4930 (__TEXT,__text) external _glTexStorage3D
00000001dba9e958 (__TEXT,__text) external _glTexSubImage1D
00000001dba9e988 (__TEXT,__text) external _glTexSubImage2D
00000001dba9ed48 (__TEXT,__text) external _glTexSubImage3D
00000001dbaa5e8c (__TEXT,__text) external _glTextureBarrierNV
00000001dbaa59ac (__TEXT,__text) external _glTextureRangeAPPLE
00000001dbaa1058 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001dbaa515c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001dba9e9e4 (__TEXT,__text) external _glTranslated
00000001dba9e9f8 (__TEXT,__text) external _glTranslatef
00000001dbaa1e38 (__TEXT,__text) external _glUniform1d
00000001dbaa1e98 (__TEXT,__text) external _glUniform1dv
00000001dbaa05fc (__TEXT,__text) external _glUniform1f
00000001dbaa42bc (__TEXT,__text) external _glUniform1fARB
00000001dbaa06e4 (__TEXT,__text) external _glUniform1fv
00000001dbaa43a4 (__TEXT,__text) external _glUniform1fvARB
00000001dbaa065c (__TEXT,__text) external _glUniform1i
00000001dbaa431c (__TEXT,__text) external _glUniform1iARB
00000001dbaa0764 (__TEXT,__text) external _glUniform1iv
00000001dbaa4424 (__TEXT,__text) external _glUniform1ivARB
00000001dbaa141c (__TEXT,__text) external _glUniform1ui
00000001dbaa5510 (__TEXT,__text) external _glUniform1uiEXT
00000001dbaa14a4 (__TEXT,__text) external _glUniform1uiv
00000001dbaa5598 (__TEXT,__text) external _glUniform1uivEXT
00000001dbaa1e50 (__TEXT,__text) external _glUniform2d
00000001dbaa1eb8 (__TEXT,__text) external _glUniform2dv
00000001dbaa0614 (__TEXT,__text) external _glUniform2f
00000001dbaa42d4 (__TEXT,__text) external _glUniform2fARB
00000001dbaa0704 (__TEXT,__text) external _glUniform2fv
00000001dbaa43c4 (__TEXT,__text) external _glUniform2fvARB
00000001dbaa0678 (__TEXT,__text) external _glUniform2i
00000001dbaa4338 (__TEXT,__text) external _glUniform2iARB
00000001dbaa0784 (__TEXT,__text) external _glUniform2iv
00000001dbaa4444 (__TEXT,__text) external _glUniform2ivARB
00000001dbaa1438 (__TEXT,__text) external _glUniform2ui
00000001dbaa552c (__TEXT,__text) external _glUniform2uiEXT
00000001dbaa14c4 (__TEXT,__text) external _glUniform2uiv
00000001dbaa55b8 (__TEXT,__text) external _glUniform2uivEXT
00000001dbaa1e68 (__TEXT,__text) external _glUniform3d
00000001dbaa1ed8 (__TEXT,__text) external _glUniform3dv
00000001dbaa062c (__TEXT,__text) external _glUniform3f
00000001dbaa42ec (__TEXT,__text) external _glUniform3fARB
00000001dbaa0724 (__TEXT,__text) external _glUniform3fv
00000001dbaa43e4 (__TEXT,__text) external _glUniform3fvARB
00000001dbaa0698 (__TEXT,__text) external _glUniform3i
00000001dbaa4358 (__TEXT,__text) external _glUniform3iARB
00000001dbaa07a4 (__TEXT,__text) external _glUniform3iv
00000001dbaa4464 (__TEXT,__text) external _glUniform3ivARB
00000001dbaa1458 (__TEXT,__text) external _glUniform3ui
00000001dbaa554c (__TEXT,__text) external _glUniform3uiEXT
00000001dbaa14e4 (__TEXT,__text) external _glUniform3uiv
00000001dbaa55d8 (__TEXT,__text) external _glUniform3uivEXT
00000001dbaa1e80 (__TEXT,__text) external _glUniform4d
00000001dbaa1ef8 (__TEXT,__text) external _glUniform4dv
00000001dbaa0644 (__TEXT,__text) external _glUniform4f
00000001dbaa4304 (__TEXT,__text) external _glUniform4fARB
00000001dbaa0744 (__TEXT,__text) external _glUniform4fv
00000001dbaa4404 (__TEXT,__text) external _glUniform4fvARB
00000001dbaa06bc (__TEXT,__text) external _glUniform4i
00000001dbaa437c (__TEXT,__text) external _glUniform4iARB
00000001dbaa07c4 (__TEXT,__text) external _glUniform4iv
00000001dbaa4484 (__TEXT,__text) external _glUniform4ivARB
00000001dbaa147c (__TEXT,__text) external _glUniform4ui
00000001dbaa5570 (__TEXT,__text) external _glUniform4uiEXT
00000001dbaa1504 (__TEXT,__text) external _glUniform4uiv
00000001dbaa55f8 (__TEXT,__text) external _glUniform4uivEXT
00000001dbaa1744 (__TEXT,__text) external _glUniformBlockBinding
00000001dbaa51f0 (__TEXT,__text) external _glUniformBufferEXT
00000001dbaa1f18 (__TEXT,__text) external _glUniformMatrix2dv
00000001dbaa07e4 (__TEXT,__text) external _glUniformMatrix2fv
00000001dbaa44a4 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001dbaa1f84 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001dbaa0ae8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001dbaa1fcc (__TEXT,__text) external _glUniformMatrix2x4dv
00000001dbaa0b30 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001dbaa1f3c (__TEXT,__text) external _glUniformMatrix3dv
00000001dbaa0808 (__TEXT,__text) external _glUniformMatrix3fv
00000001dbaa44c8 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001dbaa1fa8 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001dbaa0b0c (__TEXT,__text) external _glUniformMatrix3x2fv
00000001dbaa2014 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001dbaa0b78 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001dbaa1f60 (__TEXT,__text) external _glUniformMatrix4dv
00000001dbaa082c (__TEXT,__text) external _glUniformMatrix4fv
00000001dbaa44ec (__TEXT,__text) external _glUniformMatrix4fvARB
00000001dbaa1ff0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001dbaa0b54 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001dbaa2038 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001dbaa0b9c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001dbaa213c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001dbaa4978 (__TEXT,__text) external _glUnlockArraysEXT
00000001dba9ff4c (__TEXT,__text) external _glUnmapBuffer
00000001dbaa414c (__TEXT,__text) external _glUnmapBufferARB
00000001dbaa05a8 (__TEXT,__text) external _glUseProgram
00000001dbaa428c (__TEXT,__text) external _glUseProgramObjectARB
00000001dbaa2494 (__TEXT,__text) external _glUseProgramStages
00000001dbaa05e0 (__TEXT,__text) external _glValidateProgram
00000001dbaa42a4 (__TEXT,__text) external _glValidateProgramARB
00000001dbaa2578 (__TEXT,__text) external _glValidateProgramPipeline
00000001dba9ea0c (__TEXT,__text) external _glVertex2d
00000001dba9ea20 (__TEXT,__text) external _glVertex2dv
00000001dba9ea38 (__TEXT,__text) external _glVertex2f
00000001dba9ea4c (__TEXT,__text) external _glVertex2fv
00000001dba9ea64 (__TEXT,__text) external _glVertex2i
00000001dba9ea80 (__TEXT,__text) external _glVertex2iv
00000001dba9ea98 (__TEXT,__text) external _glVertex2s
00000001dba9eab4 (__TEXT,__text) external _glVertex2sv
00000001dba9eacc (__TEXT,__text) external _glVertex3d
00000001dba9eae0 (__TEXT,__text) external _glVertex3dv
00000001dba9eaf8 (__TEXT,__text) external _glVertex3f
00000001dba9eb0c (__TEXT,__text) external _glVertex3fv
00000001dba9eb24 (__TEXT,__text) external _glVertex3i
00000001dba9eb44 (__TEXT,__text) external _glVertex3iv
00000001dba9eb5c (__TEXT,__text) external _glVertex3s
00000001dba9eb7c (__TEXT,__text) external _glVertex3sv
00000001dba9eb94 (__TEXT,__text) external _glVertex4d
00000001dba9eba8 (__TEXT,__text) external _glVertex4dv
00000001dba9ebc0 (__TEXT,__text) external _glVertex4f
00000001dba9ebd4 (__TEXT,__text) external _glVertex4fv
00000001dba9ebec (__TEXT,__text) external _glVertex4i
00000001dba9ec10 (__TEXT,__text) external _glVertex4iv
00000001dba9ec28 (__TEXT,__text) external _glVertex4s
00000001dba9ec4c (__TEXT,__text) external _glVertex4sv
00000001dbaa5af4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001dbaa5abc (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001dba9ffc0 (__TEXT,__text) external _glVertexAttrib1d
00000001dbaa2fbc (__TEXT,__text) external _glVertexAttrib1dARB
00000001dba9ffd8 (__TEXT,__text) external _glVertexAttrib1dv
00000001dbaa3130 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001dba9fff4 (__TEXT,__text) external _glVertexAttrib1f
00000001dbaa2fa4 (__TEXT,__text) external _glVertexAttrib1fARB
00000001dbaa000c (__TEXT,__text) external _glVertexAttrib1fv
00000001dbaa3114 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001dbaa0028 (__TEXT,__text) external _glVertexAttrib1s
00000001dbaa2f88 (__TEXT,__text) external _glVertexAttrib1sARB
00000001dbaa0044 (__TEXT,__text) external _glVertexAttrib1sv
00000001dbaa30f8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001dbaa0060 (__TEXT,__text) external _glVertexAttrib2d
00000001dbaa300c (__TEXT,__text) external _glVertexAttrib2dARB
00000001dbaa0078 (__TEXT,__text) external _glVertexAttrib2dv
00000001dbaa3184 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001dbaa0094 (__TEXT,__text) external _glVertexAttrib2f
00000001dbaa2ff4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001dbaa00ac (__TEXT,__text) external _glVertexAttrib2fv
00000001dbaa3168 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001dbaa00c8 (__TEXT,__text) external _glVertexAttrib2s
00000001dbaa2fd4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001dbaa00e8 (__TEXT,__text) external _glVertexAttrib2sv
00000001dbaa314c (__TEXT,__text) external _glVertexAttrib2svARB
00000001dbaa0104 (__TEXT,__text) external _glVertexAttrib3d
00000001dbaa3060 (__TEXT,__text) external _glVertexAttrib3dARB
00000001dbaa011c (__TEXT,__text) external _glVertexAttrib3dv
00000001dbaa31d8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001dbaa0138 (__TEXT,__text) external _glVertexAttrib3f
00000001dbaa3048 (__TEXT,__text) external _glVertexAttrib3fARB
00000001dbaa0150 (__TEXT,__text) external _glVertexAttrib3fv
00000001dbaa31bc (__TEXT,__text) external _glVertexAttrib3fvARB
00000001dbaa016c (__TEXT,__text) external _glVertexAttrib3s
00000001dbaa3024 (__TEXT,__text) external _glVertexAttrib3sARB
00000001dbaa0190 (__TEXT,__text) external _glVertexAttrib3sv
00000001dbaa31a0 (__TEXT,__text) external _glVertexAttrib3svARB
00000001dbaa01ac (__TEXT,__text) external _glVertexAttrib4Nbv
00000001dbaa32d4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001dbaa01c8 (__TEXT,__text) external _glVertexAttrib4Niv
00000001dbaa330c (__TEXT,__text) external _glVertexAttrib4NivARB
00000001dbaa01e4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001dbaa32f0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001dbaa0200 (__TEXT,__text) external _glVertexAttrib4Nub
00000001dbaa30d0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001dbaa0228 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001dbaa3328 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001dbaa0244 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001dbaa3360 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001dbaa0260 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001dbaa3344 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001dbaa027c (__TEXT,__text) external _glVertexAttrib4bv
00000001dbaa31f4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001dbaa0298 (__TEXT,__text) external _glVertexAttrib4d
00000001dbaa30b8 (__TEXT,__text) external _glVertexAttrib4dARB
00000001dbaa02b0 (__TEXT,__text) external _glVertexAttrib4dv
00000001dbaa32b8 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001dbaa02cc (__TEXT,__text) external _glVertexAttrib4f
00000001dbaa30a0 (__TEXT,__text) external _glVertexAttrib4fARB
00000001dbaa02e4 (__TEXT,__text) external _glVertexAttrib4fv
00000001dbaa329c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001dbaa0300 (__TEXT,__text) external _glVertexAttrib4iv
00000001dbaa322c (__TEXT,__text) external _glVertexAttrib4ivARB
00000001dbaa031c (__TEXT,__text) external _glVertexAttrib4s
00000001dbaa3078 (__TEXT,__text) external _glVertexAttrib4sARB
00000001dbaa0344 (__TEXT,__text) external _glVertexAttrib4sv
00000001dbaa3210 (__TEXT,__text) external _glVertexAttrib4svARB
00000001dbaa0360 (__TEXT,__text) external _glVertexAttrib4ubv
00000001dbaa3248 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001dbaa037c (__TEXT,__text) external _glVertexAttrib4uiv
00000001dbaa3280 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001dbaa0398 (__TEXT,__text) external _glVertexAttrib4usv
00000001dbaa3264 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001dbaa1de0 (__TEXT,__text) external _glVertexAttribDivisor
00000001dbaa46ec (__TEXT,__text) external _glVertexAttribDivisorARB
00000001dbaa1160 (__TEXT,__text) external _glVertexAttribI1i
00000001dbaa5248 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001dbaa1270 (__TEXT,__text) external _glVertexAttribI1iv
00000001dbaa5358 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001dbaa11e8 (__TEXT,__text) external _glVertexAttribI1ui
00000001dbaa52d0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001dbaa12e0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001dbaa53c8 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001dbaa117c (__TEXT,__text) external _glVertexAttribI2i
00000001dbaa5264 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001dbaa128c (__TEXT,__text) external _glVertexAttribI2iv
00000001dbaa5374 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001dbaa1204 (__TEXT,__text) external _glVertexAttribI2ui
00000001dbaa52ec (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001dbaa12fc (__TEXT,__text) external _glVertexAttribI2uiv
00000001dbaa53e4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001dbaa119c (__TEXT,__text) external _glVertexAttribI3i
00000001dbaa5284 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001dbaa12a8 (__TEXT,__text) external _glVertexAttribI3iv
00000001dbaa5390 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001dbaa1224 (__TEXT,__text) external _glVertexAttribI3ui
00000001dbaa530c (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001dbaa1318 (__TEXT,__text) external _glVertexAttribI3uiv
00000001dbaa5400 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001dbaa1350 (__TEXT,__text) external _glVertexAttribI4bv
00000001dbaa5438 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001dbaa11c0 (__TEXT,__text) external _glVertexAttribI4i
00000001dbaa52a8 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001dbaa12c4 (__TEXT,__text) external _glVertexAttribI4iv
00000001dbaa53ac (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001dbaa136c (__TEXT,__text) external _glVertexAttribI4sv
00000001dbaa5454 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001dbaa1388 (__TEXT,__text) external _glVertexAttribI4ubv
00000001dbaa5470 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001dbaa1248 (__TEXT,__text) external _glVertexAttribI4ui
00000001dbaa5330 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001dbaa1334 (__TEXT,__text) external _glVertexAttribI4uiv
00000001dbaa541c (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001dbaa13a4 (__TEXT,__text) external _glVertexAttribI4usv
00000001dbaa548c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001dbaa10f8 (__TEXT,__text) external _glVertexAttribIPointer
00000001dbaa54a8 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001dbaa2cd4 (__TEXT,__text) external _glVertexAttribL1d
00000001dbaa2d34 (__TEXT,__text) external _glVertexAttribL1dv
00000001dbaa2cec (__TEXT,__text) external _glVertexAttribL2d
00000001dbaa2d50 (__TEXT,__text) external _glVertexAttribL2dv
00000001dbaa2d04 (__TEXT,__text) external _glVertexAttribL3d
00000001dbaa2d6c (__TEXT,__text) external _glVertexAttribL3dv
00000001dbaa2d1c (__TEXT,__text) external _glVertexAttribL4d
00000001dbaa2d88 (__TEXT,__text) external _glVertexAttribL4dv
00000001dbaa2da4 (__TEXT,__text) external _glVertexAttribLPointer
00000001dbaa1cc0 (__TEXT,__text) external _glVertexAttribP1ui
00000001dbaa1d50 (__TEXT,__text) external _glVertexAttribP1uiv
00000001dbaa1ce4 (__TEXT,__text) external _glVertexAttribP2ui
00000001dbaa1d74 (__TEXT,__text) external _glVertexAttribP2uiv
00000001dbaa1d08 (__TEXT,__text) external _glVertexAttribP3ui
00000001dbaa1d98 (__TEXT,__text) external _glVertexAttribP3uiv
00000001dbaa1d2c (__TEXT,__text) external _glVertexAttribP4ui
00000001dbaa1dbc (__TEXT,__text) external _glVertexAttribP4uiv
00000001dbaa03b4 (__TEXT,__text) external _glVertexAttribPointer
00000001dbaa337c (__TEXT,__text) external _glVertexAttribPointerARB
00000001dbaa3778 (__TEXT,__text) external _glVertexBlendARB
00000001dbaa5d2c (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001dba9ec64 (__TEXT,__text) external _glVertexPointer
00000001dba9ec88 (__TEXT,__text) external _glViewport
00000001dbaa2dec (__TEXT,__text) external _glViewportArrayv
00000001dbaa2e0c (__TEXT,__text) external _glViewportIndexedf
00000001dbaa2e24 (__TEXT,__text) external _glViewportIndexedfv
00000001dbaa191c (__TEXT,__text) external _glWaitSync
00000001dbaa3754 (__TEXT,__text) external _glWeightPointerARB
00000001dbaa3674 (__TEXT,__text) external _glWeightbvARB
00000001dbaa36e4 (__TEXT,__text) external _glWeightdvARB
00000001dbaa36c8 (__TEXT,__text) external _glWeightfvARB
00000001dbaa36ac (__TEXT,__text) external _glWeightivARB
00000001dbaa3690 (__TEXT,__text) external _glWeightsvARB
00000001dbaa3700 (__TEXT,__text) external _glWeightubvARB
00000001dbaa3738 (__TEXT,__text) external _glWeightuivARB
00000001dbaa371c (__TEXT,__text) external _glWeightusvARB
00000001dba9fbec (__TEXT,__text) external _glWindowPos2d
00000001dbaa3dec (__TEXT,__text) external _glWindowPos2dARB
00000001dba9fc00 (__TEXT,__text) external _glWindowPos2dv
00000001dbaa3e00 (__TEXT,__text) external _glWindowPos2dvARB
00000001dba9fc18 (__TEXT,__text) external _glWindowPos2f
00000001dbaa3e18 (__TEXT,__text) external _glWindowPos2fARB
00000001dba9fc2c (__TEXT,__text) external _glWindowPos2fv
00000001dbaa3e2c (__TEXT,__text) external _glWindowPos2fvARB
00000001dba9fc44 (__TEXT,__text) external _glWindowPos2i
00000001dbaa3e44 (__TEXT,__text) external _glWindowPos2iARB
00000001dba9fc60 (__TEXT,__text) external _glWindowPos2iv
00000001dbaa3e60 (__TEXT,__text) external _glWindowPos2ivARB
00000001dba9fc78 (__TEXT,__text) external _glWindowPos2s
