00007ff914b890d5 (__TEXT,__text) non-external +[DDLog addLogger:]
00007ff914b8b6cb (__TEXT,__text) non-external -[HTTPSendFileResponse openFileIfNeeded]
00007ff914b8b52c (__TEXT,__text) non-external -[HTTPSendFileResponse openFile]
00007ff914b95802 (__TEXT,__text) non-external -[HTTPSendFileResponse openFile].cold.1
00007ff914b958c1 (__TEXT,__text) non-external -[HTTPSendFileResponse openFile].cold.2
00007ff914b8b7ca (__TEXT,__text) non-external -[HTTPSendFileResponse readHTTPDataOfLength:orLimit:]
00007ff914b95c08 (__TEXT,__text) non-external -[HTTPSendFileResponse readHTTPDataOfLength:orLimit:].cold.1
00007ff914b8b783 (__TEXT,__text) non-external -[HTTPSendFileResponse setOffset:]
00007ff914b95b4c (__TEXT,__text) non-external -[HTTPSendFileResponse setOffset:].cold.1
00007ff914b78737 (__TEXT,__text) non-external -[HTTPServer .cxx_destruct]
00007ff914b76938 (__TEXT,__text) non-external -[HTTPServer TXTRecordDictionary]
00007ff914b7785e (__TEXT,__text) non-external -[HTTPServer config]
00007ff914b75cd8 (__TEXT,__text) non-external -[HTTPServer connectionClass]
00007ff914b78139 (__TEXT,__text) non-external -[HTTPServer connectionDidDie:]
00007ff914b926bb (__TEXT,__text) non-external -[HTTPServer connectionDidDie:].cold.1
00007ff914b758f6 (__TEXT,__text) non-external -[HTTPServer dealloc]
00007ff914b919eb (__TEXT,__text) non-external -[HTTPServer dealloc].cold.1
00007ff914b759c1 (__TEXT,__text) non-external -[HTTPServer documentRoot]
00007ff914b762ac (__TEXT,__text) non-external -[HTTPServer domain]
00007ff914b7572f (__TEXT,__text) non-external -[HTTPServer init]
00007ff914b91912 (__TEXT,__text) non-external -[HTTPServer init].cold.1
00007ff914b75e28 (__TEXT,__text) non-external -[HTTPServer interface]
00007ff914b77769 (__TEXT,__text) non-external -[HTTPServer isRunning]
00007ff914b75fa5 (__TEXT,__text) non-external -[HTTPServer listeningAddresses]
00007ff914b76c12 (__TEXT,__text) non-external -[HTTPServer listeningIPv4Socket]
00007ff914b76d55 (__TEXT,__text) non-external -[HTTPServer listeningIPv6Socket]
00007ff914b76145 (__TEXT,__text) non-external -[HTTPServer listeningPort]
00007ff914b76e98 (__TEXT,__text) non-external -[HTTPServer listeningUnixSocket]
00007ff914b76471 (__TEXT,__text) non-external -[HTTPServer name]
00007ff914b77fd8 (__TEXT,__text) non-external -[HTTPServer netService:didNotPublish:]
00007ff914b77ea1 (__TEXT,__text) non-external -[HTTPServer netServiceDidPublish:]
00007ff914b7780f (__TEXT,__text) non-external -[HTTPServer numberOfHTTPConnections]
00007ff914b760a0 (__TEXT,__text) non-external -[HTTPServer port]
00007ff914b7797b (__TEXT,__text) non-external -[HTTPServer publishBonjour]
00007ff914b92430 (__TEXT,__text) non-external -[HTTPServer publishBonjour].cold.1
00007ff914b76548 (__TEXT,__text) non-external -[HTTPServer publishedName]
00007ff914b77dee (__TEXT,__text) non-external -[HTTPServer republishBonjour]
00007ff914b925e2 (__TEXT,__text) non-external -[HTTPServer republishBonjour].cold.1
00007ff914b75d8b (__TEXT,__text) non-external -[HTTPServer setConnectionClass:]
00007ff914b91b9d (__TEXT,__text) non-external -[HTTPServer setConnectionClass:].cold.1
00007ff914b75abd (__TEXT,__text) non-external -[HTTPServer setDocumentRoot:]
00007ff914b91ac4 (__TEXT,__text) non-external -[HTTPServer setDocumentRoot:].cold.1
00007ff914b76383 (__TEXT,__text) non-external -[HTTPServer setDomain:]
00007ff914b91d4f (__TEXT,__text) non-external -[HTTPServer setDomain:].cold.1
00007ff914b75eff (__TEXT,__text) non-external -[HTTPServer setInterface:]
00007ff914b76cb7 (__TEXT,__text) non-external -[HTTPServer setListeningIPv4Socket:]
00007ff914b91f01 (__TEXT,__text) non-external -[HTTPServer setListeningIPv4Socket:].cold.1
00007ff914b76dfa (__TEXT,__text) non-external -[HTTPServer setListeningIPv6Socket:]
00007ff914b91fda (__TEXT,__text) non-external -[HTTPServer setListeningIPv6Socket:].cold.1
00007ff914b76f3d (__TEXT,__text) non-external -[HTTPServer setListeningUnixSocket:]
00007ff914b920b3 (__TEXT,__text) non-external -[HTTPServer setListeningUnixSocket:].cold.1
00007ff914b76715 (__TEXT,__text) non-external -[HTTPServer setName:]
00007ff914b7620e (__TEXT,__text) non-external -[HTTPServer setPort:]
00007ff914b91c76 (__TEXT,__text) non-external -[HTTPServer setPort:].cold.1
00007ff914b76a0f (__TEXT,__text) non-external -[HTTPServer setTXTRecordDictionary:]
00007ff914b91e28 (__TEXT,__text) non-external -[HTTPServer setTXTRecordDictionary:].cold.1
00007ff914b76892 (__TEXT,__text) non-external -[HTTPServer setType:]
00007ff914b778b4 (__TEXT,__text) non-external -[HTTPServer socket:didAcceptNewSocket:]
00007ff914b76fdb (__TEXT,__text) non-external -[HTTPServer start:]
00007ff914b9218c (__TEXT,__text) non-external -[HTTPServer start:].cold.1
00007ff914b77516 (__TEXT,__text) non-external -[HTTPServer stop:]
00007ff914b92357 (__TEXT,__text) non-external -[HTTPServer stop:].cold.1
00007ff914b77502 (__TEXT,__text) non-external -[HTTPServer stop]
00007ff914b767bb (__TEXT,__text) non-external -[HTTPServer type]
00007ff914b77c75 (__TEXT,__text) non-external -[HTTPServer unpublishBonjour]
00007ff914b92509 (__TEXT,__text) non-external -[HTTPServer unpublishBonjour].cold.1
00007ff914b6c378 (__TEXT,__text) non-external -[NSData(DDData) base64Decoded]
00007ff914b6c15e (__TEXT,__text) non-external -[NSData(DDData) base64Encoded]
00007ff914b6c078 (__TEXT,__text) non-external -[NSData(DDData) hexStringValue]
00007ff914b6bf38 (__TEXT,__text) non-external -[NSData(DDData) md5Digest]
00007ff914b6bfd8 (__TEXT,__text) non-external -[NSData(DDData) sha1Digest]
00007ff914b6ca76 (__TEXT,__text) non-external -[NSValue(NSValueDDRangeExtensions) ddrangeCompare:]
00007ff914b6ca4b (__TEXT,__text) non-external -[NSValue(NSValueDDRangeExtensions) ddrangeValue]
00007ff914b9a764 (__TEXT,__gcc_except_tab) non-external GCC_except_table105
00007ff914b9a77c (__TEXT,__gcc_except_tab) non-external GCC_except_table112
00007ff914b9a794 (__TEXT,__gcc_except_tab) non-external GCC_except_table158
00007ff914b9a7a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table160
00007ff914b9a7bc (__TEXT,__gcc_except_tab) non-external GCC_except_table186
00007ff914b9a7d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table188
00007ff914b9a7e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table224
00007ff914b9a7f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table227
00007ff914b9a820 (__TEXT,__gcc_except_tab) non-external GCC_except_table249
00007ff914b9a834 (__TEXT,__gcc_except_tab) non-external GCC_except_table268
00007ff914b9a868 (__TEXT,__gcc_except_tab) non-external GCC_except_table274
00007ff914b9a880 (__TEXT,__gcc_except_tab) non-external GCC_except_table29
00007ff914b9a8b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table39
00007ff914b9a8e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ff914b9a724 (__TEXT,__gcc_except_tab) non-external GCC_except_table76
00007ff914b9a738 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ff914b9a74c (__TEXT,__gcc_except_tab) non-external GCC_except_table87
                 (undefined) external _CC_MD5 (from libSystem)
                 (undefined) external _CC_SHA1 (from libSystem)
                 (undefined) external _CFHTTPMessageAppendBytes (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyAllHeaderFields (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyBody (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyHeaderFieldValue (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyRequestMethod (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyRequestURL (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopySerializedMessage (from CFNetwork)
                 (undefined) external _CFHTTPMessageCopyVersion (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateEmpty (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateRequest (from CFNetwork)
                 (undefined) external _CFHTTPMessageCreateResponse (from CFNetwork)
                 (undefined) external _CFHTTPMessageGetResponseStatusCode (from CFNetwork)
                 (undefined) external _CFHTTPMessageIsHeaderComplete (from CFNetwork)
                 (undefined) external _CFHTTPMessageSetBody (from CFNetwork)
                 (undefined) external _CFHTTPMessageSetHeaderFieldValue (from CFNetwork)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringTrimWhitespace (from CoreFoundation)
                 (undefined) external _CFURLCreateStringByReplacingPercentEscapes (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
00007ff914b8a585 (__TEXT,__text) external _DDExtractFileNameWithoutExtension
00007ff914b6c7ef (__TEXT,__text) external _DDIntersectionRange
00007ff914b6c9d2 (__TEXT,__text) external _DDRangeCompare
00007ff914b6c854 (__TEXT,__text) external _DDRangeFromString
00007ff914b6c82c (__TEXT,__text) external _DDStringFromRange
00007ff914b6c7cc (__TEXT,__text) external _DDUnionRange
00007ff941c84c50 (__DATA_CONST,__const) external _GCDAsyncSocketErrorDomain
00007ff941c84c48 (__DATA_CONST,__const) external _GCDAsyncSocketException
00007ff941c84c58 (__DATA_CONST,__const) external _GCDAsyncSocketQueueName
00007ff941c84c78 (__DATA_CONST,__const) external _GCDAsyncSocketSSLAllowsAnyRoot
00007ff941c84c68 (__DATA_CONST,__const) external _GCDAsyncSocketSSLAllowsExpiredCertificates
00007ff941c84c70 (__DATA_CONST,__const) external _GCDAsyncSocketSSLAllowsExpiredRoots
00007ff941c84c80 (__DATA_CONST,__const) external _GCDAsyncSocketSSLCipherSuites
00007ff941c84c88 (__DATA_CONST,__const) external _GCDAsyncSocketSSLClientSideAuthentication
00007ff941c84ca0 (__DATA_CONST,__const) external _GCDAsyncSocketSSLDiffieHellmanParameters
00007ff941c84c98 (__DATA_CONST,__const) external _GCDAsyncSocketSSLProtocolVersionMax
00007ff941c84c90 (__DATA_CONST,__const) external _GCDAsyncSocketSSLProtocolVersionMin
00007ff941c84c60 (__DATA_CONST,__const) external _GCDAsyncSocketThreadName
00007ff941c85068 (__DATA_CONST,__const) non-external _GlobalLoggingQueueIdentityKey
00007ff914b97ee0 (__TEXT,__const) external _HTTPServerVersionNumber
00007ff914b97eb0 (__TEXT,__const) external _HTTPServerVersionString
                 (undefined) external _NSClassFromString (from Foundation)
                 (undefined) external _NSFileCreationDate (from Foundation)
                 (undefined) external _NSFileHandleOperationException (from Foundation)
                 (undefined) external _NSFileModificationDate (from Foundation)
                 (undefined) external _NSFileSize (from Foundation)
                 (undefined) external _NSFileType (from Foundation)
                 (undefined) external _NSFileTypeDirectory (from Foundation)
                 (undefined) external _NSFileTypeRegular (from Foundation)
                 (undefined) external _NSKeyValueChangeNewKey (from Foundation)
                 (undefined) external _NSKeyValueChangeOldKey (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedFailureReasonErrorKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
                 (undefined) external _NSLog (from Foundation)
                 (undefined) external _NSPOSIXErrorDomain (from Foundation)
                 (undefined) external _NSRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _NSStringFromSelector (from Foundation)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
00007ff943aab9c0 (__DATA,__objc_data) external _OBJC_CLASS_$_DDAbstractLogger
00007ff943aabb78 (__DATA,__objc_data) external _OBJC_CLASS_$_DDFileLogger
00007ff943aab948 (__DATA,__objc_data) external _OBJC_CLASS_$_DDLog
00007ff943aabb28 (__DATA,__objc_data) external _OBJC_CLASS_$_DDLogFileFormatterDefault
00007ff943aabad8 (__DATA,__objc_data) external _OBJC_CLASS_$_DDLogFileInfo
00007ff943aabab0 (__DATA,__objc_data) external _OBJC_CLASS_$_DDLogFileManagerDefault
00007ff943aab8d0 (__DATA,__objc_data) external _OBJC_CLASS_$_DDLogMessage
00007ff943aab8f8 (__DATA,__objc_data) external _OBJC_CLASS_$_DDLoggerNode
00007ff943aabbf0 (__DATA,__objc_data) external _OBJC_CLASS_$_DDTTYLogger
00007ff943aab790 (__DATA,__objc_data) external _OBJC_CLASS_$_GCDAsyncReadPacket
00007ff943aab830 (__DATA,__objc_data) external _OBJC_CLASS_$_GCDAsyncSendfilePacket
00007ff94297d4d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GCDAsyncSocket
00007ff94297d4f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_GCDAsyncSocketPreBuffer
00007ff943aab880 (__DATA,__objc_data) external _OBJC_CLASS_$_GCDAsyncSpecialPacket
00007ff943aab7e0 (__DATA,__objc_data) external _OBJC_CLASS_$_GCDAsyncWritePacket
00007ff943aab600 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPAsyncFileResponse
00007ff943aab4c0 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPAuthenticationRequest
00007ff943aab538 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPConfig
00007ff94297d520 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_HTTPConnection
00007ff943aab510 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPData
00007ff943aab650 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPDataResponse
00007ff943aab6a0 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPDynamicFileResponse
00007ff943aaba60 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPErrorResponse
00007ff943aab6f0 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPFileResponse
00007ff943aab5b0 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPMessage
00007ff943aab740 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPRedirectResponse
00007ff943aaba10 (__DATA,__objc_data) external _OBJC_CLASS_$_HTTPSendFileResponse
00007ff94297d548 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_HTTPServer
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendar (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNetService (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSProcessInfo (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSScanner (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_EHTYPE_$_NSException (from CoreFoundation)
00007ff943aab3b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.formatter
00007ff943aab3c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDAbstractLogger.loggerQueue
00007ff943aab438 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileHandle
00007ff943aab448 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.currentLogFileInfo
00007ff943aab428 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.droppedMessageCount
00007ff943aab430 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.logFileManager
00007ff943aab418 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.maximumFileSize
00007ff943aab420 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingFrequency
00007ff943aab440 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDFileLogger.rollingTimer
00007ff943aab410 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileFormatterDefault.dateFormatter
00007ff943aab468 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.creationDate
00007ff943aab460 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileAttributes
00007ff943aab458 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileName
00007ff943aab450 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.filePath
00007ff943aab478 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.fileSize
00007ff943aab470 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileInfo.modificationDate
00007ff943aab408 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault._logsDirectory
00007ff943aab400 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogFileManagerDefault.maximumNumberOfLogFiles
00007ff943aab378 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.file
00007ff943aab380 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.function
00007ff943aab388 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.lineNumber
00007ff943aab360 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logContext
00007ff943aab358 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logFlag
00007ff943aab350 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logLevel
00007ff943aab368 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.logMsg
00007ff943aab390 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.machThreadID
00007ff943aab3b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.options
00007ff943aab398 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.queueLabel
00007ff943aab3a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.tag
00007ff943aab3a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.threadName
00007ff943aab370 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLogMessage.timestamp
00007ff943aab348 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.logger
00007ff943aab340 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDLoggerNode.loggerQueue
00007ff943aab4a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.app
00007ff943aab498 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appLen
00007ff943aab490 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.appName
00007ff943aab480 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendar
00007ff943aab488 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.calendarUnitFlags
00007ff943aab4b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pid
00007ff943aab4b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.pidLen
00007ff943aab4a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_DDTTYLogger.processID
00007ff943aab178 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.buffer
00007ff943aab1b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bufferOwner
00007ff943aab188 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.bytesDone
00007ff943aab190 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.maxLength
00007ff943aab1b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.originalBufferLength
00007ff943aab1a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.readLength
00007ff943aab180 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.startOffset
00007ff943aab1c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.tag
00007ff943aab1a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.term
00007ff943aab198 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncReadPacket.timeout
00007ff943aab1f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.file
00007ff943aab200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.length
00007ff943aab1f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSendfilePacket.offset
00007ff943aab2f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.IsOnSocketQueueOrTargetQueueKey
00007ff943aab268 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.accept4Source
00007ff943aab270 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.accept6Source
00007ff943aab278 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.acceptuSource
00007ff943aab318 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowAnyRootWhenEvaluatingPeerTrust
00007ff943aab328 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowExpiredCertsWhenEvaluatingPeerTrust
00007ff943aab320 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.allowExpiredRootsWhenEvaluatingPeerTrust
00007ff943aab218 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.config
00007ff943aab248 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectIndex
00007ff943aab250 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectInterface4
00007ff943aab258 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectInterface6
00007ff943aab280 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.connectTimer
00007ff943aab308 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.countedBytesWritten
00007ff943aab2b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.currentRead
00007ff943aab2c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.currentWrite
00007ff943aab220 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegate
00007ff943aab228 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegateQueue
00007ff943aab338 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.delegateWillEvaluatePeerTrust
00007ff943aab210 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.flags
00007ff943aab2d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.preBuffer
00007ff943aab2a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readQueue
00007ff943aab288 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readSource
00007ff943aab298 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.readTimer
00007ff943aab310 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.rootsToTrustWhenEvaluatingPeerTrust
00007ff943aab330 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.skipEvaluatingPeerTrust
00007ff943aab230 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socket4FD
00007ff943aab238 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socket6FD
00007ff943aab2c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketFDBytesAvailable
00007ff943aab260 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketQueue
00007ff943aab240 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.socketuFD
00007ff943aab2d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslContext
00007ff943aab2f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslErrCode
00007ff943aab2e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslPreBuffer
00007ff943aab2e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.sslWriteCachedLength
00007ff943aab300 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.userData
00007ff943aab2b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeQueue
00007ff943aab290 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeSource
00007ff943aab2a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_GCDAsyncSocket.writeTimer
00007ff943aab158 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.preBuffer
00007ff943aab160 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.preBufferSize
00007ff943aab168 (__DATA,__objc_ivar) external _OBJC_IVAR_$_GCDAsyncSocketPreBuffer.readPointer
