000000027e121350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027e0f2630 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
000000027e0f1c38 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
000000027e0f1a40 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
000000027e0f1fbc (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
000000027e0f2154 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
                 (undefined) external _bzero (from libSystem)
000000027e12cf68 (__TEXT,__text) non-external _cacheData
000000027e0c16e8 (__TEXT,__text) non-external _cacheFlush
000000027e0c157c (__TEXT,__text) non-external _cachePageEvict
000000027e0c1260 (__TEXT,__text) non-external _cachePageGet
000000027e0c13c4 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
000000027e0b30c0 (__TEXT,__text) non-external _cancelProc
000000027e0dcf68 (__TEXT,__text) non-external _cancelProc
000000027e0e83a0 (__TEXT,__text) non-external _cancelProc
000000027e0fc970 (__TEXT,__text) non-external _cancelProc
000000027e0ff134 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
000000027e0d8614 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000027e0f9354 (__TEXT,__text) non-external _chunkAppendHole
000000027e0e2248 (__TEXT,__text) non-external _chunkAsyncCancel
000000027e0e1b34 (__TEXT,__text) non-external _chunkAsyncClose
000000027e0e1eb0 (__TEXT,__text) non-external _chunkAsyncGetRange
000000027e0e226c (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000027e0e207c (__TEXT,__text) non-external _chunkAsyncProcess
000000027e0f9308 (__TEXT,__text) non-external _chunkDestroy
000000027e0f77bc (__TEXT,__text) non-external _chunk_compare_by_position
000000027e0f77ac (__TEXT,__text) non-external _chunk_compare_by_rating
000000027e0db280 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000027e0b1de4 (__TEXT,__text) non-external _closeProc
000000027e0dc604 (__TEXT,__text) non-external _closeProc
000000027e0e5e3c (__TEXT,__text) non-external _closeProc
000000027e0faffc (__TEXT,__text) non-external _closeProc
000000027e0b20d4 (__TEXT,__text) non-external _closeWithStateProc
000000027e0dc690 (__TEXT,__text) non-external _closeWithStateProc
000000027e0e70e8 (__TEXT,__text) non-external _closeWithStateProc
000000027e0fb0a4 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000027e10db4c (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000027e109a70 (__TEXT,__text) non-external _cmpNodesProc
000000027e0aea80 (__TEXT,__text) non-external _cmpRange
000000027e0b183c (__TEXT,__text) non-external _cmp_entries_clc
000000027e0b1808 (__TEXT,__text) non-external _cmp_entries_hlc
000000027e0b18d4 (__TEXT,__text) non-external _cmp_entries_offset
000000027e0b1870 (__TEXT,__text) non-external _cmp_entries_slc
000000027e107248 (__TEXT,__text) non-external _cmp_keys
000000027e0fad6c (__TEXT,__text) non-external _cmp_markers
000000027e0ab8c4 (__TEXT,__text) non-external _compare_copy_fork_3
000000027e0ab874 (__TEXT,__text) non-external _compare_copy_fork_4
000000027e0ab81c (__TEXT,__text) non-external _compare_copy_fork_5
000000027e0ab46c (__TEXT,__text) non-external _compare_digest_tasks
000000027e0a9a78 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
000000027e0ac36c (__TEXT,__text) non-external _compare_forks_by_extent
000000027e0ac3a8 (__TEXT,__text) non-external _compare_forks_by_position
000000027e0d1420 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000027e0d13c4 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000027e0d1410 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000027e0d1428 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000027e0d1418 (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000027e0b4dbc (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000027e11a308 (__TEXT,__text) non-external _computePatchesWorkerProc
000000027e0e3a94 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000027e0e39d0 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000027e12a59c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000027e0efe90 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000027e0eb72c (__TEXT,__text) non-external _convertStreamAbort
000000027e0eb9e4 (__TEXT,__text) non-external _convertStreamBeginBlob
000000027e0ea6ac (__TEXT,__text) non-external _convertStreamClose
000000027e0ebc0c (__TEXT,__text) non-external _convertStreamEndBlob
000000027e0eb958 (__TEXT,__text) non-external _convertStreamEndEntry
000000027e0eb88c (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000027e0eb300 (__TEXT,__text) non-external _convertStreamWriteBlob
000000027e0ea740 (__TEXT,__text) non-external _convertStreamWriteHeader
000000027e0f77d4 (__TEXT,__text) non-external _convert_block_controls
000000027e0f7638 (__TEXT,__text) non-external _convert_internal_controls
000000027e0e41e4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000027e0e45ec (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000027e0c7440 (__TEXT,__text) non-external _copyStream
000000027e107b30 (__TEXT,__text) non-external _create
000000027e0ea48c (__TEXT,__text) non-external _createErrorContextKey
000000027e0e9ed8 (__TEXT,__text) non-external (was a private external) _createThread
000000027e0cb0bc (__TEXT,__text) non-external _ctrl_reader_get
000000027e0cf748 (__TEXT,__text) non-external _currentWriteBufferFull
000000027e11e4a8 (__TEXT,__text) non-external _decodeStreamAbort
000000027e11e4c4 (__TEXT,__text) non-external _decodeStreamClose
000000027e11d98c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000027e11d814 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000027e11e2c0 (__TEXT,__text) non-external _decodeStreamReadBlob
000000027e11d700 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000027e11dd94 (__TEXT,__text) non-external _decodeStreamReadHeader
000000027e11d62c (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000027e121ba0 (__TEXT,__text) non-external _decompressToData
000000027e0ad948 (__TEXT,__text) non-external _decryptAsyncCancel
000000027e0ad3dc (__TEXT,__text) non-external _decryptAsyncClose
000000027e0ad5bc (__TEXT,__text) non-external _decryptAsyncGetRange
000000027e0ad95c (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000027e0ad710 (__TEXT,__text) non-external _decryptAsyncProcess
000000027e0f0cc8 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000027e0f0b44 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000027e0f0cd0 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000027e0f0cd8 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000027e0ccdf8 (__TEXT,__text) non-external _ecc65537Inv
000000027e0cc9b4 (__TEXT,__text) non-external _ecc65537PolyEval
000000027e0ccc60 (__TEXT,__text) non-external _ecc65537Solve
000000027e0cca34 (__TEXT,__text) non-external _ecc65537Triangulate
000000027e11b078 (__TEXT,__text) non-external _encodeEntry
000000027e11b1fc (__TEXT,__text) non-external _encodeYOPEntry
000000027e11c27c (__TEXT,__text) non-external _encoderStreamAbort
000000027e11c0b8 (__TEXT,__text) non-external _encoderStreamClose
000000027e11c448 (__TEXT,__text) non-external _encoderStreamWriteBlob
000000027e11c298 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000027e0e975c (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000027e11a2d8 (__TEXT,__text) non-external _entryIndexCmpHLC
000000027e0fe47c (__TEXT,__text) non-external _entryMessage
000000027e10d24c (__TEXT,__text) non-external _entryRelease
000000027e11a2bc (__TEXT,__text) non-external _entryVectorCmp
000000027e0e55b0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000027e0e5718 (__TEXT,__text) non-external _enumerateTree_rec
000000027e108778 (__TEXT,__text) non-external _expandDirThreadProc
000000027e10d22c (__TEXT,__text) non-external _extractStreamAbort
000000027e10b420 (__TEXT,__text) non-external _extractStreamClose
000000027e10dd24 (__TEXT,__text) non-external _extractStreamEntryEnd
000000027e10de00 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000027e10d9a4 (__TEXT,__text) non-external _extractStreamStateFail
000000027e10cb40 (__TEXT,__text) non-external _extractStreamWriteBlob
000000027e10c04c (__TEXT,__text) non-external _extractStreamWriteHeader
000000027e0fed54 (__TEXT,__text) non-external _extractThread
000000027e10d3bc (__TEXT,__text) non-external _extractThreadFailEntry
000000027e10a628 (__TEXT,__text) non-external _extractThreadProc
000000027e10da84 (__TEXT,__text) non-external _extractThreadSendCommand
000000027e0fe8c4 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000027e0fe700 (__TEXT,__text) non-external _extractToDirAsyncClose
000000027e0fe8c8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000027e0fe95c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000027e0c4c6c (__TEXT,__text) non-external _findFirst
000000027e0f7c48 (__TEXT,__text) non-external _fingerprint_consumer
000000027e0f7954 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000027e0c60dc (__TEXT,__text) non-external _flushBuf
000000027e11c6d0 (__TEXT,__text) non-external _flushOBuf
000000027e123b34 (__TEXT,__text) non-external _flushOBuf
000000027e0dee44 (__TEXT,__text) non-external _flushToResourceFork
000000027e11c848 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000027e0d6df4 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000027e0f39d8 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000027e0c646c (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000299b261d0 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
000000027e0fa260 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000027e12d19c (__TEXT,__text) non-external _getBXDiffControls.cold.1
000000027e0e52a8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000027e11d410 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000027e0ccfc8 (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000027e0e3684 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000027e0ea424 (__TEXT,__text) non-external _getErrorContextKey
0000000299b261c0 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
000000027e0f5d20 (__TEXT,__text) non-external _getFieldBlob
000000027e0e4aa4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000027e0e4a18 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000027e0e507c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000027e10f44c (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000027e0e5218 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000027e0e4988 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000027e0e5348 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000027e0e5358 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000027e0e5404 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000027e0e4fa4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000027e12c24c (__TEXT,__text) non-external _getFreeCachePos
000000027e10962c (__TEXT,__text) non-external _getPath
000000027e0d9944 (__TEXT,__text) non-external _getProfile
000000027e0e363c (__TEXT,__text) non-external (was a private external) _getRealTime
000000027e0e3e4c (__TEXT,__text) non-external (was a private external) _getTempDir
000000027e0ff1b8 (__TEXT,__text) non-external _getTempSegmentFilename
000000027e0e5bbc (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000027e12a434 (__TEXT,__text) non-external _graisAbort
000000027e128be0 (__TEXT,__text) non-external _graisClose
000000027e12a0b4 (__TEXT,__text) non-external _graisPRead
000000027e12a098 (__TEXT,__text) non-external _graisRead
000000027e12a3e8 (__TEXT,__text) non-external _graisSeek
000000027e1086bc (__TEXT,__text) non-external _increaseCapacity
000000027e0d88b0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000027e11cdac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000027e10e478 (__TEXT,__text) non-external _init_blob_with_magic
000000027e0ec964 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
000000027e0ec9f0 (__TEXT,__text) non-external (was a private external) _io_preallocate
000000027e0ecbc8 (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000027e0e3f10 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000027e113e0c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000027e0ea238 (__TEXT,__text) non-external (was a private external) _joinThread
000000027e12d0d4 (__TEXT,__text) non-external _joinThread.cold.1
000000027e1264b8 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000027e126570 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000027e0e9884 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000027e11d8cc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000027e0f94f8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000027e112c74 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000027e123d34 (__TEXT,__text) non-external _loadChunkOffsets
000000027e1214c8 (__TEXT,__text) non-external _loadDecmpfsXattr
000000027e0fedc8 (__TEXT,__text) non-external _loadRemainingRange
000000027e0fefe8 (__TEXT,__text) non-external _loadTempSegment
000000027e0fea04 (__TEXT,__text) non-external _loadThread
000000027e0edfec (__TEXT,__text) non-external (was a private external) _load_variants
000000027e0e1d14 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000027e0e37fc (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000027e0d56e0 (__TEXT,__text) non-external _memoryInputStreamCancel
000000027e0d56c4 (__TEXT,__text) non-external _memoryInputStreamClose
000000027e0d5714 (__TEXT,__text) non-external _memoryInputStreamPRead
000000027e0d56f4 (__TEXT,__text) non-external _memoryInputStreamRead
000000027e0d578c (__TEXT,__text) non-external _memoryInputStreamSeek
000000027e0d5918 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000027e0d58fc (__TEXT,__text) non-external _memoryOutputStreamClose
000000027e0d592c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000027e11d3d8 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000027e11cfe0 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
000000027e0cea04 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000027e12cb80 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000027e108f5c (__TEXT,__text) non-external _normalize
000000027e0e38bc (__TEXT,__text) non-external (was a private external) _normalizePath
000000027e0ff260 (__TEXT,__text) non-external _notifySegmentAvailable
000000027e141bf8 (__TEXT,__const) non-external _old_resource_fork_map
000000027e1421a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000027e0b4fcc (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000027e0ee16c (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000027e0e3d70 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000027e0b5d68 (__TEXT,__text) non-external _pcRead
000000027e0b5230 (__TEXT,__text) non-external _pcWrite
000000027e0ac6a4 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
000000027e0ac4e8 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000027e0ac474 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000027e0ac3d4 (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000027e0ac464 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000027e0ac5ec (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
000000027e0ac5dc (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000027e0f7d60 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000027e12d110 (__TEXT,__text) non-external _pc_log_error.cold.1
000000027e0f7f80 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000027e0f7e6c (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000027e0f3608 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
000000027e0ade84 (__TEXT,__text) non-external _processClusterHeader
000000027e0d0950 (__TEXT,__text) non-external _processEntry
000000027e0e83b4 (__TEXT,__text) non-external _processEntry
000000027e0ad968 (__TEXT,__text) non-external _processMagic
000000027e0ae60c (__TEXT,__text) non-external _processPadding
000000027e0adaa0 (__TEXT,__text) non-external _processPrologue
000000027e0ae938 (__TEXT,__text) non-external _processSegment
000000027e0f0948 (__TEXT,__text) non-external _processSegment
000000027e0fe1c4 (__TEXT,__text) non-external _processSegment
000000027e0c82d0 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000027e11ced8 (__TEXT,__text) non-external (was a private external) _pushControls
000000027e11ce44 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000027e0aea98 (__TEXT,__text) non-external _pushPaddingRange
000000027e0ad298 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000027e0da080 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
000000027e0cb9a4 (__TEXT,__text) non-external _randomAccessWorkerProc
000000027e0e307c (__TEXT,__text) non-external _rangeCmp
000000027e0de77c (__TEXT,__text) non-external _rangeInputStreamCancel
000000027e0de748 (__TEXT,__text) non-external _rangeInputStreamClose
000000027e0de7a0 (__TEXT,__text) non-external _rangeInputStreamRead
000000027e0a9ffc (__TEXT,__text) non-external _rawimg_add_fork
000000027e0aa168 (__TEXT,__text) non-external _rawimg_add_volume
000000027e0ac310 (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
000000027e0a9d14 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
000000027e0abddc (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
000000027e0a9a90 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
000000027e0ab2cc (__TEXT,__text) non-external _rawimg_digest_worker
000000027e0cde2c (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
0000000292303568 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
000000027e0ab250 (__TEXT,__text) non-external _rawimg_free_chunks
000000027e0aa618 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
000000027e0ab978 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
000000027e0ab49c (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
000000027e0a9b38 (__TEXT,__text) non-external (was a private external) _rawimg_show
000000027e0aa170 (__TEXT,__text) non-external _rawimg_verify
000000027e0b7588 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000027e12a808 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000027e0e35dc (__TEXT,__text) non-external (was a private external) _reallocToFit
000000027e10e61c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000027e0f40dc (__TEXT,__text) non-external _remap_page
000000027e0e5a94 (__TEXT,__text) non-external _removeEntryProc
000000027e0e568c (__TEXT,__text) non-external (was a private external) _removeFile
000000027e0e5b4c (__TEXT,__text) non-external _removeLeaveDirProc
000000027e0d08ec (__TEXT,__text) non-external _removeStreamAbort
000000027e0d01b4 (__TEXT,__text) non-external _removeStreamClose
000000027e0d08d8 (__TEXT,__text) non-external _removeStreamWriteBlob
000000027e0d049c (__TEXT,__text) non-external _removeStreamWriteHeader
000000027e0e5a48 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000027e11cdb8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000027e122334 (__TEXT,__text) non-external _resizeResourceFork
000000027e0f1650 (__TEXT,__text) non-external _resizeStream
000000027e121690 (__TEXT,__text) non-external _resourceForkSize
000000027e0e9dd4 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
000000027e0ff440 (__TEXT,__text) non-external _retireEntryRange
000000027e10d820 (__TEXT,__text) non-external _retireThreadEnqueue
000000027e10a0fc (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000027e0f756c (__TEXT,__text) non-external _sanitize_internal_controls
000000027e0e9d60 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
000000027e0db304 (__TEXT,__text) non-external _seekTo
000000027e0edf84 (__TEXT,__text) non-external _segment_find
000000027e0cf6c4 (__TEXT,__text) non-external _sendEOF
000000027e0eb748 (__TEXT,__text) non-external _sendHeader
000000027e0bc7e0 (__TEXT,__text) non-external _sendMessage
000000027e12a458 (__TEXT,__text) non-external _sendMessage
000000027e0cb834 (__TEXT,__text) non-external _sequentialReaderProc
