                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000018cf84ec8 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000018cf85c08 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
000000018cf7a5bc (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
000000018cf7a5c4 (__TEXT,__text) external _krb5_auth_con_initivector
000000018cf7a5cc (__TEXT,__text) external _krb5_auth_con_set_checksum_func
000000018cf859a8 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
000000018cf85a30 (__TEXT,__text) external _krb5_auth_con_setports
000000018cf85aa0 (__TEXT,__text) external _krb5_auth_con_setrcache
000000018cf7a5d4 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
000000018cf7a5dc (__TEXT,__text) external _krb5_auth_con_setsendsubkey
000000018cf7a5e4 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
000000018cf7ec84 (__TEXT,__text) external _krb5_build_principal
000000018cf7a5ec (__TEXT,__text) external _krb5_build_principal_alloc_va
000000018cf7ebd4 (__TEXT,__text) external _krb5_build_principal_ext
000000018cf7a5f4 (__TEXT,__text) external _krb5_build_principal_va
000000018cf7a5fc (__TEXT,__text) external _krb5_c_block_size
000000018cf7a604 (__TEXT,__text) external _krb5_c_checksum_length
000000018cf87014 (__TEXT,__text) external _krb5_c_decrypt
000000018cf87144 (__TEXT,__text) external _krb5_c_encrypt
000000018cf8727c (__TEXT,__text) external _krb5_c_encrypt_length
000000018cf7a60c (__TEXT,__text) external _krb5_c_enctype_compare
000000018cf7a614 (__TEXT,__text) external _krb5_c_free_state
000000018cf7a61c (__TEXT,__text) external _krb5_c_init_state
000000018cf7a624 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
000000018cf7a62c (__TEXT,__text) external _krb5_c_is_keyed_cksum
000000018cf7a634 (__TEXT,__text) external _krb5_c_keyed_checksum_types
000000018cf7a63c (__TEXT,__text) external _krb5_c_make_checksum
000000018cf7a644 (__TEXT,__text) external _krb5_c_make_random_key
000000018cf7a64c (__TEXT,__text) external _krb5_c_random_add_entropy
000000018cf7a654 (__TEXT,__text) external _krb5_c_random_make_octets
000000018cf7a65c (__TEXT,__text) external _krb5_c_random_os_entropy
000000018cf7a664 (__TEXT,__text) external _krb5_c_random_seed
000000018cf86d2c (__TEXT,__text) external _krb5_c_string_to_key
000000018cf7a66c (__TEXT,__text) external _krb5_c_string_to_key_with_params
000000018cf7a674 (__TEXT,__text) external _krb5_c_valid_cksumtype
000000018cf7a67c (__TEXT,__text) external _krb5_c_valid_enctype
000000018cf7a684 (__TEXT,__text) external _krb5_c_verify_checksum
000000018cf7a68c (__TEXT,__text) external _krb5_calculate_checksum
000000018cf84738 (__TEXT,__text) external _krb5_cc_cache_match
000000018cf845f8 (__TEXT,__text) external _krb5_cc_close
000000018cf7a694 (__TEXT,__text) external _krb5_cc_copy_creds
000000018cf84390 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
000000018cf848cc (__TEXT,__text) external _krb5_cc_end_seq_get
000000018cf846d4 (__TEXT,__text) external _krb5_cc_gen_new
000000018cf84604 (__TEXT,__text) external _krb5_cc_get_config
000000018cf845fc (__TEXT,__text) external _krb5_cc_get_name
000000018cf84548 (__TEXT,__text) external _krb5_cc_get_principal
000000018cf84600 (__TEXT,__text) external _krb5_cc_get_type
000000018cf84458 (__TEXT,__text) external _krb5_cc_initialize
000000018cf7a6a0 (__TEXT,__text) external _krb5_cc_last_change_time
000000018cf7a6a8 (__TEXT,__text) external _krb5_cc_lock
000000018cf7a6b0 (__TEXT,__text) external _krb5_cc_move
000000018cf84660 (__TEXT,__text) external _krb5_cc_new_unique
000000018cf8483c (__TEXT,__text) external _krb5_cc_next_cred
000000018cf7a6bc (__TEXT,__text) external _krb5_cc_remove_cred
000000018cf843ec (__TEXT,__text) external _krb5_cc_resolve
000000018cf84740 (__TEXT,__text) external _krb5_cc_retrieve_cred
000000018cf7a6c4 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
000000018cf7a6cc (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
000000018cf844c4 (__TEXT,__text) external _krb5_cc_store_cred
000000018cf7a6d4 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
000000018cf7a6dc (__TEXT,__text) external _krb5_cccol_last_change_time
000000018cf7a6e4 (__TEXT,__text) external _krb5_cccol_lock
000000018cf7a6ec (__TEXT,__text) external _krb5_cccol_unlock
000000018cf87334 (__TEXT,__text) external _krb5_change_password
000000018cf7a6f4 (__TEXT,__text) external _krb5_checksum_size
000000018cf7a6fc (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
000000018cf7a704 (__TEXT,__text) external _krb5_copy_addresses
000000018cf7a70c (__TEXT,__text) external _krb5_copy_authdata
000000018cf7a714 (__TEXT,__text) external _krb5_copy_authenticator
000000018cf7a71c (__TEXT,__text) external _krb5_copy_checksum
000000018cf7a724 (__TEXT,__text) external _krb5_copy_context
000000018cf84ac0 (__TEXT,__text) external _krb5_copy_creds
000000018cf7dfb8 (__TEXT,__text) external _krb5_copy_data
000000018cf7d610 (__TEXT,__text) external _krb5_copy_keyblock
000000018cf7d59c (__TEXT,__text) external _krb5_copy_keyblock_contents
000000018cf7edf4 (__TEXT,__text) external _krb5_copy_principal
000000018cf7a72c (__TEXT,__text) external _krb5_copy_ticket
000000018cf84964 (__TEXT,__text) external _krb5_decode_ticket
000000018cf7a734 (__TEXT,__text) external _krb5_decrypt
000000018cf7a73c (__TEXT,__text) external _krb5_deltat_to_string
000000018cf7a744 (__TEXT,__text) external _krb5_eblock_enctype
000000018cf7a74c (__TEXT,__text) external _krb5_encrypt
000000018cf7a754 (__TEXT,__text) external _krb5_encrypt_size
000000018cf7e448 (__TEXT,__text) external _krb5_enctype_to_string
000000018cf7a75c (__TEXT,__text) external _krb5_finish_key
000000018cf7a764 (__TEXT,__text) external _krb5_finish_random_key
000000018cf7e484 (__TEXT,__text) external _krb5_free_addresses
000000018cf7da88 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
000000018cf7e22c (__TEXT,__text) external _krb5_free_authdata
000000018cf7a76c (__TEXT,__text) external _krb5_free_authenticator
000000018cf7a774 (__TEXT,__text) external _krb5_free_checksum
000000018cf7a77c (__TEXT,__text) external _krb5_free_checksum_contents
000000018cf7a784 (__TEXT,__text) external _krb5_free_cksumtypes
000000018cf7a78c (__TEXT,__text) external _krb5_free_config_files
000000018cf7dda4 (__TEXT,__text) external _krb5_free_context
000000018cf7e024 (__TEXT,__text) external _krb5_free_cred_contents
000000018cf7e0b4 (__TEXT,__text) external _krb5_free_creds
000000018cf7df5c (__TEXT,__text) external _krb5_free_data
000000018cf7dbcc (__TEXT,__text) external _krb5_free_data_contents
000000018cf7eed8 (__TEXT,__text) external _krb5_free_default_realm
000000018cf7e118 (__TEXT,__text) external _krb5_free_enc_tkt_part
000000018cf7db4c (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
000000018cf7daf0 (__TEXT,__text) external _krb5_free_keyblock
000000018cf7df00 (__TEXT,__text) external _krb5_free_keyblock_contents
000000018cf85330 (__TEXT,__text) external _krb5_free_keytab_entry_contents
000000018cf7a0f4 (__TEXT,__text) external _krb5_free_krbhst
000000018cf7ee58 (__TEXT,__text) external _krb5_free_principal
000000018cf7a794 (__TEXT,__text) external _krb5_free_tgt_creds
000000018cf7e180 (__TEXT,__text) external _krb5_free_ticket
000000018cf7eda0 (__TEXT,__text) external _krb5_free_unparsed_name
000000018cf7a79c (__TEXT,__text) external _krb5_fwd_tgt_creds
000000018cf849f0 (__TEXT,__text) external _krb5_get_credentials
000000018cf7a7a4 (__TEXT,__text) external _krb5_get_credentials_renew
000000018cf7a7ac (__TEXT,__text) external _krb5_get_credentials_validate
000000018cf7a7b4 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
000000018cf7e9c0 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
000000018cf7a7bc (__TEXT,__text) external _krb5_get_in_tkt
000000018cf7a7c8 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
000000018cf7d10c (__TEXT,__text) external _krb5_get_in_tkt_with_password
000000018cf7a7d4 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
000000018cf7d008 (__TEXT,__text) external _krb5_get_init_creds_keytab
000000018cf7cb1c (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
000000018cf7cb80 (__TEXT,__text) external _krb5_get_init_creds_opt_free
000000018cf7ca94 (__TEXT,__text) external _krb5_get_init_creds_opt_init
000000018cf7cdd0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
000000018cf7cd20 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
000000018cf7a7e0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
000000018cf7cd6c (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
000000018cf7cc78 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
000000018cf7a7e8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
000000018cf7cdd4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
000000018cf7cae4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
000000018cf7cccc (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
000000018cf7cc24 (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
000000018cf7cbd4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
000000018cf7ce08 (__TEXT,__text) external _krb5_get_init_creds_password
000000018cf7a0e8 (__TEXT,__text) external _krb5_get_krbhst
000000018cf7a7f0 (__TEXT,__text) external _krb5_get_permitted_enctypes
000000018cf7a7f8 (__TEXT,__text) external _krb5_get_profile
000000018cf7a800 (__TEXT,__text) external _krb5_get_prompt_types
000000018cf7efe8 (__TEXT,__text) external _krb5_get_realm_domain
000000018cf7e698 (__TEXT,__text) external _krb5_get_renewed_creds
000000018cf7e4f8 (__TEXT,__text) external _krb5_get_server_rcache
000000018cf7a808 (__TEXT,__text) external _krb5_get_time_offsets
000000018cf7e628 (__TEXT,__text) external _krb5_get_validated_creds
00000001e6020200 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
000000018cf7a810 (__TEXT,__text) external _krb5_gss_use_kdc_context
000000018cf79df8 (__TEXT,__text) external _krb5_init_context
000000018cf7a818 (__TEXT,__text) external _krb5_init_keyblock
000000018cf7a820 (__TEXT,__text) external _krb5_init_random_key
000000018cf7dd50 (__TEXT,__text) external _krb5_init_secure_context
000000018cf7a828 (__TEXT,__text) external _krb5_ipc_client_clear_target
000000018cf7a830 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
000000018cf7a838 (__TEXT,__text) external _krb5_is_config_principal
000000018cf7a840 (__TEXT,__text) external _krb5_is_referral_realm
000000018cf7a848 (__TEXT,__text) external _krb5_is_thread_safe
000000018cf85898 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
000000018cf855ec (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
000000018cf853b4 (__TEXT,__text) external _krb5_kt_end_seq_get
000000018cf856ac (__TEXT,__text) non-external _krb5_kt_free_entry
000000018cf85428 (__TEXT,__text) external _krb5_kt_get_entry
000000018cf85714 (__TEXT,__text) external _krb5_kt_get_name
000000018cf85938 (__TEXT,__text) external _krb5_kt_get_type
00000001dfa1a6b0 (__DATA,__bss) non-external _krb5_kt_get_type.name
000000018cf85278 (__TEXT,__text) external _krb5_kt_next_entry
000000018cf8571c (__TEXT,__text) external _krb5_kt_read_service_key
000000018cf8580c (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
000000018cf851f0 (__TEXT,__text) external _krb5_kt_start_seq_get
000000018cf7e7ac (__TEXT,__text) external _krb5_kuserok
000000018cf7a850 (__TEXT,__text) external _krb5_mk_1cred
000000018cf7a858 (__TEXT,__text) external _krb5_mk_error
000000018cf7a860 (__TEXT,__text) external _krb5_mk_ncred
000000018cf8669c (__TEXT,__text) external _krb5_mk_priv
000000018cf7a868 (__TEXT,__text) external _krb5_mk_rep
000000018cf862f4 (__TEXT,__text) external _krb5_mk_req
000000018cf863d0 (__TEXT,__text) external _krb5_mk_req_extended
000000018cf86760 (__TEXT,__text) external _krb5_mk_safe
000000018cf7e504 (__TEXT,__text) external _krb5_os_localaddr
000000018cf7eb24 (__TEXT,__text) external _krb5_parse_name
000000018cf7eb30 (__TEXT,__text) external _krb5_parse_name_flags
000000018cf7e358 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
000000018cf7a870 (__TEXT,__text) external _krb5_pkinit_get_client_cert
000000018cf7a878 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
000000018cf7a880 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
000000018cf7a888 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
000000018cf7a890 (__TEXT,__text) external _krb5_pkinit_have_client_cert
000000018cf7a898 (__TEXT,__text) external _krb5_pkinit_release_cert
000000018cf7a8a0 (__TEXT,__text) external _krb5_pkinit_release_cert_db
000000018cf7a8a8 (__TEXT,__text) external _krb5_pkinit_set_client_cert
000000018cf86e94 (__TEXT,__text) external _krb5_principal2salt
000000018cf7efd0 (__TEXT,__text) external _krb5_principal_compare
000000018cf7a8b0 (__TEXT,__text) external _krb5_process_key
000000018cf7e620 (__TEXT,__text) external _krb5_prompter_posix
000000018cf7a8b8 (__TEXT,__text) external _krb5_random_key
000000018cf7a8c0 (__TEXT,__text) external _krb5_rd_cred
000000018cf7a8c8 (__TEXT,__text) external _krb5_rd_error
000000018cf8616c (__TEXT,__text) external _krb5_rd_priv
000000018cf7a8d0 (__TEXT,__text) external _krb5_rd_rep
000000018cf85ca8 (__TEXT,__text) external _krb5_rd_req
000000018cf86230 (__TEXT,__text) external _krb5_rd_safe
000000018cf7a8d8 (__TEXT,__text) external _krb5_read_password
000000018cf7efdc (__TEXT,__text) external _krb5_realm_compare
000000018cf85f34 (__TEXT,__text) external _krb5_recvauth
000000018cf86020 (__TEXT,__text) external _krb5_recvauth_version
000000018cf7a8e0 (__TEXT,__text) external _krb5_salttype_to_string
000000018cf864b8 (__TEXT,__text) external _krb5_sendauth
000000018cf7a8e8 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
000000018cf86f6c (__TEXT,__text) external _krb5_set_default_tgs_enctypes
000000018cf86f10 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
000000018cf86c1c (__TEXT,__text) external _krb5_set_password
000000018cf86b24 (__TEXT,__text) external _krb5_set_password_using_ccache
000000018cf7a8f0 (__TEXT,__text) external _krb5_set_principal_realm
000000018cf7e708 (__TEXT,__text) external _krb5_set_real_time
000000018cf7ef2c (__TEXT,__text) external _krb5_sname_to_principal
000000018cf7a8f8 (__TEXT,__text) external _krb5_string_to_cksumtype
000000018cf7e5e4 (__TEXT,__text) external _krb5_string_to_deltat
000000018cf7a900 (__TEXT,__text) external _krb5_string_to_enctype
000000018cf86e10 (__TEXT,__text) external _krb5_string_to_key
000000018cf7a908 (__TEXT,__text) external _krb5_string_to_salttype
000000018cf86824 (__TEXT,__text) external _krb5_string_to_timestamp
00000001e60203c8 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
000000018cf7e2fc (__TEXT,__text) external _krb5_timeofday
000000018cf7a910 (__TEXT,__text) external _krb5_timestamp_to_sfstring
000000018cf7a918 (__TEXT,__text) external _krb5_timestamp_to_string
000000018cf7ed34 (__TEXT,__text) external _krb5_unparse_name
000000018cf7a920 (__TEXT,__text) external _krb5_unparse_name_ext
000000018cf7a928 (__TEXT,__text) external _krb5_unparse_name_flags
000000018cf7a930 (__TEXT,__text) external _krb5_unparse_name_flags_ext
000000018cf7e288 (__TEXT,__text) external _krb5_us_timeofday
00000001dfa1a700 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
000000018cf86fc8 (__TEXT,__text) external _krb5_use_enctype
000000018cf7a938 (__TEXT,__text) external _krb5_verify_checksum
000000018cf7d214 (__TEXT,__text) external _krb5_verify_init_creds
000000018cf7d1f0 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
000000018cf7d1f8 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
000000018cf7a940 (__TEXT,__text) external _krb5int_accessor
000000018cf7a94c (__TEXT,__text) external _krb5int_freeaddrinfo
000000018cf7a954 (__TEXT,__text) external _krb5int_gai_strerror
000000018cf7a95c (__TEXT,__text) external _krb5int_getaddrinfo
000000018cf7a964 (__TEXT,__text) external _krb5int_gmt_mktime
000000018cf7a96c (__TEXT,__text) external _krb5int_init_context_kdc
000000018cf7a974 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
000000018cf7a97c (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
000000018cf7a984 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
000000018cf7a98c (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
000000018cf7a994 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
000000018cf7a99c (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001dfa19e38 (__DATA,__data) non-external _krb5int_profile_shared_data
000000018cf84e78 (__TEXT,__text) external _krb__get_srvtabname
000000018cf84bbc (__TEXT,__text) external _krb_change_password
000000018cf84cdc (__TEXT,__text) external _krb_check_auth
000000018cf84de8 (__TEXT,__text) external _krb_delete_cred
000000018cf84e08 (__TEXT,__text) external _krb_get_admhst
000000018cf84d74 (__TEXT,__text) external _krb_get_cred
000000018cf84bcc (__TEXT,__text) external _krb_get_err_text
000000018cf84c24 (__TEXT,__text) external _krb_get_in_tkt
000000018cf84c2c (__TEXT,__text) external _krb_get_in_tkt_creds
000000018cf84e10 (__TEXT,__text) external _krb_get_krbhst
000000018cf84e00 (__TEXT,__text) external _krb_get_lrealm
000000018cf84de0 (__TEXT,__text) external _krb_get_nth_cred
000000018cf84dd8 (__TEXT,__text) external _krb_get_num_cred
000000018cf84c34 (__TEXT,__text) external _krb_get_phost
000000018cf84df8 (__TEXT,__text) external _krb_get_profile
000000018cf84c84 (__TEXT,__text) external _krb_get_pw_in_tkt
000000018cf84c8c (__TEXT,__text) external _krb_get_pw_in_tkt_creds
000000018cf84c9c (__TEXT,__text) external _krb_get_svc_in_tkt
000000018cf84d6c (__TEXT,__text) external _krb_get_tf_fullname
000000018cf84d64 (__TEXT,__text) external _krb_get_tf_realm
000000018cf84ca4 (__TEXT,__text) external _krb_get_ticket_for_service
000000018cf84e70 (__TEXT,__text) external _krb_life_to_time
000000018cf84ce4 (__TEXT,__text) external _krb_mk_auth
000000018cf84cec (__TEXT,__text) external _krb_mk_err
000000018cf84cf4 (__TEXT,__text) external _krb_mk_priv
000000018cf84cfc (__TEXT,__text) external _krb_mk_req
000000018cf84d04 (__TEXT,__text) external _krb_mk_req_creds
000000018cf84d14 (__TEXT,__text) external _krb_mk_safe
000000018cf84d24 (__TEXT,__text) external _krb_rd_err
000000018cf84d2c (__TEXT,__text) external _krb_rd_priv
000000018cf84d34 (__TEXT,__text) external _krb_rd_req
000000018cf84d3c (__TEXT,__text) external _krb_rd_req_int
000000018cf84d44 (__TEXT,__text) external _krb_rd_safe
000000018cf84e18 (__TEXT,__text) external _krb_realmofhost
000000018cf84d54 (__TEXT,__text) external _krb_recvauth
000000018cf84d5c (__TEXT,__text) external _krb_sendauth
000000018cf84d0c (__TEXT,__text) external _krb_set_lifetime
000000018cf84dcc (__TEXT,__text) external _krb_set_tkt_string
000000018cf84e68 (__TEXT,__text) external _krb_time_to_life
000000018cf84cd4 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
000000018cf7ea74 (__TEXT,__text) non-external _map_mit_principal
000000018cf86120 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
000000018cf7d364 (__TEXT,__text) non-external (was a private external) _mshim_ctx
000000018cf873c4 (__TEXT,__text) non-external _mshim_ctx.cold.1
00000001dfa19b80 (__DATA,__data) non-external _mshim_ctx.key
00000001dfa19b78 (__DATA,__data) non-external _mshim_ctx.once
000000018cf7d2d4 (__TEXT,__text) non-external (was a private external) _mshim_failure
000000018cf7cf4c (__TEXT,__text) non-external _mshim_gic_opt
000000018cf7d9fc (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
000000018cf7d83c (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
000000018cf7d474 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
000000018cf7dc18 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
000000018cf7d504 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
000000018cf7ea1c (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
000000018cf7da74 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
000000018cf85d90 (__TEXT,__text) non-external _mshim_hticket2mticket
000000018cf79e4c (__TEXT,__text) non-external (was a private external) _mshim_log_entry
000000018cf7d434 (__TEXT,__text) non-external (was a private external) _mshim_malloc
000000018cf873ec (__TEXT,__text) non-external _mshim_malloc.cold.1
000000018cf7d670 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
000000018cf7d4c0 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
000000018cf7d554 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
000000018cf7dd18 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001dfa19e80 (__DATA,__data) non-external _notify_token
00000001e6020270 (__DATA_CONST,__const) non-external _oidsets
00000001dfa19d38 (__DATA,__data) non-external _prof_error_strings
000000018cf82360 (__TEXT,__text) external _profile_abandon
000000018cf83938 (__TEXT,__text) non-external (was a private external) _profile_add_node
000000018cf83540 (__TEXT,__text) external _profile_add_relation
000000018cf8330c (__TEXT,__text) external _profile_clear_relation
000000018cf8128c (__TEXT,__text) non-external (was a private external) _profile_close_file
000000018cf812ec (__TEXT,__text) external _profile_configuration_updated
000000018cf82004 (__TEXT,__text) non-external (was a private external) _profile_copy
000000018cf83764 (__TEXT,__text) non-external (was a private external) _profile_create_node
000000018cf815f0 (__TEXT,__text) non-external (was a private external) _profile_dereference_data
000000018cf811d8 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
000000018cf80c80 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
000000018cf83aa4 (__TEXT,__text) non-external (was a private external) _profile_find_node
000000018cf83bd8 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
000000018cf83c3c (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
000000018cf822bc (__TEXT,__text) external _profile_flush
000000018cf81358 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
000000018cf812f8 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
000000018cf81574 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
000000018cf8234c (__TEXT,__text) external _profile_flush_to_buffer
000000018cf82304 (__TEXT,__text) external _profile_flush_to_file
000000018cf82358 (__TEXT,__text) external _profile_free_buffer
000000018cf81664 (__TEXT,__text) non-external (was a private external) _profile_free_file
000000018cf816b0 (__TEXT,__text) external _profile_free_list
