000000019fc64600 (__TEXT,__text) non-external +[AMFI isAvailable]
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
000000019fc68aa8 (__TEXT,__const) external _SystemPolicyVersionNumber
000000019fc68a78 (__TEXT,__const) external _SystemPolicyVersionString
000000019fc5cd00 (__TEXT,__text) external _URLisDirectory
000000019fc64580 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
000000019fc6740c (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dbc19c38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
000000019fc68968 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
000000019fc67fa8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
000000019fc68988 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
000000019fc68088 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
000000019fc685c0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
000000019fc68938 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
000000019fc68168 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
000000019fc67fc8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
000000019fc67e30 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
000000019fc684f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
000000019fc68268 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
000000019fc67c80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
000000019fc68100 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
000000019fc68638 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001d2b99de8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001d2b994c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b99b58 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b99db8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b99ef8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9a908 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b99f28 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001d2b99b88 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001d2b9a938 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001d2b994f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
000000019fc67dc8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
000000019fc689a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
000000019fc67ef8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
000000019fc680a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
000000019fc68950 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
000000019fc67e50 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
000000019fc686f0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
000000019fc689f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
000000019fc68188 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
000000019fc68418 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
000000019fc67fe0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
000000019fc686a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
000000019fc68230 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
000000019fc68510 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
000000019fc68280 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
000000019fc67c98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
000000019fc688e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
000000019fc67d78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001d2b997f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001d2b9b480 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001d2b99990 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001d2b99e00 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001d2b99860 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001d2b9adc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001d2b9b768 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001d2b99f40 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001d2b9a7f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001d2b99ba0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001d2b9ad58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001d2b9a0f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001d2b9a950 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001d2b9a488 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001d2b99508 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001d2b9b3e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001d2b996c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001d2b9b4e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001d2b99a78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001d2b99e48 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001d2b99928 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001d2b9b208 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001d2b9b7b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001d2b9a048 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001d2b99ca8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001d2b9aa78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001d2b9a510 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001d2b99630 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001d2b9b448 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001d2b997d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001d2b99498 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b99b30 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b99d90 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b99ed0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9a8e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9a588 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9ab10 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9b520 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9a7d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001d2b9a0d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001d2b9a140 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001d2b99438 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b99ad0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b99d30 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b99e70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9a880 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9a740 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9acc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9b6d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9a7f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001d2b9a0f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001d2b9a3b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001d2b99470 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b99b08 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b99d68 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b99ea8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9a8b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b994b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b99b50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b99db0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b99ef0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9a900 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b99480 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b99b18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b99d78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b99eb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9a8c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b99dd0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001d2b99f10 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001d2b99b70 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001d2b9a920 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001d2b994d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001dbc1a948 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AKELData
00000001dbc1b368 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AMFI
00000001dbc1ab88 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001dbc1b488 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001dbc1b3f8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001dbc1aaf8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_BundleData
00000001dbc1aca8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001dbc1b098 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_MIS
00000001dbc1aa68 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001dbc1b248 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001dbc1b518 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001dbc1adc8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001dbc1af78 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001dbc1ac18 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001dbc1a9d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001dbc1b1b8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001dbc1ae58 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001dbc1b008 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001dbc1aee8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001dbc1a828 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001dbc1ad38 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPLog
00000001dbc1b128 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigration
00000001dbc1b2d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001dbc1a8b8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001d2b99420 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001d2b99428 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001d2b99410 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d2b99418 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d2b99400 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001d2b99408 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001dbc1a900 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AKELData
00000001dbc1b320 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AMFI
00000001dbc1ab40 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001dbc1b440 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001dbc1b3b0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001dbc1aab0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_BundleData
00000001dbc1ac60 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001dbc1b050 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_MIS
00000001dbc1aa20 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001dbc1b200 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001dbc1b4d0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001dbc1ad80 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001dbc1af30 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001dbc1abd0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001dbc1a990 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001dbc1b170 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001dbc1ae10 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001dbc1afc0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001dbc1aea0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001dbc1a7e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001dbc1acf0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPLog
00000001dbc1b0e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001dbc1b290 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001dbc1a870 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001d6f9aaf8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001d6f9ab58 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001d6f9aa38 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d6f9aa98 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d6f9a970 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001d6f9a9d0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001d6f9a5d8 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001d6f9a5e0 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001d6f9a5c8 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001d6f9a5d0 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
000000019fc61f58 (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
000000019fc61dd0 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
000000019fc59200 (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
000000019fc59164 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
000000019fc590c8 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
000000019fc59338 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
000000019fc5929c (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
000000019fc5e4e4 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
000000019fc52700 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
000000019fc593c4 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
000000019fc66794 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
000000019fc52e28 (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
000000019fc51c84 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
000000019fc52034 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
000000019fc64fb0 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
000000019fc6507c (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
000000019fc5ab70 (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
000000019fc635d4 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
000000019fc6371c (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
000000019fc64dfc (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
000000019fc5bb8c (__TEXT,__text) non-external ___43-[SPExecutionPolicy legacyExecutionHistory]_block_invoke
000000019fc5ab94 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
000000019fc5c11c (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
000000019fc5bc08 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
000000019fc59f94 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
000000019fc64eb4 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
000000019fc5bd00 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
000000019fc5ab3c (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
000000019fc5b21c (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
000000019fc5be04 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
000000019fc5c018 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
000000019fc5b1f8 (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
000000019fc5a0f0 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
000000019fc5a624 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
000000019fc5b0d4 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
000000019fc5b240 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
000000019fc64ee0 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
000000019fc5a7ec (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
000000019fc5b1ac (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
000000019fc570b8 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
000000019fc5b264 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
000000019fc5d74c (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
000000019fc5a708 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
000000019fc5bf10 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
000000019fc5af50 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
000000019fc5b288 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
000000019fc5ac80 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
