00007ffb0de19a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0de0de6e (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffb0de0a6f6 (__TEXT,__text) external __ZN8OSString4freeEv
00007ffb0de2bc81 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffb0de2bca4 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffb0de2bcc7 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffb0de07858 (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffb0de0780e (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffb0de0779a (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffb0de0784e (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffb0de22342 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffb0de21740 (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffb0de068f0 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffb0de23b98 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0de06c4e (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffb0de204da (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb0de2247c (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffb0de2042e (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb0de22700 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb0de20c06 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffb0de206ea (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffb0de21c20 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0de21872 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0de215fc (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0de21294 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0de23284 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0de21402 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0de23ea2 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffb0de23c5a (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0de2289e (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffb0de24a2e (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffb0de20ff4 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffb0de06a7e (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffb0de219ac (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0de24972 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffb0de21ae6 (__TEXT,__text) external __ZN9IOService16SetPowerOverrideEbPFiP15OSMetaClassBase5IORPCE
00007ffb0de06de0 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffb0de22cd6 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0de243fe (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0de245d0 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffb0de238fa (__TEXT,__text) external __ZN9IOService17CreatePMAssertionEjPybPFiP15OSMetaClassBase5IORPCE
00007ffb0de2422c (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0de20894 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffb0de2300e (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0de20d0e (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffb0de23a62 (__TEXT,__text) external __ZN9IOService18ReleasePMAssertionEyPFiP15OSMetaClassBase5IORPCE
00007ffb0de2220c (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffb0de06ab6 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffb0de24642 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffb0de247a0 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffb0de06d10 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffb0de2b768 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffb0de23dec (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffb0de2437e (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffb0de20678 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0de24176 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffb0de23fba (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffb0de24cee (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffb0de24052 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffb0de06b06 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffb0de22e48 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0de2090a (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffb0de248ae (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffb0de22088 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffb0de225d8 (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0de23f4e (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0de06dd8 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffb0de24298 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0de06894 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffb0de2430a (__TEXT,__text) external __ZN9IOService23SetPowerOverride_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffb0de24ac6 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffb0de250d0 (__TEXT,__text) external __ZN9IOService24CreatePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPybE
00007ffb0de23654 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0de207de (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffb0de20586 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffb0de2514c (__TEXT,__text) external __ZN9IOService25ReleasePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0de2455c (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0de23776 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0de21126 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0de23532 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0de04eb0 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0de04ef8 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffb0de24b62 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffb0de24472 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffb0de246b6 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffb0de067dc (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffb0de24f04 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0de04cd6 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffb0de04db4 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffb0de2b53c (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffb0de24fe6 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffb0de205fa (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffb0de04e80 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0de04e98 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0de233c8 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0de23152 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffb0de24e22 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0de04e02 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0de04e4a (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0de24da4 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffb0de24c82 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0de20b02 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0de035a4 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffb0de06678 (__TEXT,__text) external __ZN9IOService4initEv
00007ffb0de2b722 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffb0de2b745 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffb0de209fe (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0de21d92 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0de20e6c (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffb0de22b68 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0de1fe1e (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffb0de22a18 (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffb0de0692e (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffb0de21f52 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffb0de1fe28 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffb0de0e128 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffb0de1d8f6 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffb0de28ad4 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffb0de0c9a2 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0de0c9b2 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0de0caa8 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffb0de0cf76 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0de0cd66 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffb0de0ca8c (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffb0de0ce48 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffb0de0cf66 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffb0de0c9c2 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffb0de0ca00 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffb0de0ce54 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffb0de0777e (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffb0de0778c (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffb0de0da84 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffb0de0da78 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffb0de1ca22 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffb0de00400 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffb0de00d12 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffb0de003ca (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffb0de00cb8 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffb0de00cac (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffb0de003c0 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffb0de00cb2 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffb0de00d06 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffb0de1d2ba (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffb0de1c5b6 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffb0de1f1a2 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffb0de259cc (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffb0de279dc (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffb0de2616a (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffb0de2a194 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffb0de0d80e (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffb0de0d7b6 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffb0de0d7ca (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffb0de0de06 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffb0de0ddc2 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffb0de0dbd4 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffb0de0dc02 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffb0de0dac8 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffb0de0db7e (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffb0de0db4c (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffb0de0db92 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffb0de0d15c (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffb0de0d484 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffb0de0d4a0 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0de0d528 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffb0de0d140 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffb0de0d478 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffb0de0d016 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffb0de0d054 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffb0de290ac (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffb0de0df4e (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffb0de0df5a (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffb0de0df7e (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffb0de0dfa2 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffb0de0dfc0 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffb0de0dfe2 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffb0de0e04a (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffb0de00cc2 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffb0de2a695 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffb0de2a6b8 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffb0de00ce8 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffb0de2a6db (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffb0de0a858 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffb0de0a892 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffb0de0debe (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffb0de0dc14 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffb0de0df04 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffb0de0df10 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffb0de06e2c (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffb0de0e11c (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffb0de0e122 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffb41a21500 (__DATA_CONST,__const) external __ZTI10IOReporter
00007ffb41a22658 (__DATA_CONST,__const) external __ZTI11IOEventLink
00007ffb41a22d48 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffb41a241e8 (__DATA_CONST,__const) external __ZTI11IOWorkGroup
00007ffb41a208b8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffb41a20098 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffb41a21b78 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffb41a21f98 (__DATA_CONST,__const) external __ZTI12IODMACommand
00007ffb41a23d78 (__DATA_CONST,__const) external __ZTI12IOUserClient
00007ffb41a24038 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffb41a209d8 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffb41a20b00 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffb41a20110 (__DATA_CONST,__const) external __ZTI12OSMappedFile
00007ffb41a20e78 (__DATA_CONST,__const) external __ZTI12OSOrderedSet
00007ffb41a202e0 (__DATA_CONST,__const) external __ZTI13IOCommandPool
00007ffb41a217f8 (__DATA_CONST,__const) external __ZTI14IOReportLegend
00007ffb41a20d88 (__DATA_CONST,__const) weak external __ZTI14OSSetInterface
00007ffb41a25188 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffb41a222f8 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffb41a23390 (__DATA_CONST,__const) weak external __ZTI15IOStateReporter
00007ffb41a20f68 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffb41a24a08 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffb41a1ffd0 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffb41a21158 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffb41a224a8 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffb41a21488 (__DATA_CONST,__const) external __ZTI16IOReporter_IVars
00007ffb41a232d8 (__DATA_CONST,__const) weak external __ZTI16IOSimpleReporter
00007ffb41a20c60 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffb41a244c8 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffb41a203d0 (__DATA_CONST,__const) weak external __ZTI17IOThreadInterface
00007ffb41a256d8 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffb41a243d0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffb41a24318 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffb41a20080 (__DATA_CONST,__const) weak external __ZTI17OSBundleInterface
00007ffb41a246b8 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffb41a21020 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffb41a24cf0 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffb41a24ea0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffb41a24de8 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffb41a20908 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffb41a25280 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007ffb41a20200 (__DATA_CONST,__const) weak external __ZTI18IOCommandInterface
00007ffb41a21d28 (__DATA_CONST,__const) external __ZTI18IOCommandMetaClass
00007ffb41a22b98 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007ffb41a23630 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007ffb41a23578 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007ffb41a210d8 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007ffb41a245c0 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007ffb41a23448 (__DATA_CONST,__const) weak external __ZTI19IOHistogramReporter
00007ffb41a21538 (__DATA_CONST,__const) weak external __ZTI19IOReporterInterface
00007ffb41a230f8 (__DATA_CONST,__const) external __ZTI19IOReporterMetaClass
00007ffb41a22690 (__DATA_CONST,__const) weak external __ZTI20IOEventLinkInterface
00007ffb41a225d8 (__DATA_CONST,__const) external __ZTI20IOEventLinkMetaClass
00007ffb41a22838 (__DATA_CONST,__const) external __ZTI20IOExtensiblePaniclog
00007ffb41a22d80 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007ffb41a22cc8 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007ffb41a24220 (__DATA_CONST,__const) weak external __ZTI20IOWorkGroupInterface
00007ffb41a24168 (__DATA_CONST,__const) external __ZTI20IOWorkGroupMetaClass
00007ffb41a208f0 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007ffb41a248a8 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007ffb41a21fd0 (__DATA_CONST,__const) weak external __ZTI21IODMACommandInterface
00007ffb41a21f18 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007ffb41a21778 (__DATA_CONST,__const) external __ZTI21IOStateReporter_IVars
00007ffb41a23b08 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007ffb41a23db0 (__DATA_CONST,__const) weak external __ZTI21IOUserClientInterface
00007ffb41a23cd8 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
00007ffb41a24070 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
00007ffb41a23fb8 (__DATA_CONST,__const) external __ZTI21IOUserServerMetaClass
00007ffb41a20a10 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
00007ffb41a247b0 (__DATA_CONST,__const) external __ZTI21OSCollectionMetaClass
