00000001ec7e3798 (__DATA,__bss) non-external _AGCPrinter
00000001a8b62f98 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEE6appendINS1_18user_iterator_implINS_4UserEEEvEEvT_S8_
00000001a8b7f1d8 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEE6appendINSt3__113move_iteratorIPS2_EEvEEvT_S9_
00000001a8acfd44 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEE6appendIPKNS_3UseEvEEvT_S8_
00000001a8ab45dc (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEE6appendIPKS2_vEEvT_S7_
00000001a8acfd44 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEE6appendIPNS_3UseEvEEvT_S7_
00000001a8ac9704 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEE6assignEmS2_
00000001a8aceb0c (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEEaSEOS3_
00000001a8ace3d8 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_5ValueEEaSERKS3_
00000001a8aceb0c (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_8CallInstEEaSEOS3_
00000001a8ab45dc (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIPNS_8MetadataEE6appendIPKS2_vEEvT_S7_
00000001a8a92210 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIcE6appendIPKcvEEvT_S5_
00000001a8b69a8c (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIjE10resizeImplILb0EEEvm
00000001a8a992c4 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIjE6appendEmj
00000001a8a8e194 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIjE6assignEmj
00000001a8a8f618 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIjEaSEOS1_
00000001a8a8f430 (__TEXT,__text) non-external __ZN4llvm15SmallVectorImplIjEaSERKS1_
                 (undefined) external __ZN4llvm15ValueAsMetadata3getEPNS_5ValueE (from libLLVM)
                 (undefined) external __ZN4llvm15ValueHandleBase12AddToUseListEv (from libLLVM)
                 (undefined) external __ZN4llvm15ValueHandleBase17RemoveFromUseListEv (from libLLVM)
                 (undefined) external __ZN4llvm15ValueHandleBase20AddToExistingUseListEPPS0_ (from libLLVM)
00000001a8a98014 (__TEXT,__text) non-external __ZN4llvm15ValueHandleBaseC2ENS0_14HandleBaseKindERKS0_
00000001a8a8d040 (__TEXT,__text) non-external __ZN4llvm15ValueHandleBaseaSEPNS_5ValueE
00000001a8a97cb8 (__TEXT,__text) non-external __ZN4llvm15ValueHandleBaseaSERKS0_
                 (undefined) external __ZN4llvm15allocate_bufferEmm (from libLLVM)
00000001a8c227d0 (__TEXT,__text) non-external __ZN4llvm15handleErrorImplIZNS_8toStringENS_5ErrorEEUlRKNS_13ErrorInfoBaseEE_JEEES1_NSt3__110unique_ptrIS2_NS6_14default_deleteIS2_EEEEOT_DpOT0_
00000001a8c0d520 (__TEXT,__text) non-external __ZN4llvm15optional_detail15OptionalStorageINS_14WeakTrackingVHELb0EE5resetEv
00000001a8a9c8fc (__TEXT,__text) non-external __ZN4llvm15optional_detail15OptionalStorageINS_8DenseMapIPKNS_8MetadataENS_13TrackingMDRefENS_12DenseMapInfoIS5_vEENS_6detail12DenseMapPairIS5_S6_EEEELb0EE5resetEv
                 (undefined) external __ZN4llvm16ExtractValueInst14getIndexedTypeEPNS_4TypeENS_8ArrayRefIjEE (from libLLVM)
                 (undefined) external __ZN4llvm16ExtractValueInst4initENS_8ArrayRefIjEERKNS_5TwineE (from libLLVM)
                 (undefined) external __ZN4llvm16MetadataTracking5trackEPvRNS_8MetadataENS_12PointerUnionIJPNS_15MetadataAsValueEPS2_EEE (from libLLVM)
                 (undefined) external __ZN4llvm16MetadataTracking7retrackEPvRNS_8MetadataES1_ (from libLLVM)
                 (undefined) external __ZN4llvm16MetadataTracking7untrackEPvRNS_8MetadataE (from libLLVM)
                 (undefined) external __ZN4llvm16createNewGVNPassEv (from libLLVM)
                 (undefined) external __ZN4llvm16initializeTargetERNS_12PassRegistryE (from libLLVM)
                 (undefined) external __ZN4llvm16parseBitcodeFileENS_15MemoryBufferRefERNS_11LLVMContextENS_12function_refIFNS_8OptionalINSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEEENS_9StringRefEEEE (from libLLVM)
                 (undefined) external __ZN4llvm17AtomicCmpXchgInstC1EPNS_5ValueES2_S2_NS_5AlignENS_14AtomicOrderingES4_hPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm17CloneFunctionIntoEPNS_8FunctionEPKS0_RNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS7_NS_3sys10SmartMutexILb0EEEEEEENS_23CloneFunctionChangeTypeERNS_15SmallVectorImplIPNS_10ReturnInstEEEPKcPNS_14ClonedCodeInfoEPNS_20ValueMapTypeRemapperEPNS_17ValueMaterializerE (from libLLVM)
                 (undefined) external __ZN4llvm17DominatorTreeBaseINS_10BasicBlockELb0EEC2EOS2_ (from libLLVM)
                 (undefined) external __ZN4llvm17DominatorTreeBaseINS_10BasicBlockELb0EEaSEOS2_ (from libLLVM)
                 (undefined) external __ZN4llvm17GetElementPtrInst13setIsInBoundsEb (from libLLVM)
                 (undefined) external __ZN4llvm17GetElementPtrInst14getIndexedTypeEPNS_4TypeENS_8ArrayRefIPNS_5ValueEEE (from libLLVM)
                 (undefined) external __ZN4llvm17GetElementPtrInst4initEPNS_5ValueENS_8ArrayRefIS2_EERKNS_5TwineE (from libLLVM)
00000001a8a91fc4 (__TEXT,__text) non-external __ZN4llvm17GetElementPtrInst6CreateEPNS_4TypeEPNS_5ValueENS_8ArrayRefIS4_EERKNS_5TwineEPNS_11InstructionE
                 (undefined) external __ZN4llvm17InsertElementInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm17ShuffleVectorInst14getShuffleMaskEPKNS_8ConstantERNS_15SmallVectorImplIiEE (from libLLVM)
                 (undefined) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_NS_8ArrayRefIiEERKNS_5TwineEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm17deallocate_bufferEPvmm (from libLLVM)
                 (undefined) external __ZN4llvm18ConstantDataVector8getSplatEjPNS_8ConstantE (from libLLVM)
                 (undefined) external __ZN4llvm18ExtractElementInstC1EPNS_5ValueES2_RKNS_5TwineEPNS_11InstructionE (from libLLVM)
00000001a8a9d5b8 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockENS_11SmallPtrSetIPS1_Lj4EEENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPNS_5ValueE
00000001a8a9dc24 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockENS_11SmallPtrSetIPS1_Lj4EEENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8a9e5f0 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPS1_NS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPNS_5ValueE
00000001a8a9ebe4 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPS1_NS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8a9dd50 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPS1_
00000001a8a9e4b4 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8b0549c (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_5ValueEPNS_11InstructionENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPS1_
00000001a8b059bc (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_5ValueEPNS_11InstructionENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8a9ce58 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_8FunctionENS_11SmallPtrSetIPNS_10BasicBlockELj4EEENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPNS_5ValueE
00000001a8a9d48c (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPKNS_8FunctionENS_11SmallPtrSetIPNS_10BasicBlockELj4EEENS_14ValueMapConfigIS3_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8b88580 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_10BasicBlockEPNS_5ValueENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithES4_
00000001a8b88aa0 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_10BasicBlockEPNS_5ValueENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8ad00f0 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_17GetElementPtrInstEN29AGCLLVMAGPVertexShaderRegular7GEPInfoENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPNS_5ValueE
00000001a8ad07c8 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_17GetElementPtrInstEN29AGCLLVMAGPVertexShaderRegular7GEPInfoENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8b24d20 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEN24AGCLLVMAirImageBlockGen314ImageBlockDataENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithES2_
00000001a8b25454 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEN24AGCLLVMAirImageBlockGen314ImageBlockDataENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8b76a78 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEPKN17AGCArgumentBuffer8ResourceENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithES2_
00000001a8b77008 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEPKN17AGCArgumentBuffer8ResourceENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8b5ac80 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEPNS_14GlobalVariableENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithES2_
00000001a8b5b23c (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEPNS_14GlobalVariableENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8b6d2d8 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEjNS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithES2_
00000001a8b6d534 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_5ValueEjNS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
00000001a8ace76c (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_8LoadInstEN29AGCLLVMAGPVertexShaderRegular7GEPInfoENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE19allUsesReplacedWithEPNS_5ValueE
00000001a8acf004 (__TEXT,__text) non-external __ZN4llvm18ValueMapCallbackVHIPNS_8LoadInstEN29AGCLLVMAGPVertexShaderRegular7GEPInfoENS_14ValueMapConfigIS2_NS_3sys10SmartMutexILb0EEEEEE7deletedEv
                 (undefined) external __ZN4llvm18initializeAnalysisERNS_12PassRegistryE (from libLLVM)
                 (undefined) external __ZN4llvm19ConstantPointerNull3getEPNS_11PointerTypeE (from libLLVM)
                 (undefined) external __ZN4llvm19ReplaceInstWithInstEPNS_11InstructionES1_ (from libLLVM)
00000001a8a9f03c (__TEXT,__text) non-external __ZN4llvm19SmallPtrSetImplBase10insert_impEPKv
                 (undefined) external __ZN4llvm19SmallPtrSetImplBase14insert_imp_bigEPKv (from libLLVM)
                 (undefined) external __ZN4llvm19SmallPtrSetImplBase8CopyFromERKS0_ (from libLLVM)
00000001a8b28840 (__TEXT,__text) non-external __ZN4llvm19SmallPtrSetImplBase9erase_impEPKv
                 (undefined) external __ZN4llvm19SmallPtrSetImplBaseC2EPPKvRKS0_ (from libLLVM)
                 (undefined) external __ZN4llvm19SmallPtrSetImplBaseC2EPPKvjOS0_ (from libLLVM)
                 (undefined) external __ZN4llvm19createGlobalDCEPassEv (from libLLVM)
                 (undefined) external __ZN4llvm19parseAssemblyStringENS_9StringRefERNS_12SMDiagnosticERNS_11LLVMContextEPNS_11SlotMappingE (from libLLVM)
                 (undefined) external __ZN4llvm20MemorySSAWrapperPass2IDE (from libLLVM)
                 (undefined) external __ZN4llvm20ValueMapTypeRemapper6anchorEv (from libLLVM)
                 (undefined) external __ZN4llvm20appendToCompilerUsedERNS_6ModuleENS_8ArrayRefIPNS_11GlobalValueEEE (from libLLVM)
                 (undefined) external __ZN4llvm20getAsUnsignedIntegerENS_9StringRefEjRy (from libLLVM)
                 (undefined) external __ZN4llvm20initializeScalarOptsERNS_12PassRegistryE (from libLLVM)
                 (undefined) external __ZN4llvm21ConstantAggregateZero3getEPNS_4TypeE (from libLLVM)
                 (undefined) external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockEE21transferNodesFromListERS2_NS_14ilist_iteratorINS_12ilist_detail12node_optionsIS1_Lb0ELb0EvEELb0ELb0EEES8_ (from libLLVM)
                 (undefined) external __ZN4llvm21SymbolTableListTraitsINS_8FunctionEE13addNodeToListEPS1_ (from libLLVM)
                 (undefined) external __ZN4llvm21SymbolTableListTraitsINS_8FunctionEE18removeNodeFromListEPS1_ (from libLLVM)
                 (undefined) external __ZN4llvm21initializeInstCombineERNS_12PassRegistryE (from libLLVM)
                 (undefined) external __ZN4llvm22ConstantFoldTerminatorEPNS_10BasicBlockEbPKNS_17TargetLibraryInfoEPNS_14DomTreeUpdaterE (from libLLVM)
                 (undefined) external __ZN4llvm22createGPUAAWrapperPassEv (from libLLVM)
00000001a8a8ee28 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseI14GenericVaryingLb0EE4growEm
00000001a8a8ecd4 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseI14GenericVaryingLb0EE9push_backERKS1_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCArgumentBuffer10IndexRemapELb1EE9push_backES2_
00000001a8ae0b68 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCArgumentBuffer16Tier1TypeBuilder9SubStructELb0EE13destroy_rangeEPS3_S5_
00000001a8ae18bc (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCArgumentBuffer16Tier1TypeBuilder9SubStructELb0EE4growEm
00000001a8ae0bcc (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCArgumentBuffer16Tier1TypeBuilder9SubStructELb0EE9push_backEOS3_
00000001a8a8ed5c (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCArgumentBuffer7Sampler5IndexELb1EE9push_backES3_
00000001a8a8ed5c (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCArgumentBuffer7Texture5IndexELb1EE9push_backES3_
00000001a8a8ed5c (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCCodeTranslator16ComputeVIRegTypeELb1EE9push_backES2_
00000001a8b535e4 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCLLVMUserObject13BufferBindingELb0EE13destroy_rangeEPS2_S4_
00000001a8b5350c (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN17AGCLLVMUserObject13BufferBindingELb0EE4growEm
00000001a8a99084 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN20AGCLLVMTargetLowerer15IndirectROGInfoELb1EE9push_backES2_
00000001a8a9900c (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN24AGCLLVMGen3TargetLowerer15ExplicitLIBSpanELb1EE9push_backES2_
00000001a8a8f4fc (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN25AGCLLVMUserFragmentShader15FragmentVaryingELb0EE4growEm
00000001a8a8f348 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIN25AGCLLVMUserFragmentShader15FragmentVaryingELb0EE9push_backERKS2_
00000001a8b7bfa8 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__110unique_ptrIN17AGCLLVMUserObject26IndirectArgumentBufferInfoENS1_14default_deleteIS4_EEEELb0EE4growEm
00000001a8aa5488 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEELb0EE4growEm
00000001a8bb8cc8 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__14pairINS1_10unique_ptrI17AGCLLVMObjectBaseNS1_14default_deleteIS4_EEEENS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEELb0EE13destroy_rangeEPSE_SG_
00000001a8c09454 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__14pairINS1_10unique_ptrI17AGCLLVMObjectBaseNS1_14default_deleteIS4_EEEENS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEELb0EE18growAndEmplaceBackIJRPS4_SD_EEERSE_DpOT_
00000001a8a99084 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__14pairIPNS_3UseENS_5Value17use_iterator_implIS3_EEEELb1EE9push_backES8_
00000001a8a99084 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__14pairIjPNS_5ValueEEELb1EE9push_backES5_
00000001a8a99084 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__14pairIjPNS_6MDNodeEEELb1EE9push_backES5_
00000001a8a99084 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseINSt3__15tupleIJPNS_5ValueEiEEELb1EE9push_backES5_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPKNS_8CallInstELb1EE9push_backES3_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPN17AGCArgumentBuffer5FieldELb1EE9push_backES3_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_10AllocaInstELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_10BasicBlockELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_11InstructionELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_4TypeELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_5ValueELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_6MDNodeELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_7PHINodeELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_8CallInstELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_8ConstantELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_8FunctionELb1EE9push_backES2_
00000001a8a8d0b0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIPNS_8MetadataELb1EE9push_backES2_
00000001a8a99084 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIZN28AGCLLVMAGPFragmentShaderGen310setupPRIDsEvE9md_list_tLb1EE9push_backES2_
00000001a8af3fc0 (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIcLb1EE9push_backEc
00000001a8a8ed5c (__TEXT,__text) non-external __ZN4llvm23SmallVectorTemplateBaseIjLb1EE9push_backEj
                 (undefined) external __ZN4llvm23createAggressiveDCEPassEv (from libLLVM)
                 (undefined) external __ZN4llvm23initializeVectorizationERNS_12PassRegistryE (from libLLVM)
                 (undefined) external __ZN4llvm24DominatorTreeWrapperPass2IDE (from libLLVM)
                 (undefined) external __ZN4llvm24IRBuilderDefaultInserterD1Ev (from libLLVM)
                 (undefined) external __ZN4llvm24createBasicAAWrapperPassEv (from libLLVM)
                 (undefined) external __ZN4llvm24createIndVarSimplifyPassEv (from libLLVM)
                 (undefined) external __ZN4llvm24initializeTransformUtilsERNS_12PassRegistryE (from libLLVM)
                 (undefined) external __ZN4llvm25MergeBlockIntoPredecessorEPNS_10BasicBlockEPNS_14DomTreeUpdaterEPNS_8LoopInfoEPNS_16MemorySSAUpdaterEPNS_23MemoryDependenceResultsEb (from libLLVM)
00000001a8a8edbc (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonI14GenericVaryingvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS1_Lb0EEEEEPKS1_PT_RS6_m
00000001a8b5349c (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonIN17AGCLLVMUserObject13BufferBindingEvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS2_Lb0EEEEEPKS2_PT_RS7_m
00000001a8ace35c (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonIN17AGCLLVMUserObject7Texture14AllocationInfoEvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS3_Lb1EEEEEPKS3_PT_RS8_m
00000001a8ace35c (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonIN22AGCLLVMAGPVertexShader21VertexAttribInputInfoEvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS2_Lb1EEEEEPKS2_PT_RS7_m
00000001a8a8f3c0 (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonIN25AGCLLVMUserFragmentShader15FragmentVaryingEvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS2_Lb0EEEEEPKS2_PT_RS7_m
00000001a8b7b34c (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonINSt3__110unique_ptrIN17AGCLLVMUserObject26IndirectArgumentBufferInfoENS1_14default_deleteIS4_EEEEvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS7_Lb0EEEEEPKS7_PT_RSC_m
00000001a8a9f228 (__TEXT,__text) non-external __ZN4llvm25SmallVectorTemplateCommonINSt3__14pairIPNS_10BasicBlockENS_12SuccIteratorINS_11InstructionES3_EEEEvE32reserveForParamAndGetAddressImplINS_23SmallVectorTemplateBaseIS8_Lb1EEEEEPKS8_PT_RSD_m
                 (undefined) external __ZN4llvm25createGlobalOptimizerPassEv (from libLLVM)
                 (undefined) external __ZN4llvm25remapInstructionsInBlocksERKNS_15SmallVectorImplIPNS_10BasicBlockEEERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS9_NS_3sys10SmartMutexILb0EEEEEEE (from libLLVM)
                 (undefined) external __ZN4llvm26createSimpleLoopUnrollPassEibb (from libLLVM)
                 (undefined) external __ZN4llvm27createCFGSimplificationPassENS_18SimplifyCFGOptionsENSt3__18functionIFbRKNS_8FunctionEEEE (from libLLVM)
                 (undefined) external __ZN4llvm28TargetLibraryInfoWrapperPassC1ERKNS_6TripleE (from libLLVM)
                 (undefined) external __ZN4llvm28createTypeBasedAAWrapperPassEv (from libLLVM)
                 (undefined) external __ZN4llvm29createAlwaysInlinerLegacyPassEb (from libLLVM)
                 (undefined) external __ZN4llvm29createDeadCodeEliminationPassEv (from libLLVM)
                 (undefined) external __ZN4llvm29errorToErrorCodeAndEmitErrorsERNS_11LLVMContextENS_5ErrorE (from libLLVM)
                 (undefined) external __ZN4llvm30createDeadStoreEliminationPassEv (from libLLVM)
                 (undefined) external __ZN4llvm30createInstructionCombiningPassEv (from libLLVM)
                 (undefined) external __ZN4llvm32UnifyFunctionExitNodesLegacyPass2IDE (from libLLVM)
                 (undefined) external __ZN4llvm32createScopedNoAliasAAWrapperPassEv (from libLLVM)
                 (undefined) external __ZN4llvm32createUnifyFunctionExitNodesPassEv (from libLLVM)
                 (undefined) external __ZN4llvm38createPostOrderFunctionAttrsLegacyPassEv (from libLLVM)
                 (undefined) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelENS0_10RelocModelENS0_13CodeGenOutputE (from libLLVM)
                 (undefined) external __ZN4llvm3AGX11AGXCompiler18getLastDiagnosticsEv (from libLLVM)
                 (undefined) external __ZN4llvm3AGX11AGXCompiler6createERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_ (from libLLVM)
                 (undefined) external __ZN4llvm3AGX11AGXCompilerC1EOS1_ (from libLLVM)
                 (undefined) external __ZN4llvm3AGX11AGXCompilerD1Ev (from libLLVM)
                 (undefined) external __ZN4llvm3AGX12CompileReply14getDiagnosticsEv (from libLLVM)
                 (undefined) external __ZN4llvm3AGX12CompileReply9getBinaryEv (from libLLVM)
                 (undefined) external __ZN4llvm3AGX12CompileReplyC1EOS1_ (from libLLVM)
                 (undefined) external __ZN4llvm3AGX12CompileReplyD1Ev (from libLLVM)
                 (undefined) external __ZN4llvm3AGX14AGXCompilePlan20collectConfigurationERNS0_14CompileRequestE (from libLLVM)
                 (undefined) external __ZN4llvm3AGX14AGXCompilePlan7executeERNS0_14CompileRequestE (from libLLVM)
                 (undefined) external __ZN4llvm3AGX14AGXCompilePlanC1EOS1_ (from libLLVM)
                 (undefined) external __ZN4llvm3AGX14AGXCompilePlanD1Ev (from libLLVM)
                 (undefined) external __ZN4llvm3AGX14CompileRequest11addSegmentsENS_8ArrayRefINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEE (from libLLVM)
                 (undefined) external __ZN4llvm3AGX14CompileRequest15addDMAListEntryEjjjj (from libLLVM)
