00007ffb0013a2f2 (__TEXT,__text) non-external _DiToMD5
00007ffb00127f56 (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ffb00127e4e (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffb00127ef6 (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffb00127eb6 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffb0012ea08 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffb0012ea1e (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffb0012eb64 (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffb00149696 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0014982e (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb001499d4 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffb00149ac0 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffb001245fa (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffb001245ea (__TEXT,__text) external __ZN8OSObject4initEv
00007ffb0014961c (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffb00149652 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffb0012e94e (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffb0012e91a (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffb0012e970 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffb0012e934 (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffb0012b1dc (__TEXT,__text) external __ZN8OSString4freeEv
00007ffb0014bf85 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffb0014bfa6 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffb0014bfc9 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffb00128478 (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffb0012842e (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffb001283ce (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffb0012846e (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffb00142c1e (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffb0014213c (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffb00127598 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffb00144230 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb001278be (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffb00140ea2 (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb00142d5c (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffb00140df6 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb00142ffa (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb001415e4 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffb001410b2 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffb001424f0 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb00142274 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb00141ff4 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb00141c8c (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb00143b9a (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb00141dfa (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb00144542 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffb001442fa (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0014319c (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffb0014505a (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffb001419e6 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffb0012771e (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffb001423b2 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb00144f9e (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffb00127a32 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffb001435de (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb00144a2a (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb00144bfc (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffb001448cc (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0014125c (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffb0014391a (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb001416f8 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffb00142ae2 (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffb00127756 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffb00144c6e (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffb00144dcc (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffb0012796a (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffb0014ba55 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffb0014448c (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffb001449aa (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffb00141040 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb00144816 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffb0014465a (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffb0014531a (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffb001446f2 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffb001277a6 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffb00143750 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb001412d0 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffb00144eda (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffb0014295e (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffb00142ebc (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb001445ee (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb00127a2a (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffb00144938 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb00127548 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffb001450f2 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffb00143f7c (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb001411a6 (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffb00140f4e (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffb00144b88 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb001440ac (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb00141b1e (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb00143e4c (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb00125c48 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb00125c90 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffb0014518e (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffb00144a9e (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffb00144ce2 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffb00127490 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffb00145530 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb00125a74 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffb00125b48 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffb0014b829 (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffb00145612 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffb00140fc2 (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffb00125c18 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb00125c30 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffb00143ce2 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffb00143a62 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffb0014544e (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb00125b9a (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb00125be2 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffb001453d0 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffb001452ae (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb001414d4 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0012462c (__TEXT,__text) external __ZN9IOService4freeEv
00007ffb00127396 (__TEXT,__text) external __ZN9IOService4initEv
00007ffb0014ba0f (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffb0014ba32 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffb001413c4 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb00142662 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0014185a (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffb00143470 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb001407ee (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffb0014331a (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffb001275d6 (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffb00142822 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffb001407f8 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffb0012ebee (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffb0013e264 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffb00148e4c (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffb0012d462 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0012d472 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0012d568 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffb0012da36 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0012d82a (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffb0012d54c (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffb0012d908 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffb0012da26 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffb0012d482 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffb0012d4c0 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffb0012d914 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffb001283b2 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffb001283c0 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffb0012e538 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffb0012e52c (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffb0013d372 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffb00121580 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffb00121e90 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffb0012154a (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffb00121e30 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffb00121e24 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffb00121540 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffb00121e2a (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffb00121e84 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffb0013dc0e (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffb0013cee4 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffb0013fb46 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffb00145f14 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffb00147f4e (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffb001466c4 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffb0014a562 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffb0012e2d8 (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffb0012e280 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffb0012e294 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffb0012e8cc (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffb0012e88c (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffb0012e688 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffb0012e6b6 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffb0012e57c (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffb0012e632 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffb0012e600 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffb0012e646 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffb0012dc20 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffb0012df5e (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffb0012df7a (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0012e002 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffb0012dc04 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffb0012df52 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffb0012dad6 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffb0012db14 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffb00149424 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffb0012ea28 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffb0012ea34 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffb0012ea58 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffb0012ea7c (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffb0012ea9a (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffb0012eabc (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffb0012eb24 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffb00121e3a (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffb0014a9b8 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffb0014a9db (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffb00121e64 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffb0014a9fe (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffb0012b344 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffb0012b37e (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffb0012e984 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffb0012e6c8 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffb0012e9ca (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffb0012e9d6 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffb00127a7e (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffb0012ebe2 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffb0012ebe8 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffb40da8100 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffb40da8290 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffb40003310 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffb40da8698 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffb40001180 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffb40000b30 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffb40002200 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffb40da8240 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffb40da85f8 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffb40004298 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffb400012d8 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffb40001400 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffb40da7f20 (__DATA,__const_weak) external __ZTI12OSMappedFile
00007ffb40da80b0 (__DATA,__const_weak) external __ZTI12OSOrderedSet
00007ffb40da7fc0 (__DATA,__const_weak) external __ZTI13IOCommandPool
00007ffb40da81f0 (__DATA,__const_weak) external __ZTI14IOReportLegend
00007ffb40da8048 (__DATA,__const_weak) weak external __ZTI14OSSetInterface
00007ffb40005380 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffb40002960 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffb40da8450 (__DATA,__const_weak) weak external __ZTI15IOStateReporter
00007ffb40001778 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffb40004c00 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffb40000ab8 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffb400019b8 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffb40002b10 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffb40001c68 (__DATA_CONST,__const) external __ZTI16IOReporter_IVars
00007ffb40da8398 (__DATA,__const_weak) weak external __ZTI16IOSimpleReporter
00007ffb40001510 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffb400046c0 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffb40da7ff8 (__DATA,__const_weak) weak external __ZTI17IOThreadInterface
00007ffb40005880 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffb40004590 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffb40004510 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffb40da7eb8 (__DATA,__const_weak) weak external __ZTI17OSBundleInterface
00007ffb400048b0 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffb40001830 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffb40004ee8 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffb40005060 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffb40004fe0 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffb400011b8 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffb40005478 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007ffb40da7f58 (__DATA,__const_weak) weak external __ZTI18IOCommandInterface
00007ffb400023c8 (__DATA_CONST,__const) external __ZTI18IOCommandMetaClass
00007ffb40003160 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007ffb40003980 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007ffb40003900 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007ffb400018e8 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007ffb400047b8 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007ffb40da8508 (__DATA,__const_weak) weak external __ZTI19IOHistogramReporter
00007ffb40da80e8 (__DATA,__const_weak) weak external __ZTI19IOReporterInterface
00007ffb400036a8 (__DATA_CONST,__const) external __ZTI19IOReporterMetaClass
00007ffb40da8278 (__DATA,__const_weak) weak external __ZTI20IOEventLinkInterface
00007ffb40002c28 (__DATA_CONST,__const) external __ZTI20IOEventLinkMetaClass
00007ffb40da82e0 (__DATA,__const_weak) external __ZTI20IOExtensiblePaniclog
00007ffb400032f8 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007ffb40003278 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007ffb40da8680 (__DATA,__const_weak) weak external __ZTI20IOWorkGroupInterface
00007ffb400043b0 (__DATA_CONST,__const) external __ZTI20IOWorkGroupMetaClass
00007ffb40001168 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007ffb40004aa0 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007ffb40da8228 (__DATA,__const_weak) weak external __ZTI21IODMACommandInterface
00007ffb400025b8 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007ffb40001e68 (__DATA_CONST,__const) external __ZTI21IOStateReporter_IVars
00007ffb40003e08 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007ffb40da85e0 (__DATA,__const_weak) weak external __ZTI21IOUserClientInterface
