00007fff809e1c30 (__DATA,__data) non-external _.compoundliteral
00007fff22ad1167 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007fff22ad12da (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007fff22ad0888 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007fff22ad090b (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.70
00007fff22acaa61 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007fff22ad0655 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007fff22ad068c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.57
00007fff22ad0465 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007fff22ac7315 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007fff22ac727f (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007fff22ad52d9 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007fff22ac8c06 (__TEXT,__text) non-external ___factor_block_invoke
00007fff22ad14aa (__TEXT,__text) non-external ___factor_policy_block_invoke
00007fff22abd02d (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
00007fff22ad4a22 (__TEXT,__text) non-external ___mach_kernel_endpoint_has_msgfilter_block_invoke
00007fff22ad4a44 (__TEXT,__text) non-external ___mach_kernel_endpoint_message_filter_has_mach_message_send_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007fff22ac3009 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007fff22ad3733 (__TEXT,__text) non-external ___operation_expand_block_invoke
00007fff22ad0c67 (__TEXT,__text) non-external ___populate_variable_count_block_invoke
00007fff22ac84c1 (__TEXT,__text) non-external ___reorder_block_invoke
00007fff22ac8b88 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007fff22ad0fa7 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007fff22ad0dab (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007fff22ad0dfb (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.19
00007fff22ac81fa (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007fff22acf5a1 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007fff22acfae5 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007fff22acfdba (__TEXT,__text) non-external ___sandbox_register_sync_root_block_invoke
00007fff22ac9f61 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007fff22ac3426 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007fff22ad5f48 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007fff22abdb51 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007fff22ad5f31 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007fff22abd080 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007fff22acd060 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007fff22ac1f4e (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007fff22acd04c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007fff22ac0d40 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007fff22ad4edc (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007fff22aba3f9 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007fff22abc41c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007fff22ac816b (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007fff22ac804d (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007fff22ad5862 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007fff22acc440 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007fff22ad03ac (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007fff22ab6aab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007fff22ac2b95 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007fff22ad1fbc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007fff22ad1de6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007fff22acd51f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007fff22acd029 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007fff22abdbe2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007fff22abdcc5 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007fff22ad1d43 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007fff22ad206a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007fff22ad1d94 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007fff22ad2049 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007fff22ab6f34 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke
00007fff22abdce7 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_2
00007fff22ab7015 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_3
00007fff22ab7248 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_4
00007fff22ab7318 (__TEXT,__text) non-external ___sb_sbpl_version_1_block_invoke_5
00007fff22ad4d55 (__TEXT,__text) non-external ___sb_transform_bitmask_has_migroutine_index_by_id_block_invoke
00007fff22ad15f7 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007fff22ad5168 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007fff22ad16da (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007fff22ad172f (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke_2
00007fff22ab67b0 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007fff809e1910 (__DATA,__data) non-external __address_family_aliases_
00007fff22ad0d0c (__TEXT,__text) non-external __annotate_instruction_order
00007fff22acd4ed (__TEXT,__text) non-external __buffer_close
00007fff22acd416 (__TEXT,__text) non-external __buffer_read
00007fff22acd3bc (__TEXT,__text) non-external __buffer_seek
00007fff22abc6a2 (__TEXT,__text) non-external __calculate_graft_position
00007fff22ad1437 (__TEXT,__text) non-external __condition_list_diff
00007fff809e3d00 (__DATA,__data) non-external __csr_aliases_
00007fff22ad26fd (__TEXT,__text) non-external __define_filter
00007fff22ab6127 (__TEXT,__text) non-external __define_list
00007fff22ab636e (__TEXT,__text) non-external __define_symbol
00007fff809e1230 (__DATA,__data) non-external __dyld_private
00007fff809e1240 (__DATA,__data) non-external __errno_value_aliases_
00007fff809e7c90 (__DATA,__data) non-external __fcntl_command_aliases_
00007fff22abcc7c (__TEXT,__text) non-external __flatten
00007fff22acc643 (__TEXT,__text) non-external __free_error_pool
00007fff809e1ca0 (__DATA,__data) non-external __fsctl_command_aliases_
00007fff809e3dd0 (__DATA,__data) non-external __host_special_port_aliases_
00007fff809e2810 (__DATA,__data) non-external __ioctl_command_aliases_
00007fff809e6210 (__DATA,__data) non-external __machtrap_aliases_
00007fff22ab61f5 (__TEXT,__text) non-external __make_list_v
00007fff809e65e0 (__DATA,__data) non-external __mig_routine_aliases_
00007fff22af4a90 (__TEXT,__const) non-external __migroutine_idx_to_msgid_
00007fff22ac8b41 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007fff22ab6890 (__TEXT,__text) non-external __parse_file
00007fff809e45a0 (__DATA,__data) non-external __persona_aliases_
00007fff809e3860 (__DATA,__data) non-external __privilege_aliases_
00007fff22acc14c (__TEXT,__text) non-external __push_match_byteset_instr
00007fff22ab31a0 (__TEXT,__text) non-external __s_return
00007fff22ac6974 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007fff22aba20d (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007fff22aca23e (__TEXT,__text) non-external __sb_condition_traverse_filters
00007fff22ad58d9 (__TEXT,__text) non-external __sb_fsa_disjunction
00007fff22abc0e6 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007fff22ad5715 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007fff22ac1162 (__TEXT,__text) non-external __sb_fsa_serialize
00007fff22ad42d7 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007fff22ac09c0 (__TEXT,__text) non-external __sb_pattern_is_literal
00007fff22aadd30 (__TEXT,__text) non-external __sb_realloc_vector
00007fff22ac0d56 (__TEXT,__text) non-external __sb_value_is_equivalent
00007fff22ad4f4c (__TEXT,__text) non-external __set_modifier_string
00007fff809e3f70 (__DATA,__data) non-external __signal_aliases_
00007fff809e8110 (__DATA,__data) non-external __socket_option_level_aliases_
00007fff809e87b0 (__DATA,__data) non-external __socket_option_name_aliases_
00007fff809e1bd0 (__DATA,__data) non-external __socket_type_aliases_
00007fff809e4620 (__DATA,__data) non-external __syscall_aliases_
00007fff809e42c0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007fff809e43d0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007fff22abdc3e (__TEXT,__text) non-external _all_args_pass_test
00007fff22aaf2b7 (__TEXT,__text) non-external _alloc_cellseg
00007fff22abf61d (__TEXT,__text) non-external _alloc_literal
00007fff22ab8ac7 (__TEXT,__text) non-external _arg_is_condition
00007fff22ad1fe4 (__TEXT,__text) non-external _arg_is_message_filter
00007fff22abdd16 (__TEXT,__text) non-external _arg_is_modifier
00007fff22ab8b2f (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007fff22aba8a4 (__TEXT,__text) non-external _assert_is_mutable
00007fff22ace005 (__TEXT,__text) non-external _atom2str
00007fff22ad6262 (__TEXT,__text) non-external _atom2str.cold.1
00007fff22ad6285 (__TEXT,__text) non-external _atom2str.cold.2
00007fff22ad62a8 (__TEXT,__text) non-external _atom2str.cold.3
00007fff22ad62cb (__TEXT,__text) non-external _atom2str.cold.4
00007fff22ad62ee (__TEXT,__text) non-external _atom2str.cold.5
00007fff22ad6311 (__TEXT,__text) non-external _atom2str.cold.6
00007fff22ad6334 (__TEXT,__text) non-external _atom2str.cold.7
00007fff22ad6357 (__TEXT,__text) non-external _atom2str.cold.8
00007fff22ab1b30 (__TEXT,__text) non-external _backchar
00007fff22ab7c24 (__TEXT,__text) non-external _backtrace_pop
00007fff22ad61b3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007fff22aafe61 (__TEXT,__text) non-external _backtrace_push
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bsearch_b (from libSystem)
00007fff22acd761 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
00007fff22acd798 (__TEXT,__text) non-external (was a private external) _bt_pointer_col
00007fff22acd78a (__TEXT,__text) non-external (was a private external) _bt_pointer_line
00007fff22acd76e (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _calloc (from libSystem)
00007fff22ac5018 (__TEXT,__text) non-external _can_combine_conjunction
00007fff22ac4f9c (__TEXT,__text) non-external _can_combine_disjunction
00007fff22ac628f (__TEXT,__text) non-external _candidate_list_lookup
00007fff22ac6cb7 (__TEXT,__text) non-external _candidate_list_remove
00007fff22ac99b0 (__TEXT,__text) non-external _candidate_set_release
00007fff22ab8a20 (__TEXT,__text) non-external _car
00007fff22ab8a7a (__TEXT,__text) non-external _cdr
00007fff22aca014 (__TEXT,__text) non-external _check_dependencies
00007fff22ad5fd8 (__TEXT,__text) non-external _check_policy
00007fff22aac7a8 (__TEXT,__text) non-external _compile
00007fff22ab97a8 (__TEXT,__text) non-external _compute_cost_estimate
00007fff22ab9507 (__TEXT,__text) non-external _compute_hash
00007fff22ad5dac (__TEXT,__text) non-external _compute_hash.2122
00007fff22abd170 (__TEXT,__text) non-external _condition_free_callback
00007fff22ac9214 (__TEXT,__text) non-external _condition_with_patterns_combined
00007fff22acf6b8 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007fff22abfd33 (__TEXT,__text) non-external _construct_automaton
00007fff22ad4aab (__TEXT,__text) non-external _create_bitmask_instruction_before
00007fff22ac9ac2 (__TEXT,__text) non-external _create_pattern_disjunctions
00007fff22ac5686 (__TEXT,__text) non-external _cse
00007fff22ac59ac (__TEXT,__text) non-external _cse_inferior_list
00007fff22ac585c (__TEXT,__text) non-external _cse_multiple
00007fff22ac74ec (__TEXT,__text) non-external _dce
00007fff22abac4e (__TEXT,__text) non-external _decorate_condition
00007fff22ab71cc (__TEXT,__text) non-external _decorate_operation
00007fff22ad421b (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007fff871716e0 (__DATA_CONST,__const) non-external _dispatch_table
00007fff22ac2a46 (__TEXT,__text) non-external _dump_stack_restore
00007fff22ac29b8 (__TEXT,__text) non-external _dump_stack_stash
00007fff22ad1076 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007fff22ac73aa (__TEXT,__text) non-external _eliminate_dead_code
00007fff22ad1234 (__TEXT,__text) non-external _eliminate_dead_code_policy
00007fff22acbf73 (__TEXT,__text) non-external _emit
00007fff22acaaf1 (__TEXT,__text) non-external _emit_instruction
00007fff22ad0968 (__TEXT,__text) non-external _emit_modifier_descriptor
00007fff22acc339 (__TEXT,__text) non-external _emit_string
00007fff22acbbdc (__TEXT,__text) non-external _encode_address
00007fff22abf6a9 (__TEXT,__text) non-external _end_expression
00007fff22ab571d (__TEXT,__text) non-external _eqv
00007fff22ac6ed3 (__TEXT,__text) non-external _expand_logical_conditions
00007fff22ad5248 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007fff22ad1351 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _fileport_makeport (from libSystem)
00007fff22aaf66c (__TEXT,__text) non-external (was a private external) _fill_vector
00007fff87173f40 (__DATA_CONST,__const) non-external _filter_info
00007fff22aaf5df (__TEXT,__text) non-external _find_consecutive_cells
00007fff22ab3211 (__TEXT,__text) non-external _find_slot_in_env
00007fff22abfb0d (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007fff22aadbce (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007fff22af7280 (__TEXT,__const) non-external _gLatinCaseFold
00007fff22af7480 (__TEXT,__const) non-external _gLowerCaseTable
00007fff22ab769b (__TEXT,__text) non-external _gc
00007fff22ab60b6 (__TEXT,__text) non-external (was a private external) _gc_protect
00007fff22ab6345 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007fff22ad6190 (__TEXT,__text) non-external _gc_unprotect.cold.1
00007fff22ad454c (__TEXT,__text) non-external _generate_syscall_bitmask
00007fff22ab55db (__TEXT,__text) non-external (was a private external) _gensym
00007fff22ad616d (__TEXT,__text) non-external _gensym.cold.1
00007fff22aaf775 (__TEXT,__text) non-external _get_cell
00007fff22acbf14 (__TEXT,__text) non-external _get_current_data_address
00007fff22ab1985 (__TEXT,__text) non-external _inchar
00007fff22ad623f (__TEXT,__text) non-external _inchar.cold.1
00007fff22ae9070 (__TEXT,__const) non-external _init_scm
00007fff22acf108 (__TEXT,__text) non-external _inspect_iterate_items
00007fff22ab5208 (__TEXT,__text) non-external _is_any
00007fff22acd74e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007fff22abd14e (__TEXT,__text) non-external (was a private external) _is_character
00007fff22acd7f7 (__TEXT,__text) non-external (was a private external) _is_closure
00007fff22acd81d (__TEXT,__text) non-external (was a private external) _is_continuation
00007fff22acd843 (__TEXT,__text) non-external (was a private external) _is_environment
00007fff22ad4d5f (__TEXT,__text) non-external _is_filter_instruction_with_integer_value
00007fff22acd7d0 (__TEXT,__text) non-external (was a private external) _is_foreign
00007fff22acd7e3 (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007fff22abacd2 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007fff22ab8bcd (__TEXT,__text) non-external (was a private external) _is_integer
00007fff22acd80a (__TEXT,__text) non-external (was a private external) _is_macro
00007fff22ad4a61 (__TEXT,__text) non-external _is_message_id_instruction
00007fff22ab917e (__TEXT,__text) non-external _is_nonneg
00007fff22ace597 (__TEXT,__text) non-external _is_num_integer
00007fff22ab56be (__TEXT,__text) non-external (was a private external) _is_number
00007fff22ab3fda (__TEXT,__text) non-external (was a private external) _is_pair
00007fff22acd7a7 (__TEXT,__text) non-external (was a private external) _is_port
00007fff22ac22f0 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007fff22acd7bd (__TEXT,__text) non-external (was a private external) _is_proc
00007fff22acd830 (__TEXT,__text) non-external (was a private external) _is_promise
00007fff22ab9168 (__TEXT,__text) non-external (was a private external) _is_string
00007fff22ab938b (__TEXT,__text) non-external (was a private external) _is_symbol
00007fff22acd6b3 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007fff22ab8bda (__TEXT,__text) non-external (was a private external) _ivalue
00007fff22abce91 (__TEXT,__text) non-external _list_cost_estimate
00007fff22abd0a0 (__TEXT,__text) non-external _list_star
00007fff22ad5608 (__TEXT,__text) non-external _lookup_filter_info
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007fff22ab7a28 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007fff22ab2fe8 (__TEXT,__text) non-external _mk_atom
00007fff22ac21d9 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007fff22ab645a (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007fff22ab6491 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007fff22abaca0 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007fff22ab7216 (__TEXT,__text) non-external (was a private external) _mk_integer
00007fff22ab3dd8 (__TEXT,__text) non-external _mk_sharp_const
00007fff22acd588 (__TEXT,__text) non-external _mk_sharp_integer
00007fff22aafa0d (__TEXT,__text) non-external (was a private external) _mk_string
00007fff22aaf814 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007fff22aaf478 (__TEXT,__text) non-external _mk_vector
00007fff22ad61d6 (__TEXT,__text) non-external _mk_vector.cold.1
00007fff87173d00 (__DATA_CONST,__const) non-external _modifier_info
00007fff22ac232a (__TEXT,__text) non-external _move_to_next_node
00007fff22ad26d1 (__TEXT,__text) non-external _msgfilter_free_callback
00007fff22ac52d1 (__TEXT,__text) non-external _negate_instruction
00007fff871749a0 (__DATA_CONST,__const) non-external _network_filter_constants
00007fff22aaf6bc (__TEXT,__text) non-external _new_frame_in_env
00007fff22aafae2 (__TEXT,__text) non-external _new_slot_spec_in_env
00007fff22ab56d4 (__TEXT,__text) non-external _num_eq
00007fff22abd10a (__TEXT,__text) non-external _num_ge
00007fff22ac222c (__TEXT,__text) non-external _num_gt
00007fff22acd70a (__TEXT,__text) non-external _num_le
00007fff22acd6c6 (__TEXT,__text) non-external _num_lt
00007fff805e0340 (__DATA_DIRTY,__bss) non-external _num_one
00007fff805e0330 (__DATA_DIRTY,__bss) non-external _num_zero
00007fff22abace5 (__TEXT,__text) non-external (was a private external) _objvalue
00007fff22aaf8e2 (__TEXT,__text) non-external _oblist_add_by_name
00007fff22aaf843 (__TEXT,__text) non-external _oblist_find_by_name
00007fff22abf724 (__TEXT,__text) non-external _op_concat
00007fff22abfc7c (__TEXT,__text) non-external _operand_release
00007fff22ad209d (__TEXT,__text) non-external _operation_expand
00007fff871754c0 (__DATA_CONST,__const) non-external _operation_info
00007fff87174f20 (__DATA_CONST,__const) non-external _operation_names
00007fff22abf546 (__TEXT,__text) non-external _operator_precedence
00007fff22ab02d8 (__TEXT,__text) non-external _opexe_0
00007fff22ad61f9 (__TEXT,__text) non-external _opexe_0.cold.1
00007fff22ad621c (__TEXT,__text) non-external _opexe_0.cold.2
00007fff22ab32c0 (__TEXT,__text) non-external _opexe_1
00007fff22ab3ff0 (__TEXT,__text) non-external _opexe_2
00007fff22ab5214 (__TEXT,__text) non-external _opexe_3
00007fff22ab5890 (__TEXT,__text) non-external _opexe_4
00007fff22ab1ba0 (__TEXT,__text) non-external _opexe_5
00007fff22accd98 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007fff22ab8a61 (__TEXT,__text) non-external (was a private external) _pair_car
00007fff22ab8abb (__TEXT,__text) non-external (was a private external) _pair_cdr
00007fff22ab9980 (__TEXT,__text) non-external _parse_pattern
00007fff22af5340 (__TEXT,__const) non-external _policy_scm
00007fff22ad06b7 (__TEXT,__text) non-external _populate_modifier_descriptor
00007fff22ad09cb (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007fff22ab7c99 (__TEXT,__text) non-external _port_close
00007fff22aafc67 (__TEXT,__text) non-external _port_from_string
00007fff22ab91a3 (__TEXT,__text) non-external _port_rep_from_file
00007fff22af0fd0 (__TEXT,__const) non-external _prelude_scm
00007fff22acbe69 (__TEXT,__text) non-external _previously_emitted_buffer
00007fff22ace50d (__TEXT,__text) non-external _printatom
00007fff22ad3a82 (__TEXT,__text) non-external _priortysort
00007fff87172c80 (__DATA_CONST,__const) non-external _profile_dirs
00007fff22ac1a44 (__TEXT,__text) non-external _push_bytes
00007fff22ac0347 (__TEXT,__text) non-external _push_byteset
00007fff22ac1bf4 (__TEXT,__text) non-external _push_jne_instr
00007fff22abf591 (__TEXT,__text) non-external _push_literal
00007fff22ac1d68 (__TEXT,__text) non-external _push_match_sequence_instr
00007fff22acd542 (__TEXT,__text) non-external _push_nop
00007fff22abf029 (__TEXT,__text) non-external _push_operator
00007fff22acd8a2 (__TEXT,__text) non-external (was a private external) _putcharacter
00007fff22acd856 (__TEXT,__text) non-external (was a private external) _putstr
00007fff22ab2f2e (__TEXT,__text) non-external _readstr_upto
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007fff22acbfe6 (__TEXT,__text) non-external _record_buffer_data
00007fff22acc0ef (__TEXT,__text) non-external _record_condition_data
00007fff22ac1f63 (__TEXT,__text) non-external _regex_quote
00007fff22ac8660 (__TEXT,__text) non-external _reorder_condition
00007fff22ac8857 (__TEXT,__text) non-external _reorder_condition_list
00007fff22ad0f17 (__TEXT,__text) non-external _reorder_policy
00007fff22abd18e (__TEXT,__text) non-external _reverse
00007fff22ab6860 (__TEXT,__text) non-external (was a private external) _s_cons
00007fff22ab631d (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007fff22ab16a4 (__TEXT,__text) non-external _s_save
00007fff22acc6df (__TEXT,__text) external _sandbox_apply
00007fff22acc6f5 (__TEXT,__text) external _sandbox_apply_container
00007fff22acec2e (__TEXT,__text) external _sandbox_compile_entitlements
00007fff22aac63a (__TEXT,__text) external _sandbox_compile_file
00007fff22aac59f (__TEXT,__text) external _sandbox_compile_named
00007fff22acd24b (__TEXT,__text) external _sandbox_compile_string
00007fff22acf4b4 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007fff22aac470 (__TEXT,__text) external _sandbox_create_params
00007fff22acf8c1 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007fff22acc7c5 (__TEXT,__text) external _sandbox_free_params
00007fff22acc797 (__TEXT,__text) external _sandbox_free_profile
00007fff22acec5b (__TEXT,__text) external _sandbox_inspect_pid
00007fff22aced64 (__TEXT,__text) external _sandbox_inspect_smemory
00007fff22acf4c9 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007fff22acf972 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007fff22acfcf5 (__TEXT,__text) external _sandbox_register_sync_root
00007fff22aac4bb (__TEXT,__text) external _sandbox_set_param
00007fff22acede4 (__TEXT,__text) external _sandbox_set_user_state_item
00007fff22acedfc (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007fff22aced6f (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007fff22acedcc (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007fff22aced7e (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007fff22acf0f4 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007fff22ad0eaf (__TEXT,__text) non-external _sb_annotation_destroy
