00007ffe060ce320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe060d004a (__TEXT,__text) non-external _afscStreamCancel
00007ffe060cfaf0 (__TEXT,__text) non-external _afscStreamClose
00007ffe060d0476 (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffe060cd7c2 (__TEXT,__text) non-external _afscStreamOpen
00007ffe060d005c (__TEXT,__text) non-external _afscStreamWrite
00007ffe0605282d (__TEXT,__text) non-external _aggregate_copy_fork
00007ffe060532ce (__TEXT,__text) non-external _aggregate_identical_forks
00007ffe0605e878 (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffe060c0778 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffe060c073d (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffe060c06f7 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffe0605608f (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffe060936e5 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffe060bd1a6 (__TEXT,__text) non-external _append_field
00007ffe060b9e16 (__TEXT,__text) non-external _applyEntryAttributes
00007ffe060930ec (__TEXT,__text) non-external _applyYEC
00007ffe0608de65 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffe0608e143 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffe0605b528 (__TEXT,__text) non-external _asyncContext
00007ffe06079cb6 (__TEXT,__text) non-external _asyncContext
00007ffe0605b82f (__TEXT,__text) non-external _asyncProgress
00007ffe06079fd8 (__TEXT,__text) non-external _asyncProgress
00007ffe0605b817 (__TEXT,__text) non-external _asyncSelect
00007ffe06082f09 (__TEXT,__text) non-external _bestMatchInRange
00007ffe06096148 (__TEXT,__text) non-external _blockGetFromCache
00007ffe06095ffc (__TEXT,__text) non-external _blockReader
00007ffe0609627d (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffe0609c455 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffe0609cdd3 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffe0609c2ad (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffe0609c6a0 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffe0609c70e (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffe0609bd6a (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffe0609bba5 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffe0609c0c1 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffe0609c246 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffe0609d7b9 (__TEXT,__text) non-external _bxdiffEncodeBuffer
00007ffe060da4f2 (__TEXT,__text) non-external _cacheData
00007ffe060695b4 (__TEXT,__text) non-external _cacheFlush
00007ffe0606949f (__TEXT,__text) non-external _cachePageEvict
00007ffe0606919e (__TEXT,__text) non-external _cachePageGet
00007ffe060692ef (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffe0605aa6c (__TEXT,__text) non-external _cancelProc
00007ffe06085d1c (__TEXT,__text) non-external _cancelProc
00007ffe06091a0d (__TEXT,__text) non-external _cancelProc
00007ffe060a72f8 (__TEXT,__text) non-external _cancelProc
00007ffe060a9ea0 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffe06081623 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffe060a396f (__TEXT,__text) non-external _chunkAppendHole
00007ffe0608b487 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffe0608ada4 (__TEXT,__text) non-external _chunkAsyncClose
00007ffe0608b12e (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffe0608b4a7 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffe0608b2ce (__TEXT,__text) non-external _chunkAsyncProcess
00007ffe060a3941 (__TEXT,__text) non-external _chunkDestroy
00007ffe060a1b45 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffe060a1b39 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffe060841eb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffe060596b6 (__TEXT,__text) non-external _closeProc
00007ffe060853f7 (__TEXT,__text) non-external _closeProc
00007ffe0608ef6b (__TEXT,__text) non-external _closeProc
00007ffe060a563d (__TEXT,__text) non-external _closeProc
00007ffe06059966 (__TEXT,__text) non-external _closeWithStateProc
00007ffe06085482 (__TEXT,__text) non-external _closeWithStateProc
00007ffe06090542 (__TEXT,__text) non-external _closeWithStateProc
00007ffe060a56ff (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffe060ba358 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffe060b564d (__TEXT,__text) non-external _cmpNodesProc
00007ffe06055b83 (__TEXT,__text) non-external _cmpRange
00007ffe06059124 (__TEXT,__text) non-external _cmp_entries_clc
00007ffe060590fb (__TEXT,__text) non-external _cmp_entries_hlc
00007ffe06059198 (__TEXT,__text) non-external _cmp_entries_offset
00007ffe0605914d (__TEXT,__text) non-external _cmp_entries_slc
00007ffe060b2e67 (__TEXT,__text) non-external _cmp_keys
00007ffe060a53da (__TEXT,__text) non-external _cmp_markers
00007ffe0605283b (__TEXT,__text) non-external _compare_copy_fork_3
00007ffe0605280b (__TEXT,__text) non-external _compare_copy_fork_4
00007ffe060527cd (__TEXT,__text) non-external _compare_copy_fork_5
00007ffe06052450 (__TEXT,__text) non-external _compare_digest_tasks
00007ffe06050880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffe060532b8 (__TEXT,__text) non-external _compare_forks_by_extent
00007ffe060532e6 (__TEXT,__text) non-external _compare_forks_by_position
00007ffe0607a204 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffe0607a19d (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffe0607a1e8 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffe0607a212 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffe0607a1f6 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffe0605c924 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffe060c75bc (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffe0608d0d5 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffe0608cdcf (__TEXT,__text) non-external (was a private external) _concatExtractPathEx
00007ffe0608cd33 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffe060d7ac4 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffe06099f16 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffe06095236 (__TEXT,__text) non-external _convertStreamAbort
00007ffe0609549f (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffe060940b7 (__TEXT,__text) non-external _convertStreamClose
00007ffe060956f8 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffe06095408 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffe06095365 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffe06094df8 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffe0609414e (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffe060a1b59 (__TEXT,__text) non-external _convert_block_controls
00007ffe060a19cb (__TEXT,__text) non-external _convert_internal_controls
00007ffe0608d4f0 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffe0608d8a2 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffe0606f6ab (__TEXT,__text) non-external _copyStream
00007ffe060b3616 (__TEXT,__text) non-external _create
00007ffe06093ec9 (__TEXT,__text) non-external _createErrorContextKey
00007ffe06093962 (__TEXT,__text) non-external (was a private external) _createThread
00007ffe06073957 (__TEXT,__text) non-external _ctrl_reader_get
00007ffe06078454 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffe060cb802 (__TEXT,__text) non-external _decodeStreamAbort
00007ffe060cb825 (__TEXT,__text) non-external _decodeStreamClose
00007ffe060cacfd (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffe060cabc2 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffe060cb630 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffe060caadb (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffe060cb131 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffe060caa1a (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffe060ceb77 (__TEXT,__text) non-external _decompressToData
00007ffe060549b0 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffe0605445a (__TEXT,__text) non-external _decryptAsyncClose
00007ffe06054651 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffe060549c2 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffe060547a0 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffe0609ae18 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffe0609ac9a (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffe0609ae25 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffe0609ae32 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffe06075958 (__TEXT,__text) non-external _ecc65537Inv
00007ffe0607559a (__TEXT,__text) non-external _ecc65537PolyEval
00007ffe06075811 (__TEXT,__text) non-external _ecc65537Solve
00007ffe06075603 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffe060c846c (__TEXT,__text) non-external _encodeEntry
00007ffe060c85cd (__TEXT,__text) non-external _encodeYOPEntry
00007ffe060c95f4 (__TEXT,__text) non-external _encoderStreamAbort
00007ffe060c9421 (__TEXT,__text) non-external _encoderStreamClose
00007ffe060c97a2 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffe060c9611 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffe06093249 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffe060c7590 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffe060a91d5 (__TEXT,__text) non-external _entryMessage
00007ffe060b9bee (__TEXT,__text) non-external _entryRelease
00007ffe060c757e (__TEXT,__text) non-external _entryVectorCmp
00007ffe0608e754 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffe0608e878 (__TEXT,__text) non-external _enumerateTree_rec
00007ffe060b43d9 (__TEXT,__text) non-external _expandDirThreadProc
00007ffe060b9966 (__TEXT,__text) non-external _extractStreamAbort
00007ffe060b582a (__TEXT,__text) non-external _extractStreamClose
00007ffe060ba536 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffe060ba60f (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffe060b9983 (__TEXT,__text) non-external _extractStreamStateFail
00007ffe060b9194 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffe060b8444 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffe060a9ab6 (__TEXT,__text) non-external _extractThread
00007ffe060ba281 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffe060b7395 (__TEXT,__text) non-external _extractThreadProc
00007ffe060b9d65 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffe060a9612 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffe060a9425 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffe060a961c (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffe060a9698 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffe0606ce3a (__TEXT,__text) non-external _findFirst
00007ffe060a2053 (__TEXT,__text) non-external _fingerprint_consumer
00007ffe060a1d02 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffe0606e2a6 (__TEXT,__text) non-external _flushBuf
00007ffe060c9a52 (__TEXT,__text) non-external _flushOBuf
00007ffe060d0d1c (__TEXT,__text) non-external _flushOBuf
00007ffe06087e8d (__TEXT,__text) non-external _flushToResourceFork
00007ffe060c9b92 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffe0607fd77 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffe0609dbe5 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffe0606e64a (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffe42e60f90 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00007ffe060a4762 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffe060da718 (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffe0608e487 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffe060ca7aa (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffe06075b16 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffe0608cabd (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffe06093e77 (__TEXT,__text) non-external _getErrorContextKey
00007ffe42e60f80 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00007ffe0609ff50 (__TEXT,__text) non-external _getFieldBlob
00007ffe0608dd32 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffe0608dcb4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffe0608e266 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffe060bbd8f (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffe0608e3f3 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffe0608dc2c (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffe0608e518 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffe0608e52e (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffe0608e5bc (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffe0608e1e4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffe060d9874 (__TEXT,__text) non-external _getFreeCachePos
00007ffe060b5264 (__TEXT,__text) non-external _getPath
00007ffe06082a19 (__TEXT,__text) non-external _getProfile
00007ffe0608ca89 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffe0608d1ba (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffe060a9f07 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffe0608ece6 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffe060d7957 (__TEXT,__text) non-external _graisAbort
00007ffe060d5dde (__TEXT,__text) non-external _graisClose
00007ffe060d756b (__TEXT,__text) non-external _graisPRead
00007ffe060d7543 (__TEXT,__text) non-external _graisRead
00007ffe060d7911 (__TEXT,__text) non-external _graisSeek
00007ffe060b4330 (__TEXT,__text) non-external _increaseCapacity
00007ffe06081860 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffe060ca159 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffe060bace8 (__TEXT,__text) non-external _init_blob_with_magic
00007ffe06096390 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffe06096409 (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffe060965ce (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffe0608d24d (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffe060c062c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffe06093c93 (__TEXT,__text) non-external (was a private external) _joinThread
00007ffe060da67a (__TEXT,__text) non-external _joinThread.cold.1
00007ffe060d3625 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffe060d36c6 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffe06093316 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffe060cac56 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffe060a3af5 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffe060bf2b8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffe060d0ec7 (__TEXT,__text) non-external _loadChunkOffsets
00007ffe060ce47c (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffe060a9b1e (__TEXT,__text) non-external _loadRemainingRange
00007ffe060a9d44 (__TEXT,__text) non-external _loadTempSegment
00007ffe060a9728 (__TEXT,__text) non-external _loadThread
00007ffe06097b20 (__TEXT,__text) non-external (was a private external) _load_variants
00007ffe0608afb4 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffe0608cbea (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffe0607e64f (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffe0607e642 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffe0607e684 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffe0607e661 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffe0607e6db (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffe0607e838 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffe0607e82b (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffe0607e84a (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffe060ca787 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffe060ca34a (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffe06077777 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffe060da111 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffe060b4bed (__TEXT,__text) non-external _normalize
00007ffe0608cc76 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffe060a9f9b (__TEXT,__text) non-external _notifySegmentAvailable
00007ffe060ef150 (__TEXT,__const) non-external _old_resource_fork_map
00007ffe060ef850 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffe0605cb31 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffe06097c6d (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffe0608d0e2 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffe0605d8ca (__TEXT,__text) non-external _pcRead
00007ffe0605cda1 (__TEXT,__text) non-external _pcWrite
00007ffe060535c7 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffe06053438 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffe060533c7 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffe06053318 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffe060533b2 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffe0605352c (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffe06053517 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffe060a2140 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffe060da6ac (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffe060a2428 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffe060a22b3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffe06054efa (__TEXT,__text) non-external _processClusterHeader
00007ffe060796ac (__TEXT,__text) non-external _processEntry
00007ffe06091a1f (__TEXT,__text) non-external _processEntry
00007ffe060549cb (__TEXT,__text) non-external _processMagic
00007ffe0605579c (__TEXT,__text) non-external _processPadding
00007ffe06054ad6 (__TEXT,__text) non-external _processPrologue
00007ffe06055a59 (__TEXT,__text) non-external _processSegment
00007ffe0609aa4b (__TEXT,__text) non-external _processSegment
00007ffe060a8ed9 (__TEXT,__text) non-external _processSegment
00007ffe0607064c (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffe060ca24c (__TEXT,__text) non-external (was a private external) _pushControls
00007ffe060ca1d7 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffe06055b9c (__TEXT,__text) non-external _pushPaddingRange
00007ffe060542f0 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffe06083153 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffe060742dc (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffe0608c4d9 (__TEXT,__text) non-external _rangeCmp
00007ffe060877a7 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffe06087784 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffe060877c4 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffe06050e2a (__TEXT,__text) non-external _rawimg_add_fork
00007ffe06050fd2 (__TEXT,__text) non-external _rawimg_add_volume
00007ffe0605326b (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00007ffe06050b11 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffe06052ce3 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffe06050898 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffe060522d3 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffe06076a28 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffe060eefc0 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffe06052262 (__TEXT,__text) non-external _rawimg_free_chunks
