00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006ee91c (__TEXT,__text) external _madvise
00007ff84008c0e8 (__DATA,__bss) non-external _master_host_port
00007ff8006ef40d (__TEXT,__text) non-external _memcpy
00007ff8006ee934 (__TEXT,__text) external _memorystatus_control
00007ff8006ee94c (__TEXT,__text) external _memorystatus_get_level
00007ff8006ef41b (__TEXT,__text) non-external _memset
00007ff8006f216b (__TEXT,__text) external _mig_allocate
00007ff8006f2335 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8006fd72a (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8006f21b3 (__TEXT,__text) external _mig_deallocate
00007ff8006f22c8 (__TEXT,__text) external _mig_get_reply_port
00007ff8006fd702 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8006f239c (__TEXT,__text) external _mig_put_reply_port
00007ff8006f2295 (__TEXT,__text) external _mig_reply_setup
00007ff8006f239d (__TEXT,__text) external _mig_strncpy
00007ff8006f23d0 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8006ee964 (__TEXT,__text) external _mincore
00007ff8006ee97c (__TEXT,__text) external _minherit
00007ff8006ec430 (__TEXT,__text) external _mk_timer_arm
00007ff8006ec448 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8006ec43c (__TEXT,__text) external _mk_timer_cancel
00007ff8006ec418 (__TEXT,__text) external _mk_timer_create
00007ff8006ec424 (__TEXT,__text) external _mk_timer_destroy
00007ff8006ee994 (__TEXT,__text) external _mkdir
00007ff8006ee9ac (__TEXT,__text) external _mkdirat
00007ff8006ee9c4 (__TEXT,__text) external _mkfifo
00007ff8006ee9dc (__TEXT,__text) external _mkfifoat
00007ff8006ee9f4 (__TEXT,__text) external _mknod
00007ff8006eea0c (__TEXT,__text) external _mknodat
00007ff8006eea24 (__TEXT,__text) external _mlock
00007ff8006eea3c (__TEXT,__text) external _mlockall
00007ff8006fa022 (__TEXT,__text) external _mmap
00007ff8006eea54 (__TEXT,__text) external _mount
00007ff8006ed2c4 (__TEXT,__text) external _mprotect
00007ff8006eea6c (__TEXT,__text) external _mremap_encrypted
00007ff8006f2516 (__TEXT,__text) external _msg_receive
00007ff8006f250a (__TEXT,__text) external _msg_rpc
00007ff8006f2510 (__TEXT,__text) external _msg_send
00007ff8006ed2dc (__TEXT,__text) external _msgctl
00007ff8006eea84 (__TEXT,__text) external _msgget
00007ff8006eea9c (__TEXT,__text) external _msgrcv
00007ff8006ed2f4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8006eeab4 (__TEXT,__text) external _msgsnd
00007ff8006ed30c (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8006ed324 (__TEXT,__text) external _msgsys
00007ff8006ed33c (__TEXT,__text) external _msync
00007ff8006ed354 (__TEXT,__text) external _msync$NOCANCEL
00007ff8006eeacc (__TEXT,__text) external _munlock
00007ff8006eeae4 (__TEXT,__text) external _munlockall
00007ff8006fe501 (__TEXT,__text) external _munmap
00007ff8006eeafc (__TEXT,__text) external _necp_client_action
00007ff8006eeb14 (__TEXT,__text) external _necp_match_policy
00007ff8006eeb2c (__TEXT,__text) external _necp_open
00007ff8006eeb44 (__TEXT,__text) external _necp_session_action
00007ff8006eeb5c (__TEXT,__text) external _necp_session_open
00007ff8006eeb74 (__TEXT,__text) external _net_qos_guideline
00007ff8006eeb8c (__TEXT,__text) external _netagent_trigger
00007ff80070a77a (__TEXT,__text) external _netname_check_in
00007ff80070abdf (__TEXT,__text) external _netname_check_out
00007ff80070a954 (__TEXT,__text) external _netname_look_up
00007ff80070ada6 (__TEXT,__text) external _netname_version
00007ff8006f41f6 (__TEXT,__text) external _nfsclnt
00007ff8006eeba4 (__TEXT,__text) external _nfssvc
00007ff84008b9c0 (__DATA,__data) external _non_boost_assertion_token
00007ff84008b9b8 (__DATA,__data) external _normal_boost_assertion_token
00007ff8006eebbc (__TEXT,__text) external _ntp_adjtime
00007ff8006eebd4 (__TEXT,__text) external _ntp_gettime
00007ff8006eebec (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8006fba45 (__TEXT,__text) external _open
00007ff8006f425e (__TEXT,__text) external _open$NOCANCEL
00007ff8006fc6ca (__TEXT,__text) external _open_dprotected_np
00007ff8006fbb04 (__TEXT,__text) external _openat
00007ff8006f431d (__TEXT,__text) external _openat$NOCANCEL
00007ff8006fc87d (__TEXT,__text) external _openat_authenticated_np
00007ff8006fc7a3 (__TEXT,__text) external _openat_dprotected_np
00007ff8006eec04 (__TEXT,__text) external _openbyid_np
00007ff8006f0a54 (__TEXT,__text) external _os_buflet_get_data_address
00007ff8006f0a3b (__TEXT,__text) external _os_buflet_get_data_length
00007ff8006f0a59 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8006f0a37 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8006f0a4b (__TEXT,__text) external _os_buflet_get_object_address
00007ff8006f0a50 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8006f0a45 (__TEXT,__text) external _os_buflet_set_data_length
00007ff8006f0a3f (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8006f7c74 (__TEXT,__text) external _os_channel_advance_slot
00007ff8006f85b1 (__TEXT,__text) external _os_channel_attr_clone
00007ff8006f856c (__TEXT,__text) external _os_channel_attr_create
00007ff8006f876f (__TEXT,__text) external _os_channel_attr_destroy
00007ff8006f88e8 (__TEXT,__text) external _os_channel_attr_get
00007ff8006f8a48 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8006f87bd (__TEXT,__text) external _os_channel_attr_set
00007ff8006f8677 (__TEXT,__text) external _os_channel_attr_set_key
00007ff8006f7c3c (__TEXT,__text) external _os_channel_available_slot_count
00007ff8006f9cac (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8006f970f (__TEXT,__text) external _os_channel_buflet_free
00007ff8006f9c87 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8006f79a7 (__TEXT,__text) external _os_channel_create
00007ff8006f6f6e (__TEXT,__text) external _os_channel_create_extended
00007ff8006f7ae3 (__TEXT,__text) external _os_channel_destroy
00007ff8006f9c01 (__TEXT,__text) external _os_channel_event_free
00007ff8006fd427 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8006fd37e (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8006f82a7 (__TEXT,__text) external _os_channel_flow_admissible
00007ff8006f840a (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff8006f828c (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8006f79b6 (__TEXT,__text) external _os_channel_get_fd
00007ff8006f9c06 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8006f985d (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8006f7cc5 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8006f822b (__TEXT,__text) external _os_channel_get_stats_region
00007ff8006f7770 (__TEXT,__text) non-external _os_channel_info2attr
00007ff8006f78ac (__TEXT,__text) non-external _os_channel_init_ring
00007ff8006f7b41 (__TEXT,__text) external _os_channel_is_defunct
00007ff8006f8e82 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff8006f8aa6 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8006f8aad (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff8006f8e8c (__TEXT,__text) external _os_channel_packet_free
00007ff8006f9241 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8006f7c1b (__TEXT,__text) external _os_channel_pending
00007ff8006f94d5 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff8006f79b9 (__TEXT,__text) external _os_channel_read_attr
00007ff8006f7aa2 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8006f7b4e (__TEXT,__text) external _os_channel_ring_id
00007ff8006f7c33 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8006f7c2a (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8006f7bd3 (__TEXT,__text) external _os_channel_rx_ring
00007ff8006f8034 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8006f8fd7 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8006f9102 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8006f8115 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8006f7ac4 (__TEXT,__text) external _os_channel_sync
00007ff8006f7b9c (__TEXT,__text) external _os_channel_tx_ring
00007ff8006f79f9 (__TEXT,__text) external _os_channel_write_attr
00007ff8006f0a0a (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8006ec460 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8006fc2fe (__TEXT,__text) external _os_cpu_in_cksum
00007ff8006fc3f7 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8006eec1c (__TEXT,__text) external _os_fault_with_payload
00007ff8006f0a05 (__TEXT,__text) external _os_inet_checksum
00007ff8006fa936 (__TEXT,__text) external _os_nexus_attr_clone
00007ff8006fa8f1 (__TEXT,__text) external _os_nexus_attr_create
00007ff8006fabd0 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8006faab0 (__TEXT,__text) external _os_nexus_attr_get
00007ff8006fa992 (__TEXT,__text) external _os_nexus_attr_set
00007ff8006fb2b2 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8006faf73 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8006faf94 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8006fabe3 (__TEXT,__text) external _os_nexus_controller_create
00007ff8006faf67 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8006fb5c9 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8006faf88 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8006fac7c (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8006fb461 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8006fb0b8 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8006fac7f (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8006fb3ec (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8006fb052 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8006fb8c4 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff8006f08e4 (__TEXT,__text) external _os_packet_add_buflet
00007ff8006eff24 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff8006f0019 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8006f097b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8006f0761 (__TEXT,__text) external _os_packet_finalize
00007ff8006f099a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8006f06a1 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8006efdf9 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8006f0699 (__TEXT,__text) external _os_packet_get_data_length
00007ff8006f00fa (__TEXT,__text) external _os_packet_get_expire_time
00007ff8006f019a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8006eff9f (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8006f00c6 (__TEXT,__text) external _os_packet_get_group_end
00007ff8006f005b (__TEXT,__text) external _os_packet_get_group_start
00007ff8006ef9af (__TEXT,__text) external _os_packet_get_headroom
00007ff8006eff56 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8006f05d9 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8006efa76 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8006efb35 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8006efa1a (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8006efad5 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8006f06cd (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8006f03ad (__TEXT,__text) external _os_packet_get_packetid
00007ff8006f0734 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8006efd4d (__TEXT,__text) external _os_packet_get_service_class
00007ff8006f023c (__TEXT,__text) external _os_packet_get_token
00007ff8006f0a5d (__TEXT,__text) external _os_packet_get_trace_id
00007ff8006efe61 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8006efc66 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8006efb9a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8006efc00 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8006f062e (__TEXT,__text) external _os_packet_get_truncated
00007ff8006f0558 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8006f0560 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8006f0500 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8006f05ca (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8006f095e (__TEXT,__text) external _os_packet_increment_use_count
00007ff8006f0566 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8006efdcb (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8006f0147 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8006f01e6 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8006effdc (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8006f008f (__TEXT,__text) external _os_packet_set_group_end
00007ff8006f0024 (__TEXT,__text) external _os_packet_set_group_start
00007ff8006ef971 (__TEXT,__text) external _os_packet_set_headroom
00007ff8006efee8 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8006f05e8 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8006f0662 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8006efa47 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8006efb06 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8006ef9dc (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8006efaa6 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8006f0439 (__TEXT,__text) external _os_packet_set_packetid
00007ff8006f0af7 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8006efccc (__TEXT,__text) external _os_packet_set_service_class
00007ff8006f02ea (__TEXT,__text) external _os_packet_set_token
00007ff8006f0a71 (__TEXT,__text) external _os_packet_set_trace_id
00007ff8006efe3e (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8006efc99 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8006efc33 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8006efb67 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8006efbcd (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8006f0b26 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8006f09c7 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff8006f04ae (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8006f0a9d (__TEXT,__text) external _os_packet_trace_event
00007ff8006f2c44 (__TEXT,__text) external _os_proc_available_memory
00007ff8006f2435 (__TEXT,__text) external _panic
00007ff8006f242e (__TEXT,__text) external _panic_init
00007ff8006eec34 (__TEXT,__text) external _panic_with_data
00007ff8006eec4c (__TEXT,__text) external _pathconf
00007ff8006eec64 (__TEXT,__text) external _peeloff
00007ff8006ec334 (__TEXT,__text) external _pid_for_task
00007ff8006eec7c (__TEXT,__text) external _pid_hibernate
00007ff8006eec94 (__TEXT,__text) external _pid_resume
00007ff8006f9ee0 (__TEXT,__text) external _pid_shutdown_networking
00007ff8006eecac (__TEXT,__text) external _pid_shutdown_sockets
00007ff8006eecc4 (__TEXT,__text) external _pid_suspend
00007ff8006ed4ec (__TEXT,__text) external _pipe
00007ff8006eecdc (__TEXT,__text) external _pivot_root
00007ff8006ef93d (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8006ef957 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8006eecf4 (__TEXT,__text) external _poll
00007ff8006ed508 (__TEXT,__text) external _poll$NOCANCEL
00007ff8006ef892 (__TEXT,__text) non-external _port_for_id_internal
00007ff8006f2486 (__TEXT,__text) external _port_obj_init
00007ff84008ba58 (__DATA,__common) external _port_obj_table
00007ff84008b9a8 (__DATA,__data) external _port_obj_table_size
00007ff8006ee91c (__TEXT,__text) external _posix_madvise
00007ff8006f6455 (__TEXT,__text) external _posix_spawn
00007ff8006f5374 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8006f5768 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8006f585c (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8006f5675 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8006f56e2 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8006f58e9 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8006f57ef (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8006f5561 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8006f5524 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8006f54de (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff8006f4d37 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8006f52bb (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8006f5e9e (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8006f5e6a (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8006f4fac (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8006f4f59 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8006f5998 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8006f4ef0 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8006f5aec (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8006f500d (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8006f4f25 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8006f5027 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8006f4f0b (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8006f4f3f (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8006f4c65 (__TEXT,__text) external _posix_spawnattr_init
00007ff8006f52d7 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8006f62c8 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff8006f530e (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8006f52f3 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8006f532a (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8006f600c (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8006f5e86 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8006f637f (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8006f60c4 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8006f614e (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8006f59fc (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8006f63a0 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800715628 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8006f6439 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8006f620a (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8006f5fda (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8006f5f64 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8006f5f8c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8006f5eba (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8006f5f3c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8006f52a3 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8006f635e (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8006f5ae9 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8006f5e4b (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8006f5a74 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8006f51e7 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8006f59e4 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8006f603a (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8006f510e (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8006f54ab (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8006f508d (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8006f5db6 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8006f597b (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8006f5956 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8006f51c5 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8006f5477 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8006f4ed8 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8006f59bb (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8006f5bb8 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8006f5ff3 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8006f5195 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8006f505b (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8006f51ad (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8006f5041 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8006f5073 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8006f534b (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8006eed0c (__TEXT,__text) external _pread
00007ff8006ed538 (__TEXT,__text) external _pread$NOCANCEL
00007ff8006eed24 (__TEXT,__text) external _preadv
00007ff8006ed550 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8006f44f5 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8006f3b33 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8006f3e0f (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8006f3621 (__TEXT,__text) external _proc_clear_dirty
00007ff8006f3d1c (__TEXT,__text) external _proc_clear_vmpressure
00007ff8006f3436 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8006f3d0f (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8006f3d17 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8006f3e5c (__TEXT,__text) external _proc_disable_apptype
00007ff8006f3851 (__TEXT,__text) external _proc_disable_cpumon
00007ff8006f3a62 (__TEXT,__text) external _proc_disable_wakemon
00007ff8006f3b89 (__TEXT,__text) external _proc_donate_importance_boost
00007ff8006f3ebc (__TEXT,__text) external _proc_enable_apptype
00007ff8006f3761 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8006f35c6 (__TEXT,__text) external _proc_get_dirty
00007ff8006f39fb (__TEXT,__text) external _proc_get_wakemon_params
00007ff8006f3be3 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8006f3c9b (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8006f32d6 (__TEXT,__text) external _proc_kmsgbuf
00007ff8006f34bf (__TEXT,__text) external _proc_libversion
00007ff8006f3aa4 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8006f3a8b (__TEXT,__text) external _proc_list_uptrs
00007ff8006f2f3c (__TEXT,__text) external _proc_listallpids
00007ff8006f2fa6 (__TEXT,__text) external _proc_listchildpids
00007ff8006f3042 (__TEXT,__text) external _proc_listcoalitions
00007ff8006f2f71 (__TEXT,__text) external _proc_listpgrppids
00007ff8006f2f11 (__TEXT,__text) external _proc_listpids
00007ff8006fc8ef (__TEXT,__text) external _proc_listpidspath
00007ff8006f3152 (__TEXT,__text) external _proc_name
00007ff8006f306d (__TEXT,__text) external _proc_pid_rusage
00007ff8006f3117 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8006f30ce (__TEXT,__text) external _proc_pidfdinfo
00007ff8006f30f3 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8006f2fdb (__TEXT,__text) external _proc_pidinfo
00007ff8006f3000 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8006f3301 (__TEXT,__text) external _proc_pidpath
00007ff8006f3395 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8006f3222 (__TEXT,__text) external _proc_regionfilename
00007ff8006f3b24 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8006f381c (__TEXT,__text) external _proc_resume_cpumon
00007ff8006eed3c (__TEXT,__text) external _proc_rlimit_control
00007ff8006f37d1 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8006f3717 (__TEXT,__text) external _proc_set_cpumon_params
00007ff8006f389c (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8006f3fcb (__TEXT,__text) external _proc_set_csm
00007ff8006f3dbf (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8006f357c (__TEXT,__text) external _proc_set_dirty
00007ff8006f3f1f (__TEXT,__text) external _proc_set_no_smt
00007ff8006f3d72 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8006f3a39 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8006f39d5 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8006f3abd (__TEXT,__text) external _proc_setcpu_percentage
00007ff8006f34d8 (__TEXT,__text) external _proc_setpcontrol
00007ff8006f3083 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8006f407b (__TEXT,__text) external _proc_setthread_csm
00007ff8006f3f77 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8006f3f1c (__TEXT,__text) external _proc_suppress
00007ff8006f366b (__TEXT,__text) external _proc_terminate
00007ff8006f36c3 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8006eed54 (__TEXT,__text) external _proc_trace_log
00007ff8006f3532 (__TEXT,__text) external _proc_track_dirty
00007ff8006f313c (__TEXT,__text) external _proc_udata_info
00007ff8006eed6c (__TEXT,__text) external _proc_uuid_policy
00007ff80070a558 (__TEXT,__text) external _processor_assign
00007ff80070a410 (__TEXT,__text) external _processor_control
00007ff80070a122 (__TEXT,__text) external _processor_exit
00007ff80070a657 (__TEXT,__text) external _processor_get_assignment
00007ff80070a207 (__TEXT,__text) external _processor_info
00007ff800702381 (__TEXT,__text) external _processor_set_create
00007ff80070225e (__TEXT,__text) external _processor_set_default
00007ff80070943c (__TEXT,__text) external _processor_set_destroy
00007ff800709d34 (__TEXT,__text) external _processor_set_info
00007ff800709521 (__TEXT,__text) external _processor_set_max_priority
00007ff800709a74 (__TEXT,__text) external _processor_set_policy_control
00007ff800709700 (__TEXT,__text) external _processor_set_policy_disable
00007ff800709611 (__TEXT,__text) external _processor_set_policy_enable
00007ff800709bc1 (__TEXT,__text) external _processor_set_stack_usage
00007ff80070929c (__TEXT,__text) external _processor_set_statistics
00007ff8007097f0 (__TEXT,__text) external _processor_set_tasks
00007ff800709ef6 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800709932 (__TEXT,__text) external _processor_set_threads
00007ff80070a03d (__TEXT,__text) external _processor_start
00007ff8006fa5d8 (__TEXT,__text) external _pselect
00007ff8006fc1b6 (__TEXT,__text) external _pselect$DARWIN_EXTSN
