00007ff8434a76e0 (__DATA,__data) non-external _.compoundliteral
00007ff84069d598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.449
00007ff84069d678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.460
00007ff84069d728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.499
00007ff84069d2d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84069e5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2508
00007ff8406a9ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3104
00007ff8406a9d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3348
00007ff84069d608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.444
00007ff84069d6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff84069cf60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406a9e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406a9e88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406a9ea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3482
00007ff8406a9ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406a9ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406a9f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff84069cb50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84069cbc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.29
00007ff84069d2f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.296
00007ff84069d628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.445
00007ff8406a9f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406a9f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406a9f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff84069e4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.633
00007ff8406a9f88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406a9fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3481
00007ff8406a9fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84069cf90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406aa558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3701
00007ff84069cfc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406a9fe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3408
00007ff84069cd80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406aa008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3410
00007ff8406aa028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff84069cbf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff84069e620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2522
00007ff84069d330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.292
00007ff8406a9b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3106
00007ff8406a9c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3334
00007ff84069cc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.47
00007ff84069d788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.504
00007ff8406aa048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84069cff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406aa068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3413
00007ff84069d020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84069d050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff84069d080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff84069d140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406aa478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3655
00007ff8406aa578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3712
00007ff84069cb30 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84069d2b0 (__DATA_CONST,__const) non-external ___block_literal_global.299
00007ff8406a9a58 (__DATA_CONST,__const) non-external ___block_literal_global.3097
00007ff8406aa2e8 (__DATA_CONST,__const) non-external ___block_literal_global.3435
00007ff8406aa508 (__DATA_CONST,__const) non-external ___block_literal_global.3646
00007ff84069cd60 (__DATA_CONST,__const) non-external ___block_literal_global.51
00007ff84069e4e0 (__DATA_CONST,__const) non-external ___block_literal_global.632
00007ff84069cb70 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff84069d310 (__DATA_CONST,__const) non-external ___block_literal_global.7.291
                 (undefined) external ___bzero (from libSystem)
00007ff803d7d489 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803d7d22f (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803d7d5f8 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803d865c3 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00007ff803d866bc (__TEXT,__text) non-external ___check_cycles1_block_invoke.4
00007ff803d866f6 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
00007ff803d8d0ef (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff803d80db8 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803d7ee22 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803d8ceef (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803d80cf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803d931a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803d7c39f (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803d80261 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803d7fc91 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803d862b8 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803d86239 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803d73850 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803d7a420 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803d7eca8 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803d8a3ac (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803d8a3ba (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803d7e8a8 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803d7ec78 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803d89a36 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803d926aa (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff803d7f52d (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803d80910 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803d92841 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff803d868f4 (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff803d8b40c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803d9273e (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff803d861d3 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff803d86df4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff803d88b75 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff803d910c8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff803d8c843 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803d7d091 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803d7da6a (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803d8330d (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803d7c883 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff803d8fde2 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff803d6f923 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803d90e54 (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff803d75e74 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803d74e11 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803d8f4e9 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803d8fb4d (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803d70fdc (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803d82496 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803d70e4e (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803d8f5d6 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff803d8e028 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803d896dd (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff803d8690b (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff803d8b444 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803d92788 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff803d861ea (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff803d86e2c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff803d88bbf (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff803d91136 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803d7c4cc (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803d89a96 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803d8aba8 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803d88884 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803d88909 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff803d88648 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803d88682 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff803d87dfe (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff803d87e86 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803d929e5 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff803d7e21d (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803d7e186 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803d8c06f (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803d7f674 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803d8b7c6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803d8f898 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803d91705 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803d9169b (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803d916d0 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803d913db (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803d92298 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff803d74be4 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803d7abd1 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803d90de5 (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803d90d6f (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff803d8fa15 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803d8aee4 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff803d88f85 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803d8808f (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff803d88eaa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff803d8b537 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff803d7f02c (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803d7f5f1 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803d8d341 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803d89774 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803d897c7 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff803d7ed76 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803d85aa3 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803d85fdb (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803d8c2b6 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff803d80a3a (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803d870a7 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803d7b051 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803d8a370 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803d759b9 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803d8a358 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803d74c37 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803d82cc4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803d79c82 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803d82cb0 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803d78b44 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803d8aa4a (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803d71e18 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803d74034 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803d7ece5 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803d7ebbb (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803d86a97 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803d820d7 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803d8c1fc (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff803d8ccbf (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff803d6f1a3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803d7a77e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803d8fdc7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803d8eb86 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803d8fda8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803d8ebfe (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803d8fd8d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803d8ec76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803d8fd0d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803d8ecee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803d8fcb3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803d8314b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803d8ed66 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803d8fc59 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff803d8f04f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff803d8f0ee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff803d8f1ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff803d8f498 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff803d8fb98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff803d82c79 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803d75a44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803d75cab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803d8dbcb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803d8e447 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803d8e460 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803d8e479 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803d8ae61 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff803d8d50a (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803d8be83 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803d8bed8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803d8bdfb (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803d8be54 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803d8fc1c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803d8fbe3 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff803d923e9 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff803d92828 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803d9261a (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff803d92afe (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff803d92a8b (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff803d8bf92 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803d8d1c1 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff803d6ee0f (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff8434a73c0 (__DATA,__data) non-external __address_family_aliases_
00007ff803d83121 (__TEXT,__text) non-external __buffer_close
00007ff803d8306c (__TEXT,__text) non-external __buffer_read
00007ff803d83010 (__TEXT,__text) non-external __buffer_seek
00007ff803d742a7 (__TEXT,__text) non-external __calculate_graft_position
00007ff803d8b753 (__TEXT,__text) non-external __condition_list_diff
00007ff8434b0140 (__DATA,__data) non-external __csop_aliases_
00007ff8434aab60 (__DATA,__data) non-external __csr_aliases_
00007ff803d8fe72 (__TEXT,__text) non-external __define_filter
00007ff803d6e797 (__TEXT,__text) non-external __define_list
00007ff803d6e9d6 (__TEXT,__text) non-external __define_symbol
00007ff8434b03f0 (__DATA,__data) non-external __errno_value_aliases_
00007ff8434aeb80 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803d74868 (__TEXT,__text) non-external __flatten
00007ff803d822e9 (__TEXT,__text) non-external __free_error_pool
00007ff8434a7750 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff8434aac40 (__DATA,__data) non-external __host_special_port_aliases_
00007ff8434a85d0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff8434b0260 (__DATA,__data) non-external __kas_info_aliases_
00007ff8434b02b0 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff8434b0310 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff8434ad210 (__DATA,__data) non-external __machtrap_aliases_
00007ff803d6e85a (__TEXT,__text) non-external __make_list_v
00007ff803d833f0 (__TEXT,__text) non-external __mbuf_close
00007ff803d8c624 (__TEXT,__text) non-external __mbuf_read
00007ff803d8c6ec (__TEXT,__text) non-external __mbuf_seek
00007ff803d83372 (__TEXT,__text) non-external __mbuf_write
00007ff8434afe60 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff8434ad5f0 (__DATA,__data) non-external __mig_routine_aliases_
00007ff8434afc70 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803d7f5ab (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff803d6eef2 (__TEXT,__text) non-external __parse_file
00007ff8434ab4f0 (__DATA,__data) non-external __persona_aliases_
00007ff803d89059 (__TEXT,__text) non-external __prepare_instructions
00007ff8434aa6f0 (__DATA,__data) non-external __privilege_aliases_
00007ff803d81ece (__TEXT,__text) non-external __push_match_byteset_instr
00007ff803d6bc1c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff803d7d8ae (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803d71c2a (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803d80d1e (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803d86b09 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803d73d21 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803d86927 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803d78f84 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803d8b23c (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803d78810 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff803d67868 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803d91b1e (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803d78b60 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803d8a3c8 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803d8c4ed (__TEXT,__text) non-external __set_modifier_string
00007ff8434aae10 (__DATA,__data) non-external __signal_aliases_
00007ff8434af080 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff8434af720 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff8434a7680 (__DATA,__data) non-external __socket_type_aliases_
00007ff8434ab570 (__DATA,__data) non-external __syscall_aliases_
00007ff8434b00a0 (__DATA,__data) non-external __task_special_port_aliases_
00007ff8434ab210 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff8434ab320 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803d75c21 (__TEXT,__text) non-external _all_args_pass_test
00007ff803d68458 (__TEXT,__text) non-external _alloc_cellseg
00007ff803d774d2 (__TEXT,__text) non-external _alloc_literal
00007ff803d89d8b (__TEXT,__text) non-external _allocate_branch_list
00007ff803d706d7 (__TEXT,__text) non-external _arg_is_condition
00007ff803d8fd28 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803d75ce4 (__TEXT,__text) non-external _arg_is_modifier
00007ff803d70747 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff803d72298 (__TEXT,__text) non-external _assert_is_mutable
00007ff803d8aa10 (__TEXT,__text) non-external _assert_is_mutable.363
00007ff803d8407e (__TEXT,__text) non-external _atom2str
00007ff803d932bf (__TEXT,__text) non-external _atom2str.cold.1
00007ff803d932e2 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803d93305 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803d93328 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803d9334b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803d9336e (__TEXT,__text) non-external _atom2str.cold.6
00007ff803d93391 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803d933b4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff803d6a8ff (__TEXT,__text) non-external _backchar
00007ff803d6f866 (__TEXT,__text) non-external _backtrace_pop
00007ff803d93233 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803d68fce (__TEXT,__text) non-external _backtrace_push
00007ff803d86fc1 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff803d7bf72 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803d7beff (__TEXT,__text) non-external _can_combine_disjunction
00007ff803d7d1ee (__TEXT,__text) non-external _candidate_list_lookup
00007ff803d7dbfa (__TEXT,__text) non-external _candidate_list_remove
00007ff803d80452 (__TEXT,__text) non-external _candidate_set_release
00007ff803d7062f (__TEXT,__text) non-external _car
00007ff803d7067e (__TEXT,__text) non-external _cdr
00007ff803d8633c (__TEXT,__text) non-external _check_cycles1
00007ff803d8662c (__TEXT,__text) non-external _check_cycles_policy
00007ff803d80aed (__TEXT,__text) non-external _check_dependencies
00007ff803d8cd5f (__TEXT,__text) non-external _check_instruction
00007ff803d8ce5b (__TEXT,__text) non-external _check_policy
00007ff803d9171f (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff803d65115 (__TEXT,__text) non-external _compile
00007ff803d713cc (__TEXT,__text) non-external _compute_cost_estimate
00007ff803d71163 (__TEXT,__text) non-external _compute_hash
00007ff803d8a215 (__TEXT,__text) non-external _compute_hash.276
00007ff803d74d24 (__TEXT,__text) non-external _condition_free_callback
00007ff803d8d40b (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff803d7fd0f (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803d85bb1 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803d77b9e (__TEXT,__text) non-external _construct_automaton
00007ff803d80592 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803d7c5d0 (__TEXT,__text) non-external _cse
00007ff803d7c904 (__TEXT,__text) non-external _cse_inferior_list
00007ff803d7c7a4 (__TEXT,__text) non-external _cse_multiple
00007ff803d7e3f1 (__TEXT,__text) non-external _dce
00007ff803d72682 (__TEXT,__text) non-external _decorate_condition
