0000000180ee3020 (__TEXT,__text) external _APL_dgemm
000000018107ff24 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180d91e2c (__TEXT,__text) external _cgeru_
0000000180d914f8 (__TEXT,__text) external _chbmv
0000000180ddaddc (__TEXT,__text) external _chbmv$NEWLAPACK
000000018107ffdc (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180d914f8 (__TEXT,__text) external _chbmv_
0000000180d8e3c4 (__TEXT,__text) external _chemm
0000000180f42ccc (__TEXT,__text) external _chemm$NEWLAPACK
0000000181084d8c (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180d8e3c4 (__TEXT,__text) external _chemm_
0000000180d91448 (__TEXT,__text) external _chemv
0000000180ddaf4c (__TEXT,__text) external _chemv$NEWLAPACK
0000000181080144 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180d91448 (__TEXT,__text) external _chemv_
0000000180d91e90 (__TEXT,__text) external _cher
0000000180ddb0a4 (__TEXT,__text) external _cher$NEWLAPACK
000000018108029c (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180d91f20 (__TEXT,__text) external _cher2
0000000180ddb1e4 (__TEXT,__text) external _cher2$NEWLAPACK
00000001810803dc (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180d91f20 (__TEXT,__text) external _cher2_
0000000180d8eaf0 (__TEXT,__text) external _cher2k
0000000180f430ec (__TEXT,__text) external _cher2k$NEWLAPACK
00000001810851a4 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180d8eaf0 (__TEXT,__text) external _cher2k_
0000000180d91e90 (__TEXT,__text) external _cher_
0000000180d8e8dc (__TEXT,__text) external _cherk
0000000180f42ebc (__TEXT,__text) external _cherk$NEWLAPACK
0000000181084f74 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180d8e8dc (__TEXT,__text) external _cherk_
0000000180d915b4 (__TEXT,__text) external _chpmv
0000000180ddb33c (__TEXT,__text) external _chpmv$NEWLAPACK
000000018108052c (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180d915b4 (__TEXT,__text) external _chpmv_
0000000180d91fd0 (__TEXT,__text) external _chpr
0000000180ddb48c (__TEXT,__text) external _chpr$NEWLAPACK
0000000181080674 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180d9205c (__TEXT,__text) external _chpr2
0000000180ddb5c4 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001810807ac (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180d9205c (__TEXT,__text) external _chpr2_
0000000180d91fd0 (__TEXT,__text) external _chpr_
0000000180d93024 (__TEXT,__text) external _crotg
0000000181008a10 (__TEXT,__text) external _crotg$NEWLAPACK
0000000181087694 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180d93024 (__TEXT,__text) external _crotg_
0000000180d93040 (__TEXT,__text) external _cscal
0000000181008a80 (__TEXT,__text) external _cscal$NEWLAPACK
0000000181087704 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180d93040 (__TEXT,__text) external _cscal_
0000000180d93064 (__TEXT,__text) external _csrot
00000001810089d8 (__TEXT,__text) external _csrot$NEWLAPACK
000000018108765c (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180d93064 (__TEXT,__text) external _csrot_
0000000180d93094 (__TEXT,__text) external _csscal
0000000181008a98 (__TEXT,__text) external _csscal$NEWLAPACK
000000018108771c (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180d93094 (__TEXT,__text) external _csscal_
0000000180d930c4 (__TEXT,__text) external _cswap
0000000181008ae8 (__TEXT,__text) external _cswap$NEWLAPACK
000000018108776c (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180d930c4 (__TEXT,__text) external _cswap_
0000000180d8e4c0 (__TEXT,__text) external _csymm
0000000180f43554 (__TEXT,__text) external _csymm$NEWLAPACK
00000001810855f4 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180d8e4c0 (__TEXT,__text) external _csymm_
0000000180d8ec10 (__TEXT,__text) external _csyr2k
0000000180f43d9c (__TEXT,__text) external _csyr2k$NEWLAPACK
0000000181085e2c (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180d8ec10 (__TEXT,__text) external _csyr2k_
0000000180d8e9e4 (__TEXT,__text) external _csyrk
0000000180f4395c (__TEXT,__text) external _csyrk$NEWLAPACK
00000001810859f4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180d8e9e4 (__TEXT,__text) external _csyrk_
0000000180d9179c (__TEXT,__text) external _ctbmv
0000000180ddc2cc (__TEXT,__text) external _ctbmv$NEWLAPACK
00000001810814a4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180d9179c (__TEXT,__text) external _ctbmv_
0000000180d91b50 (__TEXT,__text) external _ctbsv
0000000180ddc7c4 (__TEXT,__text) external _ctbsv$NEWLAPACK
000000018108198c (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180d91b50 (__TEXT,__text) external _ctbsv_
0000000180d918e4 (__TEXT,__text) external _ctpmv
0000000180ddccb4 (__TEXT,__text) external _ctpmv$NEWLAPACK
0000000181081e74 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180d918e4 (__TEXT,__text) external _ctpmv_
0000000180d91c98 (__TEXT,__text) external _ctpsv
0000000180ddd19c (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018108235c (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180d91c98 (__TEXT,__text) external _ctpsv_
0000000180d8e5bc (__TEXT,__text) external _ctrmm
0000000180f442ec (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018108636c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180d8e5bc (__TEXT,__text) external _ctrmm_
0000000180d91660 (__TEXT,__text) external _ctrmv
0000000180ddd674 (__TEXT,__text) external _ctrmv$NEWLAPACK
0000000181082834 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180d91660 (__TEXT,__text) external _ctrmv_
0000000180d8e74c (__TEXT,__text) external _ctrsm
0000000180f44924 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018108698c (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180d8e74c (__TEXT,__text) external _ctrsm_
0000000180d91a14 (__TEXT,__text) external _ctrsv
0000000180dddb3c (__TEXT,__text) external _ctrsv$NEWLAPACK
0000000181082cfc (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180d91a14 (__TEXT,__text) external _ctrsv_
0000000180d93170 (__TEXT,__text) external _dasum
0000000181008760 (__TEXT,__text) external _dasum$NEWLAPACK
00000001810873e4 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180d93170 (__TEXT,__text) external _dasum_
0000000181008810 (__TEXT,__text) external _daxpby$NEWLAPACK
0000000181087494 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180d9317c (__TEXT,__text) external _daxpy
00000001810087a8 (__TEXT,__text) external _daxpy$NEWLAPACK
000000018108742c (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180d9317c (__TEXT,__text) external _daxpy_
0000000180d8d394 (__TEXT,__text) external _dcabs1
0000000180d8d394 (__TEXT,__text) external _dcabs1_
0000000180d931b8 (__TEXT,__text) external _dcopy
0000000181008864 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001810874e8 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180d931b8 (__TEXT,__text) external _dcopy_
0000000180d931e0 (__TEXT,__text) external _ddot
00000001810088a4 (__TEXT,__text) external _ddot$NEWLAPACK
0000000181087528 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180d931e0 (__TEXT,__text) external _ddot_
0000000180d905f0 (__TEXT,__text) external _dgbmv
0000000180dda934 (__TEXT,__text) external _dgbmv$NEWLAPACK
000000018107fb5c (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180d905f0 (__TEXT,__text) external _dgbmv_
0000000180de4b24 (__TEXT,__text) external _dgeCopy
0000000181013444 (__TEXT,__text) external _dgePack_A_NoTran
000000018101350c (__TEXT,__text) external _dgePack_A_Tran
000000018101326c (__TEXT,__text) external _dgePack_B_NoTran
0000000181013390 (__TEXT,__text) external _dgePack_B_Tran
0000000180de4ad0 (__TEXT,__text) external _dgeSetZero
0000000180d8db58 (__TEXT,__text) external _dgemm
0000000180f42908 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001810849e0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180d8db58 (__TEXT,__text) external _dgemm_
0000000180d9052c (__TEXT,__text) external _dgemv
0000000180dda5c0 (__TEXT,__text) external _dgemv$NEWLAPACK
000000018107f7fc (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180d9052c (__TEXT,__text) external _dgemv_
0000000180d90fe4 (__TEXT,__text) external _dger
0000000180ddac2c (__TEXT,__text) external _dger$NEWLAPACK
000000018107fe3c (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180d90fe4 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180d931f0 (__TEXT,__text) external _dnrm2
0000000181008984 (__TEXT,__text) external _dnrm2$NEWLAPACK
0000000181087608 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180d931f0 (__TEXT,__text) external _dnrm2_
00000001810f72b0 (__TEXT,__text) external _double_general_add
0000000181117d64 (__TEXT,__text) external _double_general_add_scalar
0000000181102c0c (__TEXT,__text) external _double_general_elementwise_product
0000000181114904 (__TEXT,__text) external _double_general_permute_cols
0000000181114784 (__TEXT,__text) external _double_general_permute_rows
000000018111ea18 (__TEXT,__text) external _double_general_product_scalar
0000000181102fcc (__TEXT,__text) external _double_general_splat
0000000181102518 (__TEXT,__text) external _double_general_sub_scalar
00000001811146ac (__TEXT,__text) external _double_general_transpose
00000001811186d0 (__TEXT,__text) external _double_inner_product_scalar
000000018110f598 (__TEXT,__text) external _double_outer_product_scalar
0000000180d931fc (__TEXT,__text) external _drot
00000001810089c0 (__TEXT,__text) external _drot$NEWLAPACK
0000000181087644 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180d931fc (__TEXT,__text) external _drot_
0000000180d9322c (__TEXT,__text) external _drotg
0000000181008a0c (__TEXT,__text) external _drotg$NEWLAPACK
0000000181087690 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180d9322c (__TEXT,__text) external _drotg_
0000000180d93248 (__TEXT,__text) external _drotm
0000000181008a28 (__TEXT,__text) external _drotm$NEWLAPACK
00000001810876ac (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180d93248 (__TEXT,__text) external _drotm_
0000000180d93270 (__TEXT,__text) external _drotmg
0000000181008a44 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001810876c8 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180d93270 (__TEXT,__text) external _drotmg_
0000000180d90774 (__TEXT,__text) external _dsbmv
0000000180ddb7c4 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001810809a8 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180d90774 (__TEXT,__text) external _dsbmv_
0000000180d93294 (__TEXT,__text) external _dscal
0000000181008a68 (__TEXT,__text) external _dscal$NEWLAPACK
00000001810876ec (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180d93294 (__TEXT,__text) external _dscal_
0000000180d93328 (__TEXT,__text) external _dsdot
0000000181008654 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001810872d8 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180d93328 (__TEXT,__text) external _dsdot_
0000000180d90824 (__TEXT,__text) external _dspmv
0000000180ddb934 (__TEXT,__text) external _dspmv$NEWLAPACK
0000000181080b14 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180d90824 (__TEXT,__text) external _dspmv_
0000000180d91160 (__TEXT,__text) external _dspr
0000000180ddba80 (__TEXT,__text) external _dspr$NEWLAPACK
0000000181080c60 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180d911ec (__TEXT,__text) external _dspr2
0000000180ddbbbc (__TEXT,__text) external _dspr2$NEWLAPACK
0000000181080d9c (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180d911ec (__TEXT,__text) external _dspr2_
0000000180d91160 (__TEXT,__text) external _dspr_
0000000180d932c4 (__TEXT,__text) external _dswap
0000000181008ad8 (__TEXT,__text) external _dswap$NEWLAPACK
000000018108775c (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180d932c4 (__TEXT,__text) external _dswap_
0000000180d8dc84 (__TEXT,__text) external _dsymm
0000000180f43450 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001810854f4 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180d8dc84 (__TEXT,__text) external _dsymm_
0000000180d906d0 (__TEXT,__text) external _dsymv
0000000180ddbd10 (__TEXT,__text) external _dsymv$NEWLAPACK
0000000181080ef0 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180d906d0 (__TEXT,__text) external _dsymv_
0000000180d91034 (__TEXT,__text) external _dsyr
0000000180ddbe64 (__TEXT,__text) external _dsyr$NEWLAPACK
0000000181081044 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180d910c4 (__TEXT,__text) external _dsyr2
0000000180ddbfb0 (__TEXT,__text) external _dsyr2$NEWLAPACK
0000000181081190 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180d910c4 (__TEXT,__text) external _dsyr2_
0000000180d8e174 (__TEXT,__text) external _dsyr2k
0000000180f43c84 (__TEXT,__text) external _dsyr2k$NEWLAPACK
0000000181085d18 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180d8e174 (__TEXT,__text) external _dsyr2k_
0000000180d91034 (__TEXT,__text) external _dsyr_
0000000180d8e078 (__TEXT,__text) external _dsyrk
0000000180f43850 (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001810858e8 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180d8e078 (__TEXT,__text) external _dsyrk_
0000000180d909f4 (__TEXT,__text) external _dtbmv
0000000180ddc194 (__TEXT,__text) external _dtbmv$NEWLAPACK
0000000181081370 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180d909f4 (__TEXT,__text) external _dtbmv_
0000000180d90d84 (__TEXT,__text) external _dtbsv
0000000180ddc68c (__TEXT,__text) external _dtbsv$NEWLAPACK
0000000181081858 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180d90d84 (__TEXT,__text) external _dtbsv_
0000000180d90b30 (__TEXT,__text) external _dtpmv
0000000180ddcb80 (__TEXT,__text) external _dtpmv$NEWLAPACK
0000000181081d40 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180d90b30 (__TEXT,__text) external _dtpmv_
0000000180d90ec0 (__TEXT,__text) external _dtpsv
0000000180ddd068 (__TEXT,__text) external _dtpsv$NEWLAPACK
0000000181082228 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180d90ec0 (__TEXT,__text) external _dtpsv_
0000000180de4c54 (__TEXT,__text) external _dtrCopyLower
0000000180de4bf8 (__TEXT,__text) external _dtrSetZeroLower
0000000180d8dd78 (__TEXT,__text) external _dtrmm
0000000180f4415c (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001810861e0 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180d8dd78 (__TEXT,__text) external _dtrmm_
0000000180d908c4 (__TEXT,__text) external _dtrmv
0000000180ddd548 (__TEXT,__text) external _dtrmv$NEWLAPACK
0000000181082708 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180d908c4 (__TEXT,__text) external _dtrmv_
0000000180d8def8 (__TEXT,__text) external _dtrsm
0000000180f44794 (__TEXT,__text) external _dtrsm$NEWLAPACK
0000000181086800 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180d8def8 (__TEXT,__text) external _dtrsm_
0000000180d90c54 (__TEXT,__text) external _dtrsv
0000000180ddda10 (__TEXT,__text) external _dtrsv$NEWLAPACK
0000000181082bd0 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180d90c54 (__TEXT,__text) external _dtrsv_
0000000180d93574 (__TEXT,__text) external _dzasum
0000000181008778 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001810873fc (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180d93574 (__TEXT,__text) external _dzasum_
0000000180d93580 (__TEXT,__text) external _dznrm2
000000018100899c (__TEXT,__text) external _dznrm2$NEWLAPACK
0000000181087620 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180d93580 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
0000000181101b74 (__TEXT,__text) external _float_general_add
0000000181102378 (__TEXT,__text) external _float_general_add_scalar
000000018110284c (__TEXT,__text) external _float_general_elementwise_product
0000000181101878 (__TEXT,__text) external _float_general_permute_cols
00000001811016e8 (__TEXT,__text) external _float_general_permute_rows
00000001811033d0 (__TEXT,__text) external _float_general_product_scalar
000000018110d7c4 (__TEXT,__text) external _float_general_splat
000000018110309c (__TEXT,__text) external _float_general_sub_scalar
0000000181101610 (__TEXT,__text) external _float_general_transpose
0000000181117754 (__TEXT,__text) external _float_inner_product_scalar
00000001811019c0 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180d8cbdc (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180d930ec (__TEXT,__text) external _icamax
00000001810086dc (__TEXT,__text) external _icamax$NEWLAPACK
0000000181087360 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180d930ec (__TEXT,__text) external _icamax_
0000000180d932ec (__TEXT,__text) external _idamax
00000001810086a0 (__TEXT,__text) external _idamax$NEWLAPACK
0000000181087324 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180d932ec (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180d93338 (__TEXT,__text) external _isamax
0000000181008664 (__TEXT,__text) external _isamax$NEWLAPACK
00000001810872e8 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180d93338 (__TEXT,__text) external _isamax_
0000000180d9358c (__TEXT,__text) external _izamax
0000000181008718 (__TEXT,__text) external _izamax$NEWLAPACK
000000018108739c (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180d9358c (__TEXT,__text) external _izamax_
0000000180d8cc20 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180d93374 (__TEXT,__text) external _sasum
0000000181008754 (__TEXT,__text) external _sasum$NEWLAPACK
00000001810873d8 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180d93374 (__TEXT,__text) external _sasum_
00000001810087ec (__TEXT,__text) external _saxpby$NEWLAPACK
0000000181087470 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180d93398 (__TEXT,__text) external _saxpy
0000000181008784 (__TEXT,__text) external _saxpy$NEWLAPACK
0000000181087408 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180d93398 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180d93128 (__TEXT,__text) external _scasum
000000018100876c (__TEXT,__text) external _scasum$NEWLAPACK
00000001810873f0 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180d93128 (__TEXT,__text) external _scasum_
0000000180d9314c (__TEXT,__text) external _scnrm2
0000000181008990 (__TEXT,__text) external _scnrm2$NEWLAPACK
0000000181087614 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180d9314c (__TEXT,__text) external _scnrm2_
0000000180d933d4 (__TEXT,__text) external _scopy
0000000181008854 (__TEXT,__text) external _scopy$NEWLAPACK
00000001810874d8 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180d933d4 (__TEXT,__text) external _scopy_
0000000180d933fc (__TEXT,__text) external _sdot
0000000181008894 (__TEXT,__text) external _sdot$NEWLAPACK
0000000181087518 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180d933fc (__TEXT,__text) external _sdot_
0000000180d93424 (__TEXT,__text) external _sdsdot
0000000181008954 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001810875d8 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180d93424 (__TEXT,__text) external _sdsdot_
0000000180d8f8a0 (__TEXT,__text) external _sgbmv
0000000180dda844 (__TEXT,__text) external _sgbmv$NEWLAPACK
000000018107fa74 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180d8f8a0 (__TEXT,__text) external _sgbmv_
0000000180de4efc (__TEXT,__text) external _sgeCopy
000000018101a7f0 (__TEXT,__text) external _sgePack_A_NoTran
000000018101a984 (__TEXT,__text) external _sgePack_A_Tran
000000018101a4cc (__TEXT,__text) external _sgePack_B_NoTran
000000018101a60c (__TEXT,__text) external _sgePack_B_Tran
0000000180de4ea8 (__TEXT,__text) external _sgeSetZero
0000000180d8d434 (__TEXT,__text) external _sgemm
0000000180f427cc (__TEXT,__text) external _sgemm$NEWLAPACK
00000001810848ac (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180d8d434 (__TEXT,__text) external _sgemm_
0000000180d8f7dc (__TEXT,__text) external _sgemv
0000000180dda4ec (__TEXT,__text) external _sgemv$NEWLAPACK
000000018107f72c (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180d8f7dc (__TEXT,__text) external _sgemv_
0000000180d90294 (__TEXT,__text) external _sger
0000000180ddabfc (__TEXT,__text) external _sger$NEWLAPACK
000000018107fe0c (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180d90294 (__TEXT,__text) external _sger_
0000000180d93460 (__TEXT,__text) external _snrm2
0000000181008978 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001810875fc (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180d93460 (__TEXT,__text) external _snrm2_
0000000180d93484 (__TEXT,__text) external _srot
00000001810089a8 (__TEXT,__text) external _srot$NEWLAPACK
000000018108762c (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180d93484 (__TEXT,__text) external _srot_
0000000180d934b4 (__TEXT,__text) external _srotg
0000000181008a08 (__TEXT,__text) external _srotg$NEWLAPACK
000000018108768c (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180d934b4 (__TEXT,__text) external _srotg_
0000000180d934d0 (__TEXT,__text) external _srotm
0000000181008a18 (__TEXT,__text) external _srotm$NEWLAPACK
000000018108769c (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180d934d0 (__TEXT,__text) external _srotm_
0000000180d934f8 (__TEXT,__text) external _srotmg
0000000181008a38 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001810876bc (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180d934f8 (__TEXT,__text) external _srotmg_
0000000180d8fa24 (__TEXT,__text) external _ssbmv
0000000180ddb704 (__TEXT,__text) external _ssbmv$NEWLAPACK
00000001810808ec (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180d8fa24 (__TEXT,__text) external _ssbmv_
0000000180d9351c (__TEXT,__text) external _sscal
0000000181008a50 (__TEXT,__text) external _sscal$NEWLAPACK
00000001810876d4 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180d9351c (__TEXT,__text) external _sscal_
0000000180d8fad4 (__TEXT,__text) external _sspmv
0000000180ddb884 (__TEXT,__text) external _sspmv$NEWLAPACK
0000000181080a64 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180d8fad4 (__TEXT,__text) external _sspmv_
0000000180d90410 (__TEXT,__text) external _sspr
0000000180ddb9e4 (__TEXT,__text) external _sspr$NEWLAPACK
0000000181080bc4 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180d9049c (__TEXT,__text) external _sspr2
0000000180ddbb1c (__TEXT,__text) external _sspr2$NEWLAPACK
0000000181080cfc (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180d9049c (__TEXT,__text) external _sspr2_
0000000180d90410 (__TEXT,__text) external _sspr_
0000000180d9354c (__TEXT,__text) external _sswap
0000000181008ac8 (__TEXT,__text) external _sswap$NEWLAPACK
000000018108774c (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180d9354c (__TEXT,__text) external _sswap_
0000000180d8d560 (__TEXT,__text) external _ssymm
0000000180f4334c (__TEXT,__text) external _ssymm$NEWLAPACK
00000001810853f4 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180d8d560 (__TEXT,__text) external _ssymm_
0000000180d8f980 (__TEXT,__text) external _ssymv
0000000180ddbc5c (__TEXT,__text) external _ssymv$NEWLAPACK
0000000181080e3c (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180d8f980 (__TEXT,__text) external _ssymv_
0000000180d902e4 (__TEXT,__text) external _ssyr
0000000180ddbdc4 (__TEXT,__text) external _ssyr$NEWLAPACK
0000000181080fa4 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180d90374 (__TEXT,__text) external _ssyr2
0000000180ddbf04 (__TEXT,__text) external _ssyr2$NEWLAPACK
00000001810810e4 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180d90374 (__TEXT,__text) external _ssyr2_
0000000180d8da50 (__TEXT,__text) external _ssyr2k
0000000180f43b6c (__TEXT,__text) external _ssyr2k$NEWLAPACK
0000000181085c04 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180d8da50 (__TEXT,__text) external _ssyr2k_
0000000180d902e4 (__TEXT,__text) external _ssyr_
0000000180d8d954 (__TEXT,__text) external _ssyrk
0000000180f43744 (__TEXT,__text) external _ssyrk$NEWLAPACK
00000001810857dc (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180d8d954 (__TEXT,__text) external _ssyrk_
0000000180d8fca4 (__TEXT,__text) external _stbmv
