00000001e9e92fd8 (__DATA,__data) non-external _.compoundliteral
00000001ee1611c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001ee161a30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001e6055980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3914
00000001e6055740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001e6055760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3625
00000001e6055780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001ee1610b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ee1614f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.218
00000001ee161bd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.3294
00000001e60557a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3682
00000001e60557c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3628
00000001ee161370 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.141
00000001ee1613a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.142
00000001e6048fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ee161e40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3558
00000001ee161890 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.492
00000001ee1613d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ee161040 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee161950 (__AUTH_CONST,__const) non-external ___block_literal_global.2525
00000001ee161670 (__AUTH_CONST,__const) non-external ___block_literal_global.306
00000001ee161bb0 (__AUTH_CONST,__const) non-external ___block_literal_global.3293
00000001ee161f90 (__AUTH_CONST,__const) non-external ___block_literal_global.3649
00000001ee1611a0 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001ee161060 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001ee161690 (__AUTH_CONST,__const) non-external ___block_literal_global.8.292
0000000184931904 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000184931698 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000184931aac (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
000000018493f648 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
0000000184935688 (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000018493357c (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000184941c2c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001849308b0 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000184934a2c (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000184934480 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018493b08c (__TEXT,__text) non-external ___compile_block_invoke
000000018493afec (__TEXT,__text) non-external ___compile_block_invoke.4
0000000184927828 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
000000018493b410 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
00000001849333c4 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
000000018493f2f4 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
000000018493f2ec (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000184932f08 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000184933370 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
000000018493e6f0 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00000001849478c4 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
0000000184933de4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000184935154 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184947ae8 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
000000018493b430 (__TEXT,__text) non-external ___copy_helper_block_8_32b
00000001849413a4 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00000001849479dc (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
000000018493af98 (__TEXT,__text) non-external ___copy_helper_block_8_32r
000000018493b9d4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
000000018493d52c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000184946320 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00000001849413f4 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00000001849314c0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
000000018493e5a8 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
000000018493e684 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000184930d30 (__TEXT,__text) non-external ___cse_multiple_block_invoke
000000018494458c (__TEXT,__text) non-external ___current_location_block_invoke
00000001849234f8 (__TEXT,__text) non-external ___define_action_block_invoke
0000000184945dd4 (__TEXT,__text) non-external ___define_action_block_invoke.136
000000018492a190 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000184928fd8 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018494334c (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000184943a50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000184924cc4 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000184936e64 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000184924b34 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000184943440 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00000001849429c4 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
000000018493e1c0 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
000000018493b424 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
0000000184941360 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
000000018494798c (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
000000018493af8c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
000000018493b990 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
000000018493d4dc (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00000001849462b8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
000000018493091c (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
000000018493e76c (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
000000018493f99c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
000000018493d18c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
000000018493d228 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
000000018493cf44 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
000000018493cf9c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
000000018493c654 (__TEXT,__text) non-external ___emit_string_table_block_invoke
000000018493c6ec (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184947cac (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00000001849326f4 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000184937dd0 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000184940c24 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000184933f64 (__TEXT,__text) non-external ___factor_block_invoke
00000001849402e4 (__TEXT,__text) non-external ___factor_policy_block_invoke
000000018494374c (__TEXT,__text) non-external ___format_error_block_invoke
00000001849473f4 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000184928d9c (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
000000018492efbc (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000184945d5c (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000184945a08 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00000001849438d0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
000000018493fd38 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
000000018493d998 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
000000018493c8e8 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
000000018493d8a8 (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
0000000184941f70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00000001849337d8 (__TEXT,__text) non-external ___reorder_block_invoke
0000000184933edc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000184942174 (__TEXT,__text) non-external ___reorder_policy_block_invoke
000000018493e25c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
000000018493e2d0 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
00000001849334b4 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
000000018493a798 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
000000018493ad68 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
0000000184940f1c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00000001849352a4 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
000000018493bd04 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
000000018492f498 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
000000018493ed18 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000184929c74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
000000018493ed08 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000184928ddc (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018493770c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
000000018492deec (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00000001849376fc (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
000000018492cd90 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
000000018493f5a8 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000184925d00 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
000000018492816c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000184933418 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000184933288 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
000000018493b60c (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000184936a54 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000184940e68 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00000001849419a0 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000184922d14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
000000018492eb14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000184944078 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000184942b34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018494404c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000184942bdc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000184944024 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000184942c84 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000184943f80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000184942d2c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000184943f14 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000184937c0c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000184942dd4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000184943ea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
0000000184942e7c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
0000000184942f1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
0000000184942ffc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00000001849432d4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
0000000184943aa8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00000001849376b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000184929d2c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000184929f9c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00000001849424a0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000184942af8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000184942b0c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000184942b20 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
000000018493fc90 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00000001849423a0 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00000001849408b8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000184940930 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000184940800 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000184940878 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000184943d4c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000184943c04 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
000000018494759c (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184947abc (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00000001849477e8 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000184947e00 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
0000000184947d78 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
0000000184940b24 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000018493f750 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000184922934 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e9e92cb8 (__DATA,__data) non-external __address_family_aliases_
0000000184937bd4 (__TEXT,__text) non-external __buffer_close
0000000184937b24 (__TEXT,__text) non-external __buffer_read
0000000184937ab4 (__TEXT,__text) non-external __buffer_seek
00000001849283bc (__TEXT,__text) non-external __calculate_graft_position
0000000184940234 (__TEXT,__text) non-external __condition_list_diff
00000001e9e9be68 (__DATA,__data) non-external __csop_aliases_
00000001e9e96768 (__DATA,__data) non-external __csr_aliases_
0000000184922258 (__TEXT,__text) non-external __define_list
0000000184922430 (__TEXT,__text) non-external __define_symbol
00000001e9e9c568 (__DATA,__data) non-external __errno_value_aliases_
00000001e9e9a828 (__DATA,__data) non-external __fcntl_command_aliases_
00000001849289a0 (__TEXT,__text) non-external __flatten
0000000184936c70 (__TEXT,__text) non-external __free_error_pool
00000001e9e93048 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e9e96848 (__DATA,__data) non-external __host_special_port_aliases_
00000001e9e93f48 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e9e9c2d8 (__DATA,__data) non-external __iopolicy_policy_aliases_
00000001e9e9c298 (__DATA,__data) non-external __iopolicy_scope_aliases_
00000001e9e9c198 (__DATA,__data) non-external __iopolicy_type_aliases_
00000001e9e9bf98 (__DATA,__data) non-external __kas_info_aliases_
00000001e9e9bfe8 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e9e9c048 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e9e98e68 (__DATA,__data) non-external __machtrap_aliases_
00000001849222a8 (__TEXT,__text) non-external __make_list_v
0000000184937f1c (__TEXT,__text) non-external __mbuf_close
000000018494114c (__TEXT,__text) non-external __mbuf_read
00000001849410ec (__TEXT,__text) non-external __mbuf_seek
0000000184937e78 (__TEXT,__text) non-external __mbuf_write
00000001e9e9bb48 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e9e99258 (__DATA,__data) non-external __mig_routine_aliases_
00000001e9e9b948 (__DATA,__data) non-external __necp_client_action_aliases_
0000000184933e78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000184922a34 (__TEXT,__text) non-external __parse_file
00000001e9e97118 (__DATA,__data) non-external __persona_aliases_
000000018493dab8 (__TEXT,__text) non-external __prepare_instructions
00000001e9e962d8 (__DATA,__data) non-external __privilege_aliases_
0000000184936824 (__TEXT,__text) non-external __push_match_byteset_instr
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
0000000184931dec (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000184925ae8 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00000001849355a0 (__TEXT,__text) non-external __sb_condition_traverse_filters
000000018493b694 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184927dac (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
000000018493b440 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000018492d1d4 (__TEXT,__text) non-external __sb_fsa_serialize
000000018493ff84 (__TEXT,__text) non-external __sb_instr_error_with_formatv
000000018492c998 (__TEXT,__text) non-external __sb_pattern_is_literal
000000018493b298 (__TEXT,__text) non-external __sb_realloc_vector_typed
0000000184946bf4 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
000000018492cda0 (__TEXT,__text) non-external __sb_value_is_equivalent
000000018493ee80 (__TEXT,__text) non-external __sb_value_matches_subset
000000018494102c (__TEXT,__text) non-external __set_modifier_string
00000001e9e96a18 (__DATA,__data) non-external __signal_aliases_
00000001e9e9ad38 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e9e9b3d8 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e9e92f78 (__DATA,__data) non-external __socket_type_aliases_
00000001e9e97198 (__DATA,__data) non-external __syscall_aliases_
00000001e9e9bdc8 (__DATA,__data) non-external __task_special_port_aliases_
00000001e9e96e38 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e9e96f48 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000184929ee8 (__TEXT,__text) non-external _all_args_pass_test
000000018491be5c (__TEXT,__text) non-external _alloc_cellseg
000000018492b50c (__TEXT,__text) non-external _alloc_literal
00000001849242d8 (__TEXT,__text) non-external _arg_is_condition
0000000184943fa8 (__TEXT,__text) non-external _arg_is_message_filter
0000000184929fec (__TEXT,__text) non-external _arg_is_modifier
0000000184924354 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000184926290 (__TEXT,__text) non-external _assert_is_mutable
000000018493f55c (__TEXT,__text) non-external _assert_is_mutable.374
0000000184938b84 (__TEXT,__text) non-external _atom2str
0000000184948654 (__TEXT,__text) non-external _atom2str.cold.1
0000000184948680 (__TEXT,__text) non-external _atom2str.cold.2
00000001849486ac (__TEXT,__text) non-external _atom2str.cold.3
00000001849486d8 (__TEXT,__text) non-external _atom2str.cold.4
0000000184948704 (__TEXT,__text) non-external _atom2str.cold.5
0000000184948730 (__TEXT,__text) non-external _atom2str.cold.6
000000018494875c (__TEXT,__text) non-external _atom2str.cold.7
0000000184948788 (__TEXT,__text) non-external _atom2str.cold.8
000000018491e2d8 (__TEXT,__text) non-external _backchar
000000018492341c (__TEXT,__text) non-external _backtrace_pop
00000001849485a4 (__TEXT,__text) non-external _backtrace_pop.cold.1
000000018491ca88 (__TEXT,__text) non-external _backtrace_push
000000018493bbec (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
0000000184930390 (__TEXT,__text) non-external _can_combine_conjunction
00000001849302dc (__TEXT,__text) non-external _can_combine_disjunction
0000000184931628 (__TEXT,__text) non-external _candidate_list_lookup
00000001849320c4 (__TEXT,__text) non-external _candidate_list_remove
0000000184934c4c (__TEXT,__text) non-external _candidate_set_release
0000000184924210 (__TEXT,__text) non-external _car
0000000184924274 (__TEXT,__text) non-external _cdr
0000000184935368 (__TEXT,__text) non-external _check_dependencies
0000000184941a50 (__TEXT,__text) non-external _check_instruction
0000000184941b7c (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00000001849467b8 (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000184940a1c (__TEXT,__text) non-external _combine_conditions
0000000184918bdc (__TEXT,__text) non-external _compile
00000001849251dc (__TEXT,__text) non-external _compute_cost_estimate
0000000184924ec0 (__TEXT,__text) non-external _compute_hash
000000018493eb78 (__TEXT,__text) non-external _compute_hash.278
0000000184928ee0 (__TEXT,__text) non-external _condition_free_callback
000000018494225c (__TEXT,__text) non-external _condition_has_nested_condition_list
000000018493ed48 (__TEXT,__text) non-external _condition_is_subset_of_all
000000018493edbc (__TEXT,__text) non-external _condition_is_subset_of_any
0000000184934520 (__TEXT,__text) non-external _condition_with_patterns_combined
000000018493a8e8 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
000000018492bc28 (__TEXT,__text) non-external _construct_automaton
0000000184934dc4 (__TEXT,__text) non-external _create_pattern_disjunctions
0000000184930a48 (__TEXT,__text) non-external _cse
0000000184930db8 (__TEXT,__text) non-external _cse_inferior_list
0000000184930c4c (__TEXT,__text) non-external _cse_multiple
0000000184932908 (__TEXT,__text) non-external _dce
00000001849266f0 (__TEXT,__text) non-external _decorate_condition
0000000184922dac (__TEXT,__text) non-external _decorate_operation
000000018493ff30 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001ee15fa70 (__AUTH_CONST,__const) non-external _dispatch_table
000000018492ea78 (__TEXT,__text) non-external _dump_stack_restore
000000018492ea00 (__TEXT,__text) non-external _dump_stack_stash
000000018493e4f4 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
000000018493279c (__TEXT,__text) non-external _eliminate_dead_code
000000018493f8e8 (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000184936714 (__TEXT,__text) non-external _emit
000000018493ccec (__TEXT,__text) non-external _emit_bitmask
0000000184937ff8 (__TEXT,__text) non-external _emit_buffer
000000018493598c (__TEXT,__text) non-external _emit_instruction
000000018493d29c (__TEXT,__text) non-external _emit_modifier_descriptor
000000018493cc2c (__TEXT,__text) non-external _emit_network
000000018493caa8 (__TEXT,__text) non-external _emit_pattern
000000018493cb0c (__TEXT,__text) non-external _emit_regex
000000018493c53c (__TEXT,__text) non-external _emit_string_table
000000018493c984 (__TEXT,__text) non-external _emit_string_table_reference
000000018493c460 (__TEXT,__text) non-external _emit_variable_names
000000018494461c (__TEXT,__text) non-external _enable_profile_flag
000000018493638c (__TEXT,__text) non-external _encode_address
000000018492b59c (__TEXT,__text) non-external _end_expression
0000000184921844 (__TEXT,__text) non-external _eqv
0000000184932344 (__TEXT,__text) non-external _expand_logical_conditions
0000000184940b78 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000184944388 (__TEXT,__text) non-external _extends_builtin
0000000184940118 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
000000018491c258 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e60492a8 (__DATA_CONST,__const) non-external _filter_info
000000018491c1bc (__TEXT,__text) non-external _find_consecutive_cells
000000018491f5e8 (__TEXT,__text) non-external _find_slot_in_env
000000018492ba14 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00000001849434f8 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000018491b1c0 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e9e92b70 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000184922f48 (__TEXT,__text) non-external _gc
00000001849221e8 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000184922400 (__TEXT,__text) non-external (was a private external) _gc_unprotect
000000018494854c (__TEXT,__text) non-external _gc_unprotect.cold.1
00000001849464d0 (__TEXT,__text) non-external _generate_syscallmask
0000000184921704 (__TEXT,__text) non-external (was a private external) _gensym
0000000184948520 (__TEXT,__text) non-external _gensym.cold.1
000000018491c358 (__TEXT,__text) non-external _get_cell
00000001849366a0 (__TEXT,__text) non-external _get_current_data_address
000000018491e134 (__TEXT,__text) non-external _inchar
00000001849493e5 (__TEXT,__const) non-external _init_scm
000000018493a2d0 (__TEXT,__text) non-external _inspect_iterate_items
0000000184921208 (__TEXT,__text) non-external _is_any
0000000184938154 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000184928ecc (__TEXT,__text) non-external (was a private external) _is_character
00000001849381e0 (__TEXT,__text) non-external (was a private external) _is_closure
0000000184938208 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000184938230 (__TEXT,__text) non-external (was a private external) _is_environment
00000001849381b8 (__TEXT,__text) non-external (was a private external) _is_foreign
00000001849381cc (__TEXT,__text) non-external (was a private external) _is_foreign_block
000000018492679c (__TEXT,__text) non-external (was a private external) _is_foreign_object
00000001849439ec (__TEXT,__text) non-external _is_implicit_source_name
000000018492440c (__TEXT,__text) non-external (was a private external) _is_integer
00000001849381f4 (__TEXT,__text) non-external (was a private external) _is_macro
0000000184924a94 (__TEXT,__text) non-external _is_nonneg
00000001849394d4 (__TEXT,__text) non-external _is_num_integer
00000001849217ec (__TEXT,__text) non-external (was a private external) _is_number
00000001849202a0 (__TEXT,__text) non-external (was a private external) _is_pair
