00007ff8400abdb0 (__DATA,__data) non-external _C
00007ff800b7699e (__TEXT,__text) external _fgetc
00007ff800b76a4e (__TEXT,__text) external _fgetln
00007ff800b76bde (__TEXT,__text) external _fgetpos
00007ff800b76c03 (__TEXT,__text) external _fgets
00007ff800b76d51 (__TEXT,__text) external _fgetwc
00007ff800b76e7a (__TEXT,__text) external _fgetwc_l
00007ff800b76f9a (__TEXT,__text) external _fgetwln
00007ff800b76ee5 (__TEXT,__text) external _fgetwln_l
00007ff800b771a0 (__TEXT,__text) external _fgetws
00007ff800b76fc2 (__TEXT,__text) external _fgetws_l
00007ff8400acad8 (__DATA,__data) non-external _filelist_lock
00007ff800b771c8 (__TEXT,__text) external _fileno
00007ff800b771ec (__TEXT,__text) external _fileno_unlocked
00007ff800b7a0f9 (__TEXT,__text) non-external _find_temp_path
00007ff800b92d4c (__TEXT,__text) non-external _first_wday_of
00007ff800bb6430 (__TEXT,__const) non-external _fiveToThe1000
00007ff800b76162 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800b5aa26 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff800b95973 (__TEXT,__text) external _fmemopen
00007ff800b95c05 (__TEXT,__text) non-external _fmemopen_close
00007ff800b95af2 (__TEXT,__text) non-external _fmemopen_read
00007ff800b95bab (__TEXT,__text) non-external _fmemopen_seek
00007ff800b95b3c (__TEXT,__text) non-external _fmemopen_write
00007ff840077380 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800b63db4 (__TEXT,__text) external _fmtcheck
00007ff800b64364 (__TEXT,__text) external _fmtmsg
00007ff800b648df (__TEXT,__text) external _fnmatch
00007ff800b77719 (__TEXT,__text) external _fopen
00007ff800bb3362 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800b55310 (__TEXT,__text) external _fork
00007ff800b77816 (__TEXT,__text) external _fprintf
00007ff800b778da (__TEXT,__text) external _fprintf_l
00007ff8400acd38 (__DATA,__data) non-external _fptr
00007ff800b77976 (__TEXT,__text) external _fpurge
00007ff800b779f4 (__TEXT,__text) external _fputc
00007ff800b77a5b (__TEXT,__text) external _fputs
00007ff800b77bc8 (__TEXT,__text) external _fputwc
00007ff800b77c2e (__TEXT,__text) external _fputwc_l
00007ff800b77e03 (__TEXT,__text) external _fputws
00007ff800b77ca1 (__TEXT,__text) external _fputws_l
00007ff800b77fb2 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800b53a1c (__TEXT,__text) external _free_printf_comp
00007ff800b53d8a (__TEXT,__text) external _free_printf_domain
00007ff800b52321 (__TEXT,__text) external _freelocale
00007ff800b78241 (__TEXT,__text) external _freopen
00007ff800b78590 (__TEXT,__text) external _fscanf
00007ff800b786aa (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800b787c7 (__TEXT,__text) external _fseek
00007ff800b78c62 (__TEXT,__text) external _fseeko
00007ff800b78cc6 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800b4ba3c (__TEXT,__text) external _fstatvfs
00007ff8400ab750 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800b55a47 (__TEXT,__text) external _fsync_volume_np
00007ff800b78cd5 (__TEXT,__text) external _ftell
00007ff800b78cdf (__TEXT,__text) external _ftello
00007ff800b8d20d (__TEXT,__text) external _ftime
00007ff800b65a70 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800b76198 (__TEXT,__text) external _ftrylockfile
00007ff800b4e42b (__TEXT,__text) non-external _fts_alloc
00007ff800b4d4e8 (__TEXT,__text) non-external _fts_build
00007ff800bb46c7 (__TEXT,__text) non-external _fts_build.cold.1
00007ff800bb46c7 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800bb46c7 (__TEXT,__text) non-external _fts_build.cold.3
00007ff800bb46c7 (__TEXT,__text) non-external _fts_build.cold.4
00007ff800bb46c7 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800bb46c7 (__TEXT,__text) non-external _fts_build.cold.6
00007ff800b4e26f (__TEXT,__text) external _fts_children
00007ff800b4cd80 (__TEXT,__text) external _fts_close
00007ff800b4cebc (__TEXT,__text) non-external _fts_fchdir
00007ff800b4ce88 (__TEXT,__text) non-external _fts_free
00007ff800b4e1b8 (__TEXT,__text) non-external _fts_load
00007ff800b4c9c4 (__TEXT,__text) external _fts_open
00007ff800b4cce4 (__TEXT,__text) external _fts_open_b
00007ff800b4e3ba (__TEXT,__text) non-external _fts_palloc
00007ff800b4ced6 (__TEXT,__text) external _fts_read
00007ff800b4d322 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800b4e24c (__TEXT,__text) external _fts_set
00007ff800b4e4bc (__TEXT,__text) non-external _fts_sort
00007ff800b4e5d7 (__TEXT,__text) non-external _fts_stat2
00007ff800b4f970 (__TEXT,__text) external _ftw
00007ff800b761cc (__TEXT,__text) external _funlockfile
00007ff800b78eaa (__TEXT,__text) external _funopen
00007ff800b7931f (__TEXT,__text) external _fwide
00007ff800b7937c (__TEXT,__text) external _fwprintf
00007ff800b79440 (__TEXT,__text) external _fwprintf_l
00007ff800b794dc (__TEXT,__text) external _fwrite
00007ff800b795ee (__TEXT,__text) external _fwscanf
00007ff800b796b2 (__TEXT,__text) external _fwscanf_l
00007ff800b53777 (__TEXT,__text) external _fxprintf
00007ff800b5422e (__TEXT,__text) external _fxprintf_exec
00007ff8400ace88 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800b9f09a (__TEXT,__text) external _gcvt
00007ff800b62004 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400addb8 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400ac390 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800b4a710 (__TEXT,__text) non-external _generalSlowpath
00007ff800bb44dd (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800bb4618 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800bb463b (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800bb465e (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800bb4681 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800bb4500 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800bb4523 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800bb4546 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800bb4569 (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800bb458c (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800bb45af (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800bb45d2 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800bb45f5 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff8400add34 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8400add48 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8400add38 (__DATA,__bss) non-external _get_clock.last
00007ff800b63e29 (__TEXT,__text) non-external _get_next_format
00007ff800b63f74 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800b63f22 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800b65ae2 (__TEXT,__text) external _getbsize
00007ff8400ade10 (__DATA,__bss) non-external _getbsize.header
00007ff800b7974e (__TEXT,__text) external _getc
00007ff800b79795 (__TEXT,__text) external _getc_unlocked
00007ff800b797bb (__TEXT,__text) external _getchar
00007ff800b79806 (__TEXT,__text) external _getchar_unlocked
00007ff800b675b7 (__TEXT,__text) external _getcwd
00007ff800b530a4 (__TEXT,__text) external _getdate
00007ff8400adce8 (__DATA,__bss) non-external _getdate.tm
00007ff8400b8ac8 (__DATA,__common) external _getdate_err
00007ff800b79836 (__TEXT,__text) external _getdelim
00007ff800b4c2f7 (__TEXT,__text) external _getdiskbyname
00007ff8400adbf0 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800b65dde (__TEXT,__text) non-external _getent
00007ff800b96f40 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800b55c20 (__TEXT,__text) external _gethostid
00007ff800b675c6 (__TEXT,__text) external _gethostname
00007ff800b79ae7 (__TEXT,__text) external _getline
00007ff800b4ea78 (__TEXT,__text) external _getloadavg
00007ff800b676d2 (__TEXT,__text) external _getmntinfo
00007ff8400ade58 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800b676f8 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800b677b4 (__TEXT,__text) external _getmntinfo_r_np
00007ff800b68c90 (__TEXT,__text) external _getmode
00007ff800b8f553 (__TEXT,__text) non-external _getoffset
00007ff800b96f8d (__TEXT,__text) external _getopt
00007ff8400accd8 (__DATA,__data) non-external _getopt.place
00007ff800b971d0 (__TEXT,__text) non-external _getopt_internal
00007ff800bb5ad2 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8400acce0 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800b971c0 (__TEXT,__text) external _getopt_long
00007ff800b977c2 (__TEXT,__text) external _getopt_long_only
00007ff800b6780c (__TEXT,__text) external _getpagesize
00007ff8400ade70 (__DATA,__bss) non-external _getpagesize.value
00007ff800b67885 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800b678f9 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800b8f584 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800b79af9 (__TEXT,__text) external _gets
00007ff800bb7ae0 (__TEXT,__const) non-external _gets.w
00007ff8400af8f8 (__DATA,__bss) non-external _gets.warned
00007ff800b8f97c (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800b97c05 (__TEXT,__text) external _getsubopt
00007ff800b553e0 (__TEXT,__text) external _gettimeofday
00007ff8400addac (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400addb0 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400adda8 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800b4eca3 (__TEXT,__text) external _getttyent
00007ff8400adc40 (__DATA,__bss) non-external _getttyent.line
00007ff840076b98 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8400adc00 (__DATA,__bss) non-external _getttyent.tty
00007ff800b4eb49 (__TEXT,__text) external _getttynam
00007ff800b4c960 (__TEXT,__text) non-external _gettype
00007ff800b4f3cc (__TEXT,__text) external _getusershell
00007ff800b4f689 (__TEXT,__text) external _getvfsbyname
00007ff800b79bae (__TEXT,__text) external _getw
00007ff800b79be9 (__TEXT,__text) external _getwc
00007ff800b79c11 (__TEXT,__text) external _getwc_l
00007ff800b79c1b (__TEXT,__text) external _getwchar
00007ff800b79c4d (__TEXT,__text) external _getwchar_l
00007ff800b55c91 (__TEXT,__text) external _getwd
00007ff800b8f4d3 (__TEXT,__text) non-external _getzname
00007ff800bb7db4 (__TEXT,__const) non-external _gmt
00007ff800b8fa91 (__TEXT,__text) non-external _gmt_init
00007ff8400acc70 (__DATA,__data) non-external _gmt_once
00007ff800b8ed91 (__TEXT,__text) external _gmtime
00007ff8400b4248 (__DATA,__bss) non-external _gmtime_key
00007ff8400b4244 (__DATA,__bss) non-external _gmtime_key_error
00007ff800b8ee2f (__TEXT,__text) non-external _gmtime_key_init
00007ff8400acc60 (__DATA,__data) non-external _gmtime_once
00007ff800b8eeb7 (__TEXT,__text) external _gmtime_r
00007ff800b8e35f (__TEXT,__text) non-external _gmtload
00007ff8400b4288 (__DATA,__bss) non-external _gmtmem
00007ff800b8ee53 (__TEXT,__text) non-external _gmtsub
00007ff800bb7f50 (__TEXT,__const) non-external _gnuoptchar
00007ff8400ade38 (__DATA,__bss) non-external _gottoprec
00007ff800b9ec53 (__TEXT,__text) external _grantpt
00007ff800b82908 (__TEXT,__text) non-external _grouping_init
00007ff800b8944e (__TEXT,__text) non-external _grouping_init
00007ff800b82aaf (__TEXT,__text) non-external _grouping_print
00007ff800b89690 (__TEXT,__text) non-external _grouping_print
00007ff8400b8aa8 (__DATA,__bss) non-external _handlers
00007ff800b5c00c (__TEXT,__text) non-external _hash4
00007ff800b5abdf (__TEXT,__text) non-external _hash_access
00007ff800b5a47b (__TEXT,__text) non-external _hash_close
00007ff800b9d514 (__TEXT,__text) external _hash_create
00007ff800b5a4ac (__TEXT,__text) non-external _hash_delete
00007ff800b9d59c (__TEXT,__text) external _hash_destroy
00007ff800b5a509 (__TEXT,__text) non-external _hash_fd
00007ff800b5a538 (__TEXT,__text) non-external _hash_get
00007ff800b9d7e2 (__TEXT,__text) external _hash_purge
00007ff800b5a57d (__TEXT,__text) non-external _hash_put
00007ff800b9d666 (__TEXT,__text) external _hash_search
00007ff800b5a5e4 (__TEXT,__text) non-external _hash_seq
00007ff800b9d856 (__TEXT,__text) external _hash_stats
00007ff800b5a83f (__TEXT,__text) non-external _hash_sync
00007ff800b9d778 (__TEXT,__text) external _hash_traverse
00007ff800b97d30 (__TEXT,__text) external _hcreate
00007ff800b5a361 (__TEXT,__text) non-external _hdestroy
00007ff800b97dfe (__TEXT,__text) external _hdestroy
00007ff800b97f2f (__TEXT,__text) external _heapsort
00007ff800b9f308 (__TEXT,__text) external _heapsort_b
00007ff800bb6220 (__TEXT,__const) non-external _hexdigit
00007ff800bbaa00 (__TEXT,__cstring) non-external _hexlist
00007ff8400adca8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800b97e7a (__TEXT,__text) external _hsearch
00007ff8400b8a40 (__DATA,__bss) non-external _htable
00007ff8400b8a48 (__DATA,__bss) non-external _htablesize
00007ff800bb7f30 (__TEXT,__const) non-external _illoptchar
00007ff800bb8020 (__TEXT,__const) non-external _illoptstring
00007ff800b981b1 (__TEXT,__text) external _imaxabs
00007ff800b981c1 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800b4afe4 (__TEXT,__text) non-external _infinity
00007ff800b4b2d0 (__TEXT,__text) non-external _initMPFromDigits
00007ff800bb6320 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800b4f400 (__TEXT,__text) non-external _initshells
00007ff800b9c191 (__TEXT,__text) external _initstate
00007ff800b98bbe (__TEXT,__text) non-external _insertionsort
00007ff800ba0e9e (__TEXT,__text) non-external _insertionsort
00007ff800b981f0 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800b504e6 (__TEXT,__text) external _isalnum
00007ff800b50c37 (__TEXT,__text) external _isalnum_l
00007ff800b5054a (__TEXT,__text) external _isalpha
00007ff800b50c9b (__TEXT,__text) external _isalpha_l
00007ff800b504d5 (__TEXT,__text) external _isascii
00007ff800b67907 (__TEXT,__text) external _isatty
00007ff800b505a8 (__TEXT,__text) external _isblank
00007ff800b50cf9 (__TEXT,__text) external _isblank_l
00007ff800b50606 (__TEXT,__text) external _iscntrl
00007ff800b50d57 (__TEXT,__text) external _iscntrl_l
00007ff800b50664 (__TEXT,__text) external _isdigit
00007ff800b50db5 (__TEXT,__text) external _isdigit_l
00007ff800b50687 (__TEXT,__text) external _isgraph
00007ff800b50e13 (__TEXT,__text) external _isgraph_l
00007ff800b509b8 (__TEXT,__text) external _ishexnumber
00007ff800b50e71 (__TEXT,__text) external _ishexnumber_l
00007ff800b50a16 (__TEXT,__text) external _isideogram
00007ff800b50ecf (__TEXT,__text) external _isideogram_l
00007ff800b506e5 (__TEXT,__text) external _islower
00007ff800b50f2d (__TEXT,__text) external _islower_l
00007ff800b50a74 (__TEXT,__text) external _isnumber
00007ff800b50f8b (__TEXT,__text) external _isnumber_l
00007ff800b50ad2 (__TEXT,__text) external _isphonogram
00007ff800b50fe9 (__TEXT,__text) external _isphonogram_l
00007ff800b50743 (__TEXT,__text) external _isprint
00007ff800b51047 (__TEXT,__text) external _isprint_l
00007ff800b507a1 (__TEXT,__text) external _ispunct
00007ff800b510a5 (__TEXT,__text) external _ispunct_l
00007ff800b50b30 (__TEXT,__text) external _isrune
00007ff800b51103 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800b507ff (__TEXT,__text) external _isspace
00007ff800b5116c (__TEXT,__text) external _isspace_l
00007ff800b50b92 (__TEXT,__text) external _isspecial
00007ff800b511ca (__TEXT,__text) external _isspecial_l
00007ff800b6b4cb (__TEXT,__text) non-external _istrsenvisx
00007ff800bb5484 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800bb54a7 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800bb54ca (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800bb54ed (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800b6bc7c (__TEXT,__text) non-external _istrsenvisxl
00007ff800b5085d (__TEXT,__text) external _isupper
00007ff800b51228 (__TEXT,__text) external _isupper_l
00007ff800b51330 (__TEXT,__text) external _iswalnum
00007ff800b517bc (__TEXT,__text) external _iswalnum_l
00007ff800b51394 (__TEXT,__text) external _iswalpha
00007ff800b51820 (__TEXT,__text) external _iswalpha_l
00007ff800b51cd9 (__TEXT,__text) external _iswascii
00007ff800b51c7b (__TEXT,__text) external _iswblank
00007ff800b51f22 (__TEXT,__text) external _iswblank_l
00007ff800b513f2 (__TEXT,__text) external _iswcntrl
00007ff800b5187e (__TEXT,__text) external _iswcntrl_l
00007ff800b51450 (__TEXT,__text) external _iswctype
00007ff800b518dc (__TEXT,__text) external _iswctype_l
00007ff800b514ba (__TEXT,__text) external _iswdigit
00007ff800b5194d (__TEXT,__text) external _iswdigit_l
00007ff800b514dd (__TEXT,__text) external _iswgraph
00007ff800b519ab (__TEXT,__text) external _iswgraph_l
00007ff800b51cea (__TEXT,__text) external _iswhexnumber
00007ff800b51f80 (__TEXT,__text) external _iswhexnumber_l
00007ff800b51d48 (__TEXT,__text) external _iswideogram
00007ff800b51fde (__TEXT,__text) external _iswideogram_l
00007ff800b5153b (__TEXT,__text) external _iswlower
00007ff800b51a09 (__TEXT,__text) external _iswlower_l
00007ff800b51da6 (__TEXT,__text) external _iswnumber
00007ff800b5203c (__TEXT,__text) external _iswnumber_l
00007ff800b51e04 (__TEXT,__text) external _iswphonogram
00007ff800b5209a (__TEXT,__text) external _iswphonogram_l
00007ff800b51599 (__TEXT,__text) external _iswprint
00007ff800b51a67 (__TEXT,__text) external _iswprint_l
00007ff800b515f7 (__TEXT,__text) external _iswpunct
00007ff800b51ac5 (__TEXT,__text) external _iswpunct_l
00007ff800b51e62 (__TEXT,__text) external _iswrune
00007ff800b520f8 (__TEXT,__text) external _iswrune_l
00007ff800b51655 (__TEXT,__text) external _iswspace
00007ff800b51b23 (__TEXT,__text) external _iswspace_l
00007ff800b51ec4 (__TEXT,__text) external _iswspecial
00007ff800b52161 (__TEXT,__text) external _iswspecial_l
00007ff800b516b3 (__TEXT,__text) external _iswupper
00007ff800b51b81 (__TEXT,__text) external _iswupper_l
00007ff800b51711 (__TEXT,__text) external _iswxdigit
00007ff800b51bdf (__TEXT,__text) external _iswxdigit_l
00007ff800b508bb (__TEXT,__text) external _isxdigit
00007ff800b51286 (__TEXT,__text) external _isxdigit_l
00007ff800b679a1 (__TEXT,__text) external _jrand48
00007ff840076e90 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800b55cc9 (__TEXT,__text) external _killpg
00007ff800b9ee42 (__TEXT,__text) external _l64a
00007ff8400b8a98 (__DATA,__bss) non-external _l64a.buf
00007ff800b98219 (__TEXT,__text) external _labs
00007ff800b6db9f (__TEXT,__text) non-external _largesearch
00007ff8400b89f0 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8400acb18 (__DATA,__data) non-external _lastglue
00007ff800b4b88c (__TEXT,__text) external _lchflags
00007ff800b4b8c6 (__TEXT,__text) external _lchmod
00007ff8400af9d0 (__DATA,__bss) non-external _lcl_TZname
00007ff8400af9c0 (__DATA,__bss) non-external _lcl_is_set
00007ff8400acb70 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400afad0 (__DATA,__bss) non-external _lclmem
00007ff800b679e1 (__TEXT,__text) external _lcong48
00007ff800b98229 (__TEXT,__text) external _ldiv
00007ff800b98306 (__TEXT,__text) external _lfind
00007ff800b7c94d (__TEXT,__text) non-external _lflush
00007ff8400b8ad8 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff800b55aa2 (__TEXT,__text) external _libc_set_introspection_hooks
00007ff800bb46ff (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff800bb4720 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff800bb4741 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff800bb4762 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff800b753cc (__TEXT,__text) external _link_addr
00007ff800b75550 (__TEXT,__text) external _link_ntoa
00007ff8400ae0c0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800b98258 (__TEXT,__text) external _llabs
00007ff800b98268 (__TEXT,__text) external _lldiv
00007ff800b75a96 (__TEXT,__text) non-external _loadCat
00007ff800b71f44 (__TEXT,__text) non-external _loadlocale
00007ff800b70551 (__TEXT,__text) external _localeconv
00007ff800b703bb (__TEXT,__text) external _localeconv_l
00007ff800bb5533 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800bb5545 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800b8ec4f (__TEXT,__text) external _localtime
00007ff8400b4240 (__DATA,__bss) non-external _localtime_key
00007ff8400b4238 (__DATA,__bss) non-external _localtime_key_error
00007ff800b8ed1e (__TEXT,__text) non-external _localtime_key_init
00007ff8400acc50 (__DATA,__data) non-external _localtime_once
00007ff800b8ed42 (__TEXT,__text) external _localtime_r
00007ff800bb28dc (__TEXT,__text) external _lockf
00007ff800b67a24 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800b544e5 (__TEXT,__text) external _login_tty
00007ff800b6dc01 (__TEXT,__text) non-external _lookup_substsearch
00007ff800bb5510 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800b67af4 (__TEXT,__text) external _lrand48
00007ff800b98297 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800b4b90b (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840076c00 (__DATA_CONST,__const) non-external _mapping
00007ff800b705fd (__TEXT,__text) external _mblen
00007ff800b70579 (__TEXT,__text) external _mblen_l
00007ff800b706ce (__TEXT,__text) external _mbrlen
00007ff800b70685 (__TEXT,__text) external _mbrlen_l
00007ff800b70765 (__TEXT,__text) external _mbrtowc
00007ff800b70720 (__TEXT,__text) external _mbrtowc_l
00007ff800b707de (__TEXT,__text) external _mbsinit
00007ff800b707ab (__TEXT,__text) external _mbsinit_l
00007ff800b7085b (__TEXT,__text) external _mbsnrtowcs
00007ff800b70816 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800b709f2 (__TEXT,__text) external _mbsrtowcs
00007ff800b709a7 (__TEXT,__text) external _mbsrtowcs_l
00007ff800b70af1 (__TEXT,__text) external _mbstowcs
00007ff800b70a46 (__TEXT,__text) external _mbstowcs_l
00007ff800b70c31 (__TEXT,__text) external _mbtowc
00007ff800b70ba1 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800b9304d (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800ba5faf (__TEXT,__text) external _memset_s
00007ff800b753bd (__TEXT,__text) non-external _memstream_close
00007ff800b75331 (__TEXT,__text) non-external _memstream_seek
00007ff800bb5578 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800bb559b (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800b75219 (__TEXT,__text) non-external _memstream_update
00007ff800bb5557 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800b75246 (__TEXT,__text) non-external _memstream_write
00007ff800b98358 (__TEXT,__text) external _mergesort
00007ff800ba060f (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800b7a570 (__TEXT,__text) external _mkdtemp
00007ff800b7a5df (__TEXT,__text) external _mkdtempat_np
00007ff800b7a4b5 (__TEXT,__text) external _mkostemp
00007ff800b7a091 (__TEXT,__text) external _mkostemps
00007ff800b7a3c9 (__TEXT,__text) external _mkostempsat_np
00007ff800b54995 (__TEXT,__text) external _mkpath_np
00007ff800b549ab (__TEXT,__text) external _mkpathat_np
00007ff800b7a523 (__TEXT,__text) external _mkstemp
00007ff800b7a70b (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800b7a425 (__TEXT,__text) external _mkstemps
00007ff800b7a472 (__TEXT,__text) external _mkstempsat_np
00007ff800b7a6c9 (__TEXT,__text) external _mktemp
00007ff800b8f20b (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff800bb7dc0 (__TEXT,__const) non-external _mon_lengths
00007ff800b504b1 (__TEXT,__text) external _monaddition
00007ff800b504c9 (__TEXT,__text) external _moncontrol
00007ff800b504cf (__TEXT,__text) external _moncount
00007ff800b504a5 (__TEXT,__text) external _moninit
00007ff800b504c3 (__TEXT,__text) external _monitor
00007ff800b504bd (__TEXT,__text) external _monoutput
00007ff800b504b7 (__TEXT,__text) external _monreset
00007ff800b504ab (__TEXT,__text) external _monstartup
00007ff800b7745e (__TEXT,__text) non-external _moreglue
00007ff800b5d8d0 (__TEXT,__text) non-external _mpool_bkt
00007ff800b5db42 (__TEXT,__text) external _mpool_close
00007ff800b5d821 (__TEXT,__text) external _mpool_filter
00007ff800b5d99d (__TEXT,__text) external _mpool_get
00007ff800b5d83c (__TEXT,__text) external _mpool_new
00007ff800bb4bd9 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800b5d728 (__TEXT,__text) external _mpool_open
