00007ffb1bf6b35b (__TEXT,__text) external _AAAFSCGetMetadata
00007ffb1bf01fb4 (__TEXT,__text) non-external _cancelProc
00007ffb1bf27e0a (__TEXT,__text) non-external _cancelProc
00007ffb1bf33ec2 (__TEXT,__text) non-external _cancelProc
00007ffb1bf45098 (__TEXT,__text) non-external _cancelProc
00007ffb1bf47339 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffb1bf234c2 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffb1bf4149d (__TEXT,__text) non-external _chunkAppendHole
00007ffb1bf2d77f (__TEXT,__text) non-external _chunkAsyncCancel
00007ffb1bf2d04b (__TEXT,__text) non-external _chunkAsyncClose
00007ffb1bf2d408 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffb1bf2d79f (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffb1bf2d5ac (__TEXT,__text) non-external _chunkAsyncProcess
00007ffb1bf4146f (__TEXT,__text) non-external _chunkDestroy
00007ffb1bf3f91b (__TEXT,__text) non-external _chunk_compare_by_position
00007ffb1bf3f90f (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffb1bf26249 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffb1bf00bcf (__TEXT,__text) non-external _closeProc
00007ffb1bf27495 (__TEXT,__text) non-external _closeProc
00007ffb1bf313df (__TEXT,__text) non-external _closeProc
00007ffb1bf431d8 (__TEXT,__text) non-external _closeProc
00007ffb1bf00e76 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1bf2751c (__TEXT,__text) non-external _closeWithStateProc
00007ffb1bf32869 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1bf43296 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffb1bf53034 (__TEXT,__text) non-external _cmpNodesProc
00007ffb1befce5f (__TEXT,__text) non-external _cmpRange
00007ffb1bf005ec (__TEXT,__text) non-external _cmp_entries_clc
00007ffb1bf005bf (__TEXT,__text) non-external _cmp_entries_hlc
00007ffb1bf0066d (__TEXT,__text) non-external _cmp_entries_offset
00007ffb1bf00619 (__TEXT,__text) non-external _cmp_entries_slc
00007ffb1bf5063e (__TEXT,__text) non-external _cmp_keys
00007ffb1bf42f69 (__TEXT,__text) non-external _cmp_markers
00007ffb1bf1d0a3 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffb1bf1d040 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffb1bf1d087 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffb1bf1d0b1 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffb1bf1d095 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffb1bf03e6e (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffb1bf6543f (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffb1bf2f2f2 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffb1bf2f252 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffb1bf74547 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffb1bf37660 (__TEXT,__text) non-external _convertStreamAbort
00007ffb1bf378d2 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffb1bf36475 (__TEXT,__text) non-external _convertStreamClose
00007ffb1bf37b21 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffb1bf37837 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffb1bf3779a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffb1bf371dc (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffb1bf3650c (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffb1bf2f998 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffb1bf2fd1c (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffb1bf50e56 (__TEXT,__text) non-external _create
00007ffb1bf3627a (__TEXT,__text) non-external _createErrorContextKey
00007ffb1bf35ce1 (__TEXT,__text) non-external (was a private external) _createThread
00007ffb1bf1b2a5 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffb1bf694e8 (__TEXT,__text) non-external _decodeStreamAbort
00007ffb1bf6950b (__TEXT,__text) non-external _decodeStreamClose
00007ffb1bf68649 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffb1bf68963 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffb1bf68825 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffb1bf69320 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffb1bf6871a (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffb1bf68e12 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffb1bf685a9 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffb1bf6bbea (__TEXT,__text) non-external _decompressToData
00007ffb1befce44 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffb1befb7d3 (__TEXT,__text) non-external _decryptAsyncClose
00007ffb1befb9d5 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffb1befce56 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffb1befbb22 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffb1bf39523 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffb1bf393a5 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffb1bf39530 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffb1bf3953d (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb1bf1980e (__TEXT,__text) non-external _ecc65537Inv
00007ffb1bf19422 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffb1bf196a5 (__TEXT,__text) non-external _ecc65537Solve
00007ffb1bf19485 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffb1bf65f3a (__TEXT,__text) non-external _encodeEntry
00007ffb1bf660c4 (__TEXT,__text) non-external _encodeYOPEntry
00007ffb1bf670b4 (__TEXT,__text) non-external _encoderStreamAbort
00007ffb1bf66eeb (__TEXT,__text) non-external _encoderStreamClose
00007ffb1bf6724e (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffb1bf670d1 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffb1bf35697 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffb1bf65408 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffb1bf46854 (__TEXT,__text) non-external _entryMessage
00007ffb1bf57575 (__TEXT,__text) non-external _entryRelease
00007ffb1bf653ed (__TEXT,__text) non-external _entryVectorCmp
00007ffb1bf30bea (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffb1bf30d0b (__TEXT,__text) non-external _enumerateTree_rec
00007ffb1bf51ca2 (__TEXT,__text) non-external _expandDirThreadProc
00007ffb1bf57558 (__TEXT,__text) non-external _extractStreamAbort
00007ffb1bf54e14 (__TEXT,__text) non-external _extractStreamClose
00007ffb1bf57ef0 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffb1bf57fc8 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffb1bf57d55 (__TEXT,__text) non-external _extractStreamStateFail
00007ffb1bf56d33 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffb1bf55d8e (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffb1bf4711c (__TEXT,__text) non-external _extractThread
00007ffb1bf576e8 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffb1bf53d35 (__TEXT,__text) non-external _extractThreadProc
00007ffb1bf57e3f (__TEXT,__text) non-external _extractThreadSendCommand
00007ffb1bf46c7e (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffb1bf46a93 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffb1bf46c88 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffb1bf46d01 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffb1bf133c0 (__TEXT,__text) non-external _findFirst
00007ffb1bf3f934 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffb1bf1430e (__TEXT,__text) non-external _flushBuf
00007ffb1bf674f3 (__TEXT,__text) non-external _flushOBuf
00007ffb1bf6de62 (__TEXT,__text) non-external _flushOBuf
00007ffb1bf29fd0 (__TEXT,__text) non-external _flushToResourceFork
00007ffb1bf67632 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffb1bf67c06 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffb1bf146ba (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffb42a2ef48 (__DATA,__bss) non-external _gErrorContextKey
00007ffb1bf422b6 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffb1bf30915 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffb1bf682ec (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffb1bf199d0 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffb1bf2f00f (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffb1bf36228 (__TEXT,__text) non-external _getErrorContextKey
00007ffb42a2ef38 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffb1bf3da54 (__TEXT,__text) non-external _getFieldBlob
00007ffb1bf301a1 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffb1bf30120 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffb1bf306fb (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffb1bf3088a (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffb1bf30098 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffb1bf309a7 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffb1bf309bd (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffb1bf30a4b (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffb1bf30679 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffb1bf763a8 (__TEXT,__text) non-external _getFreeCachePos
00007ffb1bf04f85 (__TEXT,__text) non-external _getHeader
00007ffb1bf52c5d (__TEXT,__text) non-external _getPath
00007ffb1bf2efdb (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffb1bf2f663 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffb1bf473a6 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffb1bf31160 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffb1bf743c3 (__TEXT,__text) non-external _graisAbort
00007ffb1bf7261d (__TEXT,__text) non-external _graisClose
00007ffb1bf73fa1 (__TEXT,__text) non-external _graisPRead
00007ffb1bf73f79 (__TEXT,__text) non-external _graisRead
00007ffb1bf7437d (__TEXT,__text) non-external _graisSeek
00007ffb1bf51be3 (__TEXT,__text) non-external _increaseCapacity
00007ffb1bf23720 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffb1bf67bf2 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffb1bf58728 (__TEXT,__text) non-external _init_blob_with_magic
00007ffb1bf2f6f5 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffb1bf5df80 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffb1bf3601c (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffb1bf35764 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffb1bf688bc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffb1bf41622 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffb1bf5cba8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffb1bf6e017 (__TEXT,__text) non-external _loadChunkOffsets
00007ffb1bf6b4c0 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffb1bf471d7 (__TEXT,__text) non-external _loadTempSegment
00007ffb1bf46d93 (__TEXT,__text) non-external _loadThread
00007ffb1bf2d266 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffb1bf2f0fb (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffb1bf216d3 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffb1bf216c6 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffb1bf21708 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffb1bf216e5 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffb1bf2175f (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffb1bf218b7 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffb1bf218aa (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffb1bf218c9 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffb1bf682c6 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffb1bf67e4f (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffb1bf76c4c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffb1bf525a4 (__TEXT,__text) non-external _normalize
00007ffb1bf2f186 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffb1bf4743a (__TEXT,__text) non-external _notifySegmentAvailable
00007ffb1bf88f70 (__TEXT,__const) non-external _old_resource_fork_map
00007ffb1bf894e0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffb1bf0406a (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffb1bf2f58a (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffb1bf04efb (__TEXT,__text) non-external _pcRead
00007ffb1bf042bc (__TEXT,__text) non-external _pcWrite
00007ffb1befa8d0 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffb1befa85f (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffb1befa84a (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffb1bf3fdb0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffb1bf77079 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffb1bf3ff26 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffb1bf3bf65 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffb1bf1c56c (__TEXT,__text) non-external _processEntry
00007ffb1bf33ed4 (__TEXT,__text) non-external _processEntry
00007ffb1bf39150 (__TEXT,__text) non-external _processSegment
00007ffb1bf4651c (__TEXT,__text) non-external _processSegment
00007ffb1bf166ec (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb1bf67d0f (__TEXT,__text) non-external (was a private external) _pushControls
00007ffb1bf67c9a (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffb1befce7a (__TEXT,__text) non-external _pushPaddingRange
00007ffb1befb66f (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb1bf2514c (__TEXT,__text) non-external _quicksort64
00007ffb1bf1817f (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb1bf2e9be (__TEXT,__text) non-external _rangeCmp
00007ffb1bf2990c (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffb1bf298e9 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb1bf29929 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb1bf05e79 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffb1bf7482c (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb1bf2ef80 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffb1bf588b9 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb1bf31061 (__TEXT,__text) non-external _removeEntryProc
00007ffb1bf30ca3 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb1bf310fb (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb1bf1c51f (__TEXT,__text) non-external _removeStreamAbort
00007ffb1bf1bcc8 (__TEXT,__text) non-external _removeStreamClose
00007ffb1bf1c50f (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb1bf1c005 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb1bf3102b (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb1bf67c2d (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffb1bf6c438 (__TEXT,__text) non-external _resizeResourceFork
00007ffb1bf39e8b (__TEXT,__text) non-external _resizeStream
00007ffb1bf6b66f (__TEXT,__text) non-external _resourceForkSize
00007ffb1bf4770e (__TEXT,__text) non-external _retireEntryRange
00007ffb1bf57bde (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb1bf5379e (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb1bf2629f (__TEXT,__text) non-external _seekTo
00007ffb1bf1b236 (__TEXT,__text) non-external _sendEOF
00007ffb1bf3767c (__TEXT,__text) non-external _sendHeader
00007ffb1bf0b6e0 (__TEXT,__text) non-external _sendMessage
00007ffb1bf743ec (__TEXT,__text) non-external _sendMessage
00007ffb1bf18043 (__TEXT,__text) non-external _sequentialReaderProc
00007ffb1bf180c7 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb1bf7f840 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb1bf3df54 (__TEXT,__text) non-external _setFieldBlob
00007ffb1bf30215 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb1bf307d1 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffb1bf3570c (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00007ffb1bf38bf3 (__TEXT,__text) non-external _setupContext
00007ffb1bf454bd (__TEXT,__text) non-external _setupContext
00007ffb1bf2f07f (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb1bf2f0c7 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffb1bf0faff (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb1befcf14 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb1bf3018a (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb1bf31152 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb1bf4fb8e (__TEXT,__text) non-external _stateAppendEntry
00007ffb1bf643ee (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffb1bf64f95 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffb1bf643fb (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffb1bf4f553 (__TEXT,__text) non-external _stateConcatPath
00007ffb1bf4c9e4 (__TEXT,__text) non-external _stateDestroy
00007ffb1bf642a8 (__TEXT,__text) non-external _stateDestroy
00007ffb1bf4f586 (__TEXT,__text) non-external _stateGetEntryData
00007ffb1bf65baf (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffb1bf4f772 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffb1bf2ea1f (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb1bf76977 (__TEXT,__text) non-external _storeCachePos
00007ffb1bf6d939 (__TEXT,__text) non-external _storeChunkOffsets
00007ffb1bf2f852 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb1bf2c8b5 (__TEXT,__text) non-external _streamAbort
00007ffb1bf40acd (__TEXT,__text) non-external _streamAbort
00007ffb1bf2c745 (__TEXT,__text) non-external _streamClose
00007ffb1bf4070d (__TEXT,__text) non-external _streamClose
00007ffb1bf0e1ea (__TEXT,__text) non-external _streamConsumerProc
00007ffb1bf412ff (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffb1bf2c8d2 (__TEXT,__text) non-external _streamPRead
00007ffb1bf40aed (__TEXT,__text) non-external _streamPWrite
00007ffb1bf2d7ab (__TEXT,__text) non-external _streamProc
00007ffb1bf73697 (__TEXT,__text) non-external _streamProc
00007ffb1bf2ccd7 (__TEXT,__text) non-external _streamRead
00007ffb1bf2ccfa (__TEXT,__text) non-external _streamSeek
00007ffb1bf0e2a6 (__TEXT,__text) non-external _streamThreadProc
00007ffb1bf0e15b (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb1bf220ea (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb1bf21bba (__TEXT,__text) non-external _stringTableReserve
00007ffb1bf6ac74 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
