00007ff8400f6df0 (__DATA,__data) external _NDR_record
00007ff8400f6d90 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00007ff8010d7c58 (__TEXT,__text) external _mach_timebase_info
00007ff8400f6f78 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00007ff8010c92bc (__TEXT,__text) external _mach_timebase_info_trap
00007ff8010db738 (__TEXT,__text) external _mach_vm_allocate
00007ff8010e5986 (__TEXT,__text) external _mach_vm_behavior_set
00007ff8010e5687 (__TEXT,__text) external _mach_vm_copy
00007ff8010db7bf (__TEXT,__text) external _mach_vm_deallocate
00007ff8010e6b74 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
00007ff8010e6cc1 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00007ff8010e72ff (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
00007ff8010e6f71 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
00007ff8010e51d8 (__TEXT,__text) external _mach_vm_inherit
00007ff8010e5bee (__TEXT,__text) external _mach_vm_machine_attribute
00007ff8010db8bf (__TEXT,__text) external _mach_vm_map
00007ff8010e589b (__TEXT,__text) external _mach_vm_msync
00007ff8010e669e (__TEXT,__text) external _mach_vm_page_info
00007ff8010e5e8f (__TEXT,__text) external _mach_vm_page_query
00007ff8010e68a3 (__TEXT,__text) external _mach_vm_page_range_query
00007ff8010db82c (__TEXT,__text) external _mach_vm_protect
00007ff8010dbd2d (__TEXT,__text) external _mach_vm_purgable_control
00007ff8010e6e0c (__TEXT,__text) external _mach_vm_range_create
00007ff8010dbae1 (__TEXT,__text) external _mach_vm_read
00007ff8010e5409 (__TEXT,__text) external _mach_vm_read_list
00007ff8010e5772 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8010dbd9d (__TEXT,__text) external _mach_vm_reallocate
00007ff8010d0246 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
00007ff8010d0273 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
00007ff8010d00f3 (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00007ff8010d0040 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
00007ff8010cff4a (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff8010cfa4c (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff8010d0049 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff8010d0195 (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00007ff8010d0067 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff8010cfafa (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff8010cfba5 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff8010cfd93 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff8010cfbe8 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff8010cffa0 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8010c9274 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
00007ff8010e61fb (__TEXT,__text) external _mach_vm_region
00007ff8010e5fd7 (__TEXT,__text) external _mach_vm_region_recurse
00007ff8010db9b3 (__TEXT,__text) external _mach_vm_remap
00007ff8010dba4a (__TEXT,__text) external _mach_vm_remap_new
00007ff8010dbd7c (__TEXT,__text) external _mach_vm_tag_describe
00007ff8010dbd77 (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff8010de9ab (__TEXT,__text) external _mach_vm_wire
00007ff8010e5587 (__TEXT,__text) external _mach_vm_write
00007ff8010f39eb (__TEXT,__text) external _mach_voucher_attr_command
00007ff8010cef20 (__TEXT,__text) external _mach_voucher_deallocate
00007ff8010f3c3a (__TEXT,__text) external _mach_voucher_debug_info
00007ff8010f37fc (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8010f3426 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8010db6da (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8010c928c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8010c92c8 (__TEXT,__text) external _mach_wait_until
00007ff8010e0ad5 (__TEXT,__text) external _mach_zone_force_gc
00007ff8010e1882 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8010e1733 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8010e0953 (__TEXT,__text) external _mach_zone_info
00007ff8010e1541 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8010e13d3 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8010c9238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8010c922c (__TEXT,__text) external _macx_backing_store_suspend
00007ff8010c9208 (__TEXT,__text) external _macx_swapoff
00007ff8010c91fc (__TEXT,__text) external _macx_swapon
00007ff8010c9220 (__TEXT,__text) external _macx_triggers
00007ff8010cb864 (__TEXT,__text) external _madvise
00007ff8400f6f58 (__DATA,__bss) non-external _master_host_port
00007ff8010cc355 (__TEXT,__text) non-external _memcpy
00007ff8010cb87c (__TEXT,__text) external _memorystatus_control
00007ff8010cb894 (__TEXT,__text) external _memorystatus_get_level
00007ff8010cc363 (__TEXT,__text) non-external _memset
00007ff8010cefac (__TEXT,__text) external _mig_allocate
00007ff8010cf183 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8010db35a (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8010ceff4 (__TEXT,__text) external _mig_deallocate
00007ff8010cf116 (__TEXT,__text) external _mig_get_reply_port
00007ff8010db334 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8010cf1ea (__TEXT,__text) external _mig_put_reply_port
00007ff8010cf0db (__TEXT,__text) external _mig_reply_setup
00007ff8010cf1eb (__TEXT,__text) external _mig_strncpy
00007ff8010cf21e (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8010cb8ac (__TEXT,__text) external _mincore
00007ff8010cb8c4 (__TEXT,__text) external _minherit
00007ff8010c92ec (__TEXT,__text) external _mk_timer_arm
00007ff8010c9304 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8010c92f8 (__TEXT,__text) external _mk_timer_cancel
00007ff8010c92d4 (__TEXT,__text) external _mk_timer_create
00007ff8010c92e0 (__TEXT,__text) external _mk_timer_destroy
00007ff8010cb8dc (__TEXT,__text) external _mkdir
00007ff8010cb8f4 (__TEXT,__text) external _mkdirat
00007ff8010cb90c (__TEXT,__text) external _mkfifo
00007ff8010cb924 (__TEXT,__text) external _mkfifoat
00007ff8010cb93c (__TEXT,__text) external _mknod
00007ff8010cb954 (__TEXT,__text) external _mknodat
00007ff8010cb96c (__TEXT,__text) external _mlock
00007ff8010cb984 (__TEXT,__text) external _mlockall
00007ff8010d79cc (__TEXT,__text) external _mmap
00007ff8010cb99c (__TEXT,__text) external _mount
00007ff8010ca194 (__TEXT,__text) external _mprotect
00007ff8010cb9b4 (__TEXT,__text) external _mremap_encrypted
00007ff8010cf31c (__TEXT,__text) external _msg_receive
00007ff8010cf310 (__TEXT,__text) external _msg_rpc
00007ff8010cf316 (__TEXT,__text) external _msg_send
00007ff8010ca1ac (__TEXT,__text) external _msgctl
00007ff8010cb9cc (__TEXT,__text) external _msgget
00007ff8010cb9e4 (__TEXT,__text) external _msgrcv
00007ff8010ca1c4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8010cb9fc (__TEXT,__text) external _msgsnd
00007ff8010ca1dc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8010ca1f4 (__TEXT,__text) external _msgsys
00007ff8010ca20c (__TEXT,__text) external _msync
00007ff8010ca224 (__TEXT,__text) external _msync$NOCANCEL
00007ff8010cba14 (__TEXT,__text) external _munlock
00007ff8010cba2c (__TEXT,__text) external _munlockall
00007ff8010dc266 (__TEXT,__text) external _munmap
00007ff8010cba44 (__TEXT,__text) external _necp_client_action
00007ff8010cba5c (__TEXT,__text) external _necp_match_policy
00007ff8010cba74 (__TEXT,__text) external _necp_open
00007ff8010cba8c (__TEXT,__text) external _necp_session_action
00007ff8010cbaa4 (__TEXT,__text) external _necp_session_open
00007ff8010cbabc (__TEXT,__text) external _net_qos_guideline
00007ff8010cbad4 (__TEXT,__text) external _netagent_trigger
00007ff8010e8c2b (__TEXT,__text) external _netname_check_in
00007ff8010e904b (__TEXT,__text) external _netname_check_out
00007ff8010e8dd7 (__TEXT,__text) external _netname_look_up
00007ff8010e91ed (__TEXT,__text) external _netname_version
00007ff8010d18ae (__TEXT,__text) external _nfsclnt
00007ff8010cbaec (__TEXT,__text) external _nfssvc
00007ff8400f6de0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400f6dd8 (__DATA,__data) external _normal_boost_assertion_token
00007ff8010cbb04 (__TEXT,__text) external _ntp_adjtime
00007ff8010cbb1c (__TEXT,__text) external _ntp_gettime
00007ff8010cbb34 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8010d95f4 (__TEXT,__text) external _open
00007ff8010d1916 (__TEXT,__text) external _open$NOCANCEL
00007ff8010da2c8 (__TEXT,__text) external _open_dprotected_np
00007ff8010d96b3 (__TEXT,__text) external _openat
00007ff8010d19d5 (__TEXT,__text) external _openat$NOCANCEL
00007ff8010da47b (__TEXT,__text) external _openat_authenticated_np
00007ff8010da3a1 (__TEXT,__text) external _openat_dprotected_np
00007ff8010cbb4c (__TEXT,__text) external _openbyid_np
00007ff8010cd25c (__TEXT,__text) external _os_buflet_get_data_address
00007ff8010cd243 (__TEXT,__text) external _os_buflet_get_data_length
00007ff8010cd261 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8010cd23f (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8010cd253 (__TEXT,__text) external _os_buflet_get_object_address
00007ff8010cd258 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8010cd24d (__TEXT,__text) external _os_buflet_set_data_length
00007ff8010cd247 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8010d5842 (__TEXT,__text) external _os_channel_advance_slot
00007ff8010d60c1 (__TEXT,__text) external _os_channel_attr_clone
00007ff8010d607c (__TEXT,__text) external _os_channel_attr_create
00007ff8010d6280 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8010d63e4 (__TEXT,__text) external _os_channel_attr_get
00007ff8010d653c (__TEXT,__text) external _os_channel_attr_get_key
00007ff8010d62ce (__TEXT,__text) external _os_channel_attr_set
00007ff8010d6187 (__TEXT,__text) external _os_channel_attr_set_key
00007ff8010d580a (__TEXT,__text) external _os_channel_available_slot_count
00007ff8010d761a (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8010d70ff (__TEXT,__text) external _os_channel_buflet_free
00007ff8010d75f5 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8010d556c (__TEXT,__text) external _os_channel_create
00007ff8010d4b66 (__TEXT,__text) external _os_channel_create_extended
00007ff8010d56a8 (__TEXT,__text) external _os_channel_destroy
00007ff8010d7570 (__TEXT,__text) external _os_channel_event_free
00007ff8010db061 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8010dafd7 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8010d5e0b (__TEXT,__text) external _os_channel_flow_admissible
00007ff8010d5f34 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff8010d5f37 (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00007ff8010d5df0 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8010d557b (__TEXT,__text) external _os_channel_get_fd
00007ff8010d7575 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8010d7243 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8010d5891 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8010d5d8f (__TEXT,__text) external _os_channel_get_stats_region
00007ff8010d77d7 (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00007ff8010d5352 (__TEXT,__text) non-external _os_channel_info2attr
00007ff8010d5474 (__TEXT,__text) non-external _os_channel_init_ring
00007ff8010d5706 (__TEXT,__text) external _os_channel_is_defunct
00007ff8010d68f2 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff8010d6592 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8010d6599 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff8010d68fc (__TEXT,__text) external _os_channel_packet_free
00007ff8010d6c97 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8010d57e9 (__TEXT,__text) external _os_channel_pending
00007ff8010d6f06 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff8010d557e (__TEXT,__text) external _os_channel_read_attr
00007ff8010d5667 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8010d5713 (__TEXT,__text) external _os_channel_ring_id
00007ff8010d5801 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8010d57f8 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8010d579b (__TEXT,__text) external _os_channel_rx_ring
00007ff8010d5bc5 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8010d6a46 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8010d6b6d (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8010d5ca7 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8010d5689 (__TEXT,__text) external _os_channel_sync
00007ff8010d5760 (__TEXT,__text) external _os_channel_tx_ring
00007ff8010d55be (__TEXT,__text) external _os_channel_write_attr
00007ff8010cd212 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8010c9330 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8010d9eef (__TEXT,__text) external _os_cpu_in_cksum
00007ff8010d9ff7 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8010cbb64 (__TEXT,__text) external _os_fault_with_payload
00007ff8010cd20d (__TEXT,__text) external _os_inet_checksum
00007ff8010d4247 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff8010d4261 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff8010d82e5 (__TEXT,__text) external _os_nexus_attr_clone
00007ff8010d82a0 (__TEXT,__text) external _os_nexus_attr_create
00007ff8010d84ba (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8010d8484 (__TEXT,__text) external _os_nexus_attr_get
00007ff8010d8343 (__TEXT,__text) external _os_nexus_attr_set
00007ff8010d8bde (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8010d888c (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8010d88ad (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8010d84cd (__TEXT,__text) external _os_nexus_controller_create
00007ff8010d8880 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8010d90d8 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8010d88a1 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8010d8566 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8010d8e5c (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8010d89f2 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8010d8569 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8010d8de7 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8010d898c (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8010d954a (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00007ff8010d93d3 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff8010cd156 (__TEXT,__text) external _os_packet_add_buflet
00007ff8010ccb5f (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff8010ccc0c (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8010cd1cb (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8010cd04c (__TEXT,__text) external _os_packet_finalize
00007ff8010cd1ea (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8010cd002 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8010cca7b (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8010ccffa (__TEXT,__text) external _os_packet_get_data_length
00007ff8010ccc5d (__TEXT,__text) external _os_packet_get_expire_time
00007ff8010cccb5 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8010ccb92 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8010ccc4d (__TEXT,__text) external _os_packet_get_group_end
00007ff8010ccc2a (__TEXT,__text) external _os_packet_get_group_start
00007ff8010cc89b (__TEXT,__text) external _os_packet_get_headroom
00007ff8010ccb6d (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8010ccfa7 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8010cc8ce (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8010cc8fd (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8010cc8ba (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8010cc8e5 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8010cd01c (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8010cce3e (__TEXT,__text) external _os_packet_get_packetid
00007ff8010cd043 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8010cc9f4 (__TEXT,__text) external _os_packet_get_service_class
00007ff8010ccd0f (__TEXT,__text) external _os_packet_get_token
00007ff8010cd265 (__TEXT,__text) external _os_packet_get_trace_id
00007ff8010ccac1 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8010cc956 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8010cc91a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8010cc938 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8010ccfd7 (__TEXT,__text) external _os_packet_get_truncated
00007ff8010ccf3e (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8010ccf46 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8010ccf1b (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8010ccf8b (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8010cd1ae (__TEXT,__text) external _os_packet_increment_use_count
00007ff8010ccf4c (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8010cca71 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8010ccc86 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8010cccdd (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8010ccbcf (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8010ccc3a (__TEXT,__text) external _os_packet_set_group_end
00007ff8010ccc17 (__TEXT,__text) external _os_packet_set_group_start
00007ff8010cc885 (__TEXT,__text) external _os_packet_set_headroom
00007ff8010ccb47 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8010ccfb6 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8010ccfe7 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8010cc8c3 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8010cc8f2 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8010cc8a4 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8010cc8da (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8010cceae (__TEXT,__text) external _os_packet_set_packetid
00007ff8010cd2ab (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8010cc974 (__TEXT,__text) external _os_packet_set_service_class
00007ff8010ccd9f (__TEXT,__text) external _os_packet_set_token
00007ff8010cd26d (__TEXT,__text) external _os_packet_set_trace_id
00007ff8010cca9c (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8010cc965 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8010cc947 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8010cc90b (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8010cc929 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8010cd2b6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8010cd1f3 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff8010cceff (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8010ccf9a (__TEXT,__text) external _os_packet_set_wake_flag
00007ff8010cd275 (__TEXT,__text) external _os_packet_trace_event
00007ff8010cfa47 (__TEXT,__text) external _os_proc_available_memory
00007ff8010f3e4b (__TEXT,__text) external _panic
00007ff8010cf284 (__TEXT,__text) external _panic_init
00007ff8010cbb7c (__TEXT,__text) external _panic_with_data
00007ff8010cbb94 (__TEXT,__text) external _pathconf
00007ff8010cbbac (__TEXT,__text) external _peeloff
00007ff8010c91e4 (__TEXT,__text) external _pid_for_task
00007ff8010cbbc4 (__TEXT,__text) external _pid_hibernate
00007ff8010cbbdc (__TEXT,__text) external _pid_resume
00007ff8010d7865 (__TEXT,__text) external _pid_shutdown_networking
00007ff8010cbbf4 (__TEXT,__text) external _pid_shutdown_sockets
00007ff8010cbc0c (__TEXT,__text) external _pid_suspend
00007ff8010ca3ec (__TEXT,__text) external _pipe
00007ff8010cbc24 (__TEXT,__text) external _pivot_root
00007ff8010cbc3c (__TEXT,__text) external _poll
00007ff8010ca408 (__TEXT,__text) external _poll$NOCANCEL
00007ff8010cc7da (__TEXT,__text) non-external _port_for_id_internal
00007ff8010cf28c (__TEXT,__text) external _port_obj_init
00007ff8400f6fc0 (__DATA,__common) external _port_obj_table
00007ff8400f6dc8 (__DATA,__data) external _port_obj_table_size
00007ff8010cb864 (__TEXT,__text) external _posix_madvise
00007ff8010d3feb (__TEXT,__text) external _posix_spawn
00007ff8010d2deb (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8010d325b (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8010d335e (__TEXT,__text) external _posix_spawn_file_actions_addchdir
00007ff8010d3359 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8010d3165 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8010d31d2 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8010d33ff (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
00007ff8010d33fa (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8010d32ec (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8010d3030 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8010d2ff3 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8010d2f8b (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff8010d2755 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8010d2d32 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8010d39e3 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8010d39af (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8010d29d3 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8010d2977 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8010d34ae (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8010d290e (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8010d3638 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8010d2a34 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8010d2943 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8010d2a4e (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8010d2929 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8010d295d (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8010d265e (__TEXT,__text) external _posix_spawnattr_init
00007ff8010d3b78 (__TEXT,__text) external _posix_spawnattr_set_4k_page_size_np
00007ff8010d2d4e (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8010d3d9c (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff8010d3ecf (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
00007ff8010d2d85 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8010d2d6a (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8010d2da1 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8010d3b91 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8010d39cb (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8010d3e8d (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8010d3c7a (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8010d3cb5 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8010d3512 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8010d3eea (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8010f40f0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8010d3eae (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff8010d3fcf (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8010d3d26 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8010d3b46 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8010d3ad0 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8010d3af8 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8010d39ff (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8010d3aa8 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8010d2d1a (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8010d3e6c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8010d3605 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8010d3988 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8010d358d (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8010d2c4b (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8010d3e4a (__TEXT,__text) external _posix_spawnattr_set_telemetry_np
00007ff8010d34fa (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8010d3bc7 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8010d2c12 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff8010d2b3a (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8010d2f58 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8010d2ab4 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8010d38d2 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8010d3491 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8010d346c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8010d2bed (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8010d2f24 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8010d28f6 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8010d34d1 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8010d36dc (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8010d3b5f (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8010d2bbd (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8010d2a82 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8010d2bd5 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
