00007ffd1a57c968 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd1a519cce (__TEXT,__text) non-external _aeaOutputStreamRunCurrentWorker
00007ffd1a517879 (__TEXT,__text) non-external (was a private external) _aeaOutputStreamRunThreads
00007ffd1a517d44 (__TEXT,__text) non-external _aeaOutputStreamWorkerThreadProc
00007ffd1a518d38 (__TEXT,__text) non-external _aeaOutputStreamWrite
00007ffd1a518696 (__TEXT,__text) non-external _aeaOutputStreamWriterThreadProc
00007ffd1a52af2b (__TEXT,__text) non-external (was a private external) _aeaPaddedContainerSize
00007ffd1a50e068 (__TEXT,__text) non-external (was a private external) _aeaProfileIsValid
00007ffd1a50e343 (__TEXT,__text) non-external (was a private external) _aeaRootHeaderInit
00007ffd1a51b97e (__TEXT,__text) non-external _afStreamCancel
00007ffd1a51b7e2 (__TEXT,__text) non-external _afStreamClose
00007ffd1a51bca9 (__TEXT,__text) non-external _afStreamCloseWithState
00007ffd1a51b990 (__TEXT,__text) non-external _afStreamWrite
00007ffd1a57e6a1 (__TEXT,__text) non-external _afscStreamCancel
00007ffd1a57e147 (__TEXT,__text) non-external _afscStreamClose
00007ffd1a57eacd (__TEXT,__text) non-external _afscStreamCloseWithState
00007ffd1a57be12 (__TEXT,__text) non-external _afscStreamOpen
00007ffd1a57e6b3 (__TEXT,__text) non-external _afscStreamWrite
00007ffd1a500842 (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd1a5012f5 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd1a50ca8c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd1a56ec87 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd1a56ec4c (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd1a56ec06 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd1a5040bf (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd1a541b8d (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd1a56b669 (__TEXT,__text) non-external _append_field
00007ffd1a5680ac (__TEXT,__text) non-external _applyEntryAttributes
00007ffd1a541594 (__TEXT,__text) non-external _applyYEC
00007ffd1a53c31b (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd1a53c5f7 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd1a509653 (__TEXT,__text) non-external _asyncContext
00007ffd1a527f26 (__TEXT,__text) non-external _asyncContext
00007ffd1a50995a (__TEXT,__text) non-external _asyncProgress
00007ffd1a528248 (__TEXT,__text) non-external _asyncProgress
00007ffd1a509942 (__TEXT,__text) non-external _asyncSelect
00007ffd1a531321 (__TEXT,__text) non-external _bestMatchInRange
00007ffd1a5445b9 (__TEXT,__text) non-external _blockGetFromCache
00007ffd1a54446d (__TEXT,__text) non-external _blockReader
00007ffd1a5446ee (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd1a54a9c1 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd1a54b31a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd1a54a819 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd1a54ac0c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd1a54ac7a (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd1a54a2d6 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd1a54a110 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd1a54a62d (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd1a54a7b2 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd1a588b24 (__TEXT,__text) non-external _cacheData
00007ffd1a5177bf (__TEXT,__text) non-external _cacheFlush
00007ffd1a5176aa (__TEXT,__text) non-external _cachePageEvict
00007ffd1a5173b6 (__TEXT,__text) non-external _cachePageGet
00007ffd1a517507 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd1a508b98 (__TEXT,__text) non-external _cancelProc
00007ffd1a534144 (__TEXT,__text) non-external _cancelProc
00007ffd1a53feb4 (__TEXT,__text) non-external _cancelProc
00007ffd1a555868 (__TEXT,__text) non-external _cancelProc
00007ffd1a55842f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffd1a52fa00 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd1a551ee4 (__TEXT,__text) non-external _chunkAppendHole
00007ffd1a5398b4 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd1a5391d1 (__TEXT,__text) non-external _chunkAsyncClose
00007ffd1a53955b (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd1a5398d4 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd1a5396fb (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd1a551eb6 (__TEXT,__text) non-external _chunkDestroy
00007ffd1a5500a3 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd1a550097 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd1a5325fb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd1a5077e6 (__TEXT,__text) non-external _closeProc
00007ffd1a5337fe (__TEXT,__text) non-external _closeProc
00007ffd1a53d42b (__TEXT,__text) non-external _closeProc
00007ffd1a553bad (__TEXT,__text) non-external _closeProc
00007ffd1a507a96 (__TEXT,__text) non-external _closeWithStateProc
00007ffd1a533889 (__TEXT,__text) non-external _closeWithStateProc
00007ffd1a53ea1b (__TEXT,__text) non-external _closeWithStateProc
00007ffd1a553c6f (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd1a5687e6 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd1a563c4c (__TEXT,__text) non-external _cmpNodesProc
00007ffd1a503baf (__TEXT,__text) non-external _cmpRange
00007ffd1a507238 (__TEXT,__text) non-external _cmp_entries_clc
00007ffd1a50720b (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd1a5072ba (__TEXT,__text) non-external _cmp_entries_offset
00007ffd1a507265 (__TEXT,__text) non-external _cmp_entries_slc
00007ffd1a561467 (__TEXT,__text) non-external _cmp_keys
00007ffd1a553944 (__TEXT,__text) non-external _cmp_markers
00007ffd1a500850 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd1a500820 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd1a5007e7 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd1a500468 (__TEXT,__text) non-external _compare_digest_tasks
00007ffd1a4fe880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd1a5012da (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd1a50130d (__TEXT,__text) non-external _compare_forks_by_position
00007ffd1a528469 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd1a528402 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd1a52844d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd1a528477 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd1a52845b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd1a50aa4f (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd1a575bc1 (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd1a53b29f (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd1a53b203 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd1a5860cc (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd1a54849f (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd1a5436a6 (__TEXT,__text) non-external _convertStreamAbort
00007ffd1a543910 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd1a54252b (__TEXT,__text) non-external _convertStreamClose
00007ffd1a543b69 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd1a543878 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd1a5437d5 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd1a543268 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd1a5425c2 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd1a5500bc (__TEXT,__text) non-external _convert_block_controls
00007ffd1a54ff29 (__TEXT,__text) non-external _convert_internal_controls
00007ffd1a53b9a1 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd1a53bd53 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd1a51d8fe (__TEXT,__text) non-external _copyStream
00007ffd1a561c16 (__TEXT,__text) non-external _create
00007ffd1a54233b (__TEXT,__text) non-external _createErrorContextKey
00007ffd1a541dfd (__TEXT,__text) non-external (was a private external) _createThread
00007ffd1a521bef (__TEXT,__text) non-external _ctrl_reader_get
00007ffd1a5266b8 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd1a579e51 (__TEXT,__text) non-external _decodeStreamAbort
00007ffd1a579e74 (__TEXT,__text) non-external _decodeStreamClose
00007ffd1a57934c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd1a579211 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd1a579c7f (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd1a57912a (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd1a579780 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd1a579069 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd1a57d1ba (__TEXT,__text) non-external _decompressToData
00007ffd1a5029cc (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd1a50246d (__TEXT,__text) non-external _decryptAsyncClose
00007ffd1a50266c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd1a5029de (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd1a5027bb (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd1a5493bf (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd1a549241 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd1a5493cc (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd1a5493d9 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd1a523bb5 (__TEXT,__text) non-external _ecc65537Inv
00007ffd1a52379b (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd1a523a48 (__TEXT,__text) non-external _ecc65537Solve
00007ffd1a52380c (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd1a576a9b (__TEXT,__text) non-external _encodeEntry
00007ffd1a576bfc (__TEXT,__text) non-external _encodeYOPEntry
00007ffd1a577c2d (__TEXT,__text) non-external _encoderStreamAbort
00007ffd1a577a5a (__TEXT,__text) non-external _encoderStreamClose
00007ffd1a577dd4 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd1a577c4a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd1a5416f1 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd1a575b8d (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd1a557764 (__TEXT,__text) non-external _entryMessage
00007ffd1a567e5e (__TEXT,__text) non-external _entryRelease
00007ffd1a575b74 (__TEXT,__text) non-external _entryVectorCmp
00007ffd1a53cc15 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd1a53cd39 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd1a5629eb (__TEXT,__text) non-external _expandDirThreadProc
00007ffd1a567e41 (__TEXT,__text) non-external _extractStreamAbort
00007ffd1a565a30 (__TEXT,__text) non-external _extractStreamClose
00007ffd1a5689c4 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd1a568a9d (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd1a56864b (__TEXT,__text) non-external _extractStreamStateFail
00007ffd1a567680 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd1a56692a (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd1a558045 (__TEXT,__text) non-external _extractThread
00007ffd1a567fd5 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd1a564996 (__TEXT,__text) non-external _extractThreadProc
00007ffd1a568735 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd1a557ba1 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd1a5579b4 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd1a557bab (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd1a557c27 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd1a51b05f (__TEXT,__text) non-external _findFirst
00007ffd1a5505af (__TEXT,__text) non-external _fingerprint_consumer
00007ffd1a550265 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd1a51c4e6 (__TEXT,__text) non-external _flushBuf
00007ffd1a578077 (__TEXT,__text) non-external _flushOBuf
00007ffd1a57f354 (__TEXT,__text) non-external _flushOBuf
00007ffd1a5362b5 (__TEXT,__text) non-external _flushToResourceFork
00007ffd1a5781b7 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd1a52e050 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd1a54c120 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd1a51c887 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd432812b0 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00007ffd1a552cf0 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd1a588d4a (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffd1a53c940 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd1a578df9 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd1a523d76 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd1a53af8d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd1a5422e9 (__TEXT,__text) non-external _getErrorContextKey
00007ffd432812a0 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd1a54e490 (__TEXT,__text) non-external _getFieldBlob
00007ffd1a53c1e9 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd1a53c16b (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd1a53c71a (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd1a56a252 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd1a53c8ac (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd1a53c0e3 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd1a53c9cf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd1a53c9e5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd1a53ca73 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd1a53c698 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd1a587e85 (__TEXT,__text) non-external _getFreeCachePos
00007ffd1a563875 (__TEXT,__text) non-external _getPath
00007ffd1a530e48 (__TEXT,__text) non-external _getProfile
00007ffd1a53af59 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd1a53b65d (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd1a558496 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd1a53d1aa (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd1a585f5f (__TEXT,__text) non-external _graisAbort
00007ffd1a5843c9 (__TEXT,__text) non-external _graisClose
00007ffd1a585b73 (__TEXT,__text) non-external _graisPRead
00007ffd1a585b4b (__TEXT,__text) non-external _graisRead
00007ffd1a585f19 (__TEXT,__text) non-external _graisSeek
00007ffd1a562942 (__TEXT,__text) non-external _increaseCapacity
00007ffd1a52fc40 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd1a57876e (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd1a56919c (__TEXT,__text) non-external _init_blob_with_magic
00007ffd1a544801 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd1a54487a (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd1a544a3f (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd1a53b6fe (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd1a56eb2c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd1a54212e (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd1a588cac (__TEXT,__text) non-external _joinThread.cold.1
00007ffd1a581c7b (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd1a581d1c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd1a5417be (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd1a5792a5 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd1a55206a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd1a56d7d8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd1a57f4ff (__TEXT,__text) non-external _loadChunkOffsets
00007ffd1a57cac4 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd1a5580ad (__TEXT,__text) non-external _loadRemainingRange
00007ffd1a5582d3 (__TEXT,__text) non-external _loadTempSegment
00007ffd1a557cb7 (__TEXT,__text) non-external _loadThread
00007ffd1a545f8d (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd1a5393e1 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd1a53b0ba (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd1a52c8b5 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd1a52c8a8 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd1a52c8ea (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd1a52c8c7 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd1a52c941 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd1a52ca9e (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd1a52ca91 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd1a52cab0 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd1a578dd6 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd1a578998 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffd1a5259d7 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd1a588743 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd1a5631fe (__TEXT,__text) non-external _normalize
00007ffd1a53b146 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd1a55852a (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd1a59ce60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd1a59d400 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd1a50ac5c (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd1a5460da (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd1a53b585 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd1a50bac4 (__TEXT,__text) non-external _pcRead
00007ffd1a50aecc (__TEXT,__text) non-external _pcWrite
00007ffd1a5015e3 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd1a501459 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd1a5013e8 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd1a501339 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd1a5013d3 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd1a501548 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd1a501533 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd1a5506b0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd1a588cde (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd1a550998 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd1a550823 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd1a54bcf4 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd1a502f16 (__TEXT,__text) non-external _processClusterHeader
00007ffd1a52790b (__TEXT,__text) non-external _processEntry
00007ffd1a53fec6 (__TEXT,__text) non-external _processEntry
00007ffd1a5029e7 (__TEXT,__text) non-external _processMagic
00007ffd1a5037c8 (__TEXT,__text) non-external _processPadding
00007ffd1a502af2 (__TEXT,__text) non-external _processPrologue
00007ffd1a503a85 (__TEXT,__text) non-external _processSegment
00007ffd1a548ff2 (__TEXT,__text) non-external _processSegment
00007ffd1a557468 (__TEXT,__text) non-external _processSegment
00007ffd1a51e89f (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd1a578861 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd1a5787ec (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd1a503bca (__TEXT,__text) non-external _pushPaddingRange
