                 (undefined) external _APP_SANDBOX_READ (from libSystem)
                 (undefined) external _NSTemporaryDirectory (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLComponents (from Foundation)
0000000219404028 (__DATA,__data) external _PXR_WORK_THREAD_LIMIT
000000020b22c480 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrBarnLightFilterD0Ev
000000020b22c47c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrBarnLightFilterD1Ev
000000020b22c478 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrBarnLightFilterD2Ev
000000020b238430 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilter14_IsTypedSchemaEv
000000020b2383ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilter16_GetStaticTfTypeEv
000000020b239534 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilter23GetSchemaAttributeNamesEb
000000020b237f74 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilter3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b238148 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilter6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b237f4c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilterD0Ev
000000020b237f48 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilterD1Ev
000000020b237f44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdRiPxrRampLightFilterD2Ev
000000020b2945ec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelNormalizeWeightsENS_6TfSpanIfEEi
000000020b2949c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelNormalizeWeightsEPNS_7VtArrayIfEEi
000000020b2951f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelResizeInfluencesEPNS_7VtArrayIfEEii
000000020b294fa4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelResizeInfluencesEPNS_7VtArrayIiEEii
000000020b297450 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelSkinTransformLBSERKNS_10GfMatrix4dENS_6TfSpanIS1_EENS3_IKNS_7GfVec2fEEEPS0_
000000020b296c1c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelSkinTransformLBSERKNS_10GfMatrix4dENS_6TfSpanIS1_EENS3_IKiEENS3_IKfEEPS0_
000000020b297c08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelSkinTransformLBSERKNS_10GfMatrix4dEPS1_mPKiPKfmPS0_
000000020b29784c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelSkinTransformLBSERKNS_10GfMatrix4fENS_6TfSpanIS1_EENS3_IKNS_7GfVec2fEEEPS0_
000000020b297058 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdSkelSkinTransformLBSERKNS_10GfMatrix4fENS_6TfSpanIS1_EENS3_IKiEENS3_IKfEEPS0_
00000002196516e8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdUsdaFileFormatTokensE
00000002196516f0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdUsdcFileFormatTokensE
00000002196516f8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23UsdUsdzFileFormatTokensE
000000020afae840 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23Usd_UntypedInterpolator11InterpolateERKNS_8TfRefPtrINS_8SdfLayerEEERKNS_7SdfPathEddd
000000020afb0c14 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23Usd_UntypedInterpolator11InterpolateERKNSt3__110shared_ptrINS_11Usd_ClipSetEEERKNS_7SdfPathEddd
000000020ac93300 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23WorkGetConcurrencyLimitEv
000000020ac9324c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23WorkSetConcurrencyLimitEj
000000020b2a71c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__23constructPatternFiltersERKNSt3__16vectorINS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEENS5_IS7_EEEE
00000002196517a0 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24AaplUsdInteractiveTokensE
000000020b2d6bb8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24AaplUsdPhysicsTokensTypeC1Ev
000000020b2d6754 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24AaplUsdPhysicsTokensTypeC2Ev
000000020acd70c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24ArDefaultResolverContextC1ERKNSt3__16vectorINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS6_IS8_EEEE
000000020acd6f24 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24ArDefaultResolverContextC2ERKNSt3__16vectorINS1_12basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEENS6_IS8_EEEE
000000020abf1ff0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24ArchEnableSessionLoggingEv
000000020abf2100 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24ArchGetFatalStackLoggingEv
000000020abf6d3c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24ArchReserveVirtualMemoryEm
000000020abf20f4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24ArchSetFatalStackLoggingEb
000000020ac4dd28 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKNS_7GfVec3dE
000000020ac4dcac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKNS_7GfVec3fE
000000020ac4dd98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKNS_7GfVec3hE
000000020ac4de24 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKNS_7GfVec4dE
000000020ac4dda4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKNS_7GfVec4fE
000000020ac4de98 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKNS_7GfVec4hE
000000020ac4dea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKf
000000020ac4ded0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertDisplayToLinearERKh
000000020ac4dac0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKNS_7GfVec3dE
000000020ac4da44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKNS_7GfVec3fE
000000020ac4db30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKNS_7GfVec3hE
000000020ac4dbbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKNS_7GfVec4dE
000000020ac4db3c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKNS_7GfVec4fE
000000020ac4dc30 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKNS_7GfVec4hE
000000020ac4dc3c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKf
000000020ac4dc68 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24GfConvertLinearToDisplayERKh
0000000219406d28 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HD_ENABLE_REFINED_CURVESE
00000002196518c8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdMaterialTerminalTokensE
000000020b3f70fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistry11GetInstanceEv
000000020b3f72d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistry17GetRendererPluginERKNS_7TfTokenE
000000020b3f7194 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistry18GetDefaultPluginIdEv
000000020b3f7304 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistry20CreateRenderDelegateERKNS_7TfTokenERKNS_9TfHashMapIS1_NS_7VtValueENS1_11HashFunctorENSt3__18equal_toIS1_EENS7_9allocatorINS7_4pairIS2_S5_EEEEEE
000000020b3f72dc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistry25GetOrCreateRendererPluginERKNS_7TfTokenE
000000020b3f70a4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistryC1Ev
000000020b3f7114 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistryC2Ev
000000020b3f716c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistryD0Ev
000000020b3f70f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistryD1Ev
000000020b3f7168 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdRendererPluginRegistryD2Ev
000000020b407b90 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdTokens_StaticTokenTypeC1Ev
000000020b4053b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdTokens_StaticTokenTypeC2Ev
000000020b4053b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdTokens_StaticTokenTypeD1Ev
000000020b405000 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24HdTokens_StaticTokenTypeD2Ev
000000020b428540 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Hd_AdjacencyBufferSource7ResolveEv
000000020b4284fc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Hd_AdjacencyBufferSourceC1EPKNS_18Hd_VertexAdjacencyERKNSt3__110shared_ptrINS_14HdBufferSourceEEE
000000020b4284b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Hd_AdjacencyBufferSourceC2EPKNS_18Hd_VertexAdjacencyERKNSt3__110shared_ptrINS_14HdBufferSourceEEE
000000020ae9e1c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpComposeSiteChildNamesERKNSt3__16vectorINS_8TfRefPtrINS_8SdfLayerEEENS0_9allocatorIS4_EEEERKNS_7SdfPathERKNS_7TfTokenEPNS1_ISD_NS5_ISD_EEEEPNS_14TfDenseHashSetISD_NSD_11HashFunctorENS0_8equal_toISD_EELj128EEEPSE_
000000020ae9c158 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpComposeSitePermissionERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathE
000000020ae9ba08 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpComposeSiteReferencesERKNS_8TfRefPtrINS_13PcpLayerStackEEERKNS_7SdfPathEPNSt3__16vectorINS_12SdfReferenceENS8_9allocatorISA_EEEEPNS9_INS_16PcpSourceArcInfoENSB_ISF_EEEE
000000020aebc984 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpComputeNamespaceEditsEPKNS_8PcpCacheERKNSt3__16vectorIPS0_NS3_9allocatorIS5_EEEERKNS_7SdfPathESD_RKNS_9TfWeakPtrINS_8SdfLayerEEE
000000020aea47b8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorCapacityExceeded3NewENS_12PcpErrorTypeE
000000020aea486c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorCapacityExceededC1ENS_12PcpErrorTypeE
000000020aea48e0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorCapacityExceededC2ENS_12PcpErrorTypeE
000000020aea495c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorCapacityExceededD0Ev
000000020aea4958 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorCapacityExceededD1Ev
000000020aea4954 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorCapacityExceededD2Ev
000000020aea5be0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorInvalidAssetPath3NewEv
000000020aea5c64 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorInvalidAssetPathC1Ev
000000020aea5ca4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorInvalidAssetPathC2Ev
000000020aea5cec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorInvalidAssetPathD0Ev
000000020aea5ce8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorInvalidAssetPathD1Ev
000000020aea5ce4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24PcpErrorInvalidAssetPathD2Ev
000000020ae82824 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Pcp_PrintCacheStatisticsEPKNS_8PcpCacheERNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEE
000000020ae00c7c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24SdfGetPayloadEditorProxyERKNS_9SdfHandleINS_7SdfSpecEEERKNS_7TfTokenE
000000020adf74f8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24SdfJustCreatePrimInLayerERKNS_9TfWeakPtrINS_8SdfLayerEEERKNS_7SdfPathE
000000020ade15d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24SdfPathFindLongestPrefixERKNSt3__13setINS_7SdfPathENS0_4lessIS2_EENS0_9allocatorIS2_EEEERKS2_
000000020aceb534 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Sdf_CanonicalizeRealPathERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE
000000020ade7b88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Sdf_PrimPropertyPathNodeD1Ev
000000020ade7868 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Sdf_PrimPropertyPathNodeD2Ev
000000020ac1e02c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24TfReportActiveErrorMarksEv
000000020ac20748 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24TfWalkIgnoreErrorHandlerERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEES8_
000000020ac084d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Tf_CreateSiblingTempFileENSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEPS6_S7_S7_
000000020ac85b4c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24TraceCollectionAvailableD0Ev
000000020ac85b48 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24TraceCollectionAvailableD1Ev
000000020ac85aec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24TraceCollectionAvailableD2Ev
0000000219406a10 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24USD_ABC_EXPAND_INSTANCESE
0000000219406a50 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24USD_ABC_PARENT_INSTANCESE
0000000219406580 (__DATA,__data) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24USD_RI_WRITE_BXDF_OUTPUTE
000000020b2ee88c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader11TimeSamples4SwapERS1_
000000020b2ee608 (__TEXT,__text) weak external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader11TimeSamples7BracketINSt3__13setIdNS3_4lessIdEENS3_9allocatorIdEEEEEEbRKT_dPdSD_
000000020b2ee888 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader11TimeSamplesC1ERKNSt3__16vectorIdNS2_9allocatorIdEEEE
000000020b2ee878 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader11TimeSamplesC1Ev
000000020b2ee884 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader11TimeSamplesC2ERKNSt3__16vectorIdNS2_9allocatorIdEEEE
000000020b2ee86c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader11TimeSamplesC2Ev
000000020b2effb0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEERKNS1_3mapIS7_S7_NS1_4lessIS7_EENS5_INS1_4pairIS8_S7_EEEEEE
000000020b2effa4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader5CloseEv
000000020b2f1dbc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReader7SetFlagERKNS_7TfTokenEb
000000020b2eff38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReaderC1Ev
000000020b2eea78 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReaderC2Ev
000000020b2effac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReaderD1Ev
000000020b2eff3c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataReaderD2Ev
000000020b352264 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriter4OpenERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES9_
000000020b352130 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriter5CloseEv
000000020b35288c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriter5WriteERKNS_9TfWeakPtrIKNS_15SdfAbstractDataEEE
000000020b3553ec (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriter7SetFlagERKNS_7TfTokenEb
000000020b352068 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriterC1Ev
000000020b351fb4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriterC2Ev
000000020b352260 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriterD1Ev
000000020b35206c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdAbc_AlembicDataWriterD2Ev
000000020b18ea88 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdGeomGetFallbackUpAxisEv
00000002196516b8 (__DATA,__common) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdModelAPIAssetInfoKeysE
000000020b2d8ad4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroup14_IsTypedSchemaEv
000000020b2d8a50 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroup16_GetStaticTfTypeEv
000000020b2d8d20 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroup23GetSchemaAttributeNamesEb
000000020b2d85f0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroup3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2d87d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroup6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2d85c8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroupD0Ev
000000020b2d85c4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroupD1Ev
000000020b2d85c0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsCollisionGroupD2Ev
000000020b2e5a38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJoint14_IsTypedSchemaEv
000000020b2e59b4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJoint16_GetStaticTfTypeEv
000000020b2e5f5c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJoint23GetSchemaAttributeNamesEb
000000020b2e5554 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJoint3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2e573c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJoint6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2e552c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJointD0Ev
000000020b2e5528 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJointD1Ev
000000020b2e5524 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsPrismaticJointD2Ev
000000020b2e9ebc (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJoint14_IsTypedSchemaEv
000000020b2e9e38 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJoint16_GetStaticTfTypeEv
000000020b2ea3e0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJoint23GetSchemaAttributeNamesEb
000000020b2e99d8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJoint3GetERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2e9bc0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJoint6DefineERKNS_9TfWeakPtrINS_8UsdStageEEERKNS_7SdfPathE
000000020b2e99b0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJointD0Ev
000000020b2e99ac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJointD1Ev
000000020b2e99a8 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdPhysicsSphericalJointD2Ev
000000020b2a3540 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdUtilsAuthorCollectionERKNS_7TfTokenERKNS_7UsdPrimERKNSt3__16vectorINS_7SdfPathENS6_9allocatorIS8_EEEESD_
000000020b2aaea4 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24UsdUtilsModifyAssetPathsERKNS_9TfWeakPtrINS_8SdfLayerEEERKNSt3__18functionIFNS5_12basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEERKSC_EEE
000000020aef7e44 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_GenerateClipManifestERKNSt3__16vectorINS0_10shared_ptrINS_8Usd_ClipEEENS0_9allocatorIS4_EEEERKNS_7SdfPathERKNS0_12basic_stringIcNS0_11char_traitsIcEENS5_IcEEEEb
000000020aef815c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_GenerateClipManifestERKNSt3__16vectorINS_9TfWeakPtrINS_8SdfLayerEEENS0_9allocatorIS4_EEEERKNS_7SdfPathERKNS0_12basic_stringIcNS0_11char_traitsIcEENS5_IcEEEEPKNS1_IdNS5_IdEEEE
000000020afad314 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_IntegerCompression6416CompressToBufferEPKxmPc
000000020afad6e0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_IntegerCompression6416CompressToBufferEPKymPc
000000020afadaac (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_IntegerCompression6420DecompressFromBufferEPKcmPxmPc
000000020afadf60 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_IntegerCompression6420DecompressFromBufferEPKcmPymPc
000000020afad28c (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_IntegerCompression6423GetCompressedBufferSizeEm
000000020afad2d0 (__TEXT,__text) external __ZN38pxrInternal_v0_21__aapl__pxrReserved__24Usd_IntegerCompression6432GetDecompressionWorkingSpaceSizeEm
