0000000187b1a890 (__TEXT,__const) non-external _A1_Table
00000001d9356658 (__DATA,__data) external _kvImage_ARGBToYpCbCrMatrix_ITU_R_709_2
00000001d9356648 (__DATA,__data) non-external (was a private external) _kvImage_YpCbCrToARGBMatrix_ITU_R_2020_NCL_0
00000001d9356638 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_601_4
00000001d9356640 (__DATA,__data) external _kvImage_YpCbCrToARGBMatrix_ITU_R_709_2
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
000000018790daf0 (__TEXT,__text) non-external (was a private external) _linearSystemSolve
                 (undefined) external _log1pf (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _munmap (from libSystem)
00000001879ad43c (__TEXT,__text) non-external _piecewiseGamma_pixelBlock
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _powf (from libSystem)
00000001877f07fc (__TEXT,__text) non-external _premultiply_argb16
00000001877f0844 (__TEXT,__text) non-external _premultiply_rgba16
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_get_stackaddr_np (from libSystem)
                 (undefined) external _pthread_get_stacksize_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _putchar (from libSystem)
                 (undefined) external _puts (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _reallocf (from libSystem)
0000000187a94810 (__TEXT,__const) non-external (was a private external) _rgba_Ndot16_table
00000001877fb6b4 (__TEXT,__text) non-external (was a private external) _s32BitPixelToFloatPixel
00000001877f30a4 (__TEXT,__text) non-external (was a private external) _sARGB1555toARGB8888
00000001877bfd1c (__TEXT,__text) non-external (was a private external) _sBoxConvolve16F
000000018781011c (__TEXT,__text) non-external (was a private external) _sBoxConvolve_ARGB8888
000000018780f944 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_Planar8
0000000187812db4 (__TEXT,__text) non-external (was a private external) _sBoxConvolve_PlanarF
00000001877f9d78 (__TEXT,__text) non-external (was a private external) _sByteSwap_Planar16U
00000001877f2fc8 (__TEXT,__text) non-external (was a private external) _sClip_PlanarF
00000001877fb5e0 (__TEXT,__text) non-external (was a private external) _sClip_Planar_Float
00000001877f2fc4 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U
0000000187800010 (__TEXT,__text) non-external (was a private external) _sConvert_16Q12to16U_preCV
00000001877f2fd4 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF
00000001877fd844 (__TEXT,__text) non-external (was a private external) _sConvert_16SToF_preCV
00000001877f2fdc (__TEXT,__text) non-external (was a private external) _sConvert_16UToF
00000001877fdc58 (__TEXT,__text) non-external (was a private external) _sConvert_16UToF_preCV
00000001877f5280 (__TEXT,__text) non-external (was a private external) _sConvert_16UToPlanar8_preCV
00000001877f2fc0 (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12
00000001877ffe68 (__TEXT,__text) non-external (was a private external) _sConvert_16Uto16Q12_preCV
00000001877f2fb8 (__TEXT,__text) non-external (was a private external) _sConvert_16UtoPlanar8
00000001879201fc (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToARGB16F
000000018791d4bc (__TEXT,__text) non-external (was a private external) _sConvert_420Yp10_CbCr10ToXRGB2101010W
000000018791595c (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_Cb8_Cr8ToARGB8888
00000001879163e8 (__TEXT,__text) non-external (was a private external) _sConvert_420Yp8_CbCr8ToARGB8888
0000000187921b0c (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToARGB16F
000000018791e4f4 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp10ToXRGB2101010W
0000000187917a70 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB16U
00000001879174d8 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp16ToARGB8888
000000018790faa8 (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8ToARGB8888
0000000187910f4c (__TEXT,__text) non-external (was a private external) _sConvert_422CbYpCrYp8_AA8ToARGB8888
000000018791b1a0 (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB16Q12
0000000187918e44 (__TEXT,__text) non-external (was a private external) _sConvert_422CrYpCbYpCbYpCbYpCrYpCrYp10ToARGB8888
000000018791f6d8 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToARGB16F
000000018791c9c0 (__TEXT,__text) non-external (was a private external) _sConvert_422Yp10_CbCr10ToXRGB2101010W
000000018790ef14 (__TEXT,__text) non-external (was a private external) _sConvert_422YpCbYpCr8ToARGB8888
0000000187917228 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB16U
0000000187916f28 (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr16ToARGB8888
00000001879118fc (__TEXT,__text) non-external (was a private external) _sConvert_444AYpCbCr8ToARGB8888
00000001879142e8 (__TEXT,__text) non-external (was a private external) _sConvert_444CbYpCrA8ToARGB8888
000000018791898c (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb10ToARGB16Q12
0000000187918054 (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb10ToARGB8888
0000000187912f98 (__TEXT,__text) non-external (was a private external) _sConvert_444CrYpCb8ToARGB8888
000000018791efac (__TEXT,__text) non-external (was a private external) _sConvert_444Yp10_CbCr10ToARGB16F
000000018791c23c (__TEXT,__text) non-external (was a private external) _sConvert_444Yp10_CbCr10ToXRGB2101010W
0000000187921380 (__TEXT,__text) non-external (was a private external) _sConvert_444YpCbCr10ToARGB16F
000000018791de70 (__TEXT,__text) non-external (was a private external) _sConvert_444YpCbCr10ToXRGB2101010W
00000001877f42e4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB1555toRGB565
0000000187920ac0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo420Yp10_CbCr10
000000018792203c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo422CbYpCrYp10
000000018791fc30 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo422Yp10_CbCr10
000000018791f38c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo444Yp10_CbCr10
0000000187921710 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16FTo444YpCbCr10
000000018791ba8c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10
0000000187918aec (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16Q12To444CrYpCb10
0000000187917d8c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UTo422CbYpCrYp16
0000000187917378 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UTo444AYpCbCr16
00000001877f8ef0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UToARGB8888
00000001877fd364 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UtoARGB8888_dithered
00000001877f8c20 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UtoPlanar16U
00000001877f8ac0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB16UtoRGB16U
000000018780046c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB2101010ToRGB16U
0000000187800290 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB2101010ToRGB888
00000001878008b4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB2101010ToRGBFFF
0000000187915f38 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To420Yp8_Cb8_Cr8
0000000187916a10 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To420Yp8_CbCr8
00000001879177a4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp16
000000018790fe00 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp8
00000001879112c8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CbYpCrYp8_AA8
0000000187919c24 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10
000000018790f264 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To422YpCbYpCr8
00000001879170b0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444AYpCbCr16
0000000187911ab0 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444AYpCbCr8
000000018791449c (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CbYpCrA8
00000001879182b8 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CrYpCb10
0000000187913148 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888To444CrYpCb8
00000001877f91c4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888ToARGB16U
00000001877f98a4 (__TEXT,__text) non-external (was a private external) _sConvert_ARGB8888ToRGB16U
00000001877fc99c (__TEXT,__text) non-external (was a private external) _sConvert_ARGBFFFFtoARGB8888_dithered
00000001877f8ba8 (__TEXT,__text) non-external (was a private external) _sConvert_BGRA16UtoRGB16U
00000001877ff4f8 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorLookup
00000001877ff610 (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorLookupForOrderedDithering
00000001877fee3c (__TEXT,__text) non-external (was a private external) _sConvert_BuildIndexedColorTable
00000001877f2fd8 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16S
00000001877fda34 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16S_preCV
00000001877f2fe0 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16U
00000001877fde40 (__TEXT,__text) non-external (was a private external) _sConvert_FTo16U_preCV
00000001877fe0fc (__TEXT,__text) non-external (was a private external) _sConvert_Indexed1toPlanar8
00000001877fe1a4 (__TEXT,__text) non-external (was a private external) _sConvert_Indexed1toPlanar8_ExpandTable
00000001877f2fec (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanar8
00000001877f5bdc (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanar8_preCV
00000001877f2ff4 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanarF
00000001877f582c (__TEXT,__text) non-external (was a private external) _sConvert_Planar16FtoPlanarF_preCV
000000018779d2d4 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16UtoARGB16U
00000001877fcd24 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16UtoPlanar8_dithered
00000001877f8cd4 (__TEXT,__text) non-external (was a private external) _sConvert_Planar16UtoRGB16U
00000001877fe050 (__TEXT,__text) non-external (was a private external) _sConvert_Planar1toPlanar8
0000000187b166c0 (__TEXT,__const) non-external _sConvert_Planar1toPlanar8.table
00000001877f5544 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8To16U_preCV
00000001877f2fbc (__TEXT,__text) non-external (was a private external) _sConvert_Planar8to16U
00000001877ffcbc (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherAtkinson
00000001877ffb40 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherFloydSteinberg
00000001877ff8e0 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherNone
00000001877ff99c (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toIndexed_DitherOrdered
00000001877f2fe4 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar16F
00000001877f5afc (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar16F_preCV
00000001877fe4c4 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar1_DitherAtkinson
00000001877fe374 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar1_DitherFloydSteinberg
00000001877fe220 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar1_DitherOrdered
00000001877fe8ec (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar2_DitherAtkinson
00000001877fe790 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar2_DitherFloydSteinberg
00000001877fe638 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar2_DitherOrdered
00000001877fecec (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar4_DitherAtkinson
00000001877febb8 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar4_DitherFloydSteinberg
00000001877fea70 (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanar4_DitherOrdered
00000001877f2fcc (__TEXT,__text) non-external (was a private external) _sConvert_Planar8toPlanarF
00000001877f2ff8 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar16F
00000001877f58f4 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar16F_preCV
00000001877f2fd0 (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar8
00000001877fc03c (__TEXT,__text) non-external (was a private external) _sConvert_PlanarFtoPlanar8_dithered
0000000187800544 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UToARGB2101010
00000001877f9724 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UToARGB8888
00000001877f762c (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoARGB16U
00000001877f83dc (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoBGRA16U
00000001877fcf2c (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoRGB888_dithered
00000001877f7d00 (__TEXT,__text) non-external (was a private external) _sConvert_RGB16UtoRGBA16U
00000001877f4658 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toARGB1555
00000001877f3bc0 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toBGRA8888
00000001877f3d50 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toRGB888
00000001877f4c1c (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toRGBA5551
00000001877f3a24 (__TEXT,__text) non-external (was a private external) _sConvert_RGB565toRGBA8888
0000000187800368 (__TEXT,__text) non-external (was a private external) _sConvert_RGB888ToARGB2101010
00000001877f8b34 (__TEXT,__text) non-external (was a private external) _sConvert_RGBA16UtoRGB16U
00000001877f3f90 (__TEXT,__text) non-external (was a private external) _sConvert_RGBA5551toRGB565
0000000187800b28 (__TEXT,__text) non-external (was a private external) _sConvert_RGBFFFToARGB2101010
00000001877fc17c (__TEXT,__text) non-external (was a private external) _sConvert_RGBFFFtoRGB888_dithered
000000018791d910 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo420Yp10_CbCr10
000000018791e784 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo422CbYpCrYp10
000000018791cc6c (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo422Yp10_CbCr10
000000018791c384 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo444Yp10_CbCr10
000000018791df94 (__TEXT,__text) non-external (was a private external) _sConvert_XRGB2101010WTo444YpCbCr10
00000001878d3fac (__TEXT,__text) non-external (was a private external) _sConvolve16F
00000001877bd900 (__TEXT,__text) non-external (was a private external) _sConvolve16U
0000000187813514 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Box_ARGB8888
0000000187813214 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Box_Planar8
0000000187814940 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Box_PlanarF
000000018780eaac (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Float
000000018780e12c (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Integer
000000018781402c (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Tent_ARGB8888
0000000187813cd0 (__TEXT,__text) non-external (was a private external) _sConvolveEdges_Tent_Planar8
000000018780ab6c (__TEXT,__text) non-external (was a private external) _sConvolve_ARGB8888
000000018780c1ac (__TEXT,__text) non-external (was a private external) _sConvolve_ARGB8888_MultiKernel
000000018780b9e0 (__TEXT,__text) non-external (was a private external) _sConvolve_ARGBFFFF
000000018780ce6c (__TEXT,__text) non-external (was a private external) _sConvolve_ARGBFFFF_MultiKernel
000000018780a2dc (__TEXT,__text) non-external (was a private external) _sConvolve_Planar8
000000018780a8c8 (__TEXT,__text) non-external (was a private external) _sConvolve_PlanarF
00000001879231e4 (__TEXT,__text) non-external (was a private external) _sExtract_444YpCbCrA10To420Yp10P32_CbCr10P32
0000000187922b8c (__TEXT,__text) non-external (was a private external) _sExtract_444YpCbCrA10To420Yp10_CbCr10
0000000187922590 (__TEXT,__text) non-external (was a private external) _sExtract_444YpCbCrA8To420Yp8_CbCr8
00000001877f51e0 (__TEXT,__text) non-external (was a private external) _sFillBy16
00000001877f60fc (__TEXT,__text) non-external (was a private external) _sFlattenARGB8888ToRGB888
00000001877f6718 (__TEXT,__text) non-external (was a private external) _sFlattenARGBFFFFToRGBFFF
00000001877f6518 (__TEXT,__text) non-external (was a private external) _sFlattenBGRA8888ToRGB888
00000001877f6db8 (__TEXT,__text) non-external (was a private external) _sFlattenBGRAFFFFToRGBFFF
00000001877f6304 (__TEXT,__text) non-external (was a private external) _sFlattenRGBA8888ToRGB888
00000001877f6b30 (__TEXT,__text) non-external (was a private external) _sFlattenRGBAFFFFToRGBFFF
00000001877fa59c (__TEXT,__text) non-external (was a private external) _sFlatten_ARGB16Q12
00000001877fa164 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGB16U
00000001877f9f58 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGB8888
00000001877fb050 (__TEXT,__text) non-external (was a private external) _sFlatten_ARGBFFFF
00000001877faafc (__TEXT,__text) non-external (was a private external) _sFlatten_RGBA16Q12
00000001877fa380 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBA16U
000000018779b408 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBA8888
00000001877fb308 (__TEXT,__text) non-external (was a private external) _sFlatten_RGBAFFFF
00000001877fbb88 (__TEXT,__text) non-external (was a private external) _sFloatPixelTo32BitPixel
0000000187882ba4 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_ARGB16U
00000001878824d8 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_ARGB8888
0000000187881e14 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_Planar16U
0000000187881750 (__TEXT,__text) non-external (was a private external) _sFloodFillConn4_Planar8
0000000187882f10 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_ARGB16U
0000000187882844 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_ARGB8888
000000018788217c (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_Planar16U
0000000187881ab8 (__TEXT,__text) non-external (was a private external) _sFloodFillConn8_Planar8
00000001878c048c (__TEXT,__text) non-external (was a private external) _sFullPrecisionGamma_PlanarF
00000001878c0ec4 (__TEXT,__text) non-external (was a private external) _sGamma_PlanarFtoPlanar8
0000000187895468 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_ARGB16F
0000000187893e90 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_CbCr16F
0000000187894a28 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_CbCrF
0000000187891f9c (__TEXT,__text) non-external (was a private external) _sHorizontalShear_Planar16F
0000000187892e00 (__TEXT,__text) non-external (was a private external) _sHorizontalShear_Planar16F_fp16
0000000187905888 (__TEXT,__text) non-external (was a private external) _sHorizontal_Shear_CbCr16S
00000001878a39a4 (__TEXT,__text) non-external (was a private external) _sLinearTransform_16Q12to8
00000001878a05f8 (__TEXT,__text) non-external (was a private external) _sLinearTransform_16Uto8
00000001878a2fd0 (__TEXT,__text) non-external (was a private external) _sLinearTransform_16UtoF
000000018789de5c (__TEXT,__text) non-external (was a private external) _sLinearTransform_8to16Q12
00000001878a1fe4 (__TEXT,__text) non-external (was a private external) _sLinearTransform_8to16U
000000018789ef1c (__TEXT,__text) non-external (was a private external) _sLinearTransform_8toF
00000001878a594c (__TEXT,__text) non-external (was a private external) _sLinearTransform_Fto16U
00000001878a5390 (__TEXT,__text) non-external (was a private external) _sLinearTransform_Fto8
00000001878c4004 (__TEXT,__text) non-external (was a private external) _sLookupTable_Planar8toPlanar128
00000001878c3e5c (__TEXT,__text) non-external (was a private external) _sLookupTable_Planar8toPlanar24
00000001878c3ef8 (__TEXT,__text) non-external (was a private external) _sLookupTable_Planar8toPlanar48
00000001878c3f94 (__TEXT,__text) non-external (was a private external) _sLookupTable_Planar8toPlanar96
00000001877836e4 (__TEXT,__text) non-external (was a private external) _sMultidimensionalTable_Create
000000018790ea04 (__TEXT,__text) non-external (was a private external) _sPerspectiveWarp_Planar16F
000000018790e49c (__TEXT,__text) non-external (was a private external) _sPerspectiveWarp_Planar16U
000000018790e818 (__TEXT,__text) non-external _sPerspectiveWarp_Planar16U_Nearest
000000018790df84 (__TEXT,__text) non-external (was a private external) _sPerspectiveWarp_Planar8
00000001878c21ec (__TEXT,__text) non-external (was a private external) _sPiecewiseGamma_Planar16Q12
00000001878c209c (__TEXT,__text) non-external (was a private external) _sPiecewiseGamma_Planar16to8
00000001878c33a8 (__TEXT,__text) non-external (was a private external) _sPiecewisePolynomial_Planar8toPlanarF
00000001878c24b4 (__TEXT,__text) non-external (was a private external) _sPiecewisePolynomial_PlanarF
00000001878c34e4 (__TEXT,__text) non-external (was a private external) _sPiecewisePolynomial_PlanarFtoPlanar8
00000001878c4388 (__TEXT,__text) non-external (was a private external) _sPiecewiseRational_PlanarF
00000001877cd3ec (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendDarken_RGBA8888
00000001877cd06c (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendLighten_RGBA8888
00000001877ccbe0 (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendMultiply_RGBA8888
00000001877ccf2c (__TEXT,__text) non-external (was a private external) _sPremultipliedAlphaBlendScreen_RGBA8888
00000001877cd76c (__TEXT,__text) non-external (was a private external) _sPremultiplyData_RGBA16F
00000001877f34f8 (__TEXT,__text) non-external (was a private external) _sRGB565toARGB8888
00000001877f3308 (__TEXT,__text) non-external (was a private external) _sRGBA5551toRGBA8888
00000001878ae8f0 (__TEXT,__text) non-external (was a private external) _sRotate_90_ARGB_16U
00000001878ad248 (__TEXT,__text) non-external (was a private external) _sRotate_90_Planar_UInt16
00000001878ac440 (__TEXT,__text) non-external (was a private external) _sRotate_90_Planar_UInt8
000000018790cff8 (__TEXT,__text) non-external (was a private external) _sScale_Downsample2x
000000018790d328 (__TEXT,__text) non-external (was a private external) _sScale_Downsample2xCbCr
00000001877f7058 (__TEXT,__text) non-external (was a private external) _sSelectChannels_ARGB8888
00000001877f7344 (__TEXT,__text) non-external (was a private external) _sSelectChannels_ARGBFFFF
00000001877bc40c (__TEXT,__text) non-external (was a private external) _sSepConvolve16F
00000001877bccf4 (__TEXT,__text) non-external (was a private external) _sSepConvolve8
00000001877bf128 (__TEXT,__text) non-external (was a private external) _sSepConvolve8to16S
00000001877be2b8 (__TEXT,__text) non-external (was a private external) _sSepConvolve8to16U
00000001877bbb90 (__TEXT,__text) non-external (was a private external) _sSepConvolveF
00000001878c2338 (__TEXT,__text) non-external (was a private external) _sSymmetricPiecewiseGamma_Planar16Q12
00000001878c2da4 (__TEXT,__text) non-external (was a private external) _sSymmetricPiecewisePolynomial_PlanarF
00000001877fd4b8 (__TEXT,__text) non-external (was a private external) _sTableLookUp_ARGB_8888
00000001877fd7e8 (__TEXT,__text) non-external (was a private external) _sTableLookUp_Planar_UInt8
00000001878122dc (__TEXT,__text) non-external (was a private external) _sTentConvolve_ARGB8888
0000000187811d60 (__TEXT,__text) non-external (was a private external) _sTentConvolve_Planar8
000000018793bb98 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_Planar16Q12
000000018793b928 (__TEXT,__text) non-external (was a private external) _sTransformHLGLuminanceScaling_PlanarF
000000018793c0f8 (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_Planar16Q12
000000018793be9c (__TEXT,__text) non-external (was a private external) _sTransformHLGSceneReferredMapping_PlanarF
000000018793c6b4 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_Planar16Q12
000000018793c3f0 (__TEXT,__text) non-external (was a private external) _sTransformPQToneMapping_PlanarF
000000018793a7fc (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_Planar16Q12
000000018793a5fc (__TEXT,__text) non-external (was a private external) _sTransformTRCParametric_PlanarF
000000018793b3c4 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_Planar16Q12
000000018793b220 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_EOTF_PlanarF
000000018793b750 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_Planar16Q12
000000018793b5d8 (__TEXT,__text) non-external (was a private external) _sTransformTRC_HLG_OETF_PlanarF
000000018793aca4 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_Planar16Q12
000000018793aab8 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_EOTF_PlanarF
000000018793b07c (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_Planar16Q12
000000018793af40 (__TEXT,__text) non-external (was a private external) _sTransformTRC_PQ_OETF_PlanarF
00000001877cd8a8 (__TEXT,__text) non-external (was a private external) _sUnpremultiplyData_RGBA16F
000000018789a424 (__TEXT,__text) non-external (was a private external) _sVerticalShear_ARGB16F
0000000187897708 (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCr16F
0000000187898ebc (__TEXT,__text) non-external (was a private external) _sVerticalShear_CbCrF
0000000187896234 (__TEXT,__text) non-external (was a private external) _sVerticalShear_Planar16F
000000018790bbfc (__TEXT,__text) non-external (was a private external) _sVertical_Scale_XRGB2101010W
0000000187909f88 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16S
0000000187909290 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr16U
0000000187906dd8 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_CbCr8
000000018790349c (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_Float
00000001878fe560 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_SInt16
0000000187900d74 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_UInt16
00000001878fc0a0 (__TEXT,__text) non-external (was a private external) _sVertical_Shear_Planar_UInt8
000000018790ad0c (__TEXT,__text) non-external (was a private external) _sVertical_Shear_XRGB2101010W
0000000187b16640 (__TEXT,__const) non-external (was a private external) _selectMapTable16
0000000187b16600 (__TEXT,__const) non-external (was a private external) _selectMapTable8_new
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
0000000187b293e8 (__TEXT,__const) non-external _sobel1_D
0000000187b2940c (__TEXT,__const) non-external _sobel1_S
0000000187b293ee (__TEXT,__const) non-external _sobel3_D
0000000187b29412 (__TEXT,__const) non-external _sobel3_S
0000000187b293f4 (__TEXT,__const) non-external _sobel5_D
