00007ff9042701ed (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff9426fdf10 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPLog
00007ff9426fe0f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigration
00007ff9426fe230 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00007ff9426fe1e0 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00007ff9426fdd80 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00007ff9426fdc40 (__DATA,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00007ff9426f7ad8 (__DATA,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
00007ff904274310 (__TEXT,__const) external _SystemPolicyVersionNumber
00007ff9042742e0 (__TEXT,__const) external _SystemPolicyVersionString
00007ff9042686cd (__TEXT,__text) external _URLisDirectory
00007ff904270176 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00007ff904272f7a (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff9426fc668 (__DATA,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00007ff9042741c8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00007ff904273700 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00007ff9042741e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00007ff9042737e0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00007ff904273d18 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00007ff904274198 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
00007ff9042738c0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00007ff904273720 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00007ff904273528 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00007ff904273c50 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00007ff9042739c0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
00007ff904273378 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00007ff904273858 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00007ff904273d90 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00007ff904274058 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00007ff9426faca0 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00007ff9426f9c98 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00007ff9426fae60 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00007ff9426faa50 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00007ff9426fb7c8 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00007ff9426f9cc8 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00007ff9426fc330 (__DATA,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00007ff9042734c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00007ff904274208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00007ff904273650 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00007ff9042737f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00007ff9042741b0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
00007ff904273548 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00007ff904273e48 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00007ff904274258 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00007ff9042738e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00007ff904273b70 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00007ff904273738 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00007ff904273df8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00007ff904273988 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00007ff904273c68 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00007ff9042739d8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00007ff904273390 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00007ff904274148 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00007ff904274070 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00007ff9042735f0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00007ff904273470 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00007ff9426fa138 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00007ff9426fc780 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00007ff9426fa820 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00007ff9426fad00 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00007ff9426fa2c0 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00007ff9426fbc90 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00007ff9426fc940 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00007ff9426faec0 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00007ff9426fb6e0 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00007ff9426faab0 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00007ff9426fbb98 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00007ff9426fb108 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00007ff9426fb828 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00007ff9426fb528 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00007ff9426f9d28 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00007ff9426fc580 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00007ff9426fc390 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00007ff9426fa748 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00007ff9426f9f78 (__DATA,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00007ff9426fc7e8 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00007ff9426fa908 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00007ff9426fad48 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00007ff9426fa388 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00007ff9426fc0d8 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00007ff9426fc988 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00007ff9426fafc8 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00007ff9426fabb8 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00007ff9426fb950 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00007ff9426fb5b0 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00007ff9426f9e50 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00007ff9426fc5e8 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00007ff9426fc478 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00007ff9426fa080 (__DATA,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00007ff9426f9c70 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00007ff9426fa438 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00007ff9426fb670 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00007ff9426fb098 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00007ff9426fb198 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00007ff9426f9c10 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00007ff9426fa650 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00007ff9426fb690 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00007ff9426fb0b8 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00007ff9426fb410 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00007ff9426f9c48 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00007ff9426f9c90 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00007ff9426f9c58 (__DATA,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00007ff9426fac88 (__DATA,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00007ff9426fae48 (__DATA,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00007ff9426faa38 (__DATA,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00007ff9426fb7b0 (__DATA,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00007ff9426f9cb0 (__DATA,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00007ff9426fc318 (__DATA,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPProvenanceMetadata
00007ff9426fa1a0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_AKELData
00007ff9426fc6f0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_AMFI
00007ff9426fa9f0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapper
00007ff9426fc8b0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00007ff9426fc820 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00007ff9426fa960 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_BundleData
00007ff9426fad70 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_GKScanResult
00007ff9426fba78 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_MIS
00007ff9426fa3f0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00007ff9426fc2d0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00007ff9426fc9a0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00007ff9426fb050 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00007ff9426fb768 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00007ff9426fac40 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00007ff9426fa230 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00007ff9426fbc00 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00007ff9426fb150 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00007ff9426fb9e8 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00007ff9426fb628 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00007ff9426f9ee8 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00007ff9426fae00 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPLog
00007ff9426fbb08 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigration
00007ff9426fc620 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00007ff9426fc4f0 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceMetadata
00007ff9426fa790 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceTracking
00007ff9426fa0a8 (__DATA,__objc_const) non-external __OBJC_CLASS_RO_$_StagedBundleData
00007ff9426f9be8 (__DATA,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00007ff9426f9c00 (__DATA,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00007ff9426f9bf0 (__DATA,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00007ff9426f9bf8 (__DATA,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00007ff9426f9bd8 (__DATA,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00007ff9426f9be0 (__DATA,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00007ff9426fa0f0 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_AKELData
00007ff9426fc6a8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_AMFI
00007ff9426fa9a8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapper
00007ff9426fc868 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00007ff9426fc738 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00007ff9426fa7d8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_BundleData
00007ff9426facb8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_GKScanResult
00007ff9426fba30 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_MIS
00007ff9426fa278 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00007ff9426fbc48 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00007ff9426fc8f8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00007ff9426fae78 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00007ff9426fb698 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00007ff9426faa68 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00007ff9426fa1e8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00007ff9426fbb50 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00007ff9426fb0c0 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00007ff9426fb7e0 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00007ff9426fb4e0 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00007ff9426f9ce0 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00007ff9426fadb8 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPLog
00007ff9426fbac0 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigration
00007ff9426fc538 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00007ff9426fc348 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00007ff9426fa700 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00007ff9426f9f30 (__DATA,__objc_const) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00007ff9426fe460 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00007ff9426fe580 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00007ff9426fe4c0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00007ff9426fe520 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00007ff9426fe398 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00007ff9426fe3f8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00007ff9426fd5a8 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00007ff9426fd5c0 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00007ff9426fd5b0 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00007ff9426fd5b8 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff90426d9c9 (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00007ff90426d843 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00007ff904264dce (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00007ff904264d72 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00007ff904264d16 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00007ff904264e86 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00007ff904264e2a (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00007ff904269d3c (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00007ff90425e08f (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00007ff904264ede (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00007ff9042720dc (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00007ff90425e7cb (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00007ff90425d696 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00007ff90425da5f (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
00007ff904270a83 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00007ff904270b26 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00007ff9042663cc (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00007ff90426f490 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00007ff90426f5be (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00007ff90427091a (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00007ff90426761f (__TEXT,__text) non-external ___43-[SPExecutionPolicy legacyExecutionHistory]_block_invoke
00007ff9042663f8 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00007ff904267b0e (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00007ff90425f508 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00007ff904267684 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00007ff90425f400 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00007ff904265982 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00007ff90425f32e (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00007ff9042709a4 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00007ff904267762 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00007ff904266394 (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00007ff9042669d7 (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00007ff90426784a (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00007ff904267a26 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00007ff9042669ab (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00007ff904265a9a (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00007ff904265f37 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00007ff904266891 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00007ff904266a03 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00007ff90425f4d2 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00007ff9042709d8 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff9042660c3 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff90426694d (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff904262ec5 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff904266a2f (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff904269141 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff904265ffd (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff90426793a (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff904266740 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff904266a5b (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff9042664c0 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff904266807 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff9042694f5 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff904266586 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff9042662ca (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff9042691fd (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff9042696f8 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff9042661b2 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff90425d5a8 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff904266981 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff904264a6a (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff90426960c (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
