00000001e6faaca0 (__DATA,__data) external _NDR_record
0000000180407c34 (__TEXT,__text) external _mkdir
0000000180409c84 (__TEXT,__text) external _mkdirat
0000000180414b8c (__TEXT,__text) external _mkfifo
0000000180414bb8 (__TEXT,__text) external _mkfifoat
0000000180414be4 (__TEXT,__text) external _mknod
0000000180414c10 (__TEXT,__text) external _mknodat
000000018041008c (__TEXT,__text) external _mlock
0000000180414c3c (__TEXT,__text) external _mlockall
0000000180406e04 (__TEXT,__text) external _mmap
0000000180412820 (__TEXT,__text) external _mount
0000000180409fdc (__TEXT,__text) external _mprotect
0000000180414c68 (__TEXT,__text) external _mremap_encrypted
0000000180418e2c (__TEXT,__text) external _msg_receive
0000000180418e1c (__TEXT,__text) external _msg_rpc
0000000180418e24 (__TEXT,__text) external _msg_send
0000000180413910 (__TEXT,__text) external _msgctl
0000000180414c94 (__TEXT,__text) external _msgget
0000000180414cc0 (__TEXT,__text) external _msgrcv
000000018041393c (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180414cec (__TEXT,__text) external _msgsnd
0000000180413968 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180412ff0 (__TEXT,__text) external _msgsys
000000018040c738 (__TEXT,__text) external _msync
00000001804139c0 (__TEXT,__text) external _msync$NOCANCEL
00000001804100b8 (__TEXT,__text) external _munlock
0000000180414d18 (__TEXT,__text) external _munlockall
0000000180409b98 (__TEXT,__text) external _munmap
000000018040a3bc (__TEXT,__text) external _necp_client_action
0000000180411324 (__TEXT,__text) external _necp_match_policy
000000018040a364 (__TEXT,__text) external _necp_open
0000000180414d44 (__TEXT,__text) external _necp_session_action
0000000180414d70 (__TEXT,__text) external _necp_session_open
0000000180414d9c (__TEXT,__text) external _net_qos_guideline
0000000180414dc8 (__TEXT,__text) external _netagent_trigger
000000018042fb28 (__TEXT,__text) external _netname_check_in
000000018042ff28 (__TEXT,__text) external _netname_check_out
000000018042fcd0 (__TEXT,__text) external _netname_look_up
00000001804300cc (__TEXT,__text) external _netname_version
000000018041a84c (__TEXT,__text) external _nfsclnt
0000000180414df4 (__TEXT,__text) external _nfssvc
00000001e6faac90 (__DATA,__data) external _non_boost_assertion_token
00000001e6faac88 (__DATA,__data) external _normal_boost_assertion_token
0000000180414e20 (__TEXT,__text) external _ntp_adjtime
0000000180414e4c (__TEXT,__text) external _ntp_gettime
0000000180414e78 (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180411da8 (__TEXT,__text) external _open
000000018041a8d4 (__TEXT,__text) external _open$NOCANCEL
000000018040bb8c (__TEXT,__text) external _open_dprotected_np
0000000180421e14 (__TEXT,__text) external _openat
000000018041a99c (__TEXT,__text) external _openat$NOCANCEL
000000018042268c (__TEXT,__text) external _openat_authenticated_np
000000018042262c (__TEXT,__text) external _openat_dprotected_np
0000000180414ea4 (__TEXT,__text) external _openbyid_np
0000000180417e9c (__TEXT,__text) external _os_buflet_get_data_address
0000000180417e6c (__TEXT,__text) external _os_buflet_get_data_length
0000000180417ea4 (__TEXT,__text) external _os_buflet_get_data_limit
0000000180417e64 (__TEXT,__text) external _os_buflet_get_data_offset
0000000180417e8c (__TEXT,__text) external _os_buflet_get_object_address
0000000180417e94 (__TEXT,__text) external _os_buflet_get_object_limit
0000000180417e80 (__TEXT,__text) external _os_buflet_set_data_length
0000000180417e74 (__TEXT,__text) external _os_buflet_set_data_offset
000000018041d708 (__TEXT,__text) external _os_channel_advance_slot
000000018041e36c (__TEXT,__text) external _os_channel_attr_clone
000000018041e2d8 (__TEXT,__text) external _os_channel_attr_create
000000018041e588 (__TEXT,__text) external _os_channel_attr_destroy
000000018041e7ec (__TEXT,__text) external _os_channel_attr_get
000000018041e9a0 (__TEXT,__text) external _os_channel_attr_get_key
000000018041e65c (__TEXT,__text) external _os_channel_attr_set
000000018041e400 (__TEXT,__text) external _os_channel_attr_set_key
000000018041d6b0 (__TEXT,__text) external _os_channel_available_slot_count
000000018042006c (__TEXT,__text) external _os_channel_buflet_alloc
000000018041f9a4 (__TEXT,__text) external _os_channel_buflet_free
0000000180420038 (__TEXT,__text) external _os_channel_configure_interface_advisory
000000018041d2f0 (__TEXT,__text) external _os_channel_create
000000018041c8f8 (__TEXT,__text) external _os_channel_create_extended
000000018041d478 (__TEXT,__text) external _os_channel_destroy
000000018041ffa0 (__TEXT,__text) external _os_channel_event_free
0000000180423344 (__TEXT,__text) external _os_channel_event_get_event_data
0000000180423290 (__TEXT,__text) external _os_channel_event_get_next_event
000000018041df1c (__TEXT,__text) external _os_channel_flow_admissible
000000018041e0f8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
000000018041def8 (__TEXT,__text) external _os_channel_get_advisory_region
000000018041d300 (__TEXT,__text) external _os_channel_get_fd
000000018041ffa4 (__TEXT,__text) external _os_channel_get_interface_advisory
000000018041fb4c (__TEXT,__text) external _os_channel_get_next_event_handle
000000018041d794 (__TEXT,__text) external _os_channel_get_next_slot
000000018041de74 (__TEXT,__text) external _os_channel_get_stats_region
000000018041d0c8 (__TEXT,__text) non-external _os_channel_info2attr
000000018041d1e0 (__TEXT,__text) non-external _os_channel_init_ring
000000018041d560 (__TEXT,__text) external _os_channel_is_defunct
000000018041eed4 (__TEXT,__text) external _os_channel_large_packet_alloc
000000018041ea18 (__TEXT,__text) external _os_channel_packet_alloc
000000018041ea20 (__TEXT,__text) non-external _os_channel_packet_alloc_common
000000018041eedc (__TEXT,__text) external _os_channel_packet_free
000000018041f3b4 (__TEXT,__text) external _os_channel_packet_pool_purge
000000018041d680 (__TEXT,__text) external _os_channel_pending
000000018041f6b8 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
000000018041d308 (__TEXT,__text) external _os_channel_read_attr
000000018041d428 (__TEXT,__text) external _os_channel_read_nexus_extension_info
000000018041d574 (__TEXT,__text) external _os_channel_ring_id
000000018041d6a4 (__TEXT,__text) external _os_channel_ring_notify_time
000000018041d698 (__TEXT,__text) external _os_channel_ring_sync_time
000000018041d624 (__TEXT,__text) external _os_channel_rx_ring
000000018041dbd0 (__TEXT,__text) external _os_channel_set_slot_properties
000000018041f07c (__TEXT,__text) external _os_channel_slot_attach_packet
000000018041f208 (__TEXT,__text) external _os_channel_slot_detach_packet
000000018041dd08 (__TEXT,__text) external _os_channel_slot_get_packet
000000018041d44c (__TEXT,__text) external _os_channel_sync
000000018041d5dc (__TEXT,__text) external _os_channel_tx_ring
000000018041d35c (__TEXT,__text) external _os_channel_write_attr
0000000180417e30 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180412d60 (__TEXT,__text) external _os_cpu_copy_in_cksum
0000000180422530 (__TEXT,__text) external _os_cpu_in_cksum
0000000180412ac0 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180414ed0 (__TEXT,__text) external _os_fault_with_payload
0000000180417e2c (__TEXT,__text) external _os_inet_checksum
0000000180420a8c (__TEXT,__text) external _os_nexus_attr_clone
00000001804209f8 (__TEXT,__text) external _os_nexus_attr_create
0000000180420e20 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180420cd4 (__TEXT,__text) external _os_nexus_attr_get
0000000180420ae8 (__TEXT,__text) external _os_nexus_attr_set
0000000180421548 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180421254 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180421274 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180420e6c (__TEXT,__text) external _os_nexus_controller_create
0000000180421248 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180421908 (__TEXT,__text) external _os_nexus_controller_destroy
0000000180421268 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180420f60 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180421730 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00000001804213ec (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180420f68 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180421698 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180421370 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000180421c90 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000180417cec (__TEXT,__text) external _os_packet_add_buflet
0000000180417294 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00000001804173d4 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000180417da0 (__TEXT,__text) external _os_packet_decrement_use_count
0000000180417b44 (__TEXT,__text) external _os_packet_finalize
0000000180417dc8 (__TEXT,__text) external _os_packet_get_aggregation_type
0000000180417a50 (__TEXT,__text) external _os_packet_get_buflet_count
0000000180417110 (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000180417a44 (__TEXT,__text) external _os_packet_get_data_length
00000001804174a8 (__TEXT,__text) external _os_packet_get_expire_time
000000018041753c (__TEXT,__text) external _os_packet_get_expiry_action
0000000180417324 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180417478 (__TEXT,__text) external _os_packet_get_group_end
0000000180417414 (__TEXT,__text) external _os_packet_get_group_start
0000000180416b70 (__TEXT,__text) external _os_packet_get_headroom
00000001804172d4 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000180417980 (__TEXT,__text) external _os_packet_get_keep_alive
0000000180416c6c (__TEXT,__text) external _os_packet_get_link_broadcast
0000000180416d8c (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000180416bf4 (__TEXT,__text) external _os_packet_get_link_header_length
0000000180416cfc (__TEXT,__text) external _os_packet_get_link_multicast
0000000180417a8c (__TEXT,__text) external _os_packet_get_next_buflet
000000018041773c (__TEXT,__text) external _os_packet_get_packetid
0000000180417b18 (__TEXT,__text) external _os_packet_get_segment_count
000000018041701c (__TEXT,__text) external _os_packet_get_service_class
00000001804175d8 (__TEXT,__text) external _os_packet_get_token
0000000180417eac (__TEXT,__text) external _os_packet_get_trace_id
000000018041718c (__TEXT,__text) external _os_packet_get_traffic_class
0000000180416ed8 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000180416e08 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000180416e70 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000001804179cc (__TEXT,__text) external _os_packet_get_truncated
00000001804178fc (__TEXT,__text) external _os_packet_get_vlan_id
0000000180417904 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180417894 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000180417970 (__TEXT,__text) external _os_packet_get_wake_flag
0000000180417d74 (__TEXT,__text) external _os_packet_increment_use_count
000000018041790c (__TEXT,__text) external _os_packet_set_app_metadata
00000001804170e0 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000001804174f8 (__TEXT,__text) external _os_packet_set_expire_time
000000018041758c (__TEXT,__text) external _os_packet_set_expiry_action
000000018041737c (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180417444 (__TEXT,__text) external _os_packet_set_group_end
00000001804173e0 (__TEXT,__text) external _os_packet_set_group_start
0000000180416b18 (__TEXT,__text) external _os_packet_set_headroom
0000000180417250 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000180417990 (__TEXT,__text) external _os_packet_set_keep_alive
0000000180417a10 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180416c20 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180416d40 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180416bb0 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180416cb0 (__TEXT,__text) external _os_packet_set_link_multicast
00000001804177b8 (__TEXT,__text) external _os_packet_set_packetid
0000000180417f6c (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180416f40 (__TEXT,__text) external _os_packet_set_service_class
0000000180417698 (__TEXT,__text) external _os_packet_set_token
0000000180417ecc (__TEXT,__text) external _os_packet_set_trace_id
000000018041715c (__TEXT,__text) external _os_packet_set_traffic_class
0000000180416f08 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180416ea0 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180416dd0 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000180416e38 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000180417f9c (__TEXT,__text) external _os_packet_set_tso_flags
0000000180417df4 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180417834 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000180417ef8 (__TEXT,__text) external _os_packet_trace_event
0000000180419498 (__TEXT,__text) external _os_proc_available_memory
0000000180418d54 (__TEXT,__text) external _panic
0000000180418d48 (__TEXT,__text) external _panic_init
0000000180414efc (__TEXT,__text) external _panic_with_data
000000018040e4cc (__TEXT,__text) external _pathconf
0000000180414f28 (__TEXT,__text) external _peeloff
00000001804061e0 (__TEXT,__text) external _pid_for_task
0000000180414f54 (__TEXT,__text) external _pid_hibernate
0000000180414f80 (__TEXT,__text) external _pid_resume
0000000180420320 (__TEXT,__text) external _pid_shutdown_networking
0000000180414fac (__TEXT,__text) external _pid_shutdown_sockets
0000000180414fd8 (__TEXT,__text) external _pid_suspend
000000018040c764 (__TEXT,__text) external _pipe
0000000180415004 (__TEXT,__text) external _pivot_root
0000000180416ac8 (__TEXT,__text) external _pkt_subtype_assert_fail
0000000180416af0 (__TEXT,__text) external _pkt_type_assert_fail
000000018040eb68 (__TEXT,__text) external _poll
0000000180413b4c (__TEXT,__text) external _poll$NOCANCEL
00000001804169f4 (__TEXT,__text) non-external _port_for_id_internal
0000000180418da4 (__TEXT,__text) external _port_obj_init
00000001e6faad00 (__DATA,__common) external _port_obj_table
00000001e6faac78 (__DATA,__data) external _port_obj_table_size
0000000180408e70 (__TEXT,__text) external _posix_madvise
000000018040d25c (__TEXT,__text) external _posix_spawn
0000000180411b20 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
000000018041b5f4 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000018041b69c (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001804129e4 (__TEXT,__text) external _posix_spawn_file_actions_addclose
000000018040ccbc (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018041b754 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180412954 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180412078 (__TEXT,__text) external _posix_spawn_file_actions_addopen
000000018040d7d4 (__TEXT,__text) external _posix_spawn_file_actions_destroy
000000018040cbd8 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001e6faad38 (__DATA,__bss) non-external _posix_spawn_with_filter
000000018040d4dc (__TEXT,__text) external _posix_spawnattr_destroy
000000018041b544 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000018041baf4 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018041bab0 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018041b1b0 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000018041b148 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000018041b804 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000018041b0b8 (__TEXT,__text) external _posix_spawnattr_getflags
000000018040cf90 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018041b224 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000018041b100 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000018041b248 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018041b0dc (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018041b124 (__TEXT,__text) external _posix_spawnattr_getsigmask
000000018040ce24 (__TEXT,__text) external _posix_spawnattr_init
000000018041b56c (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000018041c0e0 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
000000018041b5b4 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018041b594 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
000000018041b5d4 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018041bcf4 (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000018041bad4 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000018041c1e0 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
000000018041be10 (__TEXT,__text) external _posix_spawnattr_set_gid_np
000000018041bed8 (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018041b850 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
000000018041c220 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180439ac0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
000000018041c200 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
000000018041c2c0 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
000000018041bfdc (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018041bcb0 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018041bc14 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000018041bc48 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018041bb18 (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018041bbe4 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018041b524 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000018041c1c0 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018041b968 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018041ba80 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000018041b8dc (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
000000018041b3c4 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018041b830 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000000018041bd4c (__TEXT,__text) external _posix_spawnattr_set_uid_np
000000018041b39c (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
000000018041b28c (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180411ae8 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180412170 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000018041b9a0 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000018041b7e4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180412020 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018041b370 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
0000000180412a74 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
000000018040cf70 (__TEXT,__text) external _posix_spawnattr_setflags
000000018040eb94 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
000000018040d04c (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018041bcd0 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018041b330 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
000000018041b26c (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018041b350 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
000000018040cf4c (__TEXT,__text) external _posix_spawnattr_setsigdefault
000000018040cf28 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180412048 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180407afc (__TEXT,__text) external _pread
0000000180413b78 (__TEXT,__text) external _pread$NOCANCEL
0000000180415030 (__TEXT,__text) external _preadv
0000000180413ba4 (__TEXT,__text) external _preadv$NOCANCEL
000000018041aba8 (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018041a248 (__TEXT,__text) external _proc_clear_cpulimits
000000018041a420 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000180419d98 (__TEXT,__text) external _proc_clear_dirty
000000018041a300 (__TEXT,__text) external _proc_clear_vmpressure
0000000180419c50 (__TEXT,__text) external _proc_current_thread_schedinfo
00000001804103a4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180410464 (__TEXT,__text) external _proc_denap_assertion_complete
000000018041a480 (__TEXT,__text) external _proc_disable_apptype
000000018041179c (__TEXT,__text) external _proc_disable_cpumon
0000000180410058 (__TEXT,__text) external _proc_disable_wakemon
000000018041a2a8 (__TEXT,__text) external _proc_donate_importance_boost
000000018041a4f4 (__TEXT,__text) external _proc_enable_apptype
000000018040ffdc (__TEXT,__text) external _proc_get_cpumon_params
0000000180419d1c (__TEXT,__text) external _proc_get_dirty
000000018041a144 (__TEXT,__text) external _proc_get_wakemon_params
00000001804103ac (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180410468 (__TEXT,__text) external _proc_importance_assertion_complete
0000000180419b54 (__TEXT,__text) external _proc_kmsgbuf
0000000180419cfc (__TEXT,__text) external _proc_libversion
000000018041a1b0 (__TEXT,__text) external _proc_list_dynkqueueids
000000018041a194 (__TEXT,__text) external _proc_list_uptrs
0000000180419860 (__TEXT,__text) external _proc_listallpids
00000001804198d8 (__TEXT,__text) external _proc_listchildpids
0000000180419914 (__TEXT,__text) external _proc_listcoalitions
000000018041989c (__TEXT,__text) external _proc_listpgrppids
0000000180410354 (__TEXT,__text) external _proc_listpids
00000001804226f4 (__TEXT,__text) external _proc_listpidspath
000000018040c234 (__TEXT,__text) external _proc_name
000000018040df44 (__TEXT,__text) external _proc_pid_rusage
0000000180419a08 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000180419998 (__TEXT,__text) external _proc_pidfdinfo
00000001804199d0 (__TEXT,__text) external _proc_pidfileportinfo
000000018040756c (__TEXT,__text) external _proc_pidinfo
000000018040db90 (__TEXT,__text) external _proc_pidoriginatorinfo
0000000180407db4 (__TEXT,__text) external _proc_pidpath
0000000180419b8c (__TEXT,__text) external _proc_pidpath_audittoken
0000000180419a5c (__TEXT,__text) external _proc_regionfilename
000000018041a23c (__TEXT,__text) external _proc_reset_footprint_interval
0000000180419fc0 (__TEXT,__text) external _proc_resume_cpumon
000000018040ea2c (__TEXT,__text) external _proc_rlimit_control
000000018040def8 (__TEXT,__text) external _proc_set_cpumon_defaults
000000018040de80 (__TEXT,__text) external _proc_set_cpumon_params
0000000180419fe0 (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000018041a638 (__TEXT,__text) external _proc_set_csm
000000018041a3c0 (__TEXT,__text) external _proc_set_delayidlesleep
0000000180409628 (__TEXT,__text) external _proc_set_dirty
000000018041a570 (__TEXT,__text) external _proc_set_no_smt
000000018041a360 (__TEXT,__text) external _proc_set_owner_vmpressure
00000001804100e4 (__TEXT,__text) external _proc_set_wakemon_defaults
000000018041a110 (__TEXT,__text) external _proc_set_wakemon_params
000000018041a1cc (__TEXT,__text) external _proc_setcpu_percentage
00000001804086b4 (__TEXT,__text) external _proc_setpcontrol
000000018041994c (__TEXT,__text) external _proc_setthread_cpupercent
000000018041a700 (__TEXT,__text) external _proc_setthread_csm
000000018041a5d4 (__TEXT,__text) external _proc_setthread_no_smt
0000000180419e74 (__TEXT,__text) external _proc_signal_with_audittoken
000000018041a568 (__TEXT,__text) external _proc_suppress
0000000180419df8 (__TEXT,__text) external _proc_terminate
0000000180419f4c (__TEXT,__text) external _proc_terminate_all_rsr
0000000180419ed0 (__TEXT,__text) external _proc_terminate_with_audittoken
000000018041505c (__TEXT,__text) external _proc_trace_log
00000001804095c8 (__TEXT,__text) external _proc_track_dirty
0000000180419a40 (__TEXT,__text) external _proc_udata_info
0000000180415088 (__TEXT,__text) external _proc_uuid_policy
000000018042f894 (__TEXT,__text) external _processor_assign
000000018042f730 (__TEXT,__text) external _processor_control
000000018042f408 (__TEXT,__text) external _processor_exit
000000018042f9c8 (__TEXT,__text) external _processor_get_assignment
000000018042f51c (__TEXT,__text) external _processor_info
0000000180427ea4 (__TEXT,__text) external _processor_set_create
0000000180427d44 (__TEXT,__text) external _processor_set_default
000000018042e4b8 (__TEXT,__text) external _processor_set_destroy
000000018042ef54 (__TEXT,__text) external _processor_set_info
000000018042e5d0 (__TEXT,__text) external _processor_set_max_priority
000000018042ec4c (__TEXT,__text) external _processor_set_policy_control
000000018042e818 (__TEXT,__text) external _processor_set_policy_disable
000000018042e6f4 (__TEXT,__text) external _processor_set_policy_enable
000000018042edc4 (__TEXT,__text) external _processor_set_stack_usage
000000018042e2d4 (__TEXT,__text) external _processor_set_statistics
000000018042e93c (__TEXT,__text) external _processor_set_tasks
000000018042f15c (__TEXT,__text) external _processor_set_tasks_with_flavor
000000018042eac4 (__TEXT,__text) external _processor_set_threads
000000018042f2f4 (__TEXT,__text) external _processor_start
00000001804206e0 (__TEXT,__text) external _pselect
000000018040c364 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000180418fe4 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
000000018042086c (__TEXT,__text) external _pselect$NOCANCEL
0000000180407d30 (__TEXT,__text) external _pthread_getugid_np
000000018040f95c (__TEXT,__text) external _pthread_setugid_np
000000018040eedc (__TEXT,__text) external _ptrace
0000000180409908 (__TEXT,__text) external _pwrite
0000000180413d30 (__TEXT,__text) external _pwrite$NOCANCEL
00000001804150b4 (__TEXT,__text) external _pwritev
0000000180413d5c (__TEXT,__text) external _pwritev$NOCANCEL
0000000180418ce8 (__TEXT,__text) external _quota
000000018040c4f0 (__TEXT,__text) external _quotactl
0000000180406dac (__TEXT,__text) external _read
0000000180408158 (__TEXT,__text) external _read$NOCANCEL
0000000180408610 (__TEXT,__text) external _readlink
00000001804150e0 (__TEXT,__text) external _readlinkat
000000018041510c (__TEXT,__text) external _readv
0000000180413d88 (__TEXT,__text) external _readv$NOCANCEL
0000000180415854 (__TEXT,__text) non-external _reallocf
0000000180417fd4 (__TEXT,__text) external _reboot
0000000180417fdc (__TEXT,__text) external _reboot_np
00000001804206dc (__TEXT,__text) external _record_system_event_as_kernel
000000018040a778 (__TEXT,__text) external _recvfrom
000000018040a640 (__TEXT,__text) external _recvfrom$NOCANCEL
000000018040aba8 (__TEXT,__text) external _recvmsg
0000000180413e0c (__TEXT,__text) external _recvmsg$NOCANCEL
0000000180415138 (__TEXT,__text) external _recvmsg_x
0000000180415164 (__TEXT,__text) external _register_uexc_handler
000000018040b0d0 (__TEXT,__text) external _removexattr
0000000180409d38 (__TEXT,__text) external _rename
000000018041b074 (__TEXT,__text) external _rename_ext
0000000180418070 (__TEXT,__text) external _renameat
000000018041b008 (__TEXT,__text) external _renameatx_np
000000018041b034 (__TEXT,__text) external _renamex_np
0000000180415190 (__TEXT,__text) external _revoke
0000000180409da4 (__TEXT,__text) external _rmdir
00000001804151bc (__TEXT,__text) external _searchfs
000000018040a880 (__TEXT,__text) external _select
0000000180411350 (__TEXT,__text) external _select$DARWIN_EXTSN
000000018040a614 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
000000018040a5e0 (__TEXT,__text) external _select$NOCANCEL
000000018040fc04 (__TEXT,__text) external _sem_close
00000001804202a8 (__TEXT,__text) external _sem_destroy
00000001804202d0 (__TEXT,__text) external _sem_getvalue
00000001804202f8 (__TEXT,__text) external _sem_init
0000000180412fb0 (__TEXT,__text) external _sem_open
00000001804151e8 (__TEXT,__text) external _sem_post
0000000180415214 (__TEXT,__text) external _sem_trywait
0000000180415240 (__TEXT,__text) external _sem_unlink
000000018041526c (__TEXT,__text) external _sem_wait
0000000180413e90 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180409110 (__TEXT,__text) external _semaphore_create
00000001804094a4 (__TEXT,__text) external _semaphore_destroy
0000000180409280 (__TEXT,__text) external _semaphore_signal
0000000180418e08 (__TEXT,__text) external _semaphore_signal_all
0000000180406150 (__TEXT,__text) external _semaphore_signal_all_trap
