00007ff80046021a (__TEXT,__text) external _NSAddImage
00007ff80046e9fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21pthread_key_init_freeEi
00007ff80046e9e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers23pthread_key_create_freeEPm
00007ff80046eb3c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers25setDyldPatchedObjCClassesEv
00007ff80046ea3a (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers30pthread_key_create_thread_exitEPm
00007ff80046eaea (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers31os_unfair_recursive_lock_unlockEP26os_unfair_recursive_lock_s
00007ff80046eb4a (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers32os_unfair_lock_lock_with_optionsEP16os_unfair_lock_s24os_unfair_lock_options_t
00007ff80046eada (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers42os_unfair_recursive_lock_lock_with_optionsEP26os_unfair_recursive_lock_s24os_unfair_lock_options_t
00007ff80046eb2e (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers44os_unfair_recursive_lock_unlock_forked_childEP26os_unfair_recursive_lock_s
00007ff80046eaf8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4exitEi
00007ff80046e9a4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers4freeEPv
00007ff80046eb04 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6getenvEPKc
00007ff80046e992 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers6mallocEm
00007ff80046eb12 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7mkstempEPc
00007ff80046e986 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers7versionEv
00007ff80046ea10 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers9run_asyncEPFPvS1_ES1_
00007ff800463c24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache12localSymbolsEv
00007ff8004625f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache14rebasedAddressEv
00007ff8004637ae (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15forEachFilePathEU13block_pointerFvPKcE
00007ff80046397a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache15isPrivateMappedEv
00007ff80046379a (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4sizeEv
00007ff800463790 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas11SharedCache4uuidEv
00007ff800464f86 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas15ProcessSnapshot5validEv
00007ff800462df6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals20use64BitDylibOffsetsEv
00007ff800462dec (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas17SharedCacheLocals9localInfoEv
00007ff80046255c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11installnameEv
00007ff8004625ce (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image11sharedCacheEv
00007ff8004625dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image19sharedCacheVMOffsetEv
00007ff8004622d8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image2mlEv
00007ff8004624d6 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image4uuidEv
00007ff8004625a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image8filenameEv
00007ff800461f60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapEPKvy
00007ff800477f18 (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapEPKvy.cold.1
00007ff80045bf04 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes11forEachBindEU13block_pointerFvPKcibhybiS2_bxbRbEU13block_pointerFvS2_E
00007ff80045c668 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE
00007ff80045bdd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes19hasDoneBetweenBindsEv
00007ff80045bdd8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes22implicitLibraryOrdinalEv
00007ff80045bde4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb
00007ff80045a8a2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE
00007ff80045a5ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie23terminalPayloadToSymbolERKNS_11GenericTrie5EntryERNS_6SymbolE
00007ff80045a954 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11ExportsTrie5validEy
00007ff80045a20c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11GenericTrie11recurseTrieEPKhRN5dyld317OverflowSafeArrayIcLy4294967295EEEiRbU13block_pointerFvPKcNSt3__14spanIS1_Lm18446744073709551615EEES7_E
00007ff80045a436 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE
00007ff800454f24 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture4nameEv
00007ff80045545c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14versionForYearEtb
00007ff800455496 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14yearForVersionENS_9Version32ERtRb
00007ff8004554d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo21minorVersionForSpringEt
00007ff80045ac2c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE
00007ff80045ac86 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFviPKcxbRbE
00007ff80045af48 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups5validEyNSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEE
00007ff800455804 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13RebaseOpcodes13forEachRebaseEU13block_pointerFvPKcibhyRbE
00007ff8004556f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb
00007ff80045c7c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o15LazyBindOpcodes19hasDoneBetweenBindsEv
00007ff80045d12e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable13forEachSymbolEjjU13block_pointerFvPKcyhhtjRbE
00007ff80045c848 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable15symbolFromNListEPKcyhht
00007ff80045cfc8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE
00007ff80045c838 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16NListSymbolTable5validEy
00007ff80045d362 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o17DebugNoteFileInfo4dumpEv
00007ff80045536e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14versionForYearEtb
00007ff8004553d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14yearForVersionENS_9Version32ERtRb
00007ff80045544a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS21minorVersionForSpringEt
00007ff800455510 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14versionForYearEtb
00007ff80045551c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14yearForVersionENS_9Version32ERtRb
00007ff8004552de (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19PlatformAndVersions5unzipEU13block_pointerFvS0_E
00007ff800455ea8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21LinkedDylibAttributes8toStringEPc
00007ff8004554e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_bridgeOS21minorVersionForSpringEt
00007ff8004554f6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14versionForYearEtb
00007ff800455502 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14yearForVersionENS_9Version32ERtRb
00007ff80045552a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_visionOS21minorVersionForSpringEt
00007ff80045b46c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12nextLocationEPKv
00007ff80045b3e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12supportsAuthEv
00007ff80045b426 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e13supportsBindsEv
00007ff80045b42e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e14maxBindOrdinalEb
00007ff80045b4a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045b40a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e21maxRebaseTargetOffsetEb
00007ff80045b448 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMaxEmbeddableAddendEb
00007ff80045b45a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMinEmbeddableAddendEb
00007ff80045b3d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e4is64Ev
00007ff80045b3f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7maxNextEv
00007ff80045b3e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7minNextEv
00007ff80045b7ba (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3211descriptionEv
00007ff80045b824 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212nextLocationEPKv
00007ff80045b7d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212supportsAuthEv
00007ff80045b7fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3213supportsBindsEv
00007ff80045b804 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3214maxBindOrdinalEb
00007ff80045b83c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3215parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045b7f0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3221maxRebaseTargetOffsetEb
00007ff80045b810 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMaxEmbeddableAddendEb
00007ff80045b81c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMinEmbeddableAddendEb
00007ff80045b7c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324is64Ev
00007ff80045b7ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324nameEv
00007ff80045b7a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_325valueEv
00007ff80045b7e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327maxNextEv
00007ff80045b7d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327minNextEv
00007ff80045b656 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6411descriptionEv
00007ff80045b6c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412nextLocationEPKv
00007ff80045b66c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412supportsAuthEv
00007ff80045b69c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6413supportsBindsEv
00007ff80045b6a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6414maxBindOrdinalEb
00007ff80045b6e2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045b798 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6420unauthRebaseIsVmAddrEv
00007ff80045b68c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6421maxRebaseTargetOffsetEb
00007ff80045b6b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMaxEmbeddableAddendEb
00007ff80045b6bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMinEmbeddableAddendEb
00007ff80045b664 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644is64Ev
00007ff80045b648 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644nameEv
00007ff80045b63c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_645valueEv
00007ff80045b680 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647maxNextEv
00007ff80045b674 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647minNextEv
00007ff80045b3ca (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E11descriptionEv
00007ff80045b61c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E12bindBitCountEv
00007ff80045b634 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E20unauthRebaseIsVmAddrEv
00007ff80045b3bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E4nameEv
00007ff80045b3b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E5valueEv
00007ff80045b628 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E6strideEv
00007ff80045b8b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE11descriptionEv
00007ff80045b916 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12nextLocationEPKv
00007ff80045b8ca (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12supportsAuthEv
00007ff80045b8f6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE13supportsBindsEv
00007ff80045b8fe (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE14maxBindOrdinalEb
00007ff80045b936 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045b8ea (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE21maxRebaseTargetOffsetEb
00007ff80045b906 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMaxEmbeddableAddendEb
00007ff80045b90e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMinEmbeddableAddendEb
00007ff80045b8c2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4is64Ev
00007ff80045b8a6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4nameEv
00007ff80045b89a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE5valueEv
00007ff80045b8de (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7maxNextEv
00007ff80045b8d2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7minNextEv
00007ff80045ba4a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET11descriptionEv
00007ff80045ba58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET20unauthRebaseIsVmAddrEv
00007ff80045ba3c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET4nameEv
00007ff80045ba30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET5valueEv
00007ff80045b97c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE11descriptionEv
00007ff80045b9e2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12nextLocationEPKv
00007ff80045b992 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12supportsAuthEv
00007ff80045b9be (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE13supportsBindsEv
00007ff80045b9c6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE14maxBindOrdinalEb
00007ff80045ba02 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045b9b2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE21maxRebaseTargetOffsetEb
00007ff80045b9d2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMaxEmbeddableAddendEb
00007ff80045b9da (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMinEmbeddableAddendEb
00007ff80045b98a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4is64Ev
00007ff80045b96e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4nameEv
00007ff80045b962 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE5valueEv
00007ff80045b9a6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7maxNextEv
00007ff80045b99a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7minNextEv
00007ff80045ba7a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL11descriptionEv
00007ff80045ba88 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL12bindBitCountEv
00007ff80045baa0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL20unauthRebaseIsVmAddrEv
00007ff80045ba6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL4nameEv
00007ff80045ba60 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL5valueEv
00007ff80045ba94 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL6strideEv
00007ff80045bac2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE11descriptionEv
00007ff80045bb24 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12nextLocationEPKv
00007ff80045bad8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12supportsAuthEv
00007ff80045bb04 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE13supportsBindsEv
00007ff80045bb0c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE14maxBindOrdinalEb
00007ff80045bb42 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEy
00007ff80045baf8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE21maxRebaseTargetOffsetEb
00007ff80045bb14 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMaxEmbeddableAddendEb
00007ff80045bb1c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMinEmbeddableAddendEb
00007ff80045bad0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4is64Ev
00007ff80045bab4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4nameEv
00007ff80045baa8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE5valueEv
00007ff80045baec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7maxNextEv
00007ff80045bae0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7minNextEv
00007ff80045bc12 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE11descriptionEv
00007ff80045bc28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE12bindBitCountEv
00007ff80045bc40 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE20unauthRebaseIsVmAddrEv
00007ff80045bc20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4is64Ev
00007ff80045bc04 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4nameEv
00007ff80045bbf8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE5valueEv
00007ff80045bc34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE6strideEv
00007ff80045bbca (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND11descriptionEv
00007ff80045bbd8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND12bindBitCountEv
00007ff80045bbf0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND20unauthRebaseIsVmAddrEv
00007ff80045bbbc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND4nameEv
00007ff80045bbb0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND5valueEv
00007ff80045bbe4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND6strideEv
00007ff80045bd76 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2411descriptionEv
00007ff80045bd84 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2412bindBitCountEv
00007ff80045bd9c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2420unauthRebaseIsVmAddrEv
00007ff80045bd68 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND244nameEv
00007ff80045bd5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND245valueEv
00007ff80045bd90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND246strideEv
00007ff80045bc62 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE11descriptionEv
00007ff80045bcc4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE12nextLocationEPKv
