00007ffc0d9b74ba (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc0d974976 (__TEXT,__text) non-external _cancelProc
00007ffc0d980816 (__TEXT,__text) non-external _cancelProc
00007ffc0d991964 (__TEXT,__text) non-external _cancelProc
00007ffc0d993c6f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffc0d97018e (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc0d98dc0d (__TEXT,__text) non-external _chunkAppendHole
00007ffc0d97a2bb (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc0d979bb2 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc0d979f3f (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc0d97a2db (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc0d97a0e2 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc0d98dbdf (__TEXT,__text) non-external _chunkDestroy
00007ffc0d98bf48 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc0d98bf3c (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc0d972e2b (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc0d94decf (__TEXT,__text) non-external _closeProc
00007ffc0d974024 (__TEXT,__text) non-external _closeProc
00007ffc0d97de2e (__TEXT,__text) non-external _closeProc
00007ffc0d98fca5 (__TEXT,__text) non-external _closeProc
00007ffc0d94e180 (__TEXT,__text) non-external _closeWithStateProc
00007ffc0d9740af (__TEXT,__text) non-external _closeWithStateProc
00007ffc0d97f2bd (__TEXT,__text) non-external _closeWithStateProc
00007ffc0d98fd67 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc0d9a42ad (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc0d99f6c4 (__TEXT,__text) non-external _cmpNodesProc
00007ffc0d94a266 (__TEXT,__text) non-external _cmpRange
00007ffc0d94d917 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc0d94d8ea (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc0d94d998 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc0d94d944 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc0d99cd83 (__TEXT,__text) non-external _cmp_keys
00007ffc0d98fa3a (__TEXT,__text) non-external _cmp_markers
00007ffc0d969f29 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc0d969ec2 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc0d969f0d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc0d969f37 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc0d969f1b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc0d951171 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc0d9b16eb (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc0d97bcdb (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc0d97bc3b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc0d9c02d2 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc0d983f08 (__TEXT,__text) non-external _convertStreamAbort
00007ffc0d984172 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc0d982d3c (__TEXT,__text) non-external _convertStreamClose
00007ffc0d9843d6 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc0d9840d7 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc0d98403a (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc0d983a78 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc0d982dd3 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc0d98bf61 (__TEXT,__text) non-external _convert_block_controls
00007ffc0d98bddf (__TEXT,__text) non-external _convert_internal_controls
00007ffc0d97c37a (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc0d97c723 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc0d96266e (__TEXT,__text) non-external _copyStream
00007ffc0d99d556 (__TEXT,__text) non-external _create
00007ffc0d982b44 (__TEXT,__text) non-external _createErrorContextKey
00007ffc0d9825b9 (__TEXT,__text) non-external (was a private external) _createThread
00007ffc0d96814e (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc0d9b56fd (__TEXT,__text) non-external _decodeStreamAbort
00007ffc0d9b5720 (__TEXT,__text) non-external _decodeStreamClose
00007ffc0d9b486a (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc0d9b4b87 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc0d9b4a4c (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc0d9b5535 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc0d9b4941 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc0d9b502d (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc0d9b47cb (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc0d9b7cfd (__TEXT,__text) non-external _decompressToData
00007ffc0d949074 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc0d948b1a (__TEXT,__text) non-external _decryptAsyncClose
00007ffc0d948d19 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc0d949086 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc0d948e66 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc0d985dc9 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc0d985c4b (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc0d985dd6 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc0d985de3 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc0d966723 (__TEXT,__text) non-external _ecc65537Inv
00007ffc0d966330 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc0d9665bb (__TEXT,__text) non-external _ecc65537Solve
00007ffc0d966399 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc0d9b2177 (__TEXT,__text) non-external _encodeEntry
00007ffc0d9b22d8 (__TEXT,__text) non-external _encodeYOPEntry
00007ffc0d9b32fd (__TEXT,__text) non-external _encoderStreamAbort
00007ffc0d9b312a (__TEXT,__text) non-external _encoderStreamClose
00007ffc0d9b349e (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc0d9b331a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc0d981f69 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc0d9b16b7 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc0d992f74 (__TEXT,__text) non-external _entryMessage
00007ffc0d9a3929 (__TEXT,__text) non-external _entryRelease
00007ffc0d9b169e (__TEXT,__text) non-external _entryVectorCmp
00007ffc0d97d600 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc0d97d724 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc0d99e3b5 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc0d9a390c (__TEXT,__text) non-external _extractStreamAbort
00007ffc0d9a1458 (__TEXT,__text) non-external _extractStreamClose
00007ffc0d9a44d1 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc0d9a45aa (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc0d9a4112 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc0d9a3105 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc0d9a23a9 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc0d99385d (__TEXT,__text) non-external _extractThread
00007ffc0d9a3a9c (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc0d9a0398 (__TEXT,__text) non-external _extractThreadProc
00007ffc0d9a41fc (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc0d9933b8 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc0d9931cb (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc0d9933c2 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc0d99343e (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc0d96034a (__TEXT,__text) non-external _findFirst
00007ffc0d98c0cd (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc0d961264 (__TEXT,__text) non-external _flushBuf
00007ffc0d9b3744 (__TEXT,__text) non-external _flushOBuf
00007ffc0d9b9f27 (__TEXT,__text) non-external _flushOBuf
00007ffc0d976b73 (__TEXT,__text) non-external _flushToResourceFork
00007ffc0d9b3881 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc0d9b3e5a (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc0d9615fb (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc41179d28 (__DATA,__bss) non-external _gErrorContextKey
00007ffc0d98ed2e (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc0d97d32e (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc0d9b452e (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc0d9668e5 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc0d97b9fd (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc0d982af2 (__TEXT,__text) non-external _getErrorContextKey
00007ffc41179d18 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc0d98a274 (__TEXT,__text) non-external _getFieldBlob
00007ffc0d97cbba (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc0d97cb39 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc0d97d111 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc0d9a5c04 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc0d97d2a5 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc0d97cab1 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc0d97d3bf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc0d97d3d5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc0d97d463 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc0d97d08f (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc0d9c20dc (__TEXT,__text) non-external _getFreeCachePos
00007ffc0d9522a3 (__TEXT,__text) non-external _getHeader
00007ffc0d99f2e6 (__TEXT,__text) non-external _getPath
00007ffc0d971686 (__TEXT,__text) non-external _getProfile
00007ffc0d97b9c9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc0d97c03a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc0d993cdc (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc0d97dba1 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc0d9c0153 (__TEXT,__text) non-external _graisAbort
00007ffc0d9be533 (__TEXT,__text) non-external _graisClose
00007ffc0d9bfd51 (__TEXT,__text) non-external _graisPRead
00007ffc0d9bfd29 (__TEXT,__text) non-external _graisRead
00007ffc0d9c010d (__TEXT,__text) non-external _graisSeek
00007ffc0d99e30c (__TEXT,__text) non-external _increaseCapacity
00007ffc0d9703e0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc0d9b3e46 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc0d9a4ce4 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc0d97c0cf (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc0d9aa57c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc0d9828ea (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc0d982036 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc0d9b4ae0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc0d98dd96 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc0d9a925c (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc0d9ba0ca (__TEXT,__text) non-external _loadChunkOffsets
00007ffc0d9b7616 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc0d9938c5 (__TEXT,__text) non-external _loadRemainingRange
00007ffc0d993b0c (__TEXT,__text) non-external _loadTempSegment
00007ffc0d9934ce (__TEXT,__text) non-external _loadThread
00007ffc0d979dc2 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc0d97bada (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc0d96e416 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc0d96e409 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc0d96e44b (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc0d96e428 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc0d96e4a2 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc0d96e5f9 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc0d96e5ec (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc0d96e60b (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc0d9b450b (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc0d9b40a1 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc0d9c2972 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc0d99ec65 (__TEXT,__text) non-external _normalize
00007ffc0d97bb66 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc0d993d70 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc0d9d4f40 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc0d9d5490 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc0d95136d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc0d97bf6a (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc0d952219 (__TEXT,__text) non-external _pcRead
00007ffc0d9515dd (__TEXT,__text) non-external _pcWrite
00007ffc0d947c40 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc0d947bcf (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc0d947bba (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc0d98c520 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc0d9c2ed4 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc0d98c693 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffc0d988796 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffc0d9495be (__TEXT,__text) non-external _processClusterHeader
00007ffc0d9693cd (__TEXT,__text) non-external _processEntry
00007ffc0d980828 (__TEXT,__text) non-external _processEntry
00007ffc0d94908f (__TEXT,__text) non-external _processMagic
00007ffc0d949e7a (__TEXT,__text) non-external _processPadding
00007ffc0d94919a (__TEXT,__text) non-external _processPrologue
00007ffc0d94a138 (__TEXT,__text) non-external _processSegment
00007ffc0d9859f9 (__TEXT,__text) non-external _processSegment
00007ffc0d992c3b (__TEXT,__text) non-external _processSegment
00007ffc0d9635be (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc0d9b3f60 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc0d9b3eeb (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc0d94a281 (__TEXT,__text) non-external _pushPaddingRange
00007ffc0d9489bf (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc0d971d6f (__TEXT,__text) non-external _quicksort64
00007ffc0d964fc7 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc0d97b41c (__TEXT,__text) non-external _rangeCmp
00007ffc0d9764a6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc0d976483 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc0d9764c3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc0d9531d9 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc0d9c0594 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc0d97b970 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc0d9a4e7c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc0d97da9f (__TEXT,__text) non-external _removeEntryProc
00007ffc0d97d6bc (__TEXT,__text) non-external (was a private external) _removeFile
00007ffc0d97db3c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffc0d969380 (__TEXT,__text) non-external _removeStreamAbort
00007ffc0d968b48 (__TEXT,__text) non-external _removeStreamClose
00007ffc0d96936e (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc0d968e52 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc0d97da69 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc0d9b3e81 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc0d9b8544 (__TEXT,__text) non-external _resizeResourceFork
00007ffc0d986739 (__TEXT,__text) non-external _resizeStream
00007ffc0d9b77c0 (__TEXT,__text) non-external _resourceForkSize
00007ffc0d99404e (__TEXT,__text) non-external _retireEntryRange
00007ffc0d9a3f91 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc0d99fdb1 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc0d98bd3b (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc0d972e81 (__TEXT,__text) non-external _seekTo
00007ffc0d9680e2 (__TEXT,__text) non-external _sendEOF
00007ffc0d983f24 (__TEXT,__text) non-external _sendHeader
00007ffc0d9587e3 (__TEXT,__text) non-external _sendMessage
00007ffc0d9c017c (__TEXT,__text) non-external _sendMessage
00007ffc0d964e90 (__TEXT,__text) non-external _sequentialReaderProc
00007ffc0d964f14 (__TEXT,__text) non-external _sequentialWriterProc
00007ffc0d9cb6b0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc0d98a76c (__TEXT,__text) non-external _setFieldBlob
00007ffc0d97cc2e (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc0d97d1e7 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc0d981fde (__TEXT,__text) non-external _setThreadErrorContext
00007ffc0d9b9910 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc0d98548c (__TEXT,__text) non-external _setupContext
00007ffc0d991d7d (__TEXT,__text) non-external _setupContext
00007ffc0d97ba6d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc0d97baa6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc0d95cb1a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc0d94a32e (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc0d97cba3 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc0d97db93 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc0d99c2f7 (__TEXT,__text) non-external _stateAppendEntry
00007ffc0d9b0691 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc0d9b1264 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc0d9b069e (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc0d9ae1b4 (__TEXT,__text) non-external _stateComputePatches
00007ffc0d99bcb3 (__TEXT,__text) non-external _stateConcatPath
00007ffc0d9992c1 (__TEXT,__text) non-external _stateDestroy
00007ffc0d9b0558 (__TEXT,__text) non-external _stateDestroy
00007ffc0d9ae56e (__TEXT,__text) non-external _stateGenerateArchive
00007ffc0d99bce6 (__TEXT,__text) non-external _stateGetEntryData
00007ffc0d9b1e20 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc0d99becb (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc0d97b470 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc0d9c26b0 (__TEXT,__text) non-external _storeCachePos
00007ffc0d9b99dc (__TEXT,__text) non-external _storeChunkOffsets
00007ffc0d97c238 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc0d979452 (__TEXT,__text) non-external _streamAbort
00007ffc0d98d1d6 (__TEXT,__text) non-external _streamAbort
00007ffc0d9792f7 (__TEXT,__text) non-external _streamClose
00007ffc0d98ce5f (__TEXT,__text) non-external _streamClose
00007ffc0d95b23b (__TEXT,__text) non-external _streamConsumerProc
00007ffc0d98da73 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc0d97946f (__TEXT,__text) non-external _streamPRead
00007ffc0d98d1f6 (__TEXT,__text) non-external _streamPWrite
