                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000191d58e64 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000191d59bd8 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
0000000191d4e1dc (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
0000000191d4e1e4 (__TEXT,__text) external _krb5_auth_con_initivector
0000000191d4e1ec (__TEXT,__text) external _krb5_auth_con_set_checksum_func
0000000191d59978 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
0000000191d59a00 (__TEXT,__text) external _krb5_auth_con_setports
0000000191d59a70 (__TEXT,__text) external _krb5_auth_con_setrcache
0000000191d4e1f4 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
0000000191d4e1fc (__TEXT,__text) external _krb5_auth_con_setsendsubkey
0000000191d4e204 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
0000000191d52ab0 (__TEXT,__text) external _krb5_build_principal
0000000191d4e20c (__TEXT,__text) external _krb5_build_principal_alloc_va
0000000191d529f0 (__TEXT,__text) external _krb5_build_principal_ext
0000000191d4e214 (__TEXT,__text) external _krb5_build_principal_va
0000000191d4e21c (__TEXT,__text) external _krb5_c_block_size
0000000191d4e224 (__TEXT,__text) external _krb5_c_checksum_length
0000000191d5b0e4 (__TEXT,__text) external _krb5_c_decrypt
0000000191d5b224 (__TEXT,__text) external _krb5_c_encrypt
0000000191d5b36c (__TEXT,__text) external _krb5_c_encrypt_length
0000000191d4e22c (__TEXT,__text) external _krb5_c_enctype_compare
0000000191d4e234 (__TEXT,__text) external _krb5_c_free_state
0000000191d4e23c (__TEXT,__text) external _krb5_c_init_state
0000000191d4e244 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
0000000191d4e24c (__TEXT,__text) external _krb5_c_is_keyed_cksum
0000000191d4e254 (__TEXT,__text) external _krb5_c_keyed_checksum_types
0000000191d4e25c (__TEXT,__text) external _krb5_c_make_checksum
0000000191d4e264 (__TEXT,__text) external _krb5_c_make_random_key
0000000191d4e26c (__TEXT,__text) external _krb5_c_random_add_entropy
0000000191d4e274 (__TEXT,__text) external _krb5_c_random_make_octets
0000000191d4e27c (__TEXT,__text) external _krb5_c_random_os_entropy
0000000191d4e284 (__TEXT,__text) external _krb5_c_random_seed
0000000191d5ade0 (__TEXT,__text) external _krb5_c_string_to_key
0000000191d4e28c (__TEXT,__text) external _krb5_c_string_to_key_with_params
0000000191d4e294 (__TEXT,__text) external _krb5_c_valid_cksumtype
0000000191d4e29c (__TEXT,__text) external _krb5_c_valid_enctype
0000000191d4e2a4 (__TEXT,__text) external _krb5_c_verify_checksum
0000000191d4e2ac (__TEXT,__text) external _krb5_calculate_checksum
0000000191d58660 (__TEXT,__text) external _krb5_cc_cache_match
0000000191d5851c (__TEXT,__text) external _krb5_cc_close
0000000191d4e2b4 (__TEXT,__text) external _krb5_cc_copy_creds
0000000191d5829c (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
0000000191d58824 (__TEXT,__text) external _krb5_cc_end_seq_get
0000000191d585fc (__TEXT,__text) external _krb5_cc_gen_new
0000000191d58528 (__TEXT,__text) external _krb5_cc_get_config
0000000191d58520 (__TEXT,__text) external _krb5_cc_get_name
0000000191d5846c (__TEXT,__text) external _krb5_cc_get_principal
0000000191d58524 (__TEXT,__text) external _krb5_cc_get_type
0000000191d58364 (__TEXT,__text) external _krb5_cc_initialize
0000000191d4e2c0 (__TEXT,__text) external _krb5_cc_last_change_time
0000000191d4e2c8 (__TEXT,__text) external _krb5_cc_lock
0000000191d4e2d0 (__TEXT,__text) external _krb5_cc_move
0000000191d58588 (__TEXT,__text) external _krb5_cc_new_unique
0000000191d5877c (__TEXT,__text) external _krb5_cc_next_cred
0000000191d4e2dc (__TEXT,__text) external _krb5_cc_remove_cred
0000000191d582f8 (__TEXT,__text) external _krb5_cc_resolve
0000000191d58668 (__TEXT,__text) external _krb5_cc_retrieve_cred
0000000191d4e2e4 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
0000000191d4e2ec (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
0000000191d583d0 (__TEXT,__text) external _krb5_cc_store_cred
0000000191d4e2f4 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
0000000191d4e2fc (__TEXT,__text) external _krb5_cccol_last_change_time
0000000191d4e304 (__TEXT,__text) external _krb5_cccol_lock
0000000191d4e30c (__TEXT,__text) external _krb5_cccol_unlock
0000000191d5b42c (__TEXT,__text) external _krb5_change_password
0000000191d4e314 (__TEXT,__text) external _krb5_checksum_size
0000000191d4e31c (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
0000000191d4e324 (__TEXT,__text) external _krb5_copy_addresses
0000000191d4e32c (__TEXT,__text) external _krb5_copy_authdata
0000000191d4e334 (__TEXT,__text) external _krb5_copy_authenticator
0000000191d4e33c (__TEXT,__text) external _krb5_copy_checksum
0000000191d4e344 (__TEXT,__text) external _krb5_copy_context
0000000191d58a60 (__TEXT,__text) external _krb5_copy_creds
0000000191d51d30 (__TEXT,__text) external _krb5_copy_data
0000000191d513a0 (__TEXT,__text) external _krb5_copy_keyblock
0000000191d5132c (__TEXT,__text) external _krb5_copy_keyblock_contents
0000000191d52c30 (__TEXT,__text) external _krb5_copy_principal
0000000191d4e34c (__TEXT,__text) external _krb5_copy_ticket
0000000191d588bc (__TEXT,__text) external _krb5_decode_ticket
0000000191d4e354 (__TEXT,__text) external _krb5_decrypt
0000000191d4e35c (__TEXT,__text) external _krb5_deltat_to_string
0000000191d4e364 (__TEXT,__text) external _krb5_eblock_enctype
0000000191d4e36c (__TEXT,__text) external _krb5_encrypt
0000000191d4e374 (__TEXT,__text) external _krb5_encrypt_size
0000000191d521dc (__TEXT,__text) external _krb5_enctype_to_string
0000000191d4e37c (__TEXT,__text) external _krb5_finish_key
0000000191d4e384 (__TEXT,__text) external _krb5_finish_random_key
0000000191d52218 (__TEXT,__text) external _krb5_free_addresses
0000000191d5180c (__TEXT,__text) external _krb5_free_ap_rep_enc_part
0000000191d51fa0 (__TEXT,__text) external _krb5_free_authdata
0000000191d4e38c (__TEXT,__text) external _krb5_free_authenticator
0000000191d4e394 (__TEXT,__text) external _krb5_free_checksum
0000000191d4e39c (__TEXT,__text) external _krb5_free_checksum_contents
0000000191d4e3a4 (__TEXT,__text) external _krb5_free_cksumtypes
0000000191d4e3ac (__TEXT,__text) external _krb5_free_config_files
0000000191d51b1c (__TEXT,__text) external _krb5_free_context
0000000191d51d98 (__TEXT,__text) external _krb5_free_cred_contents
0000000191d51e28 (__TEXT,__text) external _krb5_free_creds
0000000191d51cd4 (__TEXT,__text) external _krb5_free_data
0000000191d51950 (__TEXT,__text) external _krb5_free_data_contents
0000000191d52d14 (__TEXT,__text) external _krb5_free_default_realm
0000000191d51e8c (__TEXT,__text) external _krb5_free_enc_tkt_part
0000000191d518d0 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
0000000191d51874 (__TEXT,__text) external _krb5_free_keyblock
0000000191d51c78 (__TEXT,__text) external _krb5_free_keyblock_contents
0000000191d592f8 (__TEXT,__text) external _krb5_free_keytab_entry_contents
0000000191d4dd14 (__TEXT,__text) external _krb5_free_krbhst
0000000191d52c94 (__TEXT,__text) external _krb5_free_principal
0000000191d4e3b4 (__TEXT,__text) external _krb5_free_tgt_creds
0000000191d51ef4 (__TEXT,__text) external _krb5_free_ticket
0000000191d52bdc (__TEXT,__text) external _krb5_free_unparsed_name
0000000191d4e3bc (__TEXT,__text) external _krb5_fwd_tgt_creds
0000000191d58968 (__TEXT,__text) external _krb5_get_credentials
0000000191d4e3c4 (__TEXT,__text) external _krb5_get_credentials_renew
0000000191d4e3cc (__TEXT,__text) external _krb5_get_credentials_validate
0000000191d4e3d4 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
0000000191d527ac (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
0000000191d4e3dc (__TEXT,__text) external _krb5_get_in_tkt
0000000191d4e3e8 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
0000000191d50e84 (__TEXT,__text) external _krb5_get_in_tkt_with_password
0000000191d4e3f4 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
0000000191d50d80 (__TEXT,__text) external _krb5_get_init_creds_keytab
0000000191d50874 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
0000000191d508e8 (__TEXT,__text) external _krb5_get_init_creds_opt_free
0000000191d507ec (__TEXT,__text) external _krb5_get_init_creds_opt_init
0000000191d50b38 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
0000000191d50a88 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
0000000191d4e400 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
0000000191d50ad4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
0000000191d509e0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
0000000191d4e408 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
0000000191d50b3c (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
0000000191d5083c (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
0000000191d50a34 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
0000000191d5098c (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
0000000191d5093c (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
0000000191d50b70 (__TEXT,__text) external _krb5_get_init_creds_password
0000000191d4dd08 (__TEXT,__text) external _krb5_get_krbhst
0000000191d4e410 (__TEXT,__text) external _krb5_get_permitted_enctypes
0000000191d4e418 (__TEXT,__text) external _krb5_get_profile
0000000191d4e420 (__TEXT,__text) external _krb5_get_prompt_types
0000000191d52e24 (__TEXT,__text) external _krb5_get_realm_domain
0000000191d5246c (__TEXT,__text) external _krb5_get_renewed_creds
0000000191d52290 (__TEXT,__text) external _krb5_get_server_rcache
0000000191d4e428 (__TEXT,__text) external _krb5_get_time_offsets
0000000191d523e4 (__TEXT,__text) external _krb5_get_validated_creds
00000001df5c2048 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
0000000191d4e430 (__TEXT,__text) external _krb5_gss_use_kdc_context
0000000191d4da14 (__TEXT,__text) external _krb5_init_context
0000000191d4e438 (__TEXT,__text) external _krb5_init_keyblock
0000000191d4e440 (__TEXT,__text) external _krb5_init_random_key
0000000191d51ac8 (__TEXT,__text) external _krb5_init_secure_context
0000000191d4e448 (__TEXT,__text) external _krb5_ipc_client_clear_target
0000000191d4e450 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
0000000191d4e458 (__TEXT,__text) external _krb5_is_config_principal
0000000191d4e460 (__TEXT,__text) external _krb5_is_referral_realm
0000000191d4e468 (__TEXT,__text) external _krb5_is_thread_safe
0000000191d59874 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
0000000191d595c0 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
0000000191d5937c (__TEXT,__text) external _krb5_kt_end_seq_get
0000000191d59680 (__TEXT,__text) non-external _krb5_kt_free_entry
0000000191d593f0 (__TEXT,__text) external _krb5_kt_get_entry
0000000191d596e8 (__TEXT,__text) external _krb5_kt_get_name
0000000191d59908 (__TEXT,__text) external _krb5_kt_get_type
00000001e2e4bf10 (__DATA,__bss) non-external _krb5_kt_get_type.name
0000000191d59230 (__TEXT,__text) external _krb5_kt_next_entry
0000000191d596f0 (__TEXT,__text) external _krb5_kt_read_service_key
0000000191d597f0 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
0000000191d59198 (__TEXT,__text) external _krb5_kt_start_seq_get
0000000191d52598 (__TEXT,__text) external _krb5_kuserok
0000000191d4e470 (__TEXT,__text) external _krb5_mk_1cred
0000000191d4e478 (__TEXT,__text) external _krb5_mk_error
0000000191d4e480 (__TEXT,__text) external _krb5_mk_ncred
0000000191d5a710 (__TEXT,__text) external _krb5_mk_priv
0000000191d4e488 (__TEXT,__text) external _krb5_mk_rep
0000000191d5a33c (__TEXT,__text) external _krb5_mk_req
0000000191d5a420 (__TEXT,__text) external _krb5_mk_req_extended
0000000191d5a7d8 (__TEXT,__text) external _krb5_mk_safe
0000000191d5229c (__TEXT,__text) external _krb5_os_localaddr
0000000191d52930 (__TEXT,__text) external _krb5_parse_name
0000000191d5293c (__TEXT,__text) external _krb5_parse_name_flags
0000000191d520d4 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
0000000191d4e490 (__TEXT,__text) external _krb5_pkinit_get_client_cert
0000000191d4e498 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
0000000191d4e4a0 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
0000000191d4e4a8 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
0000000191d4e4b0 (__TEXT,__text) external _krb5_pkinit_have_client_cert
0000000191d4e4b8 (__TEXT,__text) external _krb5_pkinit_release_cert
0000000191d4e4c0 (__TEXT,__text) external _krb5_pkinit_release_cert_db
0000000191d4e4c8 (__TEXT,__text) external _krb5_pkinit_set_client_cert
0000000191d5af5c (__TEXT,__text) external _krb5_principal2salt
0000000191d52e0c (__TEXT,__text) external _krb5_principal_compare
0000000191d4e4d0 (__TEXT,__text) external _krb5_process_key
0000000191d523dc (__TEXT,__text) external _krb5_prompter_posix
0000000191d4e4d8 (__TEXT,__text) external _krb5_random_key
0000000191d4e4e0 (__TEXT,__text) external _krb5_rd_cred
0000000191d4e4e8 (__TEXT,__text) external _krb5_rd_error
0000000191d5a1ac (__TEXT,__text) external _krb5_rd_priv
0000000191d4e4f0 (__TEXT,__text) external _krb5_rd_rep
0000000191d59c78 (__TEXT,__text) external _krb5_rd_req
0000000191d5a274 (__TEXT,__text) external _krb5_rd_safe
0000000191d4e4f8 (__TEXT,__text) external _krb5_read_password
0000000191d52e18 (__TEXT,__text) external _krb5_realm_compare
0000000191d59f5c (__TEXT,__text) external _krb5_recvauth
0000000191d5a054 (__TEXT,__text) external _krb5_recvauth_version
0000000191d4e500 (__TEXT,__text) external _krb5_salttype_to_string
0000000191d5a528 (__TEXT,__text) external _krb5_sendauth
0000000191d4e508 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
0000000191d5b03c (__TEXT,__text) external _krb5_set_default_tgs_enctypes
0000000191d5afe0 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
0000000191d5acb8 (__TEXT,__text) external _krb5_set_password
0000000191d5abc0 (__TEXT,__text) external _krb5_set_password_using_ccache
0000000191d4e510 (__TEXT,__text) external _krb5_set_principal_realm
0000000191d524f4 (__TEXT,__text) external _krb5_set_real_time
0000000191d52d68 (__TEXT,__text) external _krb5_sname_to_principal
0000000191d4e518 (__TEXT,__text) external _krb5_string_to_cksumtype
0000000191d5239c (__TEXT,__text) external _krb5_string_to_deltat
0000000191d4e520 (__TEXT,__text) external _krb5_string_to_enctype
0000000191d5aed8 (__TEXT,__text) external _krb5_string_to_key
0000000191d4e528 (__TEXT,__text) external _krb5_string_to_salttype
0000000191d5a8a0 (__TEXT,__text) external _krb5_string_to_timestamp
00000001df5c2210 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
0000000191d52078 (__TEXT,__text) external _krb5_timeofday
0000000191d4e530 (__TEXT,__text) external _krb5_timestamp_to_sfstring
0000000191d4e538 (__TEXT,__text) external _krb5_timestamp_to_string
0000000191d52b70 (__TEXT,__text) external _krb5_unparse_name
0000000191d4e540 (__TEXT,__text) external _krb5_unparse_name_ext
0000000191d4e548 (__TEXT,__text) external _krb5_unparse_name_flags
0000000191d4e550 (__TEXT,__text) external _krb5_unparse_name_flags_ext
0000000191d51ffc (__TEXT,__text) external _krb5_us_timeofday
00000001e2e4bf60 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
0000000191d5b098 (__TEXT,__text) external _krb5_use_enctype
0000000191d4e558 (__TEXT,__text) external _krb5_verify_checksum
0000000191d50f8c (__TEXT,__text) external _krb5_verify_init_creds
0000000191d50f68 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
0000000191d50f70 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
0000000191d4e560 (__TEXT,__text) external _krb5int_accessor
0000000191d4e56c (__TEXT,__text) external _krb5int_freeaddrinfo
0000000191d4e574 (__TEXT,__text) external _krb5int_gai_strerror
0000000191d4e57c (__TEXT,__text) external _krb5int_getaddrinfo
0000000191d4e584 (__TEXT,__text) external _krb5int_gmt_mktime
0000000191d4e58c (__TEXT,__text) external _krb5int_init_context_kdc
0000000191d4e594 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
0000000191d4e59c (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
0000000191d4e5a4 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
0000000191d4e5ac (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
0000000191d4e5b4 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
0000000191d4e5bc (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001e2e4b678 (__DATA,__data) non-external _krb5int_profile_shared_data
0000000191d58e14 (__TEXT,__text) external _krb__get_srvtabname
0000000191d58b58 (__TEXT,__text) external _krb_change_password
0000000191d58c78 (__TEXT,__text) external _krb_check_auth
0000000191d58d84 (__TEXT,__text) external _krb_delete_cred
0000000191d58da4 (__TEXT,__text) external _krb_get_admhst
0000000191d58d10 (__TEXT,__text) external _krb_get_cred
0000000191d58b68 (__TEXT,__text) external _krb_get_err_text
0000000191d58bc0 (__TEXT,__text) external _krb_get_in_tkt
0000000191d58bc8 (__TEXT,__text) external _krb_get_in_tkt_creds
0000000191d58dac (__TEXT,__text) external _krb_get_krbhst
0000000191d58d9c (__TEXT,__text) external _krb_get_lrealm
0000000191d58d7c (__TEXT,__text) external _krb_get_nth_cred
0000000191d58d74 (__TEXT,__text) external _krb_get_num_cred
0000000191d58bd0 (__TEXT,__text) external _krb_get_phost
0000000191d58d94 (__TEXT,__text) external _krb_get_profile
0000000191d58c20 (__TEXT,__text) external _krb_get_pw_in_tkt
0000000191d58c28 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
0000000191d58c38 (__TEXT,__text) external _krb_get_svc_in_tkt
0000000191d58d08 (__TEXT,__text) external _krb_get_tf_fullname
0000000191d58d00 (__TEXT,__text) external _krb_get_tf_realm
0000000191d58c40 (__TEXT,__text) external _krb_get_ticket_for_service
0000000191d58e0c (__TEXT,__text) external _krb_life_to_time
0000000191d58c80 (__TEXT,__text) external _krb_mk_auth
0000000191d58c88 (__TEXT,__text) external _krb_mk_err
0000000191d58c90 (__TEXT,__text) external _krb_mk_priv
0000000191d58c98 (__TEXT,__text) external _krb_mk_req
0000000191d58ca0 (__TEXT,__text) external _krb_mk_req_creds
0000000191d58cb0 (__TEXT,__text) external _krb_mk_safe
0000000191d58cc0 (__TEXT,__text) external _krb_rd_err
0000000191d58cc8 (__TEXT,__text) external _krb_rd_priv
0000000191d58cd0 (__TEXT,__text) external _krb_rd_req
0000000191d58cd8 (__TEXT,__text) external _krb_rd_req_int
0000000191d58ce0 (__TEXT,__text) external _krb_rd_safe
0000000191d58db4 (__TEXT,__text) external _krb_realmofhost
0000000191d58cf0 (__TEXT,__text) external _krb_recvauth
0000000191d58cf8 (__TEXT,__text) external _krb_sendauth
0000000191d58ca8 (__TEXT,__text) external _krb_set_lifetime
0000000191d58d68 (__TEXT,__text) external _krb_set_tkt_string
0000000191d58e04 (__TEXT,__text) external _krb_time_to_life
0000000191d58c70 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000191d52870 (__TEXT,__text) non-external _map_mit_principal
0000000191d5a160 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
0000000191d510e0 (__TEXT,__text) non-external (was a private external) _mshim_ctx
0000000191d5b4bc (__TEXT,__text) non-external _mshim_ctx.cold.1
00000001e2e4b6d8 (__DATA,__bss) non-external _mshim_ctx.key
00000001e2e4b6d0 (__DATA,__bss) non-external _mshim_ctx.once
0000000191d51050 (__TEXT,__text) non-external (was a private external) _mshim_failure
0000000191d50cc0 (__TEXT,__text) non-external _mshim_gic_opt
0000000191d51784 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
0000000191d515c8 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
0000000191d511f8 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
0000000191d5199c (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
0000000191d51284 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
0000000191d52808 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
0000000191d517f8 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
0000000191d59d7c (__TEXT,__text) non-external _mshim_hticket2mticket
0000000191d4da68 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
0000000191d511ac (__TEXT,__text) non-external (was a private external) _mshim_malloc
0000000191d5b4e4 (__TEXT,__text) non-external _mshim_malloc.cold.1
0000000191d51400 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
0000000191d51240 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
0000000191d512dc (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
0000000191d51a90 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001e2e4b6c0 (__DATA,__data) non-external _notify_token
00000001df5c20b8 (__DATA_CONST,__const) non-external _oidsets
00000001e2e4b578 (__DATA,__data) non-external _prof_error_strings
0000000191d56318 (__TEXT,__text) external _profile_abandon
0000000191d57858 (__TEXT,__text) non-external (was a private external) _profile_add_node
0000000191d57448 (__TEXT,__text) external _profile_add_relation
0000000191d5722c (__TEXT,__text) external _profile_clear_relation
0000000191d551c8 (__TEXT,__text) non-external (was a private external) _profile_close_file
0000000191d55228 (__TEXT,__text) external _profile_configuration_updated
0000000191d55f90 (__TEXT,__text) non-external (was a private external) _profile_copy
0000000191d57670 (__TEXT,__text) non-external (was a private external) _profile_create_node
0000000191d5552c (__TEXT,__text) non-external (was a private external) _profile_dereference_data
0000000191d55118 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
0000000191d54bac (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
0000000191d579d0 (__TEXT,__text) non-external (was a private external) _profile_find_node
0000000191d57b04 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
0000000191d57b6c (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
0000000191d56274 (__TEXT,__text) external _profile_flush
0000000191d55294 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
0000000191d55234 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
0000000191d554b0 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
0000000191d56304 (__TEXT,__text) external _profile_flush_to_buffer
0000000191d562bc (__TEXT,__text) external _profile_flush_to_file
0000000191d56310 (__TEXT,__text) external _profile_free_buffer
0000000191d555a0 (__TEXT,__text) non-external (was a private external) _profile_free_file
0000000191d555ec (__TEXT,__text) external _profile_free_list
