00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800af604e (__TEXT,__text) external _mach_zone_info
00007ff800af6c41 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800af6ad1 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800adf018 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800adf00c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800adefe8 (__TEXT,__text) external _macx_swapoff
00007ff800adefdc (__TEXT,__text) external _macx_swapon
00007ff800adf000 (__TEXT,__text) external _macx_triggers
00007ff800ae15ac (__TEXT,__text) external _madvise
00007ff8400a52e8 (__DATA,__bss) non-external _master_host_port
00007ff800ae209d (__TEXT,__text) non-external _memcpy
00007ff800ae15c4 (__TEXT,__text) external _memorystatus_control
00007ff800ae15dc (__TEXT,__text) external _memorystatus_get_level
00007ff800ae20ab (__TEXT,__text) non-external _memset
00007ff800ae52d3 (__TEXT,__text) external _mig_allocate
00007ff800ae549d (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800af0b44 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800ae531b (__TEXT,__text) external _mig_deallocate
00007ff800ae5430 (__TEXT,__text) external _mig_get_reply_port
00007ff800af0b1c (__TEXT,__text) external _mig_get_special_reply_port
00007ff800ae5504 (__TEXT,__text) external _mig_put_reply_port
00007ff800ae53fd (__TEXT,__text) external _mig_reply_setup
00007ff800ae5505 (__TEXT,__text) external _mig_strncpy
00007ff800ae5538 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800ae15f4 (__TEXT,__text) external _mincore
00007ff800ae160c (__TEXT,__text) external _minherit
00007ff800adf0c0 (__TEXT,__text) external _mk_timer_arm
00007ff800adf0d8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800adf0cc (__TEXT,__text) external _mk_timer_cancel
00007ff800adf0a8 (__TEXT,__text) external _mk_timer_create
00007ff800adf0b4 (__TEXT,__text) external _mk_timer_destroy
00007ff800ae1624 (__TEXT,__text) external _mkdir
00007ff800ae163c (__TEXT,__text) external _mkdirat
00007ff800ae1654 (__TEXT,__text) external _mkfifo
00007ff800ae166c (__TEXT,__text) external _mkfifoat
00007ff800ae1684 (__TEXT,__text) external _mknod
00007ff800ae169c (__TEXT,__text) external _mknodat
00007ff800ae16b4 (__TEXT,__text) external _mlock
00007ff800ae16cc (__TEXT,__text) external _mlockall
00007ff800aed36e (__TEXT,__text) external _mmap
00007ff800ae16e4 (__TEXT,__text) external _mount
00007ff800adff54 (__TEXT,__text) external _mprotect
00007ff800ae16fc (__TEXT,__text) external _mremap_encrypted
00007ff800ae567e (__TEXT,__text) external _msg_receive
00007ff800ae5672 (__TEXT,__text) external _msg_rpc
00007ff800ae5678 (__TEXT,__text) external _msg_send
00007ff800adff6c (__TEXT,__text) external _msgctl
00007ff800ae1714 (__TEXT,__text) external _msgget
00007ff800ae172c (__TEXT,__text) external _msgrcv
00007ff800adff84 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800ae1744 (__TEXT,__text) external _msgsnd
00007ff800adff9c (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800adffb4 (__TEXT,__text) external _msgsys
00007ff800adffcc (__TEXT,__text) external _msync
00007ff800adffe4 (__TEXT,__text) external _msync$NOCANCEL
00007ff800ae175c (__TEXT,__text) external _munlock
00007ff800ae1774 (__TEXT,__text) external _munlockall
00007ff800af191b (__TEXT,__text) external _munmap
00007ff800ae178c (__TEXT,__text) external _necp_client_action
00007ff800ae17a4 (__TEXT,__text) external _necp_match_policy
00007ff800ae17bc (__TEXT,__text) external _necp_open
00007ff800ae17d4 (__TEXT,__text) external _necp_session_action
00007ff800ae17ec (__TEXT,__text) external _necp_session_open
00007ff800ae1804 (__TEXT,__text) external _net_qos_guideline
00007ff800ae181c (__TEXT,__text) external _netagent_trigger
00007ff800afdb90 (__TEXT,__text) external _netname_check_in
00007ff800afdff5 (__TEXT,__text) external _netname_check_out
00007ff800afdd6a (__TEXT,__text) external _netname_look_up
00007ff800afe1bc (__TEXT,__text) external _netname_version
00007ff800ae742f (__TEXT,__text) external _nfsclnt
00007ff800ae1834 (__TEXT,__text) external _nfssvc
00007ff8400a4bc0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400a4bb8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800ae184c (__TEXT,__text) external _ntp_adjtime
00007ff800ae1864 (__TEXT,__text) external _ntp_gettime
00007ff800ae187c (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800aeed91 (__TEXT,__text) external _open
00007ff800ae7497 (__TEXT,__text) external _open$NOCANCEL
00007ff800aefa49 (__TEXT,__text) external _open_dprotected_np
00007ff800aeee50 (__TEXT,__text) external _openat
00007ff800ae7556 (__TEXT,__text) external _openat$NOCANCEL
00007ff800aefbfc (__TEXT,__text) external _openat_authenticated_np
00007ff800aefb22 (__TEXT,__text) external _openat_dprotected_np
00007ff800ae1894 (__TEXT,__text) external _openbyid_np
00007ff800ae36e4 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800ae36cb (__TEXT,__text) external _os_buflet_get_data_length
00007ff800ae36e9 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800ae36c7 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800ae36db (__TEXT,__text) external _os_buflet_get_object_address
00007ff800ae36e0 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800ae36d5 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800ae36cf (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800aeafc0 (__TEXT,__text) external _os_channel_advance_slot
00007ff800aeb8fd (__TEXT,__text) external _os_channel_attr_clone
00007ff800aeb8b8 (__TEXT,__text) external _os_channel_attr_create
00007ff800aebabb (__TEXT,__text) external _os_channel_attr_destroy
00007ff800aebc34 (__TEXT,__text) external _os_channel_attr_get
00007ff800aebd94 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800aebb09 (__TEXT,__text) external _os_channel_attr_set
00007ff800aeb9c3 (__TEXT,__text) external _os_channel_attr_set_key
00007ff800aeaf88 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800aecff8 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800aeca5b (__TEXT,__text) external _os_channel_buflet_free
00007ff800aecfd3 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800aeacf3 (__TEXT,__text) external _os_channel_create
00007ff800aea2ba (__TEXT,__text) external _os_channel_create_extended
00007ff800aeae2f (__TEXT,__text) external _os_channel_destroy
00007ff800aecf4d (__TEXT,__text) external _os_channel_event_free
00007ff800af0841 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800af0798 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800aeb5f3 (__TEXT,__text) external _os_channel_flow_admissible
00007ff800aeb756 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800aeb5d8 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800aead02 (__TEXT,__text) external _os_channel_get_fd
00007ff800aecf52 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800aecba9 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800aeb011 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800aeb577 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800aeaabc (__TEXT,__text) non-external _os_channel_info2attr
00007ff800aeabf8 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800aeae8d (__TEXT,__text) external _os_channel_is_defunct
00007ff800aec1ce (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800aebdf2 (__TEXT,__text) external _os_channel_packet_alloc
00007ff800aebdf9 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800aec1d8 (__TEXT,__text) external _os_channel_packet_free
00007ff800aec58d (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800aeaf67 (__TEXT,__text) external _os_channel_pending
00007ff800aec821 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800aead05 (__TEXT,__text) external _os_channel_read_attr
00007ff800aeadee (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800aeae9a (__TEXT,__text) external _os_channel_ring_id
00007ff800aeaf7f (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800aeaf76 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800aeaf1f (__TEXT,__text) external _os_channel_rx_ring
00007ff800aeb380 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800aec323 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800aec44e (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800aeb461 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800aeae10 (__TEXT,__text) external _os_channel_sync
00007ff800aeaee8 (__TEXT,__text) external _os_channel_tx_ring
00007ff800aead45 (__TEXT,__text) external _os_channel_write_attr
00007ff800ae369a (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800adf0f0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800aef67d (__TEXT,__text) external _os_cpu_in_cksum
00007ff800aef776 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800ae18ac (__TEXT,__text) external _os_fault_with_payload
00007ff800ae3695 (__TEXT,__text) external _os_inet_checksum
00007ff800aedc82 (__TEXT,__text) external _os_nexus_attr_clone
00007ff800aedc3d (__TEXT,__text) external _os_nexus_attr_create
00007ff800aedf1c (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800aeddfc (__TEXT,__text) external _os_nexus_attr_get
00007ff800aedcde (__TEXT,__text) external _os_nexus_attr_set
00007ff800aee5fe (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800aee2bf (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800aee2e0 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800aedf2f (__TEXT,__text) external _os_nexus_controller_create
00007ff800aee2b3 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800aee915 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800aee2d4 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800aedfc8 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800aee7ad (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800aee404 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800aedfcb (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800aee738 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800aee39e (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800aeec10 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800ae3574 (__TEXT,__text) external _os_packet_add_buflet
00007ff800ae2bb4 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800ae2ca9 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800ae360b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800ae33f1 (__TEXT,__text) external _os_packet_finalize
00007ff800ae362a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800ae3331 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800ae2a89 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800ae3329 (__TEXT,__text) external _os_packet_get_data_length
00007ff800ae2d8a (__TEXT,__text) external _os_packet_get_expire_time
00007ff800ae2e2a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800ae2c2f (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800ae2d56 (__TEXT,__text) external _os_packet_get_group_end
00007ff800ae2ceb (__TEXT,__text) external _os_packet_get_group_start
00007ff800ae263f (__TEXT,__text) external _os_packet_get_headroom
00007ff800ae2be6 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800ae3269 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800ae2706 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800ae27c5 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800ae26aa (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800ae2765 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800ae335d (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800ae303d (__TEXT,__text) external _os_packet_get_packetid
00007ff800ae33c4 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800ae29dd (__TEXT,__text) external _os_packet_get_service_class
00007ff800ae2ecc (__TEXT,__text) external _os_packet_get_token
00007ff800ae36ed (__TEXT,__text) external _os_packet_get_trace_id
00007ff800ae2af1 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800ae28f6 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800ae282a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800ae2890 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800ae32be (__TEXT,__text) external _os_packet_get_truncated
00007ff800ae31e8 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800ae31f0 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800ae3190 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800ae325a (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800ae35ee (__TEXT,__text) external _os_packet_increment_use_count
00007ff800ae31f6 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800ae2a5b (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800ae2dd7 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800ae2e76 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800ae2c6c (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800ae2d1f (__TEXT,__text) external _os_packet_set_group_end
00007ff800ae2cb4 (__TEXT,__text) external _os_packet_set_group_start
00007ff800ae2601 (__TEXT,__text) external _os_packet_set_headroom
00007ff800ae2b78 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800ae3278 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800ae32f2 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800ae26d7 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800ae2796 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800ae266c (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800ae2736 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800ae30c9 (__TEXT,__text) external _os_packet_set_packetid
00007ff800ae3787 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800ae295c (__TEXT,__text) external _os_packet_set_service_class
00007ff800ae2f7a (__TEXT,__text) external _os_packet_set_token
00007ff800ae3701 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800ae2ace (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800ae2929 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800ae28c3 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800ae27f7 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800ae285d (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800ae37b6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800ae3657 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800ae313e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800ae372d (__TEXT,__text) external _os_packet_trace_event
00007ff800ae5dac (__TEXT,__text) external _os_proc_available_memory
00007ff800ae559d (__TEXT,__text) external _panic
00007ff800ae5596 (__TEXT,__text) external _panic_init
00007ff800ae18c4 (__TEXT,__text) external _panic_with_data
00007ff800ae18dc (__TEXT,__text) external _pathconf
00007ff800ae18f4 (__TEXT,__text) external _peeloff
00007ff800adefc4 (__TEXT,__text) external _pid_for_task
00007ff800ae190c (__TEXT,__text) external _pid_hibernate
00007ff800ae1924 (__TEXT,__text) external _pid_resume
00007ff800aed22c (__TEXT,__text) external _pid_shutdown_networking
00007ff800ae193c (__TEXT,__text) external _pid_shutdown_sockets
00007ff800ae1954 (__TEXT,__text) external _pid_suspend
00007ff800ae017c (__TEXT,__text) external _pipe
00007ff800ae196c (__TEXT,__text) external _pivot_root
00007ff800ae25cd (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800ae25e7 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800ae1984 (__TEXT,__text) external _poll
00007ff800ae0198 (__TEXT,__text) external _poll$NOCANCEL
00007ff800ae2522 (__TEXT,__text) non-external _port_for_id_internal
00007ff800ae55ee (__TEXT,__text) external _port_obj_init
00007ff8400a4c58 (__DATA,__common) external _port_obj_table
00007ff8400a4ba8 (__DATA,__data) external _port_obj_table_size
00007ff800ae15ac (__TEXT,__text) external _posix_madvise
00007ff800ae977e (__TEXT,__text) external _posix_spawn
00007ff800ae8607 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800ae8a81 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800ae8b75 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800ae898e (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800ae89fb (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800ae8c02 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800ae8b08 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800ae885e (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800ae8821 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800ae87be (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800ae7f91 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800ae854e (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800ae9227 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800ae91f3 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800ae8206 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800ae81b3 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800ae8cb1 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800ae814a (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800ae8e35 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800ae8267 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800ae817f (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800ae8281 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800ae8165 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800ae8199 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800ae7e9e (__TEXT,__text) external _posix_spawnattr_init
00007ff800ae856a (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800ae95b8 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800ae85a1 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800ae8586 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800ae85bd (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800ae93b6 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800ae920f (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800ae9687 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800ae9496 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800ae94d1 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800ae8d15 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800ae96c9 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800b08a88 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800ae96a8 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800ae9762 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800ae9542 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800ae9384 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800ae930e (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800ae9336 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800ae9243 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800ae92e6 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800ae8536 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800ae9666 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800ae8e02 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800ae91d4 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800ae8d8d (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800ae845d (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800ae8cfd (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800ae93e4 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800ae8441 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800ae8368 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800ae878b (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800ae82e7 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800ae9120 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800ae8c94 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800ae8c6f (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800ae841f (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800ae8757 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800ae8132 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800ae8cd4 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800ae8f01 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800ae939d (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800ae83ef (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800ae82b5 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800ae8407 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800ae829b (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800ae82cd (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800ae85de (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800ae199c (__TEXT,__text) external _pread
00007ff800ae01c8 (__TEXT,__text) external _pread$NOCANCEL
00007ff800ae19b4 (__TEXT,__text) external _preadv
00007ff800ae01e0 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800ae772e (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800ae6d6c (__TEXT,__text) external _proc_clear_cpulimits
00007ff800ae7048 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800ae67bd (__TEXT,__text) external _proc_clear_dirty
00007ff800ae6f55 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800ae65d2 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800ae6f48 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800ae6f50 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800ae7095 (__TEXT,__text) external _proc_disable_apptype
00007ff800ae6a8a (__TEXT,__text) external _proc_disable_cpumon
00007ff800ae6c9b (__TEXT,__text) external _proc_disable_wakemon
00007ff800ae6dc2 (__TEXT,__text) external _proc_donate_importance_boost
00007ff800ae70f5 (__TEXT,__text) external _proc_enable_apptype
00007ff800ae699a (__TEXT,__text) external _proc_get_cpumon_params
00007ff800ae6762 (__TEXT,__text) external _proc_get_dirty
00007ff800ae6c34 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800ae6e1c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800ae6ed4 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800ae6472 (__TEXT,__text) external _proc_kmsgbuf
00007ff800ae665b (__TEXT,__text) external _proc_libversion
00007ff800ae6cdd (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800ae6cc4 (__TEXT,__text) external _proc_list_uptrs
00007ff800ae60d8 (__TEXT,__text) external _proc_listallpids
00007ff800ae6142 (__TEXT,__text) external _proc_listchildpids
00007ff800ae61de (__TEXT,__text) external _proc_listcoalitions
00007ff800ae610d (__TEXT,__text) external _proc_listpgrppids
00007ff800ae60ad (__TEXT,__text) external _proc_listpids
00007ff800aefc6e (__TEXT,__text) external _proc_listpidspath
00007ff800ae62ee (__TEXT,__text) external _proc_name
00007ff800ae6209 (__TEXT,__text) external _proc_pid_rusage
00007ff800ae62b3 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800ae626a (__TEXT,__text) external _proc_pidfdinfo
00007ff800ae628f (__TEXT,__text) external _proc_pidfileportinfo
00007ff800ae6177 (__TEXT,__text) external _proc_pidinfo
00007ff800ae619c (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800ae649d (__TEXT,__text) external _proc_pidpath
00007ff800ae6531 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800ae63be (__TEXT,__text) external _proc_regionfilename
00007ff800ae6d5d (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800ae6a55 (__TEXT,__text) external _proc_resume_cpumon
00007ff800ae19cc (__TEXT,__text) external _proc_rlimit_control
00007ff800ae6a0a (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800ae6950 (__TEXT,__text) external _proc_set_cpumon_params
00007ff800ae6ad5 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800ae7204 (__TEXT,__text) external _proc_set_csm
00007ff800ae6ff8 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800ae6718 (__TEXT,__text) external _proc_set_dirty
00007ff800ae7158 (__TEXT,__text) external _proc_set_no_smt
00007ff800ae6fab (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800ae6c72 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800ae6c0e (__TEXT,__text) external _proc_set_wakemon_params
00007ff800ae6cf6 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800ae6674 (__TEXT,__text) external _proc_setpcontrol
00007ff800ae621f (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800ae72b4 (__TEXT,__text) external _proc_setthread_csm
00007ff800ae71b0 (__TEXT,__text) external _proc_setthread_no_smt
00007ff800ae685f (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800ae7155 (__TEXT,__text) external _proc_suppress
00007ff800ae6807 (__TEXT,__text) external _proc_terminate
00007ff800ae68fc (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800ae68a4 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800ae19e4 (__TEXT,__text) external _proc_trace_log
00007ff800ae66ce (__TEXT,__text) external _proc_track_dirty
00007ff800ae62d8 (__TEXT,__text) external _proc_udata_info
00007ff800ae19fc (__TEXT,__text) external _proc_uuid_policy
00007ff800afd96e (__TEXT,__text) external _processor_assign
00007ff800afd826 (__TEXT,__text) external _processor_control
00007ff800afd538 (__TEXT,__text) external _processor_exit
00007ff800afda6d (__TEXT,__text) external _processor_get_assignment
00007ff800afd61d (__TEXT,__text) external _processor_info
00007ff800af579b (__TEXT,__text) external _processor_set_create
00007ff800af5678 (__TEXT,__text) external _processor_set_default
00007ff800afc852 (__TEXT,__text) external _processor_set_destroy
00007ff800afd14a (__TEXT,__text) external _processor_set_info
00007ff800afc937 (__TEXT,__text) external _processor_set_max_priority
