0000000226423acc (__TEXT,__text) external _CGLGetCurrentContext
000000022641bf94 (__TEXT,__text) external _glTexCoord1d
000000022641bfa8 (__TEXT,__text) external _glTexCoord1dv
000000022641bfc0 (__TEXT,__text) external _glTexCoord1f
000000022641bfd4 (__TEXT,__text) external _glTexCoord1fv
000000022641bfec (__TEXT,__text) external _glTexCoord1i
000000022641c004 (__TEXT,__text) external _glTexCoord1iv
000000022641c01c (__TEXT,__text) external _glTexCoord1s
000000022641c034 (__TEXT,__text) external _glTexCoord1sv
000000022641c04c (__TEXT,__text) external _glTexCoord2d
000000022641c060 (__TEXT,__text) external _glTexCoord2dv
000000022641c078 (__TEXT,__text) external _glTexCoord2f
000000022641c08c (__TEXT,__text) external _glTexCoord2fv
000000022641c0a4 (__TEXT,__text) external _glTexCoord2i
000000022641c0c0 (__TEXT,__text) external _glTexCoord2iv
000000022641c0d8 (__TEXT,__text) external _glTexCoord2s
000000022641c0f4 (__TEXT,__text) external _glTexCoord2sv
000000022641c10c (__TEXT,__text) external _glTexCoord3d
000000022641c120 (__TEXT,__text) external _glTexCoord3dv
000000022641c138 (__TEXT,__text) external _glTexCoord3f
000000022641c14c (__TEXT,__text) external _glTexCoord3fv
000000022641c164 (__TEXT,__text) external _glTexCoord3i
000000022641c184 (__TEXT,__text) external _glTexCoord3iv
000000022641c19c (__TEXT,__text) external _glTexCoord3s
000000022641c1bc (__TEXT,__text) external _glTexCoord3sv
000000022641c1d4 (__TEXT,__text) external _glTexCoord4d
000000022641c1e8 (__TEXT,__text) external _glTexCoord4dv
000000022641c200 (__TEXT,__text) external _glTexCoord4f
000000022641c214 (__TEXT,__text) external _glTexCoord4fv
000000022641c22c (__TEXT,__text) external _glTexCoord4i
000000022641c250 (__TEXT,__text) external _glTexCoord4iv
000000022641c268 (__TEXT,__text) external _glTexCoord4s
000000022641c28c (__TEXT,__text) external _glTexCoord4sv
000000022641c2a4 (__TEXT,__text) external _glTexCoordPointer
000000022641c2c8 (__TEXT,__text) external _glTexEnvf
000000022641c2e4 (__TEXT,__text) external _glTexEnvfv
000000022641c304 (__TEXT,__text) external _glTexEnvi
000000022641c324 (__TEXT,__text) external _glTexEnviv
000000022641c344 (__TEXT,__text) external _glTexGend
000000022641c360 (__TEXT,__text) external _glTexGendv
000000022641c380 (__TEXT,__text) external _glTexGenf
000000022641c39c (__TEXT,__text) external _glTexGenfv
000000022641c3bc (__TEXT,__text) external _glTexGeni
000000022641c3dc (__TEXT,__text) external _glTexGeniv
000000022641c3fc (__TEXT,__text) external _glTexImage1D
000000022641c450 (__TEXT,__text) external _glTexImage2D
000000022641f548 (__TEXT,__text) external _glTexImage2DMultisample
000000022641c8d4 (__TEXT,__text) external _glTexImage3D
000000022641f574 (__TEXT,__text) external _glTexImage3DMultisample
000000022641f0ec (__TEXT,__text) external _glTexParameterIiv
0000000226423284 (__TEXT,__text) external _glTexParameterIivEXT
000000022641f10c (__TEXT,__text) external _glTexParameterIuiv
00000002264232a4 (__TEXT,__text) external _glTexParameterIuivEXT
000000022641c4ac (__TEXT,__text) external _glTexParameterf
000000022641c4c8 (__TEXT,__text) external _glTexParameterfv
000000022641c4e8 (__TEXT,__text) external _glTexParameteri
000000022641c508 (__TEXT,__text) external _glTexParameteriv
00000002264224ac (__TEXT,__text) external _glTexStorage1D
00000002264224d0 (__TEXT,__text) external _glTexStorage2D
00000002264224f8 (__TEXT,__text) external _glTexStorage3D
000000022641c528 (__TEXT,__text) external _glTexSubImage1D
000000022641c558 (__TEXT,__text) external _glTexSubImage2D
000000022641c910 (__TEXT,__text) external _glTexSubImage3D
0000000226423a54 (__TEXT,__text) external _glTextureBarrierNV
0000000226423574 (__TEXT,__text) external _glTextureRangeAPPLE
000000022641ec20 (__TEXT,__text) external _glTransformFeedbackVaryings
0000000226422d24 (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
000000022641c5b4 (__TEXT,__text) external _glTranslated
000000022641c5c8 (__TEXT,__text) external _glTranslatef
000000022641fa00 (__TEXT,__text) external _glUniform1d
000000022641fa60 (__TEXT,__text) external _glUniform1dv
000000022641e1c4 (__TEXT,__text) external _glUniform1f
0000000226421e84 (__TEXT,__text) external _glUniform1fARB
000000022641e2ac (__TEXT,__text) external _glUniform1fv
0000000226421f6c (__TEXT,__text) external _glUniform1fvARB
000000022641e224 (__TEXT,__text) external _glUniform1i
0000000226421ee4 (__TEXT,__text) external _glUniform1iARB
000000022641e32c (__TEXT,__text) external _glUniform1iv
0000000226421fec (__TEXT,__text) external _glUniform1ivARB
000000022641efe4 (__TEXT,__text) external _glUniform1ui
00000002264230d8 (__TEXT,__text) external _glUniform1uiEXT
000000022641f06c (__TEXT,__text) external _glUniform1uiv
0000000226423160 (__TEXT,__text) external _glUniform1uivEXT
000000022641fa18 (__TEXT,__text) external _glUniform2d
000000022641fa80 (__TEXT,__text) external _glUniform2dv
000000022641e1dc (__TEXT,__text) external _glUniform2f
0000000226421e9c (__TEXT,__text) external _glUniform2fARB
000000022641e2cc (__TEXT,__text) external _glUniform2fv
0000000226421f8c (__TEXT,__text) external _glUniform2fvARB
000000022641e240 (__TEXT,__text) external _glUniform2i
0000000226421f00 (__TEXT,__text) external _glUniform2iARB
000000022641e34c (__TEXT,__text) external _glUniform2iv
000000022642200c (__TEXT,__text) external _glUniform2ivARB
000000022641f000 (__TEXT,__text) external _glUniform2ui
00000002264230f4 (__TEXT,__text) external _glUniform2uiEXT
000000022641f08c (__TEXT,__text) external _glUniform2uiv
0000000226423180 (__TEXT,__text) external _glUniform2uivEXT
000000022641fa30 (__TEXT,__text) external _glUniform3d
000000022641faa0 (__TEXT,__text) external _glUniform3dv
000000022641e1f4 (__TEXT,__text) external _glUniform3f
0000000226421eb4 (__TEXT,__text) external _glUniform3fARB
000000022641e2ec (__TEXT,__text) external _glUniform3fv
0000000226421fac (__TEXT,__text) external _glUniform3fvARB
000000022641e260 (__TEXT,__text) external _glUniform3i
0000000226421f20 (__TEXT,__text) external _glUniform3iARB
000000022641e36c (__TEXT,__text) external _glUniform3iv
000000022642202c (__TEXT,__text) external _glUniform3ivARB
000000022641f020 (__TEXT,__text) external _glUniform3ui
0000000226423114 (__TEXT,__text) external _glUniform3uiEXT
000000022641f0ac (__TEXT,__text) external _glUniform3uiv
00000002264231a0 (__TEXT,__text) external _glUniform3uivEXT
000000022641fa48 (__TEXT,__text) external _glUniform4d
000000022641fac0 (__TEXT,__text) external _glUniform4dv
000000022641e20c (__TEXT,__text) external _glUniform4f
0000000226421ecc (__TEXT,__text) external _glUniform4fARB
000000022641e30c (__TEXT,__text) external _glUniform4fv
0000000226421fcc (__TEXT,__text) external _glUniform4fvARB
000000022641e284 (__TEXT,__text) external _glUniform4i
0000000226421f44 (__TEXT,__text) external _glUniform4iARB
000000022641e38c (__TEXT,__text) external _glUniform4iv
000000022642204c (__TEXT,__text) external _glUniform4ivARB
000000022641f044 (__TEXT,__text) external _glUniform4ui
0000000226423138 (__TEXT,__text) external _glUniform4uiEXT
000000022641f0cc (__TEXT,__text) external _glUniform4uiv
00000002264231c0 (__TEXT,__text) external _glUniform4uivEXT
000000022641f30c (__TEXT,__text) external _glUniformBlockBinding
0000000226422db8 (__TEXT,__text) external _glUniformBufferEXT
000000022641fae0 (__TEXT,__text) external _glUniformMatrix2dv
000000022641e3ac (__TEXT,__text) external _glUniformMatrix2fv
000000022642206c (__TEXT,__text) external _glUniformMatrix2fvARB
000000022641fb4c (__TEXT,__text) external _glUniformMatrix2x3dv
000000022641e6b0 (__TEXT,__text) external _glUniformMatrix2x3fv
000000022641fb94 (__TEXT,__text) external _glUniformMatrix2x4dv
000000022641e6f8 (__TEXT,__text) external _glUniformMatrix2x4fv
000000022641fb04 (__TEXT,__text) external _glUniformMatrix3dv
000000022641e3d0 (__TEXT,__text) external _glUniformMatrix3fv
0000000226422090 (__TEXT,__text) external _glUniformMatrix3fvARB
000000022641fb70 (__TEXT,__text) external _glUniformMatrix3x2dv
000000022641e6d4 (__TEXT,__text) external _glUniformMatrix3x2fv
000000022641fbdc (__TEXT,__text) external _glUniformMatrix3x4dv
000000022641e740 (__TEXT,__text) external _glUniformMatrix3x4fv
000000022641fb28 (__TEXT,__text) external _glUniformMatrix4dv
000000022641e3f4 (__TEXT,__text) external _glUniformMatrix4fv
00000002264220b4 (__TEXT,__text) external _glUniformMatrix4fvARB
000000022641fbb8 (__TEXT,__text) external _glUniformMatrix4x2dv
000000022641e71c (__TEXT,__text) external _glUniformMatrix4x2fv
000000022641fc00 (__TEXT,__text) external _glUniformMatrix4x3dv
000000022641e764 (__TEXT,__text) external _glUniformMatrix4x3fv
000000022641fd04 (__TEXT,__text) external _glUniformSubroutinesuiv
0000000226422540 (__TEXT,__text) external _glUnlockArraysEXT
000000022641db14 (__TEXT,__text) external _glUnmapBuffer
0000000226421d14 (__TEXT,__text) external _glUnmapBufferARB
000000022641e170 (__TEXT,__text) external _glUseProgram
0000000226421e54 (__TEXT,__text) external _glUseProgramObjectARB
000000022642005c (__TEXT,__text) external _glUseProgramStages
000000022641e1a8 (__TEXT,__text) external _glValidateProgram
0000000226421e6c (__TEXT,__text) external _glValidateProgramARB
0000000226420140 (__TEXT,__text) external _glValidateProgramPipeline
000000022641c5dc (__TEXT,__text) external _glVertex2d
000000022641c5f0 (__TEXT,__text) external _glVertex2dv
000000022641c608 (__TEXT,__text) external _glVertex2f
000000022641c61c (__TEXT,__text) external _glVertex2fv
000000022641c634 (__TEXT,__text) external _glVertex2i
000000022641c650 (__TEXT,__text) external _glVertex2iv
000000022641c668 (__TEXT,__text) external _glVertex2s
000000022641c684 (__TEXT,__text) external _glVertex2sv
000000022641c69c (__TEXT,__text) external _glVertex3d
000000022641c6b0 (__TEXT,__text) external _glVertex3dv
000000022641c6c8 (__TEXT,__text) external _glVertex3f
000000022641c6dc (__TEXT,__text) external _glVertex3fv
000000022641c6f4 (__TEXT,__text) external _glVertex3i
000000022641c714 (__TEXT,__text) external _glVertex3iv
000000022641c72c (__TEXT,__text) external _glVertex3s
000000022641c74c (__TEXT,__text) external _glVertex3sv
000000022641c764 (__TEXT,__text) external _glVertex4d
000000022641c778 (__TEXT,__text) external _glVertex4dv
000000022641c790 (__TEXT,__text) external _glVertex4f
000000022641c7a4 (__TEXT,__text) external _glVertex4fv
000000022641c7bc (__TEXT,__text) external _glVertex4i
000000022641c7e0 (__TEXT,__text) external _glVertex4iv
000000022641c7f8 (__TEXT,__text) external _glVertex4s
000000022641c81c (__TEXT,__text) external _glVertex4sv
00000002264236bc (__TEXT,__text) external _glVertexArrayParameteriAPPLE
0000000226423684 (__TEXT,__text) external _glVertexArrayRangeAPPLE
000000022641db88 (__TEXT,__text) external _glVertexAttrib1d
0000000226420b84 (__TEXT,__text) external _glVertexAttrib1dARB
000000022641dba0 (__TEXT,__text) external _glVertexAttrib1dv
0000000226420cf8 (__TEXT,__text) external _glVertexAttrib1dvARB
000000022641dbbc (__TEXT,__text) external _glVertexAttrib1f
0000000226420b6c (__TEXT,__text) external _glVertexAttrib1fARB
000000022641dbd4 (__TEXT,__text) external _glVertexAttrib1fv
0000000226420cdc (__TEXT,__text) external _glVertexAttrib1fvARB
000000022641dbf0 (__TEXT,__text) external _glVertexAttrib1s
0000000226420b50 (__TEXT,__text) external _glVertexAttrib1sARB
000000022641dc0c (__TEXT,__text) external _glVertexAttrib1sv
0000000226420cc0 (__TEXT,__text) external _glVertexAttrib1svARB
000000022641dc28 (__TEXT,__text) external _glVertexAttrib2d
0000000226420bd4 (__TEXT,__text) external _glVertexAttrib2dARB
000000022641dc40 (__TEXT,__text) external _glVertexAttrib2dv
0000000226420d4c (__TEXT,__text) external _glVertexAttrib2dvARB
000000022641dc5c (__TEXT,__text) external _glVertexAttrib2f
0000000226420bbc (__TEXT,__text) external _glVertexAttrib2fARB
000000022641dc74 (__TEXT,__text) external _glVertexAttrib2fv
0000000226420d30 (__TEXT,__text) external _glVertexAttrib2fvARB
000000022641dc90 (__TEXT,__text) external _glVertexAttrib2s
0000000226420b9c (__TEXT,__text) external _glVertexAttrib2sARB
000000022641dcb0 (__TEXT,__text) external _glVertexAttrib2sv
0000000226420d14 (__TEXT,__text) external _glVertexAttrib2svARB
000000022641dccc (__TEXT,__text) external _glVertexAttrib3d
0000000226420c28 (__TEXT,__text) external _glVertexAttrib3dARB
000000022641dce4 (__TEXT,__text) external _glVertexAttrib3dv
0000000226420da0 (__TEXT,__text) external _glVertexAttrib3dvARB
000000022641dd00 (__TEXT,__text) external _glVertexAttrib3f
0000000226420c10 (__TEXT,__text) external _glVertexAttrib3fARB
000000022641dd18 (__TEXT,__text) external _glVertexAttrib3fv
0000000226420d84 (__TEXT,__text) external _glVertexAttrib3fvARB
000000022641dd34 (__TEXT,__text) external _glVertexAttrib3s
0000000226420bec (__TEXT,__text) external _glVertexAttrib3sARB
000000022641dd58 (__TEXT,__text) external _glVertexAttrib3sv
0000000226420d68 (__TEXT,__text) external _glVertexAttrib3svARB
000000022641dd74 (__TEXT,__text) external _glVertexAttrib4Nbv
0000000226420e9c (__TEXT,__text) external _glVertexAttrib4NbvARB
000000022641dd90 (__TEXT,__text) external _glVertexAttrib4Niv
0000000226420ed4 (__TEXT,__text) external _glVertexAttrib4NivARB
000000022641ddac (__TEXT,__text) external _glVertexAttrib4Nsv
0000000226420eb8 (__TEXT,__text) external _glVertexAttrib4NsvARB
000000022641ddc8 (__TEXT,__text) external _glVertexAttrib4Nub
0000000226420c98 (__TEXT,__text) external _glVertexAttrib4NubARB
000000022641ddf0 (__TEXT,__text) external _glVertexAttrib4Nubv
0000000226420ef0 (__TEXT,__text) external _glVertexAttrib4NubvARB
000000022641de0c (__TEXT,__text) external _glVertexAttrib4Nuiv
0000000226420f28 (__TEXT,__text) external _glVertexAttrib4NuivARB
000000022641de28 (__TEXT,__text) external _glVertexAttrib4Nusv
0000000226420f0c (__TEXT,__text) external _glVertexAttrib4NusvARB
000000022641de44 (__TEXT,__text) external _glVertexAttrib4bv
0000000226420dbc (__TEXT,__text) external _glVertexAttrib4bvARB
000000022641de60 (__TEXT,__text) external _glVertexAttrib4d
0000000226420c80 (__TEXT,__text) external _glVertexAttrib4dARB
000000022641de78 (__TEXT,__text) external _glVertexAttrib4dv
0000000226420e80 (__TEXT,__text) external _glVertexAttrib4dvARB
000000022641de94 (__TEXT,__text) external _glVertexAttrib4f
0000000226420c68 (__TEXT,__text) external _glVertexAttrib4fARB
000000022641deac (__TEXT,__text) external _glVertexAttrib4fv
0000000226420e64 (__TEXT,__text) external _glVertexAttrib4fvARB
000000022641dec8 (__TEXT,__text) external _glVertexAttrib4iv
0000000226420df4 (__TEXT,__text) external _glVertexAttrib4ivARB
000000022641dee4 (__TEXT,__text) external _glVertexAttrib4s
0000000226420c40 (__TEXT,__text) external _glVertexAttrib4sARB
000000022641df0c (__TEXT,__text) external _glVertexAttrib4sv
0000000226420dd8 (__TEXT,__text) external _glVertexAttrib4svARB
000000022641df28 (__TEXT,__text) external _glVertexAttrib4ubv
0000000226420e10 (__TEXT,__text) external _glVertexAttrib4ubvARB
000000022641df44 (__TEXT,__text) external _glVertexAttrib4uiv
0000000226420e48 (__TEXT,__text) external _glVertexAttrib4uivARB
000000022641df60 (__TEXT,__text) external _glVertexAttrib4usv
0000000226420e2c (__TEXT,__text) external _glVertexAttrib4usvARB
000000022641f9a8 (__TEXT,__text) external _glVertexAttribDivisor
00000002264222b4 (__TEXT,__text) external _glVertexAttribDivisorARB
000000022641ed28 (__TEXT,__text) external _glVertexAttribI1i
0000000226422e10 (__TEXT,__text) external _glVertexAttribI1iEXT
000000022641ee38 (__TEXT,__text) external _glVertexAttribI1iv
0000000226422f20 (__TEXT,__text) external _glVertexAttribI1ivEXT
000000022641edb0 (__TEXT,__text) external _glVertexAttribI1ui
0000000226422e98 (__TEXT,__text) external _glVertexAttribI1uiEXT
000000022641eea8 (__TEXT,__text) external _glVertexAttribI1uiv
0000000226422f90 (__TEXT,__text) external _glVertexAttribI1uivEXT
000000022641ed44 (__TEXT,__text) external _glVertexAttribI2i
0000000226422e2c (__TEXT,__text) external _glVertexAttribI2iEXT
000000022641ee54 (__TEXT,__text) external _glVertexAttribI2iv
0000000226422f3c (__TEXT,__text) external _glVertexAttribI2ivEXT
000000022641edcc (__TEXT,__text) external _glVertexAttribI2ui
0000000226422eb4 (__TEXT,__text) external _glVertexAttribI2uiEXT
000000022641eec4 (__TEXT,__text) external _glVertexAttribI2uiv
0000000226422fac (__TEXT,__text) external _glVertexAttribI2uivEXT
000000022641ed64 (__TEXT,__text) external _glVertexAttribI3i
0000000226422e4c (__TEXT,__text) external _glVertexAttribI3iEXT
000000022641ee70 (__TEXT,__text) external _glVertexAttribI3iv
0000000226422f58 (__TEXT,__text) external _glVertexAttribI3ivEXT
000000022641edec (__TEXT,__text) external _glVertexAttribI3ui
0000000226422ed4 (__TEXT,__text) external _glVertexAttribI3uiEXT
000000022641eee0 (__TEXT,__text) external _glVertexAttribI3uiv
0000000226422fc8 (__TEXT,__text) external _glVertexAttribI3uivEXT
000000022641ef18 (__TEXT,__text) external _glVertexAttribI4bv
0000000226423000 (__TEXT,__text) external _glVertexAttribI4bvEXT
000000022641ed88 (__TEXT,__text) external _glVertexAttribI4i
0000000226422e70 (__TEXT,__text) external _glVertexAttribI4iEXT
000000022641ee8c (__TEXT,__text) external _glVertexAttribI4iv
0000000226422f74 (__TEXT,__text) external _glVertexAttribI4ivEXT
000000022641ef34 (__TEXT,__text) external _glVertexAttribI4sv
000000022642301c (__TEXT,__text) external _glVertexAttribI4svEXT
000000022641ef50 (__TEXT,__text) external _glVertexAttribI4ubv
0000000226423038 (__TEXT,__text) external _glVertexAttribI4ubvEXT
000000022641ee10 (__TEXT,__text) external _glVertexAttribI4ui
0000000226422ef8 (__TEXT,__text) external _glVertexAttribI4uiEXT
000000022641eefc (__TEXT,__text) external _glVertexAttribI4uiv
0000000226422fe4 (__TEXT,__text) external _glVertexAttribI4uivEXT
000000022641ef6c (__TEXT,__text) external _glVertexAttribI4usv
0000000226423054 (__TEXT,__text) external _glVertexAttribI4usvEXT
000000022641ecc0 (__TEXT,__text) external _glVertexAttribIPointer
0000000226423070 (__TEXT,__text) external _glVertexAttribIPointerEXT
000000022642089c (__TEXT,__text) external _glVertexAttribL1d
00000002264208fc (__TEXT,__text) external _glVertexAttribL1dv
00000002264208b4 (__TEXT,__text) external _glVertexAttribL2d
0000000226420918 (__TEXT,__text) external _glVertexAttribL2dv
00000002264208cc (__TEXT,__text) external _glVertexAttribL3d
0000000226420934 (__TEXT,__text) external _glVertexAttribL3dv
00000002264208e4 (__TEXT,__text) external _glVertexAttribL4d
0000000226420950 (__TEXT,__text) external _glVertexAttribL4dv
000000022642096c (__TEXT,__text) external _glVertexAttribLPointer
000000022641f888 (__TEXT,__text) external _glVertexAttribP1ui
000000022641f918 (__TEXT,__text) external _glVertexAttribP1uiv
000000022641f8ac (__TEXT,__text) external _glVertexAttribP2ui
000000022641f93c (__TEXT,__text) external _glVertexAttribP2uiv
000000022641f8d0 (__TEXT,__text) external _glVertexAttribP3ui
000000022641f960 (__TEXT,__text) external _glVertexAttribP3uiv
000000022641f8f4 (__TEXT,__text) external _glVertexAttribP4ui
000000022641f984 (__TEXT,__text) external _glVertexAttribP4uiv
000000022641df7c (__TEXT,__text) external _glVertexAttribPointer
0000000226420f44 (__TEXT,__text) external _glVertexAttribPointerARB
0000000226421340 (__TEXT,__text) external _glVertexBlendARB
00000002264238f4 (__TEXT,__text) external _glVertexPointSizefAPPLE
000000022641c834 (__TEXT,__text) external _glVertexPointer
000000022641c858 (__TEXT,__text) external _glViewport
00000002264209b4 (__TEXT,__text) external _glViewportArrayv
00000002264209d4 (__TEXT,__text) external _glViewportIndexedf
00000002264209ec (__TEXT,__text) external _glViewportIndexedfv
000000022641f4e4 (__TEXT,__text) external _glWaitSync
000000022642131c (__TEXT,__text) external _glWeightPointerARB
000000022642123c (__TEXT,__text) external _glWeightbvARB
00000002264212ac (__TEXT,__text) external _glWeightdvARB
0000000226421290 (__TEXT,__text) external _glWeightfvARB
0000000226421274 (__TEXT,__text) external _glWeightivARB
0000000226421258 (__TEXT,__text) external _glWeightsvARB
00000002264212c8 (__TEXT,__text) external _glWeightubvARB
0000000226421300 (__TEXT,__text) external _glWeightuivARB
00000002264212e4 (__TEXT,__text) external _glWeightusvARB
000000022641d7b4 (__TEXT,__text) external _glWindowPos2d
00000002264219b4 (__TEXT,__text) external _glWindowPos2dARB
000000022641d7c8 (__TEXT,__text) external _glWindowPos2dv
00000002264219c8 (__TEXT,__text) external _glWindowPos2dvARB
000000022641d7e0 (__TEXT,__text) external _glWindowPos2f
00000002264219e0 (__TEXT,__text) external _glWindowPos2fARB
000000022641d7f4 (__TEXT,__text) external _glWindowPos2fv
00000002264219f4 (__TEXT,__text) external _glWindowPos2fvARB
000000022641d80c (__TEXT,__text) external _glWindowPos2i
0000000226421a0c (__TEXT,__text) external _glWindowPos2iARB
000000022641d828 (__TEXT,__text) external _glWindowPos2iv
0000000226421a28 (__TEXT,__text) external _glWindowPos2ivARB
000000022641d840 (__TEXT,__text) external _glWindowPos2s
0000000226421a40 (__TEXT,__text) external _glWindowPos2sARB
000000022641d85c (__TEXT,__text) external _glWindowPos2sv
0000000226421a5c (__TEXT,__text) external _glWindowPos2svARB
000000022641d874 (__TEXT,__text) external _glWindowPos3d
0000000226421a74 (__TEXT,__text) external _glWindowPos3dARB
000000022641d888 (__TEXT,__text) external _glWindowPos3dv
0000000226421a88 (__TEXT,__text) external _glWindowPos3dvARB
000000022641d8a0 (__TEXT,__text) external _glWindowPos3f
0000000226421aa0 (__TEXT,__text) external _glWindowPos3fARB
000000022641d8b4 (__TEXT,__text) external _glWindowPos3fv
0000000226421ab4 (__TEXT,__text) external _glWindowPos3fvARB
000000022641d8cc (__TEXT,__text) external _glWindowPos3i
0000000226421acc (__TEXT,__text) external _glWindowPos3iARB
000000022641d8ec (__TEXT,__text) external _glWindowPos3iv
0000000226421aec (__TEXT,__text) external _glWindowPos3ivARB
000000022641d904 (__TEXT,__text) external _glWindowPos3s
0000000226421b04 (__TEXT,__text) external _glWindowPos3sARB
000000022641d924 (__TEXT,__text) external _glWindowPos3sv
0000000226421b24 (__TEXT,__text) external _glWindowPos3svARB
0000000298c1bf78 (__DATA_DIRTY,__common) external _gll_noop
