00007ff80b594510 (__TEXT,__const) non-external _A1_Table
00007ff80afcd900 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx512
00007ff80b13f840 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_sse4_1
00007ff80ae65080 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_vec
00007ff80b2bc780 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx
00007ff80b4458f0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx2
00007ff80afe2c20 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx512
00007ff80b159f10 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_sse4_1
00007ff80ae7f750 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_vec
00007ff80b2bd400 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx
00007ff80b446850 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx2
00007ff80afe38f0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx512
00007ff80b15ab60 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_sse4_1
00007ff80ae803a0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_vec
00007ff80b2cbf00 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx
00007ff80b4583e0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx2
00007ff80aff0e70 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx512
00007ff80b16a030 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_sse4_1
00007ff80ae8f870 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_vec
00007ff80b2ccfb0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx
00007ff80b459160 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx2
00007ff80aff1d80 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx512
00007ff80b16b270 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_sse4_1
00007ff80ae90ab0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_vec
00007ff80b2c9560 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx
00007ff80b456a70 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx2
00007ff80afef710 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx512
00007ff80b1672c0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_sse4_1
00007ff80ae8cb00 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_vec
00007ff80abe2590 (__TEXT,__text) non-external (was a private external) _vConvolveCore_ARGB8888
00007ff840c67650 (__DATA_CONST,__const) non-external _vConvolveCore_ARGB8888.Accum4_8888
00007ff840c676d0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGB8888.Bias4_8888
00007ff80abd3830 (__TEXT,__text) non-external (was a private external) _vConvolveCore_ARGBFFFF
00007ff840c67250 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.AccumulateResult
00007ff840c672d0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.AccumulateResult_noalpha
00007ff840c67150 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.conv4ffffp
00007ff840c671d0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.conv4ffffp_bias
00007ff80aa89cf0 (__TEXT,__text) non-external (was a private external) _vConvolveCore_Planar8
00007ff840c67450 (__DATA_CONST,__const) non-external _vConvolveCore_Planar8.conv4_8p
00007ff840c67550 (__DATA_CONST,__const) non-external _vConvolveCore_Planar8.conv4_8p_bias
00007ff80abc3820 (__TEXT,__text) non-external (was a private external) _vConvolveCore_PlanarF
00007ff840c66d50 (__DATA_CONST,__const) non-external _vConvolveCore_PlanarF.conv4p
00007ff840c66f50 (__DATA_CONST,__const) non-external _vConvolveCore_PlanarF.conv4p_bias
00007ff80ab94c30 (__TEXT,__text) non-external (was a private external) _vConvolve_ARGB8888
00007ff80ab95440 (__TEXT,__text) non-external (was a private external) _vConvolve_ARGBFFFF
00007ff80ab93d60 (__TEXT,__text) non-external (was a private external) _vConvolve_Planar8
00007ff80ab945e0 (__TEXT,__text) non-external (was a private external) _vConvolve_PlanarF
00007ff80b314200 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx
00007ff80b49c7d0 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx2
00007ff80aaa4350 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx512
00007ff80b1b3470 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_sse4_1
00007ff80aed8cb0 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_vec
00007ff80b313e20 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx
00007ff80b49c470 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx2
00007ff80aaa3fd0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx512
00007ff80b1b3190 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_sse4_1
00007ff80aed89d0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_vec
00007ff80b313c20 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx
00007ff80b49c270 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx2
00007ff80aa74900 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx512
00007ff80b1b2f80 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_sse4_1
00007ff80aed87c0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_vec
00007ff80b313cf0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx
00007ff80b49c340 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx2
00007ff80aa74f00 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx512
00007ff80b1b3050 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_sse4_1
00007ff80aed8890 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_vec
00007ff80b3138f0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx
00007ff80b49bf80 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx2
00007ff80aa749d0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx512
00007ff80b1b2c80 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_sse4_1
00007ff80aed84c0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_vec
00007ff80b2f3210 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx
00007ff80b47c0b0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx2
00007ff80b0152a0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx512
00007ff80b1925f0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_sse4_1
00007ff80aeb7e30 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_vec
00007ff80b2fd8a0 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx
00007ff80b486d00 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx2
00007ff80b021d60 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx512
00007ff80b19c8b0 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_sse4_1
00007ff80aec20f0 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_vec
00007ff80b2f7920 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx
00007ff80b480b50 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx2
00007ff80b01a9d0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx512
00007ff80b196960 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_sse4_1
00007ff80aebc1a0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_vec
00007ff80b2e9b70 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx
00007ff80b471690 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx2
00007ff80b009950 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx512
00007ff80b189120 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_sse4_1
00007ff80aeae960 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_vec
00007ff80b2f3a60 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx
00007ff80b47c9d0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx2
00007ff80b015d40 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx512
00007ff80b192e30 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_sse4_1
00007ff80aeb8670 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_vec
00007ff80b2fdff0 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx
00007ff80b487630 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx2
00007ff80b022850 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx512
00007ff80b19d000 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_sse4_1
00007ff80aec2840 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_vec
00007ff80b2edbb0 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx
00007ff80b476200 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx2
00007ff80b00f9b0 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx512
00007ff80b18d110 (__TEXT,__text) non-external (was a private external) _vErode_CV_sse4_1
00007ff80aeb2950 (__TEXT,__text) non-external (was a private external) _vErode_CV_vec
00007ff80b2f8eb0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx
00007ff80b482020 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx2
00007ff80b01c2a0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx512
00007ff80b197fb0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_sse4_1
00007ff80aebd7f0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_vec
00007ff80ab60280 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U
00007ff80ac36be0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U_avx2
00007ff80ab5ff70 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888
00007ff80ac36730 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888_avx2
00007ff80ab60750 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF
00007ff80ac37250 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF_avx2
00007ff80b28fd30 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx
00007ff80b41d5c0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx2
00007ff80afbd430 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx512
00007ff80b12ac60 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_sse4_1
00007ff80ae504a0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_vec
00007ff80b28f270 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx
00007ff80b41bae0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx2
00007ff80afbbf80 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx512
00007ff80b12a130 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_sse4_1
00007ff80ae4f970 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_vec
00007ff80b28da50 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx
00007ff80b419ab0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx2
00007ff80afba990 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx512
00007ff80b1288b0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_sse4_1
00007ff80ae4e0f0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_vec
00007ff80ab59360 (__TEXT,__text) non-external (was a private external) _vFillBy16
00007ff80ab28490 (__TEXT,__text) non-external (was a private external) _vFillBy16_AVX
00007ff80ab2d110 (__TEXT,__text) non-external (was a private external) _vFlattenARGB8888ToRGB888
00007ff80ab60c40 (__TEXT,__text) non-external (was a private external) _vFlattenARGBFFFFToRGBFFF
00007ff80ab28dc0 (__TEXT,__text) non-external (was a private external) _vFlattenARGBFFFFToRGBFFF_AVX
00007ff80ab2fee0 (__TEXT,__text) non-external (was a private external) _vFlattenBGRA8888ToRGB888
00007ff80ab64520 (__TEXT,__text) non-external (was a private external) _vFlattenBGRAFFFFToRGBFFF
00007ff80ab2baa0 (__TEXT,__text) non-external (was a private external) _vFlattenBGRAFFFFToRGBFFF_AVX
00007ff80ab2e7f0 (__TEXT,__text) non-external (was a private external) _vFlattenRGBA8888ToRGB888
00007ff80ab62950 (__TEXT,__text) non-external (was a private external) _vFlattenRGBAFFFFToRGBFFF
00007ff80ab2a460 (__TEXT,__text) non-external (was a private external) _vFlattenRGBAFFFFToRGBFFF_AVX
00007ff80b2b3250 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx
00007ff80b43b250 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx2
00007ff80afd8690 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_avx512
00007ff80b14feb0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_sse4_1
00007ff80ae756f0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16Q12_GV_vec
00007ff80ada7f80 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB16U
00007ff80b2b24d0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx
00007ff80b439f30 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx2
00007ff80aacbda0 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_avx512
00007ff80b14f050 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_sse4_1
00007ff80ae74890 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGB8888_GV_vec
00007ff80ab67d70 (__TEXT,__text) non-external (was a private external) _vFlatten_ARGBFFFF
00007ff80b2b3a10 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx
00007ff80b43bed0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx2
00007ff80afd93e0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_avx512
00007ff80b150740 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_sse4_1
00007ff80ae75f80 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16Q12_GV_vec
00007ff80ada8480 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA16U
00007ff80b2b2b80 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx
00007ff80b43a900 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx2
00007ff80aaa8b60 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_avx512
00007ff80b14f780 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_sse4_1
00007ff80ae74fc0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBA8888_GV_vec
00007ff80ab681c0 (__TEXT,__text) non-external (was a private external) _vFlatten_RGBAFFFF
00007ff80b2c88b0 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888bgf_avx
00007ff80b455df0 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888bgf_avx2
00007ff80afee9f0 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888bgf_avx512
00007ff80b166700 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888bgf_sse4_1
00007ff80ae8bf40 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888bgf_vec
00007ff80b2c8f60 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888cip_avx
00007ff80b456480 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888cip_avx2
00007ff80afef0c0 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888cip_avx512
00007ff80b166d00 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888cip_sse4_1
00007ff80ae8c540 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888cip_vec
00007ff80b2c82d0 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888ext_avx
00007ff80b455820 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888ext_avx2
00007ff80afee3d0 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888ext_avx512
00007ff80b166210 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888ext_sse4_1
00007ff80ae8ba50 (__TEXT,__text) non-external (was a private external) _vFloatConvolveARGB8888ext_vec
00007ff80b380a80 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_avx
00007ff80b4fe120 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_avx2
00007ff80b09ab10 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_avx512
00007ff80b216070 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_sse4_1
00007ff80af3b8b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB16U_vec
00007ff80b37fd60 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_avx
00007ff80b4fd420 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_avx2
00007ff80b099e20 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_avx512
00007ff80b215370 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_sse4_1
00007ff80af3abb0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_ARGB8888_vec
00007ff80b37eeb0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_avx
00007ff80b4fc640 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_avx2
00007ff80b099040 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_avx512
00007ff80b214580 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_sse4_1
00007ff80af39dc0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar16U_vec
00007ff80b37e3b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_avx
00007ff80b4fbb40 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_avx2
00007ff80b098540 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_avx512
00007ff80b213a80 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_sse4_1
00007ff80af392c0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn4_Planar8_vec
00007ff80b3810b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_avx
00007ff80b4fe6e0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_avx2
00007ff80b09b0f0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_avx512
00007ff80b2166b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_sse4_1
00007ff80af3bef0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB16U_vec
00007ff80b3803b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_avx
00007ff80b4fda60 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_avx2
00007ff80b09a460 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_avx512
00007ff80b2159a0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_sse4_1
00007ff80af3b1e0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_ARGB8888_vec
00007ff80b37f5c0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_avx
00007ff80b4fcce0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_avx2
00007ff80b0996e0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_avx512
00007ff80b214c30 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_sse4_1
00007ff80af3a470 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar16U_vec
00007ff80b37e920 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_avx
00007ff80b4fc0b0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_avx2
00007ff80b098ab0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_avx512
00007ff80b213ff0 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_sse4_1
00007ff80af39830 (__TEXT,__text) non-external (was a private external) _vFloodFillConn8_Planar8_vec
00007ff80ac69ba0 (__TEXT,__text) non-external (was a private external) _vFullPrecisionGammaInt_PlanarF
00007ff80ac68ec0 (__TEXT,__text) non-external (was a private external) _vFullPrecisionGamma_PlanarF
00007ff80ac83330 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8
00007ff80ab805b0 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_AVX
00007ff80acaee70 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_AVX2
00007ff80ad194e0 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_SSE4_1
00007ff80ac83350 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_resolver
00007ff80ac928d0 (__TEXT,__text) non-external (was a private external) _vGamma_PlanarFtoPlanar8_scalar
00007ff843d5adf0 (__DATA,__data) non-external (was a private external) _vGamma_PlanarFtoPlanar8_vec
00007ff80b36a040 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_avx
00007ff80b4e9530 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_avx2
00007ff80b086230 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_avx512
00007ff80b1fccb0 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_sse4_1
00007ff80af224f0 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_3x3_11x11_vec
00007ff80b36cc70 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_5x5_11x11_avx
00007ff80b4ebca0 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_5x5_11x11_avx2
00007ff80b088a60 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_5x5_11x11_avx512
00007ff80b1fee90 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_5x5_11x11_sse4_1
00007ff80af246d0 (__TEXT,__text) non-external (was a private external) _vGaussianBoxDiffPlanar8ext_5x5_11x11_vec
00007ff80b33ab20 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_3x3_avx
00007ff80b4bf730 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_3x3_avx2
00007ff80b05acc0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_3x3_avx512
00007ff80b1d75f0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_3x3_sse4_1
00007ff80aefce30 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_3x3_vec
00007ff80b33b5f0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_5x5_avx
00007ff80b4c0040 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_5x5_avx2
00007ff80b05b5c0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_5x5_avx512
00007ff80b1d8030 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_5x5_sse4_1
00007ff80aefd870 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_5x5_vec
00007ff80b33c2b0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_7x7_avx
00007ff80b4c0ab0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_7x7_avx2
00007ff80b05bff0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_7x7_avx512
00007ff80b1d8c80 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_7x7_sse4_1
00007ff80aefe4c0 (__TEXT,__text) non-external (was a private external) _vGaussianPlanar8ext_7x7_vec
00007ff80ac6a350 (__TEXT,__text) non-external (was a private external) _vHalfPrecisionGamma_PlanarF
00007ff80aa95c00 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGB8888
00007ff80aa95580 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGB8888_GCD
00007ff80ac03940 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGBFFFF
00007ff80ac07890 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGBFFFF_AVX
00007ff80ac0a580 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGBFFFF_AVX512
00007ff80ac03460 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGBFFFF_GCD
00007ff80ac082f0 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGBFFFF_GCD_AVX
00007ff80ac0b7c0 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_ARGBFFFF_GCD_AVX512
00007ff80aa95670 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_Intel_ARGB8888
00007ff80aa9572f (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_Intel_ARGB8888_no_alpha
00007ff80ac01ff0 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_Planar8
00007ff80ac01d90 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_Planar8_GCD
00007ff80ac02a00 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_PlanarF
00007ff80ac06a70 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_PlanarF_AVX
